id	9d6e58fa-a1b1-4e82-96fe-d3d91528722e	af6221a1-30ba-4501-914f-393a07cc6594
3693	7112.0	11220.0
285521	808.0	1947.0
100873342	0.0	0.0
3694	611.0	433.0
100873341	0.0	0.0
3695	57.0	54.0
100873340	0.0	0.0
100128723	2.0	0.0
1033	9.0	212.0
1032	96.0	142.0
285525	1.0	1.0
1031	217.0	374.0
285527	2146.0	6759.0
1030	205.0	247.0
728468	0.0	0.0
440288	79.0	189.0
1029	24.0	181.0
440295	117.0	321.0
1028	625.0	453.0
1027	3147.0	3592.0
1026	1343.0	1735.0
1025	1801.0	2495.0
1024	446.0	1313.0
3685	4614.0	11621.0
100873347	0.0	0.0
100873346	0.0	0.0
3687	54.0	452.0
100873345	0.0	0.0
3688	8111.0	16861.0
100873344	0.0	0.0
3689	338.0	1717.0
100873349	0.0	1.0
100873348	0.0	0.0
100873372	1.0	0.0
100873371	1.0	0.0
100873370	0.0	0.0
728498	8.0	21.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	1.0
728492	14.0	28.0
100873375	0.0	0.0
100128710	0.0	4.0
285533	37.0	32.0
100873374	0.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	0.0	2.0
1043	56.0	354.0
1041	0.0	0.0
1040	1975.0	2962.0
1039	812.0	1453.0
1038	3.0	0.0
1036	110.0	53.0
3696	2287.0	2398.0
3697	0.0	1.0
100873379	0.0	0.0
3698	4.0	17.0
100873378	2.0	3.0
3699	21.0	28.0
100873377	0.0	0.0
728486	3.0	6.0
100873361	0.0	0.0
105373869	2.0	3.0
100873360	0.0	0.0
285540	117.0	197.0
100128705	0.0	0.0
100873365	0.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	17.0	367.0
100873362	0.0	0.0
100128701	0.0	9.0
1054	1177.0	2113.0
285547	0.0	0.0
1053	1.0	4.0
285548	4.0	0.0
1052	421.0	2570.0
1051	441.0	949.0
728489	1.0	9.0
1050	1031.0	1404.0
100128707	0.0	0.0
1048	9.0	29.0
1047	1594.0	4744.0
1046	2.0	0.0
1045	201.0	325.0
100873369	0.0	12.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	0.0	0.0
1066	2400.0	1355.0
1063	61.0	1134.0
1062	55.0	366.0
1061	9.0	9.0
1060	1280.0	1799.0
440253	61.0	85.0
1059	3404.0	4036.0
1058	1.0	81.0
1057	2.0	1.0
85379	5037.0	5100.0
114112	351.0	1107.0
1056	136.0	17.0
85377	1837.0	2616.0
85378	1737.0	2894.0
128745	0.0	0.0
85376	9.0	19.0
440248	166.0	357.0
1075	311.0	1010.0
1074	8.0	25.0
1073	2440.0	2152.0
1072	16573.0	31688.0
1071	3.0	18.0
440243	0.0	2.0
1070	707.0	1115.0
1069	1899.0	2363.0
1068	0.0	0.0
85369	1214.0	2166.0
85366	0.0	1.0
85364	1119.0	1758.0
85365	2009.0	4421.0
85363	603.0	2223.0
85360	426.0	395.0
1080	275.0	1396.0
85391	5.0	7.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	1.0	0.0
153733	483.0	1619.0
1087	0.0	4.0
1086	0.0	0.0
440279	24.0	3.0
1085	1.0	0.0
1084	0.0	1.0
440278	72.0	260.0
1082	0.0	0.0
403294	0.0	0.0
440275	4183.0	10861.0
1081	16.0	6.0
85397	0.0	3.0
85395	276.0	752.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	2.0	0.0
440270	188.0	474.0
1089	0.0	2.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	23.0	58.0
285598	331.0	274.0
126133	436.0	1277.0
128790	0.0	1.0
126129	36.0	53.0
126123	4.0	10.0
442862	0.0	0.0
126119	307.0	546.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	3.0	2.0
442896	0.0	0.0
114132	1.0	4.0
442897	0.0	0.0
442898	0.0	1.0
114134	507.0	765.0
442899	0.0	0.0
100128790	0.0	0.0
128760	5.0	23.0
100128788	63.0	169.0
100128787	0.0	0.0
440225	1.0	0.0
440224	2.0	4.0
442890	0.0	0.0
442891	1.0	0.0
442892	1.0	0.0
128756	0.0	3.0
100128782	218.0	269.0
100128781	1.0	3.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	0.0	5.0
403234	0.0	0.0
403235	0.0	1.0
403236	2.0	0.0
63982	2.0	6.0
102466616	0.0	0.0
126052	0.0	0.0
151009	48.0	127.0
403227	0.0	0.0
403228	0.0	0.0
138046	29.0	2.0
645558	0.0	0.0
403229	0.0	0.0
645573	2.0	0.0
645572	0.0	0.0
645571	5.0	6.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	1083.0	2582.0
107131122	0.0	0.0
138050	4686.0	9605.0
403219	1.0	1.0
151011	2341.0	3488.0
645587	0.0	0.0
165679	2224.0	239.0
126037	37.0	76.0
114049	2070.0	3990.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	423.0	520.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1333.0	2163.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	213.0	639.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	10.0	12.0
645598	0.0	0.0
163007	2.0	4.0
114038	0.0	0.0
645591	1.0	0.0
106481495	0.0	0.0
114041	23.0	6.0
106481496	0.0	0.0
114042	1.0	0.0
106481493	0.0	0.0
114043	8.0	19.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	168.0	352.0
126017	1614.0	1815.0
106481497	1.0	2.0
106481498	0.0	0.0
85303	0.0	0.0
85300	295.0	150.0
85301	587.0	536.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	1.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	2543.0	9588.0
106481459	0.0	0.0
26994	4166.0	5882.0
106481457	3.0	8.0
26995	1530.0	4256.0
106481458	0.0	0.0
403271	0.0	0.0
26998	0.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	1805.0	3019.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	1.0	7.0
106481460	1.0	1.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1198.0	2034.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	1.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	1.0	1.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	3413.0	31.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	744.0	1607.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	9.0	24.0
106481437	0.0	0.0
26974	278.0	582.0
153657	19.0	34.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	755.0	1825.0
165631	8.0	36.0
106481436	0.0	1.0
26978	5.0	58.0
126075	774.0	1442.0
106481439	0.0	0.0
403250	0.0	0.0
126074	146.0	489.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1336.0	2194.0
106481444	3.0	10.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	295.0	768.0
85354	0.0	0.0
85352	550.0	396.0
403241	0.0	3.0
344462	5.0	10.0
403244	1.0	0.0
403245	0.0	0.0
153642	480.0	827.0
153643	3.0	12.0
403247	0.0	0.0
403248	0.0	0.0
26985	2615.0	6002.0
106481448	0.0	0.0
26986	54350.0	173063.0
126069	92.0	323.0
106481449	0.0	0.0
126068	452.0	570.0
106481446	0.0	0.0
26983	0.0	0.0
26984	559.0	907.0
106481447	0.0	0.0
106481451	0.0	5.0
106481452	0.0	1.0
106481450	0.0	0.0
114088	22.0	18.0
106481455	0.0	1.0
85349	13.0	16.0
106481456	0.0	0.0
26982	1.0	0.0
106481453	0.0	6.0
85347	0.0	0.0
26980	4.0	16.0
106481454	0.0	1.0
403238	0.0	0.0
85344	6.0	1.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	3.0	2.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	2.0
100873392	5.0	3.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	2.0	0.0
106481415	0.0	0.0
106481416	1.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	1980.0	6452.0
100873390	0.0	0.0
728556	42.0	102.0
106481419	0.0	0.0
100128817	0.0	1.0
728558	58.0	126.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	1.0
163081	277.0	564.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	2.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	13.0	131.0
100873380	0.0	1.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	83.0	163.0
100873384	0.0	0.0
285601	13.0	7.0
106481426	0.0	0.0
106481427	1.0	0.0
222005	2.0	6.0
63910	14.0	19.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	373.0	1782.0
222008	22.0	47.0
106481428	0.0	0.0
106481429	0.0	1.0
63905	2646.0	3186.0
63904	0.0	0.0
106481430	0.0	1.0
163071	19.0	7.0
63906	527.0	852.0
106481433	0.0	0.0
63908	462.0	721.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	1.0	2.0
285613	34.0	89.0
63920	329.0	774.0
63923	5.0	10.0
63922	243.0	626.0
728577	71.0	51.0
63925	957.0	1652.0
63924	13.0	7.0
63916	1950.0	5422.0
63917	2806.0	5400.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	6.0	8.0
728564	4.0	15.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	876.0	1245.0
106481402	0.0	0.0
63931	1213.0	2511.0
106481403	0.0	0.0
63934	452.0	969.0
728567	4.0	12.0
106481408	0.0	0.0
163088	4.0	8.0
63933	1557.0	3349.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	2036.0	2536.0
163087	559.0	814.0
728568	237.0	742.0
106481407	6.0	10.0
3704	760.0	2172.0
3705	4500.0	4298.0
63926	429.0	1508.0
3706	23.0	13.0
63929	725.0	1885.0
3707	4434.0	5885.0
63928	252.0	38.0
3708	2721.0	3606.0
106481411	0.0	1.0
3709	1704.0	9784.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	3.0	13.0
3702	23.0	77.0
3703	6239.0	21449.0
645506	1.0	3.0
151050	695.0	1552.0
645520	0.0	0.0
63941	3181.0	5214.0
63940	198.0	344.0
63943	222.0	406.0
728517	0.0	0.0
163033	296.0	741.0
258010	1970.0	4033.0
63947	0.0	0.0
63946	0.0	6.0
728513	0.0	2.0
100033803	0.0	0.0
3716	5179.0	8523.0
100033804	0.0	0.0
3717	514.0	822.0
100033805	0.0	0.0
3718	67.0	210.0
63939	921.0	1784.0
100033806	0.0	0.0
100190799	2.0	3.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	94.0	240.0
3710	2095.0	7414.0
3712	8275.0	18106.0
3713	6.0	0.0
3714	2075.0	1137.0
63950	2.0	2.0
728505	0.0	2.0
63951	443.0	1487.0
100033807	0.0	0.0
728501	22.0	41.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	4409.0	26297.0
100033814	0.0	0.0
3727	3908.0	11655.0
63948	0.0	0.0
100033815	0.0	0.0
222052	0.0	0.0
3728	14043.0	18776.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	847.0	2261.0
151056	119.0	151.0
3725	13095.0	67493.0
645528	0.0	1.0
728532	33.0	39.0
163059	212.0	511.0
728538	2.0	2.0
728537	34.0	157.0
63967	8.0	126.0
3737	8.0	6.0
3738	5.0	25.0
3739	2.0	7.0
645538	0.0	0.0
3730	535.0	1680.0
3732	2560.0	3735.0
3734	37.0	28.0
3735	4426.0	11690.0
3736	2.0	1.0
63970	55.0	30.0
3750	80.0	104.0
63971	3207.0	6833.0
63974	1.0	0.0
163049	1508.0	2757.0
63973	0.0	0.0
63976	71.0	57.0
222068	5853.0	11547.0
63978	0.0	0.0
63977	328.0	719.0
63979	394.0	970.0
728524	0.0	0.0
3748	197.0	347.0
163051	42.0	34.0
3749	359.0	253.0
163050	29.0	54.0
3741	4.0	10.0
645548	3.0	9.0
3743	1.0	4.0
3744	0.0	0.0
3745	368.0	288.0
3746	17.0	23.0
3747	69.0	1507.0
285671	589.0	954.0
285672	1085.0	1750.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	116.0	19.0
285676	81.0	55.0
3761	0.0	1.0
100128657	0.0	0.0
285679	0.0	2.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	386.0	346.0
283008	2.0	2.0
3751	33.0	7.0
100873435	0.0	0.0
3752	2218.0	6538.0
100873434	0.0	0.0
3753	0.0	1.0
100873433	0.0	0.0
3754	3.0	5.0
100873432	0.0	0.0
3755	450.0	271.0
100873439	0.0	0.0
3756	6.0	3.0
100873438	0.0	0.0
3757	726.0	524.0
100873437	0.0	0.0
3758	4.0	4.0
100873436	0.0	0.0
100873420	1.0	1.0
3770	126.0	135.0
3772	283.0	48.0
100861458	0.0	1.0
100861453	7.0	13.0
100861455	0.0	1.0
1107	15937.0	24698.0
1106	4974.0	9600.0
1105	1157.0	3250.0
1104	731.0	3903.0
100873429	0.0	0.0
1103	1.0	0.0
1102	802.0	1244.0
1101	29.0	17.0
3762	580.0	281.0
100873424	0.0	0.0
3763	36.0	9.0
100128640	125.0	425.0
100873423	0.0	0.0
3764	416.0	218.0
100873422	0.0	0.0
3765	2.0	2.0
100873421	0.0	0.0
3766	13.0	25.0
100873428	0.0	0.0
3767	273.0	1349.0
100873427	0.0	0.0
3768	70.0	34.0
1109	0.0	0.0
100873426	0.0	0.0
1108	8304.0	15663.0
3769	11.0	5.0
100873425	0.0	0.0
100128637	0.0	6.0
100128639	0.0	0.0
3780	4.0	16.0
100873453	0.0	0.0
3781	1554.0	2114.0
100873452	0.0	0.0
3782	145.0	173.0
100873451	0.0	0.0
3783	3014.0	9102.0
100873450	0.0	0.0
1121	1000.0	1675.0
100861468	0.0	0.0
1120	85.0	125.0
100861469	1.0	0.0
1118	19.0	5275.0
1117	6.0	152.0
1116	36.0	1047.0
1114	234.0	114.0
1113	1970.0	725.0
1112	4492.0	8136.0
1111	312.0	656.0
3773	10.0	5.0
100873457	0.0	3.0
100873456	0.0	0.0
3775	473.0	1136.0
100873455	0.0	0.0
3776	69.0	43.0
100873454	0.0	0.0
3777	1936.0	356.0
3778	2709.0	2940.0
3779	1792.0	1075.0
100873459	0.0	2.0
1119	1106.0	3047.0
100128627	0.0	2.0
100128626	1.0	1.0
3790	155.0	667.0
100128628	0.0	2.0
3791	540.0	834.0
100873442	1.0	0.0
3792	13.0	19.0
100873441	0.0	1.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	5.0	9.0
1131	101.0	4111.0
1130	1042.0	1558.0
100861476	0.0	1.0
1129	0.0	5.0
1128	8092.0	5094.0
1124	261.0	3033.0
1123	251.0	1205.0
1122	398.0	1284.0
100861470	0.0	0.0
3784	1213.0	1902.0
100873446	0.0	0.0
3785	2.0	7.0
100873445	0.0	0.0
3786	138.0	67.0
100873444	0.0	0.0
3787	52.0	47.0
100873443	0.0	0.0
3788	5.0	11.0
100873449	2.0	12.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	88.0	105.0
100128618	0.0	4.0
728597	2.0	0.0
100128617	0.0	2.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	58.0	156.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	2.0	2.0
285634	2.0	4.0
1142	0.0	0.0
1141	12.0	9.0
285636	1685.0	3548.0
1140	187.0	170.0
728599	0.0	7.0
1139	150.0	25.0
1138	36.0	353.0
1137	5.0	1.0
100861485	0.0	0.0
1136	2.0	52.0
1135	2491.0	14938.0
1134	1.0	39.0
1133	3.0	6.0
3795	163.0	211.0
100873479	5.0	7.0
3796	642.0	1486.0
100873478	0.0	0.0
3797	587.0	377.0
100873477	1.0	3.0
3798	46.0	42.0
100873476	0.0	0.0
3799	10877.0	21856.0
100873460	0.0	0.0
728586	6.0	19.0
285641	1.0	1.0
100873464	0.0	3.0
100873463	0.0	1.0
100873462	0.0	1.0
285643	0.0	0.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	304.0	746.0
1153	21163.0	29399.0
1152	37124.0	28756.0
285647	33.0	38.0
728589	6.0	5.0
728588	3.0	2.0
1149	3.0	0.0
1147	853.0	2279.0
1146	2.0	5.0
1145	27.0	30.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	1.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	124.0	619.0
1163	241.0	333.0
285659	0.0	0.0
1161	238.0	521.0
1160	118.0	225.0
1159	93.0	286.0
1158	188.0	39.0
1157	2.0	0.0
1155	1434.0	2598.0
550643	995.0	1674.0
283025	1.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	1018.0	2533.0
1175	1956.0	4145.0
285668	3.0	2.0
1174	1743.0	2894.0
1173	12691.0	12175.0
550631	83.0	143.0
100873489	0.0	0.0
283014	2.0	10.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	27.0	72.0
1186	1985.0	3683.0
1185	738.0	1297.0
1184	238.0	1262.0
1183	265.0	924.0
1182	8055.0	14510.0
1181	267.0	376.0
440375	36.0	54.0
1180	7.0	1.0
1179	0.0	0.0
1178	0.0	3.0
283089	6.0	11.0
85495	0.0	0.0
85480	194.0	52.0
283080	0.0	1.0
1198	2067.0	3832.0
1197	1.0	4.0
1196	1146.0	2081.0
1195	2828.0	6558.0
440366	0.0	0.0
1193	100.0	186.0
1192	11131.0	17677.0
1191	14212.0	12049.0
1188	44.0	13.0
283078	612.0	534.0
85486	8.0	28.0
128615	0.0	0.0
85481	0.0	0.0
128611	7.0	29.0
440396	19.0	86.0
128609	0.0	0.0
128602	0.0	3.0
440387	1.0	0.0
128674	0.0	1.0
128676	0.0	2.0
114026	0.0	1.0
100861402	0.0	2.0
126014	21.0	72.0
440335	287.0	1439.0
100128690	0.0	0.0
114034	541.0	726.0
126006	39.0	21.0
114036	2.0	10.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	48.0	83.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	2.0	12.0
100128678	0.0	3.0
100861429	0.0	0.0
128653	0.0	0.0
200728	141.0	263.0
440356	3.0	2.0
440354	51.0	122.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	1.0
100873413	0.0	0.0
128646	0.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	6.0	76.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	58.0	182.0
100861435	0.0	1.0
100861436	0.0	0.0
440345	23.0	72.0
200734	1384.0	1276.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	2.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	25.0	6.0
100873402	0.0	0.0
100873401	0.0	1.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	2531.0	2971.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	2.0
645443	6.0	12.0
165530	13.0	14.0
85409	52.0	88.0
106481385	0.0	1.0
106481386	0.0	0.0
85416	0.0	130.0
106481383	1.0	6.0
85417	9.0	91.0
106481384	1.0	0.0
103106903	0.0	1.0
85414	83518.0	147832.0
106481389	0.0	0.0
85415	2902.0	10699.0
106481387	0.0	0.0
85413	9.0	3.0
106481388	4.0	6.0
645436	0.0	3.0
106481381	0.0	1.0
106481382	0.0	0.0
10	10.0	6.0
106481380	0.0	0.0
11	0.0	0.0
403341	593.0	1050.0
12	1.0	558.0
13	0.0	0.0
14	5579.0	9143.0
15	1.0	4.0
16	5548.0	13231.0
645455	2.0	4.0
18	2735.0	5357.0
19	751.0	3070.0
128580	5.0	15.0
85407	246.0	390.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1297.0	1802.0
106481395	1.0	0.0
85403	1607.0	2554.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	1.0
20	3516.0	4983.0
106481390	0.0	0.0
21	2316.0	3948.0
106481391	0.0	0.0
22	757.0	1820.0
153571	156.0	432.0
153572	370.0	973.0
23	3006.0	6489.0
24	15.0	20.0
25	4341.0	9192.0
26	337.0	245.0
27	949.0	2860.0
28	617.0	171.0
29	4135.0	6286.0
153579	25.0	24.0
728615	0.0	0.0
728614	0.0	0.0
200765	132.0	285.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	9.0	29.0
102466518	0.0	1.0
102466516	1.0	1.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	5.0	0.0
106481361	0.0	0.0
85439	230.0	427.0
106481362	0.0	0.0
106481367	0.0	1.0
85437	1966.0	3351.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	101.0	185.0
106481366	0.0	0.0
30	4057.0	5210.0
106481360	0.0	0.0
31	6885.0	20560.0
32	1072.0	757.0
33	395.0	1188.0
34	1886.0	4117.0
35	802.0	866.0
153562	1440.0	3551.0
36	4954.0	10518.0
37	8063.0	12492.0
38	2308.0	9146.0
440307	8.0	14.0
39	1460.0	2116.0
165545	5.0	22.0
106481369	0.0	0.0
728606	135.0	2110.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	1.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	40.0	13.0
106481370	0.0	0.0
41	255.0	980.0
106481371	0.0	0.0
43	113.0	118.0
645486	0.0	2.0
47	11019.0	31859.0
48	1730.0	2995.0
49	5.0	11.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	2.0	2.0
106481340	0.0	1.0
85458	2166.0	3078.0
106481345	0.0	0.0
85459	478.0	1062.0
106481346	0.0	0.0
85456	9394.0	14437.0
442910	0.0	1.0
