id	d84aecda-2187-40e3-b2b5-2bb18e735ef2	20c34cc9-31cd-44f9-9288-a059ffafebb8
3730	941.0	540.0
3732	4739.0	756.0
3734	29.0	12.0
3735	11846.0	4362.0
3736	2.0	0.0
63970	26.0	5.0
3750	223.0	31.0
63971	4258.0	820.0
63974	0.0	0.0
163049	1906.0	854.0
63973	0.0	0.0
63976	92.0	20.0
222068	11107.0	4564.0
63978	1.0	0.0
63977	504.0	132.0
63979	505.0	198.0
728524	0.0	0.0
3748	161.0	17.0
163051	32.0	15.0
3749	444.0	87.0
163050	59.0	21.0
3741	8.0	3.0
645548	3.0	7.0
3743	0.0	1.0
3744	0.0	0.0
3745	479.0	52.0
3746	7.0	0.0
3747	77.0	43.0
285671	934.0	601.0
285672	1594.0	1026.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	425.0	138.0
285676	58.0	9.0
3761	0.0	1.0
100128657	0.0	0.0
285679	4.0	2.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	243.0	42.0
283008	14.0	0.0
3751	23.0	1.0
100873435	0.0	0.0
3752	4702.0	834.0
100873434	0.0	0.0
3753	2.0	0.0
100873433	0.0	0.0
3754	13.0	4.0
100873432	0.0	0.0
3755	859.0	109.0
100873439	0.0	0.0
3756	29.0	6.0
100873438	0.0	0.0
3757	1897.0	206.0
100873437	0.0	0.0
3758	2.0	1.0
100873436	0.0	0.0
100873420	1.0	0.0
3770	101.0	17.0
3772	345.0	61.0
100861458	0.0	0.0
100861453	8.0	1.0
100861455	0.0	0.0
1107	19670.0	2856.0
1106	5255.0	1085.0
1105	1858.0	582.0
1104	2850.0	1089.0
100873429	0.0	0.0
1103	1.0	2.0
1102	1433.0	571.0
1101	39.0	1.0
3762	408.0	14.0
100873424	0.0	0.0
3763	74.0	3.0
100128640	306.0	49.0
100873423	0.0	0.0
3764	882.0	239.0
100873422	0.0	0.0
3765	0.0	0.0
100873421	0.0	0.0
3766	9.0	3.0
100873428	0.0	0.0
3767	1149.0	371.0
100873427	0.0	0.0
3768	143.0	33.0
1109	1.0	0.0
100873426	0.0	0.0
1108	15496.0	2651.0
3769	5.0	5.0
100873425	0.0	0.0
100128637	3.0	1.0
100128639	0.0	0.0
3780	9.0	4.0
100873453	0.0	0.0
3781	1212.0	1379.0
100873452	0.0	0.0
3782	155.0	47.0
100873451	0.0	0.0
3783	4109.0	1223.0
100873450	0.0	0.0
1121	1323.0	528.0
100861468	0.0	0.0
1120	122.0	55.0
100861469	0.0	0.0
1118	1154.0	192.0
1117	126.0	296.0
1116	557.0	163.0
1114	4160.0	218.0
1113	49933.0	648.0
1112	6463.0	1124.0
1111	535.0	165.0
3773	2.0	18.0
100873457	0.0	0.0
100873456	0.0	0.0
3775	1744.0	682.0
100873455	0.0	0.0
3776	166.0	31.0
100873454	0.0	0.0
3777	1373.0	414.0
3778	8144.0	1345.0
3779	5315.0	903.0
100873459	0.0	0.0
1119	4524.0	1375.0
100128627	0.0	0.0
100128626	0.0	0.0
3790	1234.0	542.0
100128628	0.0	0.0
3791	1367.0	361.0
100873442	0.0	0.0
3792	19.0	9.0
100873441	2.0	0.0
100873440	0.0	0.0
100128625	0.0	1.0
1132	11.0	0.0
1131	117.0	260.0
1130	1155.0	265.0
100861476	0.0	1.0
1129	6.0	7.0
1128	3830.0	379.0
1124	1612.0	459.0
1123	797.0	368.0
1122	1088.0	363.0
100861470	0.0	0.0
3784	3533.0	1001.0
100873446	0.0	0.0
3785	70.0	120.0
100873445	0.0	0.0
3786	111.0	14.0
100873444	0.0	0.0
3787	35.0	1.0
100873443	0.0	0.0
3788	72.0	9.0
100873449	0.0	0.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	58.0	25.0
100128618	0.0	1.0
728597	3.0	1.0
100128617	3.0	1.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	74.0	31.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	7.0	2.0
285634	4.0	3.0
1142	27.0	8.0
1141	25.0	1.0
285636	3208.0	802.0
1140	286.0	104.0
728599	3.0	4.0
1139	25.0	0.0
1138	117.0	80.0
1137	4.0	5.0
100861485	0.0	0.0
1136	31.0	21.0
1135	2075.0	344.0
1134	20.0	5.0
1133	10.0	1.0
3795	478.0	111.0
100873479	12.0	9.0
3796	1062.0	345.0
100873478	0.0	0.0
3797	1097.0	131.0
100873477	3.0	0.0
3798	75.0	9.0
100873476	0.0	0.0
3799	13704.0	5237.0
100873460	0.0	0.0
728586	22.0	13.0
285641	0.0	0.0
100873464	0.0	2.0
100873463	0.0	0.0
100873462	0.0	0.0
285643	1.0	1.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1343.0	244.0
1153	28361.0	7127.0
1152	55863.0	12987.0
285647	23.0	7.0
728589	3.0	3.0
728588	12.0	2.0
1149	1.0	0.0
1147	1071.0	477.0
1146	0.0	3.0
1145	45.0	10.0
1144	0.0	4.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	932.0	792.0
1163	738.0	371.0
285659	0.0	0.0
1161	387.0	296.0
1160	279.0	105.0
1159	112.0	35.0
1158	498.0	180.0
1157	0.0	0.0
1155	4591.0	1512.0
550643	2257.0	997.0
283025	1.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	4008.0	1236.0
1175	4697.0	1988.0
285668	0.0	0.0
1174	3059.0	2064.0
1173	20986.0	4439.0
550631	166.0	70.0
100873489	0.0	0.0
283014	4.0	1.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	42.0	8.0
1186	3011.0	601.0
1185	1046.0	180.0
1184	311.0	147.0
1183	530.0	157.0
1182	12682.0	4942.0
1181	229.0	39.0
440375	75.0	24.0
1180	5.0	0.0
1179	3.0	0.0
1178	0.0	0.0
283089	10.0	3.0
85495	0.0	0.0
85480	174.0	101.0
283080	0.0	0.0
1198	3117.0	1015.0
1197	0.0	1.0
1196	2388.0	651.0
1195	4706.0	2245.0
440366	1.0	0.0
1193	279.0	204.0
1192	23773.0	12884.0
1191	49228.0	9192.0
1188	46.0	4.0
283078	1413.0	561.0
85486	4.0	10.0
128615	0.0	0.0
85481	0.0	0.0
128611	27.0	5.0
440396	39.0	3.0
128609	0.0	0.0
128602	0.0	5.0
440387	1.0	0.0
128674	1.0	1.0
128676	1.0	0.0
114026	1.0	1.0
100861402	2.0	1.0
126014	62.0	13.0
440335	2168.0	2518.0
100128690	0.0	0.0
114034	586.0	164.0
126006	35.0	13.0
114036	10.0	2.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	117.0	22.0
100861412	0.0	0.0
105180390	1.0	5.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	11.0	8.0
100128678	1.0	0.0
100861429	0.0	0.0
128653	0.0	0.0
200728	309.0	157.0
440356	5.0	2.0
440354	23.0	8.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	0.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	24.0	11.0
100873410	0.0	0.0
100873417	4.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	147.0	83.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	23.0	7.0
200734	3106.0	521.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	0.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	14.0	5.0
100873402	0.0	0.0
100873401	1.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	3859.0	1009.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	1.0	1.0
645443	2.0	3.0
165530	35.0	14.0
85409	193.0	20.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	9.0	38.0
106481383	1.0	0.0
85417	22.0	7.0
106481384	0.0	0.0
103106903	1.0	0.0
85414	30990.0	8541.0
106481389	0.0	0.0
85415	8725.0	4877.0
106481387	0.0	0.0
85413	60.0	49.0
106481388	0.0	1.0
645436	0.0	1.0
106481381	0.0	0.0
106481382	0.0	0.0
10	9.0	2.0
106481380	0.0	0.0
11	0.0	0.0
403341	673.0	136.0
12	14.0	35.0
13	0.0	0.0
14	11487.0	3742.0
15	4.0	0.0
16	10028.0	2830.0
645455	4.0	1.0
18	5397.0	1778.0
19	939.0	215.0
128580	13.0	4.0
85407	631.0	89.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1510.0	415.0
106481395	0.0	0.0
85403	3069.0	1170.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	1.0
106481393	0.0	0.0
20	5920.0	866.0
106481390	0.0	0.0
21	3057.0	528.0
106481391	0.0	0.0
22	1502.0	535.0
153571	501.0	125.0
153572	732.0	214.0
23	6220.0	1100.0
24	36.0	19.0
25	10594.0	1396.0
26	349.0	559.0
27	1709.0	341.0
28	928.0	36.0
29	6943.0	980.0
153579	74.0	38.0
728615	0.0	0.0
728614	0.0	0.0
200765	249.0	75.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	16.0	16.0
102466518	0.0	0.0
102466516	3.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	22.0	0.0
106481361	0.0	0.0
85439	350.0	45.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	4162.0	1539.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	92.0	27.0
106481366	0.0	0.0
30	6244.0	2313.0
106481360	0.0	0.0
31	24955.0	4939.0
32	1359.0	223.0
33	700.0	249.0
34	3699.0	1608.0
35	1716.0	449.0
153562	2741.0	1540.0
36	5644.0	2618.0
37	13644.0	4654.0
38	7534.0	3955.0
440307	15.0	9.0
39	3959.0	1455.0
165545	7.0	0.0
106481369	0.0	0.0
728606	1757.0	1153.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	1.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	29.0	12.0
106481370	0.0	0.0
41	676.0	153.0
106481371	0.0	0.0
43	355.0	74.0
645486	1.0	0.0
47	32871.0	7991.0
48	5294.0	1818.0
49	4.0	3.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	2.0	0.0
106481341	0.0	0.0
106481342	0.0	0.0
106481340	0.0	0.0
85458	3675.0	705.0
106481345	0.0	0.0
85459	536.0	231.0
106481346	0.0	0.0
85456	14784.0	2258.0
442910	1.0	0.0
106481343	0.0	0.0
85457	4563.0	2394.0
442911	0.0	0.0
