id	1c3e2b57-9927-4821-9842-4c62ed8c2907	24f1d3d7-1093-494e-9c5d-1766f421d658
3692	2984.0	6588.0
3693	8172.0	12007.0
285521	753.0	1922.0
100873342	0.0	0.0
3694	966.0	454.0
100873341	0.0	0.0
3695	72.0	61.0
100873340	0.0	0.0
100128723	3.0	1.0
1033	8.0	183.0
1032	164.0	237.0
285525	1.0	2.0
1031	711.0	1149.0
285527	2486.0	4839.0
1030	309.0	235.0
728468	0.0	0.0
440288	65.0	202.0
1029	31.0	202.0
440295	103.0	164.0
1028	1491.0	1521.0
1027	3459.0	4422.0
1026	3894.0	5699.0
1025	2613.0	3638.0
1024	1094.0	1189.0
3685	4403.0	9231.0
100873347	0.0	0.0
100873346	1.0	0.0
3687	75.0	755.0
100873345	1.0	0.0
3688	18542.0	15249.0
100873344	1.0	0.0
3689	340.0	2373.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	0.0	0.0
100873371	3.0	1.0
100873370	0.0	0.0
728498	3.0	7.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	0.0
728492	29.0	65.0
100873375	0.0	0.0
100128710	0.0	1.0
285533	107.0	70.0
100873374	1.0	0.0
728495	0.0	0.0
100873373	1.0	0.0
100128712	0.0	0.0
1044	1.0	1.0
1043	894.0	447.0
1041	2.0	1.0
1040	1357.0	3970.0
1039	1185.0	1444.0
1038	0.0	0.0
1036	10848.0	59.0
3696	3280.0	1105.0
3697	0.0	1.0
100873379	0.0	0.0
3698	9.0	14.0
100873378	2.0	3.0
3699	28.0	23.0
100873377	0.0	0.0
728486	3.0	1.0
100873361	0.0	0.0
105373869	38.0	2.0
100873360	0.0	1.0
285540	44.0	86.0
100128705	1.0	0.0
100873365	1.0	3.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	1.0	821.0
100873362	0.0	0.0
100128701	0.0	2.0
1054	1117.0	2497.0
285547	0.0	0.0
1053	0.0	0.0
285548	2.0	0.0
1052	2209.0	3025.0
1051	2267.0	1540.0
728489	1.0	12.0
1050	168.0	2353.0
100128707	1.0	0.0
1048	0.0	16.0
1047	151.0	12473.0
1046	19.0	1.0
1045	0.0	124.0
100873369	3.0	2.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	0.0	0.0
1066	1430.0	1596.0
1063	34.0	1059.0
1062	75.0	342.0
1061	2.0	1.0
1060	1231.0	1990.0
440253	105.0	76.0
1059	3674.0	4708.0
1058	4.0	94.0
1057	0.0	1.0
85379	4984.0	5198.0
114112	326.0	750.0
1056	95.0	32.0
85377	3844.0	2635.0
85378	2264.0	3969.0
128745	0.0	0.0
85376	6.0	13.0
440248	257.0	638.0
1075	1173.0	998.0
1074	5.0	35.0
1073	4808.0	2937.0
1072	18529.0	49022.0
1071	47.0	102.0
440243	0.0	1.0
1070	542.0	1074.0
1069	2902.0	3646.0
1068	0.0	0.0
85369	1325.0	3141.0
85366	2.0	1.0
85364	1188.0	1685.0
85365	3920.0	5008.0
85363	1130.0	2554.0
85360	946.0	588.0
1080	31.0	440.0
85391	37.0	32.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	0.0	0.0
153733	406.0	992.0
1087	1.0	2.0
1086	0.0	0.0
440279	6.0	0.0
1085	0.0	0.0
1084	2.0	3.0
440278	111.0	374.0
1082	0.0	0.0
403294	2.0	0.0
440275	1990.0	9341.0
1081	25.0	1.0
85397	3.0	2.0
85395	262.0	767.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	1.0
403284	0.0	0.0
1092	2.0	0.0
440270	847.0	1062.0
1089	5.0	10.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	105.0	44.0
285598	512.0	288.0
126133	996.0	1737.0
128790	0.0	0.0
126129	136.0	79.0
126123	0.0	4.0
442862	0.0	0.0
126119	523.0	969.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	1.0	0.0
114131	0.0	1.0
442896	0.0	0.0
114132	19.0	7.0
442897	0.0	0.0
442898	2.0	0.0
114134	297.0	737.0
442899	0.0	0.0
100128790	1.0	0.0
128760	1.0	5.0
100128788	47.0	198.0
100128787	0.0	0.0
440225	0.0	0.0
440224	2.0	14.0
442890	0.0	0.0
442891	0.0	0.0
442892	1.0	0.0
128756	1.0	1.0
100128782	259.0	247.0
100128781	1.0	6.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	1.0	2.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	20.0	10.0
102466616	0.0	0.0
126052	0.0	0.0
151009	33.0	124.0
403227	0.0	0.0
403228	0.0	0.0
138046	73.0	6.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	0.0
645572	0.0	0.0
645571	1.0	17.0
403223	1.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	990.0	3106.0
107131122	0.0	0.0
138050	3637.0	10656.0
403219	0.0	0.0
151011	2515.0	2708.0
645587	0.0	0.0
165679	8.0	258.0
126037	156.0	87.0
114049	2896.0	4446.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	2.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	10468.0	541.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	1.0	0.0
85313	1220.0	1935.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	169.0	612.0
100033820	0.0	0.0
106481480	1.0	4.0
106481481	0.0	0.0
138065	38.0	13.0
645598	0.0	0.0
163007	3.0	2.0
114038	14.0	0.0
645591	0.0	0.0
106481495	1.0	0.0
114041	2.0	5.0
106481496	0.0	0.0
114042	1.0	1.0
106481493	0.0	0.0
114043	4.0	1.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	97.0	322.0
126017	239.0	2808.0
106481497	0.0	1.0
106481498	0.0	0.0
85303	0.0	0.0
85300	499.0	258.0
85301	1599.0	782.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	1.0
403275	0.0	0.0
102466656	1.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	457.0	6730.0
106481459	1.0	0.0
26994	5204.0	6271.0
106481457	4.0	12.0
26995	1401.0	4836.0
106481458	0.0	0.0
403271	0.0	0.0
26998	1.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	2069.0	3869.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	3.0
106481460	0.0	1.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1803.0	2580.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	24.0	0.0
106481472	0.0	0.0
106481477	2.0	0.0
106481478	1.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	4.0	74.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	615.0	1926.0
403255	0.0	1.0
403256	0.0	0.0
403257	0.0	0.0
344471	2.0	22.0
106481437	0.0	0.0
26974	128.0	503.0
153657	113.0	44.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	966.0	1713.0
165631	19.0	38.0
106481436	0.0	1.0
26978	1.0	32.0
126075	572.0	2053.0
106481439	0.0	0.0
403250	0.0	0.0
126074	148.0	519.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	1.0	0.0
85359	1607.0	3604.0
106481444	7.0	5.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	4.0	0.0
85358	895.0	1051.0
85354	0.0	0.0
85352	1429.0	846.0
403241	1.0	5.0
344462	0.0	9.0
403244	0.0	0.0
403245	0.0	0.0
153642	545.0	898.0
153643	14.0	152.0
403247	0.0	0.0
403248	0.0	0.0
26985	1983.0	5721.0
106481448	0.0	0.0
26986	36882.0	144947.0
126069	60.0	285.0
106481449	0.0	0.0
126068	579.0	551.0
106481446	0.0	0.0
26983	0.0	0.0
26984	453.0	901.0
106481447	0.0	0.0
106481451	3.0	2.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	438.0	21.0
106481455	0.0	0.0
85349	30.0	16.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	2.0
85347	0.0	0.0
26980	1.0	6.0
106481454	0.0	0.0
403238	0.0	0.0
85344	7.0	9.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	2.0	8.0
85340	0.0	0.0
100873394	1.0	0.0
100873393	0.0	0.0
100873392	4.0	5.0
100873391	0.0	0.0
100873398	1.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	4.0
106481415	0.0	0.0
106481416	0.0	2.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	744.0	6343.0
100873390	0.0	0.0
728556	34.0	543.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	38.0	73.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	229.0	365.0
106481423	0.0	2.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	40.0	87.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	102.0	164.0
100873384	0.0	0.0
285601	11.0	12.0
106481426	0.0	0.0
106481427	0.0	1.0
222005	1.0	3.0
63910	49.0	64.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	342.0	811.0
222008	1.0	509.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	2899.0	3957.0
63904	0.0	0.0
106481430	2.0	1.0
163071	73.0	6.0
63906	473.0	916.0
106481433	0.0	0.0
63908	660.0	846.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	27.0
285613	25.0	211.0
63920	438.0	761.0
63923	3.0	9.0
63922	218.0	958.0
728577	57.0	8.0
63925	862.0	2116.0
63924	164.0	7.0
63916	2232.0	6763.0
63917	1954.0	6039.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	3.0	2.0
728564	7.0	21.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	776.0	1355.0
106481402	0.0	0.0
63931	1162.0	2711.0
106481403	0.0	0.0
63934	269.0	1246.0
728567	3.0	11.0
106481408	0.0	0.0
163088	2.0	5.0
63933	2168.0	3070.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	1959.0	2627.0
163087	513.0	776.0
728568	228.0	674.0
106481407	10.0	12.0
3704	1138.0	2876.0
3705	4275.0	6348.0
63926	893.0	1214.0
3706	26.0	13.0
63929	933.0	1687.0
3707	4634.0	4767.0
63928	207.0	52.0
3708	12419.0	2850.0
106481411	0.0	0.0
3709	659.0	9057.0
106481412	3.0	0.0
106481410	0.0	0.0
3700	12.0	16.0
3702	22.0	125.0
3703	15463.0	27996.0
645506	1.0	0.0
151050	1112.0	2162.0
645520	0.0	0.0
63941	1155.0	6153.0
63940	233.0	371.0
63943	166.0	351.0
728517	0.0	0.0
163033	372.0	1021.0
258010	1637.0	4124.0
63947	0.0	0.0
63946	8.0	0.0
728513	0.0	0.0
100033803	0.0	0.0
3716	5934.0	8694.0
100033804	0.0	0.0
3717	787.0	907.0
100033805	0.0	0.0
3718	158.0	198.0
63939	990.0	1054.0
100033806	0.0	0.0
100190799	5.0	1.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	53.0	137.0
3710	6330.0	3040.0
3712	7740.0	27281.0
3713	5.0	0.0
3714	1400.0	936.0
63950	1.0	1.0
728505	1.0	0.0
63951	134.0	2108.0
100033807	0.0	0.0
728501	25.0	41.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	17206.0	7268.0
100033814	0.0	0.0
3727	7646.0	8492.0
63948	2.0	0.0
100033815	0.0	0.0
222052	0.0	0.0
3728	8565.0	24566.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	945.0	1839.0
151056	122.0	182.0
3725	27745.0	26512.0
645528	0.0	0.0
728532	21.0	64.0
163059	235.0	595.0
728538	0.0	0.0
728537	66.0	142.0
63967	5.0	146.0
3737	22.0	10.0
3738	10.0	12.0
3739	148.0	3.0
645538	0.0	0.0
3730	1004.0	884.0
3732	8454.0	2954.0
3734	34.0	44.0
3735	4201.0	10942.0
3736	9.0	1.0
63970	96.0	31.0
3750	217.0	155.0
63971	2457.0	8316.0
63974	0.0	0.0
163049	1658.0	2560.0
63973	0.0	0.0
63976	1397.0	34.0
222068	7839.0	11746.0
63978	0.0	0.0
63977	337.0	839.0
63979	253.0	626.0
728524	0.0	0.0
3748	749.0	426.0
163051	32.0	54.0
3749	949.0	224.0
163050	34.0	68.0
3741	21.0	17.0
645548	4.0	8.0
3743	2.0	2.0
3744	0.0	0.0
3745	920.0	1081.0
3746	2.0	8.0
3747	2.0	87.0
285671	1700.0	937.0
285672	1531.0	2049.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	944.0	27.0
285676	46.0	34.0
3761	2.0	2.0
100128657	1.0	0.0
285679	10.0	7.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	540.0	557.0
283008	2.0	15.0
3751	70.0	5.0
100873435	0.0	0.0
3752	1736.0	10262.0
100873434	0.0	0.0
3753	3.0	19.0
100873433	0.0	0.0
3754	69.0	3.0
100873432	0.0	0.0
3755	1856.0	479.0
100873439	0.0	0.0
3756	41.0	7.0
100873438	0.0	0.0
3757	1359.0	1236.0
100873437	0.0	0.0
3758	51.0	4.0
100873436	0.0	0.0
100873420	3.0	3.0
3770	49.0	151.0
3772	2585.0	36.0
100861458	2.0	0.0
100861453	7.0	5.0
100861455	0.0	0.0
1107	11060.0	24034.0
1106	4256.0	7429.0
1105	1498.0	2449.0
1104	667.0	3867.0
100873429	0.0	0.0
1103	8.0	0.0
1102	1961.0	1043.0
1101	61.0	21.0
3762	4739.0	268.0
100873424	0.0	1.0
3763	7.0	26.0
100128640	151.0	322.0
100873423	0.0	0.0
3764	875.0	496.0
100873422	1.0	0.0
3765	5.0	5.0
100873421	0.0	0.0
3766	45.0	19.0
100873428	0.0	0.0
3767	1034.0	2434.0
100873427	0.0	0.0
3768	69.0	102.0
1109	0.0	0.0
100873426	0.0	0.0
1108	9874.0	12778.0
3769	207.0	7.0
100873425	0.0	0.0
100128637	0.0	2.0
100128639	3.0	0.0
3780	19.0	18.0
100873453	0.0	0.0
3781	170.0	4417.0
100873452	0.0	0.0
3782	161.0	257.0
100873451	0.0	0.0
3783	2183.0	1103.0
100873450	0.0	0.0
1121	979.0	1915.0
100861468	0.0	0.0
1120	162.0	237.0
100861469	0.0	0.0
1118	7.0	6795.0
1117	9.0	297.0
1116	23.0	828.0
1114	1251.0	177.0
1113	16.0	1156.0
1112	4138.0	6240.0
1111	5086.0	660.0
3773	4348.0	7.0
100873457	0.0	0.0
100873456	0.0	0.0
3775	1182.0	1180.0
100873455	1.0	0.0
3776	104.0	62.0
100873454	0.0	0.0
3777	599.0	595.0
3778	8247.0	6247.0
3779	5275.0	2649.0
100873459	0.0	0.0
1119	3623.0	4232.0
100128627	0.0	0.0
100128626	0.0	0.0
3790	238.0	550.0
100128628	2.0	2.0
3791	3799.0	1076.0
100873442	0.0	0.0
3792	26.0	14.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	2.0	9.0
1131	2990.0	90.0
1130	1009.0	1438.0
100861476	0.0	0.0
1129	3.0	4.0
1128	11.0	5995.0
1124	542.0	3542.0
1123	631.0	501.0
1122	271.0	933.0
100861470	0.0	0.0
3784	14237.0	2117.0
100873446	0.0	0.0
3785	3.0	8.0
100873445	0.0	0.0
3786	131.0	26.0
100873444	0.0	2.0
3787	884.0	56.0
100873443	0.0	0.0
3788	59.0	24.0
100873449	5.0	2.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	51.0	139.0
100128618	2.0	2.0
728597	0.0	0.0
100128617	0.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	178.0	206.0
100873473	1.0	0.0
100873472	0.0	0.0
1143	2.0	1.0
285634	3.0	2.0
1142	0.0	0.0
1141	4.0	2.0
285636	1784.0	3933.0
1140	395.0	266.0
728599	1.0	7.0
1139	4.0	26.0
1138	10.0	328.0
1137	0.0	0.0
100861485	0.0	0.0
1136	2.0	30.0
1135	30.0	20256.0
1134	0.0	37.0
1133	2.0	15.0
3795	160.0	199.0
100873479	6.0	4.0
3796	715.0	1273.0
100873478	0.0	0.0
3797	701.0	637.0
100873477	0.0	1.0
3798	53.0	39.0
100873476	0.0	0.0
3799	9244.0	19417.0
100873460	0.0	0.0
728586	11.0	6.0
285641	3.0	1.0
100873464	2.0	8.0
100873463	0.0	0.0
100873462	1.0	2.0
285643	0.0	4.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1919.0	550.0
1153	16338.0	28721.0
1152	19556.0	50139.0
285647	9.0	53.0
728589	1.0	1.0
728588	15.0	146.0
1149	5.0	0.0
1147	1000.0	1973.0
1146	1.0	4.0
1145	19.0	22.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	476.0	826.0
1163	426.0	320.0
285659	0.0	0.0
1161	227.0	458.0
1160	361.0	204.0
1159	23.0	368.0
1158	235.0	111.0
1157	4.0	0.0
1155	1636.0	2650.0
550643	1329.0	1814.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	5772.0	2446.0
1175	1425.0	11011.0
285668	3.0	3.0
1174	835.0	4054.0
1173	15609.0	23865.0
550631	93.0	279.0
100873489	0.0	0.0
283014	9.0	5.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	16.0	42.0
1186	1806.0	5121.0
1185	680.0	1729.0
1184	319.0	717.0
1183	296.0	553.0
1182	4970.0	13194.0
1181	543.0	659.0
440375	31.0	44.0
1180	8.0	4.0
1179	0.0	3.0
1178	0.0	1.0
283089	5.0	39.0
85495	0.0	0.0
85480	214.0	63.0
283080	0.0	0.0
1198	2044.0	4023.0
1197	6.0	2.0
1196	1463.0	2345.0
1195	4432.0	5815.0
440366	0.0	0.0
1193	223.0	255.0
1192	6163.0	23671.0
1191	241055.0	14464.0
1188	46.0	18.0
283078	316.0	874.0
85486	2.0	6.0
128615	0.0	0.0
85481	0.0	0.0
128611	8.0	22.0
440396	25.0	55.0
128609	0.0	0.0
128602	15.0	531.0
440387	2.0	1.0
128674	1.0	0.0
128676	0.0	1.0
114026	0.0	0.0
100861402	0.0	2.0
126014	19.0	99.0
440335	1398.0	4271.0
100128690	0.0	0.0
114034	418.0	647.0
126006	52.0	49.0
114036	3.0	3.0
100128696	1.0	0.0
100128688	0.0	0.0
126003	48.0	154.0
100861412	1.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	1.0
105180391	0.0	0.0
100128682	7.0	2.0
100128678	1.0	0.0
100861429	0.0	0.0
128653	1.0	0.0
200728	126.0	461.0
440356	1.0	2.0
440354	37.0	49.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	1.0	0.0
100873413	0.0	0.0
128646	0.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	2.0	71.0
100873410	0.0	0.0
100873417	0.0	1.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	0.0	9.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	74.0	153.0
200734	1211.0	1714.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	2.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	13.0	17.0
100873402	0.0	0.0
100873401	0.0	1.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	2965.0	3976.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	1.0	0.0
645443	3.0	8.0
165530	28.0	49.0
85409	51.0	144.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	1.0	0.0
106481383	2.0	0.0
85417	57.0	44.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	48.0	276613.0
106481389	0.0	0.0
85415	546.0	9469.0
106481387	2.0	0.0
85413	2.0	12.0
106481388	1.0	3.0
645436	0.0	1.0
106481381	0.0	0.0
106481382	0.0	0.0
10	21.0	29.0
106481380	0.0	0.0
11	0.0	0.0
403341	587.0	850.0
12	39.0	403.0
13	2.0	0.0
14	4596.0	12709.0
15	1.0	1.0
16	7674.0	15647.0
645455	6.0	11.0
18	463.0	17711.0
19	2080.0	1438.0
128580	5.0	17.0
85407	585.0	906.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	932.0	2198.0
106481395	0.0	0.0
85403	1378.0	2679.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	1.0
20	2102.0	6733.0
106481390	0.0	0.0
21	1882.0	5842.0
106481391	0.0	0.0
22	695.0	1342.0
153571	181.0	774.0
153572	155.0	1194.0
23	2701.0	6432.0
24	450.0	12.0
25	5589.0	11102.0
26	61.0	933.0
27	1032.0	2480.0
28	191.0	133.0
29	2269.0	5714.0
153579	198.0	61.0
728615	1.0	2.0
728614	0.0	0.0
200765	99.0	295.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	23.0	20.0
102466518	0.0	0.0
102466516	3.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	45.0	0.0
106481361	0.0	0.0
85439	296.0	628.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	1672.0	3914.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	222.0	295.0
106481366	0.0	0.0
30	2057.0	7612.0
106481360	1.0	0.0
31	5870.0	35565.0
32	3264.0	1201.0
33	317.0	6480.0
34	2651.0	3976.0
35	661.0	1108.0
153562	1084.0	3388.0
36	1914.0	7268.0
37	16185.0	20145.0
38	3227.0	5853.0
440307	14.0	29.0
39	335.0	3084.0
165545	5.0	3.0
106481369	0.0	0.0
728606	5.0	5399.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	1.0	1.0
106481379	0.0	0.0
106481376	0.0	1.0
106481377	0.0	0.0
403315	1.0	1.0
40	43.0	5.0
106481370	0.0	0.0
41	131.0	1385.0
106481371	0.0	0.0
43	297.0	180.0
645486	0.0	3.0
47	3679.0	39058.0
48	2707.0	5351.0
49	6.0	4.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	0.0	1.0
106481340	0.0	0.0
85458	3894.0	4310.0
106481345	0.0	0.0
85459	433.0	1040.0
106481346	0.0	0.0
