id	81ef037f-28d3-4960-b814-37af7ff8f972	ecff0d66-7705-4671-9d00-99eced84c7d1
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	3007.0	2718.0
100873390	0.0	0.0
728556	138.0	103.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	81.0	89.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	294.0	273.0
106481423	1.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	1.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	48.0	40.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	103.0	91.0
100873384	0.0	0.0
285601	9.0	7.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	2.0	2.0
63910	67.0	53.0
106481424	0.0	3.0
106481425	0.0	0.0
285605	1237.0	1033.0
222008	15.0	3.0
106481428	1.0	1.0
106481429	0.0	0.0
63905	3077.0	2509.0
63904	0.0	0.0
106481430	0.0	1.0
163071	4.0	3.0
63906	589.0	483.0
106481433	0.0	0.0
63908	607.0	546.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	2.0	1.0
285613	85.0	45.0
63920	315.0	342.0
63923	3.0	1.0
63922	1099.0	625.0
728577	34.0	22.0
63925	1808.0	1319.0
63924	0.0	2.0
63916	5571.0	4731.0
63917	3539.0	2817.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	4.0	7.0
728564	7.0	8.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1198.0	1009.0
106481402	0.0	1.0
63931	2200.0	1803.0
106481403	0.0	0.0
63934	451.0	422.0
728567	1.0	8.0
106481408	0.0	0.0
163088	3.0	3.0
63933	2276.0	2048.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	2902.0	1980.0
163087	535.0	415.0
728568	521.0	447.0
106481407	12.0	15.0
3704	2438.0	1892.0
3705	4414.0	3446.0
63926	536.0	517.0
3706	17.0	11.0
63929	1500.0	1354.0
3707	4212.0	3295.0
63928	34.0	9.0
3708	6046.0	5004.0
106481411	0.0	0.0
3709	4599.0	4313.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	14.0	9.0
3702	78.0	70.0
3703	19558.0	16777.0
645506	0.0	1.0
151050	894.0	726.0
645520	0.0	0.0
63941	6204.0	4291.0
63940	446.0	375.0
63943	255.0	212.0
728517	0.0	0.0
163033	608.0	479.0
258010	3337.0	2985.0
63947	0.0	0.0
63946	7.0	2.0
728513	0.0	0.0
100033803	0.0	0.0
3716	5100.0	4527.0
100033804	0.0	0.0
3717	608.0	483.0
100033805	0.0	0.0
3718	330.0	317.0
63939	504.0	479.0
100033806	0.0	0.0
100190799	4.0	3.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	136.0	120.0
3710	5822.0	4384.0
3712	18570.0	14043.0
3713	0.0	0.0
3714	1836.0	1197.0
63950	6.0	5.0
728505	0.0	1.0
63951	586.0	549.0
100033807	0.0	0.0
728501	84.0	28.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	27215.0	16630.0
100033814	0.0	0.0
3727	16950.0	12432.0
63948	0.0	0.0
100033815	0.0	0.0
222052	0.0	0.0
3728	29349.0	21269.0
100033816	0.0	0.0
100033817	1.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	999.0	836.0
151056	214.0	186.0
3725	44439.0	28308.0
645528	0.0	0.0
728532	46.0	49.0
163059	368.0	377.0
728538	1.0	0.0
728537	135.0	98.0
63967	232.0	227.0
3737	10.0	5.0
3738	19.0	18.0
3739	0.0	0.0
645538	0.0	0.0
3730	777.0	604.0
3732	2282.0	1609.0
3734	48.0	24.0
3735	11140.0	9513.0
3736	0.0	0.0
63970	57.0	43.0
3750	133.0	118.0
63971	2988.0	2619.0
63974	0.0	0.0
163049	1435.0	1229.0
63973	1.0	0.0
63976	56.0	43.0
222068	10251.0	7962.0
63978	0.0	0.0
63977	561.0	417.0
63979	378.0	381.0
728524	0.0	0.0
3748	124.0	100.0
163051	33.0	25.0
3749	735.0	579.0
163050	62.0	38.0
3741	26.0	13.0
645548	2.0	8.0
3743	0.0	1.0
3744	0.0	0.0
3745	246.0	190.0
3746	12.0	15.0
3747	1893.0	1590.0
285671	382.0	392.0
285672	1432.0	1300.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	96.0	81.0
285676	179.0	118.0
3761	0.0	0.0
100128657	0.0	0.0
285679	2.0	2.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	167.0	153.0
283008	0.0	0.0
3751	17.0	19.0
100873435	0.0	0.0
3752	3381.0	3159.0
100873434	0.0	0.0
3753	2.0	2.0
100873433	0.0	0.0
3754	5.0	6.0
100873432	0.0	0.0
3755	140.0	121.0
100873439	0.0	0.0
3756	5.0	7.0
100873438	0.0	0.0
3757	732.0	559.0
100873437	0.0	0.0
3758	1.0	0.0
100873436	0.0	0.0
100873420	0.0	1.0
3770	71.0	48.0
3772	175.0	143.0
100861458	1.0	1.0
100861453	9.0	10.0
100861455	0.0	0.0
1107	16607.0	13125.0
1106	6566.0	5492.0
1105	2056.0	1945.0
1104	3614.0	2911.0
100873429	0.0	0.0
1103	1.0	0.0
1102	1024.0	914.0
1101	24.0	21.0
3762	271.0	222.0
100873424	0.0	0.0
3763	0.0	0.0
100128640	552.0	396.0
100873423	0.0	0.0
3764	606.0	549.0
100873422	0.0	0.0
3765	2.0	0.0
100873421	2.0	1.0
3766	8.0	9.0
100873428	0.0	0.0
3767	814.0	626.0
100873427	0.0	0.0
3768	18.0	12.0
1109	0.0	0.0
100873426	0.0	1.0
1108	14777.0	12420.0
3769	8.0	6.0
100873425	0.0	0.0
100128637	4.0	0.0
100128639	0.0	0.0
3780	7.0	3.0
100873453	0.0	0.0
3781	2301.0	1908.0
100873452	0.0	1.0
3782	129.0	101.0
100873451	0.0	0.0
3783	8594.0	6419.0
100873450	0.0	0.0
1121	1242.0	1061.0
100861468	0.0	0.0
1120	225.0	183.0
100861469	0.0	0.0
1118	225.0	159.0
1117	239.0	191.0
1116	262.0	259.0
1114	91.0	60.0
1113	73.0	53.0
1112	3919.0	3377.0
1111	944.0	834.0
3773	2.0	42.0
100873457	0.0	1.0
100873456	0.0	0.0
3775	732.0	597.0
100873455	0.0	0.0
3776	25.0	22.0
100873454	1.0	0.0
3777	557.0	496.0
3778	4900.0	4233.0
3779	2022.0	1623.0
100873459	0.0	0.0
1119	4048.0	3102.0
100128627	0.0	0.0
100128626	0.0	0.0
3790	852.0	747.0
100128628	12.0	6.0
3791	1482.0	1280.0
100873442	0.0	0.0
3792	52.0	28.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	1.0	1.0
1131	983.0	948.0
1130	1027.0	833.0
100861476	1.0	1.0
1129	0.0	0.0
1128	1752.0	1281.0
1124	1943.0	1631.0
1123	448.0	380.0
1122	997.0	1060.0
100861470	0.0	0.0
3784	1506.0	1068.0
100873446	0.0	0.0
3785	1.0	6.0
100873445	0.0	0.0
3786	208.0	182.0
100873444	0.0	0.0
3787	22.0	19.0
100873443	0.0	0.0
3788	7.0	4.0
100873449	0.0	0.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	67.0	42.0
100128618	1.0	0.0
728597	2.0	3.0
100128617	8.0	1.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	46.0	48.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	4.0	5.0
285634	4.0	5.0
1142	0.0	0.0
1141	3.0	3.0
285636	1866.0	1731.0
1140	180.0	156.0
728599	2.0	7.0
1139	14.0	16.0
1138	145.0	166.0
1137	2.0	0.0
100861485	0.0	0.0
1136	19.0	26.0
1135	2008.0	1578.0
1134	14.0	10.0
1133	2.0	0.0
3795	232.0	178.0
100873479	14.0	9.0
3796	1362.0	1228.0
100873478	0.0	0.0
3797	651.0	513.0
100873477	2.0	3.0
3798	28.0	41.0
100873476	0.0	0.0
3799	15738.0	14275.0
100873460	0.0	0.0
728586	23.0	20.0
285641	1.0	0.0
100873464	2.0	1.0
100873463	0.0	1.0
100873462	0.0	0.0
285643	1.0	1.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1036.0	790.0
1153	20231.0	16278.0
1152	61642.0	42935.0
285647	20.0	24.0
728589	5.0	4.0
728588	3.0	2.0
1149	0.0	0.0
1147	1794.0	1617.0
1146	16.0	3.0
1145	46.0	23.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	1.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	1.0
100873494	0.0	0.0
1164	1448.0	1415.0
1163	738.0	614.0
285659	0.0	0.0
1161	431.0	359.0
1160	174.0	159.0
1159	310.0	288.0
1158	19.0	14.0
1157	1.0	0.0
1155	2758.0	1883.0
550643	1677.0	1433.0
283025	1.0	1.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2481.0	2123.0
1175	4987.0	4273.0
285668	1.0	1.0
1174	2691.0	2352.0
1173	15782.0	12426.0
550631	135.0	86.0
100873489	0.0	0.0
283014	4.0	7.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	39.0	40.0
1186	3036.0	2038.0
1185	939.0	682.0
1184	483.0	410.0
1183	353.0	240.0
1182	13935.0	11985.0
1181	470.0	320.0
440375	46.0	66.0
1180	6.0	3.0
1179	1.0	0.0
1178	0.0	2.0
283089	4.0	7.0
85495	0.0	0.0
85480	78.0	57.0
283080	0.0	0.0
1198	3789.0	3022.0
1197	0.0	2.0
1196	2078.0	1574.0
1195	6100.0	5530.0
440366	0.0	0.0
1193	221.0	197.0
1192	25176.0	20650.0
1191	16749.0	13444.0
1188	15.0	12.0
283078	839.0	722.0
85486	7.0	7.0
128615	0.0	0.0
85481	0.0	0.0
128611	31.0	16.0
440396	46.0	42.0
128609	0.0	0.0
128602	1.0	4.0
440387	0.0	2.0
128674	0.0	0.0
128676	1.0	0.0
114026	1.0	1.0
100861402	2.0	1.0
126014	72.0	55.0
440335	997.0	884.0
100128690	0.0	0.0
114034	623.0	480.0
126006	35.0	26.0
114036	5.0	8.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	125.0	84.0
100861412	2.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	1.0	0.0
105180391	0.0	0.0
100128682	4.0	2.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	0.0	0.0
200728	146.0	125.0
440356	4.0	6.0
440354	57.0	45.0
440352	1.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	2.0	2.0
128646	4.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	27.0	16.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	4.0	9.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	67.0	79.0
200734	1359.0	1010.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	2.0	1.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	15.0	15.0
100873402	0.0	0.0
100873401	1.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	2999.0	2637.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	1.0	1.0
645443	7.0	5.0
165530	73.0	72.0
85409	201.0	122.0
106481385	0.0	0.0
106481386	1.0	1.0
85416	31.0	37.0
106481383	0.0	2.0
85417	9.0	9.0
106481384	0.0	0.0
103106903	1.0	1.0
85414	63897.0	47756.0
106481389	0.0	0.0
85415	8601.0	6926.0
106481387	0.0	0.0
85413	27.0	30.0
106481388	5.0	2.0
645436	2.0	1.0
106481381	0.0	0.0
106481382	0.0	0.0
10	29.0	24.0
106481380	0.0	0.0
11	0.0	0.0
403341	522.0	436.0
12	663.0	533.0
13	2.0	0.0
14	10452.0	8255.0
15	1.0	2.0
16	11672.0	9063.0
645455	9.0	13.0
18	4415.0	3629.0
19	902.0	827.0
128580	7.0	9.0
85407	700.0	604.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1557.0	1231.0
106481395	2.0	0.0
85403	2298.0	1773.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	3.0	0.0
20	4603.0	3103.0
106481390	0.0	0.0
21	1552.0	1163.0
106481391	0.0	0.0
22	1400.0	1219.0
153571	671.0	421.0
153572	3068.0	2494.0
23	5223.0	4454.0
24	24.0	22.0
25	9984.0	7130.0
26	40.0	35.0
27	1655.0	1482.0
28	455.0	320.0
29	4438.0	3356.0
153579	20.0	20.0
728615	0.0	0.0
728614	0.0	0.0
200765	347.0	302.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	31.0	24.0
102466518	0.0	0.0
102466516	0.0	2.0
102466515	0.0	0.0
106481363	0.0	3.0
106481364	0.0	0.0
85438	3.0	0.0
106481361	0.0	0.0
85439	202.0	205.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2458.0	2026.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	122.0	90.0
106481366	0.0	0.0
30	5940.0	4594.0
106481360	0.0	0.0
31	15420.0	12807.0
32	831.0	678.0
33	330.0	292.0
34	2260.0	1987.0
35	1330.0	994.0
153562	3177.0	2890.0
36	5612.0	4791.0
37	18275.0	14412.0
38	1583.0	1410.0
440307	38.0	20.0
39	4635.0	3783.0
165545	1.0	5.0
106481369	0.0	0.0
728606	3662.0	3194.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	1.0	0.0
106481379	0.0	0.0
106481376	1.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	98.0	83.0
106481370	0.0	0.0
41	821.0	606.0
106481371	0.0	0.0
43	534.0	340.0
645486	0.0	0.0
47	34696.0	28134.0
48	4207.0	3530.0
49	12.0	4.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	1.0	0.0
106481341	0.0	0.0
106481342	0.0	1.0
106481340	1.0	1.0
