id	36134979-4e1d-46d7-a019-6b14277b9f24	c1e68714-e091-45ad-a770-b60ee90b87f1
1081	49.0	320.0
85397	6.0	3.0
85395	606.0	626.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	7.0	5.0
440270	440.0	364.0
1089	15.0	21.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	73.0	92.0
285598	289.0	372.0
126133	1647.0	1439.0
128790	0.0	0.0
126129	81.0	227.0
126123	4.0	2.0
442862	0.0	0.0
126119	793.0	707.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	24.0	21.0
442896	0.0	0.0
114132	6.0	6.0
442897	0.0	0.0
442898	1.0	0.0
114134	366.0	452.0
442899	0.0	0.0
100128790	0.0	0.0
128760	4.0	4.0
100128788	98.0	105.0
100128787	0.0	0.0
440225	0.0	0.0
440224	2.0	1.0
442890	0.0	0.0
442891	1.0	0.0
442892	0.0	0.0
128756	0.0	0.0
100128782	493.0	410.0
100128781	0.0	0.0
403230	0.0	0.0
403231	0.0	1.0
403232	0.0	0.0
645560	1.0	4.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	4.0	21.0
102466616	0.0	0.0
126052	0.0	0.0
151009	99.0	68.0
403227	0.0	1.0
403228	0.0	0.0
138046	10.0	11.0
645558	0.0	0.0
403229	0.0	3.0
645573	2.0	2.0
645572	0.0	0.0
645571	4.0	1.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	3152.0	2572.0
107131122	0.0	2.0
138050	8714.0	6914.0
403219	0.0	0.0
151011	3344.0	2855.0
645587	4.0	3.0
165679	4021.0	623.0
126037	45.0	39.0
114049	5720.0	4498.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	732.0	809.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	2190.0	1550.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	180.0	316.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	21.0	20.0
645598	1.0	0.0
163007	3.0	1.0
114038	4.0	0.0
645591	0.0	0.0
106481495	0.0	0.0
114041	249.0	27.0
106481496	0.0	0.0
114042	3.0	5.0
106481493	0.0	0.0
114043	1.0	7.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	179.0	198.0
126017	2086.0	2018.0
106481497	1.0	1.0
106481498	0.0	0.0
85303	0.0	0.0
85300	35.0	656.0
85301	981.0	1047.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	2948.0	3796.0
106481459	0.0	0.0
26994	7813.0	6156.0
106481457	5.0	1.0
26995	2546.0	4498.0
106481458	0.0	0.0
403271	0.0	0.0
26998	0.0	1.0
403272	0.0	0.0
102466659	0.0	0.0
26999	1626.0	3340.0
403273	0.0	0.0
102466658	4.0	1.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	1.0
106481460	1.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	3971.0	2534.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	1.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	1.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	1.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	3.0	3.0
106481472	0.0	0.0
106481477	1.0	0.0
106481478	1.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	508.0	35.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	1604.0	958.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	2.0	13.0
106481437	0.0	0.0
26974	289.0	387.0
153657	49.0	35.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	4374.0	1311.0
165631	62.0	34.0
106481436	0.0	0.0
26978	15.0	14.0
126075	2196.0	1611.0
106481439	0.0	0.0
403250	0.0	0.0
126074	264.0	352.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	3893.0	3203.0
106481444	4.0	0.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	569.0	1141.0
85354	0.0	0.0
85352	30.0	776.0
403241	0.0	1.0
344462	5.0	6.0
403244	0.0	0.0
403245	0.0	0.0
153642	584.0	675.0
153643	5.0	7.0
403247	0.0	0.0
403248	0.0	0.0
26985	4329.0	4067.0
106481448	0.0	0.0
26986	98730.0	103100.0
126069	110.0	162.0
106481449	0.0	0.0
126068	399.0	452.0
106481446	0.0	0.0
26983	0.0	1.0
26984	1069.0	790.0
106481447	0.0	0.0
106481451	1.0	0.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	24.0	55.0
106481455	0.0	0.0
85349	123.0	19.0
106481456	0.0	1.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	3.0	6.0
106481454	0.0	0.0
403238	0.0	0.0
85344	2.0	1.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	4.0	3.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	0.0
100873392	4.0	3.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	2.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	4385.0	2690.0
100873390	0.0	0.0
728556	47.0	65.0
106481419	3.0	0.0
100128817	0.0	1.0
728558	86.0	93.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	456.0	411.0
106481423	1.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	12.0	45.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	83.0	95.0
100873384	0.0	0.0
285601	45.0	14.0
106481426	0.0	0.0
106481427	1.0	0.0
222005	2.0	2.0
63910	39.0	96.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	500.0	829.0
222008	24.0	299.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	5384.0	3981.0
63904	0.0	0.0
106481430	0.0	0.0
163071	37.0	37.0
63906	990.0	834.0
106481433	0.0	0.0
63908	763.0	794.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	0.0
285613	139.0	91.0
63920	428.0	576.0
63923	15.0	209.0
63922	451.0	459.0
728577	117.0	145.0
63925	1749.0	1611.0
63924	2.0	11.0
63916	4335.0	4714.0
63917	4356.0	4150.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	5.0	5.0
728564	2.0	2.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1669.0	1356.0
106481402	0.0	1.0
63931	2106.0	1966.0
106481403	0.0	0.0
63934	483.0	638.0
728567	8.0	20.0
106481408	0.0	0.0
163088	3.0	3.0
63933	1845.0	2255.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3366.0	3117.0
163087	697.0	707.0
728568	383.0	504.0
106481407	18.0	16.0
3704	1992.0	1804.0
3705	7011.0	6065.0
63926	796.0	811.0
3706	59.0	36.0
63929	1072.0	1282.0
3707	3573.0	5304.0
63928	1867.0	374.0
3708	949.0	3353.0
106481411	0.0	0.0
3709	2828.0	4993.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	7.0	13.0
3702	177.0	180.0
3703	11366.0	16996.0
645506	1.0	2.0
151050	1284.0	1042.0
645520	0.0	0.0
63941	5770.0	4676.0
63940	1200.0	733.0
63943	303.0	374.0
728517	0.0	0.0
163033	781.0	664.0
258010	3350.0	2859.0
63947	2.0	0.0
63946	1.0	4.0
728513	0.0	0.0
100033803	0.0	0.0
3716	8654.0	9418.0
100033804	0.0	0.0
3717	1203.0	708.0
100033805	0.0	0.0
3718	428.0	595.0
63939	1012.0	1171.0
100033806	0.0	0.0
100190799	4.0	1.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	96.0	139.0
3710	4540.0	5038.0
3712	11945.0	12220.0
3713	955.0	20.0
3714	3091.0	2529.0
63950	0.0	0.0
728505	1.0	1.0
63951	606.0	852.0
100033807	0.0	0.0
728501	44.0	37.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	25949.0	11844.0
100033814	0.0	0.0
3727	24200.0	6132.0
63948	0.0	0.0
100033815	0.0	0.0
222052	0.0	3.0
3728	39833.0	21907.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1126.0	1760.0
151056	251.0	259.0
3725	58083.0	17942.0
645528	0.0	1.0
728532	15.0	31.0
163059	425.0	282.0
728538	1.0	1.0
728537	80.0	58.0
63967	26.0	54.0
3737	3.0	15.0
3738	10.0	18.0
3739	4.0	2.0
645538	0.0	0.0
3730	1299.0	1086.0
3732	11467.0	4879.0
3734	38.0	24.0
3735	9540.0	10670.0
3736	1.0	0.0
63970	142.0	67.0
3750	115.0	148.0
63971	5684.0	4466.0
63974	0.0	0.0
163049	2252.0	2235.0
63973	0.0	2.0
63976	40.0	84.0
222068	9371.0	11041.0
63978	0.0	0.0
63977	505.0	558.0
63979	365.0	441.0
728524	0.0	0.0
3748	241.0	241.0
163051	61.0	56.0
3749	562.0	514.0
163050	58.0	51.0
3741	1.0	33.0
645548	5.0	5.0
3743	5.0	3.0
3744	0.0	0.0
3745	71.0	503.0
3746	25.0	68.0
3747	111.0	1723.0
285671	442.0	809.0
285672	1808.0	1771.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	29.0	218.0
285676	152.0	89.0
3761	2.0	1.0
100128657	0.0	0.0
285679	1.0	1.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	435.0	651.0
283008	24.0	24.0
3751	20.0	49.0
100873435	0.0	0.0
3752	3411.0	4067.0
100873434	0.0	0.0
3753	0.0	1.0
100873433	0.0	0.0
3754	5.0	5.0
100873432	0.0	0.0
3755	542.0	406.0
100873439	0.0	0.0
3756	1.0	10.0
100873438	0.0	0.0
3757	293.0	1645.0
100873437	0.0	0.0
3758	18.0	3.0
100873436	0.0	0.0
100873420	2.0	2.0
3770	201.0	126.0
3772	1067.0	369.0
100861458	0.0	0.0
100861453	27.0	8.0
100861455	0.0	0.0
1107	21136.0	23377.0
1106	7134.0	6454.0
1105	2043.0	1937.0
1104	1551.0	2545.0
100873429	0.0	0.0
1103	0.0	2.0
1102	1505.0	1388.0
1101	123.0	43.0
3762	528.0	510.0
100873424	0.0	0.0
3763	177.0	119.0
100128640	133.0	402.0
100873423	0.0	0.0
3764	224.0	658.0
100873422	0.0	0.0
3765	0.0	3.0
100873421	1.0	1.0
3766	16.0	24.0
100873428	0.0	0.0
3767	869.0	912.0
100873427	0.0	0.0
3768	31.0	272.0
1109	0.0	0.0
100873426	0.0	0.0
1108	12430.0	13301.0
3769	16.0	2.0
100873425	0.0	0.0
100128637	0.0	2.0
100128639	0.0	0.0
3780	7.0	29.0
100873453	0.0	0.0
3781	2828.0	3091.0
100873452	0.0	1.0
3782	116.0	492.0
100873451	0.0	0.0
3783	5684.0	9809.0
100873450	0.0	0.0
1121	1155.0	1135.0
100861468	0.0	0.0
1120	260.0	159.0
100861469	0.0	0.0
1118	70.0	514.0
1117	51.0	2505.0
1116	187.0	1012.0
1114	680.0	4826.0
1113	12260.0	13656.0
1112	4761.0	4834.0
1111	499.0	442.0
3773	8.0	17.0
100873457	0.0	0.0
100873456	0.0	1.0
3775	1776.0	1207.0
100873455	0.0	0.0
3776	49.0	24.0
100873454	0.0	0.0
3777	2177.0	2059.0
3778	545.0	4315.0
3779	266.0	3615.0
100873459	0.0	0.0
1119	3500.0	2505.0
100128627	2.0	1.0
100128626	0.0	0.0
3790	303.0	699.0
100128628	9.0	8.0
3791	820.0	2239.0
100873442	2.0	0.0
3792	84.0	33.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	7.0	6.0
1131	38.0	1261.0
1130	1598.0	1144.0
100861476	0.0	0.0
1129	5.0	10.0
1128	13122.0	7840.0
1124	124.0	1568.0
1123	300.0	971.0
1122	310.0	621.0
100861470	0.0	0.0
3784	3718.0	2453.0
100873446	0.0	0.0
3785	3.0	151.0
100873445	0.0	0.0
3786	100.0	184.0
100873444	0.0	0.0
3787	134.0	64.0
100873443	0.0	0.0
3788	6.0	17.0
100873449	1.0	0.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	1.0	0.0
100873470	0.0	0.0
283050	122.0	122.0
100128618	0.0	0.0
728597	3.0	2.0
100128617	44.0	5.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	154.0	114.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	23.0	2.0
285634	6.0	2.0
1142	0.0	0.0
1141	16.0	46.0
285636	2520.0	2538.0
1140	353.0	306.0
728599	5.0	4.0
1139	105.0	51.0
1138	148.0	124.0
1137	18.0	8.0
100861485	0.0	0.0
1136	37.0	20.0
1135	7069.0	4074.0
1134	2.0	7.0
1133	11.0	8.0
3795	212.0	290.0
100873479	25.0	9.0
3796	1004.0	1013.0
100873478	1.0	0.0
3797	668.0	904.0
100873477	3.0	2.0
3798	19.0	153.0
100873476	0.0	0.0
3799	12141.0	15079.0
100873460	0.0	0.0
728586	92.0	11.0
285641	9.0	0.0
100873464	1.0	0.0
100873463	0.0	0.0
100873462	1.0	0.0
285643	0.0	0.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1480.0	850.0
1153	26304.0	25809.0
1152	60741.0	29976.0
285647	25.0	18.0
728589	7.0	11.0
728588	3.0	4.0
1149	4.0	0.0
1147	1416.0	1264.0
1146	3.0	3.0
1145	33.0	40.0
1144	1.0	0.0
100873468	0.0	0.0
100873467	1.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	636.0	470.0
1163	598.0	376.0
285659	1.0	0.0
1161	307.0	406.0
1160	103.0	334.0
1159	420.0	311.0
1158	46.0	163.0
1157	0.0	0.0
1155	2491.0	3117.0
550643	2165.0	1997.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	1.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	1685.0	2196.0
1175	7337.0	4900.0
285668	3.0	2.0
1174	3387.0	2818.0
1173	25261.0	19425.0
550631	189.0	140.0
100873489	0.0	0.0
283014	9.0	8.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	25.0	33.0
1186	3607.0	3941.0
1185	1102.0	1224.0
1184	374.0	533.0
1183	448.0	476.0
1182	8452.0	10114.0
1181	296.0	353.0
440375	33.0	39.0
1180	33.0	17.0
1179	4.0	0.0
1178	0.0	0.0
283089	8.0	13.0
85495	0.0	0.0
85480	32.0	155.0
283080	0.0	0.0
1198	4151.0	3008.0
1197	0.0	0.0
1196	2384.0	1749.0
1195	7433.0	2735.0
440366	0.0	1.0
1193	333.0	444.0
1192	25666.0	20249.0
1191	31291.0	25700.0
1188	85.0	38.0
283078	144.0	1232.0
85486	12.0	24.0
128615	0.0	0.0
85481	0.0	0.0
128611	52.0	64.0
440396	43.0	53.0
128609	0.0	0.0
128602	7.0	1.0
440387	4.0	0.0
128674	0.0	0.0
128676	0.0	0.0
114026	0.0	1.0
100861402	1.0	1.0
126014	117.0	162.0
440335	1923.0	1719.0
100128690	0.0	0.0
114034	1102.0	711.0
126006	91.0	41.0
114036	3.0	4.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	132.0	138.0
100861412	2.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	1.0	13.0
100128678	0.0	2.0
100861429	0.0	0.0
128653	0.0	0.0
200728	176.0	226.0
440356	9.0	6.0
440354	86.0	38.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	0.0	1.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	2.0	24.0
100873410	0.0	0.0
100873417	4.0	1.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	230.0	144.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	58.0	46.0
200734	3564.0	2436.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	4.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	12.0	12.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	1.0	0.0
128637	4669.0	3899.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	1.0	1.0
645443	4.0	8.0
165530	37.0	51.0
85409	133.0	170.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	0.0	31.0
106481383	1.0	0.0
85417	22.0	15.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	134652.0	64246.0
106481389	0.0	0.0
85415	6894.0	7034.0
106481387	0.0	0.0
85413	5.0	10.0
106481388	2.0	3.0
645436	0.0	1.0
106481381	0.0	0.0
106481382	0.0	0.0
10	2.0	10.0
106481380	0.0	0.0
11	0.0	0.0
403341	643.0	916.0
12	19.0	576.0
13	2.0	0.0
14	12786.0	9961.0
15	5.0	2.0
16	9257.0	11431.0
645455	3.0	10.0
18	5011.0	4438.0
19	731.0	2662.0
128580	2.0	9.0
85407	36.0	448.0
106481396	0.0	0.0
106481397	1.0	0.0
106481394	0.0	0.0
85406	1670.0	1530.0
106481395	1.0	0.0
85403	2222.0	2332.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	1.0	0.0
106481393	0.0	0.0
20	3162.0	5960.0
106481390	0.0	0.0
21	2119.0	3169.0
106481391	0.0	0.0
22	1017.0	1122.0
153571	134.0	389.0
153572	360.0	774.0
23	7124.0	5656.0
24	28.0	30.0
25	5241.0	9762.0
26	26941.0	1100.0
27	1384.0	1657.0
28	7131.0	1715.0
29	8944.0	7360.0
153579	61.0	122.0
728615	0.0	1.0
728614	1.0	0.0
200765	216.0	291.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	40.0	18.0
102466518	0.0	0.0
102466516	3.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	4.0	1.0
106481361	0.0	0.0
85439	769.0	304.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	3031.0	2722.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	128.0	128.0
106481366	0.0	0.0
30	7898.0	5786.0
106481360	0.0	0.0
31	10780.0	14410.0
32	1341.0	1553.0
33	1315.0	659.0
34	2699.0	2899.0
35	1724.0	1293.0
153562	2796.0	2604.0
36	4972.0	4320.0
37	23825.0	17176.0
38	2225.0	3837.0
440307	16.0	14.0
39	2879.0	1955.0
165545	39.0	6.0
106481369	0.0	0.0
728606	211.0	983.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	2.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	9.0	40.0
106481370	0.0	0.0
41	310.0	861.0
106481371	0.0	0.0
43	492.0	306.0
645486	0.0	0.0
47	14006.0	18838.0
48	3877.0	3969.0
49	2.0	13.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
