id	f87cd150-16db-42e7-b78a-667735956ba3	e1bf71c6-b975-456e-8b1d-309c465788ce
280637	0.0	0.0
280636	1911.0	4026.0
253018	36.0	95.0
253017	0.0	0.0
253012	46.0	172.0
6249	8653.0	6224.0
6248	0.0	0.0
6263	438.0	332.0
100421431	2.0	2.0
6262	674.0	254.0
100421432	0.0	4.0
101928470	6.0	1.0
100421433	0.0	0.0
100421436	45.0	101.0
100421439	0.0	0.0
6261	180.0	145.0
6260	5.0	4.0
6259	4744.0	5012.0
100421430	0.0	0.0
6274	36.0	42.0
6273	11499.0	477.0
6276	23.0	5.0
6275	3773.0	587.0
6278	2.0	5.0
6277	55207.0	7061.0
6279	531.0	77.0
6272	5263.0	5733.0
6271	83.0	60.0
6285	117.0	34.0
6284	1245.0	865.0
100421455	0.0	0.0
6286	32546.0	812.0
6289	8.0	10.0
6288	8.0	28.0
6281	4688.0	3607.0
6280	4548.0	332.0
6283	16.0	2.0
6282	24266.0	17840.0
123920	917.0	746.0
100421451	0.0	0.0
6296	1523.0	4015.0
6295	2.0	2.0
6297	663.0	1240.0
6299	29.0	42.0
101928420	0.0	1.0
6290	0.0	0.0
6291	2.0	1.0
6294	5584.0	5862.0
6293	3671.0	4118.0
100421478	0.0	0.0
100421479	3.0	4.0
280664	5.0	0.0
54505	3262.0	3302.0
280660	0.0	0.0
54504	385.0	351.0
280661	7.0	10.0
54503	2957.0	1334.0
54502	8103.0	14955.0
54509	34.0	45.0
123904	0.0	0.0
54508	69.0	43.0
100421473	0.0	0.0
54507	355.0	170.0
100421487	0.0	1.0
133308	433.0	528.0
147945	0.0	0.0
123970	0.0	0.0
100421480	0.0	3.0
147947	876.0	1862.0
147948	260.0	366.0
147949	166.0	401.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	3.0	6.0
100421499	0.0	0.0
101060006	1.0	0.0
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	1.0	2.0
147965	1038.0	1785.0
147968	118.0	36.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	1.0	1.0
121360	0.0	0.0
101060032	5.0	3.0
135924	0.0	1.0
135927	5.0	11.0
121355	4.0	2.0
147906	359.0	532.0
135932	86.0	37.0
101060045	3.0	1.0
135935	0.0	0.0
101060040	0.0	0.0
147912	465.0	910.0
135942	0.0	0.0
135941	0.0	0.0
121340	0.0	7.0
135946	0.0	0.0
135948	0.0	1.0
104326190	0.0	0.0
104326191	29.0	2.0
147923	529.0	733.0
147920	2.0	6.0
147929	209.0	317.0
104326192	0.0	3.0
104326193	0.0	12.0
375444	167.0	148.0
104326189	0.0	0.0
101060020	2.0	0.0
375449	10223.0	2253.0
104326188	0.0	0.0
121328	5.0	5.0
91653	1388.0	2269.0
389762	0.0	0.0
351143	0.0	10.0
389761	0.0	0.0
390756	0.0	0.0
27087	237.0	2645.0
27085	205.0	155.0
27086	5572.0	9012.0
389756	0.0	0.0
147429	24.0	36.0
27089	4959.0	9748.0
91646	48.0	18.0
91647	748.0	1253.0
642968	11.0	91.0
135458	9.0	1.0
390766	0.0	0.0
27098	308.0	480.0
27099	3.0	4.0
27097	1714.0	1586.0
389741	105.0	381.0
27090	831.0	321.0
27091	2.0	0.0
27094	90.0	207.0
27095	2616.0	3666.0
27092	1314.0	2705.0
642976	4.0	2.0
400629	0.0	1.0
27093	0.0	2.0
160428	619.0	185.0
375133	208.0	321.0
387122	0.0	24.0
390730	1.0	1.0
390732	0.0	0.0
390735	0.0	0.0
387119	519.0	367.0
27063	6.0	1.0
387117	0.0	0.0
27069	8647.0	10994.0
400612	2.0	5.0
27067	2118.0	2666.0
27068	3015.0	5077.0
221908	523.0	1018.0
341799	0.0	0.0
400619	2570.0	337.0
642987	91.0	61.0
400618	29.0	36.0
400617	29.0	34.0
64065	28666.0	16437.0
91662	13.0	248.0
91663	12557.0	5647.0
64064	28.0	26.0
64067	49.0	37.0
64066	1.0	0.0
91661	713.0	1304.0
91664	745.0	967.0
147463	296.0	416.0
387111	3.0	6.0
27076	14709.0	2041.0
390748	0.0	3.0
27077	346.0	798.0
400604	69.0	136.0
27074	823.0	408.0
27075	5073.0	10268.0
389766	1.0	2.0
387103	64.0	128.0
387104	10.0	1.0
27079	409.0	597.0
389763	0.0	0.0
341784	1.0	2.0
642996	1.0	0.0
27072	3377.0	4141.0
160419	1.0	0.0
64061	5932.0	3984.0
400609	0.0	0.0
160418	2665.0	2008.0
64063	3536.0	909.0
27071	1035.0	107.0
64062	3444.0	3744.0
91695	436.0	606.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	22.0	8.0
100313770	0.0	0.0
64077	1493.0	1068.0
91694	2598.0	1713.0
100313771	0.0	0.0
390790	3.0	1.0
221927	2825.0	5117.0
390792	1.0	11.0
400680	12.0	14.0
27043	3760.0	5559.0
27044	11313.0	34662.0
27042	1471.0	1677.0
389799	2.0	2.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	1606.0	159.0
100313777	0.0	0.0
27040	22.0	19.0
100313774	0.0	0.0
64073	2366.0	230.0
64087	6292.0	16668.0
221914	30.0	164.0
64089	428.0	592.0
100313781	0.0	0.0
91683	449.0	169.0
91689	2026.0	4697.0
100313780	0.0	0.0
245908	0.0	0.0
91687	169.0	308.0
245909	0.0	0.0
400673	357.0	886.0
389792	254.0	158.0
389791	40.0	16.0
387129	0.0	0.0
400668	2.0	0.0
389787	10.0	43.0
64081	438.0	864.0
64080	404.0	123.0
64083	7408.0	19431.0
64084	2985.0	3678.0
64098	213.0	178.0
64097	1108.0	417.0
400660	46.0	16.0
8909	15.0	75.0
27022	5.0	162.0
8907	1734.0	2102.0
341757	0.0	2.0
400658	12.0	8.0
8908	141.0	690.0
147407	0.0	2.0
27020	8781.0	7212.0
400657	532.0	745.0
27023	0.0	2.0
400654	0.0	0.0
64090	30.0	6.0
64092	292.0	82.0
64091	560.0	649.0
8900	42.0	8.0
64094	1113.0	15757.0
8905	520.0	878.0
147409	320.0	33.0
64093	1804.0	984.0
8906	3811.0	3286.0
64096	1.0	0.0
8904	3656.0	4136.0
221935	367.0	5815.0
221937	1771.0	3245.0
221938	1.0	0.0
400652	4.0	15.0
400650	3.0	10.0
27039	20.0	35.0
27032	10869.0	26861.0
27033	17.0	25.0
27030	1756.0	1961.0
27031	692.0	685.0
27036	18.0	23.0
400645	0.0	0.0
27037	1807.0	2950.0
400644	1.0	0.0
27034	2115.0	7450.0
400643	206.0	2902.0
27035	224.0	97.0
8912	2354.0	5072.0
100313769	0.0	0.0
8913	206.0	182.0
8910	406.0	734.0
8911	18.0	7.0
8916	2976.0	4480.0
8914	1230.0	1738.0
8915	4213.0	879.0
245935	0.0	0.0
245936	0.0	0.0
245937	3.0	2.0
245938	0.0	0.0
8930	1883.0	2450.0
245939	0.0	0.0
221960	349.0	454.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	4422.0	6610.0
8927	115.0	259.0
8928	9.0	11.0
8925	5006.0	5411.0
8926	42.0	99.0
221955	1177.0	1400.0
8941	2.0	41.0
8942	311.0	44.0
375189	19.0	38.0
8940	27.0	34.0
245940	0.0	0.0
206338	1.0	9.0
375190	414.0	374.0
196446	9.0	25.0
8934	1969.0	2409.0
8935	2348.0	2454.0
196441	3705.0	3307.0
8932	4183.0	4052.0
8933	3673.0	3705.0
8938	1038.0	4177.0
8939	3220.0	4193.0
8936	346.0	635.0
326105	2.0	4.0
245913	0.0	0.0
245915	0.0	0.0
221981	720.0	326.0
245910	0.0	0.0
206358	1418.0	1626.0
245911	1.0	1.0
245912	6.0	0.0
196415	0.0	0.0
642909	1.0	0.0
642907	0.0	0.0
8945	2181.0	3188.0
54659	3.0	18.0
54658	36.0	0.0
8943	7972.0	12772.0
54657	1.0	0.0
8944	0.0	0.0
196410	20.0	5.0
245927	0.0	0.0
245928	0.0	0.0
6300	448.0	1295.0
245929	0.0	0.0
6302	2788.0	3359.0
6301	8799.0	10955.0
160492	0.0	6.0
54662	1632.0	3129.0
54661	1.0	17.0
54660	19.0	22.0
54665	2023.0	2099.0
54664	4013.0	4244.0
54663	1128.0	2005.0
8970	127.0	232.0
8971	5178.0	8068.0
101928363	26.0	9.0
8974	1239.0	1402.0
6311	2543.0	3303.0
8975	867.0	2018.0
6310	3616.0	2946.0
91612	2372.0	2833.0
100421601	0.0	0.0
8972	25.0	17.0
8973	0.0	1.0
245972	31.0	29.0
245973	167.0	211.0
54677	8482.0	3734.0
54676	2420.0	2478.0
54675	1857.0	4894.0
147468	0.0	1.0
54674	136.0	62.0
6304	3348.0	5236.0
6303	19166.0	24040.0
8968	0.0	5.0
6305	4153.0	6610.0
91603	1045.0	1440.0
91608	53.0	57.0
6307	4815.0	4180.0
642924	1.0	3.0
8969	36.0	248.0
6309	8094.0	13716.0
91607	712.0	353.0
6320	233.0	313.0
6322	806.0	845.0
8985	1627.0	4378.0
8986	1267.0	1854.0
64002	89.0	618.0
101928378	176.0	307.0
6324	163.0	370.0
64005	286.0	710.0
6323	14.0	35.0
101928376	1.0	3.0
54680	1588.0	1298.0
642938	51.0	19.0
54682	2828.0	6398.0
54681	2308.0	6707.0
196403	1630.0	2670.0
6315	7.0	0.0
6314	2734.0	1725.0
6317	991.0	146.0
8976	5313.0	4863.0
6319	6321.0	44471.0
6318	125.0	29.0
642935	2.0	4.0
8992	7153.0	13383.0
8993	3.0	5.0
6331	209.0	190.0
8991	8944.0	4696.0
6330	454.0	386.0
100421621	2.0	8.0
8996	2062.0	3256.0
101928388	15.0	3.0
6332	495.0	311.0
8997	525.0	687.0
8994	2258.0	3754.0
6335	47.0	60.0
8995	4.0	0.0
6334	257.0	169.0
147495	8069.0	15068.0
100421629	0.0	0.0
8989	336.0	0.0
6326	50.0	486.0
8987	412.0	182.0
6328	48.0	100.0
91624	2019.0	1657.0
6327	161.0	53.0
8988	31.0	1.0
6329	12.0	4.0
642946	80.0	131.0
6340	2591.0	1002.0
6342	9081.0	11397.0
6341	2021.0	3018.0
6344	8.0	15.0
100421633	0.0	0.0
6343	5.0	0.0
100421634	0.0	3.0
6346	0.0	0.0
6345	220.0	69.0
100421638	0.0	0.0
642958	0.0	0.0
642959	0.0	0.0
6337	6534.0	4998.0
642952	0.0	0.0
6336	1.0	0.0
6339	218.0	271.0
91614	284.0	75.0
8999	16.0	13.0
6338	2067.0	533.0
642954	23.0	48.0
6351	294.0	49.0
6352	1487.0	701.0
6355	16.0	9.0
6354	1.0	20.0
6357	7.0	3.0
6356	3.0	18.0
100421528	3.0	1.0
6348	98.0	16.0
6347	1265.0	473.0
196394	306.0	323.0
6362	12.0	59.0
6361	21.0	8.0
6364	144.0	23.0
6363	233.0	225.0
100421533	13.0	50.0
6366	742.0	379.0
100421535	0.0	0.0
6368	68.0	26.0
6367	113.0	92.0
101928337	7.0	3.0
6360	21.0	9.0
255349	7.0	1.0
6359	19.0	0.0
6358	552.0	55.0
6373	25.0	603.0
101928340	0.0	3.0
6372	155.0	104.0
100421542	0.0	0.0
6375	21.0	9.0
6374	13.0	7.0
100421545	33.0	51.0
6376	6466.0	2843.0
101928345	3.0	8.0
100421549	0.0	0.0
6370	0.0	2.0
255313	0.0	0.0
196374	8.0	1.0
6369	6.0	137.0
6383	2756.0	1918.0
6386	8236.0	9506.0
6385	19299.0	7216.0
6388	2218.0	2435.0
6387	994.0	843.0
6389	5750.0	6905.0
255330	0.0	0.0
6382	58516.0	11409.0
102724246	5.0	9.0
255324	159.0	3.0
196385	22.0	81.0
196383	2038.0	1918.0
100421550	0.0	0.0
6397	3704.0	4365.0
100421565	0.0	0.0
6396	4419.0	8177.0
100421566	0.0	0.0
6399	708.0	1026.0
6398	1521.0	1049.0
6391	4486.0	5771.0
6390	2666.0	3988.0
6392	4023.0	3968.0
282997	72.0	133.0
282996	291.0	162.0
100134229	321.0	626.0
282991	2011.0	2211.0
100421560	0.0	0.0
100421577	8.0	69.0
100421579	3.0	2.0
255394	366.0	452.0
102724224	0.0	1.0
54600	5.0	0.0
54602	4589.0	3564.0
282980	0.0	0.0
54606	3505.0	5803.0
100421572	0.0	0.0
100421588	2.0	3.0
100421589	101.0	55.0
282974	249.0	728.0
282973	211.0	282.0
54619	539.0	900.0
100421581	5.0	0.0
196335	3.0	3.0
100421582	13.0	22.0
54617	3051.0	3170.0
100421598	0.0	2.0
100421599	0.0	0.0
255374	104.0	268.0
282969	155.0	223.0
102724201	0.0	0.0
282966	0.0	0.0
54622	1635.0	1877.0
100134259	14.0	24.0
54621	1364.0	2860.0
54620	1392.0	1219.0
54626	968.0	943.0
54625	4682.0	4210.0
54623	5095.0	5847.0
54629	3431.0	2142.0
54627	88.0	56.0
27005	1394.0	2368.0
27006	2.0	12.0
27000	2202.0	2195.0
27004	2.0	3.0
27018	4453.0	8809.0
27019	3.0	2.0
400591	0.0	2.0
27010	200.0	147.0
27012	0.0	0.0
27013	4702.0	11086.0
400581	3.0	1.0
400578	555.0	18.0
400569	758.0	1143.0
400566	118.0	109.0
389715	0.0	0.0
100313829	1.0	0.0
390729	0.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	5.0	1.0
389730	0.0	0.0
100038246	0.0	0.0
389727	0.0	0.0
91775	900.0	566.0
390872	0.0	0.0
390874	3.0	2.0
654835	0.0	0.0
400759	76.0	66.0
400757	0.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	0.0	0.0
400752	75.0	105.0
137994	85.0	53.0
642843	10.0	4.0
91768	352.0	455.0
64151	22.0	130.0
64150	153.0	179.0
64168	217.0	161.0
64167	3048.0	3301.0
390883	0.0	0.0
390882	0.0	1.0
390885	0.0	0.0
390886	0.0	0.0
125988	2009.0	2845.0
400746	146.0	419.0
400745	11.0	34.0
389866	4.0	3.0
150962	595.0	641.0
64175	793.0	1537.0
162968	96.0	116.0
64174	113.0	45.0
162966	1125.0	674.0
162967	1634.0	2149.0
162962	748.0	612.0
162963	253.0	736.0
125981	44.0	55.0
149992	0.0	0.0
390856	0.0	0.0
390858	239.0	236.0
27187	0.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	278.0	908.0
149986	2194.0	3563.0
147323	1.0	2.0
326293	1.0	0.0
100313839	0.0	0.0
389898	0.0	3.0
100313837	0.0	0.0
326295	3.0	2.0
27189	2.0	6.0
100313838	0.0	0.0
326294	0.0	2.0
125972	0.0	1.0
642864	0.0	0.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	117.0	175.0
27183	3160.0	4790.0
64170	113.0	81.0
642869	2.0	0.0
27180	34.0	31.0
27181	59.0	45.0
64172	360.0	551.0
100313830	0.0	2.0
375248	158.0	263.0
91782	2759.0	2397.0
27197	12.0	17.0
147339	2215.0	1685.0
27198	163.0	145.0
27195	0.0	0.0
125965	42.0	3.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	31.0	105.0
400720	511.0	1307.0
149998	5.0	2.0
389884	1.0	2.0
326286	0.0	0.0
27190	13.0	23.0
64180	7.0	5.0
27193	0.0	0.0
100313842	0.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	15.0	20.0
64184	0.0	0.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	1.0
642891	2.0	1.0
387264	1.0	11.0
387263	1068.0	1727.0
206412	40.0	52.0
27164	1113.0	330.0
27165	93.0	69.0
27163	2047.0	8754.0
400799	0.0	1.0
400798	42.0	34.0
27166	1519.0	2676.0
400797	0.0	0.0
326272	0.0	0.0
326275	1.0	1.0
326277	1.0	1.0
326279	3.0	8.0
27160	1.0	1.0
27161	2378.0	3215.0
326278	3.0	2.0
100313895	0.0	0.0
642888	2.0	0.0
100313896	1.0	2.0
387254	0.0	0.0
400793	629.0	588.0
150928	65.0	93.0
27175	1524.0	852.0
149934	0.0	0.0
27173	5518.0	7822.0
150921	1.0	2.0
27179	0.0	0.0
27177	0.0	0.0
27178	1.0	38.0
341883	29.0	44.0
341880	13.0	44.0
27170	0.0	0.0
326269	0.0	8.0
137964	3096.0	5035.0
390892	0.0	0.0
375298	101.0	100.0
149951	2479.0	3791.0
27148	1152.0	2624.0
390895	0.0	0.0
206426	0.0	2.0
27143	649.0	1231.0
27141	50.0	45.0
27146	13.0	25.0
106029310	0.0	0.0
27147	253.0	286.0
27145	529.0	94.0
123355	766.0	949.0
137970	1119.0	483.0
375287	583.0	975.0
387276	0.0	0.0
27159	0.0	0.0
387273	11.0	7.0
150947	0.0	0.0
150946	175.0	140.0
27153	1564.0	1500.0
27154	3205.0	5654.0
400769	0.0	1.0
27151	5994.0	3554.0
27152	1161.0	1225.0
123346	0.0	6.0
27158	662.0	749.0
400765	0.0	3.0
100293516	807.0	1222.0
387266	1.0	0.0
27156	19.0	12.0
149954	0.0	0.0
387267	0.0	0.0
375295	56.0	27.0
100313886	0.0	3.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	0.0	0.0
160365	24.0	11.0
160364	55.0	31.0
102724316	691.0	957.0
54754	9.0	3.0
54753	929.0	523.0
54752	1.0	3.0
54751	5410.0	5111.0
54758	1812.0	2321.0
54757	58.0	98.0
54756	655.0	1083.0
101928290	107.0	11.0
6401	23486.0	875.0
6400	6335.0	17505.0
102724307	4.0	5.0
54760	97.0	126.0
54765	5065.0	7624.0
54764	1344.0	1498.0
54763	0.0	0.0
54762	825.0	680.0
54769	14.0	164.0
54768	17.0	41.0
54766	0.0	0.0
159371	256.0	225.0
100421700	1.0	0.0
100421701	4.0	5.0
100421702	2.0	2.0
100421704	3.0	2.0
100421705	1.0	0.0
100421706	0.0	0.0
100421707	0.0	2.0
100421708	1.0	6.0
100421709	0.0	0.0
54776	3608.0	3695.0
91703	31.0	9.0
6403	2164.0	660.0
6402	356.0	124.0
6405	7722.0	8486.0
54778	2411.0	1968.0
6404	402.0	299.0
54777	16.0	10.0
6407	550.0	21.0
6406	1118.0	63.0
64100	0.0	1.0
64102	2.0	0.0
6421	19524.0	19305.0
100421710	0.0	2.0
64101	200.0	24.0
6423	1026.0	1154.0
6422	2565.0	2505.0
64106	58.0	21.0
64105	66.0	94.0
64108	248.0	217.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	6.0	1.0
54780	2114.0	3411.0
54785	330.0	440.0
54784	494.0	858.0
6414	11155.0	7938.0
6416	2812.0	2941.0
54788	3425.0	4892.0
6415	10328.0	15355.0
6418	15415.0	22757.0
6419	1198.0	2718.0
6430	15391.0	25479.0
64111	0.0	0.0
162989	4422.0	2169.0
64110	2055.0	3230.0
6432	8611.0	6934.0
6431	11394.0	18843.0
64112	3077.0	6261.0
64115	3098.0	1069.0
6434	7925.0	8436.0
101928243	30.0	125.0
6433	2651.0	2556.0
64114	15788.0	10071.0
101928244	0.0	1.0
100421724	5.0	11.0
64116	1011.0	903.0
64118	3963.0	16242.0
101928248	27.0	26.0
100421728	0.0	0.0
54790	2666.0	2307.0
100421729	0.0	0.0
104548973	0.0	0.0
104548972	0.0	0.0
54793	2180.0	1637.0
400713	1048.0	1587.0
104548971	10.0	21.0
104548970	0.0	0.0
54798	49.0	64.0
255411	0.0	0.0
54797	648.0	1004.0
54796	490.0	305.0
54795	6998.0	31119.0
6425	11.0	8.0
6424	95.0	1862.0
150992	0.0	0.0
6427	6769.0	7765.0
54799	1483.0	2306.0
6426	8238.0	10930.0
6429	6088.0	5888.0
6428	18696.0	17759.0
162979	255.0	70.0
6441	84.0	106.0
64122	882.0	1938.0
64121	946.0	1158.0
6440	0.0	0.0
100421731	0.0	2.0
6443	2245.0	1899.0
101928256	0.0	0.0
6442	452.0	407.0
64123	1484.0	528.0
100421733	0.0	0.0
6445	44.0	24.0
100421734	0.0	0.0
6444	579.0	593.0
160313	2.0	5.0
100421736	0.0	0.0
64127	235.0	59.0
162972	1037.0	1726.0
64129	8018.0	1460.0
255426	13.0	7.0
642818	0.0	0.0
642819	220.0	269.0
400709	14.0	14.0
6439	4.0	5.0
642812	1.0	1.0
64131	736.0	1540.0
654817	42.0	19.0
6450	382.0	365.0
91750	586.0	772.0
64130	280.0	362.0
654816	23.0	14.0
6452	1866.0	2471.0
100421741	0.0	0.0
64132	2529.0	3754.0
6451	6048.0	9485.0
64135	1074.0	2435.0
91754	5684.0	7781.0
6453	2236.0	1821.0
6456	515.0	324.0
91752	41.0	49.0
64137	28.0	8.0
6455	5277.0	5779.0
147372	237.0	144.0
6447	35.0	34.0
6446	28196.0	5433.0
91748	2676.0	2611.0
6449	4184.0	6948.0
135398	695.0	14.0
91746	6134.0	6732.0
6448	2444.0	5907.0
91749	320.0	403.0
6461	1689.0	1055.0
6462	16.0	28.0
6465	0.0	0.0
100421754	0.0	0.0
64146	64.0	117.0
64145	2091.0	2336.0
6464	8891.0	5292.0
162998	11.0	12.0
100421756	1.0	2.0
101928276	0.0	1.0
64147	277.0	659.0
160335	2528.0	2541.0
6466	4.0	1.0
162993	803.0	607.0
64149	1020.0	1626.0
147381	8.0	36.0
255403	378.0	492.0
6458	12.0	32.0
6457	69.0	45.0
91734	1.0	2.0
6459	9.0	10.0
6472	2456.0	6090.0
6471	0.0	0.0
6474	0.0	14.0
6473	0.0	0.0
6476	518.0	157.0
6478	2753.0	2325.0
6477	623.0	1012.0
101928200	14.0	10.0
100421648	0.0	1.0
6470	1810.0	1324.0
6469	5187.0	825.0
6468	4221.0	7558.0
6483	737.0	1006.0
6482	2855.0	723.0
100421652	0.0	0.0
6484	3175.0	1486.0
6487	692.0	1137.0
196294	551.0	786.0
6489	292.0	278.0
497661	368.0	666.0
100421657	0.0	0.0
6480	8957.0	12503.0
102724386	3.0	0.0
6494	1712.0	2980.0
6493	128.0	7849.0
6496	1.0	0.0
6495	1132.0	2759.0
6498	5098.0	2160.0
101928223	2.0	4.0
6497	3790.0	5405.0
6499	3216.0	3443.0
6490	103.0	95.0
6492	0.0	0.0
6491	193.0	878.0
101928232	0.0	0.0
100124700	1.0	2.0
102724368	3.0	16.0
196264	1265.0	1593.0
54700	3429.0	4010.0
54707	2032.0	2709.0
497634	0.0	0.0
54704	2070.0	2266.0
54708	2497.0	4272.0
160287	3.0	6.0
54714	4.0	3.0
54718	304.0	188.0
100421681	0.0	0.0
54716	4.0	4.0
54715	54.0	56.0
100421695	3.0	8.0
100421697	0.0	0.0
100421698	0.0	2.0
100421699	1.0	0.0
102724349	15.0	29.0
102724341	0.0	0.0
159296	0.0	120.0
54729	0.0	0.0
54726	3437.0	2833.0
100421694	0.0	0.0
255480	196.0	16.0
54732	10025.0	18461.0
54734	4.0	8.0
54733	1846.0	6811.0
54739	496.0	233.0
54738	137.0	2034.0
54737	4639.0	5379.0
160298	9.0	19.0
102724321	0.0	0.0
255488	3126.0	4017.0
54742	53.0	39.0
54741	5749.0	6534.0
54749	1380.0	4264.0
137902	12.0	13.0
27128	234.0	167.0
27129	782.0	499.0
29789	3411.0	7205.0
27127	34.0	33.0
27120	6.0	10.0
27121	56.0	4061.0
29781	2120.0	2547.0
29780	907.0	1868.0
27124	844.0	724.0
27125	11380.0	10102.0
27122	9541.0	5054.0
29785	254.0	108.0
27123	30.0	88.0
125919	437.0	532.0
29799	64.0	518.0
390800	0.0	0.0
27131	3962.0	5437.0
654790	3704.0	492.0
27132	235.0	550.0
27130	838.0	883.0
29798	34.0	38.0
27136	3.0	1.0
29797	0.0	0.0
27133	19.0	7.0
29796	3032.0	6142.0
27134	2172.0	1146.0
27106	2150.0	1685.0
27107	2462.0	2044.0
29768	12.0	8.0
29767	756.0	441.0
29766	4082.0	4681.0
27109	1633.0	2568.0
29761	2623.0	3097.0
29760	704.0	1941.0
389813	182.0	412.0
389812	8.0	59.0
27102	7554.0	17745.0
29765	0.0	0.0
29763	2502.0	5353.0
27101	2373.0	2946.0
389816	152.0	1035.0
27115	509.0	183.0
29778	0.0	1.0
29777	1702.0	2285.0
27113	284.0	517.0
29775	1535.0	1323.0
27111	2841.0	301.0
29774	15.0	11.0
27112	278.0	1279.0
390831	0.0	0.0
390834	0.0	0.0
390836	0.0	0.0
100313938	0.0	0.0
125950	1114.0	1217.0
125958	0.0	0.0
377841	53.0	504.0
390843	0.0	0.0
390844	0.0	2.0
389827	0.0	21.0
652170	0.0	0.0
389860	4.0	0.0
390811	0.0	0.0
389857	0.0	0.0
390816	4.0	3.0
389856	245.0	509.0
125931	35.0	1358.0
389852	0.0	0.0
100313914	0.0	0.0
389844	0.0	0.0
389840	8.0	4.0
100313923	0.0	0.0
100313921	0.0	0.0
389849	2.0	8.0
91893	90.0	151.0
91894	5.0	16.0
147670	4.0	12.0
147664	31.0	8.0
642721	0.0	0.0
64285	2186.0	3617.0
64284	283.0	2949.0
64288	409.0	519.0
147685	24.0	129.0
121026	0.0	0.0
123688	220.0	468.0
341568	0.0	0.0
341567	2.0	2.0
642737	3.0	4.0
64283	2291.0	979.0
64282	1197.0	1304.0
389541	3037.0	5119.0
147694	786.0	863.0
389537	77.0	536.0
147686	380.0	698.0
147687	554.0	715.0
121014	0.0	0.0
642741	18.0	39.0
159686	22.0	23.0
642746	0.0	0.0
642762	0.0	0.0
390502	0.0	0.0
390501	0.0	0.0
390503	0.0	0.0
121006	21.0	42.0
389524	413.0	550.0
147699	78.0	26.0
133060	0.0	1.0
100313962	0.0	0.0
135644	4.0	0.0
27285	23.0	12.0
27286	1539.0	184.0
27283	0.0	1.0
27284	40.0	29.0
389558	9.0	34.0
27289	6645.0	307.0
27287	46.0	25.0
27288	1.0	0.0
135656	9.0	1.0
390561	7.0	7.0
27296	27.0	40.0
389549	1.0	1.0
27297	2543.0	4716.0
27294	191.0	538.0
27295	3064.0	5391.0
27299	19.0	53.0
642776	9.0	2.0
27292	1915.0	2174.0
27293	155.0	3420.0
27290	19.0	3.0
642778	4.0	40.0
27291	1399.0	1141.0
160622	1783.0	476.0
390531	0.0	0.0
147650	251.0	319.0
390530	2.0	0.0
390535	6.0	4.0
390539	0.0	0.0
147646	1.0	4.0
390538	0.0	0.0
654783	0.0	1.0
147645	300.0	1437.0
341511	1.0	2.0
6500	12535.0	19439.0
133015	607.0	808.0
400410	149.0	292.0
147660	48.0	33.0
121054	0.0	3.0
121053	358.0	564.0
147657	1212.0	1863.0
147658	2.0	10.0
400406	4.0	0.0
642799	0.0	0.0
642796	0.0	0.0
133022	192.0	216.0
642797	68.0	176.0
101928165	0.0	0.0
6511	14.0	3.0
390595	214.0	274.0
6510	18806.0	22953.0
390594	1.0	1.0
100421803	0.0	1.0
100421804	2.0	2.0
390598	45.0	35.0
100421805	1.0	5.0
100421806	11.0	13.0
100421807	0.0	1.0
6509	1213.0	2752.0
54870	4315.0	5299.0
54875	567.0	1056.0
54874	6186.0	7547.0
54873	1606.0	1798.0
389599	0.0	1.0
54872	2511.0	3289.0
102724430	0.0	2.0
54879	774.0	1160.0
6502	485.0	659.0
54878	3268.0	3005.0
6504	56.0	75.0
54877	1994.0	2502.0
91801	649.0	599.0
6503	552.0	328.0
54876	2455.0	4778.0
6506	74.0	244.0
6505	339.0	564.0
91807	42.0	45.0
6508	638.0	850.0
6507	1201.0	731.0
101928176	21.0	162.0
6520	9319.0	10949.0
6522	3884.0	6088.0
221717	0.0	2.0
6521	1.0	3.0
221718	0.0	0.0
100421813	2.0	3.0
64207	2959.0	3276.0
100421816	8.0	8.0
221711	11.0	10.0
64208	15.0	45.0
221710	752.0	901.0
54882	365.0	407.0
54881	2014.0	2018.0
54880	3741.0	5578.0
54886	19.0	176.0
54885	1273.0	1452.0
54884	5946.0	7345.0
54883	1685.0	1273.0
6513	18173.0	2931.0
6512	39.0	24.0
54888	3856.0	7455.0
6515	6886.0	477.0
