id	70029e42-3b29-48f5-908e-7cd203103277	9f90bbb9-173f-4dad-a5d2-0e07a7481099
403297	2.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	3.0	1.0
153733	587.0	667.0
1087	23.0	31.0
1086	1.0	0.0
440279	7.0	0.0
1085	11.0	0.0
1084	22.0	48.0
440278	143.0	166.0
1082	1.0	0.0
403294	0.0	0.0
440275	6967.0	6176.0
1081	110.0	4.0
85397	5.0	9.0
85395	470.0	625.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	1.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	2.0
1095	0.0	0.0
403281	1.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	1.0
440270	679.0	38.0
1089	15.0	7.0
85388	0.0	0.0
85389	0.0	0.0
128718	1.0	0.0
285596	34.0	1.0
285598	1405.0	298.0
126133	1508.0	1009.0
128790	0.0	0.0
126129	329.0	66.0
126123	0.0	1.0
442862	0.0	0.0
126119	545.0	838.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	1.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	0.0	0.0
442896	1.0	0.0
114132	95.0	19.0
442897	0.0	0.0
442898	2.0	0.0
114134	783.0	595.0
442899	0.0	0.0
100128790	0.0	0.0
128760	8.0	2.0
100128788	76.0	88.0
100128787	1.0	0.0
440225	0.0	0.0
440224	8.0	7.0
442890	0.0	0.0
442891	0.0	1.0
442892	3.0	0.0
128756	0.0	0.0
100128782	192.0	106.0
100128781	1.0	3.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	0.0	3.0
403234	0.0	0.0
403235	0.0	4.0
403236	0.0	0.0
63982	394.0	48.0
102466616	0.0	0.0
126052	0.0	0.0
151009	65.0	23.0
403227	7.0	0.0
403228	0.0	0.0
138046	0.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	0.0
645572	0.0	0.0
645571	3.0	2.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	560.0	5887.0
107131122	2.0	0.0
138050	10382.0	27291.0
403219	0.0	0.0
151011	8730.0	4325.0
645587	3.0	0.0
165679	303.0	3211.0
126037	44.0	32.0
114049	3983.0	15820.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	2.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	1107.0	695.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	2333.0	1073.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	409.0	250.0
100033820	0.0	0.0
106481480	3.0	0.0
106481481	0.0	0.0
138065	90.0	1.0
645598	0.0	0.0
163007	9.0	0.0
114038	0.0	1.0
645591	5.0	0.0
106481495	1.0	0.0
114041	21.0	29.0
106481496	0.0	0.0
114042	1.0	5.0
106481493	0.0	0.0
114043	19.0	1.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	311.0	269.0
126017	753.0	372.0
106481497	0.0	1.0
106481498	0.0	0.0
85303	0.0	0.0
85300	8.0	0.0
85301	1169.0	278.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	1.0	0.0
403276	1.0	0.0
403277	1.0	0.0
403278	1.0	0.0
26996	1368.0	5469.0
106481459	0.0	0.0
26994	11191.0	7749.0
106481457	3.0	3.0
26995	2492.0	2219.0
106481458	0.0	0.0
403271	0.0	0.0
26998	4.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	1320.0	876.0
403273	0.0	0.0
102466658	1.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	1.0	0.0
106481460	4.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2289.0	923.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	1.0
403263	0.0	0.0
403264	0.0	0.0
403265	1.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	2.0	0.0
106481471	0.0	0.0
85329	11854.0	20.0
106481472	0.0	0.0
106481477	2.0	1.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	1.0
85320	2472.0	542.0
106481470	1.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	846.0	836.0
403255	0.0	0.0
403256	0.0	0.0
403257	1.0	0.0
344471	0.0	2.0
106481437	0.0	0.0
26974	310.0	14.0
153657	29.0	5.0
106481438	1.0	0.0
106481435	0.0	0.0
26973	1619.0	1016.0
165631	240.0	41.0
106481436	0.0	0.0
26978	9.0	12.0
126075	692.0	538.0
106481439	0.0	0.0
403250	0.0	0.0
126074	236.0	409.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1726.0	2102.0
106481444	10.0	1.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	7656.0	1080.0
85354	0.0	0.0
85352	214.0	173.0
403241	1.0	0.0
344462	2.0	7.0
403244	0.0	0.0
403245	0.0	0.0
153642	619.0	363.0
153643	8.0	0.0
403247	0.0	0.0
403248	0.0	0.0
26985	5035.0	7906.0
106481448	0.0	0.0
26986	79185.0	101561.0
126069	154.0	147.0
106481449	0.0	0.0
126068	1307.0	390.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1274.0	887.0
106481447	0.0	0.0
106481451	2.0	1.0
106481452	0.0	0.0
106481450	1.0	0.0
114088	251.0	62.0
106481455	0.0	1.0
85349	65.0	166.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	3.0	0.0
85347	0.0	0.0
26980	2.0	4.0
106481454	0.0	0.0
403238	0.0	0.0
85344	5.0	150.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	4.0	12.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	1.0	0.0
100873392	2.0	1.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	2769.0	1315.0
100873390	0.0	0.0
728556	43.0	317.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	141.0	69.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	613.0	362.0
106481423	0.0	1.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	2.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	4.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	1.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	254.0	282.0
100873384	0.0	0.0
285601	26.0	13.0
106481426	0.0	0.0
106481427	0.0	1.0
222005	0.0	2.0
63910	138.0	39.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	623.0	483.0
222008	12.0	0.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	3725.0	2786.0
63904	0.0	0.0
106481430	4.0	0.0
163071	65.0	27.0
63906	1109.0	633.0
106481433	0.0	0.0
63908	1041.0	709.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	2.0	1.0
285613	32.0	184.0
63920	629.0	617.0
63923	1554.0	94.0
63922	273.0	481.0
728577	131.0	4.0
63925	1760.0	1061.0
63924	43017.0	69.0
63916	4009.0	6447.0
63917	5078.0	5586.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	1.0	5.0
728564	0.0	4.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	2092.0	1946.0
106481402	0.0	0.0
63931	2524.0	2925.0
106481403	1.0	1.0
63934	652.0	50.0
728567	5.0	0.0
106481408	0.0	0.0
163088	6.0	13.0
63933	2568.0	4733.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	4091.0	3058.0
163087	1297.0	473.0
728568	524.0	604.0
106481407	17.0	6.0
3704	1944.0	2913.0
3705	8254.0	8767.0
63926	988.0	2057.0
3706	8.0	51.0
63929	1777.0	3124.0
3707	8834.0	5813.0
63928	5.0	1.0
3708	11296.0	2108.0
106481411	1.0	0.0
3709	7525.0	1606.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	29.0	1.0
3702	515.0	57.0
3703	11043.0	12229.0
645506	0.0	1.0
151050	1477.0	831.0
645520	0.0	0.0
63941	1126.0	3110.0
63940	1440.0	847.0
63943	436.0	560.0
728517	0.0	0.0
163033	385.0	434.0
258010	1544.0	2060.0
63947	0.0	0.0
63946	2.0	27.0
728513	0.0	0.0
100033803	0.0	0.0
3716	28718.0	9815.0
100033804	0.0	0.0
3717	2795.0	1345.0
100033805	0.0	0.0
3718	1034.0	270.0
63939	1927.0	4592.0
100033806	0.0	0.0
100190799	5.0	5.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	160.0	82.0
3710	5075.0	7227.0
3712	6584.0	4252.0
3713	1.0	0.0
3714	4101.0	936.0
63950	0.0	1.0
728505	2.0	1.0
63951	308.0	865.0
100033807	0.0	0.0
728501	71.0	28.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	7277.0	4700.0
100033814	0.0	0.0
3727	5106.0	5967.0
63948	0.0	0.0
100033815	0.0	0.0
222052	0.0	0.0
3728	16497.0	54143.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1794.0	1722.0
151056	296.0	632.0
3725	15315.0	5494.0
645528	10.0	0.0
728532	39.0	43.0
163059	356.0	452.0
728538	0.0	0.0
728537	214.0	32.0
63967	49.0	390.0
3737	30.0	4.0
3738	80.0	15.0
3739	50.0	0.0
645538	0.0	0.0
3730	1916.0	820.0
3732	4006.0	12138.0
3734	0.0	0.0
3735	10879.0	7951.0
3736	91.0	13.0
63970	100.0	1.0
3750	433.0	57.0
63971	9291.0	2640.0
63974	1.0	0.0
163049	3535.0	2167.0
63973	37.0	0.0
63976	446.0	51.0
222068	5918.0	11041.0
63978	0.0	0.0
63977	746.0	509.0
63979	822.0	954.0
728524	0.0	0.0
3748	471.0	150.0
163051	33.0	21.0
3749	1565.0	281.0
163050	76.0	51.0
3741	101.0	6.0
645548	16.0	18.0
3743	5.0	0.0
3744	0.0	0.0
3745	2352.0	94.0
3746	17.0	2.0
3747	23.0	0.0
285671	923.0	94.0
285672	2571.0	3290.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	11.0	1.0
285676	140.0	22.0
3761	1.0	0.0
100128657	0.0	0.0
285679	3.0	6.0
100861449	2.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	1488.0	112.0
283008	3.0	1.0
3751	626.0	234.0
100873435	0.0	0.0
3752	1868.0	104.0
100873434	0.0	0.0
3753	143.0	11.0
100873433	0.0	0.0
3754	20.0	13.0
100873432	0.0	0.0
3755	36.0	159.0
100873439	0.0	0.0
3756	22.0	29.0
100873438	0.0	0.0
3757	44.0	74.0
100873437	0.0	0.0
3758	5.0	3.0
100873436	0.0	0.0
100873420	3.0	1.0
3770	111.0	37.0
3772	221.0	171.0
100861458	0.0	0.0
100861453	24.0	14.0
100861455	0.0	0.0
1107	15044.0	13196.0
1106	9733.0	4596.0
1105	4288.0	2982.0
1104	1485.0	1981.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1907.0	517.0
1101	429.0	20.0
3762	506.0	536.0
100873424	0.0	0.0
3763	17.0	45.0
100128640	175.0	14.0
100873423	0.0	0.0
3764	2482.0	635.0
100873422	0.0	0.0
3765	1.0	0.0
100873421	0.0	1.0
3766	12.0	2.0
100873428	0.0	0.0
3767	381.0	623.0
100873427	0.0	0.0
3768	501.0	41.0
1109	2.0	0.0
100873426	1.0	0.0
1108	18881.0	22357.0
3769	10.0	1.0
100873425	0.0	0.0
100128637	4.0	1.0
100128639	1.0	0.0
3780	23.0	13.0
100873453	0.0	0.0
3781	41.0	46.0
100873452	0.0	0.0
3782	596.0	244.0
100873451	0.0	0.0
3783	1046.0	9668.0
100873450	0.0	0.0
1121	2369.0	2217.0
100861468	0.0	0.0
1120	258.0	113.0
100861469	0.0	0.0
1118	28.0	15.0
1117	940.0	277.0
1116	3288.0	83.0
1114	8.0	2.0
1113	21.0	6.0
1112	12683.0	1930.0
1111	401.0	846.0
3773	921.0	0.0
100873457	2.0	0.0
100873456	0.0	0.0
3775	443.0	47.0
100873455	0.0	0.0
3776	1214.0	135.0
100873454	0.0	0.0
3777	599.0	18.0
3778	3741.0	2754.0
3779	3095.0	75.0
100873459	0.0	0.0
1119	2077.0	1753.0
100128627	2.0	5.0
100128626	0.0	0.0
3790	1121.0	4030.0
100128628	4.0	4.0
3791	11138.0	4579.0
100873442	0.0	0.0
3792	46.0	20.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	7.0	12.0
1131	168.0	104.0
1130	6257.0	2812.0
100861476	0.0	0.0
1129	4.0	0.0
1128	206.0	6028.0
1124	630.0	165.0
1123	1158.0	348.0
1122	1202.0	7808.0
100861470	0.0	0.0
3784	876.0	585.0
100873446	0.0	0.0
3785	1.0	15.0
100873445	0.0	0.0
3786	228.0	297.0
100873444	0.0	0.0
3787	111.0	7.0
100873443	0.0	0.0
3788	53.0	28.0
100873449	8.0	0.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	131.0	13.0
100128618	1.0	0.0
728597	5.0	0.0
100128617	0.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	42.0	96.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	11.0	1.0
285634	5.0	2.0
1142	0.0	0.0
1141	74.0	71.0
285636	3166.0	4947.0
1140	804.0	371.0
728599	3.0	2.0
1139	31.0	13.0
1138	46.0	105.0
1137	7.0	1.0
100861485	0.0	0.0
1136	12.0	7.0
1135	25.0	0.0
1134	11.0	35.0
1133	20.0	11.0
3795	381.0	871.0
100873479	11.0	2.0
3796	2314.0	2298.0
100873478	0.0	0.0
3797	1422.0	508.0
100873477	2.0	0.0
3798	113.0	58.0
100873476	0.0	0.0
3799	19258.0	28437.0
100873460	0.0	0.0
728586	30.0	2.0
285641	3.0	2.0
100873464	6.0	1.0
100873463	0.0	0.0
100873462	2.0	2.0
285643	1.0	2.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	996.0	1162.0
1153	26163.0	5339.0
1152	4957.0	731.0
285647	19.0	33.0
728589	22.0	23.0
728588	1.0	1.0
1149	17018.0	25.0
1147	2303.0	2966.0
1146	0.0	3.0
1145	62.0	13.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	270.0	1589.0
1163	1247.0	1063.0
285659	1.0	0.0
1161	699.0	881.0
1160	768.0	36.0
1159	99.0	1741.0
1158	5.0	3.0
1157	0.0	0.0
1155	2312.0	1617.0
550643	1635.0	2077.0
283025	0.0	3.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	3755.0	3186.0
1175	2991.0	9398.0
285668	15.0	3.0
1174	1664.0	8007.0
1173	20704.0	22726.0
550631	95.0	250.0
100873489	0.0	0.0
283014	11.0	3.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	79.0	4.0
1186	3644.0	3161.0
1185	2545.0	545.0
1184	760.0	1802.0
1183	1081.0	381.0
1182	8057.0	19068.0
1181	288.0	557.0
440375	57.0	67.0
1180	43.0	15.0
1179	1.0	0.0
1178	0.0	0.0
283089	15.0	3.0
85495	0.0	0.0
85480	361.0	4.0
283080	1.0	0.0
1198	3375.0	2106.0
1197	1.0	1.0
1196	2423.0	955.0
1195	9462.0	2247.0
440366	3.0	3.0
1193	3683.0	527.0
1192	18849.0	29649.0
1191	80931.0	29875.0
1188	32.0	0.0
283078	846.0	7.0
85486	13.0	5.0
128615	0.0	0.0
85481	0.0	0.0
128611	294.0	20.0
440396	49.0	34.0
128609	0.0	0.0
128602	1.0	0.0
440387	1.0	0.0
128674	0.0	0.0
128676	0.0	0.0
114026	0.0	0.0
100861402	4.0	10.0
126014	111.0	103.0
440335	371.0	3710.0
100128690	0.0	0.0
114034	861.0	611.0
126006	48.0	5.0
114036	97.0	27.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	71.0	29.0
100861412	0.0	1.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	4.0	1.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	1.0	0.0
200728	270.0	258.0
440356	10.0	25.0
440354	92.0	33.0
440352	5.0	0.0
100873419	0.0	0.0
100873418	0.0	2.0
100873413	0.0	0.0
128646	1.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	4.0	1.0
100873410	0.0	0.0
100873417	1.0	1.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	142.0	10.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	180.0	46.0
200734	5544.0	8502.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	3.0	0.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	8.0	1.0
100873402	0.0	0.0
100873401	1.0	1.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	5955.0	5454.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	9.0	2.0
165530	165.0	2.0
85409	203.0	123.0
106481385	1.0	0.0
106481386	0.0	1.0
85416	16.0	0.0
106481383	2.0	2.0
85417	72.0	29.0
106481384	0.0	0.0
103106903	4.0	0.0
85414	507.0	2697.0
106481389	0.0	0.0
85415	888.0	3039.0
106481387	0.0	0.0
85413	9.0	1.0
106481388	0.0	6.0
645436	0.0	0.0
106481381	0.0	0.0
106481382	0.0	1.0
10	20.0	27.0
106481380	0.0	0.0
11	0.0	0.0
403341	1747.0	605.0
12	119.0	2.0
13	719.0	6.0
14	8736.0	9752.0
15	8.0	0.0
16	12379.0	7604.0
645455	7.0	1.0
18	1663.0	1213.0
19	9652.0	2098.0
128580	7.0	7.0
85407	351.0	2456.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1994.0	1460.0
106481395	0.0	0.0
85403	1975.0	2541.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	5067.0	2044.0
106481390	0.0	0.0
21	4215.0	10337.0
106481391	0.0	0.0
22	2111.0	1611.0
153571	377.0	671.0
153572	2959.0	1376.0
23	6347.0	7754.0
24	254.0	11.0
25	11445.0	3891.0
26	10.0	3.0
27	3379.0	4152.0
28	981.0	68.0
29	8687.0	7931.0
153579	22279.0	469.0
728615	0.0	0.0
728614	0.0	0.0
200765	188.0	359.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	55.0	15.0
102466518	0.0	1.0
102466516	8.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	1364.0	413.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	3548.0	2832.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	362.0	230.0
106481366	0.0	0.0
30	4122.0	5731.0
106481360	0.0	0.0
31	11114.0	4449.0
32	50640.0	627.0
33	1265.0	4.0
34	6380.0	4013.0
35	4687.0	507.0
153562	772.0	3024.0
36	5647.0	4446.0
37	24342.0	14501.0
38	9558.0	3452.0
440307	13.0	5.0
39	1166.0	2680.0
165545	10.0	1016.0
106481369	0.0	0.0
728606	74.0	17.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	2.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	16.0	1.0
106481370	0.0	0.0
41	316.0	1467.0
106481371	0.0	0.0
43	69.0	123.0
645486	0.0	0.0
47	13009.0	29269.0
48	19683.0	3927.0
49	41.0	3.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	8.0	6.0
106481340	0.0	0.0
85458	7654.0	1173.0
106481345	0.0	0.0
