id	15b1a310-59b4-41e8-bbc3-19131f12ee09	5627702f-b816-439c-8ae2-43b51d455432
3664	9698.0	28964.0
100873324	0.0	0.0
3665	343.0	6360.0
100873323	0.0	0.0
100873322	0.0	0.0
3667	6658.0	5865.0
100873329	0.0	0.0
285590	8703.0	6097.0
100873328	0.0	0.0
3669	693.0	854.0
100873327	0.0	0.0
1009	2745.0	12312.0
100873326	0.0	0.0
100873350	0.0	0.0
116729	0.0	0.0
728477	2.0	1.0
3680	4130.0	544.0
3681	4.0	10.0
100128733	1.0	0.0
100873354	0.0	0.0
3682	742.0	1152.0
100873353	0.0	0.0
3683	719.0	310.0
100873352	0.0	0.0
128710	1045.0	3823.0
3684	946.0	634.0
100873351	0.0	0.0
285512	299.0	71.0
1022	1350.0	1727.0
285513	1297.0	878.0
1021	4848.0	1572.0
1020	387.0	2143.0
440299	1.0	0.0
1019	4283.0	6869.0
128709	2.0	0.0
1018	12.0	9.0
1017	1752.0	3824.0
1016	9.0	5.0
1015	53.0	2.0
1014	0.0	3.0
1013	3.0	48.0
1012	5391.0	1510.0
116730	118.0	52.0
3674	33.0	71.0
100873358	0.0	0.0
3675	8076.0	9255.0
100873357	0.0	0.0
3676	719.0	535.0
100128731	7127.0	7622.0
100873356	0.0	0.0
3678	5250.0	11508.0
3679	1642.0	124.0
100873359	0.0	0.0
728464	109.0	14.0
728463	10.0	14.0
100128725	0.0	0.0
3690	517.0	299.0
3691	12757.0	41800.0
100873343	0.0	1.0
3692	4405.0	9447.0
3693	15665.0	15818.0
285521	1151.0	1580.0
100873342	0.0	0.0
3694	10233.0	196683.0
100873341	0.0	0.0
3695	121.0	50.0
100873340	0.0	0.0
100128723	5.0	36.0
1033	70.0	1100.0
1032	187.0	724.0
285525	6.0	0.0
1031	1887.0	1001.0
285527	5294.0	8756.0
1030	1003.0	2879.0
728468	0.0	0.0
440288	139.0	185.0
1029	185.0	519.0
440295	78.0	56.0
1028	3673.0	258.0
1027	5295.0	1762.0
1026	3007.0	24416.0
1025	2356.0	5178.0
1024	861.0	610.0
3685	11281.0	42642.0
100873347	1.0	0.0
100873346	0.0	0.0
3687	414.0	821.0
100873345	3.0	1.0
3688	36465.0	37733.0
100873344	1.0	0.0
3689	2168.0	3339.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	1.0	0.0
100873371	5.0	2.0
100873370	0.0	0.0
728498	23.0	6.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	1.0	0.0
728492	38.0	21.0
100873375	0.0	0.0
100128710	0.0	0.0
285533	162.0	15.0
100873374	3.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	19.0	19.0
1043	641.0	426.0
1041	6.0	569.0
1040	2276.0	4463.0
1039	1612.0	2909.0
1038	71.0	5.0
1036	1738.0	70.0
3696	5450.0	419.0
3697	1.0	1.0
100873379	0.0	0.0
3698	396.0	173.0
100873378	1.0	3.0
3699	80.0	8.0
100873377	0.0	0.0
728486	5.0	17.0
100873361	0.0	0.0
105373869	2.0	1757.0
100873360	1.0	0.0
285540	184.0	276.0
100128705	2.0	13.0
100873365	0.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	5.0	1.0
100873362	0.0	0.0
100128701	3.0	1.0
1054	2746.0	3524.0
285547	0.0	0.0
1053	3.0	3.0
285548	5.0	18.0
1052	1143.0	463.0
1051	2395.0	1843.0
728489	7.0	12.0
1050	994.0	988.0
100128707	0.0	0.0
1048	34.0	2848.0
1047	124.0	1207.0
1046	0.0	0.0
1045	0.0	0.0
100873369	20.0	19.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	9.0	0.0
1066	1640.0	257.0
1063	830.0	13069.0
1062	160.0	2218.0
1061	8.0	2.0
1060	2321.0	1263.0
440253	230.0	156.0
1059	3889.0	10913.0
1058	41.0	577.0
1057	11.0	9.0
85379	13029.0	17885.0
114112	1117.0	1140.0
1056	224.0	7297.0
85377	2427.0	3328.0
85378	1564.0	2334.0
128745	0.0	0.0
85376	9.0	124.0
440248	662.0	258.0
1075	6425.0	1799.0
1074	9.0	51.0
1073	4365.0	515.0
1072	25875.0	151734.0
1071	137.0	30.0
440243	0.0	0.0
1070	1049.0	1357.0
1069	4399.0	6702.0
1068	0.0	0.0
85369	2270.0	2472.0
85366	2.0	24.0
85364	2019.0	2107.0
85365	3306.0	3837.0
85363	2071.0	4547.0
85360	1083.0	676.0
1080	80.0	28.0
85391	13.0	9.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	3.0	0.0
153733	717.0	1479.0
1087	46.0	1197.0
1086	0.0	0.0
440279	13.0	16.0
1085	3.0	39.0
1084	4.0	6.0
440278	103.0	134.0
1082	1.0	0.0
403294	0.0	0.0
440275	4864.0	5339.0
1081	1.0	2.0
85397	5.0	4.0
85395	208.0	396.0
403285	0.0	0.0
1091	0.0	0.0
1090	1.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	1.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	0.0
440270	598.0	158.0
1089	9.0	8.0
85388	0.0	0.0
85389	0.0	0.0
128718	1.0	0.0
285596	39.0	1.0
285598	1380.0	402.0
126133	413.0	508.0
128790	0.0	0.0
126129	165.0	65.0
126123	0.0	0.0
442862	0.0	0.0
126119	328.0	483.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	1.0	0.0
442894	0.0	0.0
442895	2.0	0.0
114131	0.0	0.0
442896	0.0	0.0
114132	39.0	7.0
442897	0.0	0.0
442898	1.0	0.0
114134	771.0	1326.0
442899	0.0	0.0
100128790	0.0	0.0
128760	10.0	3.0
100128788	50.0	278.0
100128787	0.0	0.0
440225	0.0	0.0
440224	10.0	6.0
442890	0.0	0.0
442891	1.0	0.0
442892	3.0	0.0
128756	0.0	0.0
100128782	212.0	210.0
100128781	4.0	0.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	2.0	5.0
403234	0.0	0.0
403235	0.0	1.0
403236	0.0	0.0
63982	199.0	13.0
102466616	0.0	0.0
126052	0.0	0.0
151009	77.0	30.0
403227	0.0	0.0
403228	0.0	0.0
138046	1.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	0.0
645572	0.0	0.0
645571	7.0	23.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	945.0	872.0
107131122	0.0	1.0
138050	11781.0	3832.0
403219	1.0	0.0
151011	7933.0	2827.0
645587	6.0	0.0
165679	421.0	565.0
126037	39.0	406.0
114049	2881.0	6688.0
106481479	1.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	1223.0	303.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	2382.0	2704.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	447.0	184.0
100033820	0.0	0.0
106481480	1.0	1.0
106481481	0.0	0.0
138065	413.0	3.0
645598	0.0	0.0
163007	3.0	0.0
114038	1.0	3.0
645591	0.0	0.0
106481495	0.0	1.0
114041	238.0	29.0
106481496	0.0	0.0
114042	1.0	2.0
106481493	0.0	0.0
114043	27.0	31.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	346.0	130.0
126017	763.0	606.0
106481497	1.0	0.0
106481498	0.0	0.0
85303	0.0	0.0
85300	10.0	2.0
85301	1389.0	343.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	2.0	1.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1073.0	5810.0
106481459	0.0	0.0
26994	9559.0	10001.0
106481457	11.0	8.0
26995	1795.0	4701.0
106481458	0.0	0.0
403271	0.0	0.0
26998	6.0	64.0
403272	0.0	1.0
102466659	0.0	0.0
26999	1323.0	180.0
403273	0.0	0.0
102466658	2.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	5.0	1.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1074.0	2184.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	3.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	1.0	0.0
106481471	0.0	0.0
85329	1392.0	1.0
106481472	0.0	0.0
106481477	0.0	1.0
106481478	0.0	0.0
106481475	1.0	1.0
106481476	0.0	0.0
85320	1647.0	55079.0
106481470	0.0	1.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	831.0	1256.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	7.0	2.0
106481437	0.0	0.0
26974	445.0	32.0
153657	79.0	13.0
106481438	2.0	0.0
106481435	0.0	0.0
26973	1440.0	2469.0
165631	118.0	49.0
106481436	0.0	1.0
26978	18.0	13.0
126075	528.0	1885.0
106481439	0.0	0.0
403250	0.0	0.0
126074	159.0	646.0
403251	0.0	0.0
106481440	0.0	1.0
106481441	0.0	0.0
85359	1022.0	4807.0
106481444	10.0	0.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	1642.0	2097.0
85354	0.0	0.0
85352	141.0	131.0
403241	1.0	0.0
344462	2.0	1.0
403244	0.0	0.0
403245	0.0	0.0
153642	798.0	355.0
153643	15.0	8.0
403247	0.0	0.0
403248	0.0	0.0
26985	5349.0	5134.0
106481448	0.0	0.0
26986	124327.0	86172.0
126069	201.0	155.0
106481449	0.0	0.0
126068	1410.0	996.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1265.0	1478.0
106481447	0.0	0.0
106481451	4.0	6.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	875.0	82.0
106481455	0.0	1.0
85349	75.0	17.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	3.0
85347	0.0	0.0
26980	13.0	6.0
106481454	0.0	0.0
403238	0.0	0.0
85344	5.0	98.0
403239	0.0	0.0
85345	0.0	2.0
85343	0.0	1.0
344454	4.0	42.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	5.0	0.0
100873392	2.0	1.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	1.0	0.0
106481415	0.0	0.0
106481416	0.0	5.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	3225.0	6203.0
100873390	0.0	0.0
728556	61.0	594.0
106481419	0.0	0.0
100128817	1.0	0.0
728558	123.0	95.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	661.0	513.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	1.0
100873382	0.0	0.0
100873381	8.0	1.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	1.0
285600	277.0	266.0
100873384	0.0	0.0
285601	49.0	14.0
106481426	0.0	0.0
106481427	1.0	0.0
222005	0.0	1.0
63910	81.0	187.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	676.0	1534.0
222008	7.0	17.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	3650.0	3785.0
63904	0.0	0.0
106481430	0.0	0.0
163071	52.0	9.0
63906	541.0	899.0
106481433	0.0	0.0
63908	953.0	879.0
106481434	0.0	0.0
106481431	2.0	0.0
106481432	0.0	1.0
100873389	0.0	0.0
100873388	9.0	0.0
285613	23.0	89.0
63920	731.0	417.0
63923	587.0	67.0
63922	119.0	412.0
728577	152.0	0.0
63925	1264.0	2543.0
63924	5023.0	16.0
63916	3896.0	7231.0
63917	4380.0	1887.0
106481400	1.0	0.0
106481401	0.0	0.0
728562	4.0	4.0
728564	2.0	5.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1652.0	2562.0
106481402	0.0	0.0
63931	2356.0	2736.0
106481403	0.0	0.0
63934	904.0	74.0
728567	9.0	1.0
106481408	0.0	0.0
163088	12.0	3.0
63933	2331.0	3274.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3281.0	3633.0
163087	1171.0	591.0
728568	366.0	462.0
106481407	15.0	5.0
3704	1210.0	2494.0
3705	2847.0	5154.0
63926	840.0	3310.0
3706	11.0	246.0
63929	1521.0	3335.0
3707	3714.0	4160.0
63928	9.0	0.0
3708	11523.0	7599.0
106481411	1.0	0.0
3709	11133.0	3967.0
106481412	0.0	0.0
106481410	5.0	0.0
3700	14.0	5.0
3702	198.0	77.0
3703	15268.0	18548.0
645506	0.0	1.0
151050	1454.0	1055.0
645520	0.0	0.0
63941	665.0	1986.0
63940	1039.0	406.0
63943	349.0	399.0
728517	1.0	0.0
163033	364.0	335.0
258010	1707.0	4536.0
63947	0.0	0.0
63946	0.0	183.0
728513	0.0	0.0
100033803	0.0	0.0
3716	22574.0	15444.0
100033804	0.0	0.0
3717	1751.0	2596.0
100033805	0.0	0.0
3718	350.0	302.0
63939	2275.0	2052.0
100033806	0.0	0.0
100190799	5.0	5.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	133.0	102.0
3710	2673.0	8373.0
3712	4707.0	6748.0
3713	2.0	90.0
3714	2483.0	2148.0
63950	1.0	0.0
728505	0.0	1.0
63951	175.0	21.0
100033807	0.0	0.0
728501	100.0	27.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	2544.0	6482.0
100033814	0.0	0.0
3727	5470.0	5894.0
63948	0.0	0.0
100033815	0.0	0.0
222052	2.0	1.0
3728	17682.0	43257.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1972.0	5097.0
151056	377.0	113.0
3725	5935.0	9662.0
645528	3.0	0.0
728532	31.0	50.0
163059	392.0	738.0
728538	1.0	0.0
728537	253.0	177.0
63967	66.0	1812.0
3737	26.0	4.0
3738	70.0	23.0
3739	5.0	1.0
645538	0.0	0.0
3730	2024.0	7744.0
3732	2618.0	6670.0
3734	0.0	0.0
3735	12000.0	11416.0
3736	175.0	46.0
63970	215.0	6.0
3750	402.0	49.0
63971	7481.0	6398.0
63974	0.0	0.0
163049	3054.0	2298.0
63973	153.0	18.0
63976	318.0	97.0
222068	7462.0	9127.0
63978	0.0	0.0
63977	680.0	833.0
63979	1196.0	1432.0
728524	0.0	0.0
3748	906.0	226.0
163051	56.0	17.0
3749	3343.0	657.0
163050	41.0	113.0
3741	55.0	0.0
645548	10.0	19.0
3743	3.0	2.0
3744	0.0	0.0
3745	1052.0	316.0
3746	39.0	31.0
3747	16.0	0.0
285671	1061.0	164.0
285672	2501.0	1346.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	25.0	638.0
285676	133.0	34.0
3761	3.0	4.0
100128657	1.0	0.0
285679	1.0	1.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	3356.0	289.0
283008	6.0	2.0
3751	665.0	131.0
100873435	0.0	0.0
3752	932.0	1421.0
100873434	0.0	0.0
3753	442.0	1.0
100873433	0.0	0.0
3754	42.0	28.0
100873432	0.0	0.0
3755	92.0	4.0
100873439	0.0	0.0
3756	24.0	640.0
100873438	0.0	0.0
3757	69.0	43.0
100873437	0.0	0.0
3758	4.0	1.0
100873436	0.0	0.0
100873420	7.0	0.0
3770	93.0	64.0
3772	236.0	373.0
100861458	0.0	0.0
100861453	45.0	22.0
100861455	0.0	1.0
1107	13028.0	12325.0
1106	7310.0	9305.0
1105	3477.0	3881.0
1104	1383.0	3677.0
100873429	0.0	0.0
1103	0.0	0.0
1102	2364.0	920.0
1101	365.0	444.0
3762	409.0	301.0
100873424	0.0	0.0
3763	21.0	54.0
100128640	263.0	152.0
100873423	0.0	0.0
3764	1718.0	518.0
100873422	0.0	0.0
3765	4.0	0.0
100873421	1.0	0.0
3766	16.0	20.0
100873428	0.0	0.0
3767	139.0	713.0
100873427	0.0	0.0
3768	308.0	171.0
1109	2.0	2.0
100873426	1.0	4.0
1108	14084.0	25259.0
3769	29.0	303.0
100873425	0.0	0.0
100128637	1.0	0.0
100128639	0.0	0.0
3780	9.0	5.0
100873453	0.0	0.0
3781	41.0	94.0
100873452	0.0	2.0
3782	896.0	369.0
100873451	0.0	0.0
3783	1243.0	813.0
100873450	0.0	0.0
1121	2197.0	3238.0
100861468	0.0	0.0
1120	142.0	123.0
100861469	1.0	1.0
1118	130.0	16.0
1117	3756.0	172.0
1116	3153.0	148.0
1114	4.0	3.0
1113	6.0	1.0
1112	8595.0	2771.0
1111	436.0	1302.0
3773	4201.0	1.0
100873457	3.0	2.0
100873456	0.0	0.0
3775	512.0	5269.0
100873455	0.0	0.0
3776	1980.0	54.0
100873454	0.0	0.0
3777	531.0	5.0
3778	9113.0	6847.0
3779	3632.0	1802.0
100873459	0.0	0.0
1119	2303.0	3118.0
100128627	4.0	4.0
100128626	0.0	0.0
3790	1248.0	1014.0
100128628	6.0	19.0
3791	7062.0	2365.0
100873442	0.0	0.0
3792	23.0	2.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	5.0	21.0
1131	238.0	37.0
1130	4752.0	2769.0
100861476	0.0	0.0
1129	6.0	0.0
1128	253.0	73.0
1124	370.0	364.0
1123	1363.0	2777.0
1122	1500.0	8137.0
100861470	0.0	0.0
3784	694.0	7741.0
100873446	0.0	0.0
3785	3.0	14.0
100873445	0.0	1.0
3786	258.0	356.0
100873444	0.0	0.0
3787	569.0	1.0
100873443	0.0	0.0
3788	22.0	5.0
100873449	15.0	1.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	1.0	0.0
283050	166.0	19.0
100128618	2.0	5.0
728597	6.0	0.0
100128617	1.0	14.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	88.0	1.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	6.0	124.0
285634	4.0	5.0
1142	1.0	0.0
1141	80.0	9.0
285636	3605.0	3766.0
1140	649.0	249.0
728599	4.0	3.0
1139	25.0	6.0
1138	101.0	220.0
1137	5.0	1354.0
100861485	0.0	0.0
1136	31.0	23.0
1135	14.0	0.0
1134	7.0	211.0
1133	11.0	16.0
3795	262.0	172.0
100873479	11.0	6.0
3796	2151.0	2782.0
100873478	0.0	0.0
3797	1382.0	583.0
100873477	4.0	0.0
3798	226.0	50.0
100873476	0.0	0.0
3799	14124.0	28279.0
100873460	0.0	0.0
728586	27.0	13.0
285641	0.0	0.0
100873464	4.0	1.0
100873463	0.0	1.0
100873462	0.0	2.0
285643	1.0	4.0
100128603	1.0	0.0
100873461	0.0	0.0
1154	1426.0	3879.0
1153	22760.0	10097.0
1152	1661.0	1418.0
285647	25.0	36.0
728589	19.0	278.0
728588	1.0	15.0
1149	2172.0	3.0
1147	1547.0	1871.0
1146	0.0	3.0
1145	192.0	235.0
1144	0.0	1.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	1.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	327.0	2535.0
1163	1440.0	2065.0
285659	0.0	0.0
1161	626.0	389.0
1160	238.0	47.0
1159	105.0	126.0
1158	2.0	2.0
1157	0.0	0.0
1155	1745.0	3367.0
550643	2128.0	3053.0
283025	0.0	1.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	4986.0	5319.0
1175	2333.0	4371.0
285668	19.0	3.0
1174	1196.0	7911.0
1173	17915.0	35661.0
550631	101.0	303.0
100873489	0.0	0.0
283014	11.0	7.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	13.0	3.0
1186	1889.0	7344.0
1185	2493.0	1073.0
1184	834.0	878.0
1183	1084.0	410.0
1182	9428.0	19362.0
1181	194.0	462.0
440375	21.0	68.0
1180	38.0	6.0
1179	3.0	1.0
1178	54.0	0.0
283089	15.0	3.0
85495	0.0	0.0
85480	280.0	0.0
283080	0.0	1.0
1198	2437.0	2001.0
1197	1.0	1.0
1196	1786.0	1760.0
1195	5331.0	4111.0
440366	0.0	1.0
1193	3599.0	259.0
1192	14388.0	19956.0
1191	104310.0	400635.0
1188	36.0	0.0
283078	309.0	9.0
85486	12.0	8.0
128615	0.0	0.0
85481	0.0	0.0
128611	142.0	19.0
440396	41.0	77.0
128609	0.0	0.0
128602	0.0	0.0
440387	0.0	0.0
128674	0.0	0.0
128676	2.0	1.0
114026	0.0	0.0
100861402	4.0	8.0
126014	124.0	347.0
440335	551.0	2117.0
100128690	0.0	0.0
114034	631.0	844.0
126006	12.0	62.0
114036	70.0	45.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	23.0	41.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	0.0	1.0
100128678	1.0	4.0
100861429	0.0	0.0
128653	0.0	16.0
200728	237.0	363.0
440356	2.0	2.0
440354	71.0	56.0
440352	1.0	2.0
100873419	0.0	0.0
100873418	3.0	0.0
100873413	0.0	0.0
128646	1.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	2.0	3.0
100873410	0.0	0.0
100873417	2.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	1.0	2.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	227.0	97.0
200734	4715.0	14038.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	5.0	2.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	0.0	2.0
100873402	0.0	0.0
100873401	3.0	1.0
100873400	0.0	0.0
100128665	0.0	1.0
128637	4891.0	7055.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	11.0	2.0
165530	96.0	1.0
85409	88.0	220.0
106481385	0.0	0.0
106481386	1.0	0.0
85416	12.0	3.0
106481383	1.0	1.0
85417	33.0	37.0
106481384	0.0	0.0
103106903	5.0	0.0
85414	648.0	1074.0
106481389	0.0	0.0
85415	1628.0	2112.0
106481387	0.0	0.0
85413	8.0	0.0
106481388	7.0	4.0
645436	1.0	0.0
106481381	0.0	1.0
106481382	0.0	1.0
10	15.0	11.0
106481380	0.0	0.0
11	0.0	0.0
403341	1811.0	1220.0
12	397.0	172.0
13	658.0	4.0
14	3598.0	13025.0
15	5.0	2.0
16	6810.0	18701.0
645455	17.0	42.0
18	1424.0	1030.0
19	5969.0	2105.0
128580	33.0	12.0
85407	127.0	311.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1235.0	3656.0
106481395	0.0	1.0
85403	2042.0	7854.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	3466.0	12959.0
106481390	0.0	0.0
21	2535.0	4059.0
106481391	0.0	0.0
22	2158.0	2136.0
153571	773.0	485.0
153572	5215.0	848.0
23	3530.0	7380.0
24	741.0	133.0
25	8448.0	8237.0
26	24.0	305.0
27	3137.0	3786.0
28	908.0	88.0
29	5897.0	5386.0
153579	3600.0	115.0
728615	0.0	1.0
728614	0.0	0.0
200765	331.0	164.0
106481358	0.0	1.0
106481359	0.0	0.0
728611	79.0	28.0
102466518	1.0	0.0
102466516	2.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	1.0
85438	0.0	0.0
106481361	0.0	0.0
85439	2067.0	1092.0
106481362	0.0	1.0
106481367	0.0	1.0
85437	3102.0	4369.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	172.0	76.0
106481366	0.0	0.0
30	1612.0	5007.0
106481360	0.0	0.0
31	6209.0	5714.0
32	8065.0	1331.0
33	464.0	5.0
34	3352.0	2145.0
35	893.0	109.0
153562	1620.0	4212.0
36	5056.0	2097.0
37	9603.0	10587.0
38	5576.0	5169.0
440307	6.0	5.0
39	1006.0	3984.0
165545	7.0	35.0
106481369	0.0	0.0
728606	41.0	0.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	1.0	0.0
106481378	3.0	2.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	40.0	0.0
106481370	0.0	0.0
41	339.0	230.0
106481371	0.0	0.0
43	25.0	9.0
645486	2.0	0.0
47	8083.0	15408.0
48	6135.0	4382.0
49	17.0	9.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	3.0	0.0
106481341	0.0	0.0
106481342	4.0	3.0
106481340	1.0	0.0
