id	f4a128be-6910-49c3-9f0c-b6bd702ab7ce	62299b4e-203a-4f74-a2d9-94e0617acfb8
102724000	0.0	0.0
100271545	0.0	0.0
401258	16.0	3.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	994.0	1171.0
440854	20.0	35.0
222698	75.0	20.0
222696	130.0	6.0
161497	25.0	6.0
100271529	5.0	4.0
222699	33.0	19.0
100271536	0.0	0.0
100271538	13.0	2.0
100271537	0.0	0.0
93190	0.0	0.0
283601	0.0	0.0
100271531	6.0	5.0
283600	0.0	5.0
220042	257.0	868.0
93183	1625.0	2186.0
100271518	3.0	0.0
100271517	0.0	0.0
93185	3067.0	7849.0
100271525	0.0	0.0
100271526	9.0	25.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	9.0	0.0
100271523	0.0	0.0
100271522	1.0	0.0
100271507	0.0	0.0
100271506	1.0	0.0
100271516	0.0	0.0
100271510	0.0	0.0
220064	1337.0	860.0
220047	7.0	3.0
100271503	0.0	0.0
10808	4956.0	8242.0
56130	311.0	136.0
10807	1579.0	2289.0
56131	464.0	64.0
56132	170.0	60.0
10809	4443.0	3476.0
220081	32.0	6.0
83756	36.0	152.0
10811	743.0	346.0
56137	7.0	40.0
10810	1904.0	1020.0
83755	0.0	0.0
56138	13.0	21.0
83758	356.0	118.0
10813	1938.0	2448.0
56139	66.0	26.0
401207	255.0	205.0
220082	0.0	11.0
83757	2.0	0.0
83752	9832.0	4393.0
56133	529.0	776.0
10815	424.0	58.0
10814	3.0	7.0
56134	34.0	17.0
10817	394.0	341.0
56135	37.0	17.0
10816	0.0	0.0
283643	267.0	934.0
56136	6.0	1.0
643535	1.0	2.0
643536	0.0	0.0
22800	1566.0	1425.0
22801	1593.0	4477.0
643550	10.0	3.0
22802	135.0	14.0
22803	7862.0	5968.0
440804	1.0	0.0
22806	1324.0	1163.0
22807	1294.0	378.0
10819	178.0	122.0
56140	1.0	3.0
10818	4562.0	1858.0
56141	12.0	9.0
56142	29.0	2.0
56143	10.0	2.0
83737	5333.0	2989.0
220070	0.0	0.0
10822	1.0	0.0
283638	3501.0	5804.0
83744	511.0	212.0
10821	23.0	2.0
10824	1.0	6.0
83746	2563.0	1597.0
10823	0.0	1.0
83741	0.0	0.0
283635	2729.0	2469.0
10826	6093.0	258.0
220074	951.0	353.0
56144	45.0	16.0
10825	1409.0	765.0
56145	37.0	13.0
83740	0.0	0.0
83743	2291.0	3657.0
56146	13.0	9.0
10828	5.0	1.0
10827	1701.0	724.0
83742	4258.0	3843.0
56147	4.0	17.0
283631	1.0	1.0
10820	6.0	0.0
440836	1500.0	1062.0
643563	5.0	0.0
56154	1.0	165.0
81109	0.0	0.0
283629	178.0	35.0
56159	5.0	42.0
81115	1.0	0.0
81116	0.0	0.0
56155	106.0	62.0
283624	891.0	211.0
102724097	243.0	7.0
256006	62.0	10.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	8.0	1.0
81114	0.0	0.0
81110	0.0	0.0
440829	0.0	0.0
440823	356.0	300.0
440822	1.0	0.0
56163	0.0	3.0
56164	55.0	9.0
256021	456.0	48.0
56165	56.0	15.0
83759	1458.0	1244.0
56160	1391.0	815.0
10800	516.0	156.0
283617	0.0	0.0
81104	0.0	0.0
10802	2541.0	1522.0
10801	15789.0	23787.0
10804	65.0	562.0
10803	6.0	2.0
56167	0.0	0.0
10806	1830.0	2021.0
56168	0.0	0.0
56169	69.0	1862.0
643582	0.0	0.0
643586	9.0	3.0
256076	2.0	14.0
401253	4.0	3.0
56171	414.0	29.0
401251	30.0	18.0
56172	6662.0	8819.0
401250	11.0	0.0
81137	0.0	0.0
81138	2.0	0.0
83795	0.0	0.0
102724076	0.0	0.0
102724077	16.0	17.0
283688	0.0	0.0
401247	34.0	6.0
81136	0.0	0.0
283687	220.0	207.0
283685	0.0	0.0
93109	718.0	344.0
283682	8.0	9.0
100126825	0.0	0.0
93107	0.0	0.0
643596	16.0	7.0
56180	726.0	701.0
93100	1082.0	2831.0
401242	2.0	3.0
256085	1.0	0.0
56181	4097.0	1699.0
81126	0.0	0.0
81127	0.0	0.0
83787	2150.0	2128.0
283677	1.0	0.0
401237	831.0	881.0
83786	2467.0	3985.0
401236	541.0	33.0
283673	1045.0	46.0
93134	3836.0	1481.0
401233	0.0	0.0
401232	330.0	98.0
256051	1253.0	826.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	127.0	71.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	751.0	776.0
283659	364.0	34.0
100271587	0.0	1.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	1.0	0.0
283651	200.0	48.0
100271585	0.0	0.0
100271584	2.0	1.0
100271581	0.0	0.0
22998	8824.0	9919.0
22999	43.0	44.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	7691.0	2972.0
100151671	0.0	0.0
100151672	1.0	0.0
22992	13468.0	11376.0
22993	5502.0	2003.0
100151674	0.0	0.0
22994	891.0	2588.0
83903	55.0	442.0
22995	374.0	705.0
83902	4.0	20.0
22996	5454.0	1803.0
22997	205.0	3.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	1.0	1.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	2.0	4.0
100151684	0.0	4.0
100151685	0.0	0.0
100151681	4.0	0.0
56302	15.0	1.0
83901	0.0	0.0
342538	18.0	4.0
83900	0.0	0.0
56300	4.0	13.0
56301	667.0	19.0
124411	1273.0	694.0
22976	1566.0	1206.0
22977	847.0	55.0
22978	2491.0	2019.0
22979	134.0	239.0
22970	56.0	8.0
22971	489.0	832.0
22974	349.0	21632.0
83932	948.0	1267.0
10998	351.0	254.0
83931	4571.0	2529.0
342527	33.0	21.0
148418	95.0	76.0
83933	300.0	230.0
124404	16.0	8.0
10999	1308.0	2054.0
124401	1063.0	661.0
124402	800.0	1196.0
83930	1787.0	1493.0
56311	8.0	8.0
10990	424.0	254.0
100126693	2.0	9.0
10992	14326.0	21784.0
606500	0.0	0.0
10991	410.0	2343.0
10994	2821.0	4141.0
10993	359.0	1112.0
22987	147.0	3.0
22989	11.0	20.0
22980	7292.0	6394.0
22981	1312.0	438.0
22982	3915.0	3031.0
22983	36.0	20.0
22984	3777.0	3477.0
22985	12317.0	7741.0
22986	1.0	13.0
58986	1570.0	5045.0
148423	1258.0	825.0
58985	108.0	129.0
342510	104.0	326.0
283694	0.0	0.0
283693	35.0	6.0
283692	7.0	0.0
22954	1428.0	1015.0
22955	4039.0	3382.0
112487	1062.0	615.0
22950	2091.0	4211.0
391524	3.0	1.0
22952	19.0	0.0
22953	46.0	32.0
391526	1.0	0.0
10975	2243.0	2221.0
83953	3.0	3.0
10978	1084.0	980.0
83955	19.0	21.0
10979	7345.0	3309.0
112495	1979.0	3519.0
10970	5380.0	12403.0
56339	3519.0	1342.0
10972	22994.0	16269.0
10971	20067.0	36387.0
10974	0.0	0.0
10973	3611.0	4474.0
401409	39.0	23.0
112479	1354.0	967.0
112476	159.0	188.0
391530	0.0	0.0
83939	7384.0	8171.0
56341	5.0	2.0
391533	3.0	0.0
124460	552.0	695.0
83935	538.0	278.0
83938	429.0	289.0
391538	1.0	1.0
83937	2418.0	2172.0
10987	3490.0	3988.0
83943	866.0	377.0
83942	2.0	0.0
10989	5305.0	7653.0
10988	6263.0	4854.0
56342	227.0	269.0
124454	1956.0	1785.0
56344	0.0	0.0
83941	1540.0	1139.0
83940	1511.0	1692.0
643503	0.0	1.0
10981	1448.0	2157.0
112483	2659.0	1266.0
10980	4505.0	6408.0
10983	31198.0	20544.0
10982	2913.0	1441.0
643507	9.0	1.0
10985	8876.0	8365.0
10984	751.0	340.0
22932	89.0	96.0
22933	3401.0	4803.0
22934	1294.0	2229.0
22936	4256.0	3181.0
22937	5552.0	4750.0
22938	4841.0	5043.0
112464	982.0	3329.0
22930	6557.0	5397.0
22931	6860.0	3071.0
81309	0.0	0.0
391504	0.0	0.0
10954	1658.0	1775.0
10953	1931.0	2426.0
10956	19242.0	16971.0
81315	0.0	0.0
10955	14691.0	8231.0
391508	2.0	1.0
81316	0.0	0.0
10957	9389.0	4294.0
124446	5699.0	5911.0
81310	0.0	0.0
10959	16686.0	26500.0
22929	4743.0	8092.0
10950	1454.0	2936.0
10952	3017.0	4557.0
10951	5738.0	8474.0
22943	100.0	152.0
22944	1082.0	1692.0
22945	0.0	0.0
22947	0.0	0.0
22948	6532.0	38192.0
22949	2643.0	1383.0
83957	2.0	0.0
22941	4574.0	852.0
83959	388.0	446.0
10965	758.0	150.0
391518	2.0	0.0
10964	14280.0	6184.0
81304	0.0	0.0
10966	2121.0	1348.0
10969	2877.0	5590.0
81300	0.0	0.0
10961	9283.0	8753.0
10960	6458.0	8344.0
643529	386.0	61.0
10963	6060.0	13083.0
10962	476.0	783.0
148479	3072.0	2316.0
197407	857.0	1014.0
391576	0.0	2.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	1.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	2322.0	1163.0
391548	0.0	0.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	0.0	2.0
391552	4.0	10.0
474383	0.0	1.0
474382	0.0	0.0
222701	3.0	0.0
767569	0.0	0.0
391559	10.0	5.0
767577	0.0	0.0
767579	0.0	0.0
767578	1.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	5.0	1.0
207107	13.0	6.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	4.0	0.0
474345	6.0	1.0
474344	5328.0	763.0
474343	104.0	101.0
246717	0.0	1.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	9.0	152.0
161406	42.0	3.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	1.0	0.0
100151640	7.0	0.0
100151641	0.0	0.0
246715	2.0	2.0
767557	15.0	17.0
606553	0.0	0.0
606551	42.0	55.0
474354	10.0	0.0
100151657	0.0	0.0
100151658	1.0	0.0
100151654	0.0	0.0
161436	337.0	48.0
100151655	0.0	0.0
391584	0.0	0.0
100151656	1.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	13.0	5.0
100151652	0.0	0.0
100151668	2.0	0.0
391592	9.0	2.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	3786.0	2967.0
100151667	0.0	0.0
391598	3.0	0.0
100151661	3.0	0.0
100151663	0.0	0.0
474338	19.0	12.0
474337	0.0	0.0
197370	2467.0	2287.0
220112	4.0	0.0
246744	1.0	0.0
220115	18.0	0.0
93273	46.0	124.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	1.0	0.0
100271456	0.0	0.0
100271451	0.0	0.0
81295	0.0	0.0
100271452	0.0	0.0
220108	292.0	210.0
220107	49.0	74.0
100271448	1.0	0.0
100271447	1.0	2.0
100271449	0.0	0.0
100271444	1.0	1.0
100271445	1.0	1.0
81285	38.0	13.0
81282	0.0	0.0
197350	63.0	14.0
246720	4.0	3.0
401399	171.0	9.0
401398	98.0	28.0
246721	0.0	0.0
220134	51.0	2036.0
401397	1744.0	1776.0
246723	14.0	10.0
220136	106.0	61.0
401393	36.0	0.0
100271437	1.0	0.0
100271439	2.0	1.0
100271438	1.0	3.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	656.0	412.0
246731	4.0	2.0
401387	5.0	2.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	26.0	103.0
100271420	0.0	0.0
197358	762.0	274.0
199990	1463.0	1516.0
246785	40.0	59.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	0.0	1.0
283726	149.0	23.0
100271414	0.0	0.0
100887075	0.0	0.0
439990	31.0	169.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	150.0	45.0
100271413	0.0	0.0
197320	1361.0	627.0
439996	2.0	1.0
100887074	0.0	0.0
439992	53.0	14.0
100887073	0.0	0.0
197322	1601.0	1149.0
439994	267.0	43.0
102724105	695.0	368.0
220147	0.0	0.0
100271404	0.0	0.0
100887067	8.0	41.0
102724101	0.0	0.0
100271406	3.0	0.0
100271405	8.0	0.0
100271400	0.0	0.0
283711	1.0	0.0
100271402	0.0	0.0
197331	14.0	14.0
197335	1599.0	1030.0
440993	1131.0	465.0
440992	29.0	43.0
161394	170.0	37.0
199964	82.0	218.0
8000	145.0	388.0
8001	1684.0	1.0
246777	50.0	26.0
246778	4.0	31.0
606495	489.0	133.0
199974	2609.0	7.0
8013	271.0	189.0
22911	1464.0	1271.0
439949	191.0	28.0
22913	6211.0	9911.0
643421	0.0	0.0
22914	61.0	13.0
22915	5640.0	33.0
439945	0.0	0.0
22916	5836.0	4832.0
731605	8.0	10.0
22917	18.0	28.0
10929	5656.0	2854.0
10928	6765.0	5377.0
56252	7800.0	4870.0
56253	82.0	78.0
401331	176.0	61.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	0.0
83877	2777.0	2910.0
56259	2824.0	3107.0
83876	157.0	127.0
81215	0.0	0.0
83879	271.0	980.0
10934	3.0	1.0
83878	600.0	47.0
283768	0.0	0.0
10933	16091.0	12731.0
10936	249.0	48.0
56254	5352.0	3605.0
83873	21.0	3.0
256148	0.0	0.0
81210	3.0	0.0
283767	0.0	0.0
56255	9371.0	3348.0
83872	3221.0	898.0
10935	10446.0	3773.0
81211	0.0	0.0
56256	3630.0	3938.0
10938	3319.0	6884.0
83875	103.0	25.0
83874	1145.0	740.0
56257	4731.0	4249.0
22907	4812.0	4642.0
643414	6.0	10.0
439953	6.0	6.0
22908	4939.0	1481.0
83871	3238.0	5526.0
22909	1747.0	673.0
283761	0.0	1.0
439954	2.0	2.0
643418	2.0	0.0
10930	23.0	6.0
439950	0.0	0.0
22921	1352.0	2525.0
8022	0.0	0.0
440926	328.0	770.0
22924	1364.0	751.0
440925	26.0	13.0
8028	3079.0	2677.0
22925	3337.0	958.0
8029	395.0	179.0
22926	6050.0	5452.0
439934	0.0	2.0
22927	1240.0	824.0
8027	1514.0	2505.0
22928	5301.0	7739.0
439936	8.0	1.0
56261	3505.0	915.0
56262	4861.0	3765.0
10939	3896.0	3683.0
401321	306.0	139.0
8021	5690.0	4444.0
83858	835.0	776.0
22920	2795.0	4099.0
56260	351.0	112.0
10943	2343.0	3240.0
56269	0.0	3.0
83866	0.0	0.0
81203	0.0	0.0
10942	334.0	40.0
81204	0.0	0.0
10945	8256.0	19499.0
83868	0.0	0.0
81205	0.0	0.0
10944	9952.0	5606.0
83867	0.0	0.0
10947	1852.0	1119.0
56265	2506.0	1627.0
83862	2275.0	2388.0
401316	73.0	18.0
83861	1844.0	786.0
283755	433.0	17.0
10946	6424.0	6532.0
56267	2724.0	1630.0
10949	10640.0	6380.0
81201	0.0	0.0
10948	2597.0	2519.0
256158	787.0	74.0
83863	0.0	0.0
81202	0.0	0.0
22918	7758.0	3075.0
22919	7601.0	8933.0
439941	0.0	1.0
83860	1438.0	1904.0
8019	3218.0	1743.0
10941	0.0	1.0
643427	41.0	15.0
10940	381.0	1175.0
8036	3991.0	2298.0
8034	2267.0	647.0
440957	638.0	440.0
440956	0.0	0.0
440955	2.0	3.0
8038	1425.0	7994.0
10907	2072.0	1831.0
10906	3807.0	4009.0
440952	151.0	40.0
10908	2529.0	2807.0
93210	2970.0	1419.0
8031	19401.0	9980.0
256130	0.0	0.0
56270	7733.0	12296.0
56271	3735.0	778.0
8030	8573.0	10480.0
10910	3911.0	2433.0
83899	0.0	0.0
81236	0.0	0.0
283748	3.0	13.0
10912	209.0	257.0
283747	3.0	2.0
10911	37.0	83.0
10914	13859.0	10416.0
256126	59.0	18.0
83895	0.0	1.0
10913	106.0	13.0
83894	8.0	6.0
10916	27969.0	9246.0
83897	1.0	0.0
401303	104.0	65.0
10915	4043.0	2747.0
283742	3066.0	1795.0
83896	2.0	3.0
83891	1692.0	712.0
83890	41.0	6.0
83893	0.0	0.0
81230	0.0	0.0
83892	6163.0	5242.0
22900	3523.0	1112.0
93202	1.0	0.0
22901	1366.0	204.0
22902	3152.0	1251.0
8045	1181.0	1327.0
22903	3088.0	1809.0
22904	4312.0	6008.0
22905	2525.0	2704.0
8048	0.0	0.0
440944	1149.0	648.0
22906	6842.0	1916.0
256144	0.0	0.0
10917	4.0	0.0
10919	4075.0	6384.0
83888	155.0	36.0
10921	5215.0	10714.0
283738	0.0	1.0
83887	15.0	7.0
10920	3106.0	2211.0
81226	0.0	0.0
10923	13274.0	15754.0
10922	2407.0	2208.0
83889	8.0	5.0
81228	0.0	0.0
83884	2.0	3.0
56287	3.0	0.0
81221	0.0	0.0
56288	4480.0	3150.0
10924	1414.0	237.0
10927	10616.0	5395.0
83886	87.0	1159.0
81223	0.0	0.0
10926	596.0	1595.0
81224	0.0	0.0
643447	8.0	0.0
643445	0.0	0.0
83882	237.0	158.0
83881	15.0	136.0
439965	58.0	16.0
643446	24.0	22.0
93233	84.0	44.0
256190	0.0	0.0
112401	0.0	0.0
106481976	1.0	0.0
8050	2148.0	1569.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	46.0	8.0
106481975	2.0	0.0
106481978	0.0	1.0
106481979	0.0	0.0
106481980	1.0	1.0
100271499	1.0	0.0
100271498	2.0	0.0
106481981	0.0	0.0
100271495	0.0	0.0
643459	0.0	1.0
81251	1.0	0.0
100271491	2.0	1.0
100271493	1.0	1.0
643470	0.0	0.0
643471	0.0	1.0
8061	44.0	1280.0
8065	4416.0	2025.0
81248	2.0	0.0
10901	795.0	476.0
10900	30.0	64.0
10903	1574.0	2970.0
81243	1.0	0.0
10902	4991.0	1816.0
81244	0.0	1.0
100271487	6.0	1.0
10905	5620.0	4521.0
10904	6984.0	2578.0
81246	0.0	0.0
283796	8.0	1.0
100271483	0.0	1.0
81240	0.0	0.0
342574	3.0	1.0
100271486	1.0	0.0
100271485	2.0	0.0
81242	2.0	0.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	8269.0	14846.0
440917	16.0	5.0
439927	2.0	0.0
440915	423.0	3.0
8078	4128.0	5885.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	1714.0	1235.0
106481959	0.0	0.0
8073	19001.0	11805.0
106481956	2.0	0.0
8074	0.0	0.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	12.0	1.0
106481962	1.0	0.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	158.0	101.0
100271472	3.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	0.0	0.0
81270	3.0	0.0
100271470	0.0	0.0
440905	424.0	38.0
439916	1.0	0.0
8089	899.0	1312.0
440902	0.0	0.0
643499	0.0	0.0
439915	0.0	0.0
440900	5.0	25.0
8082	5198.0	1065.0
106481965	0.0	0.0
106481966	6.0	1.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	2469.0	1529.0
106481969	0.0	0.0
8087	8293.0	9080.0
106481967	2.0	2.0
8085	10318.0	3775.0
106481968	1.0	0.0
102724167	0.0	1.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	0.0	0.0
401337	0.0	0.0
106481973	0.0	0.0
100271465	2.0	0.0
106481970	0.0	0.0
401335	2.0	5.0
100271467	1.0	3.0
106481971	1.0	0.0
100271462	3.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	5858.0	3557.0
81264	0.0	0.0
100271460	4.0	0.0
731688	11.0	3.0
728034	0.0	0.0
8099	3781.0	9214.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	2.0	30.0
106481930	0.0	0.0
8092	3.0	7.0
106481931	1.0	0.0
106481936	0.0	0.0
728039	202.0	171.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	1.0	1.0
56413	191.0	96.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	5.0	5.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	0.0
106481947	0.0	0.0
106481948	1.0	0.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	1.0	0.0
106481951	0.0	0.0
283358	927.0	297.0
344838	2.0	0.0
106481918	0.0	0.0
106481919	7.0	8.0
106481916	2.0	1.0
106481917	0.0	0.0
572558	103.0	0.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	0.0
106481913	0.0	0.0
283349	4374.0	2969.0
100126572	2.0	0.0
106481929	1.0	0.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	0.0	0.0
728042	0.0	0.0
106481921	2.0	1.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	1.0	0.0
767605	0.0	0.0
106481923	3.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	82.0	1.0
101234262	12.0	1.0
767612	2.0	0.0
767611	0.0	0.0
283337	5061.0	1615.0
344813	1.0	2.0
114548	376.0	226.0
81406	0.0	5.0
81407	0.0	0.0
344807	0.0	2.0
126526	938.0	1791.0
767600	0.0	0.0
344805	3.0	0.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	17.0	34.0
102800446	79.0	3.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	4.0	3.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	1.0	0.0
283398	11.0	14.0
728013	260.0	79.0
283392	922.0	29.0
728012	0.0	0.0
728015	1.0	0.0
728010	7.0	1.0
81428	0.0	0.0
728019	2.0	0.0
56478	3035.0	1703.0
56479	63.0	243.0
126506	1.0	0.0
56474	2226.0	3133.0
81430	1.0	0.0
56475	9.0	6.0
81431	0.0	0.0
56476	3.0	0.0
56477	12039.0	43.0
93408	0.0	1.0
283385	152.0	1057.0
283383	449.0	75.0
728005	42.0	6.0
81419	0.0	2.0
81421	0.0	0.0
283377	1476.0	532.0
643401	3.0	0.0
283375	12.0	0.0
283373	4747.0	3733.0
151525	1002.0	654.0
126567	124.0	15.0
391211	0.0	0.0
151534	308.0	589.0
151531	16.0	8.0
114569	13216.0	13439.0
126549	59.0	308.0
114571	2.0	0.0
100527978	85.0	24.0
126541	0.0	0.0
126536	2.0	0.0
151556	1065.0	471.0
391242	0.0	0.0
728075	0.0	0.0
440699	2.0	0.0
440695	36.0	7.0
728072	0.0	0.0
100527960	2.0	2.0
391253	0.0	0.0
728064	0.0	0.0
100527963	23.0	136.0
728066	6.0	0.0
440689	43.0	194.0
391257	0.0	1.0
391256	11.0	16.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	22.0	59.0
728090	0.0	0.0
728088	9.0	1.0
100527943	4.0	4.0
114599	5.0	4.0
126581	0.0	0.0
151516	191.0	20.0
728082	0.0	0.0
100527945	1.0	0.0
728081	0.0	0.0
100527946	0.0	2.0
100527947	0.0	0.0
100527948	6.0	0.0
100527949	0.0	0.0
643384	0.0	2.0
391160	2.0	0.0
643382	12.0	1.0
391162	1.0	0.0
692312	0.0	0.0
163479	1.0	0.0
391169	0.0	0.0
100271332	0.0	0.0
391171	0.0	0.0
391174	22.0	3.0
643394	2.0	0.0
391175	0.0	2.0
391179	0.0	1.0
93380	2826.0	2304.0
100271323	2.0	0.0
100271322	0.0	0.0
100271325	9.0	3.0
100271321	0.0	0.0
401036	0.0	490.0
440672	1.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	4.0	1.0
391155	1.0	2.0
401024	146.0	5.0
163486	2720.0	1122.0
401022	702.0	100.0
425054	3.0	0.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	5.0	0.0
401018	0.0	0.0
100271303	0.0	0.0
100271302	0.0	0.0
401093	611.0	698.0
401097	110.0	229.0
151449	58.0	17.0
401082	0.0	3.0
8100	1218.0	534.0
440606	4.0	0.0
8106	4415.0	3590.0
440603	42.0	13.0
401089	5.0	5.0
391183	0.0	0.0
8110	134.0	29.0
8111	452.0	514.0
391189	0.0	0.0
8115	13.0	17.0
401074	70.0	245.0
222484	1946.0	870.0
391190	0.0	0.0
391192	3.0	0.0
391191	0.0	0.0
391194	0.0	0.0
8123	241.0	6.0
391196	0.0	0.0
391195	1.0	0.0
8128	291.0	113.0
8125	8481.0	8900.0
401067	0.0	0.0
8120	430.0	385.0
151477	44.0	16.0
151473	697.0	357.0
643300	53.0	56.0
645962	1.0	1.0
8139	1792.0	1056.0
645961	9.0	2.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	2113.0	2692.0
81329	0.0	0.0
83998	0.0	22.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	9.0	10.0
283403	0.0	2.0
83990	210.0	1407.0
83992	643.0	26.0
645954	52.0	9.0
81330	0.0	0.0
645958	162.0	28.0
645957	2.0	0.0
645974	2.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	5.0	2.0
8148	8789.0	11169.0
222487	143.0	38.0
81318	0.0	0.0
8140	1077.0	35741.0
83987	3664.0	328.0
81324	0.0	0.0
83986	2153.0	3738.0
81325	0.0	0.0
83989	3178.0	870.0
83988	4822.0	1311.0
81327	0.0	0.0
83983	114.0	57.0
81320	0.0	0.0
83982	893.0	1010.0
83985	140.0	175.0
81322	0.0	0.0
643308	1.0	1.0
643309	4.0	0.0
645968	14.0	7.0
645980	0.0	1.0
100271390	0.0	2.0
106481877	0.0	0.0
106481878	0.0	2.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	594.0	64.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	0.0
81358	0.0	3.0
81353	4.0	1.0
106481884	0.0	0.0
100271399	1.0	0.0
81354	1.0	3.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	3.0	0.0
81352	5.0	1.0
100271392	11.0	2.0
100271391	0.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	14.0	3.0
93323	410.0	798.0
8165	8544.0	5802.0
645996	12.0	11.0
645993	0.0	0.0
106481888	0.0	2.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1658.0	1469.0
106481891	3.0	4.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	3.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	1.0	2.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	2.0	0.0
100271387	0.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	5.0	0.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	3.0	0.0
8178	1564.0	1295.0
344892	0.0	0.0
643343	20.0	9.0
8170	164.0	4.0
106481855	0.0	0.0
401014	73.0	13.0
106481856	0.0	0.0
106481853	1.0	0.0
