id	f40edd33-8549-48a2-9fc7-a9313468b155	97745843-751b-4437-82e0-31ed8c323e91
1069	3135.0	3431.0
1068	0.0	3.0
85369	2553.0	1411.0
85366	17.0	61.0
85364	1825.0	524.0
85365	2876.0	2390.0
85363	2250.0	1149.0
85360	1668.0	847.0
1080	55.0	14.0
85391	9.0	20.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	2.0	1.0
153733	926.0	869.0
1087	3.0	0.0
1086	0.0	0.0
440279	22.0	6.0
1085	5.0	7.0
1084	23.0	1.0
440278	126.0	86.0
1082	1.0	0.0
403294	0.0	0.0
440275	5377.0	3173.0
1081	1.0	1.0
85397	9.0	18.0
85395	688.0	2729.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	2.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	1.0	0.0
440270	2032.0	331.0
1089	11.0	5.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	147.0	2.0
285598	1215.0	758.0
126133	2216.0	1487.0
128790	0.0	0.0
126129	383.0	454.0
126123	0.0	1.0
442862	0.0	0.0
126119	706.0	1435.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	1.0
442894	0.0	2.0
442895	1.0	0.0
114131	1.0	1.0
442896	0.0	0.0
114132	82.0	19.0
442897	0.0	0.0
442898	6.0	1.0
114134	725.0	1290.0
442899	0.0	0.0
100128790	0.0	0.0
128760	13.0	3.0
100128788	125.0	72.0
100128787	0.0	0.0
440225	0.0	0.0
440224	0.0	0.0
442890	0.0	0.0
442891	2.0	1.0
442892	3.0	0.0
128756	0.0	0.0
100128782	359.0	343.0
100128781	2.0	4.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	1.0
645560	2.0	4.0
403234	0.0	0.0
403235	2.0	0.0
403236	0.0	0.0
63982	133.0	5.0
102466616	0.0	0.0
126052	0.0	0.0
151009	105.0	51.0
403227	0.0	0.0
403228	0.0	0.0
138046	0.0	4.0
645558	0.0	0.0
403229	0.0	0.0
645573	2.0	0.0
645572	0.0	0.0
645571	10.0	29.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	1179.0	3198.0
107131122	0.0	0.0
138050	9177.0	13406.0
403219	0.0	0.0
151011	8579.0	4383.0
645587	2.0	3.0
165679	370.0	246.0
126037	41.0	45.0
114049	3960.0	6164.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	1050.0	1467.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	3251.0	2075.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	41.0	22.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	2.0
138065	187.0	13.0
645598	1.0	0.0
163007	1.0	0.0
114038	5.0	1.0
645591	0.0	3.0
106481495	0.0	0.0
114041	310.0	114.0
106481496	0.0	0.0
114042	2.0	5.0
106481493	0.0	0.0
114043	36.0	24.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	282.0	701.0
126017	456.0	467.0
106481497	3.0	1.0
106481498	0.0	0.0
85303	0.0	0.0
85300	2.0	0.0
85301	4504.0	3945.0
106481491	0.0	2.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	2.0	0.0
403275	0.0	0.0
102466656	5.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	971.0	429.0
106481459	0.0	0.0
26994	9539.0	9284.0
106481457	12.0	22.0
26995	1934.0	1551.0
106481458	0.0	0.0
403271	0.0	0.0
26998	4.0	7.0
403272	0.0	0.0
102466659	0.0	0.0
26999	1209.0	2118.0
403273	0.0	0.0
102466658	0.0	2.0
106481462	0.0	1.0
106481463	0.0	0.0
104310353	0.0	14.0
106481460	5.0	0.0
106481461	1.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	3000.0	2165.0
106481467	0.0	0.0
106481464	0.0	1.0
106481465	0.0	0.0
104310351	0.0	1.0
403263	0.0	0.0
403264	0.0	0.0
403265	2.0	0.0
403266	0.0	0.0
138009	0.0	2.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	1.0
106481474	0.0	1.0
106481471	0.0	0.0
85329	201.0	4.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	2.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	66.0	80.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	1221.0	1259.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	6.0	4.0
106481437	0.0	0.0
26974	279.0	556.0
153657	61.0	23.0
106481438	0.0	0.0
106481435	1.0	0.0
26973	2726.0	3220.0
165631	177.0	76.0
106481436	1.0	0.0
26978	31.0	13.0
126075	917.0	708.0
106481439	0.0	0.0
403250	0.0	0.0
126074	240.0	193.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1612.0	2365.0
106481444	8.0	1.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	6090.0	2066.0
85354	0.0	0.0
85352	240.0	2257.0
403241	0.0	1.0
344462	3.0	0.0
403244	0.0	0.0
403245	0.0	0.0
153642	635.0	627.0
153643	23.0	4.0
403247	0.0	0.0
403248	0.0	0.0
26985	4060.0	3051.0
106481448	0.0	0.0
26986	76335.0	125937.0
126069	96.0	59.0
106481449	0.0	0.0
126068	678.0	673.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1040.0	973.0
106481447	0.0	0.0
106481451	2.0	8.0
106481452	0.0	0.0
106481450	0.0	1.0
114088	274.0	231.0
106481455	0.0	1.0
85349	434.0	71.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	2.0	0.0
85347	0.0	0.0
26980	3.0	4.0
106481454	0.0	0.0
403238	0.0	0.0
85344	2.0	12.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	1.0
344454	0.0	0.0
85340	0.0	0.0
100873394	0.0	1.0
100873393	1.0	0.0
100873392	5.0	3.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	1.0
106481415	0.0	0.0
106481416	0.0	2.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	3005.0	2316.0
100873390	1.0	0.0
728556	55.0	80.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	161.0	92.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	675.0	753.0
106481423	0.0	2.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	3.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	6.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	282.0	69.0
100873384	0.0	0.0
285601	23.0	5.0
106481426	0.0	0.0
106481427	2.0	0.0
222005	0.0	2.0
63910	285.0	147.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	653.0	388.0
222008	7.0	0.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	3361.0	4199.0
63904	0.0	0.0
106481430	0.0	1.0
163071	32.0	9.0
63906	808.0	699.0
106481433	0.0	0.0
63908	1056.0	1000.0
106481434	0.0	0.0
106481431	0.0	1.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	1.0	6.0
285613	75.0	245.0
63920	380.0	510.0
63923	1727.0	59.0
63922	564.0	820.0
728577	465.0	205.0
63925	1913.0	1489.0
63924	4421.0	6.0
63916	3214.0	2885.0
63917	4688.0	3223.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	1.0	4.0
728564	3.0	9.0
285622	0.0	2.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	2091.0	3640.0
106481402	0.0	0.0
63931	1843.0	1528.0
106481403	1.0	0.0
63934	903.0	489.0
728567	1.0	2.0
106481408	1.0	1.0
163088	8.0	1.0
63933	2168.0	2610.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3371.0	2705.0
163087	927.0	789.0
728568	329.0	334.0
106481407	15.0	6.0
3704	2089.0	2315.0
3705	4124.0	2373.0
63926	729.0	1142.0
3706	49.0	13.0
63929	1131.0	2043.0
3707	5838.0	8942.0
63928	10.0	2.0
3708	10321.0	1312.0
106481411	2.0	0.0
3709	10641.0	21971.0
106481412	0.0	0.0
106481410	1.0	0.0
3700	29.0	15.0
3702	403.0	80.0
3703	10280.0	31365.0
645506	0.0	1.0
151050	1224.0	1174.0
645520	0.0	0.0
63941	1057.0	1038.0
63940	1079.0	735.0
63943	341.0	581.0
728517	0.0	0.0
163033	566.0	625.0
258010	2145.0	4321.0
63947	1.0	0.0
63946	0.0	1.0
728513	3.0	0.0
100033803	0.0	0.0
3716	17088.0	12105.0
100033804	0.0	0.0
3717	2138.0	1668.0
100033805	0.0	0.0
3718	733.0	265.0
63939	974.0	1237.0
100033806	0.0	0.0
100190799	13.0	1.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	77.0	86.0
3710	4775.0	11249.0
3712	5262.0	507.0
3713	2.0	25.0
3714	4670.0	2427.0
63950	1.0	68.0
728505	1.0	0.0
63951	117.0	365.0
100033807	0.0	0.0
728501	39.0	48.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	103084.0	5416.0
100033814	0.0	0.0
3727	41150.0	6187.0
63948	0.0	0.0
100033815	0.0	0.0
222052	9.0	0.0
3728	17529.0	19004.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	2196.0	972.0
151056	358.0	146.0
3725	94425.0	13362.0
645528	1.0	0.0
728532	53.0	49.0
163059	311.0	386.0
728538	1.0	0.0
728537	323.0	67.0
63967	42.0	489.0
3737	21.0	2.0
3738	105.0	6.0
3739	5.0	18.0
645538	0.0	0.0
3730	1813.0	972.0
3732	7304.0	7206.0
3734	0.0	0.0
3735	8163.0	13849.0
3736	105.0	29.0
63970	374.0	14.0
3750	314.0	467.0
63971	6608.0	6614.0
63974	0.0	0.0
163049	2421.0	2606.0
63973	46.0	0.0
63976	241.0	45.0
222068	6084.0	5017.0
63978	0.0	0.0
63977	804.0	676.0
63979	869.0	961.0
728524	0.0	0.0
3748	1085.0	687.0
163051	23.0	36.0
3749	2794.0	1240.0
163050	48.0	60.0
3741	88.0	0.0
645548	2.0	10.0
3743	6.0	40.0
3744	0.0	0.0
3745	983.0	1511.0
3746	44.0	0.0
3747	466.0	0.0
285671	905.0	315.0
285672	2601.0	1358.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	22.0	16.0
285676	179.0	384.0
3761	2.0	8.0
100128657	0.0	0.0
285679	4.0	6.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	1499.0	385.0
283008	10.0	1.0
3751	569.0	91.0
100873435	0.0	0.0
3752	769.0	35.0
100873434	0.0	0.0
3753	210.0	4.0
100873433	2.0	0.0
3754	60.0	369.0
100873432	0.0	0.0
3755	75.0	1290.0
100873439	0.0	0.0
3756	14.0	11.0
100873438	0.0	0.0
3757	88.0	280.0
100873437	0.0	0.0
3758	45.0	121.0
100873436	0.0	0.0
100873420	7.0	0.0
3770	203.0	177.0
3772	351.0	1590.0
100861458	3.0	1.0
100861453	19.0	4.0
100861455	0.0	0.0
1107	15182.0	8796.0
1106	9443.0	5783.0
1105	8257.0	2464.0
1104	2136.0	5508.0
100873429	0.0	0.0
1103	0.0	1.0
1102	1870.0	1076.0
1101	238.0	642.0
3762	560.0	1788.0
100873424	0.0	0.0
3763	76.0	43.0
100128640	189.0	53.0
100873423	0.0	0.0
3764	1724.0	301.0
100873422	0.0	0.0
3765	7.0	15.0
100873421	2.0	1.0
3766	33.0	37.0
100873428	0.0	0.0
3767	179.0	77.0
100873427	0.0	0.0
3768	572.0	29.0
1109	3.0	3.0
100873426	1.0	0.0
1108	17212.0	21549.0
3769	7.0	5.0
100873425	0.0	0.0
100128637	0.0	0.0
100128639	0.0	0.0
3780	30.0	53.0
100873453	0.0	0.0
3781	40.0	30.0
100873452	0.0	0.0
3782	570.0	104.0
100873451	0.0	0.0
3783	3599.0	8437.0
100873450	0.0	0.0
1121	2215.0	2766.0
100861468	0.0	3.0
1120	220.0	224.0
100861469	0.0	1.0
1118	250.0	53.0
1117	2849.0	2790.0
1116	3955.0	22227.0
1114	16.0	4.0
1113	11.0	0.0
1112	7516.0	3084.0
1111	456.0	2304.0
3773	1806.0	301.0
100873457	0.0	1.0
100873456	0.0	0.0
3775	902.0	3746.0
100873455	0.0	0.0
3776	1572.0	1184.0
100873454	0.0	0.0
3777	348.0	4.0
3778	2715.0	4529.0
3779	3155.0	591.0
100873459	1.0	0.0
1119	3205.0	1619.0
100128627	3.0	0.0
100128626	0.0	0.0
3790	1346.0	4671.0
100128628	15.0	6.0
3791	5165.0	1244.0
100873442	0.0	0.0
3792	21.0	27.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	6.0	14.0
1131	295.0	1489.0
1130	5388.0	1911.0
100861476	1.0	1.0
1129	2.0	1.0
1128	415.0	99.0
1124	397.0	76.0
1123	1708.0	1274.0
1122	1325.0	4550.0
100861470	0.0	0.0
3784	1079.0	616.0
100873446	0.0	0.0
3785	3.0	0.0
100873445	0.0	0.0
3786	348.0	420.0
100873444	0.0	0.0
3787	377.0	315.0
100873443	0.0	0.0
3788	58.0	0.0
100873449	4.0	3.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	189.0	83.0
100128618	1.0	0.0
728597	6.0	1.0
100128617	2.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	166.0	287.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	9.0	29.0
285634	4.0	5.0
1142	0.0	0.0
1141	86.0	11.0
285636	2570.0	2556.0
1140	619.0	777.0
728599	2.0	2.0
1139	37.0	9.0
1138	68.0	428.0
1137	2.0	3.0
100861485	0.0	0.0
1136	23.0	20.0
1135	0.0	0.0
1134	7.0	31.0
1133	13.0	8.0
3795	344.0	758.0
100873479	3.0	0.0
3796	1881.0	2200.0
100873478	0.0	0.0
3797	2139.0	4007.0
100873477	2.0	2.0
3798	230.0	592.0
100873476	0.0	0.0
3799	18990.0	25852.0
100873460	0.0	0.0
728586	23.0	26.0
285641	0.0	1.0
100873464	2.0	1.0
100873463	0.0	0.0
100873462	8.0	0.0
285643	3.0	5.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1011.0	381.0
1153	24242.0	6380.0
1152	1869.0	3909.0
285647	27.0	19.0
728589	28.0	10.0
728588	0.0	0.0
1149	591.0	14.0
1147	2289.0	1872.0
1146	4.0	8.0
1145	72.0	17.0
1144	0.0	4.0
100873468	0.0	0.0
100873467	1.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	1.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	1.0
100873495	0.0	1.0
100873494	0.0	0.0
1164	583.0	2774.0
1163	1187.0	2600.0
285659	0.0	0.0
1161	457.0	377.0
1160	194.0	250.0
1159	84.0	27.0
1158	3.0	21.0
1157	1.0	0.0
1155	2997.0	6576.0
550643	1613.0	2911.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	3721.0	3106.0
1175	2733.0	4521.0
285668	13.0	0.0
1174	1853.0	3592.0
1173	18037.0	33136.0
550631	191.0	193.0
100873489	0.0	0.0
283014	9.0	16.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	1.0	0.0
1187	104.0	12.0
1186	3373.0	4873.0
1185	1878.0	644.0
1184	565.0	1683.0
1183	811.0	6693.0
1182	8784.0	8030.0
1181	337.0	820.0
440375	63.0	30.0
1180	59.0	14.0
1179	2.0	0.0
1178	1.0	1.0
283089	10.0	3.0
85495	0.0	0.0
85480	317.0	96.0
283080	3.0	13.0
1198	4181.0	2540.0
1197	1.0	4.0
1196	2546.0	2629.0
1195	9061.0	4702.0
440366	4.0	0.0
1193	2905.0	643.0
1192	16346.0	27074.0
1191	87835.0	84027.0
1188	54.0	70.0
283078	135.0	595.0
85486	6.0	5.0
128615	0.0	0.0
85481	0.0	0.0
128611	173.0	17.0
440396	59.0	50.0
128609	0.0	0.0
128602	20.0	0.0
440387	7.0	1.0
128674	0.0	2.0
128676	0.0	0.0
114026	0.0	0.0
100861402	1.0	6.0
126014	221.0	488.0
440335	651.0	468.0
100128690	0.0	0.0
114034	816.0	541.0
126006	67.0	35.0
114036	30.0	41.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	57.0	50.0
100861412	1.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	0.0	0.0
100128678	1.0	1.0
100861429	0.0	0.0
128653	0.0	1.0
200728	230.0	454.0
440356	2.0	45.0
440354	88.0	53.0
440352	0.0	1.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	4.0	2.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	6.0	27.0
100873410	0.0	0.0
100873417	2.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	237.0	211.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	294.0	112.0
200734	3839.0	2955.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	0.0	1.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	7.0	1.0
100873402	0.0	0.0
100873401	1.0	0.0
100873400	0.0	0.0
100128665	0.0	1.0
128637	4642.0	1647.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	10.0	2.0
165530	87.0	38.0
85409	395.0	554.0
106481385	0.0	0.0
106481386	0.0	2.0
85416	8.0	239.0
106481383	2.0	3.0
85417	44.0	68.0
106481384	0.0	1.0
103106903	1.0	3.0
85414	816.0	690.0
106481389	0.0	0.0
85415	4276.0	4027.0
106481387	0.0	0.0
85413	43.0	140.0
106481388	4.0	6.0
645436	0.0	0.0
106481381	0.0	1.0
106481382	0.0	0.0
10	6.0	2.0
106481380	0.0	0.0
11	0.0	0.0
403341	1162.0	770.0
12	1849.0	278.0
13	7.0	2.0
14	6622.0	6510.0
15	17.0	3.0
16	7857.0	30295.0
645455	7.0	13.0
18	1099.0	560.0
19	5751.0	1693.0
128580	6.0	6.0
85407	241.0	1185.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1699.0	2160.0
106481395	0.0	0.0
85403	1961.0	1880.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	1.0
106481393	0.0	0.0
20	4310.0	3022.0
106481390	2.0	0.0
21	3427.0	7170.0
106481391	0.0	0.0
22	1546.0	1159.0
153571	331.0	671.0
153572	3420.0	1436.0
23	5458.0	8322.0
24	274.0	83.0
25	10786.0	3437.0
26	54.0	161.0
27	4699.0	6964.0
28	617.0	821.0
29	7228.0	7454.0
153579	6272.0	26.0
728615	1.0	0.0
728614	0.0	0.0
200765	318.0	348.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	144.0	201.0
102466518	0.0	1.0
102466516	2.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	1.0	0.0
85439	1204.0	385.0
106481362	0.0	0.0
106481367	0.0	1.0
85437	3127.0	4431.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	318.0	152.0
106481366	0.0	0.0
30	2298.0	1845.0
106481360	0.0	0.0
31	4318.0	4345.0
32	10124.0	1077.0
33	161.0	126.0
34	4022.0	5476.0
35	1636.0	819.0
153562	1476.0	1458.0
36	5125.0	2002.0
37	24457.0	12587.0
38	3938.0	4931.0
440307	9.0	18.0
39	851.0	1080.0
165545	7.0	7.0
106481369	0.0	0.0
728606	20.0	6.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	2.0	4.0
106481379	0.0	0.0
106481376	1.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	39.0	7.0
106481370	0.0	0.0
41	502.0	556.0
106481371	0.0	0.0
43	110.0	39.0
645486	0.0	0.0
47	10025.0	9850.0
48	5378.0	2558.0
49	51.0	68.0
106481338	0.0	0.0
106481339	1.0	0.0
106481336	0.0	0.0
106481337	1.0	0.0
106481341	0.0	0.0
106481342	14.0	5.0
106481340	0.0	0.0
