id	071c5b23-9ae3-4bc7-8a07-ce39445c8429	33fa1673-1d0d-4838-a313-1929c5af60d1
148213	155.0	469.0
388182	26.0	41.0
100419895	0.0	1.0
317716	0.0	0.0
148203	138.0	318.0
317719	9.0	8.0
148206	134.0	126.0
163859	2137.0	1865.0
101929110	11.0	16.0
101929111	1.0	0.0
219348	5745.0	204.0
219347	385.0	229.0
100420898	1.0	2.0
148223	579.0	882.0
10799	277.0	371.0
136242	1.0	0.0
10791	1540.0	1727.0
10794	143.0	238.0
10793	206.0	463.0
10795	1428.0	2411.0
10798	0.0	0.0
10797	1496.0	2875.0
101929121	0.0	0.0
101929120	0.0	0.0
101929127	16.0	0.0
317701	0.0	0.0
220323	3333.0	1800.0
148231	0.0	1.0
148229	67.0	168.0
151877	9.0	3.0
151871	0.0	0.0
93035	269.0	5.0
161176	12297.0	811.0
56097	8.0	23.0
56098	11.0	9.0
56099	738.0	718.0
93034	11.0	13.0
283927	353.0	116.0
220359	7.0	39.0
653073	0.0	0.0
653075	2.0	1.0
256302	3525.0	1026.0
105373144	0.0	0.0
81050	0.0	0.0
199786	11.0	12.0
256309	134.0	230.0
100420792	0.0	0.0
95681	697.0	1346.0
283914	0.0	0.0
81047	0.0	0.0
197131	3580.0	4709.0
197135	39.0	50.0
653061	1.0	0.0
93058	289.0	273.0
161198	3070.0	2553.0
283902	0.0	4.0
220382	14.0	24.0
81078	0.0	21.0
81079	0.0	7.0
81075	0.0	0.0
81076	0.0	0.0
100114903	3.0	0.0
199777	377.0	951.0
81061	0.0	0.0
653082	784.0	16.0
81090	0.0	0.0
100271649	1.0	0.0
199746	225.0	330.0
100271655	6.0	11.0
81099	0.0	0.0
100271650	4.0	2.0
199745	296.0	467.0
148170	231.0	590.0
256364	3500.0	3318.0
163786	237.0	482.0
220388	49.0	71.0
100271639	1.0	0.0
163782	1487.0	844.0
100271646	10.0	7.0
283953	0.0	4.0
256355	27.0	22.0
100271644	0.0	0.0
283951	310.0	682.0
256356	1458.0	1404.0
100271643	1.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	14.0	13.0
148189	386.0	638.0
93099	470.0	1035.0
100271627	5.0	0.0
283948	82.0	220.0
256329	39.0	102.0
100271634	0.0	0.0
100271636	1.0	0.0
100271630	1.0	0.0
100271633	0.0	0.0
100271632	2.0	2.0
199720	16.0	119.0
93082	56.0	90.0
161145	260.0	634.0
100271617	0.0	0.0
100271616	4.0	4.0
161142	6.0	0.0
100271619	1.0	1.0
148198	25.0	10.0
100271618	1.0	3.0
100271624	0.0	1.0
100271623	0.0	0.0
283933	101.0	189.0
100271625	0.0	0.0
93081	278.0	424.0
100271620	0.0	2.0
283932	95.0	242.0
100271622	0.0	1.0
100271621	0.0	0.0
199731	779.0	4799.0
100124332	0.0	0.0
643664	2.0	0.0
256394	52.0	595.0
83637	2959.0	5716.0
83636	6077.0	1475.0
401565	2.0	0.0
401563	33.0	46.0
401562	3.0	0.0
401561	0.0	11.0
283999	0.0	1.0
283994	0.0	2.0
643668	7.0	6.0
283991	1339.0	1942.0
340198	4.0	3.0
643669	2.0	4.0
340192	0.0	1.0
643680	80.0	50.0
197196	0.0	0.0
56033	0.0	25.0
401551	0.0	4.0
83657	29.0	84.0
83656	0.0	1.0
83659	5.0	1.0
283989	526.0	1300.0
83658	3371.0	5908.0
401548	1544.0	2990.0
56034	2303.0	10233.0
283987	1472.0	6468.0
256369	0.0	0.0
401546	209.0	2116.0
83655	0.0	0.0
283985	0.0	0.0
283982	0.0	0.0
283981	6.0	9.0
643677	2.0	6.0
83650	2.0	0.0
197187	79.0	86.0
449520	0.0	1.0
401541	189.0	663.0
401540	0.0	0.0
83639	0.0	0.0
83638	1629.0	2596.0
256380	23.0	19.0
449518	0.0	0.0
83648	73.0	639.0
401537	4.0	8.0
83647	0.0	0.0
83641	10601.0	9944.0
401535	4.0	15.0
83643	13441.0	5510.0
401533	1.0	3.0
643689	8.0	14.0
283971	0.0	0.0
83640	407.0	841.0
283970	6.0	3.0
114826	1173.0	887.0
114827	76.0	797.0
378706	0.0	3.0
378707	0.0	0.0
378708	82.0	222.0
339184	12.0	16.0
339186	0.0	0.0
56052	598.0	1558.0
114821	63.0	54.0
114822	228.0	1456.0
114823	4375.0	4074.0
114824	0.0	3.0
114825	1086.0	1761.0
643699	58.0	48.0
340168	0.0	0.0
114815	67.0	109.0
114817	0.0	0.0
114818	1687.0	365.0
114819	131.0	147.0
339175	699.0	1108.0
56063	330.0	707.0
653017	0.0	0.0
56061	2489.0	6791.0
56062	399.0	101.0
114814	64.0	80.0
83667	1464.0	1794.0
83666	3287.0	6820.0
83660	14561.0	3603.0
340156	83.0	65.0
83661	0.0	3.0
114804	2244.0	381.0
114805	120.0	387.0
340152	47.0	107.0
339168	1.0	1.0
114800	518.0	88.0
114801	408.0	3261.0
93010	218.0	421.0
114803	1714.0	2387.0
83697	3.0	1.0
81034	1643.0	1881.0
81035	6909.0	9670.0
83696	1637.0	3608.0
83699	3417.0	1740.0
81037	4372.0	6602.0
83698	39.0	15.0
401588	150.0	94.0
83693	1364.0	1667.0
81030	49.0	55.0
83692	7996.0	4308.0
81031	1401.0	8312.0
83695	552.0	1968.0
81033	0.0	0.0
83694	365.0	242.0
340146	0.0	101.0
83690	2629.0	536.0
81027	17.0	12.0
81029	260.0	3070.0
653042	0.0	0.0
653045	2.0	1.0
81025	0.0	1.0
401577	167.0	540.0
22877	5315.0	4787.0
22878	3688.0	4753.0
22879	2570.0	2556.0
22870	2937.0	7317.0
22871	377.0	5.0
22872	13112.0	30930.0
22873	678.0	1563.0
22874	1778.0	3690.0
22875	2991.0	2940.0
22876	1276.0	3064.0
10899	3753.0	7938.0
10898	985.0	1228.0
10891	262.0	133.0
136540	0.0	0.0
10890	7901.0	15677.0
10893	115.0	90.0
10892	1894.0	3245.0
136541	2.0	0.0
10895	0.0	0.0
342426	0.0	3.0
10894	18604.0	426.0
10897	1735.0	3491.0
10896	17.0	5.0
22888	767.0	804.0
22889	1238.0	2529.0
22880	2093.0	3478.0
124540	2080.0	5798.0
22881	638.0	1610.0
22882	2436.0	3304.0
22883	7485.0	25207.0
22884	1068.0	941.0
22885	6819.0	3892.0
22887	4007.0	5793.0
342419	0.0	15.0
124538	0.0	0.0
124535	2.0	6.0
148523	103.0	460.0
283598	0.0	0.0
283596	78.0	76.0
283592	1.0	0.0
22856	4907.0	7547.0
161514	0.0	0.0
731424	12.0	5.0
22858	2603.0	3646.0
22859	3262.0	1727.0
22850	1394.0	2377.0
22852	621.0	1049.0
22853	1474.0	1762.0
22854	106.0	728.0
10877	0.0	0.0
10876	0.0	0.0
100419909	0.0	0.0
10879	0.0	0.0
10878	57.0	46.0
148534	1397.0	1199.0
104169670	3.0	9.0
104169671	0.0	0.0
100419903	6.0	17.0
283587	5.0	19.0
10871	121.0	300.0
10870	207.0	261.0
10873	1191.0	916.0
10875	7307.0	4449.0
10874	8.0	6.0
22866	308.0	79.0
22868	2045.0	2715.0
22869	929.0	1060.0
100309464	1.0	0.0
161502	20.0	23.0
100420901	0.0	0.0
22861	2206.0	2164.0
22862	4534.0	8175.0
22863	1721.0	2517.0
22864	2220.0	3186.0
22865	13.0	6.0
10888	19.0	1.0
56203	10.0	13.0
643609	0.0	0.0
56204	3465.0	5775.0
10887	133.0	1.0
124512	684.0	1365.0
148545	11.0	241.0
283579	1.0	5.0
283578	1972.0	2915.0
10880	0.0	0.0
283576	1.0	1.0
10882	12.0	25.0
10881	1.0	0.0
10884	1891.0	2671.0
283571	11.0	11.0
10886	3.0	15.0
10885	2304.0	3628.0
22834	2017.0	4456.0
22835	442.0	1202.0
22836	10884.0	8188.0
22837	9095.0	5125.0
101929059	8.0	10.0
22838	1572.0	2942.0
22839	5480.0	7958.0
100420910	2.0	3.0
100420916	0.0	1.0
22832	652.0	1282.0
124590	1.0	3.0
10855	363.0	405.0
10857	6916.0	10157.0
10856	1829.0	5206.0
10859	284.0	705.0
10858	97.0	123.0
100126793	17.0	26.0
10850	0.0	0.0
643617	1.0	6.0
643615	6.0	8.0
100126791	72.0	64.0
22844	103.0	6.0
22845	746.0	1321.0
22846	1419.0	1934.0
22847	1627.0	1910.0
22848	2689.0	3941.0
22849	598.0	656.0
112597	520.0	1435.0
100420920	2.0	0.0
100420921	0.0	0.0
100420924	0.0	0.0
124583	2255.0	6751.0
100420926	2.0	13.0
22841	1727.0	2030.0
100420927	0.0	0.0
100419930	0.0	0.0
22843	20.0	27.0
10866	1115.0	1604.0
100420919	0.0	0.0
10865	4439.0	2479.0
10868	1377.0	2135.0
10867	4433.0	8330.0
10869	3404.0	5062.0
10861	98.0	113.0
101929074	41.0	50.0
10864	0.0	0.0
101929071	1.0	2.0
10863	456.0	1346.0
22813	0.0	0.0
22814	1.0	0.0
643641	679.0	687.0
22815	0.0	0.0
22816	0.0	0.0
22818	5846.0	14931.0
10829	0.0	2.0
100419945	0.0	0.0
83849	31.0	2.0
83855	611.0	808.0
10833	0.0	1.0
83854	2.0	31.0
83857	9219.0	1730.0
10835	2.0	2.0
83856	319.0	289.0
10834	0.0	0.0
83851	7.0	31.0
10837	1.0	0.0
100419948	1.0	1.0
83850	78.0	32.0
10836	1.0	2.0
100419949	0.0	0.0
83853	22.0	27.0
10838	1697.0	2004.0
83852	1060.0	1368.0
124565	7585.0	8933.0
100419947	1.0	2.0
22808	12545.0	2513.0
22809	1438.0	3241.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	1.0	14.0
22822	3267.0	5726.0
22823	881.0	1848.0
22824	662.0	609.0
101929086	2.0	0.0
22826	5173.0	7837.0
22827	4440.0	7735.0
643653	0.0	0.0
22828	3252.0	4916.0
22829	0.0	0.0
112574	3004.0	3969.0
100419955	0.0	0.0
56241	486.0	1077.0
100420946	0.0	0.0
56242	385.0	966.0
22820	7739.0	19561.0
22821	7337.0	4605.0
100419950	0.0	0.0
10844	2850.0	5089.0
83844	0.0	2.0
10846	630.0	2051.0
10845	2293.0	4402.0
10848	1318.0	5517.0
56243	7340.0	19361.0
10847	7247.0	12475.0
56244	0.0	3.0
56245	16.0	3.0
10849	150.0	475.0
56246	756.0	2.0
643646	54.0	47.0
10840	3047.0	46.0
10842	4.0	0.0
101929093	0.0	0.0
10841	3.0	4.0
643648	0.0	0.0
101929010	0.0	2.0
100420950	0.0	0.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	1.0
100271605	1.0	0.0
100419963	0.0	0.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	2.0	0.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	3.0	1.0
100271601	2.0	1.0
100419979	1.0	3.0
100420972	0.0	0.0
100420975	0.0	1.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	2.0	2.0
391436	0.0	0.0
161582	43.0	121.0
124599	151.0	95.0
101929052	0.0	0.0
391485	1.0	6.0
222611	0.0	21.0
100187716	0.0	0.0
391490	1.0	1.0
391496	2.0	0.0
22899	4520.0	1369.0
391462	0.0	2.0
22891	100.0	1594.0
22893	1724.0	2548.0
22894	3487.0	4483.0
22895	10.0	2.0
148581	0.0	0.0
22897	1220.0	1656.0
22898	1638.0	2082.0
22890	2361.0	2986.0
391470	0.0	1.0
391472	0.0	1.0
391475	0.0	0.0
101929008	18.0	43.0
222659	2.0	1.0
440894	73.0	60.0
222658	8659.0	10622.0
102724035	0.0	0.0
100271575	0.0	0.0
100271577	4.0	0.0
100271571	0.0	1.0
81175	1.0	9.0
81176	5.0	9.0
100271570	0.0	2.0
93145	2306.0	1183.0
440888	0.0	0.0
222642	3.0	0.0
222643	30.0	254.0
401289	9.0	5.0
401288	21.0	28.0
401285	1.0	0.0
81166	0.0	0.0
100271564	9.0	20.0
81168	0.0	0.0
100271566	2.0	6.0
81169	0.0	0.0
81162	0.0	0.0
81163	0.0	0.0
100271563	1.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	1.0
102724018	0.0	1.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	4.0	1.0
100271551	0.0	1.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	0.0	0.0
81194	0.0	0.0
450232	0.0	2.0
401260	0.0	2.0
220001	130.0	72.0
222662	0.0	9.0
401265	1955.0	51.0
222663	90.0	1100.0
220002	1717.0	1981.0
93166	242.0	618.0
401264	480.0	567.0
220004	66.0	72.0
100271539	0.0	0.0
401262	8.0	3.0
93164	378.0	353.0
100271547	0.0	0.0
100271549	2.0	3.0
81188	0.0	0.0
100271543	0.0	1.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	32.0	25.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1030.0	2393.0
440854	17.0	30.0
222698	121.0	48.0
222696	30.0	28.0
161497	8.0	0.0
100271529	10.0	7.0
222699	15.0	64.0
100271536	0.0	0.0
100271538	10.0	11.0
100271537	0.0	2.0
93190	1.0	0.0
283601	0.0	0.0
100271531	1.0	1.0
283600	3.0	0.0
220042	101.0	345.0
93183	954.0	2000.0
100271518	1.0	0.0
100271517	0.0	0.0
93185	1846.0	4364.0
100271525	0.0	0.0
100271526	6.0	12.0
100271521	0.0	1.0
100271520	0.0	0.0
220032	4.0	1.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	2.0	1.0
100271516	0.0	0.0
100271510	0.0	2.0
220064	588.0	545.0
220047	2.0	12.0
100271503	0.0	0.0
10808	4457.0	17440.0
56130	140.0	106.0
10807	1132.0	1797.0
56131	701.0	573.0
56132	231.0	518.0
10809	1149.0	10959.0
220081	2.0	12.0
83756	6.0	45.0
10811	217.0	588.0
56137	5.0	2.0
10810	2366.0	848.0
83755	0.0	0.0
56138	12.0	6.0
83758	115.0	565.0
10813	1070.0	1980.0
56139	102.0	21.0
401207	157.0	154.0
220082	0.0	0.0
83757	0.0	0.0
83752	5746.0	6965.0
56133	203.0	338.0
10815	154.0	142.0
10814	1.0	1.0
56134	51.0	26.0
10817	196.0	402.0
56135	58.0	10.0
10816	0.0	1.0
283643	974.0	383.0
56136	19.0	0.0
643535	1.0	2.0
643536	0.0	0.0
22800	2672.0	865.0
22801	2608.0	40561.0
643550	4.0	7.0
22802	195.0	3.0
22803	5601.0	9161.0
440804	0.0	4.0
22806	202.0	266.0
22807	522.0	1246.0
10819	44.0	68.0
56140	2.0	4.0
10818	2950.0	3081.0
56141	14.0	7.0
56142	19.0	12.0
56143	5.0	26.0
83737	4562.0	5564.0
220070	2.0	0.0
10822	1.0	0.0
283638	2897.0	2688.0
83744	291.0	609.0
10821	31.0	7.0
10824	3.0	2.0
83746	1520.0	2097.0
10823	0.0	2.0
83741	0.0	0.0
283635	2843.0	3012.0
10826	6119.0	1336.0
220074	446.0	970.0
56144	43.0	42.0
10825	494.0	536.0
56145	55.0	17.0
83740	0.0	0.0
83743	1544.0	3633.0
56146	3.0	2.0
10828	1.0	3.0
10827	1449.0	2272.0
83742	2834.0	12612.0
56147	4.0	4.0
283631	4.0	2.0
10820	37.0	1.0
440836	722.0	461.0
643563	2.0	12.0
56154	4.0	0.0
81109	0.0	0.0
283629	47.0	39.0
56159	3.0	51.0
81115	0.0	1.0
81116	1.0	0.0
56155	21.0	56.0
283624	1108.0	289.0
102724097	30.0	21.0
256006	33.0	21.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	3.0	1.0
81114	0.0	0.0
81110	0.0	0.0
440829	1.0	1.0
440823	48.0	1001.0
440822	2.0	0.0
56163	1.0	1.0
56164	18.0	29.0
256021	24.0	41.0
56165	46.0	14.0
83759	508.0	1159.0
56160	904.0	1250.0
10800	604.0	549.0
283617	0.0	0.0
81104	0.0	0.0
10802	2546.0	4509.0
10801	8692.0	18132.0
10804	0.0	5.0
10803	4.0	2.0
56167	0.0	0.0
10806	1192.0	2132.0
56168	0.0	0.0
56169	40.0	189.0
643582	0.0	0.0
643586	3.0	22.0
256076	1.0	5.0
401253	0.0	0.0
56171	165.0	204.0
401251	5.0	4.0
56172	4447.0	28949.0
401250	8.0	0.0
81137	0.0	0.0
81138	1.0	0.0
83795	13.0	0.0
102724076	0.0	0.0
102724077	9.0	4.0
283688	0.0	0.0
401247	3.0	15.0
81136	0.0	0.0
283687	109.0	129.0
283685	0.0	0.0
93109	517.0	965.0
283682	3.0	2.0
100126825	0.0	0.0
93107	0.0	0.0
643596	5.0	12.0
56180	561.0	942.0
93100	719.0	412.0
401242	0.0	2.0
256085	0.0	0.0
56181	2693.0	3254.0
81126	0.0	0.0
81127	0.0	0.0
83787	1480.0	3168.0
283677	0.0	1.0
401237	212.0	591.0
83786	2060.0	3034.0
401236	26.0	140.0
283673	75.0	201.0
93134	1683.0	2478.0
401233	0.0	0.0
401232	83.0	138.0
256051	468.0	945.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	1.0	1.0
283663	41.0	39.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	490.0	1482.0
283659	172.0	553.0
100271587	0.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	0.0	3.0
283651	46.0	68.0
100271585	0.0	1.0
100271584	0.0	3.0
100271581	0.0	1.0
22998	12017.0	10489.0
22999	34.0	25.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	5771.0	3718.0
100151671	0.0	0.0
100151672	1.0	0.0
22992	6854.0	10601.0
22993	2249.0	4243.0
100151674	0.0	0.0
22994	431.0	1032.0
83903	16.0	103.0
22995	367.0	371.0
83902	0.0	1.0
22996	1134.0	2651.0
22997	118.0	105.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	3.0	3.0
100151684	0.0	1.0
100151685	0.0	0.0
100151681	0.0	0.0
56302	4.0	0.0
83901	0.0	0.0
342538	14.0	24.0
83900	0.0	0.0
56300	0.0	1.0
56301	1769.0	1.0
124411	768.0	1893.0
22976	845.0	1550.0
22977	58.0	816.0
22978	1456.0	2041.0
22979	154.0	391.0
22970	30.0	45.0
22971	380.0	751.0
22974	215.0	1796.0
83932	618.0	888.0
10998	154.0	352.0
83931	5567.0	3204.0
342527	10.0	6.0
148418	45.0	33.0
83933	147.0	228.0
124404	1.0	3.0
10999	1275.0	2887.0
124401	451.0	1186.0
124402	507.0	1346.0
83930	1613.0	2568.0
56311	4.0	7.0
10990	4367.0	523.0
100126693	2.0	3.0
10992	10975.0	17244.0
606500	0.0	0.0
10991	51.0	39.0
10994	2151.0	1647.0
10993	86.0	202.0
22987	30.0	8.0
22989	15.0	1.0
22980	4680.0	6207.0
22981	575.0	618.0
22982	4089.0	4234.0
22983	7.0	41.0
22984	2215.0	3651.0
22985	6738.0	11517.0
22986	1.0	33.0
58986	1474.0	5643.0
148423	756.0	989.0
58985	55.0	18.0
342510	179.0	534.0
283694	0.0	0.0
283693	9.0	6.0
283692	0.0	1.0
22954	1187.0	2280.0
22955	2566.0	1897.0
112487	996.0	1105.0
22950	1575.0	2740.0
391524	3.0	2.0
22952	9.0	10.0
22953	6.0	2.0
391526	1.0	2.0
10975	2034.0	2541.0
83953	0.0	2.0
10978	508.0	886.0
83955	17.0	28.0
10979	16139.0	9241.0
112495	1639.0	2860.0
10970	4005.0	16250.0
56339	1344.0	1526.0
10972	18542.0	34057.0
10971	13745.0	27555.0
10974	0.0	0.0
10973	2741.0	6838.0
401409	10.0	116.0
112479	726.0	1429.0
112476	72.0	229.0
391530	0.0	0.0
83939	5063.0	7712.0
56341	1.0	2.0
391533	1.0	2.0
124460	197.0	762.0
83935	442.0	490.0
83938	515.0	621.0
391538	3.0	10.0
83937	2255.0	3635.0
10987	2233.0	3273.0
83943	632.0	776.0
83942	0.0	0.0
10989	4150.0	7263.0
10988	3937.0	6642.0
56342	183.0	176.0
124454	1098.0	3319.0
56344	0.0	0.0
83941	1086.0	1908.0
83940	999.0	1205.0
643503	0.0	1.0
10981	2006.0	3691.0
112483	2106.0	1483.0
10980	3329.0	6225.0
10983	23002.0	41675.0
10982	2751.0	4477.0
643507	1.0	5.0
10985	6237.0	7566.0
10984	220.0	434.0
22932	498.0	567.0
22933	3564.0	3815.0
22934	1170.0	1357.0
22936	3780.0	9628.0
22937	3281.0	3983.0
22938	3736.0	6145.0
112464	1280.0	1981.0
22930	5147.0	7402.0
22931	5172.0	7860.0
81309	0.0	0.0
391504	2.0	3.0
10954	964.0	2201.0
10953	1079.0	3192.0
10956	14482.0	21386.0
81315	0.0	0.0
10955	16039.0	19035.0
391508	2.0	3.0
81316	0.0	0.0
10957	7026.0	6210.0
124446	3327.0	6929.0
81310	0.0	0.0
10959	13379.0	28800.0
22929	2372.0	3090.0
10950	1237.0	1334.0
10952	2550.0	3666.0
10951	2853.0	7903.0
22943	86.0	30.0
22944	602.0	1206.0
22945	0.0	0.0
22947	0.0	0.0
22948	7495.0	13164.0
22949	2241.0	4171.0
83957	1.0	2.0
22941	1037.0	1825.0
83959	136.0	571.0
10965	1899.0	1191.0
391518	0.0	0.0
10964	2055.0	2195.0
81304	0.0	0.0
10966	841.0	1035.0
10969	1713.0	4115.0
81300	0.0	0.0
10961	4091.0	9453.0
10960	4035.0	9979.0
643529	47.0	73.0
10963	5193.0	14714.0
10962	147.0	1206.0
148479	2183.0	2535.0
197407	291.0	1330.0
391576	1.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	1210.0	1133.0
391548	0.0	1.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	0.0	2.0
391552	0.0	1.0
474383	0.0	0.0
474382	0.0	0.0
222701	2.0	1.0
767569	0.0	0.0
391559	11.0	12.0
767577	0.0	0.0
767579	0.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	0.0	6.0
207107	126.0	87.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	1.0	1.0
767563	1.0	0.0
474345	0.0	1.0
474344	3460.0	1745.0
474343	79.0	88.0
246717	1.0	5.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	3.0	32.0
161406	18.0	9.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	2.0	0.0
100151640	9.0	4.0
100151641	0.0	0.0
246715	0.0	0.0
767557	7.0	21.0
606553	0.0	0.0
606551	20.0	56.0
474354	5.0	0.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	0.0	0.0
161436	43.0	20.0
100151655	0.0	0.0
391584	2.0	1.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	11.0	12.0
100151652	0.0	0.0
100151668	0.0	0.0
391592	0.0	8.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	2323.0	2643.0
100151667	0.0	0.0
391598	3.0	5.0
100151661	2.0	0.0
100151663	0.0	0.0
474338	13.0	17.0
474337	0.0	0.0
197370	1735.0	5518.0
220112	3.0	10.0
246744	1.0	0.0
220115	3.0	4.0
93273	6.0	2.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	1.0
100271456	0.0	0.0
100271451	0.0	0.0
81295	0.0	0.0
100271452	4.0	3.0
220108	546.0	161.0
220107	26.0	336.0
100271448	0.0	1.0
100271447	1.0	1.0
100271449	0.0	0.0
100271444	3.0	2.0
100271445	0.0	1.0
81285	13.0	50.0
81282	0.0	0.0
197350	7.0	14.0
246720	6.0	9.0
401399	375.0	11.0
401398	25.0	223.0
246721	0.0	0.0
220134	30.0	206.0
401397	1246.0	2209.0
246723	24.0	12.0
220136	46.0	222.0
401393	0.0	0.0
100271437	0.0	1.0
100271439	1.0	2.0
100271438	1.0	0.0
100271433	0.0	0.0
100271435	3.0	0.0
100271434	0.0	0.0
197342	252.0	444.0
246731	1.0	2.0
401387	4.0	3.0
100271419	0.0	1.0
102724127	0.0	0.0
246737	63.0	84.0
100271420	1.0	0.0
197358	205.0	338.0
199990	909.0	1937.0
246785	42.0	89.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	0.0	1.0
283726	36.0	90.0
100271414	1.0	0.0
100887075	1.0	0.0
439990	76.0	48.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	169.0	277.0
100271413	1.0	0.0
197320	603.0	251.0
439996	1.0	0.0
100887074	0.0	0.0
439992	35.0	60.0
100887073	0.0	0.0
197322	838.0	1053.0
439994	119.0	137.0
102724105	188.0	436.0
220147	0.0	0.0
100271404	1.0	0.0
100887067	8.0	89.0
102724101	0.0	0.0
100271406	0.0	1.0
100271405	0.0	1.0
100271400	0.0	1.0
283711	0.0	0.0
100271402	0.0	0.0
197331	6.0	2.0
197335	572.0	1533.0
440993	594.0	443.0
440992	33.0	31.0
161394	27.0	445.0
199964	23.0	13.0
8000	45.0	454.0
8001	34.0	0.0
246777	146.0	58.0
246778	5.0	14.0
606495	225.0	179.0
199974	432.0	2306.0
8013	3570.0	139.0
22911	1635.0	2217.0
439949	58.0	24.0
22913	4611.0	8689.0
643421	0.0	3.0
22914	10.0	6.0
22915	3646.0	212.0
439945	0.0	0.0
22916	4343.0	7010.0
731605	5.0	13.0
22917	16.0	12.0
10929	2863.0	2804.0
10928	5662.0	5328.0
56252	5393.0	7093.0
56253	29.0	256.0
401331	72.0	141.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	0.0
83877	2054.0	4419.0
56259	2248.0	3041.0
83876	149.0	112.0
81215	0.0	0.0
83879	160.0	123.0
10934	3.0	5.0
83878	647.0	232.0
283768	5.0	0.0
10933	13972.0	24379.0
10936	56.0	21.0
56254	3818.0	4353.0
83873	7.0	6.0
256148	0.0	0.0
81210	1.0	0.0
283767	0.0	0.0
56255	6284.0	4532.0
83872	6119.0	7092.0
10935	7370.0	12469.0
81211	0.0	0.0
56256	1025.0	3308.0
10938	6078.0	5149.0
83875	79.0	59.0
83874	1002.0	1190.0
56257	3192.0	3151.0
22907	3353.0	5547.0
643414	8.0	112.0
439953	9.0	19.0
22908	3455.0	3712.0
83871	1914.0	6823.0
22909	1120.0	1206.0
283761	0.0	0.0
439954	0.0	4.0
643418	6.0	2.0
10930	4.0	0.0
439950	2.0	0.0
22921	1259.0	2387.0
8022	0.0	0.0
440926	170.0	480.0
22924	1432.0	1218.0
440925	22.0	48.0
8028	1999.0	2062.0
22925	3046.0	2938.0
8029	627.0	214.0
22926	5108.0	8545.0
439934	0.0	0.0
22927	2035.0	1234.0
8027	1453.0	2143.0
22928	2618.0	8201.0
439936	5.0	1.0
56261	2567.0	3017.0
56262	3626.0	6180.0
10939	2721.0	2751.0
401321	185.0	201.0
8021	3867.0	5621.0
83858	495.0	554.0
22920	2893.0	6841.0
56260	108.0	155.0
10943	1356.0	2094.0
56269	0.0	0.0
83866	0.0	0.0
81203	0.0	0.0
10942	52.0	17.0
81204	0.0	0.0
10945	6381.0	19743.0
83868	0.0	0.0
81205	0.0	0.0
10944	6868.0	11545.0
83867	0.0	0.0
10947	1311.0	2878.0
56265	1505.0	1225.0
