id	8659f2c4-7492-46b3-9bbe-ea8ae7bbdd53	892b14a6-b2b6-4860-a7fc-f65beac8530e
85360	1446.0	554.0
1080	298.0	4.0
85391	0.0	2.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	1.0	0.0
153733	659.0	755.0
1087	5.0	1.0
1086	0.0	3.0
440279	29.0	0.0
1085	4.0	17.0
1084	12.0	1.0
440278	158.0	259.0
1082	0.0	0.0
403294	0.0	0.0
440275	5896.0	8692.0
1081	0.0	2.0
85397	18.0	154.0
85395	453.0	389.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	1.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	0.0
440270	1577.0	843.0
1089	22.0	4.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	18.0	0.0
285598	1142.0	442.0
126133	1431.0	1679.0
128790	0.0	1.0
126129	237.0	130.0
126123	1.0	1.0
442862	0.0	0.0
126119	613.0	829.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	1.0
442894	0.0	0.0
442895	0.0	0.0
114131	0.0	0.0
442896	1.0	0.0
114132	51.0	2.0
442897	0.0	0.0
442898	3.0	3.0
114134	667.0	170.0
442899	0.0	0.0
100128790	0.0	1.0
128760	3.0	7.0
100128788	100.0	162.0
100128787	0.0	0.0
440225	0.0	0.0
440224	0.0	1.0
442890	0.0	0.0
442891	1.0	0.0
442892	2.0	1.0
128756	0.0	0.0
100128782	152.0	100.0
100128781	3.0	0.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	1.0	1.0
403234	0.0	0.0
403235	1.0	3.0
403236	0.0	0.0
63982	161.0	3.0
102466616	0.0	0.0
126052	0.0	0.0
151009	70.0	104.0
403227	13.0	0.0
403228	0.0	0.0
138046	1.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	2.0
645572	0.0	0.0
645571	10.0	2.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	788.0	130.0
107131122	0.0	1.0
138050	9356.0	15572.0
403219	0.0	0.0
151011	7181.0	4996.0
645587	11.0	13.0
165679	293.0	57.0
126037	30.0	62.0
114049	3382.0	4070.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	3.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	793.0	574.0
100033821	0.0	1.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	2536.0	1569.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	162.0	140.0
100033820	0.0	0.0
106481480	2.0	0.0
106481481	0.0	0.0
138065	205.0	13.0
645598	1.0	0.0
163007	2.0	1.0
114038	2.0	3.0
645591	1.0	0.0
106481495	0.0	0.0
114041	34.0	7.0
106481496	0.0	0.0
114042	3.0	2.0
106481493	0.0	0.0
114043	27.0	2.0
106481494	0.0	0.0
106481499	0.0	1.0
114044	323.0	164.0
126017	719.0	1104.0
106481497	3.0	3.0
106481498	0.0	0.0
85303	0.0	0.0
85300	3.0	0.0
85301	2793.0	1655.0
106481491	0.0	1.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	1.0	1.0
403275	1.0	3.0
102466656	1.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1513.0	2503.0
106481459	0.0	0.0
26994	10177.0	5562.0
106481457	10.0	8.0
26995	2109.0	3648.0
106481458	0.0	0.0
403271	0.0	0.0
26998	4.0	1.0
403272	0.0	0.0
102466659	0.0	0.0
26999	978.0	7121.0
403273	0.0	0.0
102466658	5.0	7.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	3.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2676.0	4356.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	1.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	2087.0	293.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	420.0	2086.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	1.0	0.0
126070	1153.0	1077.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	3.0	0.0
106481437	0.0	0.0
26974	451.0	364.0
153657	63.0	116.0
106481438	3.0	71.0
106481435	0.0	0.0
26973	1974.0	2423.0
165631	118.0	29.0
106481436	0.0	1.0
26978	19.0	7.0
126075	1016.0	1331.0
106481439	0.0	0.0
403250	0.0	0.0
126074	232.0	387.0
403251	0.0	0.0
106481440	0.0	2.0
106481441	0.0	0.0
85359	1653.0	1868.0
106481444	14.0	9.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	6166.0	1587.0
85354	0.0	0.0
85352	74.0	60.0
403241	0.0	1.0
344462	0.0	1.0
403244	0.0	0.0
403245	0.0	0.0
153642	510.0	226.0
153643	17.0	4.0
403247	0.0	0.0
403248	0.0	0.0
26985	4787.0	4281.0
106481448	0.0	0.0
26986	60372.0	86537.0
126069	239.0	103.0
106481449	0.0	0.0
126068	815.0	1016.0
106481446	0.0	0.0
26983	0.0	0.0
26984	925.0	921.0
106481447	0.0	0.0
106481451	1.0	5.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	328.0	730.0
106481455	0.0	0.0
85349	102.0	19.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	4.0	1.0
85347	0.0	0.0
26980	3.0	2.0
106481454	0.0	0.0
403238	0.0	0.0
85344	5.0	14.0
403239	0.0	0.0
85345	1.0	0.0
85343	0.0	0.0
344454	9.0	40.0
85340	0.0	0.0
100873394	0.0	5.0
100873393	2.0	3.0
100873392	6.0	2.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	2.0	0.0
106481413	0.0	0.0
106481414	1.0	1.0
63901	2973.0	3069.0
100873390	0.0	0.0
728556	51.0	34.0
106481419	1.0	0.0
100128817	1.0	0.0
728558	132.0	71.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	550.0	472.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	1.0	1.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	1.0	8.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	273.0	314.0
100873384	0.0	0.0
285601	12.0	5.0
106481426	1.0	0.0
106481427	0.0	1.0
222005	0.0	0.0
63910	177.0	320.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	819.0	1113.0
222008	4.0	58.0
106481428	0.0	1.0
106481429	0.0	0.0
63905	3311.0	4023.0
63904	0.0	0.0
106481430	0.0	0.0
163071	29.0	26.0
63906	828.0	827.0
106481433	0.0	0.0
63908	1196.0	2232.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	2.0
285613	48.0	256.0
63920	415.0	735.0
63923	1056.0	152.0
63922	468.0	1775.0
728577	284.0	0.0
63925	2185.0	1858.0
63924	17165.0	16.0
63916	3753.0	4168.0
63917	4179.0	2613.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	2.0	0.0
728564	1.0	4.0
285622	3.0	4.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1396.0	1500.0
106481402	0.0	0.0
63931	2117.0	1855.0
106481403	0.0	0.0
63934	843.0	48.0
728567	3.0	6.0
106481408	0.0	0.0
163088	6.0	13.0
63933	2897.0	2378.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3598.0	3659.0
163087	1012.0	953.0
728568	290.0	529.0
106481407	10.0	9.0
3704	1538.0	2552.0
3705	7373.0	8998.0
63926	902.0	1284.0
3706	7.0	21.0
63929	1597.0	2214.0
3707	5525.0	2346.0
63928	6.0	0.0
3708	15481.0	30346.0
106481411	0.0	0.0
3709	10037.0	11128.0
106481412	0.0	0.0
106481410	2.0	0.0
3700	42.0	17.0
3702	215.0	30.0
3703	10644.0	11001.0
645506	0.0	1.0
151050	1705.0	703.0
645520	0.0	0.0
63941	1357.0	3445.0
63940	1065.0	3122.0
63943	308.0	443.0
728517	0.0	0.0
163033	407.0	441.0
258010	2489.0	3267.0
63947	0.0	0.0
63946	1.0	0.0
728513	0.0	0.0
100033803	0.0	0.0
3716	21219.0	17159.0
100033804	0.0	0.0
3717	2264.0	767.0
100033805	0.0	0.0
3718	863.0	214.0
63939	1111.0	948.0
100033806	0.0	0.0
100190799	11.0	2.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	117.0	120.0
3710	4930.0	5289.0
3712	6588.0	11410.0
3713	0.0	0.0
3714	3816.0	1455.0
63950	1.0	1.0
728505	0.0	0.0
63951	158.0	3.0
100033807	0.0	0.0
728501	44.0	22.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	11708.0	3037.0
100033814	0.0	0.0
3727	16106.0	6263.0
63948	0.0	0.0
100033815	0.0	0.0
222052	1.0	0.0
3728	22026.0	28141.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1908.0	4553.0
151056	521.0	148.0
3725	44277.0	3078.0
645528	12.0	1.0
728532	28.0	20.0
163059	435.0	608.0
728538	0.0	1.0
728537	417.0	219.0
63967	41.0	312.0
3737	59.0	0.0
3738	103.0	4.0
3739	32.0	0.0
645538	0.0	0.0
3730	1568.0	2821.0
3732	4287.0	825.0
3734	0.0	0.0
3735	7375.0	12910.0
3736	63.0	2.0
63970	156.0	10.0
3750	306.0	79.0
63971	8912.0	16260.0
63974	0.0	0.0
163049	3096.0	2606.0
63973	54.0	0.0
63976	310.0	31.0
222068	6211.0	6685.0
63978	0.0	0.0
63977	781.0	566.0
63979	925.0	760.0
728524	0.0	0.0
3748	900.0	75.0
163051	39.0	51.0
3749	2641.0	344.0
163050	72.0	119.0
3741	54.0	83.0
645548	5.0	38.0
3743	3.0	2.0
3744	0.0	0.0
3745	1811.0	38.0
3746	29.0	36.0
3747	468.0	69.0
285671	1049.0	984.0
285672	2141.0	2656.0
100873431	0.0	0.0
100873430	1.0	0.0
3760	50.0	40811.0
285676	120.0	62.0
3761	0.0	0.0
100128657	0.0	0.0
285679	2.0	2.0
100861449	2.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	925.0	621.0
283008	12.0	0.0
3751	602.0	3239.0
100873435	0.0	0.0
3752	3854.0	3723.0
100873434	0.0	0.0
3753	26.0	3.0
100873433	0.0	0.0
3754	36.0	1742.0
100873432	0.0	0.0
3755	58.0	7.0
100873439	0.0	0.0
3756	14.0	398.0
100873438	0.0	0.0
3757	59.0	597.0
100873437	0.0	0.0
3758	29.0	3.0
100873436	0.0	0.0
100873420	3.0	1.0
3770	168.0	65.0
3772	158.0	42.0
100861458	0.0	0.0
100861453	23.0	8.0
100861455	0.0	0.0
1107	13762.0	26389.0
1106	10370.0	9311.0
1105	4734.0	5729.0
1104	1651.0	3315.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1980.0	841.0
1101	1353.0	4862.0
3762	799.0	150.0
100873424	0.0	0.0
3763	6.0	6.0
100128640	183.0	222.0
100873423	0.0	0.0
3764	797.0	384.0
100873422	0.0	0.0
3765	5.0	9.0
100873421	1.0	0.0
3766	15.0	18.0
100873428	0.0	0.0
3767	543.0	1558.0
100873427	0.0	0.0
3768	248.0	61.0
1109	5.0	1.0
100873426	4.0	4.0
1108	18131.0	20679.0
3769	18.0	2.0
100873425	1.0	1.0
100128637	0.0	0.0
100128639	0.0	0.0
3780	24.0	6.0
100873453	0.0	0.0
3781	18.0	134.0
100873452	0.0	0.0
3782	545.0	577.0
100873451	0.0	0.0
3783	1789.0	326.0
100873450	0.0	0.0
1121	2286.0	2370.0
100861468	0.0	0.0
1120	378.0	233.0
100861469	1.0	0.0
1118	132.0	35.0
1117	1533.0	350.0
1116	12990.0	157.0
1114	694.0	1.0
1113	13.0	0.0
1112	9148.0	3884.0
1111	314.0	549.0
3773	622.0	4.0
100873457	0.0	3.0
100873456	0.0	0.0
3775	351.0	1032.0
100873455	0.0	0.0
3776	1489.0	904.0
100873454	0.0	0.0
3777	227.0	11.0
3778	4486.0	4566.0
3779	2483.0	183.0
100873459	1.0	0.0
1119	2121.0	1280.0
100128627	0.0	1.0
100128626	0.0	0.0
3790	1137.0	2789.0
100128628	11.0	20.0
3791	6997.0	6425.0
100873442	0.0	0.0
3792	188.0	15.0
100873441	1.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	23.0	7.0
1131	112.0	181.0
1130	5839.0	2067.0
100861476	0.0	2.0
1129	5.0	0.0
1128	202.0	53.0
1124	457.0	73.0
1123	974.0	689.0
1122	1443.0	2503.0
100861470	0.0	0.0
3784	1171.0	1684.0
100873446	0.0	0.0
3785	2.0	11.0
100873445	0.0	0.0
3786	294.0	269.0
100873444	0.0	0.0
3787	63.0	6.0
100873443	0.0	0.0
3788	31.0	6.0
100873449	8.0	15.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	1.0
283050	97.0	49.0
100128618	0.0	0.0
728597	0.0	0.0
100128617	0.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	30.0	18.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	6.0	0.0
285634	4.0	5.0
1142	1.0	0.0
1141	185.0	34.0
285636	3015.0	3700.0
1140	629.0	900.0
728599	2.0	0.0
1139	20.0	6.0
1138	45.0	25.0
1137	1.0	0.0
100861485	0.0	0.0
1136	24.0	5.0
1135	33.0	0.0
1134	3.0	35.0
1133	28.0	21.0
3795	284.0	260.0
100873479	6.0	4.0
3796	1816.0	3331.0
100873478	0.0	0.0
3797	1714.0	1156.0
100873477	3.0	2.0
3798	161.0	195.0
100873476	0.0	0.0
3799	18821.0	12066.0
100873460	0.0	0.0
728586	17.0	31.0
285641	3.0	0.0
100873464	1.0	7.0
100873463	0.0	0.0
100873462	4.0	1.0
285643	1.0	2.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1304.0	2359.0
1153	21568.0	20587.0
1152	2336.0	318.0
285647	35.0	57.0
728589	29.0	21.0
728588	4.0	1.0
1149	2908.0	5.0
1147	2228.0	2129.0
1146	1.0	0.0
1145	120.0	20.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	1.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	282.0	1722.0
1163	764.0	647.0
285659	0.0	0.0
1161	512.0	527.0
1160	452.0	68.0
1159	58.0	125.0
1158	5.0	10.0
1157	0.0	0.0
1155	2047.0	3508.0
550643	1291.0	2352.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	1.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	3149.0	3440.0
1175	2369.0	3518.0
285668	36.0	3.0
1174	1434.0	2507.0
1173	16001.0	16276.0
550631	249.0	257.0
100873489	0.0	0.0
283014	9.0	5.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	88.0	63.0
1186	3711.0	9023.0
1185	2722.0	1267.0
1184	580.0	186.0
1183	824.0	104.0
1182	8545.0	10628.0
1181	298.0	515.0
440375	61.0	35.0
1180	48.0	44.0
1179	0.0	0.0
1178	1.0	0.0
283089	9.0	8.0
85495	0.0	0.0
85480	316.0	4.0
283080	0.0	0.0
1198	3643.0	3134.0
1197	1.0	0.0
1196	2414.0	2100.0
1195	8797.0	11119.0
440366	1.0	4.0
1193	2018.0	364.0
1192	13683.0	13758.0
1191	80692.0	30125.0
1188	54.0	4.0
283078	373.0	4039.0
85486	2.0	4.0
128615	0.0	0.0
85481	2.0	7.0
128611	111.0	6.0
440396	66.0	133.0
128609	0.0	0.0
128602	0.0	0.0
440387	0.0	0.0
128674	0.0	0.0
128676	0.0	1.0
114026	0.0	0.0
100861402	3.0	3.0
126014	235.0	332.0
440335	556.0	6688.0
100128690	0.0	0.0
114034	912.0	788.0
126006	150.0	480.0
114036	46.0	21.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	73.0	141.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	1.0	1.0
105180391	0.0	0.0
100128682	0.0	1.0
100128678	1.0	1.0
100861429	0.0	0.0
128653	0.0	1.0
200728	228.0	178.0
440356	5.0	3.0
440354	81.0	128.0
440352	1.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	1.0	2.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	8.0	20.0
100873410	0.0	0.0
100873417	1.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	177.0	241.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	332.0	296.0
200734	5048.0	6724.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	2.0	4.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	29.0	17.0
100873402	0.0	0.0
100873401	3.0	2.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	4967.0	5116.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	4.0	4.0
165530	103.0	21.0
85409	147.0	148.0
106481385	1.0	4.0
106481386	0.0	0.0
85416	0.0	0.0
106481383	4.0	4.0
85417	68.0	151.0
106481384	0.0	0.0
103106903	3.0	0.0
85414	615.0	656.0
106481389	0.0	0.0
85415	2692.0	3995.0
106481387	0.0	0.0
85413	13.0	0.0
106481388	4.0	7.0
645436	0.0	0.0
106481381	0.0	1.0
106481382	0.0	0.0
10	17.0	5.0
106481380	0.0	0.0
11	0.0	0.0
403341	1325.0	1116.0
12	307.0	657.0
13	60.0	0.0
14	6505.0	9244.0
15	9.0	0.0
16	8632.0	8432.0
645455	16.0	10.0
18	2362.0	17572.0
19	6865.0	752.0
128580	10.0	6.0
85407	162.0	64.0
106481396	0.0	0.0
106481397	0.0	1.0
106481394	0.0	0.0
85406	1855.0	3481.0
106481395	0.0	0.0
85403	2044.0	3238.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	5.0
106481393	0.0	0.0
20	5041.0	3070.0
106481390	0.0	0.0
21	4324.0	11371.0
106481391	0.0	0.0
22	1730.0	1792.0
153571	573.0	26.0
153572	3897.0	87.0
23	5176.0	4827.0
24	353.0	45.0
25	9554.0	5644.0
26	30.0	16.0
27	4122.0	3129.0
28	587.0	2253.0
29	7558.0	6684.0
153579	7119.0	401.0
728615	1.0	0.0
728614	0.0	0.0
200765	200.0	273.0
106481358	0.0	1.0
106481359	0.0	0.0
728611	68.0	49.0
102466518	0.0	0.0
102466516	1.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	1353.0	633.0
106481362	0.0	0.0
106481367	1.0	0.0
85437	2830.0	3342.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	262.0	395.0
106481366	0.0	0.0
30	3664.0	6517.0
106481360	0.0	0.0
31	9387.0	9215.0
32	18658.0	1740.0
33	726.0	2.0
34	4056.0	3263.0
35	2830.0	2164.0
153562	1679.0	3353.0
36	11433.0	8917.0
37	21573.0	21058.0
38	5467.0	4591.0
440307	14.0	12.0
39	971.0	1120.0
165545	12.0	68.0
106481369	0.0	0.0
728606	362.0	32.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	27.0	132.0
106481370	0.0	0.0
41	262.0	43.0
106481371	0.0	0.0
43	153.0	21.0
645486	0.0	0.0
47	11602.0	12163.0
48	10662.0	3067.0
49	35.0	4.0
106481338	0.0	0.0
106481339	0.0	1.0
