id	b1e5ed14-a40e-41a1-b424-a6765ed70286	39b74af5-8b63-4788-b05f-d1696605afdc
106481452	3.0	1.0
106481450	2.0	0.0
114088	309.0	38.0
106481455	1.0	0.0
85349	156.0	42.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	4.0	14.0
85347	0.0	0.0
26980	17.0	9.0
106481454	1.0	1.0
403238	0.0	0.0
85344	1.0	61.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	13.0	108.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	3.0
100873392	4.0	4.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	1.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	4349.0	6651.0
100873390	0.0	1.0
728556	55.0	80.0
106481419	1.0	0.0
100128817	0.0	0.0
728558	188.0	114.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	1043.0	677.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	5.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	2.0	3.0
100873380	0.0	5.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	601.0	580.0
100873384	0.0	0.0
285601	38.0	4.0
106481426	0.0	0.0
106481427	2.0	0.0
222005	2.0	2.0
63910	127.0	152.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	1764.0	1780.0
222008	29.0	3.0
106481428	0.0	0.0
106481429	5.0	0.0
63905	3470.0	3114.0
63904	0.0	0.0
106481430	1.0	0.0
163071	42.0	106.0
63906	526.0	1067.0
106481433	0.0	0.0
63908	1678.0	919.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	1.0
100873389	0.0	0.0
100873388	3.0	3.0
285613	27.0	42.0
63920	387.0	816.0
63923	269.0	58.0
63922	145.0	707.0
728577	427.0	8.0
63925	1546.0	2383.0
63924	7761.0	16.0
63916	4197.0	5987.0
63917	4639.0	2968.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	4.0	2.0
728564	9.0	6.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	2403.0	2066.0
106481402	2.0	1.0
63931	3263.0	5482.0
106481403	0.0	1.0
63934	837.0	45.0
728567	10.0	7.0
106481408	0.0	0.0
163088	7.0	3.0
63933	3924.0	3253.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	2814.0	3186.0
163087	1576.0	960.0
728568	349.0	399.0
106481407	18.0	12.0
3704	915.0	3000.0
3705	4187.0	11442.0
63926	1226.0	1706.0
3706	2.0	177.0
63929	2315.0	2880.0
3707	5734.0	6374.0
63928	24.0	1336.0
3708	14822.0	33239.0
106481411	1.0	0.0
3709	13689.0	1867.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	25.0	43.0
3702	347.0	29.0
3703	17079.0	18451.0
645506	0.0	0.0
151050	2253.0	375.0
645520	0.0	0.0
63941	635.0	4047.0
63940	959.0	385.0
63943	174.0	752.0
728517	0.0	0.0
163033	334.0	412.0
258010	5848.0	7410.0
63947	0.0	0.0
63946	0.0	1.0
728513	0.0	3.0
100033803	0.0	0.0
3716	28654.0	30670.0
100033804	0.0	0.0
3717	4107.0	2145.0
100033805	0.0	0.0
3718	692.0	145.0
63939	1294.0	2134.0
100033806	0.0	0.0
100190799	21.0	1.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	114.0	144.0
3710	3235.0	8370.0
3712	4601.0	6444.0
3713	0.0	0.0
3714	1443.0	1995.0
63950	0.0	1.0
728505	4.0	2.0
63951	131.0	4.0
100033807	0.0	0.0
728501	67.0	6.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	5907.0	3879.0
100033814	0.0	0.0
3727	24186.0	9470.0
63948	0.0	0.0
100033815	0.0	0.0
222052	4.0	1.0
3728	17794.0	40605.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	2186.0	4749.0
151056	420.0	1134.0
3725	16792.0	17597.0
645528	4.0	0.0
728532	60.0	70.0
163059	809.0	392.0
728538	3.0	4.0
728537	336.0	491.0
63967	89.0	1692.0
3737	29.0	2.0
3738	117.0	9.0
3739	12.0	1.0
645538	0.0	0.0
3730	3453.0	1606.0
3732	2026.0	5594.0
3734	0.0	0.0
3735	10664.0	10418.0
3736	378.0	1.0
63970	75.0	4.0
3750	371.0	152.0
63971	9067.0	9002.0
63974	0.0	0.0
163049	4651.0	3673.0
63973	15.0	0.0
63976	269.0	84.0
222068	8204.0	9925.0
63978	0.0	0.0
63977	648.0	1109.0
63979	1210.0	1934.0
728524	0.0	0.0
3748	809.0	565.0
163051	76.0	52.0
3749	2195.0	991.0
163050	65.0	105.0
3741	77.0	26.0
645548	10.0	6.0
3743	3.0	1.0
3744	0.0	1.0
3745	2048.0	277.0
3746	35.0	1.0
3747	630.0	4681.0
285671	1927.0	121.0
285672	3751.0	2236.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	46.0	18.0
285676	135.0	23.0
3761	0.0	1.0
100128657	0.0	1.0
285679	2.0	4.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	2025.0	187.0
283008	1.0	1.0
3751	831.0	244.0
100873435	0.0	0.0
3752	3246.0	5946.0
100873434	0.0	0.0
3753	58.0	0.0
100873433	0.0	0.0
3754	31.0	212.0
100873432	0.0	0.0
3755	15.0	19.0
100873439	0.0	0.0
3756	19.0	209.0
100873438	0.0	0.0
3757	36.0	47.0
100873437	0.0	0.0
3758	27.0	0.0
100873436	0.0	0.0
100873420	0.0	0.0
3770	129.0	45.0
3772	386.0	123.0
100861458	3.0	1.0
100861453	45.0	2.0
100861455	0.0	0.0
1107	9455.0	7183.0
1106	10667.0	6836.0
1105	13184.0	5396.0
1104	1357.0	4347.0
100873429	0.0	0.0
1103	0.0	0.0
1102	3244.0	930.0
1101	1642.0	28237.0
3762	633.0	214.0
100873424	0.0	0.0
3763	14.0	39.0
100128640	398.0	266.0
100873423	0.0	0.0
3764	1176.0	272.0
100873422	0.0	0.0
3765	13.0	3.0
100873421	0.0	1.0
3766	24.0	56.0
100873428	0.0	0.0
3767	149.0	2164.0
100873427	0.0	0.0
3768	135.0	33.0
1109	13.0	0.0
100873426	0.0	1.0
1108	15674.0	26551.0
3769	21.0	2.0
100873425	1.0	1.0
100128637	3.0	1.0
100128639	0.0	0.0
3780	8.0	21.0
100873453	0.0	0.0
3781	61.0	72.0
100873452	0.0	1.0
3782	1172.0	377.0
100873451	0.0	0.0
3783	870.0	2185.0
100873450	0.0	0.0
1121	4282.0	5013.0
100861468	0.0	0.0
1120	204.0	181.0
100861469	0.0	0.0
1118	279.0	13.0
1117	2185.0	174.0
1116	9402.0	373.0
1114	569.0	0.0
1113	34.0	0.0
1112	12940.0	4159.0
1111	467.0	3834.0
3773	1631.0	0.0
100873457	3.0	1.0
100873456	2.0	0.0
3775	1065.0	2746.0
100873455	0.0	0.0
3776	4783.0	22.0
100873454	0.0	0.0
3777	135.0	5.0
3778	3446.0	301.0
3779	2403.0	116.0
100873459	0.0	0.0
1119	4149.0	1485.0
100128627	2.0	4.0
100128626	0.0	0.0
3790	1777.0	4661.0
100128628	37.0	9.0
3791	6053.0	3340.0
100873442	0.0	0.0
3792	70.0	84.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	21.0	17.0
1131	449.0	47.0
1130	8035.0	9855.0
100861476	2.0	0.0
1129	11.0	0.0
1128	253.0	27.0
1124	914.0	6493.0
1123	5201.0	635.0
1122	2275.0	8539.0
100861470	0.0	0.0
3784	599.0	1226.0
100873446	0.0	0.0
3785	3.0	5.0
100873445	0.0	0.0
3786	677.0	256.0
100873444	0.0	0.0
3787	321.0	6.0
100873443	0.0	0.0
3788	18.0	1.0
100873449	10.0	6.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	268.0	107.0
100128618	5.0	0.0
728597	4.0	0.0
100128617	1.0	4.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	92.0	109.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	17.0	9.0
285634	5.0	3.0
1142	0.0	0.0
1141	120.0	16.0
285636	5783.0	5719.0
1140	536.0	420.0
728599	5.0	11.0
1139	13.0	4.0
1138	55.0	111.0
1137	5.0	0.0
100861485	0.0	0.0
1136	16.0	7.0
1135	35.0	5.0
1134	15.0	69.0
1133	43.0	14.0
3795	89.0	423.0
100873479	1.0	0.0
3796	2994.0	3775.0
100873478	0.0	0.0
3797	1309.0	3294.0
100873477	2.0	2.0
3798	205.0	582.0
100873476	0.0	0.0
3799	37409.0	30805.0
100873460	0.0	0.0
728586	56.0	22.0
285641	2.0	1.0
100873464	0.0	3.0
100873463	0.0	0.0
100873462	1.0	3.0
285643	3.0	9.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	2212.0	2114.0
1153	24386.0	23859.0
1152	992.0	764.0
285647	21.0	49.0
728589	20.0	23.0
728588	3.0	2.0
1149	737.0	1.0
1147	4658.0	3387.0
1146	0.0	7.0
1145	108.0	79.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	1.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	3.0	0.0
100873494	0.0	0.0
1164	549.0	3601.0
1163	1687.0	3673.0
285659	0.0	0.0
1161	985.0	782.0
1160	256.0	56.0
1159	125.0	0.0
1158	2.0	3.0
1157	0.0	0.0
1155	1452.0	4451.0
550643	2559.0	1898.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	6161.0	914.0
1175	2114.0	3749.0
285668	51.0	16.0
1174	976.0	4141.0
1173	14771.0	20719.0
550631	169.0	256.0
100873489	0.0	0.0
283014	12.0	10.0
100873488	0.0	0.0
100873487	2.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	71.0	42.0
1186	1740.0	2966.0
1185	2698.0	1212.0
1184	1141.0	408.0
1183	964.0	41.0
1182	16139.0	12816.0
1181	256.0	620.0
440375	14.0	26.0
1180	39.0	7.0
1179	1.0	0.0
1178	4.0	0.0
283089	13.0	3.0
85495	0.0	0.0
85480	563.0	2.0
283080	0.0	0.0
1198	2632.0	2596.0
1197	2.0	4.0
1196	2218.0	5325.0
1195	13329.0	3819.0
440366	6.0	1.0
1193	5512.0	386.0
1192	15695.0	33935.0
1191	60183.0	108912.0
1188	56.0	26.0
283078	274.0	307.0
85486	5.0	16.0
128615	1.0	0.0
85481	1.0	0.0
128611	186.0	12.0
440396	70.0	156.0
128609	0.0	0.0
128602	0.0	0.0
440387	1.0	0.0
128674	2.0	0.0
128676	0.0	2.0
114026	1.0	1.0
100861402	2.0	13.0
126014	126.0	163.0
440335	533.0	2845.0
100128690	0.0	0.0
114034	1102.0	1338.0
126006	16.0	75.0
114036	52.0	17.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	27.0	145.0
100861412	0.0	1.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	3.0	1.0
105180391	0.0	0.0
100128682	1.0	1.0
100128678	1.0	7.0
100861429	0.0	0.0
128653	0.0	0.0
200728	409.0	382.0
440356	3.0	21.0
440354	361.0	158.0
440352	0.0	1.0
100873419	0.0	0.0
100873418	0.0	1.0
100873413	0.0	0.0
128646	1.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	0.0	16.0
100873410	1.0	0.0
100873417	0.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	240.0	235.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	370.0	174.0
200734	7528.0	8214.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	4.0	8.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	24.0	31.0
100873402	0.0	0.0
100873401	1.0	1.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	5615.0	4107.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	1.0	0.0
645443	12.0	4.0
165530	177.0	4.0
85409	72.0	1103.0
106481385	5.0	1.0
106481386	0.0	0.0
85416	5.0	0.0
106481383	5.0	1.0
85417	72.0	214.0
106481384	0.0	0.0
103106903	1.0	0.0
85414	381.0	2028.0
106481389	1.0	0.0
85415	4412.0	2649.0
106481387	0.0	1.0
85413	9.0	1.0
106481388	3.0	5.0
645436	2.0	3.0
106481381	0.0	0.0
106481382	0.0	0.0
10	28.0	28.0
106481380	0.0	0.0
11	4.0	20.0
403341	1513.0	874.0
12	879.0	374.0
13	31.0	0.0
14	2515.0	9158.0
15	5.0	0.0
16	5732.0	13211.0
645455	23.0	18.0
18	1945.0	9046.0
19	9179.0	2067.0
128580	22.0	22.0
85407	196.0	624.0
106481396	0.0	0.0
106481397	6.0	0.0
106481394	0.0	0.0
85406	1246.0	2404.0
106481395	0.0	0.0
85403	3126.0	3114.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	2320.0	3172.0
106481390	0.0	0.0
21	1968.0	7879.0
106481391	0.0	0.0
22	2589.0	2294.0
153571	347.0	540.0
153572	3819.0	744.0
23	4812.0	6779.0
24	276.0	164.0
25	9086.0	7258.0
26	10.0	3.0
27	7742.0	5664.0
28	1270.0	81.0
29	5967.0	4036.0
153579	3956.0	138.0
728615	0.0	0.0
728614	0.0	0.0
200765	446.0	355.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	33.0	19.0
102466518	1.0	0.0
102466516	0.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	1798.0	1891.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	4838.0	5569.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	185.0	317.0
106481366	0.0	0.0
30	1277.0	4435.0
106481360	0.0	0.0
31	7144.0	10702.0
32	8204.0	761.0
33	531.0	2.0
34	6484.0	697.0
35	853.0	1310.0
153562	2249.0	3295.0
36	14858.0	5890.0
37	10653.0	13714.0
38	5903.0	2824.0
440307	13.0	12.0
39	1233.0	4780.0
165545	3.0	63.0
106481369	0.0	0.0
728606	462.0	2491.0
106481374	0.0	0.0
106481375	0.0	1.0
106481372	0.0	0.0
106481373	7.0	0.0
106481378	2.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	1.0
40	71.0	12.0
106481370	0.0	0.0
41	369.0	434.0
106481371	0.0	0.0
43	89.0	8.0
645486	0.0	1.0
47	9149.0	24662.0
48	9004.0	2172.0
49	43.0	2.0
106481338	0.0	0.0
