id	7133f91c-4128-4578-a1cd-2c1ee81b3f16	b8dffd2d-f096-48d2-bf27-1e8c0ae526de
100873374	0.0	4.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	31.0	35.0
1043	806.0	4893.0
1041	12.0	0.0
1040	2499.0	6934.0
1039	2121.0	6048.0
1038	26.0	11.0
1036	2590.0	489.0
3696	4655.0	9231.0
3697	11.0	40.0
100873379	0.0	0.0
3698	1240.0	22.0
100873378	5.0	3.0
3699	226.0	149.0
100873377	0.0	0.0
728486	2.0	40.0
100873361	0.0	0.0
105373869	2.0	349.0
100873360	1.0	2.0
285540	106.0	74.0
100128705	5.0	6.0
100873365	0.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	1.0	2.0
100873362	0.0	0.0
100128701	2.0	4.0
1054	5012.0	10488.0
285547	0.0	0.0
1053	6.0	25.0
285548	5.0	5.0
1052	5192.0	3315.0
1051	4655.0	6750.0
728489	2.0	11.0
1050	4222.0	1736.0
100128707	0.0	0.0
1048	0.0	165.0
1047	303.0	31.0
1046	0.0	0.0
1045	0.0	2.0
100873369	10.0	1.0
100873368	0.0	0.0
100873367	0.0	1.0
100873366	0.0	0.0
105373877	5.0	1.0
1066	3886.0	1662.0
1063	386.0	17430.0
1062	162.0	3610.0
1061	3.0	10.0
1060	2740.0	2745.0
440253	434.0	151.0
1059	5968.0	5596.0
1058	76.0	1356.0
1057	4.0	1.0
85379	12633.0	10219.0
114112	1033.0	1218.0
1056	25.0	51.0
85377	3712.0	5893.0
85378	2868.0	2220.0
128745	0.0	0.0
85376	8.0	54.0
440248	1092.0	848.0
1075	5948.0	28293.0
1074	7.0	6.0
1073	5482.0	4490.0
1072	29926.0	74702.0
1071	869.0	258.0
440243	0.0	0.0
1070	1375.0	1015.0
1069	3828.0	3167.0
1068	0.0	0.0
85369	2418.0	3773.0
85366	4.0	25.0
85364	2221.0	1962.0
85365	3027.0	4170.0
85363	2311.0	4207.0
85360	1502.0	990.0
1080	113.0	6238.0
85391	4.0	8.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	8.0	3.0
153733	827.0	1241.0
1087	24.0	27.0
1086	0.0	1.0
440279	24.0	22.0
1085	17.0	2.0
1084	6.0	18.0
440278	138.0	94.0
1082	0.0	0.0
403294	0.0	0.0
440275	5589.0	8461.0
1081	22.0	0.0
85397	7.0	8.0
85395	495.0	877.0
403285	0.0	0.0
1091	0.0	0.0
1090	2.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	2.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	0.0
440270	1932.0	759.0
1089	13.0	77.0
85388	0.0	0.0
85389	0.0	0.0
128718	1.0	0.0
285596	30.0	12.0
285598	931.0	1020.0
126133	1532.0	1953.0
128790	0.0	2.0
126129	279.0	425.0
126123	0.0	2.0
442862	0.0	0.0
126119	584.0	746.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	1.0
114131	0.0	2.0
442896	0.0	0.0
114132	30.0	151.0
442897	0.0	0.0
442898	3.0	5.0
114134	754.0	1377.0
442899	0.0	0.0
100128790	0.0	0.0
128760	10.0	12.0
100128788	74.0	96.0
100128787	0.0	0.0
440225	0.0	0.0
440224	1.0	0.0
442890	0.0	0.0
442891	0.0	2.0
442892	1.0	0.0
128756	0.0	0.0
100128782	294.0	230.0
100128781	3.0	2.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	1.0	8.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	307.0	269.0
102466616	0.0	0.0
126052	0.0	0.0
151009	121.0	192.0
403227	0.0	0.0
403228	0.0	0.0
138046	1.0	6.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	2.0
645572	0.0	0.0
645571	7.0	4.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	1002.0	1030.0
107131122	4.0	1.0
138050	8152.0	15440.0
403219	1.0	0.0
151011	9491.0	7819.0
645587	2.0	0.0
165679	281.0	83.0
126037	35.0	54.0
114049	4160.0	7800.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	4.0	17.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	785.0	2658.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	2895.0	3757.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	376.0	250.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	295.0	9.0
645598	0.0	1.0
163007	3.0	1.0
114038	0.0	0.0
645591	1.0	0.0
106481495	0.0	0.0
114041	75.0	89.0
106481496	0.0	0.0
114042	1.0	1.0
106481493	0.0	0.0
114043	36.0	13.0
106481494	0.0	0.0
106481499	0.0	1.0
114044	296.0	444.0
126017	923.0	865.0
106481497	0.0	2.0
106481498	0.0	0.0
85303	0.0	0.0
85300	2.0	2.0
85301	1700.0	4059.0
106481491	2.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	3.0	1.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1785.0	3959.0
106481459	0.0	0.0
26994	11616.0	11456.0
106481457	7.0	15.0
26995	2484.0	3354.0
106481458	0.0	0.0
403271	0.0	0.0
26998	12.0	53.0
403272	1.0	0.0
102466659	0.0	0.0
26999	1246.0	3914.0
403273	0.0	0.0
102466658	0.0	1.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	1.0	0.0
106481461	2.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2451.0	2399.0
106481467	0.0	0.0
106481464	1.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	2.0
106481474	0.0	2.0
106481471	0.0	0.0
85329	2842.0	392.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	268.0	20.0
106481470	0.0	3.0
403252	0.0	0.0
403253	0.0	2.0
403254	0.0	0.0
126070	1134.0	1303.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	5.0	9.0
106481437	0.0	0.0
26974	304.0	310.0
153657	75.0	38.0
106481438	1.0	0.0
106481435	0.0	0.0
26973	1353.0	2868.0
165631	209.0	1247.0
106481436	0.0	2.0
26978	18.0	29.0
126075	737.0	579.0
106481439	0.0	0.0
403250	0.0	0.0
126074	255.0	196.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1555.0	1746.0
106481444	7.0	1.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	5287.0	3595.0
85354	0.0	0.0
85352	53.0	353.0
403241	0.0	1.0
344462	0.0	8.0
403244	0.0	0.0
403245	0.0	0.0
153642	626.0	627.0
153643	25.0	1.0
403247	0.0	0.0
403248	0.0	1.0
26985	4750.0	6287.0
106481448	0.0	0.0
26986	97628.0	113292.0
126069	221.0	153.0
106481449	0.0	0.0
126068	1106.0	658.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1355.0	1562.0
106481447	0.0	0.0
106481451	3.0	6.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	281.0	291.0
106481455	2.0	2.0
85349	103.0	49.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	2.0	0.0
85347	0.0	0.0
26980	5.0	12.0
106481454	0.0	5.0
403238	0.0	0.0
85344	4.0	2.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	5.0	2.0
85340	0.0	0.0
100873394	0.0	3.0
100873393	0.0	1.0
100873392	6.0	8.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	1.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	2629.0	4741.0
100873390	0.0	0.0
728556	50.0	125.0
106481419	1.0	2.0
100128817	0.0	0.0
728558	127.0	184.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	771.0	1466.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	9.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	249.0	208.0
100873384	0.0	0.0
285601	39.0	125.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	2.0	2.0
63910	133.0	1790.0
106481424	1.0	0.0
106481425	0.0	0.0
285605	1011.0	576.0
222008	1.0	2.0
106481428	0.0	0.0
106481429	0.0	1.0
63905	4256.0	4032.0
63904	0.0	0.0
106481430	0.0	0.0
163071	52.0	51.0
63906	1099.0	1215.0
106481433	0.0	0.0
63908	1128.0	1167.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	1.0
100873389	0.0	0.0
100873388	1.0	9.0
285613	46.0	111.0
63920	599.0	382.0
63923	452.0	384.0
63922	352.0	880.0
728577	385.0	164.0
63925	1753.0	2155.0
63924	20051.0	1054.0
63916	3115.0	6557.0
63917	4455.0	5360.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	2.0	9.0
728564	2.0	24.0
285622	0.0	1.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	2502.0	2868.0
106481402	0.0	0.0
63931	2446.0	3430.0
106481403	1.0	5.0
63934	823.0	196.0
728567	4.0	5.0
106481408	0.0	0.0
163088	8.0	6.0
63933	3128.0	5510.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3825.0	4139.0
163087	1366.0	1466.0
728568	452.0	644.0
106481407	17.0	21.0
3704	1798.0	2535.0
3705	7180.0	5777.0
63926	1106.0	1268.0
3706	3.0	12.0
63929	1587.0	1840.0
3707	6801.0	21316.0
63928	1.0	1.0
3708	14949.0	4638.0
106481411	0.0	1.0
3709	7983.0	17484.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	25.0	43.0
3702	295.0	2095.0
3703	10431.0	19255.0
645506	0.0	2.0
151050	1360.0	2043.0
645520	0.0	0.0
63941	949.0	1158.0
63940	987.0	5374.0
63943	434.0	1010.0
728517	0.0	0.0
163033	365.0	333.0
258010	2699.0	2217.0
63947	0.0	0.0
63946	1.0	1.0
728513	1.0	1.0
100033803	0.0	0.0
3716	22152.0	29122.0
100033804	0.0	0.0
3717	2930.0	7131.0
100033805	0.0	0.0
3718	667.0	3648.0
63939	1542.0	3389.0
100033806	0.0	0.0
100190799	10.0	7.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	134.0	148.0
3710	3146.0	8369.0
3712	5863.0	2290.0
3713	0.0	10.0
3714	3522.0	2625.0
63950	1.0	1.0
728505	1.0	0.0
63951	222.0	61.0
100033807	0.0	0.0
728501	69.0	33.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	27796.0	13179.0
100033814	0.0	0.0
3727	21630.0	7998.0
63948	0.0	0.0
100033815	0.0	0.0
222052	0.0	1.0
3728	20344.0	43568.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1916.0	5549.0
151056	410.0	865.0
3725	56499.0	18913.0
645528	9.0	7.0
728532	47.0	67.0
163059	543.0	309.0
728538	0.0	0.0
728537	224.0	163.0
63967	32.0	1121.0
3737	27.0	48.0
3738	92.0	760.0
3739	72.0	8.0
645538	0.0	0.0
3730	1363.0	1407.0
3732	6011.0	24578.0
3734	0.0	0.0
3735	10124.0	15672.0
3736	133.0	123.0
63970	88.0	10.0
3750	332.0	507.0
63971	7947.0	5322.0
63974	0.0	0.0
163049	3959.0	3561.0
63973	36.0	47.0
63976	386.0	219.0
222068	6061.0	9078.0
63978	0.0	0.0
63977	747.0	1091.0
63979	1132.0	2372.0
728524	0.0	0.0
3748	818.0	285.0
163051	36.0	43.0
3749	1723.0	3380.0
163050	90.0	69.0
3741	74.0	99.0
645548	8.0	50.0
3743	2.0	2.0
3744	0.0	0.0
3745	1323.0	263.0
3746	57.0	37.0
3747	32.0	1.0
285671	1113.0	511.0
285672	2997.0	2160.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	12.0	10.0
285676	166.0	335.0
3761	1.0	9.0
100128657	0.0	0.0
285679	2.0	2.0
100861449	0.0	1.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	1509.0	2958.0
283008	12.0	8.0
3751	590.0	367.0
100873435	0.0	0.0
3752	1896.0	778.0
100873434	0.0	0.0
3753	116.0	45.0
100873433	0.0	0.0
3754	28.0	91.0
100873432	0.0	0.0
3755	57.0	240.0
100873439	0.0	0.0
3756	9.0	19.0
100873438	0.0	0.0
3757	48.0	208.0
100873437	0.0	0.0
3758	6.0	21.0
100873436	0.0	0.0
100873420	3.0	0.0
3770	182.0	167.0
3772	193.0	1008.0
100861458	0.0	0.0
100861453	19.0	11.0
100861455	0.0	0.0
1107	13009.0	12992.0
1106	9006.0	9857.0
1105	4576.0	5286.0
1104	1670.0	6166.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1821.0	2979.0
1101	361.0	62.0
3762	314.0	1655.0
100873424	3.0	1.0
3763	7.0	71.0
100128640	271.0	122.0
100873423	0.0	0.0
3764	2064.0	1279.0
100873422	0.0	0.0
3765	1.0	5.0
100873421	0.0	2.0
3766	4.0	275.0
100873428	0.0	0.0
3767	463.0	77.0
100873427	0.0	0.0
3768	279.0	126.0
1109	0.0	4.0
100873426	3.0	2.0
1108	16642.0	23464.0
3769	20.0	2.0
100873425	0.0	0.0
100128637	0.0	3.0
100128639	0.0	0.0
3780	33.0	45.0
100873453	0.0	0.0
3781	34.0	53.0
100873452	0.0	0.0
3782	670.0	1683.0
100873451	0.0	0.0
3783	1697.0	7428.0
100873450	0.0	0.0
1121	2525.0	3513.0
100861468	0.0	0.0
1120	260.0	183.0
100861469	0.0	0.0
1118	21.0	6886.0
1117	1176.0	18694.0
1116	9814.0	42475.0
1114	24.0	23.0
1113	20.0	1503.0
1112	10319.0	8709.0
1111	388.0	2396.0
3773	1538.0	134.0
100873457	0.0	0.0
100873456	0.0	0.0
3775	910.0	426.0
100873455	0.0	0.0
3776	1845.0	1406.0
100873454	0.0	0.0
3777	325.0	208.0
3778	3748.0	1042.0
3779	2937.0	874.0
100873459	0.0	0.0
1119	2846.0	4804.0
100128627	4.0	6.0
100128626	0.0	2.0
3790	1075.0	2040.0
100128628	7.0	7.0
3791	6853.0	7795.0
100873442	0.0	0.0
3792	37.0	98.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	10.0	198.0
1131	179.0	1548.0
1130	5281.0	5543.0
100861476	0.0	3.0
1129	1.0	0.0
1128	284.0	823.0
1124	532.0	647.0
1123	1434.0	2622.0
1122	1416.0	3416.0
100861470	0.0	0.0
3784	877.0	872.0
100873446	0.0	0.0
3785	1.0	1.0
100873445	0.0	0.0
3786	235.0	511.0
100873444	0.0	0.0
3787	286.0	140.0
100873443	0.0	0.0
3788	49.0	86.0
100873449	3.0	2.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	171.0	106.0
100128618	1.0	0.0
728597	1.0	2.0
100128617	0.0	4.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	69.0	522.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	2.0	35.0
285634	2.0	5.0
1142	0.0	4.0
1141	192.0	33.0
285636	3564.0	11871.0
1140	831.0	1244.0
728599	0.0	2.0
1139	28.0	27.0
1138	64.0	389.0
1137	0.0	1.0
100861485	0.0	0.0
1136	8.0	37.0
1135	31.0	1.0
1134	1.0	442.0
1133	30.0	48.0
3795	340.0	709.0
100873479	8.0	3.0
3796	1813.0	3490.0
100873478	0.0	0.0
3797	1483.0	3589.0
100873477	1.0	3.0
3798	261.0	57.0
100873476	0.0	0.0
3799	18587.0	35132.0
100873460	0.0	1.0
728586	37.0	18.0
285641	2.0	0.0
100873464	0.0	0.0
100873463	0.0	0.0
100873462	3.0	2.0
285643	0.0	4.0
100128603	0.0	2.0
100873461	1.0	0.0
1154	1208.0	1545.0
1153	27910.0	12411.0
1152	3201.0	4654.0
285647	15.0	33.0
728589	15.0	16.0
728588	2.0	1.0
1149	4921.0	527.0
1147	2310.0	3930.0
1146	0.0	2.0
1145	72.0	77.0
1144	0.0	2.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	321.0	3441.0
1163	1328.0	5414.0
285659	0.0	0.0
1161	555.0	716.0
1160	305.0	130.0
1159	94.0	628.0
1158	2.0	26.0
1157	0.0	0.0
1155	2183.0	4508.0
550643	1472.0	1589.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	3951.0	4770.0
1175	2354.0	6268.0
285668	23.0	21.0
1174	1770.0	4769.0
1173	17187.0	33114.0
550631	136.0	225.0
100873489	0.0	0.0
283014	6.0	19.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	61.0	48.0
1186	3392.0	5722.0
1185	2606.0	1685.0
1184	587.0	5433.0
1183	621.0	1512.0
1182	8443.0	6723.0
1181	266.0	1059.0
440375	45.0	59.0
1180	77.0	12.0
1179	0.0	0.0
1178	2.0	2.0
283089	15.0	8.0
85495	0.0	0.0
85480	369.0	32.0
283080	1.0	0.0
1198	3466.0	3461.0
1197	0.0	5.0
1196	2048.0	3832.0
1195	8417.0	5602.0
440366	1.0	21.0
1193	2745.0	3685.0
1192	15387.0	37095.0
1191	71177.0	54602.0
1188	58.0	50.0
283078	285.0	58.0
85486	11.0	32.0
128615	0.0	0.0
85481	0.0	0.0
128611	163.0	839.0
440396	60.0	113.0
128609	0.0	1.0
128602	1.0	1.0
440387	2.0	2.0
128674	0.0	3.0
128676	0.0	2.0
114026	0.0	0.0
100861402	0.0	4.0
126014	114.0	1032.0
440335	582.0	1104.0
100128690	0.0	0.0
114034	971.0	1212.0
126006	51.0	8.0
114036	59.0	36.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	34.0	40.0
100861412	0.0	0.0
105180390	4.0	7.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	1.0	1.0
100128678	2.0	3.0
100861429	0.0	0.0
128653	1.0	3.0
200728	369.0	518.0
440356	8.0	26.0
440354	94.0	202.0
440352	0.0	2.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	3.0	26.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	7.0	31.0
100873410	0.0	0.0
100873417	1.0	1.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	24.0	8.0
100861435	0.0	1.0
100861436	0.0	0.0
440345	141.0	165.0
200734	4661.0	4925.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	2.0	4.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	4.0	3.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	5786.0	4712.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	1.0
645443	5.0	6.0
165530	138.0	474.0
85409	192.0	441.0
106481385	1.0	0.0
106481386	0.0	0.0
85416	9.0	407.0
106481383	1.0	8.0
85417	75.0	919.0
106481384	0.0	0.0
103106903	0.0	4.0
85414	456.0	1143.0
106481389	0.0	0.0
85415	3034.0	8531.0
106481387	0.0	3.0
85413	7.0	207.0
106481388	1.0	8.0
645436	2.0	2.0
106481381	0.0	0.0
106481382	0.0	0.0
10	11.0	4.0
106481380	0.0	0.0
11	0.0	0.0
403341	1475.0	1862.0
12	232.0	714.0
13	4.0	11.0
14	7398.0	9672.0
15	17.0	33.0
16	8730.0	14316.0
645455	14.0	56.0
18	1886.0	828.0
19	8177.0	7492.0
128580	10.0	7.0
85407	212.0	259.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1812.0	2482.0
106481395	0.0	1.0
85403	2385.0	3386.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	1.0	0.0
106481393	0.0	0.0
20	3182.0	3978.0
106481390	0.0	0.0
21	2959.0	5525.0
106481391	0.0	0.0
22	2064.0	2414.0
153571	545.0	153.0
153572	4851.0	922.0
23	5346.0	12458.0
24	752.0	231.0
25	7530.0	8361.0
26	25.0	136.0
27	3147.0	8969.0
28	1585.0	1013.0
29	7282.0	8553.0
153579	8790.0	1202.0
728615	0.0	0.0
728614	0.0	0.0
200765	339.0	400.0
106481358	0.0	2.0
106481359	1.0	0.0
728611	55.0	23.0
102466518	1.0	0.0
102466516	0.0	1.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	999.0	770.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	4365.0	4974.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	199.0	236.0
106481366	0.0	0.0
30	3247.0	2809.0
106481360	0.0	0.0
31	5368.0	9410.0
32	24854.0	3941.0
33	720.0	77.0
34	5616.0	7872.0
35	3324.0	1287.0
153562	1326.0	1042.0
36	7866.0	1910.0
37	20779.0	25020.0
38	6964.0	6708.0
440307	15.0	13.0
39	1064.0	1857.0
165545	3.0	169.0
106481369	0.0	0.0
728606	35.0	6.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	3.0	2.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	1.0	2.0
40	31.0	12.0
106481370	0.0	0.0
41	247.0	614.0
106481371	0.0	0.0
43	74.0	148.0
645486	0.0	0.0
47	9629.0	26746.0
48	13631.0	6611.0
49	52.0	58.0
106481338	0.0	0.0
