id	7403bf3f-1678-4b86-b094-c87c993e583f	0d6f8d7e-2709-41be-a986-163c3763724d
116228	322.0	364.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	0.0	0.0
106481005	1.0	0.0
143884	2765.0	1966.0
116236	1194.0	1420.0
106481002	0.0	0.0
106481003	0.0	0.0
10198	1250.0	2526.0
10197	6885.0	12791.0
143888	3640.0	4811.0
10199	3504.0	4519.0
128209	1.0	8.0
346689	120.0	1825.0
319087	0.0	1.0
344022	1.0	0.0
319089	958.0	510.0
153201	2.0	1.0
319085	5.0	2.0
106481008	2.0	4.0
106481009	2.0	0.0
58189	24.0	130.0
106481006	1.0	0.0
106481007	0.0	0.0
728963	22.0	19.0
728962	4.0	0.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	85.0	266.0
106481010	1.0	0.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	423.0	1048.0
106481013	3.0	2.0
116224	4828.0	2148.0
106481014	14.0	18.0
344018	2.0	0.0
645108	0.0	0.0
58190	5608.0	7559.0
346673	1.0	3.0
10170	153.0	219.0
645121	32.0	92.0
58191	5480.0	2846.0
645120	0.0	0.0
10172	842.0	644.0
10171	1362.0	1289.0
645126	12.0	12.0
10174	3901.0	4119.0
728911	0.0	0.0
728913	866.0	46.0
128272	870.0	1758.0
100033407	2.0	1.0
100033409	0.0	1.0
10175	7640.0	7118.0
10178	359.0	123.0
10179	2875.0	1984.0
10181	9952.0	5721.0
10180	7159.0	5139.0
645136	0.0	0.0
10184	11709.0	9792.0
116285	193.0	160.0
100033418	0.0	2.0
202861	6.0	1.0
100033419	2.0	0.0
100033414	0.0	4.0
100033415	0.0	0.0
100033416	10.0	1.0
100033417	0.0	0.0
10187	2.0	0.0
10186	5633.0	4685.0
10189	812.0	1975.0
645129	3.0	0.0
10188	1516.0	2353.0
100033413	1.0	2.0
645145	1.0	1.0
346653	165.0	60.0
645142	0.0	0.0
10150	14212.0	6801.0
10152	10318.0	7736.0
10151	0.0	3.0
200205	870.0	516.0
728933	0.0	0.0
202865	0.0	2.0
728931	6.0	7.0
100873817	0.0	0.0
100873816	0.0	0.0
100128390	0.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	1554.0	1755.0
728929	0.0	0.0
100873818	0.0	0.0
10154	2551.0	9173.0
10153	7299.0	6711.0
10156	89.0	55.0
10155	8553.0	18408.0
10158	1031.0	290.0
100873813	0.0	0.0
10157	1918.0	571.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	10654.0	17749.0
131870	2883.0	3482.0
10161	7386.0	3213.0
10160	8133.0	9698.0
10163	20351.0	15844.0
131873	2349.0	1028.0
645158	199.0	71.0
10162	1504.0	2176.0
728921	10.0	0.0
128240	1841.0	4508.0
728920	5.0	6.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	1.0	0.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	1.0	4.0
100873807	0.0	0.0
10165	2343.0	2524.0
10164	19.0	17.0
128239	242.0	2489.0
10166	630.0	600.0
10169	9460.0	30769.0
100873802	0.0	0.0
100128384	0.0	1.0
10168	2420.0	3241.0
100873801	0.0	0.0
100128385	24.0	68.0
100287755	5.0	8.0
165257	53.0	3.0
200232	17.0	3.0
100287745	6.0	2.0
1503	1218.0	2807.0
1501	473.0	917.0
1500	40428.0	50936.0
1509	8201.0	32537.0
1508	18276.0	62335.0
1506	1.0	0.0
1504	0.0	0.0
1514	2097.0	4181.0
1513	8092.0	32674.0
1512	4211.0	10337.0
1511	105.0	357.0
1510	2.0	4.0
346606	2.0	1.0
1519	6340.0	6773.0
1518	0.0	1.0
1517	7.0	0.0
1515	258.0	311.0
100287725	4.0	0.0
100287722	40.0	36.0
1525	5911.0	6488.0
1524	2781.0	1019.0
1523	3721.0	7745.0
1522	3658.0	11722.0
1521	182.0	642.0
1520	4869.0	9830.0
200261	0.0	0.0
1528	3549.0	7738.0
1527	0.0	0.0
100287718	1.0	0.0
728992	23.0	30.0
100287715	0.0	0.0
728990	0.0	2.0
165215	2104.0	2035.0
728996	0.0	2.0
1536	3082.0	7117.0
1535	588.0	1359.0
1534	4029.0	12546.0
1539	1.0	0.0
1538	0.0	0.0
1537	2324.0	8625.0
100287708	0.0	0.0
153222	6493.0	3264.0
1550	0.0	0.0
1545	7567.0	9638.0
1544	0.0	0.0
1543	0.0	2.0
1540	6619.0	9699.0
1549	3.0	2.0
1548	36.0	0.0
1558	66.0	42.0
1557	0.0	0.0
1556	76.0	1350.0
200298	27.0	22.0
1555	2.0	4.0
1553	0.0	1.0
1551	43.0	29.0
1559	1.0	5.0
153241	3946.0	2589.0
1572	2.0	8.0
1571	161.0	111.0
1568	26.0	2.0
1565	58.0	28.0
1564	26.0	11.0
1562	0.0	2.0
100131828	9.0	0.0
1583	113.0	68.0
1582	7.0	11.0
1581	15.0	5.0
1580	217.0	3246.0
1579	8.0	3.0
1577	124.0	81.0
1576	7.0	7.0
1573	445.0	575.0
285203	5348.0	2410.0
1594	144.0	157.0
285205	14.0	13.0
1593	1738.0	2953.0
1592	513.0	55.0
1591	953.0	115.0
1590	23.0	444.0
10307	1133.0	426.0
1589	12.0	254.0
1588	2.0	78.0
10309	82.0	261.0
1587	0.0	0.0
1586	20.0	7.0
10308	2018.0	2664.0
1585	0.0	0.0
1584	0.0	0.0
100131842	5.0	1.0
10301	485.0	277.0
100131846	3.0	2.0
10300	763.0	847.0
10302	1046.0	1185.0
100287692	0.0	0.0
1596	1.0	0.0
1595	187.0	377.0
100131855	0.0	0.0
285220	35.0	5.0
285224	1.0	1.0
101180898	1.0	0.0
100287682	0.0	0.0
100287680	1.0	0.0
165186	27.0	38.0
100131874	0.0	1.0
100131879	0.0	0.0
442590	68.0	48.0
100131881	0.0	1.0
100131893	1.0	0.0
100131897	1661.0	82.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	5071.0	3700.0
10371	589.0	559.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	0.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	10412.0	22137.0
100128252	1094.0	742.0
100873835	0.0	0.0
285282	2851.0	4752.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	0.0
100873832	0.0	0.0
10379	150.0	530.0
285286	6.0	32.0
10381	2.0	129.0
10380	2734.0	3196.0
10383	4171.0	9277.0
10382	1.0	3.0
118813	1434.0	1683.0
102466906	0.0	1.0
118812	763.0	981.0
100885800	3.0	5.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	2.0	0.0
100873826	0.0	0.0
100873825	4.0	0.0
100873829	0.0	2.0
10385	1015.0	1294.0
100873820	0.0	0.0
10384	2832.0	3143.0
10389	421.0	177.0
100873824	4.0	1.0
10388	3354.0	2208.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	4.0	5.0
645065	0.0	0.0
100128237	2.0	0.0
10350	2982.0	1150.0
102466918	0.0	0.0
442582	424.0	312.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	140.0	113.0
10352	2089.0	1688.0
100873853	1.0	0.0
10351	2349.0	1411.0
100873852	0.0	0.0
10354	481.0	932.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	2.0	7.0
790952	43.0	3.0
100873857	0.0	0.0
10355	4.0	2.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	13.0	13.0
790955	211.0	466.0
100873854	0.0	0.0
131831	11.0	7.0
100128227	2.0	5.0
10361	78.0	14.0
10360	724.0	1439.0
645073	0.0	0.0
442572	14.0	22.0
100873849	3.0	1.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	2757.0	3495.0
100873842	1.0	0.0
10362	1583.0	4268.0
100873841	0.0	0.0
10365	2074.0	1873.0
100873840	0.0	0.0
10367	3939.0	6081.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	0.0	0.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	1.0	0.0
285231	19.0	34.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	1653.0	2076.0
100128217	0.0	0.0
503838	15.0	2.0
503837	0.0	0.0
503834	4.0	0.0
645084	13.0	16.0
503835	2.0	2.0
503841	0.0	0.0
10338	0.0	1.0
10337	3.0	1.0
503840	0.0	0.0
100885850	5.0	4.0
116211	5.0	5.0
100873875	0.0	0.0
10330	1115.0	1586.0
100873874	0.0	0.0
10332	46.0	19.0
100873873	0.0	0.0
10331	1823.0	257.0
100873872	2.0	0.0
100873879	2.0	0.0
10333	420.0	451.0
100873878	0.0	0.0
10336	5682.0	6057.0
100873877	0.0	0.0
10335	2463.0	3153.0
285242	3.0	1.0
100885848	74.0	40.0
100873860	7.0	6.0
118856	17.0	22.0
645094	15.0	17.0
10349	2247.0	377.0
100873869	0.0	0.0
100873864	5.0	0.0
100873863	4.0	1.0
10340	1.0	2.0
10343	85.0	31.0
100128203	1.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	7108.0	10017.0
100873861	0.0	0.0
100131801	376.0	1213.0
10345	14.0	1.0
10344	6.0	7.0
100873867	1.0	0.0
10347	499.0	921.0
100873866	0.0	0.0
10346	5709.0	8568.0
100873865	3.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	2.0	0.0
100873890	3.0	2.0
10316	93.0	29.0
10318	4085.0	5151.0
10317	11338.0	3056.0
10319	488.0	222.0
100873897	0.0	0.0
100131810	1.0	0.0
100873896	11.0	7.0
100873895	0.0	0.0
100873894	34.0	19.0
10312	1275.0	1912.0
10311	3641.0	4673.0
100131814	95.0	37.0
10314	11373.0	10575.0
100873899	23.0	16.0
10313	17419.0	22947.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	244.0	126.0
285267	761.0	754.0
100873882	9.0	1.0
285268	3237.0	3305.0
100873881	0.0	0.0
100873880	0.0	0.0
202915	370.0	1223.0
100885864	0.0	0.0
100885866	164.0	69.0
102466967	0.0	0.0
10327	3715.0	6806.0
10326	60.0	287.0
10329	1781.0	1665.0
10328	1015.0	1343.0
442523	15.0	0.0
442524	241.0	130.0
442525	5.0	4.0
100873886	0.0	1.0
100873885	0.0	0.0
10321	24.0	44.0
100873884	0.0	0.0
10320	1747.0	3768.0
100873883	0.0	0.0
100131823	1.0	0.0
10322	2116.0	2943.0
100873889	0.0	0.0
100131825	164.0	65.0
10325	1563.0	1169.0
100873888	4.0	2.0
100131827	973.0	773.0
100873887	3.0	0.0
10324	64.0	51.0
344178	0.0	0.0
102466972	0.0	0.0
116135	429.0	2.0
102466985	0.0	0.0
344167	70.0	16.0
102466984	0.0	0.0
128102	19.0	5.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	1077.0	2606.0
116123	0.0	3.0
102466995	0.0	1.0
116113	3799.0	7334.0
83259	0.0	0.0
116115	741.0	873.0
344148	817.0	1883.0
128153	140.0	432.0
645001	4.0	2.0
10291	11128.0	12384.0
645000	8.0	4.0
10290	1062.0	380.0
10293	209.0	411.0
10295	2163.0	4151.0
10294	5977.0	8011.0
100128292	20.0	24.0
100873916	0.0	0.0
100873914	2.0	1.0
100873913	2.0	2.0
116179	1.0	1.0
100873919	0.0	9.0
100873918	37.0	4.0
100873917	0.0	1.0
10297	81.0	76.0
10296	2760.0	3800.0
100128299	12.0	2.0
10299	19217.0	16614.0
10298	1267.0	3009.0
100873912	27.0	6.0
100873911	0.0	0.0
116173	37.0	4.0
100873910	0.0	0.0
645015	8.0	3.0
200315	14.0	64.0
200316	542.0	1061.0
200312	458.0	1022.0
100873904	6.0	4.0
100873902	8.0	12.0
100873909	6.0	6.0
100873907	8.0	2.0
100873906	0.0	3.0
100873901	0.0	0.0
100128285	49.0	21.0
100873900	0.0	0.0
645024	0.0	0.0
100775107	33.0	12.0
10270	2843.0	2018.0
645027	1.0	5.0
10273	334.0	873.0
100775104	157.0	49.0
10272	226.0	827.0
100008586	0.0	0.0
116149	60.0	24.0
100873938	2.0	0.0
100873937	1.0	0.0
116154	20.0	36.0
100873935	2.0	3.0
116159	6516.0	2249.0
100873939	1.0	3.0
100873930	3.0	8.0
10274	5357.0	5535.0
10277	7926.0	7504.0
10276	15606.0	15778.0
10279	1855.0	59.0
100873934	21.0	1.0
10278	2895.0	4534.0
100873933	1.0	0.0
116151	19575.0	16436.0
100873932	8.0	3.0
116150	4231.0	3207.0
100128275	4.0	0.0
10280	2425.0	3976.0
10282	2440.0	1933.0
10281	0.0	0.0
10284	6282.0	5815.0
647696	3.0	1.0
10283	1736.0	2230.0
116138	4889.0	6295.0
645030	2.0	9.0
1602	1317.0	3262.0
1601	8761.0	11898.0
100873926	0.0	0.0
1600	25.0	32.0
100128260	0.0	0.0
116143	168.0	161.0
100873924	10.0	16.0
100873929	3.0	20.0
100873928	8.0	6.0
10286	2911.0	2694.0
10285	3216.0	3486.0
1609	423.0	946.0
100128266	2.0	0.0
1608	69.0	103.0
10288	149.0	421.0
1607	20.0	18.0
10287	278.0	1230.0
1606	1381.0	2765.0
100873923	7.0	3.0
10289	3738.0	2354.0
1605	14099.0	17576.0
100128262	12.0	22.0
100873922	2.0	0.0
1604	6937.0	5368.0
100873921	1.0	1.0
1603	6333.0	9002.0
100128264	0.0	0.0
100873920	1.0	0.0
100287639	0.0	0.0
319133	32.0	53.0
319134	12.0	14.0
100287635	0.0	0.0
319130	23.0	17.0
319139	1.0	0.0
319135	3.0	1.0
100287630	0.0	0.0
319136	1.0	1.0
552891	0.0	0.0
319138	3.0	3.0
1613	995.0	2415.0
200350	2.0	21.0
1612	1124.0	1831.0
1611	6868.0	10316.0
165140	121.0	59.0
1610	2.0	0.0
552889	15306.0	21926.0
1618	1.0	21.0
1617	0.0	0.0
1616	2757.0	5881.0
1615	9898.0	7699.0
319142	0.0	0.0
319143	1.0	19.0
319144	2.0	1.0
319145	5.0	1.0
100287625	1.0	1.0
1624	0.0	0.0
1623	0.0	0.0
1622	7656.0	8289.0
1621	6.0	13.0
1620	621.0	359.0
1629	4150.0	4282.0
552879	0.0	1.0
1628	432.0	347.0
1627	1335.0	6462.0
319111	0.0	3.0
128178	960.0	1335.0
319112	5.0	2.0
100287616	444.0	390.0
393046	2.0	0.0
319117	10.0	2.0
319118	0.0	0.0
319114	4.0	7.0
1635	4396.0	6438.0
200373	7.0	72.0
1634	97017.0	93934.0
1633	2106.0	3286.0
1632	952.0	1221.0
552860	34.0	127.0
1630	34.0	48.0
1639	4931.0	8784.0
1638	148.0	10.0
1636	590.0	1058.0
319122	10.0	2.0
319123	0.0	0.0
100287603	2.0	0.0
319128	4.0	6.0
319129	21.0	28.0
1646	774.0	129.0
1645	1105.0	195.0
1644	9.0	35.0
1643	2429.0	1285.0
85824	18.0	17.0
1642	13913.0	31563.0
1641	879.0	315.0
552859	0.0	0.0
1649	1026.0	740.0
1647	1420.0	1215.0
346711	0.0	1.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	15.0	25.0
1660	18963.0	24349.0
1657	8784.0	5276.0
1656	22598.0	25310.0
1655	64643.0	67870.0
1654	54412.0	39669.0
1653	8960.0	10596.0
1652	791.0	1228.0
346708	0.0	0.0
1650	9863.0	18032.0
346702	672.0	11.0
1659	4419.0	7183.0
319100	0.0	0.0
319101	0.0	3.0
1671	0.0	0.0
1670	0.0	0.0
319103	2.0	2.0
1668	0.0	1.0
1667	0.0	0.0
1666	3530.0	7752.0
1665	14071.0	17870.0
1663	1211.0	1332.0
1662	2984.0	2812.0
1661	6.0	4.0
1669	0.0	1.0
1678	625.0	760.0
1677	642.0	648.0
1676	5497.0	5159.0
1675	2245.0	142.0
1674	79.0	135.0
1673	0.0	0.0
1672	328.0	151.0
153129	1177.0	959.0
1690	57.0	74.0
165100	0.0	0.0
1687	725.0	602.0
85865	3438.0	2802.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	8.0	1.0
10415	0.0	0.0
10417	1030.0	2694.0
493861	134.0	145.0
493860	18.0	15.0
100287591	0.0	0.0
10419	3804.0	4581.0
10418	2662.0	7731.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	1280.0	5571.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	20.0	22.0
10411	1514.0	415.0
10410	9362.0	30350.0
100873559	2.0	0.0
10413	22762.0	12622.0
100873558	1.0	0.0
10412	8177.0	5209.0
100873557	0.0	0.0
100873541	1.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	2792.0	1799.0
442266	8.0	5.0
10425	5241.0	4436.0
442267	0.0	3.0
10428	2139.0	2419.0
10427	8167.0	7480.0
100861573	2.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	977.0	1489.0
100873543	5.0	7.0
100873542	0.0	0.0
10422	1290.0	2130.0
493856	1870.0	2109.0
100873549	0.0	1.0
10421	1820.0	3785.0
100873548	0.0	0.0
100131726	0.0	24.0
10424	7752.0	10372.0
100873547	0.0	2.0
10423	4391.0	5273.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	3.0	1.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	1.0
100873577	0.0	0.0
100131733	12.0	29.0
100873576	2.0	1.0
100873575	0.0	0.0
100873579	3.0	0.0
100873563	1.0	0.0
100873562	0.0	0.0
100287569	330.0	90.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	2.0	0.0
442291	1.0	1.0
100287567	0.0	0.0
10404	2420.0	3261.0
10403	197.0	1436.0
10406	1127.0	2975.0
10408	5.0	4.0
10407	0.0	0.0
100131740	3.0	0.0
10409	769.0	4856.0
100873567	0.0	0.0
100131743	4.0	5.0
100873566	11.0	0.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	967.0	755.0
10402	822.0	346.0
100873569	0.0	0.0
10401	3845.0	3818.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	1.0
100873595	2.0	0.0
493829	13.0	2.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	34.0	21.0
442240	18.0	1.0
442242	3.0	2.0
100287551	4.0	11.0
442233	1.0	1.0
442234	1.0	0.0
442236	0.0	0.0
442237	2.0	0.0
442239	1.0	4.0
100131755	1003.0	432.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	5.0	0.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	7.0	9.0
442232	2.0	2.0
100131760	0.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	2.0	5.0
100873588	0.0	0.0
100873587	1.0	1.0
100873586	0.0	0.0
493812	2984.0	1002.0
442260	1.0	2.0
442262	1.0	4.0
442255	1.0	4.0
442256	2.0	1.0
442257	10.0	2.0
442258	33.0	3.0
100131775	0.0	2.0
100131777	1.0	0.0
100287528	0.0	0.0
442252	1.0	0.0
100287520	46.0	21.0
442253	5.0	0.0
442245	0.0	0.0
442247	1.0	7.0
442249	0.0	0.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	14837.0	14847.0
100128139	3.0	6.0
10490	5175.0	5266.0
10493	9277.0	16070.0
10492	24322.0	20265.0
10495	1413.0	1528.0
100128135	1.0	3.0
10494	2357.0	4217.0
10497	3421.0	3968.0
100128136	2.0	0.0
10499	10128.0	9352.0
128506	1.0	1.0
10498	1905.0	4386.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	9.0	1.0
116512	1.0	0.0
116519	0.0	1.0
105419997	7.0	3.0
100128126	7.0	11.0
100861506	0.0	0.0
10471	534.0	1351.0
100861507	2.0	1.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	1.0	0.0
444882	7.0	44.0
442221	0.0	1.0
442211	5.0	2.0
442213	101.0	26.0
442215	0.0	0.0
442216	1.0	1.0
116511	18.0	31.0
442217	5.0	0.0
442218	0.0	0.0
10473	5214.0	5419.0
10472	2392.0	3895.0
100533177	2.0	1.0
10475	3281.0	2974.0
100533178	0.0	0.0
100128115	7.0	0.0
10474	2442.0	4866.0
100533179	7.0	3.0
10477	3854.0	4666.0
10476	4335.0	7112.0
10479	1802.0	1187.0
10478	2097.0	3706.0
100128110	0.0	0.0
100128109	0.0	0.0
10480	14306.0	9715.0
100861516	2.0	1.0
100861517	19.0	17.0
10482	8421.0	7924.0
100861518	2.0	0.0
10481	0.0	123.0
100861519	7.0	0.0
100861513	4.0	5.0
100861514	2.0	0.0
102466806	0.0	0.0
100861515	40.0	70.0
100861510	4.0	0.0
442210	0.0	1.0
100533181	0.0	0.0
100533182	131.0	68.0
442204	1.0	1.0
442205	0.0	1.0
10484	5115.0	8088.0
100128102	0.0	0.0
10483	6163.0	9892.0
10486	1695.0	5433.0
10485	66.0	14.0
100128103	0.0	0.0
10488	1680.0	2802.0
10487	17900.0	38047.0
100533184	1.0	0.0
10489	5499.0	8620.0
128553	8044.0	3686.0
100861523	2.0	2.0
102466816	0.0	0.0
102466815	2.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	587.0	2304.0
10458	1465.0	2553.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	6730.0	14754.0
100873512	0.0	0.0
10450	2763.0	2470.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	773.0	1920.0
10455	3465.0	6542.0
100873516	0.0	0.0
10454	1339.0	2152.0
100873515	0.0	0.0
10457	15959.0	24820.0
100873514	1.0	3.0
10456	2954.0	4239.0
100873513	0.0	0.0
346389	2719.0	4327.0
10460	371.0	1896.0
100861530	5.0	7.0
100873509	0.0	0.0
10469	677.0	1022.0
100873508	0.0	0.0
100873507	1.0	0.0
100873506	0.0	0.0
10462	144.0	1234.0
100873501	0.0	0.0
10461	2394.0	830.0
100873500	0.0	0.0
10464	2873.0	2269.0
10463	8292.0	10882.0
10466	4829.0	6153.0
100873505	0.0	0.0
10465	1116.0	1591.0
100873504	1.0	0.0
10468	1931.0	2367.0
100873503	0.0	1.0
10467	1599.0	2783.0
100873502	1.0	0.0
100873530	0.0	0.0
100861549	31.0	24.0
100861545	0.0	3.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	724.0	806.0
100861541	96.0	23.0
100861542	0.0	0.0
100861543	0.0	0.0
100861544	0.0	0.0
10437	19.0	53.0
10436	1095.0	1319.0
10439	885.0	2218.0
10438	1210.0	1044.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	2282.0	3892.0
100873531	0.0	1.0
100873538	0.0	0.0
100873537	0.0	0.0
10432	3654.0	4355.0
10435	677.0	729.0
100873536	1.0	11.0
10434	5415.0	11043.0
100873535	0.0	1.0
116535	407.0	709.0
100861556	1.0	0.0
116534	1.0	4.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	1.0	1.0
100861555	26.0	26.0
10447	2786.0	3468.0
100873529	0.0	0.0
116540	167.0	240.0
100861550	0.0	0.0
10449	4219.0	3645.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	480.0	945.0
10440	2304.0	4754.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	1.0	3.0
100873520	0.0	0.0
10444	4707.0	5962.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	15968.0	5790.0
10446	710.0	1271.0
100873525	0.0	0.0
10445	1479.0	3136.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	17024.0	6893.0
100533111	15.0	29.0
102466866	1.0	0.0
102466865	1.0	4.0
102466864	0.0	0.0
128467	1.0	4.0
647507	0.0	0.0
102466877	0.0	0.0
102466876	0.0	1.0
102466875	4.0	0.0
102466874	0.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	0.0
102466878	0.0	0.0
100128191	115.0	246.0
100128190	0.0	0.0
100533107	76.0	173.0
153443	2176.0	1550.0
100533105	16.0	16.0
647532	0.0	0.0
100533106	42.0	100.0
102466889	4.0	18.0
116461	1771.0	2699.0
100128181	0.0	0.0
100128183	12.0	4.0
102466880	0.0	0.0
128439	293.0	735.0
106182249	0.0	0.0
100128179	0.0	0.0
83394	739.0	521.0
100128177	0.0	0.0
100128176	1.0	0.0
100128162	0.0	0.0
10390	4653.0	2437.0
128497	34.0	15.0
647569	0.0	0.0
10392	1181.0	1192.0
10391	877.0	796.0
10394	0.0	0.0
10393	1018.0	818.0
10396	2751.0	2113.0
10395	10631.0	8077.0
1719	1198.0	2167.0
10398	16495.0	12128.0
1718	10983.0	51347.0
100128159	1.0	0.0
10397	12396.0	13533.0
1717	2033.0	6205.0
1716	2107.0	2626.0
10399	129400.0	65026.0
128486	1471.0	1851.0
128488	4.0	0.0
128481	3.0	0.0
100508120	464.0	376.0
1723	1049.0	562.0
100128140	10.0	7.0
100689073	0.0	1.0
100689074	0.0	0.0
100128145	7.0	5.0
1729	8364.0	12202.0
1728	1499.0	8649.0
1727	7128.0	14658.0
1725	1655.0	5691.0
100287512	2.0	0.0
100287513	0.0	0.0
1734	513.0	9747.0
1733	20.0	61.0
1731	524.0	719.0
1730	3287.0	2094.0
1739	7874.0	7899.0
1738	6765.0	7571.0
1737	4169.0	4450.0
1736	4638.0	6110.0
1735	33.0	29.0
100287505	0.0	0.0
751580	88.0	23.0
100287502	0.0	0.0
202658	0.0	2.0
1745	12.0	95.0
1743	7177.0	8945.0
1742	653.0	549.0
1741	2962.0	6668.0
1740	630.0	452.0
1749	9.0	56.0
1748	29.0	111.0
1747	122.0	817.0
1746	4.0	31.0
200008	7.0	1.0
200010	100.0	34.0
1756	13377.0	1327.0
1755	27.0	208.0
1750	8.0	6.0
1759	846.0	1482.0
1758	0.0	2.0
1757	192.0	912.0
1770	130.0	27.0
200014	1895.0	2201.0
1767	1351.0	1699.0
1763	454.0	1358.0
1762	1301.0	1492.0
1761	0.0	0.0
1760	792.0	914.0
1769	12.0	60.0
1768	357.0	204.0
153478	1364.0	249.0
1781	7709.0	12303.0
1780	179.0	130.0
200025	1.0	1.0
1778	27069.0	42308.0
1777	1675.0	5841.0
1776	210.0	364.0
1775	9.0	17.0
1774	539.0	997.0
1773	1007.0	1646.0
200030	912.0	492.0
442190	1.0	0.0
442191	0.0	0.0
442192	0.0	0.0
153469	1.0	2.0
1791	0.0	1.0
442195	1.0	8.0
200035	157.0	124.0
442197	36.0	290.0
1789	312.0	1118.0
442189	0.0	0.0
1788	1906.0	3616.0
1787	952.0	549.0
1786	3152.0	8224.0
1785	3811.0	7374.0
1783	9332.0	8566.0
1798	3051.0	5214.0
1797	882.0	712.0
1796	257.0	605.0
1795	60.0	119.0
1794	1448.0	4013.0
1793	10627.0	11500.0
101180976	1.0	1.0
493753	2123.0	1958.0
550112	977.0	1070.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	4.0	1.0
503635	1.0	0.0
503638	66.0	88.0
503637	0.0	0.0
10536	356.0	1111.0
503643	1.0	1.0
10535	428.0	1579.0
100287472	1.0	1.0
10538	60.0	259.0
503645	17.0	20.0
10537	248.0	1188.0
100287470	0.0	0.0
10539	3043.0	4212.0
503641	5.0	2.0
503640	10.0	3.0
100873677	0.0	0.0
100873676	0.0	0.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	4721.0	6709.0
493987	3.0	0.0
10534	607.0	958.0
100873679	0.0	0.0
10533	1564.0	2273.0
