id	891fa657-fa9c-46b3-b751-e337d88e08ae	7aa14420-27a6-4d42-82e0-f30878a8ab1c
645108	0.0	0.0
58190	7862.0	9897.0
346673	1.0	0.0
10170	231.0	23.0
645121	17.0	277.0
58191	3883.0	3464.0
645120	0.0	1.0
10172	325.0	551.0
10171	846.0	784.0
645126	25.0	4.0
10174	5593.0	3676.0
728911	0.0	0.0
728913	511.0	266.0
128272	1140.0	1873.0
100033407	4.0	102.0
100033409	0.0	0.0
10175	3395.0	4882.0
10178	164.0	7.0
10179	1248.0	1031.0
10181	6519.0	3542.0
10180	6631.0	3421.0
645136	0.0	0.0
10184	3564.0	3758.0
116285	481.0	48.0
100033418	0.0	0.0
202861	5.0	0.0
100033419	0.0	0.0
100033414	0.0	0.0
100033415	0.0	0.0
100033416	2.0	0.0
100033417	0.0	0.0
10187	0.0	0.0
10186	6426.0	1775.0
10189	1483.0	3861.0
645129	0.0	6.0
10188	3239.0	4297.0
100033413	0.0	0.0
645145	0.0	0.0
346653	151.0	183.0
645142	0.0	0.0
10150	6745.0	7398.0
10152	4116.0	5224.0
10151	1.0	4.0
200205	919.0	1550.0
728933	0.0	0.0
202865	0.0	0.0
728931	0.0	12.0
100873817	0.0	2.0
100873816	0.0	0.0
100128390	0.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	662.0	1141.0
728929	0.0	0.0
100873818	0.0	0.0
10154	898.0	1689.0
10153	3136.0	3754.0
10156	63.0	35.0
10155	10862.0	27732.0
10158	1580.0	1618.0
100873813	0.0	0.0
10157	986.0	230.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	6105.0	15273.0
131870	3057.0	2361.0
10161	2721.0	1563.0
10160	6422.0	12714.0
10163	13758.0	13004.0
131873	1125.0	57.0
645158	39.0	16.0
10162	1101.0	1906.0
728921	0.0	0.0
128240	2258.0	6773.0
728920	1.0	2.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	0.0	1.0
100873803	0.0	1.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	6.0	0.0
100873807	0.0	0.0
10165	1049.0	1756.0
10164	6.0	4.0
128239	203.0	689.0
10166	325.0	452.0
10169	11023.0	21238.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	1067.0	963.0
100873801	0.0	0.0
100128385	54.0	66.0
100287755	4.0	11.0
165257	102.0	0.0
200232	11.0	2.0
100287745	0.0	3.0
1503	969.0	2748.0
1501	309.0	1439.0
1500	22285.0	20567.0
1509	21884.0	192366.0
1508	30260.0	53517.0
1506	1.0	1.0
1504	0.0	1.0
1514	4364.0	6578.0
1513	7153.0	14915.0
1512	4358.0	4717.0
1511	222.0	7.0
1510	0.0	146.0
346606	0.0	0.0
1519	2987.0	1859.0
1518	0.0	0.0
1517	0.0	1.0
1515	276.0	434.0
100287725	0.0	1.0
100287722	22.0	6.0
1525	1612.0	3165.0
1524	1880.0	671.0
1523	4056.0	8750.0
1522	11493.0	21527.0
1521	88.0	26.0
1520	3558.0	8162.0
200261	0.0	2.0
1528	4904.0	10327.0
1527	0.0	0.0
100287718	0.0	2.0
728992	21.0	12.0
100287715	1.0	0.0
728990	2.0	0.0
165215	627.0	670.0
728996	0.0	0.0
1536	1774.0	2177.0
1535	1690.0	3374.0
1534	4449.0	13758.0
1539	0.0	0.0
1538	0.0	0.0
1537	2511.0	4196.0
100287708	0.0	0.0
153222	2665.0	964.0
1550	0.0	0.0
1545	3362.0	2462.0
1544	8.0	0.0
1543	1.0	3.0
1540	2785.0	2370.0
1549	0.0	4.0
1548	52.0	0.0
1558	23.0	126.0
1557	0.0	0.0
1556	1310.0	2232.0
200298	7.0	10.0
1555	0.0	0.0
1553	0.0	0.0
1551	21.0	0.0
1559	0.0	0.0
153241	1644.0	1254.0
1572	1.0	0.0
1571	83.0	26.0
1568	30.0	8.0
1565	72.0	15.0
1564	48.0	12.0
1562	0.0	2.0
100131828	0.0	0.0
1583	136.0	29.0
1582	16.0	29.0
1581	13.0	1.0
1580	2910.0	2791.0
1579	7.0	2.0
1577	45.0	10.0
1576	7.0	0.0
1573	887.0	192.0
285203	2391.0	809.0
1594	132.0	34.0
285205	3.0	0.0
1593	2057.0	2118.0
1592	25.0	391.0
1591	41.0	3.0
1590	56.0	692.0
10307	1008.0	904.0
1589	24.0	412.0
1588	24.0	9.0
10309	183.0	1415.0
1587	1.0	1.0
1586	49.0	8.0
10308	791.0	877.0
1585	0.0	0.0
1584	0.0	0.0
100131842	3.0	0.0
10301	129.0	578.0
100131846	0.0	1.0
10300	1069.0	1101.0
10302	746.0	585.0
100287692	0.0	0.0
1596	0.0	1.0
1595	179.0	178.0
100131855	0.0	0.0
285220	20.0	13.0
285224	0.0	0.0
101180898	0.0	0.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	13.0	14.0
100131874	3.0	0.0
100131879	0.0	0.0
442590	28.0	15.0
100131881	0.0	0.0
100131893	0.0	0.0
100131897	220.0	9.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	5452.0	10325.0
10371	306.0	88.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	0.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	8494.0	17617.0
100128252	603.0	955.0
100873835	0.0	0.0
285282	1929.0	2034.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	4.0	0.0
100873832	0.0	0.0
10379	240.0	177.0
285286	2.0	5.0
10381	3.0	389.0
10380	1387.0	6100.0
10383	10675.0	17563.0
10382	9.0	42.0
118813	1751.0	2771.0
102466906	0.0	0.0
118812	390.0	790.0
100885800	1.0	3.0
645051	0.0	0.0
100873828	0.0	2.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	1.0
100873829	0.0	2.0
10385	615.0	783.0
100873820	0.0	0.0
10384	1453.0	2273.0
10389	154.0	92.0
100873824	0.0	2.0
10388	801.0	1125.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	1.0	4.0
645065	3.0	0.0
100128237	0.0	0.0
10350	2765.0	62.0
102466918	0.0	0.0
442582	203.0	172.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	118.0	64.0
10352	1004.0	1501.0
100873853	0.0	0.0
10351	3819.0	18.0
100873852	0.0	0.0
10354	482.0	689.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	5.0	2.0
790952	4.0	0.0
100873857	0.0	0.0
10355	0.0	0.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	8.0	24.0
790955	560.0	1824.0
100873854	0.0	0.0
131831	0.0	3.0
100128227	1.0	1.0
10361	115.0	10.0
10360	641.0	358.0
645073	0.0	0.0
442572	2.0	12.0
100873849	0.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	1110.0	945.0
100873842	0.0	0.0
10362	2900.0	3807.0
100873841	0.0	0.0
10365	2995.0	856.0
100873840	0.0	0.0
10367	2366.0	5464.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	0.0	1.0
10368	0.0	1.0
100873843	0.0	0.0
100128220	2.0	0.0
285231	24.0	5.0
100873871	0.0	2.0
100873870	0.0	0.0
285237	923.0	1412.0
100128217	0.0	0.0
503838	4.0	6.0
503837	0.0	0.0
503834	0.0	0.0
645084	6.0	8.0
503835	0.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	6.0	1.0
503840	0.0	0.0
100885850	11.0	2.0
116211	40.0	7.0
100873875	0.0	0.0
10330	942.0	2212.0
100873874	0.0	1.0
10332	12.0	4.0
100873873	0.0	0.0
10331	570.0	51.0
100873872	0.0	0.0
100873879	0.0	0.0
10333	206.0	225.0
100873878	0.0	0.0
10336	3404.0	4670.0
100873877	0.0	0.0
10335	1706.0	1867.0
285242	0.0	0.0
100885848	37.0	35.0
100873860	2.0	9.0
118856	8.0	4.0
645094	12.0	16.0
10349	1454.0	11.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	0.0	0.0
10340	0.0	0.0
10343	48.0	9.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	3675.0	9669.0
100873861	0.0	1.0
100131801	475.0	1303.0
10345	147.0	1.0
10344	9.0	21.0
100873867	0.0	0.0
10347	592.0	491.0
100873866	0.0	0.0
10346	4441.0	2668.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	1.0	0.0
100873890	7.0	3.0
10316	182.0	9.0
10318	9091.0	7523.0
10317	2016.0	4208.0
10319	393.0	715.0
100873897	0.0	0.0
100131810	0.0	0.0
100873896	0.0	2.0
100873895	0.0	0.0
100873894	11.0	16.0
10312	1946.0	3787.0
10311	2182.0	2871.0
100131814	32.0	40.0
10314	4168.0	3490.0
100873899	9.0	1.0
10313	11520.0	21701.0
100131816	2.0	0.0
100873898	0.0	0.0
285266	148.0	45.0
285267	361.0	376.0
100873882	2.0	0.0
285268	1574.0	1113.0
100873881	0.0	0.0
100873880	4.0	0.0
202915	854.0	1917.0
100885864	0.0	0.0
100885866	73.0	34.0
102466967	0.0	0.0
10327	3660.0	9249.0
10326	41.0	36.0
10329	774.0	963.0
10328	764.0	1317.0
442523	16.0	109.0
442524	91.0	80.0
442525	5.0	3.0
100873886	0.0	1.0
100873885	0.0	0.0
10321	225.0	636.0
100873884	0.0	0.0
10320	736.0	376.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	1509.0	2476.0
100873889	0.0	0.0
100131825	226.0	3.0
10325	835.0	1043.0
100873888	2.0	0.0
100131827	410.0	259.0
100873887	0.0	0.0
10324	41.0	39.0
344178	0.0	0.0
102466972	0.0	0.0
116135	54.0	2.0
102466985	0.0	0.0
344167	49.0	19.0
102466984	0.0	0.0
128102	4.0	2.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	720.0	1018.0
116123	0.0	0.0
102466995	0.0	0.0
116113	4348.0	8775.0
83259	0.0	0.0
116115	752.0	1067.0
344148	499.0	1013.0
128153	51.0	147.0
645001	0.0	2.0
10291	8204.0	6474.0
645000	4.0	5.0
10290	1786.0	1446.0
10293	140.0	222.0
10295	2387.0	3948.0
10294	3692.0	4205.0
100128292	47.0	81.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	2.0
116179	1.0	0.0
100873919	0.0	0.0
100873918	21.0	0.0
100873917	0.0	0.0
10297	124.0	71.0
10296	2547.0	3542.0
100128299	3.0	6.0
10299	8727.0	9026.0
10298	2436.0	8198.0
100873912	14.0	13.0
100873911	0.0	0.0
116173	19.0	0.0
100873910	0.0	0.0
645015	1.0	8.0
200315	1.0	2.0
200316	291.0	192.0
200312	744.0	1130.0
100873904	0.0	6.0
100873902	2.0	5.0
100873909	8.0	0.0
100873907	0.0	2.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	25.0	15.0
100873900	0.0	0.0
645024	0.0	0.0
100775107	14.0	7.0
10270	1765.0	1817.0
645027	4.0	36.0
10273	1184.0	2927.0
100775104	8.0	3.0
10272	1199.0	2295.0
100008586	0.0	0.0
116149	14.0	6.0
100873938	0.0	0.0
100873937	0.0	1.0
116154	14.0	19.0
100873935	2.0	0.0
116159	2850.0	732.0
100873939	0.0	1.0
100873930	2.0	9.0
10274	2437.0	2399.0
10277	3920.0	4895.0
10276	6914.0	13813.0
10279	932.0	300.0
100873934	4.0	0.0
10278	3042.0	6265.0
100873933	0.0	0.0
116151	8245.0	7979.0
100873932	0.0	3.0
116150	1526.0	1912.0
100128275	1.0	0.0
10280	2264.0	3118.0
10282	930.0	1571.0
10281	0.0	0.0
10284	5274.0	7358.0
647696	0.0	0.0
10283	1059.0	1940.0
116138	3981.0	5603.0
645030	0.0	5.0
1602	748.0	1927.0
1601	5748.0	4708.0
100873926	0.0	0.0
1600	23.0	53.0
100128260	2.0	0.0
116143	70.0	118.0
100873924	3.0	1.0
100873929	0.0	4.0
100873928	0.0	4.0
10286	1756.0	2877.0
10285	1435.0	2794.0
1609	1069.0	2463.0
100128266	1.0	0.0
1608	56.0	48.0
10288	206.0	281.0
1607	2.0	12.0
10287	462.0	1085.0
1606	1118.0	1492.0
100873923	2.0	5.0
10289	2165.0	1338.0
1605	9502.0	12374.0
100128262	43.0	6.0
100873922	0.0	0.0
1604	4874.0	14817.0
100873921	0.0	0.0
1603	4235.0	10235.0
100128264	0.0	0.0
100873920	0.0	1.0
100287639	0.0	0.0
319133	32.0	35.0
319134	5.0	11.0
100287635	0.0	1.0
319130	10.0	3.0
319139	0.0	0.0
319135	4.0	0.0
100287630	0.0	0.0
319136	0.0	1.0
552891	1.0	3.0
319138	0.0	7.0
1613	2363.0	2486.0
200350	9.0	13.0
1612	963.0	2196.0
1611	5826.0	15158.0
165140	183.0	55.0
1610	0.0	0.0
552889	8324.0	9658.0
1618	0.0	2.0
1617	0.0	0.0
1616	2685.0	5159.0
1615	4417.0	5018.0
319142	0.0	0.0
319143	20.0	3.0
319144	0.0	0.0
319145	0.0	1.0
100287625	0.0	0.0
1624	0.0	0.0
1623	0.0	0.0
1622	5584.0	8577.0
1621	9.0	7.0
1620	827.0	8.0
1629	1870.0	2286.0
552879	0.0	0.0
1628	384.0	915.0
1627	2754.0	14636.0
319111	4.0	0.0
128178	890.0	994.0
319112	0.0	2.0
100287616	339.0	567.0
393046	0.0	0.0
319117	1.0	2.0
319118	1.0	0.0
319114	2.0	8.0
1635	3050.0	3326.0
200373	9.0	74.0
1634	56450.0	60064.0
1633	693.0	3142.0
1632	1317.0	2650.0
552860	26.0	27.0
1630	25.0	10.0
1639	8679.0	11977.0
1638	48.0	4.0
1636	980.0	1354.0
319122	6.0	13.0
319123	0.0	0.0
100287603	0.0	0.0
319128	0.0	6.0
319129	1.0	2.0
1646	2480.0	30.0
1645	1984.0	40.0
1644	28.0	0.0
1643	1796.0	1760.0
85824	6.0	2.0
1642	12167.0	23541.0
1641	46.0	0.0
552859	0.0	0.0
1649	822.0	835.0
1647	995.0	1381.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	21.0	10.0
1660	10305.0	12869.0
1657	3360.0	2240.0
1656	10336.0	9475.0
1655	45106.0	34973.0
1654	31540.0	20703.0
1653	5495.0	7691.0
1652	752.0	589.0
346708	0.0	0.0
1650	7363.0	36534.0
346702	95.0	29.0
1659	3369.0	3766.0
319100	0.0	0.0
319101	0.0	0.0
1671	0.0	0.0
1670	0.0	0.0
319103	0.0	0.0
1668	0.0	0.0
1667	0.0	0.0
1666	2840.0	1629.0
1665	7263.0	9743.0
1663	1416.0	1439.0
1662	1381.0	1705.0
1661	0.0	0.0
1669	0.0	0.0
1678	330.0	412.0
1677	285.0	293.0
1676	3230.0	6719.0
1675	12214.0	225.0
1674	27.0	2.0
1673	0.0	0.0
1672	424.0	82.0
153129	559.0	568.0
1690	42.0	7.0
165100	0.0	1.0
1687	614.0	494.0
85865	1198.0	960.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	4.0	1.0
10415	0.0	0.0
10417	1422.0	2338.0
493861	107.0	92.0
493860	4.0	17.0
100287591	0.0	0.0
10419	2660.0	3749.0
10418	1843.0	2431.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	973.0	6508.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	18.0	6.0
10411	3815.0	723.0
10410	15759.0	34165.0
100873559	0.0	0.0
10413	9220.0	4500.0
100873558	0.0	0.0
10412	3873.0	5435.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	1517.0	1698.0
442266	0.0	2.0
10425	3741.0	2687.0
442267	9.0	1.0
10428	1910.0	2780.0
10427	3186.0	2223.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	804.0	660.0
100873543	5.0	1.0
100873542	0.0	0.0
10422	1410.0	2769.0
493856	907.0	1318.0
100873549	3.0	0.0
10421	3482.0	5889.0
100873548	0.0	0.0
100131726	5.0	20.0
10424	5609.0	3488.0
100873547	0.0	2.0
10423	4471.0	5954.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	17.0	10.0
100873576	2.0	0.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	106.0	52.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	0.0
442291	0.0	0.0
100287567	0.0	0.0
10404	2791.0	3487.0
10403	115.0	795.0
10406	1744.0	2847.0
10408	0.0	0.0
10407	0.0	0.0
100131740	0.0	0.0
10409	764.0	6509.0
100873567	0.0	0.0
100131743	3.0	11.0
100873566	4.0	3.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	1231.0	616.0
10402	393.0	297.0
100873569	0.0	0.0
10401	2135.0	6954.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	3.0	139.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	6.0	4.0
442240	7.0	4.0
442242	0.0	1.0
100287551	0.0	2.0
442233	0.0	0.0
442234	0.0	0.0
442236	0.0	0.0
442237	0.0	0.0
442239	0.0	1.0
100131755	1306.0	247.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	0.0	0.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	2.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	1.0	2.0
442232	2.0	0.0
100131760	7.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	1016.0	389.0
442260	0.0	0.0
442262	0.0	1.0
442255	0.0	0.0
442256	0.0	0.0
442257	0.0	3.0
442258	25.0	2.0
100131775	0.0	0.0
100131777	0.0	0.0
100287528	0.0	0.0
442252	0.0	1.0
100287520	35.0	8.0
442253	2.0	1.0
442245	0.0	0.0
442247	0.0	0.0
442249	3.0	1.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	12214.0	8089.0
100128139	1.0	0.0
10490	4235.0	6271.0
10493	11958.0	13616.0
10492	10595.0	14929.0
10495	812.0	841.0
100128135	0.0	3.0
10494	3554.0	6577.0
10497	3645.0	8964.0
100128136	0.0	0.0
10499	4498.0	3709.0
128506	0.0	2.0
10498	1513.0	4887.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	1.0	1.0
116512	2.0	0.0
116519	2.0	1.0
105419997	10.0	1.0
100128126	3.0	8.0
100861506	0.0	0.0
10471	1025.0	2013.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	0.0	0.0
444882	0.0	18.0
442221	0.0	6.0
442211	0.0	1.0
442213	82.0	154.0
442215	0.0	2.0
442216	1.0	0.0
116511	8.0	0.0
442217	0.0	0.0
442218	0.0	0.0
10473	2554.0	3612.0
10472	2274.0	5125.0
100533177	2.0	0.0
10475	1931.0	2768.0
100533178	0.0	0.0
100128115	1.0	0.0
10474	3865.0	6315.0
100533179	2.0	7.0
10477	2181.0	1806.0
10476	3375.0	6699.0
10479	742.0	417.0
10478	1105.0	1395.0
100128110	0.0	0.0
100128109	0.0	0.0
10480	5805.0	9618.0
100861516	6.0	0.0
100861517	10.0	13.0
10482	5487.0	5859.0
100861518	0.0	1.0
10481	0.0	1526.0
100861519	13.0	15.0
100861513	0.0	4.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	77.0	106.0
100861510	1.0	2.0
442210	0.0	0.0
100533181	0.0	0.0
100533182	67.0	12.0
442204	0.0	0.0
442205	0.0	0.0
10484	2715.0	3318.0
100128102	0.0	1.0
10483	3655.0	4077.0
10486	1293.0	1625.0
10485	8.0	5.0
100128103	0.0	0.0
10488	2134.0	5742.0
10487	15841.0	74663.0
100533184	0.0	3.0
10489	4410.0	8795.0
128553	4052.0	189.0
100861523	0.0	1.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	768.0	3357.0
10458	1920.0	3309.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	5212.0	11658.0
100873512	0.0	0.0
10450	1878.0	5940.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	1778.0	4095.0
10455	2220.0	2441.0
100873516	0.0	0.0
10454	1775.0	1495.0
100873515	0.0	0.0
10457	13741.0	17550.0
100873514	2.0	0.0
10456	2940.0	6281.0
100873513	0.0	0.0
346389	1777.0	2421.0
10460	561.0	3053.0
100861530	0.0	0.0
100873509	0.0	0.0
10469	1271.0	1692.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	278.0	19.0
100873501	1.0	0.0
10461	1082.0	422.0
100873500	0.0	0.0
10464	1179.0	1537.0
10463	2832.0	5631.0
10466	1794.0	3644.0
100873505	0.0	0.0
10465	725.0	5040.0
100873504	2.0	0.0
10468	1642.0	4362.0
100873503	0.0	0.0
10467	1947.0	3688.0
100873502	0.0	0.0
100873530	0.0	0.0
100861549	10.0	4.0
100861545	0.0	0.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	455.0	2153.0
100861541	62.0	43.0
100861542	0.0	0.0
100861543	0.0	0.0
100861544	0.0	0.0
10437	43.0	39.0
10436	703.0	1133.0
10439	1199.0	795.0
10438	421.0	586.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	1710.0	4494.0
100873531	0.0	0.0
100873538	0.0	0.0
100873537	0.0	0.0
10432	2741.0	4138.0
10435	1701.0	1155.0
100873536	18.0	4.0
10434	4383.0	3204.0
100873535	1.0	0.0
116535	845.0	265.0
100861556	0.0	0.0
116534	4.0	11.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	0.0	0.0
100861555	27.0	46.0
10447	1271.0	2218.0
100873529	0.0	0.0
116540	79.0	148.0
100861550	0.0	0.0
10449	3666.0	3486.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	1155.0	926.0
10440	1562.0	3255.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	0.0	0.0
100873520	0.0	0.0
10444	4444.0	4753.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	6010.0	3465.0
10446	617.0	3838.0
100873525	0.0	0.0
10445	2091.0	4787.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	12831.0	1359.0
100533111	8.0	10.0
102466866	0.0	0.0
102466865	0.0	0.0
102466864	0.0	0.0
128467	0.0	3.0
647507	0.0	0.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	0.0
102466878	0.0	0.0
100128191	32.0	139.0
100128190	0.0	0.0
100533107	99.0	65.0
153443	851.0	718.0
100533105	11.0	5.0
647532	0.0	0.0
100533106	18.0	42.0
102466889	4.0	465.0
116461	1041.0	1087.0
100128181	0.0	0.0
100128183	7.0	2.0
102466880	0.0	0.0
128439	867.0	560.0
106182249	0.0	1.0
100128179	0.0	0.0
83394	467.0	271.0
100128177	0.0	0.0
100128176	0.0	0.0
100128162	0.0	1.0
10390	2083.0	2320.0
128497	30.0	15.0
647569	0.0	0.0
10392	1116.0	652.0
10391	528.0	140.0
10394	0.0	0.0
10393	371.0	332.0
10396	1714.0	470.0
10395	8350.0	1751.0
1719	551.0	952.0
10398	35404.0	19424.0
1718	32754.0	26702.0
100128159	0.0	0.0
10397	16489.0	18549.0
1717	1276.0	6912.0
1716	1107.0	2759.0
10399	63771.0	60671.0
128486	1438.0	1523.0
128488	2.0	0.0
128481	0.0	1.0
100508120	283.0	364.0
1723	705.0	388.0
100128140	0.0	9.0
100689073	0.0	0.0
100689074	0.0	0.0
100128145	0.0	0.0
1729	5799.0	8103.0
1728	3866.0	6862.0
1727	12810.0	9483.0
1725	1978.0	5746.0
100287512	0.0	3.0
100287513	0.0	0.0
1734	439.0	1148.0
1733	206.0	9.0
1731	349.0	206.0
1730	1345.0	1445.0
1739	3535.0	4850.0
1738	3972.0	5219.0
1737	1908.0	1757.0
1736	3129.0	3985.0
1735	75.0	5.0
100287505	0.0	4.0
751580	104.0	23.0
100287502	0.0	0.0
202658	0.0	0.0
1745	5.0	95.0
1743	5635.0	6175.0
1742	750.0	728.0
1741	2388.0	4874.0
1740	278.0	144.0
1749	3.0	45.0
1748	8.0	130.0
1747	83.0	431.0
1746	2.0	35.0
200008	4.0	0.0
200010	95.0	55.0
1756	6237.0	284.0
1755	147.0	14.0
1750	0.0	2.0
1759	923.0	626.0
1758	0.0	13.0
1757	215.0	298.0
1770	66.0	64.0
200014	1884.0	2880.0
1767	1727.0	1365.0
1763	187.0	550.0
1762	1449.0	2325.0
1761	0.0	16.0
1760	1538.0	2082.0
1769	4.0	2.0
1768	234.0	139.0
153478	1316.0	510.0
1781	4696.0	8699.0
1780	110.0	106.0
200025	8.0	4.0
1778	24011.0	24625.0
1777	2416.0	11968.0
1776	489.0	10.0
1775	33.0	35.0
1774	860.0	1010.0
1773	1017.0	1179.0
200030	456.0	233.0
442190	0.0	0.0
442191	0.0	0.0
442192	0.0	0.0
153469	0.0	2.0
1791	0.0	0.0
442195	0.0	0.0
200035	133.0	130.0
442197	42.0	99.0
1789	249.0	196.0
442189	0.0	0.0
1788	1577.0	5551.0
1787	403.0	343.0
1786	3490.0	6566.0
1785	4795.0	8418.0
1783	5930.0	4127.0
1798	1978.0	2566.0
1797	705.0	711.0
1796	641.0	1946.0
1795	81.0	13.0
1794	943.0	771.0
1793	6967.0	7536.0
101180976	1.0	0.0
493753	1248.0	1496.0
550112	424.0	1768.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	0.0	0.0
503635	0.0	0.0
503638	17.0	25.0
503637	0.0	0.0
10536	953.0	2856.0
503643	3.0	4.0
10535	448.0	3835.0
100287472	0.0	0.0
10538	247.0	979.0
503645	15.0	8.0
10537	102.0	301.0
100287470	0.0	0.0
10539	1754.0	4628.0
503641	0.0	0.0
503640	4.0	3.0
100873677	0.0	0.0
100873676	0.0	0.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	3432.0	6573.0
493987	0.0	5.0
10534	712.0	1537.0
100873679	0.0	0.0
10533	1163.0	1504.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	0.0
503627	0.0	0.0
100287463	1.0	5.0
503632	0.0	0.0
442388	0.0	0.0
503631	0.0	1.0
100287461	7.0	0.0
10549	2040.0	5569.0
503634	0.0	0.0
10548	327.0	966.0
503633	0.0	0.0
503630	1.0	0.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	5150.0	5853.0
10541	5982.0	10570.0
100873664	0.0	0.0
10540	5133.0	7880.0
100873663	0.0	0.0
10542	1931.0	3662.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	561.0	542.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	6.0	0.0
100873690	0.0	0.0
100873695	0.0	0.0
100873694	2.0	3.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	4076.0	2467.0
10513	3007.0	3680.0
10516	6908.0	1950.0
10518	467.0	366.0
