id	e91a54c8-5b35-47e6-a65d-0e3b07b31d40	999edb9e-8a45-4115-84d5-fca75dcfa639
8895	6528.0	7109.0
6236	283.0	97.0
8896	1142.0	2537.0
6235	8447.0	9632.0
101928442	0.0	0.0
101928448	10.0	0.0
8890	1425.0	2175.0
280659	0.0	0.0
280657	1.0	0.0
280658	0.0	0.0
280655	5.0	3.0
253039	411.0	1448.0
6227	8722.0	10587.0
6226	1.0	1.0
6229	32064.0	51105.0
8888	4728.0	4528.0
6228	20292.0	21308.0
6241	167.0	1146.0
6240	2744.0	4360.0
100421411	0.0	0.0
6242	1032.0	3222.0
100421413	2.0	7.0
101928455	3.0	0.0
6244	0.0	0.0
6247	1.0	4.0
100421415	2.0	7.0
6246	0.0	0.0
280644	0.0	1.0
253044	0.0	12.0
6238	11929.0	16508.0
6237	3301.0	1870.0
8899	3472.0	2793.0
6239	3712.0	3249.0
6252	1257.0	108.0
100421420	7.0	7.0
6251	4113.0	4655.0
100421422	0.0	0.0
6253	510.0	1501.0
6256	9193.0	3686.0
100421424	0.0	0.0
6258	93.0	1.0
6257	2181.0	2851.0
100421428	0.0	0.0
101928469	2.0	3.0
100421429	1.0	5.0
280637	1.0	0.0
280636	1423.0	1950.0
253018	79.0	35.0
253017	0.0	0.0
253012	173.0	8.0
6249	6209.0	5280.0
6248	0.0	0.0
6263	347.0	36.0
100421431	2.0	0.0
6262	64.0	32.0
100421432	2.0	2.0
101928470	0.0	0.0
100421433	1.0	1.0
100421436	37.0	17.0
100421439	1.0	0.0
6261	398.0	136.0
6260	1.0	0.0
6259	3425.0	3134.0
100421430	0.0	0.0
6274	39.0	86.0
6273	161.0	1992.0
6276	6.0	1.0
6275	6289.0	4977.0
6278	0.0	1.0
6277	20833.0	9809.0
6279	50.0	102.0
6272	11197.0	9697.0
6271	6379.0	114.0
6285	5410.0	41.0
6284	2542.0	3729.0
100421455	0.0	0.0
6286	5.0	4529.0
6289	18257.0	133.0
6288	65718.0	536.0
6281	8645.0	6243.0
6280	299.0	366.0
6283	5.0	1.0
6282	8814.0	15147.0
123920	1897.0	5004.0
100421451	0.0	0.0
6296	545.0	103.0
6295	1.0	4.0
6297	762.0	997.0
6299	97.0	247.0
101928420	0.0	0.0
6290	0.0	0.0
6291	121.0	6.0
6294	4087.0	6561.0
6293	2196.0	4367.0
100421478	0.0	0.0
100421479	1.0	0.0
280664	0.0	0.0
54505	2275.0	3052.0
280660	0.0	0.0
54504	1114.0	393.0
280661	9.0	11.0
54503	314.0	698.0
54502	3158.0	8610.0
54509	28.0	155.0
123904	0.0	3.0
54508	61.0	26.0
100421473	0.0	0.0
54507	1599.0	385.0
100421487	0.0	0.0
133308	402.0	417.0
147945	0.0	0.0
123970	2.0	0.0
100421480	1.0	3.0
147947	520.0	365.0
147948	145.0	63.0
147949	176.0	185.0
100421484	0.0	0.0
100421485	0.0	1.0
100421498	1.0	0.0
100421499	0.0	0.0
101060006	0.0	0.0
101060005	1.0	0.0
101060004	0.0	2.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	2.0	1.0
147965	421.0	985.0
147968	45.0	70.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	0.0	0.0
121360	0.0	0.0
101060032	4.0	4.0
135924	0.0	0.0
135927	3.0	1.0
121355	4.0	9.0
147906	111.0	548.0
135932	443.0	477.0
101060045	0.0	0.0
135935	0.0	0.0
101060040	0.0	0.0
147912	454.0	715.0
135942	0.0	0.0
135941	0.0	2.0
121340	1.0	2.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	6.0	1.0
147923	317.0	639.0
147920	5.0	60.0
147929	122.0	213.0
104326192	0.0	0.0
104326193	0.0	0.0
375444	74.0	133.0
104326189	6.0	0.0
101060020	2.0	0.0
375449	5580.0	19087.0
104326188	0.0	0.0
121328	7.0	8.0
91653	3729.0	1083.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	351.0	11.0
27085	119.0	249.0
27086	3771.0	4247.0
389756	104.0	0.0
147429	5.0	10.0
27089	2352.0	2874.0
91646	19.0	4.0
91647	532.0	1000.0
642968	0.0	0.0
135458	4.0	28.0
390766	0.0	0.0
27098	64.0	98.0
27099	1.0	0.0
27097	1435.0	1684.0
389741	84.0	128.0
27090	584.0	531.0
27091	0.0	0.0
27094	75.0	98.0
27095	2182.0	3545.0
27092	393.0	25671.0
642976	13.0	1.0
400629	0.0	11.0
27093	1.0	2.0
160428	787.0	1192.0
375133	78.0	72.0
387122	1.0	24.0
390730	0.0	3.0
390732	0.0	0.0
390735	0.0	0.0
387119	400.0	202.0
27063	2.0	312.0
387117	0.0	1.0
27069	8571.0	8327.0
400612	3.0	5.0
27067	1843.0	1941.0
27068	2164.0	2648.0
221908	219.0	671.0
341799	0.0	0.0
400619	40.0	93.0
642987	40.0	64.0
400618	405.0	24.0
400617	78.0	14.0
64065	8563.0	19973.0
91662	9.0	42.0
91663	23607.0	12399.0
64064	9.0	5.0
64067	242.0	81.0
64066	28.0	0.0
91661	464.0	630.0
91664	413.0	544.0
147463	994.0	783.0
387111	9.0	2.0
27076	771.0	4739.0
390748	2.0	5.0
27077	293.0	257.0
400604	60.0	80.0
27074	77.0	166.0
27075	3097.0	27627.0
389766	3.0	1.0
387103	155.0	231.0
387104	10.0	6.0
27079	392.0	469.0
389763	0.0	0.0
341784	2.0	2.0
642996	1.0	1.0
27072	2951.0	3715.0
160419	0.0	4.0
64061	2023.0	1722.0
400609	0.0	13.0
160418	1440.0	2402.0
64063	158.0	757.0
27071	381.0	205.0
64062	2295.0	3660.0
91695	389.0	273.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	1324.0	49.0
100313770	0.0	0.0
64077	1104.0	2172.0
91694	2715.0	1114.0
100313771	0.0	0.0
390790	2.0	0.0
221927	1857.0	4326.0
390792	3.0	3.0
400680	13.0	30.0
27043	2799.0	3830.0
27044	10497.0	14453.0
27042	1228.0	2468.0
389799	1.0	1.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	1805.0	141.0
100313777	0.0	0.0
27040	4.0	17.0
100313774	0.0	0.0
64073	46.0	1177.0
64087	5866.0	18438.0
221914	34.0	175.0
64089	826.0	843.0
100313781	0.0	0.0
91683	1472.0	1009.0
91689	1146.0	1869.0
100313780	0.0	1.0
245908	0.0	0.0
91687	181.0	376.0
245909	0.0	0.0
400673	256.0	522.0
389792	205.0	1257.0
389791	2.0	10.0
387129	0.0	0.0
400668	1.0	4.0
389787	12.0	4.0
64081	549.0	479.0
64080	256.0	475.0
64083	5004.0	5976.0
64084	15600.0	14462.0
64098	313.0	437.0
64097	850.0	191.0
400660	31.0	91.0
8909	34.0	4.0
27022	0.0	1.0
8907	2693.0	3483.0
341757	0.0	0.0
400658	12.0	51.0
8908	17913.0	577.0
147407	0.0	0.0
27020	4667.0	9158.0
400657	353.0	609.0
27023	0.0	0.0
400654	0.0	0.0
64090	1.0	2.0
64092	204.0	219.0
64091	258.0	343.0
8900	87.0	83.0
64094	6759.0	3589.0
8905	937.0	898.0
147409	10.0	0.0
64093	764.0	641.0
8906	938.0	2803.0
64096	0.0	0.0
8904	3253.0	5045.0
221935	1169.0	206.0
221937	2427.0	1251.0
221938	2.0	0.0
400652	11.0	5.0
400650	2.0	1.0
27039	9.0	2.0
27032	6018.0	7876.0
27033	29.0	22.0
27030	857.0	1577.0
27031	511.0	390.0
27036	47.0	70.0
400645	0.0	0.0
27037	954.0	2793.0
400644	5.0	0.0
27034	1518.0	4592.0
400643	8.0	0.0
27035	19.0	71.0
8912	303.0	2565.0
100313769	0.0	0.0
8913	55.0	24.0
8910	2777.0	920.0
8911	24.0	1570.0
8916	1625.0	1081.0
8914	882.0	1925.0
8915	884.0	951.0
245935	0.0	0.0
245936	0.0	0.0
245937	4.0	2.0
245938	0.0	0.0
8930	1239.0	1941.0
245939	0.0	0.0
221960	242.0	459.0
245930	0.0	0.0
245931	0.0	0.0
245932	1.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	5396.0	4373.0
8927	104.0	169.0
8928	0.0	6.0
8925	6833.0	4696.0
8926	5.0	10.0
221955	769.0	1614.0
8941	0.0	39.0
8942	623.0	152.0
375189	19.0	62.0
8940	23.0	27.0
245940	0.0	0.0
206338	1145.0	18.0
375190	346.0	453.0
196446	7.0	13.0
8934	1325.0	1847.0
8935	2934.0	1870.0
196441	1765.0	2155.0
8932	5316.0	4712.0
8933	3587.0	4345.0
8938	387.0	1234.0
8939	2821.0	4666.0
8936	537.0	524.0
326105	4.0	0.0
245913	0.0	0.0
245915	0.0	0.0
221981	686.0	377.0
245910	0.0	0.0
206358	731.0	1080.0
245911	0.0	0.0
245912	1.0	3.0
196415	0.0	0.0
642909	1.0	2.0
642907	0.0	2.0
8945	1400.0	2479.0
54659	0.0	0.0
54658	0.0	0.0
8943	6589.0	12009.0
54657	0.0	0.0
8944	0.0	0.0
196410	36.0	73.0
245927	0.0	0.0
245928	0.0	0.0
6300	316.0	205.0
245929	0.0	0.0
6302	1871.0	3124.0
6301	4611.0	10765.0
160492	1.0	1.0
54662	2812.0	1939.0
54661	12.0	8.0
54660	42.0	20.0
54665	1128.0	1460.0
54664	3320.0	3934.0
54663	830.0	779.0
8970	14.0	59.0
8971	2834.0	5455.0
101928363	17.0	3.0
8974	1517.0	3087.0
6311	1809.0	2864.0
8975	1956.0	1310.0
6310	1933.0	3858.0
91612	3891.0	4686.0
100421601	0.0	0.0
8972	9.0	132.0
8973	1.0	14.0
245972	51.0	247.0
245973	137.0	89.0
54677	617.0	877.0
54676	2077.0	3095.0
54675	1913.0	1864.0
147468	0.0	0.0
54674	771.0	57.0
6304	2021.0	582.0
6303	6343.0	7822.0
8968	1.0	2.0
6305	4892.0	3191.0
91603	581.0	2047.0
91608	867.0	289.0
6307	1173.0	3491.0
642924	6.0	0.0
8969	19.0	134.0
6309	1897.0	1306.0
91607	1791.0	1087.0
6320	229.0	1158.0
6322	579.0	153.0
8985	2520.0	4269.0
8986	1334.0	1223.0
64002	0.0	0.0
101928378	66.0	133.0
6324	380.0	965.0
64005	149.0	302.0
6323	4.0	0.0
101928376	2.0	10.0
54680	1101.0	1325.0
642938	22.0	159.0
54682	1511.0	594.0
54681	918.0	4930.0
196403	890.0	3319.0
6315	0.0	0.0
6314	2155.0	1312.0
6317	0.0	1.0
8976	3664.0	5955.0
6319	84136.0	78019.0
6318	0.0	1.0
642935	5.0	9.0
8992	5565.0	7836.0
8993	3.0	0.0
6331	90.0	40.0
8991	10634.0	3675.0
6330	2547.0	679.0
100421621	13.0	3.0
8996	1342.0	1984.0
101928388	4.0	4.0
6332	323.0	81.0
8997	1877.0	447.0
8994	1473.0	1516.0
6335	153.0	138.0
8995	19.0	7.0
6334	157.0	449.0
147495	5224.0	937.0
100421629	0.0	0.0
8989	7.0	867.0
6326	292.0	93.0
8987	967.0	215.0
6328	312.0	11.0
91624	2082.0	1832.0
6327	235.0	108.0
8988	0.0	1.0
6329	1506.0	53.0
642946	49.0	121.0
6340	360.0	143.0
6342	6883.0	6562.0
6341	1933.0	1236.0
6344	45.0	8.0
100421633	0.0	0.0
6343	1.0	63.0
100421634	0.0	0.0
6346	2.0	1.0
6345	130.0	19.0
100421638	0.0	0.0
642958	0.0	0.0
642959	10.0	3.0
6337	2852.0	4831.0
642952	0.0	0.0
6336	1.0	0.0
6339	69.0	448.0
91614	25.0	106.0
8999	50.0	187.0
6338	1266.0	733.0
642954	23.0	28.0
6351	342.0	196.0
6352	532.0	625.0
6355	94.0	107.0
6354	0.0	5.0
6357	61.0	16.0
6356	1.0	42.0
100421528	0.0	0.0
6348	208.0	243.0
6347	880.0	1193.0
196394	184.0	448.0
6362	271.0	26.0
6361	10.0	4.0
6364	11.0	20.0
6363	399.0	107.0
100421533	6.0	17.0
6366	2084.0	0.0
100421535	0.0	0.0
6368	64.0	3.0
6367	211.0	34.0
101928337	0.0	0.0
6360	18.0	5.0
255349	1.0	1.0
6359	1.0	0.0
6358	454.0	43.0
6373	39.0	243.0
101928340	5.0	24.0
6372	46.0	0.0
100421542	0.0	0.0
6375	20.0	13.0
6374	50.0	5.0
100421545	9.0	27.0
6376	25458.0	2455.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	0.0	2.0
255313	0.0	0.0
196374	0.0	1.0
6369	25.0	1.0
6383	6270.0	6992.0
6386	10262.0	4817.0
6385	13021.0	15826.0
6388	1316.0	4825.0
6387	20689.0	8214.0
6389	6377.0	4914.0
255330	0.0	0.0
6382	4699.0	26485.0
102724246	3.0	2.0
255324	18.0	1.0
196385	51.0	68.0
196383	1537.0	1011.0
100421550	0.0	0.0
6397	9762.0	7229.0
100421565	0.0	0.0
6396	3312.0	6543.0
100421566	0.0	0.0
6399	510.0	1369.0
6398	525.0	743.0
6391	4395.0	6564.0
6390	2567.0	3407.0
6392	2874.0	1588.0
282997	49.0	38.0
282996	109.0	28.0
100134229	247.0	284.0
282991	957.0	1991.0
100421560	1.0	0.0
100421577	18.0	18.0
100421579	5.0	6.0
255394	817.0	365.0
102724224	16.0	22.0
54600	0.0	0.0
54602	1330.0	1829.0
282980	0.0	0.0
54606	2137.0	4203.0
100421572	0.0	0.0
100421588	1.0	2.0
100421589	52.0	26.0
282974	244.0	758.0
282973	112.0	31.0
54619	399.0	657.0
100421581	0.0	0.0
196335	2.0	2.0
100421582	11.0	11.0
54617	1965.0	2832.0
100421598	0.0	0.0
100421599	0.0	2.0
255374	45.0	61.0
282969	240.0	260.0
102724201	1.0	0.0
282966	0.0	0.0
54622	1746.0	1346.0
100134259	38.0	68.0
54621	1159.0	1475.0
54620	630.0	1353.0
54626	21.0	69.0
54625	3053.0	7244.0
54623	2986.0	4510.0
54629	2182.0	2586.0
54627	142.0	328.0
27005	938.0	2045.0
27006	3.0	25.0
27000	956.0	1845.0
27004	0.0	4.0
27018	2604.0	2498.0
27019	21.0	718.0
400591	0.0	0.0
27010	208.0	140.0
27012	1.0	3.0
27013	2802.0	5913.0
400581	5.0	1.0
400578	2.0	2.0
400569	555.0	527.0
400566	115.0	255.0
389715	0.0	0.0
100313829	0.0	0.0
390729	0.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	11.0	19.0
389730	0.0	1.0
100038246	0.0	0.0
389727	0.0	0.0
91775	1516.0	947.0
390872	0.0	0.0
390874	0.0	1.0
654835	0.0	0.0
400759	57.0	47.0
400757	0.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	0.0	1.0
400752	37.0	73.0
137994	85.0	85.0
642843	4.0	48.0
91768	2306.0	1147.0
64151	102.0	562.0
64150	212.0	52.0
64168	929.0	3440.0
64167	2451.0	2114.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	1375.0	2011.0
400746	482.0	86.0
400745	0.0	5.0
389866	3.0	32.0
150962	369.0	427.0
64175	1024.0	3676.0
162968	105.0	246.0
64174	138.0	70.0
162966	344.0	537.0
162967	903.0	1120.0
162962	257.0	385.0
162963	131.0	287.0
125981	4.0	25.0
149992	0.0	0.0
390856	0.0	0.0
390858	3.0	29.0
27187	4.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	333.0	295.0
149986	1415.0	3091.0
147323	2.0	5.0
326293	1.0	0.0
100313839	0.0	0.0
389898	2.0	1.0
100313837	0.0	0.0
326295	0.0	0.0
27189	1.0	2.0
100313838	0.0	0.0
326294	0.0	0.0
125972	0.0	4.0
642864	0.0	0.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	126.0	190.0
27183	2826.0	5854.0
64170	265.0	136.0
642869	0.0	3.0
27180	110.0	184.0
27181	231.0	153.0
64172	333.0	488.0
100313830	0.0	0.0
375248	228.0	231.0
91782	2354.0	2327.0
27197	29.0	53.0
147339	1703.0	2364.0
27198	2918.0	1383.0
27195	0.0	0.0
125965	13.0	10.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	52.0	0.0
400720	413.0	278.0
149998	4.0	2.0
389884	0.0	2.0
326286	0.0	0.0
27190	230.0	18.0
64180	8.0	3.0
27193	0.0	0.0
100313842	1.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	21.0	11.0
64184	0.0	0.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	20.0	3.0
387264	11.0	4.0
387263	1541.0	1076.0
206412	28.0	36.0
27164	0.0	5.0
27165	13.0	45.0
27163	956.0	1142.0
400799	0.0	3.0
400798	11.0	49.0
27166	1364.0	2253.0
400797	0.0	0.0
326272	0.0	0.0
326275	1.0	0.0
326277	0.0	0.0
326279	4.0	4.0
27160	3.0	0.0
27161	3275.0	1655.0
326278	0.0	3.0
100313895	0.0	0.0
642888	1.0	0.0
100313896	0.0	1.0
387254	0.0	0.0
400793	1345.0	177.0
150928	34.0	145.0
27175	993.0	1568.0
149934	0.0	0.0
27173	4462.0	10017.0
150921	16.0	2.0
27179	0.0	0.0
27177	0.0	0.0
27178	1.0	2.0
341883	5.0	1.0
341880	2.0	3.0
27170	0.0	0.0
326269	1.0	0.0
137964	3654.0	12262.0
390892	0.0	0.0
375298	173.0	572.0
149951	1789.0	2662.0
27148	1125.0	1668.0
390895	0.0	0.0
206426	1.0	0.0
27143	1248.0	646.0
27141	38.0	58.0
27146	47.0	141.0
106029310	0.0	0.0
27147	1073.0	213.0
27145	500.0	397.0
123355	685.0	444.0
137970	3.0	3.0
375287	477.0	496.0
387276	0.0	0.0
27159	0.0	1.0
387273	4.0	24.0
150947	0.0	0.0
150946	337.0	393.0
27153	854.0	1231.0
27154	2807.0	4425.0
400769	3.0	0.0
27151	2649.0	456.0
27152	970.0	1416.0
123346	0.0	4.0
27158	404.0	950.0
400765	1.0	0.0
100293516	455.0	712.0
387266	0.0	0.0
27156	5.0	21.0
149954	1.0	0.0
387267	0.0	0.0
375295	125.0	511.0
100313886	0.0	0.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	7.0	5.0
160365	30.0	31.0
160364	39.0	10.0
102724316	1029.0	787.0
54754	2.0	0.0
54753	626.0	1077.0
54752	2.0	3.0
54751	2144.0	4038.0
54758	1062.0	1362.0
54757	486.0	407.0
54756	2593.0	898.0
101928290	74.0	6.0
6401	217.0	22.0
6400	7541.0	6703.0
102724307	2.0	3.0
54760	59.0	487.0
54765	5865.0	6493.0
54764	1451.0	1155.0
54763	166.0	2.0
54762	404.0	391.0
54769	11.0	1.0
54768	44.0	31.0
54766	0.0	1.0
159371	249.0	149.0
100421700	0.0	0.0
100421701	1.0	2.0
100421702	0.0	2.0
100421704	5.0	11.0
100421705	0.0	0.0
100421706	2.0	0.0
100421707	1.0	0.0
100421708	2.0	2.0
100421709	0.0	0.0
54776	3359.0	2536.0
91703	59.0	5.0
6403	1146.0	13.0
6402	150.0	114.0
6405	2109.0	5546.0
54778	1463.0	1656.0
6404	921.0	1037.0
54777	33.0	66.0
6407	1.0	0.0
6406	0.0	0.0
64100	0.0	0.0
64102	663.0	2.0
6421	9871.0	18819.0
100421710	0.0	0.0
64101	111.0	123.0
6423	9359.0	54024.0
6422	34868.0	872.0
64106	12.0	9.0
64105	46.0	179.0
64108	312.0	281.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	4.0	1.0
54780	1673.0	1905.0
54785	195.0	372.0
54784	288.0	705.0
6414	11879.0	1487.0
6416	1636.0	953.0
54788	3031.0	3562.0
6415	6678.0	8757.0
6418	9296.0	23313.0
6419	1225.0	1071.0
6430	10243.0	6619.0
64111	0.0	0.0
162989	664.0	2056.0
64110	1081.0	3250.0
6432	4042.0	5434.0
6431	7487.0	9888.0
64112	1596.0	2478.0
64115	4438.0	1048.0
6434	4953.0	4686.0
101928243	36.0	32.0
6433	1684.0	3055.0
64114	16483.0	7869.0
101928244	2.0	0.0
100421724	2.0	6.0
64116	1213.0	38548.0
64118	2679.0	7785.0
101928248	6.0	1.0
100421728	0.0	0.0
54790	1493.0	1970.0
100421729	0.0	0.0
104548973	1.0	0.0
104548972	0.0	0.0
54793	2578.0	802.0
400713	602.0	353.0
104548971	2.0	19.0
104548970	0.0	1.0
54798	116.0	42.0
255411	0.0	1.0
54797	515.0	1272.0
54796	1062.0	898.0
54795	1500.0	5726.0
6425	19.0	2.0
6424	5462.0	8899.0
150992	1.0	1.0
6427	4126.0	7003.0
54799	1284.0	2552.0
6426	5208.0	9727.0
6429	4030.0	5619.0
6428	9538.0	11636.0
162979	69.0	149.0
6441	61.0	93.0
64122	683.0	2787.0
64121	1381.0	1720.0
6440	0.0	0.0
100421731	4.0	0.0
6443	4830.0	4136.0
101928256	0.0	0.0
6442	32.0	25.0
64123	3707.0	1402.0
100421733	0.0	0.0
6445	767.0	6.0
100421734	0.0	0.0
6444	1301.0	1878.0
160313	1.0	2.0
100421736	0.0	1.0
64127	82.0	1207.0
162972	416.0	547.0
64129	6154.0	2755.0
255426	30.0	3.0
642818	0.0	0.0
642819	170.0	375.0
400709	22.0	10.0
6439	1.0	2.0
642812	2.0	1.0
64131	1853.0	3590.0
654817	33.0	35.0
6450	414.0	502.0
91750	733.0	981.0
64130	78.0	221.0
654816	34.0	36.0
6452	3161.0	1748.0
100421741	0.0	0.0
64132	1457.0	4194.0
6451	6036.0	5118.0
64135	1092.0	2172.0
91754	6383.0	5561.0
6453	11444.0	2089.0
6456	6.0	4.0
91752	12.0	10.0
64137	16.0	6.0
6455	3047.0	5724.0
147372	352.0	40.0
6447	159.0	392.0
6446	10131.0	5466.0
91748	3543.0	2594.0
6449	2625.0	5617.0
135398	86.0	3010.0
91746	3738.0	5721.0
6448	1623.0	3236.0
91749	193.0	297.0
6461	258.0	917.0
6462	11.0	3.0
6465	0.0	2.0
100421754	0.0	0.0
64146	47.0	182.0
64145	2316.0	2004.0
6464	6286.0	11093.0
162998	6.0	5.0
100421756	1.0	2.0
101928276	0.0	1.0
64147	282.0	554.0
160335	873.0	528.0
6466	2.0	11.0
162993	284.0	333.0
64149	566.0	1916.0
147381	5.0	3.0
255403	301.0	392.0
6458	15.0	27.0
6457	6.0	5.0
91734	0.0	0.0
6459	3.0	33.0
6472	2106.0	3562.0
6471	0.0	0.0
6474	361.0	332.0
6473	16.0	0.0
6476	0.0	0.0
6478	1163.0	2324.0
6477	563.0	834.0
101928200	27.0	2.0
100421648	0.0	1.0
6470	4471.0	542.0
6469	1.0	0.0
6468	3051.0	4208.0
6483	1282.0	2130.0
6482	3476.0	3035.0
100421652	0.0	0.0
6484	589.0	1140.0
6487	911.0	644.0
196294	290.0	524.0
6489	562.0	141.0
497661	292.0	657.0
100421657	0.0	1.0
6480	3696.0	1026.0
102724386	7.0	17.0
6494	1400.0	2863.0
6493	62.0	135.0
6496	16.0	520.0
6495	289.0	2605.0
6498	2592.0	11113.0
101928223	9.0	0.0
6497	8320.0	4683.0
6499	2016.0	3580.0
6490	368.0	169.0
6492	456.0	0.0
6491	130.0	434.0
101928232	0.0	0.0
100124700	11.0	349.0
102724368	8.0	11.0
196264	1039.0	750.0
54700	1815.0	3868.0
54707	990.0	1574.0
497634	0.0	0.0
54704	2606.0	863.0
54708	2421.0	3140.0
160287	10.0	9.0
54714	1.0	3.0
54718	130.0	152.0
100421681	0.0	0.0
54716	31.0	43.0
54715	0.0	0.0
100421695	2.0	0.0
100421697	0.0	0.0
100421698	1.0	1.0
100421699	3.0	2.0
102724349	6.0	1.0
102724341	0.0	0.0
159296	0.0	0.0
54729	0.0	0.0
54726	2728.0	3074.0
100421694	0.0	0.0
255480	90.0	220.0
54732	4390.0	10905.0
54734	11.0	23.0
54733	310.0	875.0
54739	555.0	621.0
54738	0.0	1.0
54737	3349.0	2679.0
160298	1.0	9.0
102724321	0.0	0.0
255488	3625.0	955.0
54742	184.0	19.0
54741	8314.0	7215.0
54749	2199.0	1162.0
137902	31.0	114.0
27128	436.0	730.0
27129	19828.0	214.0
29789	3151.0	4720.0
27127	4.0	54.0
27120	20.0	17.0
27121	11.0	3.0
29781	1411.0	2810.0
29780	1812.0	1338.0
27124	400.0	804.0
27125	8308.0	7266.0
27122	3888.0	12569.0
29785	81.0	175.0
27123	219.0	170.0
125919	272.0	335.0
29799	209.0	395.0
390800	0.0	0.0
27131	5069.0	3324.0
654790	77.0	23.0
27132	69.0	42.0
27130	880.0	526.0
29798	103.0	454.0
27136	2.0	0.0
29797	0.0	0.0
27133	1.0	0.0
29796	1693.0	3016.0
27134	573.0	3047.0
27106	3460.0	1556.0
27107	1266.0	2035.0
29768	10.0	14.0
29767	1381.0	1371.0
29766	2942.0	5482.0
27109	1359.0	1104.0
29761	3019.0	2185.0
29760	265.0	519.0
389813	87.0	149.0
389812	1.0	0.0
27102	5793.0	15983.0
29765	0.0	0.0
29763	968.0	1055.0
27101	1909.0	3229.0
389816	45.0	36.0
27115	323.0	61.0
29778	0.0	0.0
29777	917.0	1236.0
27113	145.0	1009.0
29775	1204.0	1244.0
27111	130.0	148.0
29774	55.0	52.0
27112	46.0	416.0
390831	0.0	0.0
390834	1.0	4.0
390836	0.0	0.0
100313938	0.0	0.0
125950	862.0	2050.0
125958	0.0	0.0
377841	7.0	9.0
390843	0.0	0.0
390844	1.0	4.0
389827	0.0	0.0
652170	0.0	0.0
389860	0.0	1.0
390811	0.0	1.0
389857	0.0	0.0
390816	5.0	5.0
389856	195.0	322.0
125931	4.0	0.0
389852	0.0	0.0
100313914	0.0	0.0
389844	0.0	0.0
389840	20.0	12.0
100313923	0.0	0.0
100313921	0.0	0.0
389849	4.0	24.0
91893	57.0	66.0
91894	10.0	8.0
147670	19.0	18.0
147664	0.0	0.0
642721	0.0	1.0
64285	1234.0	2210.0
64284	410.0	1697.0
64288	362.0	512.0
147685	38.0	43.0
121026	0.0	0.0
123688	215.0	250.0
341568	1.0	0.0
341567	3.0	3.0
642737	1.0	4.0
64283	1856.0	1144.0
64282	903.0	1415.0
389541	1532.0	3322.0
147694	752.0	670.0
389537	123.0	137.0
147686	212.0	261.0
147687	293.0	457.0
121014	0.0	1.0
642741	11.0	30.0
159686	42.0	23.0
642746	1.0	0.0
642762	0.0	0.0
390502	0.0	5.0
390501	1.0	1.0
390503	1.0	0.0
121006	11.0	17.0
389524	311.0	359.0
147699	35.0	30.0
133060	0.0	0.0
100313962	0.0	0.0
135644	0.0	1.0
27285	43.0	112.0
27286	938.0	2333.0
27283	0.0	0.0
27284	47.0	13.0
389558	263.0	545.0
27289	175.0	1228.0
27287	74.0	41.0
27288	1.0	0.0
135656	1.0	0.0
390561	10.0	2.0
27296	40.0	28.0
389549	1.0	2.0
27297	1253.0	2244.0
27294	14.0	134.0
27295	5552.0	1838.0
27299	39.0	59.0
642776	1.0	8.0
27292	1456.0	1531.0
27293	257.0	1059.0
27290	0.0	3.0
642778	4.0	2.0
27291	527.0	844.0
160622	1438.0	347.0
390531	3.0	0.0
147650	206.0	185.0
390530	0.0	1.0
390535	0.0	0.0
390539	0.0	0.0
147646	3.0	7.0
390538	0.0	0.0
654783	0.0	0.0
147645	103.0	133.0
341511	0.0	0.0
6500	10109.0	15240.0
133015	497.0	579.0
400410	61.0	135.0
147660	26.0	13.0
121054	0.0	1.0
121053	251.0	393.0
147657	501.0	1046.0
147658	0.0	0.0
400406	2.0	18.0
642799	0.0	0.0
642796	0.0	0.0
133022	126.0	342.0
642797	85.0	266.0
101928165	0.0	0.0
6511	0.0	1.0
390595	186.0	158.0
6510	7678.0	11789.0
390594	1.0	0.0
100421803	1.0	0.0
100421804	1.0	2.0
390598	23.0	28.0
100421805	7.0	5.0
100421806	3.0	1.0
100421807	0.0	0.0
6509	1259.0	3738.0
54870	3453.0	5673.0
