id	0ecc60d5-6273-41f8-9fbc-70fb6373e47d	3ab0577a-0d95-4f3b-9ec8-850820c5ecb3
3772	35.0	290.0
100861458	0.0	0.0
100861453	24.0	5.0
100861455	0.0	0.0
1107	12678.0	14368.0
1106	8244.0	3640.0
1105	3079.0	4364.0
1104	1538.0	3657.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1687.0	769.0
1101	678.0	989.0
3762	176.0	159.0
100873424	0.0	0.0
3763	3.0	43.0
100128640	165.0	38.0
100873423	0.0	0.0
3764	530.0	656.0
100873422	0.0	0.0
3765	7.0	1.0
100873421	0.0	0.0
3766	10.0	44.0
100873428	0.0	0.0
3767	903.0	1685.0
100873427	0.0	0.0
3768	71.0	101.0
1109	2.0	1.0
100873426	0.0	3.0
1108	13792.0	15454.0
3769	74.0	23.0
100873425	0.0	0.0
100128637	0.0	0.0
100128639	0.0	0.0
3780	59.0	15.0
100873453	0.0	0.0
3781	24.0	113.0
100873452	0.0	1.0
3782	253.0	313.0
100873451	0.0	0.0
3783	1342.0	322.0
100873450	0.0	0.0
1121	1631.0	1258.0
100861468	0.0	0.0
1120	260.0	135.0
100861469	0.0	0.0
1118	24.0	57.0
1117	791.0	391.0
1116	3415.0	580.0
1114	25.0	6.0
1113	7.0	4.0
1112	8077.0	2451.0
1111	251.0	1058.0
3773	863.0	7.0
100873457	3.0	0.0
100873456	2.0	0.0
3775	392.0	3324.0
100873455	0.0	0.0
3776	456.0	75.0
100873454	0.0	0.0
3777	478.0	43.0
3778	9481.0	6012.0
3779	3073.0	287.0
100873459	0.0	0.0
1119	1447.0	2189.0
100128627	7.0	2.0
100128626	0.0	0.0
3790	705.0	746.0
100128628	4.0	5.0
3791	3458.0	3176.0
100873442	0.0	1.0
3792	53.0	33.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	1.0	28.0
1131	148.0	43.0
1130	3731.0	3032.0
100861476	0.0	1.0
1129	1.0	0.0
1128	205.0	226.0
1124	277.0	624.0
1123	344.0	668.0
1122	1037.0	1753.0
100861470	0.0	0.0
3784	343.0	495.0
100873446	0.0	0.0
3785	23.0	5.0
100873445	0.0	0.0
3786	172.0	349.0
100873444	0.0	0.0
3787	63.0	14.0
100873443	0.0	0.0
3788	8.0	13.0
100873449	15.0	3.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	88.0	48.0
100128618	0.0	0.0
728597	3.0	0.0
100128617	0.0	2.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	65.0	17.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	13.0	2.0
285634	0.0	1.0
1142	0.0	0.0
1141	261.0	14.0
285636	2648.0	3543.0
1140	455.0	732.0
728599	5.0	0.0
1139	34.0	7.0
1138	67.0	27.0
1137	0.0	1.0
100861485	0.0	0.0
1136	25.0	14.0
1135	79.0	0.0
1134	2.0	65.0
1133	20.0	3.0
3795	330.0	173.0
100873479	2.0	2.0
3796	1543.0	1772.0
100873478	0.0	0.0
3797	1441.0	856.0
100873477	8.0	2.0
3798	462.0	60.0
100873476	0.0	0.0
3799	10450.0	12945.0
100873460	0.0	0.0
728586	16.0	42.0
285641	0.0	1.0
100873464	2.0	4.0
100873463	0.0	0.0
100873462	0.0	2.0
285643	3.0	5.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	3149.0	9526.0
1153	19302.0	13535.0
1152	2170.0	1039.0
285647	27.0	18.0
728589	82.0	25.0
728588	5.0	82.0
1149	2344.0	103.0
1147	1237.0	2066.0
1146	8.0	1.0
1145	39.0	41.0
1144	1.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	1.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	1.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	131.0	2366.0
1163	623.0	2045.0
285659	2.0	0.0
1161	414.0	766.0
1160	776.0	96.0
1159	82.0	84.0
1158	1.0	6.0
1157	0.0	0.0
1155	1414.0	3304.0
550643	613.0	1437.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	1495.0	6289.0
1175	1397.0	5266.0
285668	41.0	1.0
1174	1226.0	3865.0
1173	12207.0	16530.0
550631	152.0	269.0
100873489	0.0	0.0
283014	5.0	7.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	1.0
283092	0.0	0.0
1187	76.0	56.0
1186	2860.0	3106.0
1185	1826.0	755.0
1184	354.0	830.0
1183	584.0	154.0
1182	5849.0	5187.0
1181	288.0	422.0
440375	32.0	24.0
1180	35.0	14.0
1179	0.0	0.0
1178	0.0	0.0
283089	12.0	0.0
85495	0.0	0.0
85480	231.0	17.0
283080	1.0	1.0
1198	2889.0	2196.0
1197	1.0	1.0
1196	2227.0	4666.0
1195	7696.0	2774.0
440366	2.0	1.0
1193	754.0	647.0
1192	7286.0	24237.0
1191	33546.0	5789.0
1188	19.0	9.0
283078	97.0	49.0
85486	6.0	7.0
128615	0.0	0.0
85481	0.0	0.0
128611	31.0	25.0
440396	54.0	106.0
128609	0.0	0.0
128602	0.0	346.0
440387	0.0	0.0
128674	0.0	0.0
128676	0.0	0.0
114026	0.0	1.0
100861402	0.0	8.0
126014	42.0	513.0
440335	433.0	6204.0
100128690	0.0	0.0
114034	487.0	987.0
126006	97.0	98.0
114036	32.0	37.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	86.0	34.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	2.0	7.0
100128678	2.0	2.0
100861429	0.0	0.0
128653	0.0	2.0
200728	136.0	172.0
440356	3.0	16.0
440354	56.0	42.0
440352	0.0	1.0
100873419	0.0	0.0
100873418	0.0	1.0
100873413	0.0	0.0
128646	2.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	9.0	21.0
100873410	0.0	0.0
100873417	4.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	126.0	40.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	155.0	121.0
200734	4887.0	3699.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	2.0	1.0
100873408	0.0	1.0
100873407	0.0	0.0
100861430	1.0	1.0
100873402	0.0	0.0
100873401	3.0	1.0
100873400	0.0	0.0
100128665	1.0	0.0
128637	3174.0	5508.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	6.0	5.0
165530	158.0	14.0
85409	243.0	554.0
106481385	0.0	0.0
106481386	2.0	0.0
85416	1.0	0.0
106481383	3.0	1.0
85417	52.0	83.0
106481384	0.0	0.0
103106903	2.0	0.0
85414	283.0	232.0
106481389	0.0	0.0
85415	1133.0	9221.0
106481387	1.0	0.0
85413	2.0	4.0
106481388	17.0	6.0
645436	0.0	0.0
106481381	0.0	0.0
106481382	2.0	0.0
10	6.0	60.0
106481380	0.0	0.0
11	1.0	0.0
403341	1280.0	868.0
12	97.0	1402.0
13	61.0	5.0
14	5304.0	5467.0
15	2.0	0.0
16	6765.0	7022.0
645455	13.0	5.0
18	2077.0	6000.0
19	5821.0	2046.0
128580	7.0	4.0
85407	186.0	168.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1400.0	1365.0
106481395	1.0	2.0
85403	1248.0	1792.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	1.0	0.0
106481393	0.0	0.0
20	5815.0	1611.0
106481390	0.0	0.0
21	2551.0	9113.0
106481391	0.0	0.0
22	1432.0	1479.0
153571	402.0	409.0
153572	4111.0	1708.0
23	3194.0	6261.0
24	140.0	871.0
25	6045.0	6062.0
26	19.0	75.0
27	1940.0	4008.0
28	184.0	361.0
29	5707.0	5350.0
153579	4581.0	187.0
728615	0.0	0.0
728614	0.0	0.0
200765	199.0	226.0
106481358	0.0	1.0
106481359	0.0	0.0
728611	15.0	14.0
102466518	0.0	0.0
102466516	3.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	1173.0	1082.0
106481362	0.0	0.0
106481367	1.0	1.0
85437	1693.0	3725.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	335.0	316.0
106481366	0.0	0.0
30	3245.0	2535.0
106481360	0.0	0.0
31	16692.0	11132.0
32	20871.0	1712.0
33	709.0	19.0
34	4311.0	3296.0
35	3017.0	980.0
153562	1358.0	3078.0
36	7086.0	4239.0
37	17179.0	11894.0
38	3559.0	3204.0
440307	16.0	4.0
39	966.0	1582.0
165545	14.0	477.0
106481369	0.0	0.0
728606	44.0	165.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	1.0
106481373	0.0	2.0
106481378	1.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	11.0	2.0
106481370	0.0	0.0
41	268.0	242.0
106481371	0.0	0.0
43	106.0	22.0
645486	0.0	0.0
47	28235.0	15123.0
48	6770.0	3023.0
49	14.0	3.0
106481338	0.0	0.0
106481339	0.0	1.0
106481336	0.0	0.0
106481337	2.0	0.0
106481341	0.0	0.0
106481342	3.0	5.0
106481340	2.0	0.0
85458	4768.0	1355.0
