id	d8a963cd-8c5d-4b31-86bc-ecaf7e74b456	9c67b11d-1bac-446f-8bd7-ca34b7bc2ad6
100128723	1.0	3.0
1033	96.0	590.0
1032	151.0	129.0
285525	2.0	0.0
1031	1243.0	432.0
285527	2810.0	6580.0
1030	689.0	1864.0
728468	0.0	0.0
440288	97.0	193.0
1029	106.0	511.0
440295	90.0	201.0
1028	1500.0	207.0
1027	2796.0	8095.0
1026	4274.0	19109.0
1025	2076.0	2273.0
1024	440.0	1420.0
3685	7309.0	20195.0
100873347	0.0	1.0
100873346	0.0	0.0
3687	258.0	405.0
100873345	0.0	0.0
3688	22751.0	51325.0
100873344	0.0	0.0
3689	1451.0	1455.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	0.0	0.0
100873371	1.0	0.0
100873370	0.0	0.0
728498	4.0	4.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	0.0
728492	41.0	105.0
100873375	0.0	0.0
100128710	0.0	0.0
285533	49.0	45.0
100873374	0.0	0.0
728495	1.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	7.0	4.0
1043	265.0	447.0
1041	11.0	42.0
1040	1351.0	5072.0
1039	1064.0	2622.0
1038	7.0	9.0
1036	945.0	85.0
3696	2860.0	586.0
3697	0.0	2.0
100873379	0.0	0.0
3698	1352.0	8.0
100873378	0.0	7.0
3699	44.0	17.0
100873377	0.0	2.0
728486	8.0	2.0
100873361	0.0	1.0
105373869	2.0	945.0
100873360	0.0	0.0
285540	67.0	222.0
100128705	0.0	0.0
100873365	0.0	2.0
100873364	0.0	1.0
728481	0.0	0.0
100873363	0.0	0.0
728484	1.0	0.0
100873362	0.0	0.0
100128701	3.0	1.0
1054	2109.0	5861.0
285547	0.0	0.0
1053	0.0	0.0
285548	2.0	15.0
1052	2026.0	436.0
1051	2015.0	3069.0
728489	5.0	4.0
1050	993.0	111.0
100128707	1.0	0.0
1048	19.0	2421.0
1047	70.0	321.0
1046	0.0	0.0
1045	1.0	0.0
100873369	3.0	2.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	2.0	2.0
1066	1132.0	201.0
1063	813.0	5901.0
1062	178.0	2074.0
1061	2.0	3.0
1060	1441.0	1823.0
440253	239.0	204.0
1059	3397.0	7117.0
1058	56.0	646.0
1057	1.0	3.0
85379	7447.0	6607.0
114112	583.0	1215.0
1056	40.0	120.0
85377	2422.0	949.0
85378	1454.0	609.0
128745	0.0	0.0
85376	6.0	8.0
440248	672.0	653.0
1075	3766.0	6705.0
1074	6.0	55.0
1073	2522.0	1032.0
1072	20080.0	40192.0
1071	88.0	51.0
440243	0.0	1.0
1070	753.0	1702.0
1069	2153.0	11615.0
1068	0.0	0.0
85369	1376.0	1451.0
85366	3.0	9.0
85364	917.0	2025.0
85365	1532.0	3302.0
85363	1532.0	6201.0
85360	879.0	339.0
1080	30.0	2.0
85391	2.0	17.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	1.0	0.0
153733	426.0	1892.0
1087	4.0	171.0
1086	0.0	0.0
440279	20.0	29.0
1085	1.0	60.0
1084	1.0	0.0
440278	120.0	485.0
1082	0.0	1.0
403294	1.0	0.0
440275	3525.0	20006.0
1081	0.0	93.0
85397	3.0	25.0
85395	273.0	213.0
403285	0.0	0.0
1091	2.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	1.0
440270	454.0	677.0
1089	1.0	2.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	10.0	3.0
285598	536.0	258.0
126133	679.0	1308.0
128790	0.0	4.0
126129	163.0	628.0
126123	1.0	0.0
442862	0.0	0.0
126119	308.0	698.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	0.0	0.0
442896	0.0	1.0
114132	26.0	8.0
442897	0.0	0.0
442898	8.0	0.0
114134	408.0	388.0
442899	0.0	0.0
100128790	0.0	0.0
128760	0.0	8.0
100128788	34.0	126.0
100128787	0.0	0.0
440225	0.0	0.0
440224	1.0	400.0
442890	0.0	0.0
442891	0.0	0.0
442892	3.0	0.0
128756	0.0	1.0
100128782	197.0	99.0
100128781	0.0	1.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	0.0	6.0
403234	0.0	0.0
403235	1.0	0.0
403236	0.0	0.0
63982	78.0	3.0
102466616	0.0	0.0
126052	0.0	0.0
151009	35.0	48.0
403227	0.0	0.0
403228	0.0	0.0
138046	0.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	0.0
645572	0.0	0.0
645571	5.0	1.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	708.0	1848.0
107131122	0.0	1.0
138050	4320.0	7125.0
403219	0.0	5.0
151011	5206.0	5272.0
645587	0.0	0.0
165679	345.0	14.0
126037	20.0	19.0
114049	2064.0	10037.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	2.0	0.0
106481484	0.0	0.0
106481485	0.0	2.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	416.0	760.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1406.0	3035.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	170.0	243.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	1.0
138065	111.0	4.0
645598	0.0	0.0
163007	0.0	0.0
114038	1.0	2.0
645591	1.0	0.0
106481495	0.0	0.0
114041	246.0	1424.0
106481496	1.0	0.0
114042	3.0	3.0
106481493	0.0	0.0
114043	16.0	8.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	127.0	344.0
126017	412.0	1749.0
106481497	0.0	4.0
106481498	0.0	0.0
85303	0.0	0.0
85300	4.0	0.0
85301	1246.0	394.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	1.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	858.0	3425.0
106481459	0.0	0.0
26994	6014.0	10740.0
106481457	4.0	17.0
26995	1319.0	1882.0
106481458	0.0	0.0
403271	0.0	27.0
26998	1.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	646.0	7192.0
403273	0.0	0.0
102466658	1.0	0.0
106481462	1.0	0.0
106481463	0.0	0.0
104310353	0.0	4.0
106481460	3.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1000.0	867.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	1.0
104310351	0.0	1.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	1.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	1.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	922.0	16.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	77.0	8844.0
106481470	1.0	1.0
403252	0.0	1.0
403253	0.0	0.0
403254	0.0	0.0
126070	563.0	1227.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	4.0	1.0
106481437	0.0	0.0
26974	150.0	513.0
153657	28.0	136.0
106481438	0.0	28.0
106481435	0.0	0.0
26973	938.0	4603.0
165631	56.0	77.0
106481436	2.0	3.0
26978	11.0	38.0
126075	400.0	608.0
106481439	0.0	0.0
403250	0.0	0.0
126074	169.0	244.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	735.0	867.0
106481444	1.0	16.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	2510.0	426.0
85354	0.0	0.0
85352	47.0	177.0
403241	0.0	0.0
344462	0.0	5.0
403244	0.0	0.0
403245	0.0	0.0
153642	360.0	1016.0
153643	8.0	41.0
403247	0.0	0.0
403248	0.0	0.0
26985	2667.0	9860.0
106481448	0.0	0.0
26986	53801.0	72304.0
126069	68.0	129.0
106481449	0.0	0.0
126068	597.0	679.0
106481446	0.0	1.0
26983	0.0	0.0
26984	629.0	2877.0
106481447	0.0	0.0
106481451	0.0	9.0
106481452	0.0	0.0
106481450	2.0	0.0
114088	249.0	185.0
106481455	1.0	0.0
85349	50.0	3.0
106481456	0.0	1.0
26982	0.0	0.0
106481453	0.0	3.0
85347	0.0	0.0
26980	2.0	9.0
106481454	0.0	0.0
403238	0.0	0.0
85344	0.0	8.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	1.0	9.0
85340	0.0	0.0
100873394	0.0	1.0
100873393	0.0	0.0
100873392	3.0	3.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	1618.0	5120.0
100873390	0.0	0.0
728556	23.0	149.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	64.0	169.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	435.0	853.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	2.0	1.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	137.0	653.0
100873384	0.0	0.0
285601	14.0	7.0
106481426	0.0	0.0
106481427	1.0	3.0
222005	0.0	5.0
63910	78.0	295.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	550.0	2588.0
222008	0.0	236.0
106481428	0.0	0.0
106481429	0.0	1.0
63905	1976.0	5124.0
63904	0.0	0.0
106481430	1.0	0.0
163071	42.0	20.0
63906	446.0	350.0
106481433	0.0	0.0
63908	607.0	3419.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	0.0
285613	19.0	93.0
63920	204.0	794.0
63923	421.0	695.0
63922	192.0	406.0
728577	72.0	3.0
63925	852.0	2024.0
63924	5152.0	2.0
63916	1915.0	10994.0
63917	2929.0	2024.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	1.0	4.0
728564	0.0	28.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1231.0	2470.0
106481402	0.0	0.0
63931	1160.0	1884.0
106481403	1.0	1.0
63934	513.0	104.0
728567	2.0	5.0
106481408	0.0	0.0
163088	7.0	9.0
63933	1496.0	10480.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	2023.0	3447.0
163087	624.0	1050.0
728568	209.0	1070.0
106481407	3.0	14.0
3704	1276.0	1819.0
3705	2660.0	4896.0
63926	506.0	8210.0
3706	3.0	20.0
63929	736.0	2472.0
3707	2769.0	2848.0
63928	4.0	3.0
3708	7946.0	3951.0
106481411	3.0	0.0
3709	5833.0	5197.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	11.0	6.0
3702	91.0	160.0
3703	5905.0	14369.0
645506	0.0	2.0
151050	669.0	1248.0
645520	0.0	0.0
63941	648.0	3349.0
63940	575.0	968.0
63943	210.0	517.0
728517	0.0	0.0
163033	222.0	503.0
258010	1479.0	6992.0
63947	0.0	1.0
63946	0.0	0.0
728513	0.0	0.0
100033803	0.0	0.0
3716	10757.0	11393.0
100033804	0.0	0.0
3717	1027.0	1125.0
100033805	0.0	0.0
3718	413.0	386.0
63939	887.0	4518.0
100033806	0.0	0.0
100190799	5.0	12.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	87.0	96.0
3710	1440.0	8554.0
3712	3455.0	13547.0
3713	1.0	11.0
3714	2305.0	554.0
63950	2.0	0.0
728505	0.0	2.0
63951	96.0	236.0
100033807	0.0	0.0
728501	34.0	19.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	5851.0	2134.0
100033814	0.0	0.0
3727	9265.0	3968.0
63948	0.0	0.0
100033815	0.0	0.0
222052	1.0	3.0
3728	12361.0	48613.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1052.0	3343.0
151056	218.0	145.0
3725	19512.0	4763.0
645528	6.0	0.0
728532	14.0	80.0
163059	221.0	429.0
728538	0.0	0.0
728537	102.0	254.0
63967	84.0	822.0
3737	9.0	3.0
3738	26.0	58.0
3739	4.0	2.0
645538	0.0	0.0
3730	1255.0	9278.0
3732	3091.0	426.0
3734	0.0	1.0
3735	5454.0	9164.0
3736	150.0	12.0
63970	276.0	20.0
3750	196.0	326.0
63971	3751.0	6905.0
63974	0.0	0.0
163049	1645.0	1932.0
63973	53.0	1.0
63976	179.0	61.0
222068	3399.0	8474.0
63978	0.0	0.0
63977	397.0	801.0
63979	659.0	1534.0
728524	0.0	0.0
3748	582.0	347.0
163051	21.0	27.0
3749	1137.0	229.0
163050	53.0	33.0
3741	16.0	4.0
645548	8.0	17.0
3743	4.0	1.0
3744	0.0	0.0
3745	582.0	36.0
3746	37.0	5.0
3747	155.0	2.0
285671	635.0	212.0
285672	1336.0	4434.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	8.0	3.0
285676	94.0	45.0
3761	0.0	0.0
100128657	0.0	0.0
285679	1.0	4.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	818.0	303.0
283008	0.0	0.0
3751	233.0	571.0
100873435	0.0	0.0
3752	498.0	201.0
100873434	0.0	0.0
3753	60.0	4.0
100873433	0.0	0.0
3754	31.0	433.0
100873432	0.0	0.0
3755	56.0	133.0
100873439	0.0	0.0
3756	20.0	11.0
100873438	0.0	0.0
3757	42.0	218.0
100873437	0.0	0.0
3758	4.0	5.0
100873436	0.0	0.0
100873420	0.0	0.0
3770	71.0	179.0
3772	109.0	266.0
100861458	0.0	0.0
100861453	20.0	60.0
100861455	0.0	0.0
1107	6407.0	8838.0
1106	4196.0	4551.0
1105	2492.0	7852.0
1104	875.0	3399.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1102.0	829.0
1101	112.0	61.0
3762	335.0	219.0
100873424	0.0	0.0
3763	16.0	98.0
100128640	100.0	25.0
100873423	0.0	0.0
3764	1202.0	343.0
100873422	0.0	0.0
3765	0.0	2.0
100873421	0.0	0.0
3766	1.0	24.0
100873428	0.0	0.0
3767	123.0	1292.0
100873427	0.0	0.0
3768	167.0	96.0
1109	0.0	3.0
100873426	1.0	0.0
1108	8177.0	24225.0
3769	14.0	25.0
100873425	1.0	0.0
100128637	0.0	0.0
100128639	0.0	0.0
3780	20.0	5.0
100873453	0.0	0.0
3781	50.0	82.0
100873452	0.0	1.0
3782	234.0	247.0
100873451	0.0	0.0
3783	1484.0	571.0
100873450	0.0	0.0
1121	1158.0	3599.0
100861468	0.0	0.0
1120	126.0	75.0
100861469	0.0	0.0
1118	15.0	17.0
1117	1430.0	407.0
1116	2203.0	458.0
1114	10.0	0.0
1113	12.0	6.0
1112	3423.0	3368.0
1111	348.0	1467.0
3773	682.0	0.0
100873457	0.0	0.0
100873456	0.0	1.0
3775	380.0	4341.0
100873455	0.0	0.0
3776	1315.0	69.0
100873454	0.0	0.0
3777	446.0	420.0
3778	3290.0	642.0
3779	2751.0	199.0
100873459	0.0	0.0
1119	1783.0	1274.0
100128627	1.0	3.0
100128626	0.0	0.0
3790	525.0	3217.0
100128628	2.0	6.0
3791	3462.0	2568.0
100873442	0.0	0.0
3792	18.0	24.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	8.0	7.0
1131	249.0	18.0
1130	2337.0	5789.0
100861476	0.0	1.0
1129	1.0	0.0
1128	330.0	74.0
1124	162.0	296.0
1123	813.0	1325.0
1122	963.0	7743.0
100861470	0.0	0.0
3784	476.0	557.0
100873446	0.0	0.0
3785	6.0	2.0
100873445	0.0	0.0
3786	232.0	357.0
100873444	0.0	0.0
3787	341.0	1.0
100873443	0.0	0.0
3788	16.0	8.0
100873449	1.0	9.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	94.0	61.0
100128618	0.0	2.0
728597	0.0	0.0
100128617	0.0	9.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	88.0	19.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	1.0	77.0
285634	4.0	3.0
1142	0.0	0.0
1141	56.0	22.0
285636	1659.0	6538.0
1140	462.0	478.0
728599	0.0	4.0
1139	12.0	11.0
1138	81.0	71.0
1137	0.0	10.0
100861485	0.0	0.0
1136	15.0	22.0
1135	11.0	0.0
1134	6.0	116.0
1133	8.0	11.0
3795	147.0	278.0
100873479	4.0	0.0
3796	1125.0	6571.0
100873478	0.0	0.0
3797	647.0	2332.0
100873477	0.0	0.0
3798	77.0	78.0
100873476	0.0	0.0
3799	10006.0	42026.0
100873460	0.0	0.0
728586	11.0	31.0
285641	1.0	2.0
100873464	0.0	0.0
100873463	0.0	0.0
100873462	1.0	1.0
285643	0.0	9.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	638.0	2221.0
1153	13058.0	5576.0
1152	892.0	153.0
285647	11.0	39.0
728589	20.0	63.0
728588	0.0	1.0
1149	948.0	0.0
1147	1233.0	3569.0
1146	0.0	1.0
1145	27.0	19.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	1.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	250.0	3937.0
1163	717.0	1956.0
285659	0.0	0.0
1161	375.0	847.0
1160	170.0	129.0
1159	101.0	1169.0
1158	0.0	0.0
1157	0.0	0.0
1155	1217.0	3079.0
550643	1103.0	3894.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2184.0	4656.0
1175	1828.0	8624.0
285668	9.0	25.0
1174	1066.0	3572.0
1173	9947.0	29917.0
550631	96.0	154.0
100873489	0.0	0.0
283014	2.0	11.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	17.0	21.0
1186	1622.0	3139.0
1185	1059.0	923.0
1184	304.0	884.0
1183	323.0	970.0
1182	5308.0	9390.0
1181	132.0	569.0
440375	19.0	8.0
1180	28.0	7.0
1179	3.0	0.0
1178	0.0	14.0
283089	6.0	0.0
85495	0.0	0.0
85480	142.0	4.0
283080	0.0	0.0
1198	1517.0	2760.0
1197	0.0	2.0
1196	1163.0	2321.0
1195	3467.0	4782.0
440366	1.0	0.0
1193	1794.0	878.0
1192	8245.0	29185.0
1191	42909.0	57560.0
1188	55.0	3.0
283078	176.0	42.0
85486	8.0	7.0
128615	0.0	0.0
85481	0.0	2.0
128611	56.0	51.0
440396	21.0	104.0
128609	0.0	0.0
128602	0.0	0.0
440387	1.0	2.0
128674	0.0	0.0
128676	1.0	2.0
114026	0.0	1.0
100861402	0.0	17.0
126014	60.0	126.0
440335	531.0	3194.0
100128690	0.0	0.0
114034	584.0	593.0
126006	19.0	14.0
114036	14.0	37.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	26.0	25.0
100861412	2.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	1.0
105180391	0.0	0.0
100128682	0.0	0.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	2.0	3.0
200728	141.0	421.0
440356	1.0	176.0
440354	53.0	75.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	1.0	0.0
100873413	0.0	0.0
128646	0.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	4.0	9.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	0.0	1.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	10.0	5.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	89.0	129.0
200734	2356.0	9189.0
100861431	0.0	1.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	2.0	2.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	6.0	15.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	2563.0	10907.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	1.0
645443	4.0	8.0
165530	61.0	10.0
85409	56.0	111.0
106481385	0.0	1.0
106481386	0.0	0.0
85416	7.0	1.0
106481383	0.0	5.0
85417	36.0	237.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	340.0	602.0
106481389	0.0	0.0
85415	1777.0	4532.0
106481387	0.0	0.0
85413	4.0	11.0
106481388	3.0	8.0
645436	0.0	2.0
106481381	0.0	0.0
106481382	0.0	0.0
10	13.0	78.0
106481380	0.0	0.0
11	0.0	4.0
403341	617.0	912.0
12	155.0	331.0
13	121.0	0.0
14	3056.0	7096.0
15	2.0	1.0
16	4037.0	18035.0
645455	7.0	5.0
18	900.0	6480.0
19	3043.0	2017.0
128580	3.0	9.0
85407	71.0	205.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	806.0	2552.0
106481395	0.0	1.0
85403	1160.0	4695.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	1888.0	1373.0
106481390	0.0	0.0
21	1479.0	3371.0
106481391	0.0	0.0
22	1014.0	3253.0
153571	269.0	297.0
153572	2543.0	644.0
23	2300.0	5545.0
24	105.0	35.0
25	4440.0	3055.0
26	0.0	19588.0
27	1675.0	2927.0
28	524.0	72.0
29	3363.0	6819.0
153579	4418.0	1369.0
728615	0.0	1.0
728614	0.0	0.0
200765	237.0	516.0
106481358	1.0	0.0
106481359	0.0	0.0
728611	22.0	28.0
102466518	0.0	0.0
102466516	1.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	704.0	745.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2017.0	7910.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	92.0	193.0
106481366	0.0	0.0
30	1181.0	711.0
106481360	0.0	0.0
31	2983.0	15040.0
32	5421.0	1056.0
33	216.0	2.0
34	2537.0	4475.0
35	1128.0	1006.0
153562	884.0	7022.0
36	4002.0	12851.0
37	9945.0	5925.0
38	2765.0	10542.0
440307	2.0	17.0
39	491.0	3138.0
165545	3.0	670.0
106481369	0.0	0.0
728606	3.0	7.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	3.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	1.0	0.0
40	49.0	28.0
106481370	0.0	0.0
41	361.0	228.0
106481371	0.0	0.0
43	33.0	11.0
645486	0.0	1.0
47	4407.0	20325.0
48	3634.0	4015.0
49	25.0	12.0
106481338	0.0	0.0
106481339	1.0	1.0
106481336	0.0	0.0
106481337	1.0	0.0
106481341	0.0	0.0
106481342	7.0	5.0
106481340	0.0	0.0
85458	3488.0	2544.0
106481345	0.0	0.0
85459	589.0	1741.0
