id	20b241da-8e69-4eb0-a7f2-4eb24cf76059	8e21887e-f3ca-4c2c-819a-538952264c23
1068	0.0	0.0
85369	1757.0	1308.0
85366	3.0	65.0
85364	1657.0	671.0
85365	1710.0	3115.0
85363	940.0	1196.0
85360	855.0	771.0
1080	12.0	26.0
85391	7.0	7.0
403296	0.0	0.0
403297	3.0	0.0
85390	0.0	0.0
403299	2.0	0.0
1088	3.0	0.0
153733	318.0	611.0
1087	6.0	3.0
1086	0.0	0.0
440279	12.0	2.0
1085	0.0	7.0
1084	14.0	28.0
440278	43.0	152.0
1082	1.0	0.0
403294	0.0	0.0
440275	2388.0	8193.0
1081	1.0	5.0
85397	2.0	10.0
85395	811.0	725.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	0.0
440270	2232.0	496.0
1089	9.0	23.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	2.0	1.0
285598	474.0	886.0
126133	1866.0	1023.0
128790	0.0	2.0
126129	191.0	247.0
126123	1.0	219.0
442862	0.0	0.0
126119	781.0	283.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	1.0
442894	0.0	0.0
442895	0.0	0.0
114131	0.0	1.0
442896	0.0	0.0
114132	38.0	35.0
442897	0.0	0.0
442898	7.0	2.0
114134	134.0	547.0
442899	0.0	0.0
100128790	0.0	0.0
128760	3.0	2.0
100128788	154.0	31.0
100128787	0.0	0.0
440225	0.0	0.0
440224	0.0	0.0
442890	0.0	0.0
442891	0.0	1.0
442892	0.0	1.0
128756	0.0	0.0
100128782	290.0	284.0
100128781	1.0	0.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	0.0	1.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	32.0	6.0
102466616	0.0	0.0
126052	0.0	0.0
151009	61.0	88.0
403227	18.0	0.0
403228	0.0	0.0
138046	3.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	2.0	0.0
645572	0.0	0.0
645571	3.0	3.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	1640.0	2049.0
107131122	0.0	0.0
138050	3612.0	5035.0
403219	0.0	0.0
151011	1628.0	6687.0
645587	0.0	0.0
165679	447.0	211.0
126037	53.0	20.0
114049	3916.0	6110.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	1.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	368.0	571.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1203.0	1285.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	159.0	107.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	143.0	0.0
645598	2.0	0.0
163007	5.0	2.0
114038	3.0	4.0
645591	0.0	0.0
106481495	0.0	0.0
114041	135.0	36.0
106481496	0.0	0.0
114042	8.0	0.0
106481493	0.0	0.0
114043	24.0	12.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	116.0	325.0
126017	299.0	697.0
106481497	0.0	1.0
106481498	0.0	0.0
85303	0.0	0.0
85300	0.0	1.0
85301	1391.0	5025.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	3.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	628.0	183.0
106481459	0.0	0.0
26994	3976.0	3776.0
106481457	9.0	6.0
26995	2312.0	2647.0
106481458	0.0	0.0
403271	0.0	0.0
26998	6.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	835.0	1145.0
403273	0.0	0.0
102466658	2.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	2.0
106481460	0.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2562.0	2118.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	1.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	4.0	1.0
106481471	0.0	0.0
85329	1288.0	32.0
106481472	0.0	0.0
106481477	3.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	1246.0	45.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	496.0	1375.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	5.0	2.0
106481437	0.0	0.0
26974	219.0	285.0
153657	55.0	6.0
106481438	2.0	0.0
106481435	0.0	0.0
26973	680.0	6282.0
165631	49.0	181.0
106481436	0.0	1.0
26978	13.0	13.0
126075	1275.0	297.0
106481439	0.0	0.0
403250	0.0	0.0
126074	303.0	136.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	2597.0	689.0
106481444	9.0	0.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	1366.0	2084.0
85354	0.0	0.0
85352	30.0	88.0
403241	4.0	0.0
344462	0.0	0.0
403244	0.0	0.0
403245	0.0	0.0
153642	211.0	199.0
153643	19.0	0.0
403247	0.0	0.0
403248	0.0	0.0
26985	1428.0	3424.0
106481448	0.0	0.0
26986	67398.0	173528.0
126069	104.0	91.0
106481449	0.0	0.0
126068	342.0	542.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1071.0	1774.0
106481447	0.0	0.0
106481451	1.0	1.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	188.0	38.0
106481455	0.0	1.0
85349	98.0	193.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	4.0	2.0
106481454	0.0	0.0
403238	0.0	0.0
85344	5.0	4.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	12.0	0.0
85340	0.0	0.0
100873394	0.0	1.0
100873393	0.0	0.0
100873392	9.0	3.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	2.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	1846.0	3063.0
100873390	0.0	0.0
728556	22.0	104.0
106481419	2.0	0.0
100128817	0.0	0.0
728558	65.0	210.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	208.0	742.0
106481423	0.0	2.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	2.0	0.0
100873382	0.0	0.0
100873381	0.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	47.0	92.0
100873384	0.0	0.0
285601	11.0	20.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	0.0	0.0
63910	204.0	2583.0
106481424	2.0	0.0
106481425	0.0	0.0
285605	130.0	238.0
222008	12.0	0.0
106481428	0.0	0.0
106481429	1.0	0.0
63905	3372.0	1175.0
63904	0.0	0.0
106481430	2.0	1.0
163071	22.0	10.0
63906	1151.0	504.0
106481433	0.0	0.0
63908	695.0	529.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	1.0
100873389	0.0	0.0
100873388	0.0	5.0
285613	43.0	375.0
63920	396.0	409.0
63923	1817.0	32.0
63922	641.0	1104.0
728577	59.0	15.0
63925	1381.0	1631.0
63924	8681.0	89.0
63916	1679.0	3163.0
63917	2899.0	1874.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	3.0	1.0
728564	2.0	15.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1365.0	2237.0
106481402	0.0	0.0
63931	1292.0	1576.0
106481403	0.0	0.0
63934	602.0	25.0
728567	8.0	1.0
106481408	0.0	0.0
163088	4.0	2.0
63933	1630.0	2371.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3408.0	2643.0
163087	541.0	537.0
728568	380.0	285.0
106481407	9.0	6.0
3704	2841.0	955.0
3705	4494.0	2772.0
63926	356.0	584.0
3706	2.0	15.0
63929	725.0	3167.0
3707	3405.0	1875.0
63928	2.0	18.0
3708	2309.0	1970.0
106481411	1.0	0.0
3709	2683.0	45817.0
106481412	0.0	0.0
106481410	1.0	2.0
3700	47.0	13.0
3702	88.0	361.0
3703	7242.0	13636.0
645506	0.0	0.0
151050	406.0	950.0
645520	0.0	0.0
63941	1562.0	273.0
63940	1197.0	1516.0
63943	424.0	747.0
728517	0.0	0.0
163033	694.0	241.0
258010	1146.0	849.0
63947	0.0	0.0
63946	0.0	1.0
728513	0.0	0.0
100033803	0.0	0.0
3716	8763.0	9796.0
100033804	0.0	0.0
3717	426.0	1816.0
100033805	0.0	0.0
3718	528.0	1349.0
63939	642.0	1050.0
100033806	0.0	0.0
100190799	10.0	1.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	109.0	107.0
3710	1086.0	21544.0
3712	4249.0	2896.0
3713	0.0	24.0
3714	3556.0	2068.0
63950	2.0	21.0
728505	0.0	2.0
63951	74.0	248.0
100033807	0.0	0.0
728501	102.0	26.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	23790.0	6040.0
100033814	0.0	0.0
3727	28346.0	2287.0
63948	0.0	0.0
100033815	0.0	0.0
222052	0.0	0.0
3728	23820.0	48117.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1480.0	1614.0
151056	359.0	235.0
3725	41347.0	10655.0
645528	6.0	0.0
728532	18.0	26.0
163059	475.0	233.0
728538	0.0	0.0
728537	236.0	100.0
63967	9.0	2370.0
3737	10.0	7.0
3738	44.0	52.0
3739	1.0	0.0
645538	0.0	0.0
3730	500.0	1475.0
3732	5548.0	18704.0
3734	0.0	0.0
3735	8927.0	19433.0
3736	212.0	18.0
63970	281.0	3.0
3750	238.0	172.0
63971	3072.0	2279.0
63974	0.0	0.0
163049	2368.0	2495.0
63973	116.0	8.0
63976	161.0	30.0
222068	4659.0	12265.0
63978	0.0	0.0
63977	394.0	642.0
63979	366.0	2247.0
728524	0.0	0.0
3748	268.0	2100.0
163051	65.0	18.0
3749	1522.0	843.0
163050	22.0	63.0
3741	17.0	4.0
645548	4.0	42.0
3743	0.0	3.0
3744	0.0	0.0
3745	340.0	94.0
3746	6.0	2.0
3747	181.0	0.0
285671	296.0	347.0
285672	1767.0	1016.0
100873431	0.0	0.0
100873430	2.0	0.0
3760	94.0	3.0
285676	77.0	128.0
3761	0.0	7.0
100128657	0.0	0.0
285679	7.0	2.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	281.0	362.0
283008	2.0	2.0
3751	68.0	148.0
100873435	0.0	0.0
3752	769.0	201.0
100873434	0.0	0.0
3753	70.0	14.0
100873433	0.0	0.0
3754	94.0	3.0
100873432	0.0	0.0
3755	86.0	668.0
100873439	0.0	0.0
3756	4.0	8.0
100873438	0.0	0.0
3757	81.0	2012.0
100873437	0.0	0.0
3758	4.0	2.0
100873436	0.0	0.0
100873420	2.0	2.0
3770	274.0	127.0
3772	102.0	385.0
100861458	0.0	0.0
100861453	10.0	13.0
100861455	0.0	0.0
1107	7475.0	13182.0
1106	5914.0	7721.0
1105	1420.0	3015.0
1104	2637.0	8038.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1002.0	971.0
1101	1007.0	22.0
3762	265.0	327.0
100873424	0.0	0.0
3763	4.0	62.0
100128640	235.0	218.0
100873423	0.0	0.0
3764	692.0	517.0
100873422	0.0	0.0
3765	2.0	24.0
100873421	0.0	0.0
3766	7.0	288.0
100873428	0.0	0.0
3767	351.0	32.0
100873427	0.0	1.0
3768	159.0	55.0
1109	1.0	5.0
100873426	5.0	0.0
1108	10776.0	22875.0
3769	17.0	4.0
100873425	0.0	0.0
100128637	0.0	0.0
100128639	0.0	0.0
3780	45.0	14.0
100873453	0.0	0.0
3781	52.0	34.0
100873452	0.0	0.0
3782	199.0	275.0
100873451	0.0	0.0
3783	7536.0	1257.0
100873450	0.0	0.0
1121	560.0	2775.0
100861468	0.0	0.0
1120	373.0	268.0
100861469	0.0	0.0
1118	252.0	58.0
1117	1504.0	4349.0
1116	9831.0	6428.0
1114	67.0	6.0
1113	22.0	4.0
1112	3012.0	4431.0
1111	362.0	2477.0
3773	324.0	1.0
100873457	1.0	0.0
100873456	0.0	0.0
3775	444.0	2042.0
100873455	0.0	0.0
3776	386.0	141.0
100873454	0.0	0.0
3777	311.0	39.0
3778	1322.0	467.0
3779	2515.0	2238.0
100873459	0.0	0.0
1119	2346.0	1929.0
100128627	3.0	1.0
100128626	0.0	0.0
3790	728.0	387.0
100128628	1.0	4.0
3791	1146.0	2245.0
100873442	0.0	0.0
3792	38.0	34.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	11.0	61.0
1131	96.0	80.0
1130	1004.0	998.0
100861476	0.0	4.0
1129	0.0	0.0
1128	708.0	73.0
1124	153.0	173.0
1123	612.0	813.0
1122	422.0	1104.0
100861470	0.0	0.0
3784	736.0	191.0
100873446	0.0	0.0
3785	1.0	5.0
100873445	0.0	0.0
3786	85.0	176.0
100873444	0.0	0.0
3787	90.0	116.0
100873443	0.0	0.0
3788	10.0	14.0
100873449	0.0	1.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	162.0	61.0
100128618	1.0	0.0
728597	8.0	0.0
100128617	0.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	45.0	13.0
100873473	0.0	0.0
100873472	0.0	1.0
1143	5.0	16.0
285634	1.0	7.0
1142	0.0	0.0
1141	82.0	19.0
285636	1336.0	2447.0
1140	486.0	193.0
728599	1.0	0.0
1139	11.0	15.0
1138	24.0	262.0
1137	3.0	10.0
100861485	0.0	0.0
1136	4.0	17.0
1135	13.0	0.0
1134	3.0	16.0
1133	17.0	8.0
3795	486.0	405.0
100873479	6.0	3.0
3796	423.0	2357.0
100873478	0.0	0.0
3797	796.0	1842.0
100873477	0.0	0.0
3798	103.0	59.0
100873476	0.0	0.0
3799	5532.0	23114.0
100873460	0.0	0.0
728586	26.0	23.0
285641	0.0	1.0
100873464	0.0	3.0
100873463	0.0	0.0
100873462	0.0	3.0
285643	0.0	4.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	3228.0	313.0
1153	40056.0	4531.0
1152	2289.0	632.0
285647	11.0	20.0
728589	9.0	15.0
728588	26.0	1.0
1149	3343.0	33.0
1147	784.0	2175.0
1146	1.0	7.0
1145	76.0	29.0
1144	1.0	2.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	1.0
100873490	0.0	0.0
100873497	1.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	351.0	3005.0
1163	773.0	10317.0
285659	0.0	0.0
1161	177.0	498.0
1160	310.0	23.0
1159	190.0	305.0
1158	4.0	8.0
1157	0.0	1.0
1155	2997.0	2361.0
550643	1195.0	1280.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2089.0	2611.0
1175	3454.0	4132.0
285668	25.0	1.0
1174	1576.0	3476.0
1173	12768.0	36318.0
550631	226.0	56.0
100873489	0.0	0.0
283014	18.0	1.0
100873488	0.0	1.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	42.0	23.0
1186	1949.0	3694.0
1185	908.0	951.0
1184	211.0	1289.0
1183	217.0	1441.0
1182	2899.0	4109.0
1181	276.0	592.0
440375	18.0	53.0
1180	39.0	5.0
1179	0.0	0.0
1178	0.0	0.0
283089	13.0	1.0
85495	0.0	0.0
85480	183.0	8.0
283080	0.0	1.0
1198	3828.0	3685.0
1197	0.0	3.0
1196	2744.0	4626.0
1195	7415.0	4521.0
440366	2.0	1.0
1193	894.0	593.0
1192	19741.0	22850.0
1191	113903.0	2672.0
1188	39.0	25.0
283078	43.0	520.0
85486	20.0	4.0
128615	0.0	0.0
85481	2.0	0.0
128611	44.0	64.0
440396	118.0	80.0
128609	0.0	0.0
128602	0.0	0.0
440387	0.0	0.0
128674	0.0	82.0
128676	2.0	1.0
114026	0.0	0.0
100861402	1.0	1.0
126014	188.0	628.0
440335	1668.0	904.0
100128690	0.0	0.0
114034	1152.0	727.0
126006	221.0	6.0
114036	17.0	40.0
100128696	1.0	0.0
100128688	0.0	1.0
126003	76.0	30.0
100861412	1.0	0.0
105180390	0.0	0.0
100128685	0.0	3.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	2.0	0.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	3.0	0.0
200728	174.0	157.0
440356	6.0	24.0
440354	76.0	120.0
440352	0.0	1.0
100873419	0.0	0.0
100873418	0.0	1.0
100873413	0.0	0.0
128646	0.0	0.0
100873412	1.0	0.0
100873411	0.0	0.0
100128675	8.0	44.0
100873410	0.0	0.0
100873417	0.0	1.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	366.0	283.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	11.0	96.0
200734	1914.0	882.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	2.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	0.0	4.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	1.0
128637	3149.0	1998.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	7.0	2.0
165530	177.0	103.0
85409	327.0	101.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	2.0	25.0
106481383	1.0	3.0
85417	24.0	67.0
106481384	0.0	2.0
103106903	11.0	1.0
85414	388.0	399.0
106481389	0.0	0.0
85415	1459.0	1683.0
106481387	0.0	0.0
85413	8.0	10.0
106481388	0.0	0.0
645436	1.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	12.0	0.0
106481380	0.0	0.0
11	0.0	0.0
403341	595.0	1323.0
12	115.0	68.0
13	224.0	9.0
14	7705.0	7088.0
15	4.0	101.0
16	6659.0	36388.0
645455	0.0	11.0
18	748.0	148.0
19	1282.0	3832.0
128580	17.0	3.0
85407	41.0	46.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	726.0	1209.0
106481395	0.0	0.0
85403	1041.0	2524.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	3.0	0.0
106481393	0.0	0.0
20	2167.0	2977.0
106481390	0.0	0.0
21	2015.0	8074.0
106481391	0.0	0.0
22	1416.0	1768.0
153571	679.0	940.0
153572	4954.0	1489.0
23	3981.0	8558.0
24	562.0	890.0
25	4128.0	6730.0
26	17.0	36.0
27	2112.0	4426.0
28	267.0	1668.0
29	4564.0	5114.0
153579	3375.0	59.0
728615	0.0	0.0
728614	0.0	0.0
200765	371.0	847.0
106481358	0.0	1.0
106481359	0.0	0.0
728611	27.0	46.0
102466518	0.0	0.0
102466516	0.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	984.0	251.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2910.0	2466.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	423.0	115.0
106481366	0.0	0.0
30	3639.0	1556.0
106481360	0.0	0.0
31	2475.0	7911.0
32	6736.0	361.0
33	151.0	167.0
34	1418.0	1219.0
35	2300.0	423.0
153562	831.0	1491.0
36	2577.0	416.0
37	33254.0	6332.0
38	4109.0	1644.0
440307	8.0	21.0
39	800.0	3067.0
165545	7.0	30.0
106481369	0.0	0.0
728606	123.0	3.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	2.0	1.0
106481378	0.0	3.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	8.0	3.0
106481370	0.0	0.0
41	659.0	404.0
106481371	0.0	0.0
43	110.0	91.0
645486	0.0	0.0
47	4613.0	19294.0
48	3379.0	3419.0
49	10.0	17.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	0.0	8.0
106481340	1.0	0.0
85458	1480.0	925.0
106481345	0.0	0.0
85459	352.0	3135.0
106481346	0.0	0.0
