id	b85e2c85-8baa-4c95-9d23-84d77c1e2c48	2de4e8e1-2f87-43ca-aba6-19720e119397
131973	0.0	0.0
1822	17508.0	20787.0
1821	8.0	117.0
1820	451.0	561.0
100128041	0.0	0.0
1829	18372.0	3759.0
1828	1680.0	6.0
1827	20241.0	5604.0
285093	2.0	5.0
1826	38.0	6.0
100128043	0.0	0.0
1825	7524.0	464.0
100128042	0.0	0.0
1824	9042.0	1032.0
1823	445.0	15.0
100128044	0.0	1.0
407977	4.0	2.0
407975	127.0	40.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	2.0	263.0
1832	36649.0	44385.0
1831	9779.0	14797.0
1830	2390.0	215.0
574016	2.0	14.0
100128036	0.0	0.0
1839	713.0	678.0
1838	1822.0	2313.0
346528	2.0	0.0
1837	2197.0	510.0
1836	3805.0	1125.0
346525	2.0	0.0
1834	0.0	0.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	932.0	1059.0
1843	31418.0	5402.0
1842	15828.0	1052.0
1841	628.0	2402.0
1840	1532.0	459.0
574028	10.0	7.0
574029	9.0	6.0
100128025	17.0	13.0
1849	2284.0	1731.0
346517	0.0	2.0
1848	12595.0	11234.0
1847	1747.0	8068.0
100128020	0.0	0.0
1846	8466.0	12947.0
100128023	0.0	2.0
1845	6030.0	2969.0
153396	1369.0	969.0
1855	1328.0	2025.0
1854	3360.0	2013.0
100131671	3.0	10.0
1852	15.0	33.0
1850	781.0	605.0
100131678	1.0	0.0
1859	6798.0	7263.0
1857	5501.0	33576.0
1856	1598.0	994.0
724068	0.0	0.0
724067	0.0	0.0
202781	599.0	375.0
1861	2140.0	4641.0
100131688	0.0	0.0
1869	138.0	1302.0
724094	0.0	0.0
1880	376.0	828.0
1877	626.0	787.0
100131691	102.0	88.0
1876	822.0	729.0
1875	601.0	354.0
83417	0.0	19.0
100131693	15.0	22.0
100327036	1.0	0.0
83416	153.0	455.0
200132	93.0	41.0
1874	2363.0	2548.0
1872	18.0	11.0
1871	1032.0	2341.0
1870	174.0	799.0
1879	8690.0	661.0
724087	14.0	45.0
1891	6167.0	5432.0
1890	466.0	3718.0
83401	288.0	5.0
1889	18877.0	13479.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	1.0
724030	0.0	0.0
58473	2655.0	2573.0
58472	1604.0	2626.0
200149	0.0	29.0
58475	1756.0	4555.0
724038	2.0	0.0
83439	4211.0	866.0
1896	376.0	92.0
58477	2951.0	4527.0
58476	1680.0	4841.0
1894	1158.0	10311.0
1893	638.0	1530.0
1892	9921.0	10048.0
58478	1831.0	3717.0
200150	131.0	32.0
724022	0.0	0.0
58484	135.0	196.0
724026	1.0	0.0
58483	0.0	0.0
724025	1.0	0.0
165324	2639.0	1180.0
724024	0.0	0.0
58486	3953.0	1857.0
58485	2856.0	2976.0
724023	0.0	0.0
58480	4340.0	1442.0
724029	7.0	7.0
200159	8.0	11.0
724028	0.0	0.0
724027	0.0	0.0
58488	1472.0	1368.0
58487	4901.0	6121.0
200162	112.0	57.0
58489	864.0	1337.0
58495	432.0	636.0
724059	2.0	0.0
58494	4528.0	600.0
58497	2572.0	6638.0
58496	224.0	132.0
58491	609.0	714.0
58490	2882.0	2400.0
58493	2382.0	2797.0
58492	336.0	389.0
58499	4586.0	1647.0
58498	253.0	36.0
200172	36.0	9.0
83451	829.0	4326.0
83450	618.0	164.0
83452	2136.0	725.0
153364	1566.0	311.0
83448	2661.0	2846.0
200186	2549.0	2271.0
83447	0.0	0.0
200185	706.0	907.0
83449	30.0	45.0
83444	106.0	103.0
83443	2334.0	5138.0
83446	0.0	0.0
83445	6.0	10.0
83440	2777.0	3360.0
83442	4000.0	10774.0
114984	439.0	777.0
114987	872.0	908.0
391603	1.0	0.0
10657	11275.0	14272.0
126969	835.0	631.0
10656	864.0	178.0
10659	8719.0	1675.0
10658	9629.0	6497.0
114990	781.0	1071.0
114991	3076.0	2866.0
10651	1463.0	3398.0
10650	104.0	122.0
10653	8299.0	49283.0
10652	3187.0	6998.0
342667	11472.0	343.0
10655	401.0	42.0
643812	0.0	0.0
342666	14.0	11.0
10654	1144.0	1465.0
136306	138.0	21.0
126961	0.0	0.0
10668	994.0	755.0
10667	787.0	726.0
643827	141.0	5.0
10669	341.0	281.0
10660	2.0	16.0
10661	2.0	7.0
731220	90.0	54.0
138971	0.0	0.0
10664	4779.0	5467.0
10663	152.0	402.0
10666	251.0	241.0
731223	29.0	6.0
10665	22.0	5.0
136319	13586.0	12497.0
163933	8.0	38.0
317691	0.0	0.0
339005	496.0	107.0
10635	190.0	1977.0
10634	1588.0	1814.0
10637	10.0	4.0
10636	467.0	1507.0
10638	0.0	0.0
114971	780.0	650.0
10631	17415.0	72758.0
643836	2400.0	2471.0
10630	2055.0	1542.0
643837	1679.0	854.0
10633	241.0	53.0
643834	0.0	0.0
10632	7024.0	11002.0
100124394	0.0	0.0
10645	5036.0	3789.0
10648	3.0	0.0
10647	5148.0	27.0
148304	427.0	1056.0
114960	2.0	1.0
10640	6490.0	5173.0
136332	65.0	65.0
10642	4.0	43.0
643847	0.0	0.0
10641	908.0	2187.0
10644	877.0	116.0
10643	8.0	9.0
317671	148.0	175.0
643862	2.0	0.0
391642	0.0	0.0
10609	444.0	1587.0
391647	1.0	3.0
10613	4175.0	4250.0
10612	866.0	2309.0
10615	348.0	6332.0
10614	3671.0	3137.0
10617	3073.0	4577.0
401525	0.0	0.0
10616	2907.0	4375.0
10618	25888.0	18283.0
643854	1.0	36.0
643853	171.0	122.0
643859	0.0	0.0
10611	14513.0	4402.0
10610	2637.0	2005.0
643872	3.0	4.0
643873	357.0	367.0
643870	9.0	6.0
317684	2.0	3.0
391655	0.0	0.0
391657	0.0	0.0
391656	2.0	0.0
317687	0.0	1.0
10623	1677.0	3533.0
10626	617.0	647.0
10625	9634.0	11338.0
10628	161922.0	18596.0
10627	14637.0	16643.0
10629	443.0	340.0
342618	3.0	1.0
643865	0.0	0.0
643866	187.0	76.0
10620	241.0	209.0
10622	337.0	291.0
10621	1056.0	820.0
101954275	0.0	0.0
101954276	0.0	8.0
643880	0.0	0.0
101954273	15.0	0.0
643884	0.0	0.0
101954277	6.0	2.0
101954278	20.0	3.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	207.0	115.0
83606	5865.0	15108.0
101954271	1.0	1.0
83605	1899.0	2015.0
101954272	14.0	112.0
83608	786.0	831.0
83607	3078.0	2911.0
151903	708.0	1493.0
401507	0.0	0.0
317649	6605.0	1808.0
391627	0.0	0.0
401505	686.0	1288.0
388007	0.0	0.0
317648	907.0	243.0
100419709	21.0	49.0
100419705	0.0	1.0
643875	0.0	0.0
401509	142.0	30.0
401508	0.0	0.0
101954264	0.0	0.0
138948	43.0	119.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	3.0	5.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	0.0	0.0
317662	2561.0	3157.0
100419711	15.0	70.0
102464825	0.0	1.0
56000	4.0	14.0
391632	3.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	75.0	72.0
102464824	0.0	0.0
56005	1452.0	4936.0
10602	4114.0	964.0
56006	1088.0	3324.0
83604	7622.0	1204.0
10603	96.0	233.0
10606	5936.0	18558.0
100419717	0.0	0.0
56001	0.0	0.0
10605	3892.0	8983.0
10608	4534.0	2038.0
10607	1386.0	1598.0
10600	4539.0	5696.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	5315.0	8151.0
102464832	0.0	0.0
100271849	18.0	18.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	552.0	4880.0
112398	926.0	1103.0
100419735	0.0	0.0
391697	1.0	1.0
391696	0.0	0.0
100419733	0.0	0.0
388021	4.0	37.0
100419734	0.0	0.0
391698	0.0	1.0
100419731	0.0	0.0
100271836	135.0	41.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	1.0	0.0
388015	1.0	2.0
101954204	4.0	0.0
199953	846.0	990.0
161357	2.0	0.0
100420734	1.0	1.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	3.0	0.0
731275	105.0	207.0
199920	192.0	39.0
222826	8.0	15.0
101929286	7.0	32.0
391670	1.0	1.0
391672	1.0	0.0
161342	24.0	28.0
148398	16.0	931.0
100419758	100.0	17.0
100419751	0.0	1.0
124359	1433.0	2718.0
101929293	71.0	11.0
100420752	2.0	1.0
100420754	0.0	0.0
10691	1207.0	1864.0
10690	526.0	27.0
101929212	21.0	12.0
101929218	1.0	0.0
388076	0.0	0.0
388077	0.0	0.0
100419764	0.0	0.0
199900	0.0	1.0
151963	659.0	647.0
10693	306.0	243.0
10692	23.0	10.0
10695	1651.0	3239.0
10694	8157.0	22892.0
10699	60.0	265.0
101929221	0.0	1.0
100420763	0.0	0.0
101929225	4.0	9.0
101929222	5.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	1758.0	8084.0
101929239	1.0	0.0
100419788	0.0	0.0
148345	9.0	18.0
101929238	0.0	0.0
220213	1934.0	958.0
10678	3479.0	7422.0
151987	5903.0	9442.0
10671	2075.0	1248.0
10670	5270.0	4564.0
10673	486.0	942.0
10672	6261.0	6947.0
10675	47.0	73.0
10677	501.0	261.0
100419793	3.0	1.0
100420784	1.0	0.0
100420786	1.0	0.0
101929247	3.0	0.0
100420787	2.0	0.0
101929244	0.0	32.0
220202	11.0	8.0
222865	23.0	60.0
10682	979.0	7400.0
10681	1756.0	620.0
10683	3.0	22.0
10686	41.0	176.0
136371	0.0	0.0
643803	0.0	0.0
10687	372.0	165.0
100419682	0.0	0.0
100420678	8.0	148.0
222894	1.0	0.0
100419687	0.0	0.0
283807	227.0	71.0
653194	0.0	0.0
83598	3.0	3.0
83597	0.0	5.0
653199	64.0	21.0
83594	1952.0	2259.0
83593	1422.0	4258.0
83596	297.0	1335.0
83595	967.0	176.0
83590	548.0	860.0
653190	45.0	49.0
653192	1.0	0.0
83592	143.0	409.0
83591	877.0	498.0
1909	2715.0	1454.0
100420689	3.0	1.0
1908	875.0	5.0
161291	4061.0	2849.0
653188	22.0	7.0
653189	54.0	62.0
1907	88.0	210.0
1906	2061.0	497.0
197258	914.0	1128.0
1903	1298.0	5542.0
197259	763.0	571.0
1902	1845.0	1396.0
1901	5702.0	1072.0
100420681	0.0	0.0
197257	835.0	32.0
449491	0.0	0.0
100420695	1.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	1907.0	275.0
1917	78.0	14655.0
1915	516396.0	193178.0
1912	4894.0	5260.0
1911	785.0	502.0
101929202	12.0	0.0
101929203	1.0	1.0
199899	1.0	0.0
148281	92.0	12.0
219287	0.0	0.0
161253	21.0	38.0
219285	3237.0	2169.0
283849	159.0	175.0
283848	311.0	39.0
1932	4.0	2.0
283847	5.0	7.0
256227	18.0	18.0
256223	0.0	0.0
1939	4926.0	14492.0
1938	145525.0	107193.0
1937	23.0	5.0
1936	5018.0	2705.0
1934	3.0	5.0
1933	20613.0	15525.0
161247	12.0	7.0
219293	412.0	183.0
1943	2.0	27.0
1942	3937.0	4623.0
256236	173.0	565.0
1949	854.0	485.0
199870	1593.0	1226.0
1948	3533.0	2522.0
1947	2937.0	1497.0
1946	3724.0	317.0
1945	625.0	1597.0
1944	247.0	3637.0
161271	0.0	0.0
1954	3270.0	2156.0
1953	897.0	1613.0
1952	6643.0	1571.0
1951	164.0	2820.0
1950	2264.0	757.0
283820	748.0	384.0
1959	7318.0	1449.0
1958	106398.0	9855.0
1956	20171.0	1078.0
1955	5497.0	12968.0
1965	5254.0	7560.0
1964	8277.0	5390.0
199857	761.0	713.0
1962	2054.0	1929.0
1961	9.0	5.0
1960	11395.0	506.0
220296	838.0	13.0
1969	2267.0	829.0
1968	18523.0	23990.0
1967	3733.0	4658.0
114904	518.0	2011.0
114905	1535.0	25.0
114907	30921.0	9147.0
114908	22575.0	52990.0
340094	0.0	0.0
643783	225.0	159.0
114900	15.0	0.0
653108	0.0	2.0
401450	1.0	0.0
114902	0.0	0.0
1975	39916.0	27007.0
1974	35187.0	34653.0
1973	780.0	375.0
283888	1.0	16.0
401447	1.0	0.0
653113	93.0	118.0
1979	33448.0	18860.0
1978	970.0	39832.0
1977	1972.0	2516.0
643790	14.0	43.0
1990	2.0	0.0
256281	433.0	628.0
1987	2.0	5.0
1986	5.0	12.0
1984	9579.0	24337.0
1983	17229.0	14789.0
1982	64902.0	72423.0
283876	187.0	28.0
1981	15562.0	103239.0
1980	9.0	109.0
283871	357.0	753.0
283870	64.0	66.0
105375616	0.0	0.0
340075	53.0	255.0
340073	0.0	0.0
653125	12.0	4.0
401431	187.0	107.0
83528	0.0	1.0
1998	3665.0	2057.0
1997	6324.0	7981.0
283869	5.0	15.0
1996	25.0	19.0
401428	59.0	21.0
83538	114.0	56.0
1995	7.0	0.0
401427	157.0	25.0
283867	2.0	21.0
1994	4275.0	5833.0
1993	21.0	66.0
1992	3694.0	3401.0
1991	10.0	0.0
283860	5.0	5.0
83530	9.0	8.0
340069	0.0	7.0
1999	9291.0	5634.0
105375606	3.0	47.0
340061	2205.0	1771.0
653115	43.0	150.0
653121	789.0	447.0
653122	70.0	120.0
283854	0.0	0.0
653123	0.0	0.0
401491	322.0	17.0
100124412	0.0	0.0
653147	6.0	7.0
401498	0.0	5.0
653149	4.0	0.0
401497	0.0	0.0
401494	664.0	587.0
401492	1554.0	84.0
83550	0.0	1.0
83552	0.0	0.0
83551	0.0	0.0
114932	4105.0	2242.0
83539	1710.0	39.0
83547	523.0	124.0
83546	1.0	5.0
653140	24.0	0.0
83549	1599.0	3194.0
83548	3034.0	4642.0
83543	6819.0	6846.0
653145	300.0	58.0
83544	1824.0	1311.0
83541	489.0	1467.0
83540	91.0	2202.0
126917	3093.0	1795.0
340037	21.0	21.0
114926	1973.0	1742.0
114928	1679.0	490.0
339044	2.0	0.0
256297	1.0	0.0
401474	1370.0	1449.0
653174	0.0	0.0
653175	1.0	3.0
340024	0.0	1.0
114915	1798.0	969.0
401466	1485.0	1950.0
653162	36.0	20.0
653163	1.0	0.0
283899	1357.0	2178.0
653166	0.0	0.0
283897	191.0	244.0
339145	3.0	18.0
391723	0.0	0.0
391722	13.0	11.0
10778	2725.0	2390.0
10777	19.0	1.0
10772	8763.0	10107.0
340120	9.0	1.0
10771	10444.0	9243.0
10773	1703.0	2193.0
10776	16746.0	7593.0
10775	1379.0	2379.0
10788	5334.0	8979.0
391739	5.0	3.0
10781	3658.0	1873.0
10780	1017.0	885.0
10783	3399.0	9186.0
10782	2163.0	2418.0
10785	303.0	890.0
10787	18230.0	21495.0
10786	4.0	1.0
102606463	1265.0	17.0
731308	2.0	1.0
339122	78.0	61.0
339123	1702.0	1363.0
102606462	10.0	7.0
391701	2.0	0.0
391703	0.0	1.0
151827	214.0	39.0
126826	3.0	1.0
643719	128.0	66.0
10755	1906.0	3041.0
151825	0.0	0.0
10758	2913.0	2339.0
126823	181.0	8.0
126820	35.0	28.0
10750	35.0	33.0
10752	5678.0	310.0
10751	0.0	0.0
10753	32.0	142.0
643714	2.0	6.0
138864	0.0	0.0
391712	11.0	9.0
391714	3.0	0.0
114836	180.0	407.0
10767	3843.0	6431.0
10766	8970.0	5605.0
151835	2.0	14.0
10769	11406.0	3356.0
391718	0.0	0.0
10768	14687.0	13691.0
126811	0.0	1.0
643723	22.0	10.0
10761	0.0	208.0
10763	5647.0	1607.0
10762	4363.0	10812.0
10765	6643.0	13588.0
101929179	1.0	0.0
388112	2.0	0.0
339105	65.0	43.0
83707	902.0	1321.0
83706	353.0	1240.0
10734	310.0	123.0
10733	315.0	981.0
83714	576.0	196.0
10736	65.0	1401.0
401648	3.0	7.0
643739	0.0	0.0
10735	13201.0	6724.0
401647	300.0	195.0
10738	1.0	1.0
401646	0.0	0.0
10737	35.0	53.0
10739	1.0	15.0
376132	0.0	0.0
10730	10765.0	10063.0
101929184	0.0	0.0
10732	1120.0	1664.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	21.0	33.0
124221	10.0	13.0
124222	252.0	755.0
114897	5811.0	1025.0
114898	41.0	99.0
124220	1025.0	908.0
114899	283.0	471.0
391777	32.0	21.0
10745	725.0	1132.0
56104	116.0	360.0
83700	3015.0	1190.0
401638	2.0	0.0
10744	0.0	0.0
56105	97.0	34.0
10747	307.0	29.0
401637	3.0	0.0
56106	263.0	85.0
10746	7208.0	7240.0
56107	195.0	57.0
10749	10488.0	5389.0
56100	335.0	81.0
401634	0.0	0.0
10748	459.0	429.0
56101	644.0	540.0
56102	161.0	29.0
56103	268.0	357.0
643744	3.0	7.0
10741	2516.0	1835.0
56108	191.0	34.0
10740	48.0	13.0
643749	232.0	64.0
56109	377.0	122.0
10743	2018.0	2429.0
342732	3.0	12.0
10742	2254.0	334.0
101929198	0.0	0.0
101929196	2.0	4.0
100420811	0.0	0.0
114884	1972.0	2222.0
317774	0.0	1.0
114885	2097.0	1154.0
401630	0.0	1.0
317772	0.0	5.0
100419821	0.0	1.0
56110	223.0	51.0
317778	0.0	0.0
83729	6.0	6.0
317775	0.0	1.0
83734	700.0	653.0
10712	1425.0	1230.0
83733	385.0	335.0
10714	1571.0	2128.0
126868	16.0	144.0
317769	0.0	0.0
100419829	0.0	3.0
10713	2689.0	8759.0
317768	1.0	0.0
10716	2.0	2.0
100419827	0.0	0.0
56111	235.0	91.0
10715	2.0	25.0
56112	211.0	27.0
56113	466.0	59.0
83732	1486.0	2087.0
10718	35.0	7.0
10717	1130.0	752.0
56114	93.0	227.0
388125	42.0	23.0
401629	0.0	0.0
317781	1153.0	1355.0
388122	0.0	3.0
83719	2964.0	1383.0
56120	11.0	9.0
56121	221.0	43.0
114876	10842.0	3956.0
388121	156.0	298.0
83716	1609.0	4350.0
83715	280.0	1684.0
114879	1419.0	2692.0
100420829	0.0	0.0
10723	2951.0	7553.0
56126	360.0	285.0
83723	8.0	60.0
126859	12.0	7.0
56127	311.0	298.0
10725	10930.0	2446.0
56128	89.0	21.0
56129	512.0	127.0
10724	19753.0	10597.0
114880	429.0	192.0
56122	651.0	185.0
388115	2075.0	1513.0
401613	34.0	2.0
114881	594.0	566.0
10726	2992.0	7120.0
56123	298.0	74.0
401612	286.0	208.0
114882	10114.0	4453.0
56124	213.0	77.0
10728	16892.0	24290.0
114883	9665.0	3783.0
56125	220.0	82.0
643766	0.0	0.0
10721	129.0	640.0
10720	573.0	3.0
100420830	2.0	0.0
136259	58.0	5.0
100420834	0.0	0.0
317751	146.0	18.0
124274	3.0	0.0
388152	19.0	65.0
317754	0.0	0.0
317753	0.0	0.0
317749	570.0	538.0
342705	3.0	4.0
151888	36.0	105.0
151887	40672.0	8198.0
136263	0.0	1.0
100420841	0.0	0.0
101929145	473.0	298.0
100420843	0.0	0.0
100293090	5685.0	3582.0
148254	818.0	612.0
317762	1234.0	2018.0
317761	26.0	10.0
100419854	0.0	0.0
317760	31.0	12.0
317767	3.0	4.0
100271715	90.0	26.0
148252	359.0	1057.0
100271722	419.0	200.0
199834	0.0	1.0
388135	69.0	78.0
101929152	20.0	2.0
100420854	3.0	0.0
222950	74.0	7.0
100419867	3.0	0.0
148266	686.0	875.0
100419868	5.0	3.0
148268	1039.0	846.0
100419866	3.0	0.0
100420859	0.0	0.0
124245	1758.0	2422.0
317729	5.0	2.0
136288	3.0	1.0
199800	75.0	61.0
101930150	0.0	0.0
163882	2374.0	1938.0
388165	309.0	110.0
100419873	0.0	0.0
100271700	104.0	89.0
100271703	0.0	0.0
100271702	22.0	220.0
100420875	0.0	5.0
100420877	0.0	4.0
388199	0.0	0.0
22794	8813.0	3816.0
22795	936.0	2159.0
22796	2225.0	3734.0
22797	296.0	699.0
22798	30.0	15.0
317705	0.0	19.0
317703	0.0	0.0
317702	0.0	0.0
138882	1.0	0.0
138883	0.0	0.0
138881	6.0	2.0
100420881	0.0	0.0
388181	1.0	2.0
100419893	0.0	1.0
222967	2.0	5.0
219333	3855.0	2836.0
136227	14.0	103.0
222962	2611.0	829.0
148213	596.0	1763.0
388182	44.0	32.0
100419895	0.0	0.0
317716	1.0	7.0
148203	485.0	362.0
317719	30.0	7.0
148206	491.0	939.0
163859	2319.0	2454.0
101929110	3.0	4.0
101929111	1.0	1.0
219348	1687.0	108.0
219347	408.0	255.0
100420898	5.0	2.0
148223	580.0	1364.0
10799	250.0	694.0
136242	19.0	0.0
10791	894.0	1015.0
10794	212.0	188.0
10793	723.0	1436.0
10795	2843.0	3206.0
10798	0.0	0.0
10797	2326.0	12262.0
101929121	1.0	0.0
101929120	0.0	29.0
101929127	42.0	1.0
317701	3.0	0.0
220323	1638.0	1250.0
148231	0.0	1.0
148229	59.0	402.0
151877	22.0	11.0
151871	0.0	0.0
93035	98.0	18.0
161176	8066.0	782.0
56097	24.0	25.0
56098	32.0	23.0
56099	745.0	96.0
93034	37.0	16.0
283927	424.0	152.0
220359	11.0	65.0
653073	0.0	0.0
653075	1.0	0.0
256302	3708.0	1075.0
105373144	1.0	1.0
81050	0.0	0.0
199786	11.0	52.0
256309	265.0	40.0
100420792	2.0	0.0
95681	1105.0	1006.0
283914	0.0	0.0
81047	0.0	0.0
197131	4291.0	3255.0
197135	70.0	77.0
653061	1.0	1.0
93058	529.0	317.0
161198	2327.0	775.0
283902	3.0	11.0
220382	76.0	13.0
81078	4.0	0.0
81079	0.0	0.0
81075	0.0	0.0
81076	0.0	0.0
100114903	2.0	1.0
199777	1354.0	2005.0
81061	0.0	0.0
653082	219.0	216.0
81090	0.0	0.0
100271649	0.0	0.0
199746	313.0	310.0
100271655	7.0	23.0
81099	0.0	0.0
100271650	7.0	55.0
199745	275.0	219.0
148170	125.0	101.0
256364	2080.0	986.0
163786	497.0	756.0
220388	68.0	17.0
100271639	0.0	0.0
163782	1601.0	468.0
100271646	36.0	10.0
283953	1.0	1.0
256355	20.0	10.0
100271644	0.0	1.0
283951	309.0	595.0
256356	4055.0	1970.0
100271643	2.0	1.0
100271640	0.0	3.0
81081	0.0	0.0
161159	3.0	5.0
148189	687.0	498.0
93099	1640.0	905.0
100271627	4.0	2.0
283948	87.0	160.0
256329	52.0	45.0
100271634	2.0	0.0
100271636	0.0	0.0
100271630	0.0	3.0
100271633	1.0	0.0
100271632	4.0	2.0
199720	25.0	31.0
93082	380.0	19.0
161145	642.0	343.0
100271617	0.0	0.0
100271616	3.0	4.0
161142	11.0	9.0
100271619	0.0	1.0
148198	169.0	12.0
100271618	4.0	4.0
100271624	0.0	1.0
100271623	1.0	2.0
283933	188.0	122.0
100271625	0.0	0.0
93081	413.0	1056.0
100271620	1.0	7.0
283932	169.0	415.0
100271622	6.0	5.0
100271621	0.0	0.0
199731	1153.0	2389.0
100124332	1.0	0.0
643664	1.0	1.0
256394	103.0	3.0
83637	4813.0	4149.0
83636	4481.0	1382.0
401565	5.0	2.0
401563	25.0	52.0
401562	14.0	10.0
401561	24.0	1.0
283999	1.0	0.0
283994	1.0	0.0
643668	14.0	3.0
283991	1394.0	3342.0
340198	6.0	3.0
643669	4.0	10.0
340192	0.0	1.0
643680	51.0	19.0
197196	6.0	1.0
56033	4.0	438.0
401551	1.0	1.0
83657	83.0	89.0
83656	2.0	3.0
83659	4.0	2.0
283989	824.0	1463.0
83658	4130.0	5410.0
401548	2883.0	2392.0
56034	4922.0	1391.0
283987	2724.0	9988.0
256369	2.0	1.0
401546	882.0	4873.0
83655	0.0	0.0
283985	3.0	4.0
283982	0.0	1.0
283981	34.0	34.0
643677	3.0	31.0
83650	3.0	7.0
197187	104.0	242.0
449520	4.0	3.0
401541	194.0	539.0
401540	0.0	1.0
83639	4.0	0.0
83638	1902.0	1413.0
256380	111.0	76.0
449518	0.0	0.0
83648	239.0	152.0
401537	14.0	12.0
83647	1.0	0.0
83641	7871.0	9794.0
401535	20.0	3.0
83643	19537.0	658.0
401533	1.0	1.0
643689	5.0	21.0
283971	2.0	2.0
83640	597.0	678.0
283970	7.0	8.0
114826	1608.0	662.0
114827	97.0	272.0
378706	0.0	0.0
378707	0.0	0.0
378708	128.0	295.0
339184	4.0	5.0
339186	0.0	0.0
56052	592.0	616.0
114821	542.0	369.0
114822	294.0	456.0
114823	11043.0	5881.0
114824	14.0	3.0
114825	1523.0	1126.0
643699	295.0	44.0
340168	0.0	2.0
114815	224.0	22.0
114817	0.0	0.0
114818	1579.0	131.0
114819	319.0	157.0
339175	1017.0	1620.0
56063	407.0	339.0
653017	0.0	0.0
56061	4370.0	3140.0
56062	20.0	13.0
114814	133.0	86.0
83667	1139.0	1339.0
83666	2958.0	3756.0
83660	11012.0	1298.0
340156	209.0	33.0
83661	3.0	7.0
114804	1421.0	194.0
114805	188.0	36.0
340152	44.0	156.0
339168	1.0	1.0
114800	166.0	12.0
114801	530.0	604.0
93010	161.0	96.0
114803	5017.0	2467.0
83697	7.0	5.0
81034	1546.0	8017.0
81035	1730.0	1134.0
83696	1884.0	740.0
83699	5787.0	817.0
81037	5365.0	11235.0
83698	29.0	5.0
401588	283.0	313.0
83693	2502.0	1851.0
81030	66.0	167.0
83692	5360.0	1696.0
81031	1631.0	2607.0
83695	1143.0	4258.0
81033	2.0	2.0
83694	223.0	684.0
340146	1.0	34.0
83690	6709.0	184.0
81027	48.0	20.0
81029	677.0	156.0
653042	0.0	0.0
653045	5.0	18.0
81025	3.0	1.0
401577	244.0	213.0
22877	7086.0	3993.0
22878	4677.0	4160.0
22879	3396.0	3572.0
22870	2168.0	6222.0
22871	379.0	23.0
22872	14354.0	12056.0
22873	1059.0	395.0
22874	4966.0	3769.0
22875	3210.0	758.0
22876	2423.0	2837.0
10899	4156.0	8333.0
10898	1184.0	1048.0
10891	621.0	62.0
136540	0.0	0.0
10890	10147.0	16890.0
10893	295.0	53.0
10892	2717.0	1975.0
136541	0.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	1428.0	129.0
10897	1481.0	4192.0
10896	50.0	41.0
22888	1115.0	466.0
22889	2856.0	3593.0
22880	2765.0	4484.0
124540	5828.0	9567.0
22881	1111.0	282.0
22882	3091.0	3660.0
22883	14127.0	10879.0
22884	2233.0	1322.0
22885	6733.0	1264.0
22887	7101.0	4219.0
342419	0.0	4.0
124538	0.0	0.0
124535	6.0	4.0
148523	302.0	1165.0
283598	0.0	0.0
283596	205.0	254.0
283592	1.0	1.0
22856	5411.0	3947.0
161514	0.0	0.0
731424	8.0	5.0
22858	4700.0	2691.0
22859	3094.0	4089.0
22850	2402.0	1502.0
22852	1249.0	412.0
22853	2540.0	1958.0
22854	21.0	16.0
10877	0.0	0.0
10876	8.0	2.0
100419909	1.0	0.0
10879	403.0	8.0
10878	12.0	4.0
148534	2169.0	376.0
104169670	19.0	0.0
104169671	0.0	0.0
100419903	9.0	23.0
283587	10.0	21.0
10871	47.0	95.0
10870	52.0	146.0
10873	1417.0	656.0
10875	4004.0	1897.0
10874	8.0	135.0
22866	370.0	11.0
22868	2670.0	2160.0
22869	1745.0	1730.0
100309464	2.0	0.0
161502	12.0	23.0
100420901	0.0	0.0
22861	3061.0	742.0
22862	9304.0	2190.0
22863	3673.0	1773.0
22864	3206.0	3201.0
22865	31.0	0.0
10888	27.0	26.0
56203	22.0	19.0
643609	1.0	0.0
