id	1f226697-d1b4-4b04-bed9-3bea79fcd755	41f9bceb-88d0-44ae-9eab-6ff9a6484e93
106481458	0.0	0.0
403271	0.0	0.0
26998	0.0	0.0
403272	0.0	1.0
102466659	0.0	0.0
26999	407.0	2278.0
403273	0.0	0.0
102466658	0.0	3.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	1.0
106481460	0.0	3.0
106481461	1.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1139.0	2549.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	2.0
104310351	1.0	0.0
403263	0.0	1.0
403264	1.0	0.0
403265	0.0	1.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	4.0	0.0
106481471	0.0	0.0
85329	3592.0	10.0
106481472	0.0	0.0
106481477	1.0	0.0
106481478	1.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	215.0	2592.0
106481470	2.0	1.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	584.0	1001.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	0.0	0.0
106481437	0.0	0.0
26974	235.0	848.0
153657	12.0	108.0
106481438	1.0	2.0
106481435	0.0	0.0
26973	1254.0	2778.0
165631	66.0	175.0
106481436	1.0	1.0
26978	7.0	8.0
126075	302.0	722.0
106481439	0.0	0.0
403250	0.0	0.0
126074	81.0	215.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	790.0	2202.0
106481444	10.0	13.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	4925.0	778.0
85354	0.0	0.0
85352	25.0	640.0
403241	0.0	0.0
344462	0.0	5.0
403244	0.0	0.0
403245	0.0	0.0
153642	520.0	691.0
153643	5.0	39.0
403247	0.0	0.0
403248	0.0	0.0
26985	5822.0	5824.0
106481448	0.0	0.0
26986	64821.0	60868.0
126069	154.0	204.0
106481449	0.0	0.0
126068	967.0	1084.0
106481446	0.0	0.0
26983	1.0	0.0
26984	1187.0	1409.0
106481447	0.0	0.0
106481451	3.0	7.0
106481452	0.0	0.0
106481450	0.0	1.0
114088	65.0	105.0
106481455	0.0	2.0
85349	4.0	36.0
106481456	2.0	0.0
26982	0.0	0.0
106481453	0.0	3.0
85347	0.0	0.0
26980	4.0	5.0
106481454	1.0	3.0
403238	0.0	0.0
85344	1.0	17.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	58.0
85340	0.0	0.0
100873394	0.0	1.0
100873393	6.0	9.0
100873392	3.0	2.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	3.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	1932.0	4733.0
100873390	0.0	0.0
728556	38.0	44.0
106481419	0.0	0.0
100128817	1.0	0.0
728558	145.0	129.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	1.0	1.0
163081	416.0	1123.0
106481423	0.0	0.0
106481420	1.0	0.0
106481421	1.0	0.0
100873399	0.0	2.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	1.0	1.0
100873380	1.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	170.0	566.0
100873384	0.0	0.0
285601	17.0	19.0
106481426	0.0	0.0
106481427	1.0	2.0
222005	0.0	3.0
63910	22.0	307.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	909.0	1045.0
222008	1.0	3028.0
106481428	0.0	0.0
106481429	1.0	0.0
63905	2830.0	3873.0
63904	1.0	0.0
106481430	0.0	1.0
163071	90.0	83.0
63906	465.0	670.0
106481433	0.0	0.0
63908	940.0	1510.0
106481434	0.0	0.0
106481431	0.0	1.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	2.0	1.0
285613	6.0	48.0
63920	550.0	860.0
63923	1760.0	1063.0
63922	64.0	430.0
728577	173.0	21.0
63925	647.0	1568.0
63924	50038.0	13.0
63916	2519.0	4572.0
63917	4264.0	3561.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	1.0	1.0
728564	1.0	2.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1777.0	2128.0
106481402	3.0	2.0
63931	2343.0	2851.0
106481403	0.0	0.0
63934	405.0	425.0
728567	7.0	4.0
106481408	0.0	0.0
163088	6.0	9.0
63933	4116.0	1842.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	2029.0	2899.0
163087	1054.0	1603.0
728568	227.0	543.0
106481407	22.0	7.0
3704	688.0	1845.0
3705	13495.0	3940.0
63926	850.0	1620.0
3706	1.0	4.0
63929	1734.0	1882.0
3707	4790.0	2265.0
63928	1.0	4.0
3708	4098.0	3710.0
106481411	0.0	1.0
3709	7916.0	11372.0
106481412	0.0	0.0
106481410	1.0	2.0
3700	10.0	26.0
3702	109.0	268.0
3703	8654.0	13363.0
645506	1.0	0.0
151050	1675.0	1290.0
645520	0.0	0.0
63941	663.0	1801.0
63940	689.0	950.0
63943	167.0	608.0
728517	0.0	0.0
163033	212.0	609.0
258010	849.0	2920.0
63947	0.0	0.0
63946	0.0	6.0
728513	0.0	0.0
100033803	0.0	0.0
3716	34888.0	16058.0
100033804	0.0	0.0
3717	4992.0	3333.0
100033805	0.0	0.0
3718	192.0	386.0
63939	1529.0	1546.0
100033806	0.0	0.0
100190799	14.0	11.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	116.0	130.0
3710	776.0	5345.0
3712	3834.0	6381.0
3713	0.0	0.0
3714	1536.0	1028.0
63950	0.0	2.0
728505	1.0	1.0
63951	354.0	37.0
100033807	0.0	0.0
728501	22.0	18.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	6275.0	8635.0
100033814	0.0	0.0
3727	8059.0	8250.0
63948	0.0	0.0
100033815	0.0	0.0
222052	4.0	3.0
3728	7286.0	36241.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	843.0	2754.0
151056	212.0	254.0
3725	19991.0	11136.0
645528	7.0	2.0
728532	26.0	64.0
163059	213.0	473.0
728538	1.0	4.0
728537	156.0	228.0
63967	19.0	210.0
3737	362.0	8.0
3738	26.0	63.0
3739	118.0	0.0
645538	0.0	0.0
3730	1790.0	2140.0
3732	568.0	1488.0
3734	0.0	1.0
3735	8643.0	6354.0
3736	66.0	107.0
63970	26.0	57.0
3750	304.0	154.0
63971	12061.0	9038.0
63974	0.0	0.0
163049	2183.0	2450.0
63973	3.0	0.0
63976	210.0	40.0
222068	4803.0	7579.0
63978	0.0	0.0
63977	350.0	738.0
63979	578.0	1020.0
728524	0.0	0.0
3748	110.0	3148.0
163051	17.0	52.0
3749	1215.0	424.0
163050	42.0	52.0
3741	40.0	9.0
645548	13.0	22.0
3743	3.0	0.0
3744	0.0	0.0
3745	8400.0	58.0
3746	3.0	16.0
3747	109.0	5.0
285671	1966.0	1042.0
285672	2531.0	2412.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	12.0	788.0
285676	101.0	68.0
3761	0.0	0.0
100128657	0.0	0.0
285679	1.0	7.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	585.0	525.0
283008	5.0	7.0
3751	937.0	1295.0
100873435	0.0	0.0
3752	3217.0	2291.0
100873434	0.0	0.0
3753	28.0	15.0
100873433	1.0	0.0
3754	4.0	546.0
100873432	0.0	0.0
3755	3.0	14.0
100873439	0.0	0.0
3756	19.0	247.0
100873438	0.0	0.0
3757	5.0	28.0
100873437	0.0	0.0
3758	23.0	9.0
100873436	0.0	0.0
100873420	1.0	1.0
3770	50.0	160.0
3772	118.0	416.0
100861458	1.0	1.0
100861453	14.0	9.0
100861455	0.0	4.0
1107	3597.0	9762.0
1106	5402.0	6826.0
1105	3289.0	6803.0
1104	416.0	2684.0
100873429	0.0	0.0
1103	0.0	0.0
1102	2614.0	1471.0
1101	71.0	1065.0
3762	872.0	444.0
100873424	0.0	0.0
3763	1.0	36.0
100128640	114.0	102.0
100873423	0.0	0.0
3764	3532.0	469.0
100873422	0.0	0.0
3765	2.0	1.0
100873421	0.0	1.0
3766	5.0	32.0
100873428	0.0	0.0
3767	133.0	746.0
100873427	0.0	0.0
3768	122.0	100.0
1109	8.0	0.0
100873426	7.0	1.0
1108	11385.0	21094.0
3769	10.0	7.0
100873425	0.0	0.0
100128637	0.0	0.0
100128639	0.0	0.0
3780	2.0	14.0
100873453	0.0	0.0
3781	13.0	70.0
100873452	0.0	0.0
3782	275.0	471.0
100873451	0.0	0.0
3783	57.0	350.0
100873450	0.0	0.0
1121	2658.0	2043.0
100861468	0.0	0.0
1120	141.0	166.0
100861469	0.0	1.0
1118	230.0	552.0
1117	553.0	217.0
1116	315.0	1151.0
1114	2.0	5.0
1113	9.0	1.0
1112	24770.0	5045.0
1111	257.0	685.0
3773	30.0	33.0
100873457	3.0	3.0
100873456	2.0	0.0
3775	37.0	923.0
100873455	0.0	0.0
3776	63.0	79.0
100873454	0.0	0.0
3777	203.0	15.0
3778	1033.0	6097.0
3779	164.0	407.0
100873459	0.0	1.0
1119	1216.0	1481.0
100128627	1.0	2.0
100128626	0.0	0.0
3790	353.0	1570.0
100128628	2.0	10.0
3791	8775.0	2845.0
100873442	0.0	0.0
3792	11.0	5.0
100873441	1.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	59.0	20.0
1131	60.0	55.0
1130	6085.0	3308.0
100861476	0.0	0.0
1129	1.0	4.0
1128	13.0	3.0
1124	642.0	1629.0
1123	813.0	783.0
1122	1064.0	1369.0
100861470	0.0	0.0
3784	382.0	286.0
100873446	0.0	0.0
3785	1.0	2.0
100873445	0.0	0.0
3786	135.0	591.0
100873444	0.0	0.0
3787	24.0	12.0
100873443	0.0	0.0
3788	109.0	74.0
100873449	2.0	7.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	62.0	35.0
100128618	1.0	1.0
728597	5.0	2.0
100128617	2.0	10.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	59.0	67.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	1.0	3.0
285634	11.0	4.0
1142	0.0	0.0
1141	11.0	99.0
285636	3293.0	5179.0
1140	562.0	549.0
728599	1.0	6.0
1139	10.0	38.0
1138	27.0	42.0
1137	0.0	0.0
100861485	0.0	0.0
1136	2.0	40.0
1135	6.0	57.0
1134	9.0	53.0
1133	9.0	21.0
3795	185.0	164.0
100873479	7.0	5.0
3796	2228.0	1796.0
100873478	0.0	0.0
3797	677.0	1508.0
100873477	6.0	1.0
3798	14.0	88.0
100873476	0.0	0.0
3799	26538.0	17627.0
100873460	0.0	0.0
728586	26.0	15.0
285641	0.0	1.0
100873464	2.0	5.0
100873463	0.0	1.0
100873462	1.0	0.0
285643	1.0	4.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	2956.0	6276.0
1153	14686.0	13379.0
1152	2561.0	590.0
285647	7.0	28.0
728589	42.0	15.0
728588	0.0	13.0
1149	9122.0	3.0
1147	2658.0	2355.0
1146	1.0	4.0
1145	63.0	38.0
1144	0.0	1.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	1.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	1.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	151.0	1786.0
1163	1471.0	851.0
285659	0.0	0.0
1161	759.0	622.0
1160	475.0	122.0
1159	5.0	328.0
1158	3.0	8.0
1157	0.0	0.0
1155	1274.0	3583.0
550643	1037.0	2825.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	5999.0	4041.0
1175	2127.0	6036.0
285668	37.0	3.0
1174	746.0	2439.0
1173	17773.0	20681.0
550631	43.0	317.0
100873489	0.0	0.0
283014	5.0	11.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	59.0	34.0
1186	1964.0	3526.0
1185	2374.0	1678.0
1184	733.0	427.0
1183	1237.0	357.0
1182	9248.0	10179.0
1181	100.0	399.0
440375	17.0	13.0
1180	5.0	10.0
1179	0.0	0.0
1178	9.0	1.0
283089	4.0	6.0
85495	0.0	0.0
85480	363.0	29.0
283080	0.0	0.0
1198	1569.0	2749.0
1197	0.0	2.0
1196	1133.0	2980.0
1195	8737.0	9554.0
440366	1.0	2.0
1193	1912.0	844.0
1192	12774.0	16550.0
1191	72343.0	33664.0
1188	29.0	17.0
283078	380.0	85.0
85486	3.0	14.0
128615	0.0	0.0
85481	0.0	0.0
128611	55.0	54.0
440396	14.0	65.0
128609	0.0	0.0
128602	0.0	2.0
440387	2.0	1.0
128674	0.0	1.0
128676	2.0	1.0
114026	2.0	3.0
100861402	2.0	6.0
126014	20.0	279.0
440335	53.0	2557.0
100128690	0.0	0.0
114034	408.0	618.0
126006	2.0	60.0
114036	262.0	54.0
100128696	0.0	0.0
100128688	1.0	0.0
126003	26.0	58.0
100861412	0.0	1.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	10.0	3.0
100128678	2.0	1.0
100861429	0.0	0.0
128653	0.0	0.0
200728	322.0	149.0
440356	1.0	6.0
440354	109.0	148.0
440352	0.0	1.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	0.0	3.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	1.0	7.0
100873410	0.0	0.0
100873417	8.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	37.0	44.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	164.0	170.0
200734	4297.0	6004.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	4.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	5.0	2.0
100873402	0.0	0.0
100873401	3.0	1.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	5686.0	5114.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	2.0	2.0
165530	53.0	3.0
85409	23.0	604.0
106481385	0.0	1.0
106481386	0.0	2.0
85416	1.0	0.0
106481383	6.0	5.0
85417	111.0	172.0
106481384	0.0	0.0
103106903	0.0	3.0
85414	33.0	307.0
106481389	0.0	0.0
85415	203.0	4555.0
106481387	0.0	0.0
85413	8.0	5.0
106481388	2.0	10.0
645436	0.0	1.0
106481381	0.0	3.0
106481382	0.0	0.0
10	2.0	16.0
106481380	0.0	0.0
11	0.0	1.0
403341	1865.0	1465.0
12	21.0	223.0
13	1673.0	0.0
14	3257.0	5094.0
15	6.0	1.0
16	7817.0	6122.0
645455	12.0	17.0
18	684.0	14356.0
19	10956.0	3901.0
128580	8.0	10.0
85407	411.0	133.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	1.0	0.0
85406	1116.0	1876.0
106481395	1.0	1.0
85403	1963.0	3345.0
106481398	0.0	0.0
106481399	1.0	0.0
403339	0.0	0.0
106481392	2.0	0.0
106481393	0.0	0.0
20	3673.0	2552.0
106481390	0.0	0.0
21	2349.0	6851.0
106481391	0.0	0.0
22	1965.0	1619.0
153571	177.0	726.0
153572	572.0	4575.0
23	3620.0	5660.0
24	85.0	136.0
25	6025.0	6327.0
26	15.0	10.0
27	3160.0	4142.0
28	343.0	72.0
29	4806.0	3977.0
153579	21393.0	293.0
728615	0.0	0.0
728614	0.0	0.0
200765	120.0	481.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	28.0	26.0
102466518	0.0	0.0
102466516	5.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	1.0	1.0
85438	0.0	1.0
106481361	2.0	0.0
85439	701.0	1807.0
106481362	0.0	0.0
106481367	0.0	1.0
85437	3676.0	3738.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	110.0	273.0
106481366	0.0	0.0
30	2134.0	2979.0
106481360	0.0	0.0
31	8966.0	26490.0
32	54079.0	1359.0
33	1815.0	367.0
34	7981.0	4247.0
35	2707.0	1270.0
153562	191.0	3256.0
36	5078.0	25288.0
37	14958.0	6022.0
38	13250.0	5028.0
440307	8.0	23.0
39	762.0	989.0
165545	1.0	25.0
106481369	0.0	0.0
728606	38.0	104.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	1.0	1.0
106481378	0.0	1.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	1.0	185.0
106481370	0.0	0.0
41	96.0	394.0
106481371	2.0	0.0
43	17.0	87.0
645486	0.0	0.0
47	7687.0	22594.0
48	36431.0	3181.0
49	24.0	3.0
106481338	0.0	0.0
106481339	3.0	1.0
106481336	0.0	0.0
106481337	2.0	0.0
106481341	0.0	0.0
106481342	3.0	11.0
106481340	0.0	0.0
85458	10593.0	5081.0
