id	bc2ab403-bd52-4feb-8f85-3e84d8cda7c3	112c740e-8830-4ed0-99cd-eadd91276f63
106481494	0.0	0.0
106481499	0.0	0.0
114044	115.0	211.0
126017	335.0	88.0
106481497	0.0	3.0
106481498	0.0	2.0
85303	0.0	0.0
85300	1.0	0.0
85301	1307.0	1942.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	1.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	600.0	3897.0
106481459	0.0	0.0
26994	4252.0	5261.0
106481457	2.0	13.0
26995	1819.0	3124.0
106481458	0.0	0.0
403271	0.0	0.0
26998	6.0	0.0
403272	0.0	1.0
102466659	0.0	0.0
26999	686.0	3456.0
403273	0.0	0.0
102466658	1.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	1.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	3.0
26993	2122.0	2822.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	1.0
403263	0.0	0.0
403264	0.0	0.0
403265	1.0	0.0
403266	0.0	0.0
138009	2.0	1030.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	2.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	1366.0	13.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	39.0	1325.0
106481470	0.0	1.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	394.0	758.0
403255	0.0	1.0
403256	0.0	0.0
403257	0.0	0.0
344471	5.0	2.0
106481437	0.0	0.0
26974	173.0	211.0
153657	11.0	59.0
106481438	0.0	11.0
106481435	0.0	0.0
26973	721.0	1286.0
165631	58.0	251.0
106481436	0.0	0.0
26978	19.0	17.0
126075	805.0	1052.0
106481439	0.0	0.0
403250	0.0	0.0
126074	237.0	323.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	3080.0	2326.0
106481444	1.0	5.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	5729.0	1210.0
85354	0.0	0.0
85352	83.0	141.0
403241	0.0	0.0
344462	3.0	3.0
403244	0.0	0.0
403245	0.0	0.0
153642	350.0	371.0
153643	6.0	38.0
403247	0.0	0.0
403248	0.0	0.0
26985	1798.0	4089.0
106481448	0.0	0.0
26986	39780.0	64938.0
126069	68.0	111.0
106481449	0.0	0.0
126068	403.0	396.0
106481446	0.0	0.0
26983	0.0	0.0
26984	851.0	885.0
106481447	0.0	0.0
106481451	0.0	0.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	101.0	75.0
106481455	1.0	1.0
85349	79.0	65.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	4.0	7.0
106481454	0.0	0.0
403238	0.0	0.0
85344	3.0	22.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	26.0
85340	0.0	0.0
100873394	0.0	2.0
100873393	0.0	1.0
100873392	6.0	5.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	1.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	1132.0	3294.0
100873390	0.0	0.0
728556	22.0	55.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	39.0	78.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	219.0	512.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	2.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	1.0	2.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	45.0	196.0
100873384	0.0	0.0
285601	35.0	5.0
106481426	0.0	0.0
106481427	0.0	2.0
222005	0.0	0.0
63910	137.0	199.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	149.0	719.0
222008	31.0	63.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	3757.0	2843.0
63904	0.0	0.0
106481430	0.0	0.0
163071	30.0	18.0
63906	1203.0	780.0
106481433	0.0	0.0
63908	412.0	710.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	0.0
285613	53.0	56.0
63920	412.0	718.0
63923	369.0	133.0
63922	603.0	2117.0
728577	210.0	9.0
63925	1309.0	1587.0
63924	10150.0	79.0
63916	2165.0	3596.0
63917	2489.0	1141.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	1.0	0.0
728564	11.0	5.0
285622	1.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1051.0	1312.0
106481402	0.0	0.0
63931	1235.0	2129.0
106481403	0.0	2.0
63934	382.0	60.0
728567	9.0	2.0
106481408	0.0	0.0
163088	5.0	4.0
63933	1520.0	1893.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3823.0	4098.0
163087	592.0	559.0
728568	292.0	332.0
106481407	6.0	10.0
3704	2546.0	2736.0
3705	6692.0	9123.0
63926	311.0	2038.0
3706	12.0	356.0
63929	713.0	1564.0
3707	4724.0	3441.0
63928	5.0	2.0
3708	2381.0	3795.0
106481411	0.0	0.0
3709	2663.0	7569.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	17.0	22.0
3702	161.0	563.0
3703	6471.0	8035.0
645506	1.0	0.0
151050	385.0	391.0
645520	0.0	0.0
63941	885.0	2721.0
63940	1793.0	1431.0
63943	467.0	657.0
728517	0.0	0.0
163033	834.0	513.0
258010	808.0	2564.0
63947	0.0	0.0
63946	0.0	3.0
728513	1.0	0.0
100033803	0.0	0.0
3716	10159.0	11040.0
100033804	0.0	0.0
3717	497.0	827.0
100033805	0.0	0.0
3718	920.0	1265.0
63939	675.0	1083.0
100033806	0.0	0.0
100190799	6.0	6.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	32.0	118.0
3710	1567.0	6023.0
3712	3515.0	6781.0
3713	2.0	0.0
3714	7155.0	1920.0
63950	1.0	1.0
728505	0.0	0.0
63951	47.0	3.0
100033807	0.0	0.0
728501	44.0	19.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	82676.0	7722.0
100033814	0.0	0.0
3727	26285.0	4317.0
63948	0.0	0.0
100033815	0.0	0.0
222052	1.0	2.0
3728	21522.0	30665.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1111.0	2756.0
151056	311.0	129.0
3725	98335.0	9661.0
645528	6.0	0.0
728532	16.0	37.0
163059	188.0	302.0
728538	2.0	0.0
728537	98.0	199.0
63967	23.0	736.0
3737	26.0	7.0
3738	27.0	83.0
3739	17.0	0.0
645538	0.0	0.0
3730	455.0	1652.0
3732	4466.0	2253.0
3734	0.0	0.0
3735	7278.0	4535.0
3736	55.0	22.0
63970	141.0	6.0
3750	281.0	187.0
63971	3321.0	3465.0
63974	0.0	0.0
163049	1504.0	1927.0
63973	16.0	0.0
63976	183.0	24.0
222068	4008.0	4995.0
63978	0.0	0.0
63977	485.0	858.0
63979	386.0	1087.0
728524	0.0	0.0
3748	618.0	530.0
163051	35.0	42.0
3749	1179.0	901.0
163050	24.0	81.0
3741	62.0	7.0
645548	5.0	8.0
3743	0.0	1.0
3744	0.0	0.0
3745	759.0	8.0
3746	23.0	5.0
3747	17.0	1.0
285671	337.0	64.0
285672	1451.0	1448.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	72.0	7047.0
285676	52.0	25.0
3761	0.0	5.0
100128657	0.0	0.0
285679	1.0	4.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	1124.0	256.0
283008	0.0	0.0
3751	278.0	113.0
100873435	0.0	0.0
3752	432.0	1279.0
100873434	0.0	0.0
3753	35.0	2.0
100873433	0.0	0.0
3754	68.0	99.0
100873432	0.0	0.0
3755	113.0	11.0
100873439	0.0	0.0
3756	11.0	199.0
100873438	0.0	0.0
3757	53.0	22.0
100873437	0.0	0.0
3758	2.0	1.0
100873436	0.0	0.0
100873420	1.0	0.0
3770	112.0	79.0
3772	112.0	92.0
100861458	0.0	0.0
100861453	5.0	2.0
100861455	0.0	0.0
1107	9150.0	14689.0
1106	4320.0	5981.0
1105	1391.0	5961.0
1104	1648.0	4564.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1067.0	490.0
1101	374.0	4334.0
3762	439.0	190.0
100873424	0.0	0.0
3763	4.0	15.0
100128640	82.0	37.0
100873423	0.0	0.0
3764	1609.0	393.0
100873422	0.0	0.0
3765	5.0	1.0
100873421	0.0	0.0
3766	8.0	64.0
100873428	0.0	0.0
3767	244.0	1261.0
100873427	0.0	0.0
3768	516.0	56.0
1109	2.0	0.0
100873426	1.0	2.0
1108	9934.0	20604.0
3769	2.0	7.0
100873425	0.0	0.0
100128637	4.0	2.0
100128639	0.0	0.0
3780	15.0	12.0
100873453	0.0	0.0
3781	38.0	37.0
100873452	0.0	0.0
3782	190.0	223.0
100873451	0.0	0.0
3783	3248.0	1913.0
100873450	0.0	0.0
1121	563.0	1402.0
100861468	0.0	0.0
1120	232.0	169.0
100861469	0.0	0.0
1118	311.0	218.0
1117	2164.0	774.0
1116	5501.0	217.0
1114	9.0	13.0
1113	4.0	2.0
1112	3682.0	1944.0
1111	338.0	843.0
3773	471.0	2.0
100873457	0.0	0.0
100873456	0.0	0.0
3775	423.0	304.0
100873455	0.0	0.0
3776	611.0	761.0
100873454	0.0	0.0
3777	426.0	16.0
3778	1472.0	3314.0
3779	3247.0	94.0
100873459	0.0	0.0
1119	1158.0	1928.0
100128627	1.0	1.0
100128626	0.0	0.0
3790	879.0	2975.0
100128628	1.0	8.0
3791	3512.0	1751.0
100873442	0.0	0.0
3792	7.0	43.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	6.0	19.0
1131	89.0	16.0
1130	1715.0	2839.0
100861476	0.0	0.0
1129	1.0	0.0
1128	162.0	20.0
1124	267.0	376.0
1123	1103.0	388.0
1122	321.0	2391.0
100861470	0.0	0.0
3784	1305.0	303.0
100873446	0.0	0.0
3785	2.0	2.0
100873445	0.0	0.0
3786	79.0	156.0
100873444	0.0	0.0
3787	116.0	15.0
100873443	0.0	0.0
3788	10.0	15.0
100873449	1.0	3.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	95.0	32.0
100128618	3.0	1.0
728597	2.0	0.0
100128617	3.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	35.0	22.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	7.0	1.0
285634	3.0	2.0
1142	0.0	1.0
1141	55.0	7.0
285636	1237.0	1379.0
1140	734.0	436.0
728599	1.0	3.0
1139	12.0	6.0
1138	57.0	13.0
1137	0.0	0.0
100861485	0.0	0.0
1136	17.0	3.0
1135	1.0	0.0
1134	6.0	52.0
1133	4.0	10.0
3795	380.0	262.0
100873479	1.0	2.0
3796	563.0	1133.0
100873478	0.0	0.0
3797	1317.0	1152.0
100873477	0.0	0.0
3798	78.0	25.0
100873476	0.0	0.0
3799	5747.0	11313.0
100873460	0.0	0.0
728586	18.0	19.0
285641	0.0	1.0
100873464	0.0	0.0
100873463	1.0	0.0
100873462	0.0	1.0
285643	0.0	5.0
100128603	1.0	0.0
100873461	0.0	0.0
1154	900.0	4331.0
1153	21052.0	17784.0
1152	3804.0	6466.0
285647	2.0	17.0
728589	10.0	8.0
728588	0.0	12.0
1149	1818.0	22.0
1147	807.0	1399.0
1146	0.0	0.0
1145	77.0	30.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	403.0	2280.0
1163	673.0	2267.0
285659	0.0	0.0
1161	219.0	415.0
1160	227.0	22.0
1159	139.0	225.0
1158	1.0	4.0
1157	0.0	0.0
1155	3903.0	3630.0
550643	1529.0	1791.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2998.0	2203.0
1175	4518.0	5194.0
285668	5.0	1.0
1174	1695.0	2233.0
1173	17190.0	20216.0
550631	139.0	320.0
100873489	0.0	0.0
283014	8.0	18.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	44.0	35.0
1186	2714.0	6584.0
1185	1296.0	1073.0
1184	318.0	379.0
1183	340.0	125.0
1182	2755.0	7029.0
1181	227.0	553.0
440375	32.0	21.0
1180	49.0	26.0
1179	0.0	0.0
1178	3.0	0.0
283089	2.0	2.0
85495	0.0	0.0
85480	217.0	3.0
283080	0.0	0.0
1198	2875.0	2580.0
1197	2.0	2.0
1196	2057.0	3441.0
1195	5924.0	5327.0
440366	0.0	27.0
1193	1676.0	566.0
1192	18177.0	20407.0
1191	107638.0	31760.0
1188	34.0	55.0
283078	54.0	17.0
85486	12.0	5.0
128615	0.0	0.0
85481	1.0	0.0
128611	117.0	278.0
440396	51.0	97.0
128609	1.0	0.0
128602	0.0	0.0
440387	1.0	0.0
128674	0.0	0.0
128676	1.0	0.0
114026	0.0	0.0
100861402	7.0	22.0
126014	238.0	231.0
440335	1239.0	3998.0
100128690	0.0	0.0
114034	596.0	986.0
126006	103.0	352.0
114036	32.0	13.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	71.0	68.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	3.0	0.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	0.0	1.0
200728	123.0	118.0
440356	8.0	165.0
440354	74.0	112.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	0.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	1.0	23.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	9.0	6.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	45.0	186.0
200734	2157.0	5334.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	6.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	1.0	0.0
100873402	0.0	0.0
100873401	0.0	2.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	2965.0	3831.0
100873406	0.0	0.0
100873405	0.0	1.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	7.0	5.0
165530	187.0	27.0
85409	461.0	328.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	0.0	0.0
106481383	1.0	2.0
85417	25.0	52.0
106481384	0.0	0.0
103106903	1.0	0.0
85414	361.0	334.0
106481389	0.0	0.0
85415	707.0	1579.0
106481387	0.0	0.0
85413	27.0	15.0
106481388	0.0	6.0
645436	0.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	5.0	14.0
106481380	0.0	0.0
11	0.0	7.0
403341	915.0	946.0
12	188.0	1072.0
13	9.0	0.0
14	6568.0	7272.0
15	0.0	2.0
16	6430.0	4742.0
645455	2.0	7.0
18	557.0	17850.0
19	2897.0	1091.0
128580	12.0	6.0
85407	82.0	109.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	790.0	1595.0
106481395	0.0	0.0
85403	860.0	2027.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	3891.0	3930.0
106481390	0.0	0.0
21	2440.0	11566.0
106481391	0.0	0.0
22	1006.0	1226.0
153571	945.0	2957.0
153572	3856.0	17725.0
23	3731.0	5564.0
24	149.0	1310.0
25	6634.0	5872.0
26	41.0	104.0
27	1254.0	1675.0
28	420.0	1369.0
29	5889.0	5015.0
153579	7101.0	121.0
728615	0.0	0.0
728614	0.0	0.0
200765	162.0	225.0
106481358	0.0	1.0
106481359	0.0	0.0
728611	20.0	5.0
102466518	0.0	0.0
102466516	0.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	735.0	3361.0
106481362	0.0	0.0
106481367	0.0	1.0
85437	1655.0	2738.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	203.0	241.0
106481366	0.0	0.0
30	2819.0	4243.0
106481360	0.0	0.0
31	2042.0	4193.0
32	8125.0	342.0
33	186.0	8.0
34	1100.0	2933.0
35	3235.0	1772.0
153562	492.0	2090.0
36	897.0	4268.0
37	23188.0	14036.0
38	3685.0	2095.0
440307	8.0	12.0
39	515.0	1836.0
165545	5.0	76.0
106481369	0.0	0.0
728606	14.0	738.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	26.0	4.0
106481370	0.0	0.0
41	260.0	402.0
106481371	0.0	0.0
43	83.0	84.0
645486	1.0	0.0
47	4907.0	10767.0
48	5229.0	1019.0
49	33.0	7.0
106481338	0.0	0.0
106481339	1.0	1.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	3.0	0.0
106481340	0.0	0.0
85458	2181.0	1205.0
106481345	0.0	0.0
85459	270.0	675.0
