id	019a5486-ad80-44b4-a9e3-7e7f93e8e6fa	0d6bb28b-f5d1-4847-9aa9-bd58af1a7198
85301	1692.0	634.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	1.0	0.0
403275	1.0	0.0
102466656	3.0	2.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1626.0	4402.0
106481459	0.0	0.0
26994	11265.0	6093.0
106481457	13.0	7.0
26995	2100.0	2177.0
106481458	0.0	0.0
403271	0.0	0.0
26998	5.0	0.0
403272	0.0	2.0
102466659	0.0	0.0
26999	2055.0	5300.0
403273	0.0	0.0
102466658	1.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	1.0
106481460	2.0	2.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1637.0	5764.0
106481467	0.0	0.0
106481464	0.0	2.0
106481465	0.0	0.0
104310351	1.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	1.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	1.0	0.0
106481471	0.0	0.0
85329	967.0	34.0
106481472	0.0	0.0
106481477	0.0	3.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	1.0	0.0
85320	898.0	107.0
106481470	1.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	1182.0	4969.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	3.0	13.0
106481437	0.0	0.0
26974	570.0	597.0
153657	45.0	19.0
106481438	1.0	47.0
106481435	0.0	0.0
26973	1922.0	3561.0
165631	362.0	967.0
106481436	0.0	0.0
26978	14.0	39.0
126075	652.0	1119.0
106481439	0.0	0.0
403250	0.0	0.0
126074	214.0	889.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1255.0	873.0
106481444	7.0	3.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	4590.0	566.0
85354	0.0	0.0
85352	239.0	178.0
403241	0.0	0.0
344462	0.0	1.0
403244	0.0	0.0
403245	0.0	0.0
153642	780.0	346.0
153643	15.0	14.0
403247	0.0	0.0
403248	0.0	0.0
26985	5974.0	5670.0
106481448	0.0	0.0
26986	79777.0	375853.0
126069	185.0	263.0
106481449	0.0	0.0
126068	1550.0	2039.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1233.0	1584.0
106481447	0.0	0.0
106481451	4.0	4.0
106481452	0.0	1.0
106481450	0.0	0.0
114088	289.0	82.0
106481455	0.0	0.0
85349	46.0	193.0
106481456	0.0	1.0
26982	0.0	0.0
106481453	1.0	0.0
85347	0.0	0.0
26980	3.0	29.0
106481454	0.0	0.0
403238	0.0	0.0
85344	2.0	4.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	7.0	14.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	2.0	2.0
100873392	2.0	17.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	3.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	3815.0	4465.0
100873390	1.0	0.0
728556	45.0	135.0
106481419	1.0	1.0
100128817	0.0	0.0
728558	140.0	175.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	726.0	483.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	1.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	3.0	2.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	1.0	0.0
100128801	0.0	0.0
285600	310.0	115.0
100873384	0.0	0.0
285601	28.0	15.0
106481426	0.0	0.0
106481427	0.0	1.0
222005	1.0	1.0
63910	149.0	568.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	793.0	471.0
222008	1.0	2.0
106481428	0.0	1.0
106481429	0.0	0.0
63905	3741.0	3837.0
63904	0.0	0.0
106481430	2.0	0.0
163071	49.0	26.0
63906	778.0	1052.0
106481433	0.0	0.0
63908	1180.0	796.0
106481434	0.0	0.0
106481431	0.0	1.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	6.0	4.0
285613	31.0	75.0
63920	600.0	326.0
63923	900.0	21.0
63922	179.0	690.0
728577	257.0	11.0
63925	1548.0	2049.0
63924	11127.0	167.0
63916	4602.0	4284.0
63917	4302.0	3650.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	3.0	4.0
728564	3.0	9.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	2295.0	1912.0
106481402	0.0	0.0
63931	2836.0	2505.0
106481403	0.0	0.0
63934	1144.0	490.0
728567	3.0	6.0
106481408	0.0	0.0
163088	5.0	15.0
63933	3257.0	8647.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3196.0	2929.0
163087	1463.0	624.0
728568	420.0	1465.0
106481407	15.0	31.0
3704	1466.0	4055.0
3705	6002.0	5591.0
63926	1207.0	1274.0
3706	2.0	7.0
63929	1774.0	1255.0
3707	5638.0	5070.0
63928	5.0	2.0
3708	13622.0	2934.0
106481411	0.0	0.0
3709	12293.0	4119.0
106481412	0.0	0.0
106481410	1.0	0.0
3700	33.0	58.0
3702	739.0	2289.0
3703	12881.0	22131.0
645506	2.0	0.0
151050	1601.0	1285.0
645520	0.0	0.0
63941	733.0	1559.0
63940	1700.0	3333.0
63943	404.0	499.0
728517	0.0	0.0
163033	352.0	296.0
258010	2303.0	3020.0
63947	0.0	0.0
63946	0.0	22.0
728513	0.0	0.0
100033803	0.0	0.0
3716	24847.0	18648.0
100033804	0.0	0.0
3717	3901.0	2975.0
100033805	0.0	0.0
3718	1167.0	3313.0
63939	2160.0	1503.0
100033806	0.0	0.0
100190799	3.0	1.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	118.0	113.0
3710	4759.0	6030.0
3712	5115.0	6719.0
3713	2.0	1.0
3714	3110.0	694.0
63950	5.0	1.0
728505	2.0	3.0
63951	296.0	7.0
100033807	0.0	0.0
728501	47.0	134.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	10526.0	2791.0
100033814	0.0	0.0
3727	7520.0	7423.0
63948	0.0	0.0
100033815	0.0	0.0
222052	2.0	6.0
3728	15121.0	12418.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	2095.0	9794.0
151056	540.0	186.0
3725	22243.0	6162.0
645528	5.0	3.0
728532	30.0	86.0
163059	454.0	1402.0
728538	0.0	0.0
728537	275.0	267.0
63967	100.0	1199.0
3737	89.0	32.0
3738	180.0	428.0
3739	29.0	0.0
645538	0.0	0.0
3730	1906.0	476.0
3732	4220.0	5239.0
3734	0.0	0.0
3735	10255.0	14716.0
3736	37.0	41.0
63970	396.0	9.0
3750	400.0	379.0
63971	9364.0	2126.0
63974	0.0	0.0
163049	3491.0	7504.0
63973	143.0	1.0
63976	274.0	39.0
222068	6181.0	10039.0
63978	0.0	0.0
63977	851.0	1326.0
63979	1013.0	2098.0
728524	0.0	0.0
3748	510.0	290.0
163051	42.0	127.0
3749	2337.0	447.0
163050	71.0	175.0
3741	51.0	17.0
645548	13.0	32.0
3743	3.0	2.0
3744	0.0	1.0
3745	2716.0	43.0
3746	51.0	7.0
3747	15.0	3.0
285671	1211.0	75.0
285672	3185.0	1542.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	23.0	6.0
285676	186.0	14.0
3761	0.0	0.0
100128657	0.0	0.0
285679	2.0	15.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	2519.0	468.0
283008	0.0	2.0
3751	497.0	96.0
100873435	0.0	0.0
3752	3126.0	254.0
100873434	0.0	0.0
3753	286.0	33.0
100873433	0.0	0.0
3754	56.0	537.0
100873432	0.0	0.0
3755	52.0	17.0
100873439	0.0	0.0
3756	16.0	972.0
100873438	0.0	0.0
3757	62.0	75.0
100873437	0.0	0.0
3758	9.0	9.0
100873436	0.0	0.0
100873420	3.0	1.0
3770	160.0	237.0
3772	337.0	199.0
100861458	1.0	0.0
100861453	16.0	10.0
100861455	0.0	0.0
1107	11561.0	15445.0
1106	9127.0	8024.0
1105	4987.0	3485.0
1104	1334.0	6218.0
100873429	0.0	0.0
1103	0.0	0.0
1102	2192.0	758.0
1101	419.0	2475.0
3762	545.0	359.0
100873424	0.0	0.0
3763	17.0	53.0
100128640	180.0	424.0
100873423	0.0	0.0
3764	1476.0	1163.0
100873422	0.0	0.0
3765	1.0	5.0
100873421	0.0	1.0
3766	24.0	456.0
100873428	0.0	0.0
3767	249.0	1013.0
100873427	0.0	0.0
3768	230.0	32.0
1109	1.0	1.0
100873426	0.0	3.0
1108	15750.0	24500.0
3769	15.0	5.0
100873425	0.0	1.0
100128637	0.0	0.0
100128639	0.0	0.0
3780	23.0	30.0
100873453	0.0	0.0
3781	83.0	92.0
100873452	0.0	0.0
3782	551.0	611.0
100873451	0.0	0.0
3783	1605.0	654.0
100873450	0.0	0.0
1121	2748.0	1093.0
100861468	0.0	0.0
1120	231.0	155.0
100861469	0.0	0.0
1118	624.0	1227.0
1117	2175.0	681.0
1116	2656.0	7815.0
1114	9.0	56.0
1113	9.0	6.0
1112	10486.0	4608.0
1111	447.0	5094.0
3773	344.0	3.0
100873457	0.0	0.0
100873456	0.0	0.0
3775	273.0	443.0
100873455	0.0	0.0
3776	744.0	151.0
100873454	0.0	0.0
3777	838.0	28.0
3778	5223.0	1056.0
3779	4291.0	307.0
100873459	0.0	0.0
1119	1699.0	3563.0
100128627	4.0	10.0
100128626	1.0	0.0
3790	936.0	2206.0
100128628	4.0	5.0
3791	7822.0	2247.0
100873442	0.0	0.0
3792	44.0	193.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	10.0	31.0
1131	451.0	10.0
1130	7014.0	2980.0
100861476	0.0	0.0
1129	2.0	1.0
1128	604.0	45.0
1124	405.0	248.0
1123	1116.0	1706.0
1122	1423.0	4057.0
100861470	0.0	0.0
3784	674.0	321.0
100873446	0.0	0.0
3785	5.0	7.0
100873445	0.0	0.0
3786	495.0	120.0
100873444	0.0	0.0
3787	283.0	9.0
100873443	0.0	0.0
3788	110.0	15.0
100873449	9.0	7.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	1.0
283050	123.0	38.0
100128618	1.0	2.0
728597	3.0	0.0
100128617	1.0	3.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	113.0	4.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	10.0	30.0
285634	6.0	6.0
1142	0.0	1.0
1141	99.0	22.0
285636	3684.0	2897.0
1140	767.0	877.0
728599	6.0	2.0
1139	24.0	8.0
1138	88.0	422.0
1137	3.0	0.0
100861485	0.0	0.0
1136	12.0	15.0
1135	29.0	3.0
1134	43.0	138.0
1133	25.0	11.0
3795	306.0	548.0
100873479	11.0	6.0
3796	2664.0	2838.0
100873478	0.0	0.0
3797	1188.0	1174.0
100873477	7.0	2.0
3798	198.0	534.0
100873476	0.0	0.0
3799	21479.0	24044.0
100873460	0.0	0.0
728586	20.0	14.0
285641	0.0	0.0
100873464	1.0	0.0
100873463	0.0	0.0
100873462	4.0	1.0
285643	0.0	8.0
100128603	1.0	0.0
100873461	0.0	0.0
1154	1836.0	6617.0
1153	17300.0	11061.0
1152	1012.0	1750.0
285647	29.0	64.0
728589	11.0	17.0
728588	2.0	21.0
1149	1940.0	62.0
1147	2410.0	2701.0
1146	2.0	2.0
1145	34.0	18.0
1144	2.0	3.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	1.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	437.0	4135.0
1163	1156.0	4287.0
285659	0.0	0.0
1161	665.0	555.0
1160	400.0	220.0
1159	83.0	319.0
1158	6.0	42.0
1157	0.0	0.0
1155	1927.0	2699.0
550643	1865.0	4827.0
283025	1.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	4364.0	3828.0
1175	2826.0	3867.0
285668	22.0	6.0
1174	1813.0	3765.0
1173	18429.0	29791.0
550631	102.0	390.0
100873489	0.0	0.0
283014	11.0	11.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	56.0	37.0
1186	2502.0	2073.0
1185	2205.0	1031.0
1184	722.0	1501.0
1183	748.0	317.0
1182	9797.0	6950.0
1181	221.0	1104.0
440375	34.0	16.0
1180	44.0	14.0
1179	0.0	0.0
1178	0.0	0.0
283089	17.0	5.0
85495	0.0	0.0
85480	331.0	11.0
283080	0.0	14.0
1198	2795.0	3106.0
1197	0.0	2.0
1196	2347.0	4803.0
1195	9094.0	6522.0
440366	6.0	1.0
1193	3048.0	1533.0
1192	15355.0	14687.0
1191	104717.0	21867.0
1188	42.0	13.0
283078	213.0	28.0
85486	6.0	13.0
128615	0.0	0.0
85481	1.0	1.0
128611	295.0	730.0
440396	67.0	120.0
128609	0.0	0.0
128602	0.0	47.0
440387	2.0	2.0
128674	0.0	5.0
128676	0.0	0.0
114026	0.0	0.0
100861402	1.0	3.0
126014	197.0	496.0
440335	424.0	131.0
100128690	0.0	0.0
114034	729.0	1475.0
126006	28.0	431.0
114036	74.0	35.0
100128696	3.0	0.0
100128688	0.0	0.0
126003	26.0	120.0
100861412	2.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	1.0	0.0
105180391	0.0	0.0
100128682	3.0	0.0
100128678	1.0	0.0
100861429	0.0	0.0
128653	0.0	3.0
200728	322.0	183.0
440356	2.0	18.0
440354	106.0	73.0
440352	1.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	8.0	16.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	6.0	54.0
100873410	1.0	0.0
100873417	1.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	112.0	215.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	230.0	241.0
200734	5360.0	3725.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	3.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	4.0	0.0
100873402	0.0	0.0
100873401	1.0	3.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	4778.0	4514.0
100873406	0.0	0.0
100873405	1.0	1.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	7.0	8.0
165530	97.0	52.0
85409	88.0	333.0
106481385	0.0	0.0
106481386	3.0	1.0
85416	2.0	1.0
106481383	4.0	2.0
85417	91.0	283.0
106481384	0.0	0.0
103106903	2.0	0.0
85414	318.0	314.0
106481389	0.0	0.0
85415	2457.0	7661.0
106481387	0.0	0.0
85413	3.0	9.0
106481388	4.0	3.0
645436	0.0	1.0
106481381	0.0	0.0
106481382	0.0	0.0
10	6.0	15.0
106481380	0.0	0.0
11	0.0	0.0
403341	1988.0	1903.0
12	144.0	61.0
13	8.0	5.0
14	4993.0	14925.0
15	16.0	28.0
16	10600.0	9213.0
645455	23.0	16.0
18	1884.0	865.0
19	9729.0	3104.0
128580	12.0	17.0
85407	329.0	117.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1829.0	3396.0
106481395	0.0	0.0
85403	2410.0	4173.0
106481398	0.0	1.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	3933.0	1385.0
106481390	0.0	0.0
21	2618.0	4732.0
106481391	0.0	0.0
22	1598.0	1491.0
153571	339.0	289.0
153572	4180.0	1755.0
23	5439.0	6575.0
24	188.0	213.0
25	8104.0	4551.0
26	25.0	84.0
27	4027.0	4761.0
28	1161.0	5447.0
29	6906.0	6056.0
153579	9748.0	178.0
728615	2.0	0.0
728614	0.0	0.0
200765	360.0	493.0
106481358	0.0	1.0
106481359	1.0	0.0
728611	40.0	16.0
102466518	2.0	0.0
102466516	5.0	1.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	1.0	0.0
85439	1593.0	716.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	3424.0	3829.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	288.0	368.0
106481366	0.0	0.0
30	2227.0	3004.0
106481360	0.0	0.0
31	9307.0	6685.0
32	16487.0	1395.0
33	514.0	16.0
34	4639.0	3547.0
35	1582.0	576.0
153562	1707.0	1540.0
36	8019.0	4445.0
37	17360.0	8843.0
38	6088.0	6995.0
440307	10.0	17.0
39	1079.0	3211.0
165545	7.0	62.0
106481369	0.0	0.0
728606	85.0	32.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	2.0
106481373	0.0	0.0
106481378	3.0	3.0
106481379	0.0	0.0
106481376	2.0	0.0
106481377	0.0	0.0
403315	1.0	0.0
40	34.0	7.0
106481370	0.0	0.0
41	615.0	93.0
106481371	0.0	0.0
43	79.0	88.0
645486	0.0	0.0
47	11001.0	12326.0
