id	85c33017-be81-4bcb-b452-d297c2016992	8970e6da-5904-483d-8770-0ede67f98cf4
1069	1742.0	6730.0
1068	0.0	0.0
85369	1568.0	5094.0
85366	0.0	11.0
85364	1038.0	3033.0
85365	1618.0	5539.0
85363	1046.0	3052.0
85360	506.0	932.0
1080	90.0	146.0
85391	17.0	29.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	1.0	4.0
153733	406.0	2094.0
1087	11.0	7.0
1086	0.0	3.0
440279	28.0	46.0
1085	2.0	29.0
1084	1.0	32.0
440278	75.0	352.0
1082	0.0	0.0
403294	0.0	0.0
440275	2853.0	10835.0
1081	1.0	2.0
85397	0.0	10.0
85395	104.0	280.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	1.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	2.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	2.0	7.0
440270	1710.0	2678.0
1089	6.0	30.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	19.0	25.0
285598	1157.0	1538.0
126133	544.0	1425.0
128790	0.0	0.0
126129	77.0	205.0
126123	0.0	0.0
442862	0.0	0.0
126119	158.0	468.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	1.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	1.0
442895	1.0	2.0
114131	0.0	0.0
442896	0.0	0.0
114132	18.0	42.0
442897	0.0	0.0
442898	1.0	8.0
114134	490.0	1531.0
442899	0.0	0.0
100128790	0.0	0.0
128760	4.0	13.0
100128788	47.0	241.0
100128787	0.0	2.0
440225	0.0	0.0
440224	3.0	3.0
442890	0.0	0.0
442891	0.0	0.0
442892	0.0	7.0
128756	1.0	1.0
100128782	122.0	417.0
100128781	4.0	4.0
403230	0.0	0.0
403231	0.0	0.0
403232	1.0	0.0
645560	0.0	5.0
403234	4.0	0.0
403235	1.0	2.0
403236	0.0	0.0
63982	105.0	80.0
102466616	0.0	0.0
126052	0.0	0.0
151009	40.0	77.0
403227	0.0	1.0
403228	0.0	0.0
138046	2.0	1.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	2.0
645572	0.0	0.0
645571	0.0	6.0
403223	0.0	0.0
403224	1.0	0.0
403226	0.0	0.0
200634	483.0	611.0
107131122	0.0	1.0
138050	6092.0	15510.0
403219	1.0	1.0
151011	5318.0	7586.0
645587	3.0	11.0
165679	608.0	1582.0
126037	8.0	62.0
114049	1662.0	5374.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	1.0	1.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	367.0	1576.0
100033821	0.0	0.0
106481488	1.0	0.0
100033822	1.0	0.0
106481489	0.0	0.0
85313	1460.0	3542.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	88.0	456.0
100033820	0.0	0.0
106481480	1.0	2.0
106481481	0.0	0.0
138065	125.0	1672.0
645598	0.0	0.0
163007	1.0	2.0
114038	0.0	3.0
645591	1.0	1.0
106481495	0.0	0.0
114041	3.0	16.0
106481496	0.0	0.0
114042	0.0	0.0
106481493	0.0	0.0
114043	10.0	8.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	244.0	656.0
126017	601.0	2104.0
106481497	1.0	7.0
106481498	0.0	1.0
85303	0.0	0.0
85300	6.0	3.0
85301	877.0	3782.0
106481491	1.0	1.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	1.0	0.0
102466656	0.0	3.0
403276	0.0	0.0
403277	2.0	0.0
403278	0.0	0.0
26996	892.0	7172.0
106481459	0.0	0.0
26994	5712.0	12501.0
106481457	9.0	41.0
26995	1189.0	4098.0
106481458	0.0	0.0
403271	0.0	1.0
26998	5.0	1.0
403272	0.0	2.0
102466659	0.0	0.0
26999	555.0	7504.0
403273	0.0	0.0
102466658	1.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	2.0
106481460	4.0	6.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1030.0	3199.0
106481467	0.0	0.0
106481464	1.0	2.0
106481465	0.0	0.0
104310351	1.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	1.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	458.0	663.0
106481472	0.0	0.0
106481477	2.0	1.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	970.0	910.0
106481470	0.0	2.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	710.0	2521.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	2.0	3.0
106481437	0.0	0.0
26974	276.0	784.0
153657	37.0	250.0
106481438	1.0	86.0
106481435	0.0	0.0
26973	1577.0	4375.0
165631	155.0	1772.0
106481436	0.0	1.0
26978	7.0	18.0
126075	393.0	1102.0
106481439	0.0	0.0
403250	0.0	0.0
126074	131.0	363.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	515.0	1403.0
106481444	12.0	8.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	1570.0	3127.0
85354	0.0	0.0
85352	36.0	243.0
403241	1.0	1.0
344462	1.0	6.0
403244	0.0	0.0
403245	0.0	0.0
153642	383.0	1090.0
153643	17.0	19.0
403247	0.0	0.0
403248	0.0	0.0
26985	2965.0	9455.0
106481448	0.0	0.0
26986	43616.0	117130.0
126069	130.0	407.0
106481449	0.0	0.0
126068	788.0	2791.0
106481446	0.0	0.0
26983	0.0	0.0
26984	647.0	1951.0
106481447	0.0	1.0
106481451	4.0	9.0
106481452	1.0	0.0
106481450	2.0	2.0
114088	227.0	346.0
106481455	0.0	1.0
85349	93.0	340.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	6.0
85347	0.0	0.0
26980	0.0	7.0
106481454	0.0	2.0
403238	0.0	0.0
85344	4.0	45.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	9.0	61.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	3.0	7.0
100873392	2.0	4.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	1.0	1.0
106481415	0.0	0.0
106481416	0.0	1.0
106481413	1.0	0.0
106481414	0.0	0.0
63901	1926.0	11379.0
100873390	0.0	0.0
728556	22.0	76.0
106481419	0.0	2.0
100128817	0.0	0.0
728558	90.0	258.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	2.0
163081	460.0	1593.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	4.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	4.0	3.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	162.0	1100.0
100873384	0.0	0.0
285601	8.0	62.0
106481426	1.0	0.0
106481427	0.0	1.0
222005	1.0	1.0
63910	83.0	314.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	589.0	2777.0
222008	0.0	5582.0
106481428	0.0	0.0
106481429	2.0	2.0
63905	1801.0	2659.0
63904	0.0	0.0
106481430	1.0	0.0
163071	24.0	48.0
63906	363.0	812.0
106481433	1.0	0.0
63908	609.0	2613.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	1.0	2.0
285613	24.0	91.0
63920	404.0	957.0
63923	139.0	732.0
63922	189.0	565.0
728577	172.0	193.0
63925	1128.0	2949.0
63924	2793.0	3905.0
63916	1924.0	6566.0
63917	2230.0	5277.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	1.0	6.0
728564	0.0	3.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1141.0	3515.0
106481402	1.0	2.0
63931	1371.0	4272.0
106481403	1.0	2.0
63934	678.0	1147.0
728567	4.0	8.0
106481408	0.0	0.0
163088	4.0	11.0
63933	1518.0	3771.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	1929.0	4236.0
163087	847.0	2118.0
728568	212.0	491.0
106481407	4.0	10.0
3704	696.0	2043.0
3705	2200.0	6243.0
63926	543.0	3276.0
3706	2.0	56.0
63929	942.0	2496.0
3707	2240.0	7461.0
63928	0.0	0.0
3708	10000.0	13125.0
106481411	0.0	0.0
3709	5628.0	30125.0
106481412	0.0	0.0
106481410	0.0	1.0
3700	23.0	109.0
3702	136.0	2145.0
3703	6354.0	14705.0
645506	0.0	1.0
151050	983.0	1639.0
645520	0.0	0.0
63941	385.0	2498.0
63940	443.0	4008.0
63943	189.0	441.0
728517	0.0	0.0
163033	202.0	441.0
258010	1863.0	6473.0
63947	0.0	0.0
63946	0.0	3.0
728513	0.0	0.0
100033803	0.0	0.0
3716	11009.0	32160.0
100033804	0.0	0.0
3717	1388.0	6323.0
100033805	0.0	0.0
3718	316.0	2305.0
63939	1066.0	3286.0
100033806	0.0	0.0
100190799	1.0	19.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	78.0	259.0
3710	2498.0	5425.0
3712	2900.0	9804.0
3713	0.0	0.0
3714	1513.0	1563.0
63950	0.0	1.0
728505	1.0	2.0
63951	55.0	72.0
100033807	0.0	0.0
728501	26.0	27.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	3745.0	25083.0
100033814	0.0	0.0
3727	3559.0	8835.0
63948	0.0	0.0
100033815	0.0	0.0
222052	3.0	10.0
3728	11153.0	17136.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1009.0	4209.0
151056	203.0	570.0
3725	9179.0	31761.0
645528	1.0	8.0
728532	22.0	48.0
163059	306.0	1061.0
728538	0.0	1.0
728537	234.0	506.0
63967	10.0	372.0
3737	33.0	95.0
3738	50.0	498.0
3739	13.0	6.0
645538	0.0	0.0
3730	974.0	5206.0
3732	1683.0	5207.0
3734	0.0	0.0
3735	4495.0	11171.0
3736	198.0	173.0
63970	37.0	37.0
3750	164.0	527.0
63971	5074.0	7728.0
63974	0.0	0.0
163049	2039.0	6125.0
63973	25.0	4.0
63976	76.0	169.0
222068	3198.0	10015.0
63978	2.0	1.0
63977	484.0	1567.0
63979	719.0	2277.0
728524	0.0	0.0
3748	722.0	3656.0
163051	30.0	61.0
3749	1977.0	1274.0
163050	37.0	144.0
3741	8.0	26.0
645548	5.0	31.0
3743	4.0	3.0
3744	0.0	0.0
3745	819.0	787.0
3746	25.0	37.0
3747	54.0	3073.0
285671	679.0	1303.0
285672	1476.0	3434.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	3.0	4554.0
285676	58.0	96.0
3761	1.0	1.0
100128657	0.0	0.0
285679	2.0	3.0
100861449	2.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	1482.0	1162.0
283008	0.0	7.0
3751	217.0	1120.0
100873435	0.0	0.0
3752	983.0	14214.0
100873434	0.0	0.0
3753	16.0	29.0
100873433	0.0	0.0
3754	0.0	72.0
100873432	0.0	0.0
3755	28.0	27.0
100873439	0.0	0.0
3756	3.0	90.0
100873438	0.0	0.0
3757	12.0	240.0
100873437	0.0	0.0
3758	14.0	31.0
100873436	0.0	0.0
100873420	0.0	1.0
3770	94.0	231.0
3772	80.0	192.0
100861458	0.0	0.0
100861453	18.0	35.0
100861455	0.0	0.0
1107	7136.0	19846.0
1106	6104.0	19498.0
1105	3119.0	19921.0
1104	883.0	1948.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1072.0	2734.0
1101	161.0	1896.0
3762	226.0	1291.0
100873424	1.0	0.0
3763	8.0	4.0
100128640	148.0	362.0
100873423	0.0	0.0
3764	583.0	1274.0
100873422	0.0	0.0
3765	1.0	12.0
100873421	0.0	1.0
3766	7.0	103.0
100873428	0.0	0.0
3767	127.0	1293.0
100873427	0.0	0.0
3768	122.0	201.0
1109	0.0	11.0
100873426	0.0	1.0
1108	8893.0	36746.0
3769	6.0	15.0
100873425	0.0	0.0
100128637	0.0	1.0
100128639	0.0	0.0
3780	7.0	22.0
100873453	0.0	0.0
3781	11.0	32.0
100873452	0.0	0.0
3782	274.0	448.0
100873451	0.0	0.0
3783	657.0	722.0
100873450	0.0	0.0
1121	1482.0	6080.0
100861468	0.0	0.0
1120	174.0	233.0
100861469	0.0	1.0
1118	392.0	1037.0
1117	1166.0	7486.0
1116	5168.0	2780.0
1114	0.0	17.0
1113	7.0	17.0
1112	5035.0	10016.0
1111	169.0	676.0
3773	632.0	160.0
100873457	2.0	12.0
100873456	1.0	0.0
3775	388.0	174.0
100873455	0.0	0.0
3776	1747.0	2044.0
100873454	0.0	0.0
3777	44.0	105.0
3778	2225.0	2697.0
3779	1425.0	487.0
100873459	1.0	1.0
1119	1153.0	2847.0
100128627	4.0	12.0
100128626	1.0	8.0
3790	1331.0	3389.0
100128628	5.0	20.0
3791	2559.0	8801.0
100873442	0.0	0.0
3792	24.0	76.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	2.0	12.0
1131	82.0	109.0
1130	3724.0	14352.0
100861476	0.0	0.0
1129	2.0	0.0
1128	59.0	564.0
1124	162.0	1040.0
1123	494.0	1092.0
1122	1062.0	5353.0
100861470	0.0	1.0
3784	239.0	855.0
100873446	0.0	0.0
3785	0.0	4.0
100873445	0.0	0.0
3786	176.0	2731.0
100873444	0.0	0.0
3787	59.0	62.0
100873443	0.0	0.0
3788	7.0	129.0
100873449	20.0	73.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	128.0	274.0
100128618	0.0	3.0
728597	2.0	3.0
100128617	3.0	6.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	33.0	113.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	8.0	11.0
285634	1.0	10.0
1142	2.0	0.0
1141	120.0	80.0
285636	2135.0	7675.0
1140	394.0	683.0
728599	0.0	3.0
1139	26.0	13.0
1138	41.0	61.0
1137	1.0	3.0
100861485	0.0	0.0
1136	9.0	12.0
1135	12.0	23.0
1134	8.0	117.0
1133	12.0	48.0
3795	135.0	234.0
100873479	5.0	7.0
3796	1353.0	6791.0
100873478	1.0	0.0
3797	640.0	1454.0
100873477	5.0	5.0
3798	258.0	197.0
100873476	0.0	0.0
3799	12396.0	25924.0
100873460	0.0	1.0
728586	16.0	48.0
285641	1.0	3.0
100873464	5.0	10.0
100873463	1.0	0.0
100873462	1.0	6.0
285643	0.0	1.0
100128603	1.0	1.0
100873461	0.0	0.0
1154	676.0	9353.0
1153	10906.0	23992.0
1152	968.0	938.0
285647	14.0	85.0
728589	13.0	62.0
728588	0.0	1.0
1149	403.0	454.0
1147	1347.0	4111.0
1146	1.0	2.0
1145	33.0	51.0
1144	2.0	4.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	2.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	176.0	1950.0
1163	544.0	1387.0
285659	0.0	0.0
1161	349.0	1252.0
1160	115.0	289.0
1159	66.0	424.0
1158	6.0	20.0
1157	8.0	0.0
1155	887.0	2495.0
550643	788.0	1587.0
283025	0.0	0.0
100873499	0.0	3.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	2.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	1733.0	5707.0
1175	929.0	4042.0
285668	8.0	12.0
1174	660.0	2940.0
1173	8050.0	31300.0
550631	67.0	203.0
100873489	0.0	0.0
283014	6.0	42.0
100873488	1.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	22.0	43.0
1186	1361.0	5188.0
1185	1255.0	2537.0
1184	410.0	1283.0
1183	179.0	642.0
1182	5347.0	13384.0
1181	158.0	889.0
440375	13.0	59.0
1180	40.0	31.0
1179	0.0	0.0
1178	0.0	10.0
283089	2.0	17.0
85495	0.0	0.0
85480	266.0	71.0
283080	0.0	0.0
1198	1621.0	5134.0
1197	1.0	0.0
1196	1440.0	4279.0
1195	8260.0	18764.0
440366	1.0	4.0
1193	1179.0	4005.0
1192	6699.0	19558.0
1191	24283.0	82658.0
1188	13.0	17.0
283078	87.0	206.0
85486	1.0	8.0
128615	0.0	0.0
85481	0.0	3.0
128611	94.0	1069.0
440396	39.0	150.0
128609	0.0	0.0
128602	0.0	0.0
440387	1.0	0.0
128674	0.0	1.0
128676	1.0	1.0
114026	0.0	0.0
100861402	3.0	2.0
126014	58.0	319.0
440335	318.0	1751.0
100128690	0.0	0.0
114034	407.0	1083.0
126006	33.0	211.0
114036	12.0	57.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	30.0	88.0
100861412	0.0	1.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	1.0	0.0
105180391	0.0	0.0
100128682	0.0	3.0
100128678	0.0	5.0
100861429	0.0	0.0
128653	0.0	0.0
200728	141.0	290.0
440356	7.0	5.0
440354	83.0	188.0
440352	1.0	1.0
100873419	0.0	0.0
100873418	0.0	1.0
100873413	0.0	0.0
128646	0.0	6.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	2.0	46.0
100873410	1.0	0.0
100873417	0.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	122.0	408.0
100861435	0.0	1.0
100861436	0.0	0.0
440345	110.0	354.0
200734	2975.0	7016.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	2.0	2.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	2.0	1.0
100873402	0.0	0.0
100873401	0.0	9.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	2720.0	8917.0
100873406	0.0	0.0
100873405	0.0	2.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	5.0	7.0
165530	70.0	113.0
85409	181.0	283.0
106481385	0.0	0.0
106481386	1.0	3.0
85416	6.0	1.0
106481383	5.0	13.0
85417	31.0	125.0
106481384	0.0	2.0
103106903	1.0	2.0
85414	392.0	801.0
106481389	0.0	0.0
85415	1309.0	1804.0
106481387	0.0	0.0
85413	14.0	54.0
106481388	4.0	21.0
645436	0.0	0.0
106481381	0.0	1.0
106481382	0.0	0.0
10	18.0	59.0
106481380	0.0	0.0
11	0.0	2.0
403341	1155.0	4187.0
12	160.0	3828.0
13	246.0	250.0
14	2525.0	8375.0
15	1.0	7.0
16	3809.0	10562.0
645455	12.0	52.0
18	1506.0	11094.0
19	4406.0	19011.0
128580	1.0	7.0
85407	102.0	350.0
106481396	0.0	0.0
106481397	1.0	1.0
106481394	0.0	0.0
85406	807.0	3195.0
106481395	0.0	2.0
85403	1028.0	4352.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	1.0
106481393	0.0	0.0
20	1748.0	8570.0
106481390	0.0	0.0
21	1466.0	6335.0
106481391	0.0	0.0
22	1029.0	3645.0
153571	359.0	76.0
153572	3565.0	824.0
23	2413.0	6322.0
24	123.0	226.0
25	4295.0	11344.0
26	10.0	123.0
27	1967.0	9703.0
28	554.0	413.0
29	3785.0	10728.0
153579	2871.0	3236.0
728615	0.0	0.0
728614	0.0	0.0
200765	188.0	606.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	21.0	17.0
102466518	0.0	2.0
102466516	1.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	1.0	0.0
106481361	0.0	0.0
85439	684.0	2792.0
106481362	0.0	0.0
106481367	0.0	1.0
85437	1597.0	5669.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	128.0	671.0
106481366	0.0	0.0
30	1157.0	4141.0
106481360	0.0	0.0
31	3589.0	9168.0
32	6380.0	8544.0
33	253.0	159.0
34	2825.0	6954.0
35	628.0	1223.0
153562	946.0	2758.0
36	4533.0	8700.0
37	8832.0	16184.0
38	2348.0	5035.0
440307	9.0	19.0
39	564.0	1566.0
165545	4.0	12.0
106481369	0.0	0.0
728606	45.0	698.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	3.0
106481379	0.0	0.0
106481376	0.0	1.0
106481377	0.0	0.0
403315	1.0	0.0
40	5.0	122.0
106481370	0.0	0.0
41	96.0	193.0
106481371	0.0	0.0
43	54.0	90.0
645486	0.0	0.0
47	4224.0	13976.0
48	3973.0	13168.0
49	15.0	14.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	1.0	1.0
106481341	0.0	0.0
106481342	9.0	15.0
106481340	0.0	1.0
