id	73bcbb60-38af-4143-95e9-1a842cdf9c20	5c0f9cb8-cc53-49ce-8384-6acb54cb1855
100861470	0.0	0.0
3784	672.0	511.0
100873446	0.0	0.0
3785	3.0	3.0
100873445	0.0	0.0
3786	283.0	179.0
100873444	0.0	0.0
3787	122.0	12.0
100873443	0.0	0.0
3788	13.0	25.0
100873449	8.0	7.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	2.0	0.0
283050	83.0	27.0
100128618	0.0	1.0
728597	0.0	4.0
100128617	0.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	100.0	43.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	16.0	3.0
285634	7.0	4.0
1142	0.0	1.0
1141	142.0	43.0
285636	2451.0	4309.0
1140	516.0	361.0
728599	2.0	3.0
1139	34.0	31.0
1138	44.0	39.0
1137	3.0	0.0
100861485	0.0	0.0
1136	9.0	5.0
1135	27.0	419.0
1134	0.0	19.0
1133	13.0	7.0
3795	264.0	98.0
100873479	4.0	0.0
3796	1560.0	1945.0
100873478	3.0	0.0
3797	1225.0	606.0
100873477	1.0	1.0
3798	160.0	69.0
100873476	0.0	0.0
3799	11445.0	13996.0
100873460	0.0	0.0
728586	3.0	18.0
285641	0.0	1.0
100873464	2.0	3.0
100873463	0.0	0.0
100873462	5.0	0.0
285643	0.0	3.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	675.0	7534.0
1153	12983.0	14967.0
1152	1586.0	474.0
285647	18.0	42.0
728589	9.0	48.0
728588	0.0	330.0
1149	918.0	376.0
1147	1361.0	1839.0
1146	4.0	0.0
1145	66.0	43.0
1144	0.0	2.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	351.0	1484.0
1163	734.0	2161.0
285659	0.0	0.0
1161	414.0	624.0
1160	478.0	147.0
1159	74.0	402.0
1158	0.0	17.0
1157	0.0	0.0
1155	1731.0	1993.0
550643	790.0	1405.0
283025	0.0	0.0
100873499	2.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	2.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	1684.0	4956.0
1175	1970.0	3665.0
285668	31.0	2.0
1174	1068.0	3847.0
1173	11948.0	13234.0
550631	120.0	121.0
100873489	0.0	0.0
283014	10.0	6.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	42.0	52.0
1186	2442.0	6856.0
1185	1399.0	1055.0
1184	452.0	1146.0
1183	825.0	233.0
1182	6047.0	7689.0
1181	169.0	296.0
440375	42.0	47.0
1180	38.0	18.0
1179	0.0	1.0
1178	5.0	0.0
283089	9.0	8.0
85495	0.0	0.0
85480	121.0	53.0
283080	1.0	26.0
1198	1905.0	2444.0
1197	1.0	0.0
1196	1274.0	3392.0
1195	3302.0	5719.0
440366	2.0	5.0
1193	1316.0	1025.0
1192	9439.0	18750.0
1191	36114.0	182497.0
1188	30.0	4.0
283078	104.0	64.0
85486	1.0	7.0
128615	0.0	0.0
85481	0.0	1.0
128611	201.0	162.0
440396	27.0	61.0
128609	0.0	0.0
128602	0.0	0.0
440387	0.0	1.0
128674	2.0	0.0
128676	1.0	0.0
114026	0.0	1.0
100861402	0.0	12.0
126014	53.0	98.0
440335	542.0	4643.0
100128690	0.0	0.0
114034	538.0	712.0
126006	21.0	177.0
114036	7.0	31.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	25.0	128.0
100861412	3.0	1.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	0.0	0.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	0.0	0.0
200728	154.0	110.0
440356	21.0	3.0
440354	39.0	154.0
440352	3.0	3.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	0.0	1.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	1.0	7.0
100873410	0.0	0.0
100873417	2.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	21.0	5.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	68.0	202.0
200734	3709.0	5120.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	0.0	2.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	0.0	2.0
100873402	0.0	0.0
100873401	0.0	6.0
100873400	0.0	1.0
100128665	0.0	0.0
128637	3247.0	5811.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	5.0	6.0
165530	68.0	59.0
85409	190.0	268.0
106481385	2.0	0.0
106481386	0.0	0.0
85416	4.0	4.0
106481383	8.0	4.0
85417	34.0	37.0
106481384	0.0	0.0
103106903	1.0	1.0
85414	539.0	390.0
106481389	0.0	0.0
85415	1705.0	3796.0
106481387	0.0	0.0
85413	1.0	2.0
106481388	4.0	5.0
645436	0.0	0.0
106481381	0.0	0.0
106481382	0.0	2.0
10	1.0	174.0
106481380	0.0	0.0
11	0.0	26.0
403341	1032.0	1427.0
12	218.0	209.0
13	9.0	48.0
14	4448.0	5199.0
15	3.0	5.0
16	7153.0	7070.0
645455	21.0	14.0
18	1557.0	4792.0
19	4408.0	5579.0
128580	3.0	1.0
85407	147.0	133.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1321.0	1595.0
106481395	0.0	2.0
85403	1292.0	2595.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	1.0
106481393	0.0	0.0
20	4005.0	2695.0
106481390	0.0	0.0
21	2668.0	11543.0
106481391	0.0	0.0
22	1118.0	1692.0
153571	277.0	436.0
153572	2546.0	2300.0
23	3386.0	5861.0
24	369.0	356.0
25	6040.0	7541.0
26	28.0	13.0
27	2139.0	4560.0
28	657.0	324.0
29	5010.0	3670.0
153579	2573.0	1814.0
728615	0.0	0.0
728614	0.0	0.0
200765	140.0	213.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	3.0	16.0
102466518	2.0	0.0
102466516	5.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	1.0
85438	0.0	0.0
106481361	0.0	0.0
85439	891.0	1037.0
106481362	0.0	0.0
106481367	2.0	1.0
85437	1739.0	2458.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	126.0	163.0
106481366	0.0	0.0
30	1974.0	3699.0
106481360	0.0	0.0
31	9139.0	15749.0
32	12870.0	7466.0
33	391.0	875.0
34	3157.0	10139.0
35	1930.0	1378.0
153562	1194.0	3132.0
36	4782.0	9771.0
37	9664.0	6751.0
38	3106.0	2234.0
440307	4.0	6.0
39	835.0	1971.0
165545	16.0	31.0
106481369	0.0	0.0
728606	61.0	491.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	1.0	0.0
106481379	0.0	0.0
106481376	4.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	15.0	1.0
