id	2c6a02ee-c88a-4e23-8915-6976b95386e3	9f0d673f-ff69-4d01-910c-f04921b538a2
645591	2.0	0.0
106481495	0.0	0.0
114041	149.0	14.0
106481496	0.0	0.0
114042	3.0	1.0
106481493	0.0	0.0
114043	9.0	4.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	280.0	211.0
126017	626.0	968.0
106481497	1.0	1.0
106481498	0.0	0.0
85303	0.0	0.0
85300	3.0	0.0
85301	3109.0	3024.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	1.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1444.0	944.0
106481459	0.0	0.0
26994	7969.0	4578.0
106481457	8.0	2.0
26995	3112.0	3201.0
106481458	0.0	0.0
403271	0.0	0.0
26998	7.0	4.0
403272	0.0	0.0
102466659	0.0	0.0
26999	1602.0	763.0
403273	0.0	0.0
102466658	3.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	2.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2742.0	2990.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	1.0
403266	0.0	0.0
138009	2.0	0.0
106481468	1.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	1.0	0.0
106481471	0.0	0.0
85329	438.0	78.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	3.0
106481476	0.0	0.0
85320	1649.0	10.0
106481470	0.0	0.0
403252	0.0	0.0
403253	1.0	0.0
403254	0.0	0.0
126070	909.0	926.0
403255	0.0	0.0
403256	0.0	0.0
403257	2.0	0.0
344471	8.0	5.0
106481437	0.0	0.0
26974	309.0	365.0
153657	120.0	13.0
106481438	2.0	2.0
106481435	0.0	1.0
26973	1400.0	1939.0
165631	131.0	34.0
106481436	0.0	0.0
26978	15.0	23.0
126075	1270.0	421.0
106481439	0.0	0.0
403250	0.0	0.0
126074	288.0	191.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	2764.0	1083.0
106481444	11.0	4.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	2255.0	1529.0
85354	0.0	0.0
85352	129.0	1267.0
403241	0.0	0.0
344462	1.0	3.0
403244	0.0	0.0
403245	0.0	0.0
153642	559.0	734.0
153643	47.0	12.0
403247	0.0	0.0
403248	0.0	0.0
26985	3855.0	4775.0
106481448	0.0	0.0
26986	82988.0	92152.0
126069	148.0	84.0
106481449	0.0	0.0
126068	967.0	407.0
106481446	0.0	0.0
26983	0.0	1.0
26984	1128.0	1133.0
106481447	0.0	0.0
106481451	5.0	1.0
106481452	0.0	0.0
106481450	2.0	0.0
114088	419.0	70.0
106481455	0.0	0.0
85349	52.0	1290.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	1.0	0.0
85347	0.0	0.0
26980	9.0	7.0
106481454	0.0	0.0
403238	0.0	0.0
85344	2.0	12.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	10.0	1.0
85340	0.0	0.0
100873394	1.0	0.0
100873393	0.0	0.0
100873392	15.0	3.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	1.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	2701.0	2062.0
100873390	2.0	0.0
728556	46.0	51.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	90.0	105.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	496.0	570.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	8.0	2.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	140.0	82.0
100873384	0.0	0.0
285601	43.0	29.0
106481426	0.0	0.0
106481427	0.0	2.0
222005	2.0	2.0
63910	289.0	1158.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	486.0	469.0
222008	0.0	30.0
106481428	0.0	0.0
106481429	0.0	2.0
63905	4617.0	1958.0
63904	0.0	0.0
106481430	0.0	0.0
163071	49.0	316.0
63906	1279.0	890.0
106481433	0.0	0.0
63908	885.0	462.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	1.0
285613	99.0	78.0
63920	483.0	205.0
63923	1254.0	72.0
63922	817.0	1118.0
728577	235.0	35.0
63925	2092.0	1020.0
63924	2424.0	324.0
63916	3924.0	1971.0
63917	5203.0	5282.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	6.0	0.0
728564	4.0	16.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1505.0	1719.0
106481402	0.0	0.0
63931	2462.0	2885.0
106481403	0.0	0.0
63934	768.0	640.0
728567	2.0	1.0
106481408	2.0	0.0
163088	6.0	4.0
63933	2261.0	3909.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3960.0	2386.0
163087	881.0	663.0
728568	532.0	559.0
106481407	6.0	10.0
3704	2846.0	2686.0
3705	4734.0	8123.0
63926	901.0	1152.0
3706	16.0	47.0
63929	1354.0	1219.0
3707	4966.0	3472.0
63928	13.0	2.0
3708	11113.0	2756.0
106481411	0.0	0.0
3709	10204.0	6402.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	48.0	11.0
3702	409.0	135.0
3703	14239.0	17391.0
645506	0.0	0.0
151050	1018.0	454.0
645520	0.0	0.0
63941	2007.0	927.0
63940	1661.0	567.0
63943	544.0	607.0
728517	0.0	0.0
163033	699.0	577.0
258010	2438.0	1866.0
63947	1.0	0.0
63946	3.0	0.0
728513	0.0	0.0
100033803	0.0	0.0
3716	15667.0	12282.0
100033804	0.0	0.0
3717	1751.0	1097.0
100033805	0.0	0.0
3718	2019.0	535.0
63939	1110.0	1661.0
100033806	0.0	0.0
100190799	3.0	4.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	123.0	31.0
3710	4004.0	16675.0
3712	8704.0	2195.0
3713	7.0	1.0
3714	6918.0	2724.0
63950	0.0	6.0
728505	0.0	0.0
63951	135.0	20.0
100033807	0.0	0.0
728501	39.0	21.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	12323.0	5016.0
100033814	0.0	0.0
3727	17476.0	7584.0
63948	0.0	0.0
100033815	0.0	0.0
222052	2.0	0.0
3728	26515.0	25447.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	2114.0	2003.0
151056	719.0	192.0
3725	28176.0	4549.0
645528	5.0	1.0
728532	32.0	10.0
163059	498.0	268.0
728538	3.0	0.0
728537	304.0	152.0
63967	79.0	1474.0
3737	9.0	2.0
3738	68.0	4.0
3739	2.0	3.0
645538	0.0	0.0
3730	1265.0	2443.0
3732	8159.0	3013.0
3734	1.0	1.0
3735	10497.0	13595.0
3736	80.0	0.0
63970	487.0	15.0
3750	370.0	318.0
63971	7065.0	3453.0
63974	0.0	2.0
163049	2873.0	3102.0
63973	139.0	5.0
63976	173.0	30.0
222068	7680.0	8719.0
63978	0.0	0.0
63977	668.0	690.0
63979	761.0	2355.0
728524	0.0	0.0
3748	1024.0	1140.0
163051	62.0	59.0
3749	1989.0	928.0
163050	61.0	81.0
3741	101.0	6.0
645548	13.0	6.0
3743	7.0	5.0
3744	0.0	0.0
3745	509.0	110.0
3746	68.0	29.0
3747	691.0	4.0
285671	635.0	365.0
285672	1950.0	2313.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	74.0	82.0
285676	97.0	29.0
3761	1.0	1.0
100128657	0.0	0.0
285679	3.0	10.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	1203.0	168.0
283008	11.0	16.0
3751	204.0	164.0
100873435	0.0	0.0
3752	3253.0	223.0
100873434	0.0	0.0
3753	112.0	12.0
100873433	0.0	0.0
3754	46.0	57.0
100873432	0.0	0.0
3755	130.0	888.0
100873439	0.0	0.0
3756	41.0	16.0
100873438	0.0	0.0
3757	145.0	451.0
100873437	0.0	0.0
3758	9.0	6.0
100873436	0.0	0.0
100873420	7.0	0.0
3770	188.0	213.0
3772	125.0	84.0
100861458	0.0	0.0
100861453	17.0	8.0
100861455	0.0	0.0
1107	17035.0	11702.0
1106	8668.0	4555.0
1105	3387.0	8056.0
1104	2235.0	5695.0
100873429	0.0	0.0
1103	0.0	10.0
1102	1635.0	233.0
1101	1915.0	189.0
3762	533.0	240.0
100873424	0.0	0.0
3763	8.0	24.0
100128640	157.0	104.0
100873423	0.0	0.0
3764	1154.0	662.0
100873422	0.0	0.0
3765	1.0	6.0
100873421	0.0	0.0
3766	15.0	29.0
100873428	0.0	0.0
3767	1867.0	212.0
100873427	0.0	0.0
3768	161.0	38.0
1109	0.0	2.0
100873426	1.0	1.0
1108	17493.0	27224.0
3769	20.0	1.0
100873425	0.0	0.0
100128637	0.0	1.0
100128639	0.0	2.0
3780	53.0	18.0
100873453	0.0	0.0
3781	45.0	39.0
100873452	0.0	0.0
3782	275.0	322.0
100873451	0.0	0.0
3783	2719.0	4926.0
100873450	0.0	0.0
1121	1597.0	1274.0
100861468	0.0	0.0
1120	308.0	61.0
100861469	0.0	0.0
1118	904.0	73.0
1117	2017.0	2313.0
1116	13636.0	22856.0
1114	23.0	16.0
1113	89.0	9.0
1112	3211.0	5878.0
1111	667.0	2613.0
3773	188.0	4.0
100873457	0.0	2.0
100873456	0.0	0.0
3775	863.0	1663.0
100873455	0.0	0.0
3776	860.0	681.0
100873454	0.0	0.0
3777	622.0	338.0
3778	4347.0	196.0
3779	7336.0	175.0
100873459	0.0	0.0
1119	2626.0	2269.0
100128627	1.0	1.0
100128626	0.0	0.0
3790	1313.0	2326.0
100128628	0.0	5.0
3791	3898.0	3253.0
100873442	0.0	0.0
3792	56.0	26.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	22.0	5.0
1131	168.0	638.0
1130	2798.0	1186.0
100861476	0.0	0.0
1129	0.0	0.0
1128	275.0	50.0
1124	279.0	221.0
1123	1007.0	1009.0
1122	970.0	2314.0
100861470	0.0	0.0
3784	1574.0	525.0
100873446	0.0	0.0
3785	10.0	2.0
100873445	0.0	0.0
3786	241.0	79.0
100873444	0.0	0.0
3787	121.0	71.0
100873443	0.0	0.0
3788	42.0	0.0
100873449	4.0	5.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	109.0	90.0
100128618	1.0	0.0
728597	0.0	0.0
100128617	1.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	79.0	61.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	8.0	5.0
285634	0.0	2.0
1142	0.0	0.0
1141	146.0	121.0
285636	2053.0	3605.0
1140	1015.0	449.0
728599	8.0	1.0
1139	29.0	25.0
1138	129.0	679.0
1137	1.0	0.0
100861485	0.0	0.0
1136	12.0	37.0
1135	13.0	2.0
1134	32.0	4.0
1133	26.0	2.0
3795	413.0	433.0
100873479	15.0	4.0
3796	1216.0	2754.0
100873478	0.0	0.0
3797	1367.0	2028.0
100873477	2.0	2.0
3798	294.0	575.0
100873476	0.0	0.0
3799	12650.0	11696.0
100873460	0.0	0.0
728586	31.0	18.0
285641	0.0	0.0
100873464	1.0	5.0
100873463	0.0	0.0
100873462	0.0	2.0
285643	0.0	7.0
100128603	2.0	0.0
100873461	0.0	0.0
1154	1221.0	2260.0
1153	34626.0	5249.0
1152	1838.0	6238.0
285647	13.0	18.0
728589	29.0	10.0
728588	1.0	0.0
1149	646.0	192.0
1147	1620.0	2180.0
1146	1.0	2.0
1145	95.0	48.0
1144	0.0	52.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	2.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	1.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	461.0	1716.0
1163	1012.0	4980.0
285659	0.0	0.0
1161	458.0	588.0
1160	366.0	648.0
1159	175.0	2250.0
1158	4.0	12.0
1157	0.0	0.0
1155	3694.0	4635.0
550643	1688.0	1550.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	3579.0	3578.0
1175	4613.0	5161.0
285668	38.0	12.0
1174	2689.0	5680.0
1173	19965.0	33611.0
550631	306.0	90.0
100873489	0.0	0.0
283014	19.0	4.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	56.0	47.0
1186	3777.0	2695.0
1185	1478.0	1263.0
1184	433.0	923.0
1183	289.0	1017.0
1182	6422.0	3327.0
1181	428.0	949.0
440375	42.0	30.0
1180	68.0	130.0
1179	2.0	0.0
1178	0.0	0.0
283089	12.0	7.0
85495	0.0	0.0
85480	237.0	22.0
283080	0.0	0.0
1198	3640.0	1641.0
1197	1.0	0.0
1196	2995.0	4106.0
1195	6844.0	2688.0
440366	3.0	0.0
1193	1571.0	482.0
1192	20783.0	17383.0
1191	108331.0	138569.0
1188	61.0	109.0
283078	72.0	16.0
85486	11.0	7.0
128615	0.0	0.0
85481	0.0	0.0
128611	102.0	1651.0
440396	67.0	75.0
128609	0.0	0.0
128602	0.0	0.0
440387	0.0	0.0
128674	0.0	311.0
128676	0.0	0.0
114026	0.0	0.0
100861402	3.0	3.0
126014	228.0	338.0
440335	1646.0	1004.0
100128690	0.0	0.0
114034	1182.0	935.0
126006	234.0	76.0
114036	10.0	18.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	90.0	120.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	1.0	0.0
105180391	0.0	0.0
100128682	0.0	0.0
100128678	4.0	3.0
100861429	0.0	0.0
128653	3.0	1.0
200728	302.0	125.0
440356	20.0	14.0
440354	57.0	64.0
440352	0.0	1.0
100873419	0.0	0.0
100873418	0.0	1.0
100873413	0.0	0.0
128646	1.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	16.0	38.0
100873410	0.0	0.0
100873417	0.0	1.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	12.0	16.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	168.0	148.0
200734	5365.0	2237.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	3.0	2.0
100873408	0.0	0.0
100873407	0.0	1.0
100861430	16.0	1.0
100873402	0.0	0.0
100873401	0.0	2.0
100873400	0.0	0.0
100128665	4.0	0.0
128637	4230.0	1959.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	4.0	3.0
165530	109.0	71.0
85409	700.0	178.0
106481385	4.0	0.0
106481386	0.0	0.0
85416	9.0	13.0
106481383	1.0	2.0
85417	57.0	50.0
106481384	0.0	1.0
103106903	3.0	1.0
85414	460.0	1147.0
106481389	0.0	0.0
85415	2246.0	1831.0
106481387	1.0	0.0
85413	20.0	12.0
106481388	3.0	4.0
645436	2.0	0.0
106481381	1.0	0.0
106481382	0.0	0.0
10	52.0	5.0
106481380	0.0	0.0
11	0.0	2.0
403341	1213.0	749.0
12	2217.0	709.0
13	72.0	0.0
14	9865.0	3082.0
15	6.0	7.0
16	10769.0	15468.0
645455	6.0	13.0
18	4127.0	947.0
19	2522.0	2441.0
128580	11.0	8.0
85407	160.0	50.0
106481396	0.0	0.0
106481397	2.0	0.0
106481394	0.0	0.0
85406	1727.0	2140.0
106481395	0.0	0.0
85403	1829.0	1710.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	2.0	0.0
106481393	0.0	0.0
20	4195.0	2641.0
106481390	0.0	0.0
21	5119.0	2871.0
106481391	0.0	0.0
22	1827.0	2205.0
153571	966.0	727.0
153572	5386.0	5195.0
23	5997.0	8588.0
24	649.0	86.0
25	8040.0	6262.0
26	53.0	27.0
27	3100.0	5420.0
28	1076.0	236.0
29	8280.0	10080.0
153579	2879.0	127.0
728615	0.0	0.0
728614	0.0	0.0
200765	229.0	267.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	10.0	8.0
102466518	0.0	0.0
102466516	4.0	2.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	1.0	0.0
106481361	0.0	0.0
85439	1844.0	739.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	3510.0	3364.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	324.0	315.0
106481366	0.0	0.0
30	5520.0	1859.0
106481360	0.0	0.0
31	6869.0	8558.0
32	4220.0	1680.0
33	131.0	157.0
34	3570.0	6792.0
35	2923.0	811.0
153562	1735.0	1715.0
36	9212.0	2961.0
37	32169.0	18618.0
38	4735.0	5116.0
440307	8.0	14.0
39	1471.0	3482.0
165545	17.0	13.0
106481369	0.0	0.0
728606	261.0	13.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	3.0	1.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	36.0	5.0
106481370	0.0	0.0
41	456.0	265.0
106481371	0.0	0.0
43	90.0	30.0
645486	0.0	0.0
47	11967.0	15005.0
48	5087.0	1700.0
49	24.0	32.0
106481338	0.0	0.0
106481339	0.0	1.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	4.0	12.0
