id	17be1b8a-4b2d-499a-9847-37656dea85a8	774b7b7e-f349-495e-8972-cbcb08907805
285590	5372.0	18580.0
100873328	0.0	0.0
3669	625.0	1052.0
100873327	0.0	0.0
1009	3192.0	10910.0
100873326	0.0	0.0
100873350	0.0	0.0
116729	5.0	3.0
728477	8.0	7.0
3680	2542.0	1530.0
3681	48.0	109.0
100128733	2.0	0.0
100873354	0.0	0.0
3682	625.0	1032.0
100873353	0.0	0.0
3683	971.0	3003.0
100873352	0.0	0.0
128710	893.0	991.0
3684	532.0	1481.0
100873351	0.0	0.0
285512	240.0	51.0
1022	1352.0	1131.0
285513	898.0	1221.0
1021	3900.0	2834.0
1020	392.0	1067.0
440299	3.0	0.0
1019	3130.0	4011.0
128709	1.0	0.0
1018	35.0	1.0
1017	1635.0	1906.0
1016	8.0	6.0
1015	31.0	6.0
1014	0.0	0.0
1013	10.0	85.0
1012	987.0	1510.0
116730	67.0	51.0
3674	44.0	34.0
100873358	0.0	0.0
3675	8500.0	4504.0
100873357	0.0	2.0
3676	651.0	1661.0
100128731	2513.0	7828.0
100873356	0.0	0.0
3678	2528.0	8065.0
3679	1679.0	1562.0
100873359	0.0	0.0
728464	33.0	24.0
728463	19.0	38.0
100128725	0.0	0.0
3690	200.0	344.0
3691	16645.0	11881.0
100873343	0.0	0.0
3692	3700.0	3522.0
3693	8762.0	22278.0
285521	1260.0	13031.0
100873342	0.0	0.0
3694	5144.0	43441.0
100873341	0.0	0.0
3695	108.0	412.0
100873340	1.0	0.0
100128723	2.0	28.0
1033	50.0	490.0
1032	133.0	577.0
285525	3.0	2.0
1031	829.0	1350.0
285527	4572.0	5738.0
1030	456.0	942.0
728468	0.0	0.0
440288	147.0	145.0
1029	92.0	347.0
440295	121.0	50.0
1028	1252.0	1784.0
1027	5167.0	3761.0
1026	2458.0	5716.0
1025	2664.0	3252.0
1024	643.0	568.0
3685	7603.0	15991.0
100873347	0.0	0.0
100873346	0.0	0.0
3687	562.0	1244.0
100873345	1.0	0.0
3688	22162.0	52564.0
100873344	1.0	0.0
3689	1595.0	6365.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	1.0	0.0
100873371	1.0	0.0
100873370	0.0	0.0
728498	24.0	1.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	1.0
728492	49.0	63.0
100873375	0.0	0.0
100128710	0.0	0.0
285533	99.0	67.0
100873374	0.0	0.0
728495	1.0	0.0
100873373	0.0	0.0
100128712	0.0	1.0
1044	4.0	21.0
1043	338.0	3148.0
1041	1.0	2.0
1040	2482.0	5666.0
1039	1286.0	4849.0
1038	5.0	14.0
1036	542.0	349.0
3696	5518.0	2522.0
3697	6.0	11.0
100873379	0.0	0.0
3698	1651.0	227.0
100873378	1.0	1.0
3699	109.0	65.0
100873377	0.0	0.0
728486	2.0	5.0
100873361	0.0	0.0
105373869	1.0	338.0
100873360	0.0	0.0
285540	152.0	83.0
100128705	6.0	0.0
100873365	2.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	5.0	1.0
100873362	0.0	0.0
100128701	3.0	0.0
1054	2000.0	2874.0
285547	0.0	0.0
1053	0.0	3.0
285548	5.0	1.0
1052	2231.0	1902.0
1051	2744.0	8154.0
728489	6.0	5.0
1050	631.0	1334.0
100128707	0.0	0.0
1048	8.0	379.0
1047	269.0	722.0
1046	0.0	0.0
1045	1.0	1.0
100873369	20.0	6.0
100873368	0.0	0.0
100873367	0.0	2.0
100873366	0.0	0.0
105373877	4.0	1.0
1066	1004.0	1418.0
1063	962.0	11127.0
1062	230.0	1305.0
1061	5.0	0.0
1060	2822.0	1461.0
440253	177.0	51.0
1059	3685.0	6566.0
1058	33.0	468.0
1057	4.0	2.0
85379	13296.0	8325.0
114112	755.0	408.0
1056	29.0	16.0
85377	3136.0	1547.0
85378	4525.0	1028.0
128745	3.0	6.0
85376	14.0	15.0
440248	607.0	156.0
1075	2516.0	5877.0
1074	17.0	27.0
1073	1577.0	728.0
1072	17479.0	54243.0
1071	10.0	174.0
440243	0.0	0.0
1070	949.0	659.0
1069	2474.0	6381.0
1068	0.0	0.0
85369	2400.0	1999.0
85366	1.0	15.0
85364	1154.0	560.0
85365	2128.0	1592.0
85363	2079.0	2174.0
85360	645.0	774.0
1080	270.0	57.0
85391	3.0	6.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	1.0	0.0
1088	2.0	1.0
153733	642.0	386.0
1087	3.0	112.0
1086	0.0	0.0
440279	37.0	13.0
1085	3.0	2.0
1084	3.0	4.0
440278	112.0	150.0
1082	0.0	0.0
403294	0.0	0.0
440275	4653.0	4420.0
1081	0.0	9.0
85397	4.0	4.0
85395	488.0	582.0
403285	0.0	0.0
1091	0.0	0.0
1090	1.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	1.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	2.0	3.0
440270	2655.0	209.0
1089	4.0	9.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	5.0	11.0
285598	1211.0	414.0
126133	1029.0	1739.0
128790	0.0	0.0
126129	157.0	220.0
126123	1.0	0.0
442862	0.0	0.0
126119	326.0	753.0
442863	0.0	0.0
442864	1.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	1.0	0.0
442895	0.0	0.0
114131	1.0	0.0
442896	0.0	0.0
114132	14.0	13.0
442897	0.0	0.0
442898	3.0	0.0
114134	473.0	922.0
442899	0.0	0.0
100128790	0.0	0.0
128760	6.0	3.0
100128788	110.0	115.0
100128787	0.0	0.0
440225	0.0	0.0
440224	1.0	0.0
442890	0.0	0.0
442891	0.0	0.0
442892	0.0	0.0
128756	0.0	0.0
100128782	181.0	78.0
100128781	4.0	0.0
403230	0.0	0.0
403231	1.0	0.0
403232	0.0	0.0
645560	5.0	1.0
403234	0.0	0.0
403235	3.0	1.0
403236	0.0	0.0
63982	43.0	26.0
102466616	0.0	0.0
126052	0.0	0.0
151009	65.0	10.0
403227	44.0	0.0
403228	0.0	0.0
138046	7.0	68.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	2.0
645572	0.0	0.0
645571	2.0	24.0
403223	0.0	1.0
403224	0.0	0.0
403226	0.0	0.0
200634	1139.0	31.0
107131122	0.0	0.0
138050	6545.0	5615.0
403219	2.0	0.0
151011	5622.0	3052.0
645587	5.0	7.0
165679	223.0	6251.0
126037	69.0	66.0
114049	2878.0	3142.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	1.0	5.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	602.0	715.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	2253.0	1423.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	178.0	68.0
100033820	0.0	0.0
106481480	1.0	0.0
106481481	0.0	0.0
138065	147.0	288.0
645598	1.0	0.0
163007	0.0	0.0
114038	0.0	2.0
645591	0.0	0.0
106481495	3.0	0.0
114041	297.0	81.0
106481496	0.0	0.0
114042	1.0	10.0
106481493	0.0	0.0
114043	12.0	63.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	354.0	185.0
126017	602.0	683.0
106481497	0.0	0.0
106481498	0.0	0.0
85303	0.0	0.0
85300	7.0	0.0
85301	4703.0	470.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	3.0	0.0
102466656	2.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1345.0	2128.0
106481459	0.0	0.0
26994	6542.0	15388.0
106481457	22.0	8.0
26995	2227.0	2735.0
106481458	0.0	0.0
403271	0.0	0.0
26998	12.0	2.0
403272	0.0	0.0
102466659	0.0	0.0
26999	989.0	1941.0
403273	0.0	0.0
102466658	6.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	2.0
106481460	4.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2599.0	2111.0
106481467	0.0	0.0
106481464	3.0	0.0
106481465	0.0	0.0
104310351	1.0	0.0
403263	0.0	0.0
403264	0.0	1.0
403265	0.0	0.0
403266	1.0	0.0
138009	1.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	222.0	673.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	1.0	2.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	3095.0	17827.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	980.0	758.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	5.0	2.0
106481437	0.0	0.0
26974	429.0	101.0
153657	54.0	99.0
106481438	7.0	0.0
106481435	0.0	0.0
26973	1713.0	1231.0
165631	100.0	248.0
106481436	1.0	0.0
26978	21.0	11.0
126075	754.0	592.0
106481439	0.0	0.0
403250	0.0	0.0
126074	185.0	210.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1089.0	1735.0
106481444	8.0	0.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	1721.0	2547.0
85354	0.0	0.0
85352	20.0	118.0
403241	0.0	0.0
344462	1.0	2.0
403244	0.0	0.0
403245	0.0	0.0
153642	588.0	376.0
153643	8.0	5.0
403247	0.0	0.0
403248	0.0	0.0
26985	3763.0	4726.0
106481448	1.0	0.0
26986	73964.0	65687.0
126069	194.0	80.0
106481449	0.0	0.0
126068	966.0	387.0
106481446	0.0	0.0
26983	0.0	0.0
26984	942.0	985.0
106481447	0.0	0.0
106481451	0.0	1.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	588.0	85.0
106481455	0.0	0.0
85349	120.0	235.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	1.0	2.0
85347	0.0	0.0
26980	6.0	2.0
106481454	1.0	0.0
403238	0.0	0.0
85344	6.0	11.0
403239	0.0	0.0
85345	1.0	0.0
85343	0.0	0.0
344454	10.0	12.0
85340	3.0	0.0
100873394	0.0	0.0
100873393	3.0	0.0
100873392	6.0	4.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	3.0	0.0
63901	3221.0	3008.0
100873390	0.0	0.0
728556	58.0	139.0
106481419	1.0	0.0
100128817	0.0	0.0
728558	150.0	95.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	585.0	464.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	1.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	4.0	3.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	298.0	299.0
100873384	0.0	0.0
285601	7.0	15.0
106481426	0.0	0.0
106481427	0.0	1.0
222005	2.0	0.0
63910	171.0	156.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	812.0	376.0
222008	1.0	1.0
106481428	0.0	0.0
106481429	0.0	1.0
63905	2451.0	1828.0
63904	1.0	0.0
106481430	4.0	0.0
163071	51.0	14.0
63906	765.0	607.0
106481433	0.0	0.0
63908	1264.0	473.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	2.0	0.0
285613	72.0	71.0
63920	447.0	480.0
63923	842.0	562.0
63922	759.0	487.0
728577	290.0	54.0
63925	1975.0	1481.0
63924	1104.0	1427.0
63916	2694.0	5285.0
63917	3496.0	2873.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	3.0	0.0
728564	1.0	0.0
285622	0.0	1.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1592.0	1851.0
106481402	0.0	0.0
63931	1761.0	1833.0
106481403	2.0	3.0
63934	1206.0	101.0
728567	7.0	0.0
106481408	0.0	0.0
163088	7.0	2.0
63933	2264.0	3221.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3019.0	2158.0
163087	969.0	526.0
728568	375.0	379.0
106481407	7.0	17.0
3704	1357.0	2825.0
3705	2544.0	3336.0
63926	871.0	1276.0
3706	2.0	17.0
63929	1255.0	995.0
3707	3217.0	5326.0
63928	3.0	2.0
3708	10868.0	5077.0
106481411	0.0	0.0
3709	14510.0	5369.0
106481412	0.0	0.0
106481410	1.0	0.0
3700	48.0	12.0
3702	267.0	1002.0
3703	9988.0	21386.0
645506	0.0	0.0
151050	1594.0	708.0
645520	0.0	0.0
63941	979.0	2232.0
63940	586.0	1829.0
63943	264.0	593.0
728517	0.0	0.0
163033	308.0	254.0
258010	2197.0	2128.0
63947	0.0	0.0
63946	4.0	36.0
728513	0.0	0.0
100033803	0.0	0.0
3716	13753.0	19547.0
100033804	0.0	0.0
3717	2079.0	1386.0
100033805	0.0	0.0
3718	512.0	1588.0
63939	1275.0	1785.0
100033806	0.0	0.0
100190799	4.0	4.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	116.0	52.0
3710	4482.0	7218.0
3712	5927.0	1989.0
3713	1.0	49.0
3714	3775.0	1717.0
63950	2.0	6.0
728505	0.0	0.0
63951	115.0	10.0
100033807	0.0	0.0
728501	36.0	17.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	3721.0	6936.0
100033814	0.0	0.0
3727	6889.0	6255.0
63948	0.0	0.0
100033815	0.0	0.0
222052	1.0	0.0
3728	18900.0	22585.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	2420.0	2708.0
151056	391.0	228.0
3725	27823.0	24479.0
645528	0.0	1.0
728532	39.0	26.0
163059	456.0	234.0
728538	2.0	1.0
728537	314.0	129.0
63967	88.0	694.0
3737	13.0	12.0
3738	79.0	204.0
3739	4.0	1.0
645538	0.0	0.0
3730	1441.0	3635.0
3732	5105.0	7057.0
3734	0.0	0.0
3735	7293.0	7328.0
3736	211.0	99.0
63970	267.0	49.0
3750	159.0	310.0
63971	5404.0	3871.0
63974	0.0	0.0
163049	3269.0	1871.0
63973	189.0	1137.0
63976	68.0	87.0
222068	5062.0	6079.0
63978	2.0	0.0
63977	837.0	869.0
63979	1244.0	870.0
728524	0.0	0.0
3748	396.0	509.0
163051	44.0	24.0
3749	3659.0	1152.0
163050	70.0	34.0
3741	35.0	43.0
645548	8.0	17.0
3743	7.0	2.0
3744	0.0	0.0
3745	466.0	297.0
3746	12.0	14.0
3747	178.0	1.0
285671	780.0	363.0
285672	1744.0	1271.0
100873431	0.0	2.0
100873430	0.0	0.0
3760	158.0	570.0
285676	149.0	36.0
3761	1.0	0.0
100128657	0.0	0.0
285679	4.0	2.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	1199.0	248.0
283008	2.0	0.0
3751	99.0	252.0
100873435	0.0	0.0
3752	2876.0	1313.0
100873434	0.0	0.0
3753	81.0	14.0
100873433	0.0	0.0
3754	86.0	13.0
100873432	0.0	0.0
3755	110.0	184.0
100873439	0.0	0.0
3756	12.0	377.0
100873438	0.0	0.0
3757	81.0	40.0
100873437	0.0	0.0
3758	8.0	22.0
100873436	0.0	0.0
100873420	5.0	0.0
3770	157.0	69.0
3772	49.0	264.0
100861458	1.0	0.0
100861453	21.0	11.0
100861455	0.0	0.0
1107	13204.0	13605.0
1106	9767.0	5610.0
1105	4208.0	2737.0
1104	2058.0	2931.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1681.0	852.0
1101	2875.0	107.0
3762	151.0	508.0
100873424	0.0	0.0
3763	4.0	86.0
100128640	213.0	148.0
100873423	0.0	0.0
3764	330.0	562.0
100873422	0.0	0.0
3765	8.0	25.0
100873421	1.0	0.0
3766	18.0	77.0
100873428	0.0	0.0
3767	897.0	513.0
100873427	0.0	0.0
3768	66.0	421.0
1109	2.0	2.0
100873426	3.0	3.0
1108	15944.0	25400.0
3769	14.0	9.0
100873425	0.0	0.0
100128637	1.0	0.0
100128639	1.0	0.0
3780	19.0	19.0
100873453	0.0	0.0
3781	37.0	47.0
100873452	0.0	0.0
3782	283.0	653.0
100873451	0.0	0.0
3783	4927.0	784.0
100873450	0.0	0.0
1121	1995.0	1899.0
100861468	0.0	0.0
1120	259.0	56.0
100861469	0.0	0.0
1118	301.0	2642.0
1117	1958.0	602.0
1116	3491.0	3674.0
1114	9.0	20.0
1113	4.0	10.0
1112	5020.0	3611.0
1111	497.0	1271.0
3773	254.0	13.0
100873457	0.0	0.0
100873456	0.0	0.0
3775	407.0	3115.0
100873455	0.0	0.0
3776	706.0	924.0
100873454	0.0	0.0
3777	352.0	187.0
3778	3432.0	1556.0
3779	2129.0	238.0
100873459	0.0	0.0
1119	3833.0	970.0
100128627	5.0	1.0
100128626	0.0	0.0
3790	843.0	2022.0
100128628	9.0	1.0
3791	2256.0	5800.0
100873442	0.0	0.0
3792	155.0	69.0
100873441	2.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	15.0	20.0
1131	330.0	46.0
1130	3271.0	5288.0
100861476	1.0	0.0
1129	0.0	0.0
1128	859.0	244.0
1124	200.0	440.0
1123	524.0	1756.0
1122	1827.0	5751.0
100861470	0.0	0.0
3784	443.0	1967.0
100873446	0.0	0.0
3785	14.0	0.0
100873445	0.0	0.0
3786	198.0	192.0
100873444	0.0	0.0
3787	108.0	38.0
100873443	0.0	0.0
3788	2.0	22.0
100873449	5.0	2.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	133.0	38.0
100128618	6.0	0.0
728597	3.0	1.0
100128617	0.0	1.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	120.0	16.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	0.0	5.0
285634	3.0	3.0
1142	1.0	1.0
1141	172.0	10.0
285636	3003.0	4835.0
1140	460.0	513.0
728599	3.0	2.0
1139	16.0	2.0
1138	73.0	556.0
1137	4.0	3.0
100861485	0.0	0.0
1136	18.0	34.0
1135	25.0	1.0
1134	18.0	103.0
1133	23.0	44.0
3795	313.0	181.0
100873479	5.0	3.0
3796	1685.0	2191.0
100873478	0.0	0.0
3797	1144.0	1803.0
100873477	3.0	0.0
3798	335.0	31.0
100873476	0.0	0.0
3799	13056.0	16954.0
100873460	0.0	0.0
728586	27.0	26.0
285641	8.0	0.0
100873464	1.0	0.0
100873463	0.0	0.0
100873462	2.0	3.0
285643	0.0	11.0
100128603	1.0	0.0
100873461	0.0	0.0
1154	2805.0	2506.0
1153	21008.0	7131.0
1152	566.0	7024.0
285647	44.0	14.0
728589	22.0	51.0
728588	2.0	68.0
1149	188.0	187.0
1147	1617.0	2185.0
1146	3.0	3.0
1145	56.0	43.0
1144	0.0	1.0
100873468	0.0	0.0
100873467	1.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	1.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	1.0	0.0
100873494	0.0	0.0
1164	305.0	1114.0
1163	801.0	1996.0
285659	0.0	0.0
1161	479.0	493.0
1160	273.0	114.0
1159	181.0	690.0
1158	6.0	28.0
1157	0.0	0.0
1155	1284.0	3002.0
550643	966.0	1420.0
283025	0.0	1.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	1786.0	3508.0
1175	1706.0	7016.0
285668	8.0	6.0
1174	1345.0	4249.0
1173	11187.0	19807.0
550631	201.0	274.0
100873489	0.0	0.0
283014	17.0	6.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	51.0	30.0
1186	2706.0	5027.0
1185	1762.0	717.0
1184	334.0	805.0
1183	353.0	394.0
1182	8156.0	12325.0
1181	299.0	296.0
440375	42.0	63.0
1180	42.0	56.0
1179	2.0	4.0
1178	0.0	2.0
283089	4.0	2.0
85495	0.0	0.0
85480	201.0	21.0
283080	0.0	0.0
1198	2980.0	2349.0
1197	2.0	0.0
1196	2549.0	2226.0
1195	9105.0	2543.0
440366	3.0	2.0
1193	750.0	1470.0
1192	8092.0	21593.0
1191	41099.0	18094.0
1188	10.0	13.0
283078	73.0	35.0
85486	5.0	4.0
128615	0.0	0.0
85481	0.0	0.0
128611	89.0	328.0
440396	88.0	56.0
128609	0.0	0.0
128602	0.0	168.0
440387	2.0	8.0
128674	0.0	2.0
128676	1.0	0.0
114026	0.0	0.0
100861402	3.0	5.0
126014	75.0	267.0
440335	647.0	633.0
100128690	0.0	0.0
114034	814.0	839.0
126006	164.0	18.0
114036	21.0	18.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	49.0	87.0
100861412	1.0	0.0
105180390	1.0	1.0
100128685	0.0	0.0
100128681	0.0	23.0
105180391	0.0	0.0
100128682	3.0	12.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	2.0	1.0
200728	195.0	173.0
440356	5.0	10.0
440354	155.0	77.0
440352	0.0	1.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	1.0	2.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	7.0	3.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	18.0	3.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	76.0	23.0
200734	4189.0	10595.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	4.0	3.0
100873408	0.0	0.0
100873407	1.0	0.0
100861430	16.0	10.0
100873402	0.0	0.0
100873401	0.0	1.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	3291.0	2212.0
100873406	0.0	0.0
100873405	0.0	1.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	1.0	0.0
645443	1.0	4.0
165530	181.0	39.0
85409	331.0	401.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	3.0	2.0
106481383	1.0	1.0
85417	71.0	82.0
106481384	0.0	0.0
103106903	6.0	0.0
85414	345.0	1651.0
106481389	0.0	0.0
85415	2509.0	1274.0
106481387	0.0	0.0
85413	2.0	3.0
106481388	8.0	3.0
645436	2.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	6.0	25.0
106481380	0.0	0.0
11	0.0	0.0
403341	950.0	681.0
12	786.0	44.0
13	0.0	15.0
14	5506.0	11130.0
15	7.0	10.0
16	5999.0	5063.0
645455	18.0	19.0
18	3181.0	1176.0
19	2329.0	2584.0
128580	50.0	5.0
85407	181.0	119.0
106481396	0.0	0.0
106481397	2.0	0.0
106481394	0.0	0.0
85406	1498.0	1931.0
106481395	1.0	0.0
85403	1593.0	2218.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	4396.0	3606.0
106481390	1.0	0.0
21	3279.0	5922.0
106481391	0.0	0.0
22	1590.0	1838.0
153571	396.0	1082.0
153572	4988.0	2535.0
23	4145.0	5787.0
24	137.0	88.0
25	6730.0	6144.0
26	15.0	149.0
27	2510.0	3856.0
28	524.0	195.0
29	5018.0	4578.0
153579	1336.0	528.0
728615	0.0	1.0
728614	0.0	0.0
200765	373.0	414.0
106481358	1.0	0.0
106481359	0.0	0.0
728611	59.0	30.0
102466518	1.0	0.0
102466516	3.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	1.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	1046.0	897.0
106481362	0.0	0.0
106481367	0.0	1.0
85437	2365.0	3070.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	373.0	160.0
106481366	0.0	0.0
30	2190.0	3618.0
106481360	3.0	0.0
31	6931.0	17545.0
32	4140.0	2362.0
33	94.0	53.0
34	3391.0	2724.0
35	1138.0	484.0
153562	1511.0	2201.0
36	8268.0	1108.0
37	15832.0	7959.0
38	2534.0	3429.0
440307	8.0	12.0
39	1165.0	1432.0
165545	13.0	15.0
106481369	0.0	0.0
728606	400.0	51.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	3.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	1.0	0.0
403315	2.0	0.0
40	8.0	44.0
106481370	0.0	0.0
41	883.0	296.0
106481371	0.0	0.0
43	84.0	231.0
645486	1.0	0.0
47	9554.0	24362.0
48	2731.0	2613.0
49	17.0	10.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	1.0	0.0
106481337	1.0	0.0
106481341	0.0	0.0
106481342	5.0	4.0
106481340	0.0	0.0
85458	4315.0	2838.0
106481345	1.0	0.0
