id	f50438de-b313-4b2e-97e1-302cdfb9d9d7	23aca662-0b7d-4e3f-97f2-3f35c143bdd8
101929179	0.0	0.0
388112	1.0	0.0
339105	38.0	36.0
83707	828.0	848.0
83706	821.0	804.0
10734	180.0	97.0
10733	152.0	2901.0
83714	458.0	69.0
10736	136.0	1631.0
401648	3.0	7.0
643739	0.0	0.0
10735	9036.0	15776.0
401647	165.0	81.0
10738	0.0	0.0
401646	0.0	0.0
10737	10.0	1.0
10739	3.0	1.0
376132	0.0	1.0
10730	9796.0	28180.0
101929184	0.0	0.0
10732	1083.0	3706.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	27.0	29.0
124221	9.0	30.0
124222	218.0	3212.0
114897	9440.0	1971.0
114898	381.0	44.0
124220	378.0	2049.0
114899	474.0	2314.0
391777	16.0	15.0
10745	678.0	2419.0
56104	58.0	27.0
83700	3186.0	1321.0
401638	1.0	1.0
10744	0.0	1.0
56105	125.0	32.0
10747	145.0	17.0
401637	0.0	0.0
56106	289.0	132.0
10746	4718.0	13580.0
56107	305.0	105.0
10749	13461.0	6932.0
56100	486.0	141.0
401634	0.0	0.0
10748	150.0	29.0
56101	383.0	603.0
56102	76.0	35.0
56103	185.0	97.0
643744	3.0	1.0
10741	1691.0	1935.0
56108	105.0	44.0
10740	19.0	58.0
643749	208.0	103.0
56109	225.0	130.0
10743	1131.0	4199.0
342732	3.0	92.0
10742	3537.0	918.0
101929198	1.0	12.0
101929196	0.0	0.0
100420811	1.0	1.0
114884	769.0	1846.0
317774	0.0	1.0
114885	1875.0	4244.0
401630	0.0	0.0
317772	1.0	7.0
100419821	0.0	0.0
56110	242.0	78.0
317778	0.0	0.0
83729	13.0	34.0
317775	0.0	1.0
83734	445.0	401.0
10712	1346.0	1913.0
83733	686.0	165.0
10714	1188.0	2982.0
126868	22.0	141.0
317769	0.0	2.0
100419829	0.0	1.0
10713	2475.0	6468.0
317768	0.0	176.0
10716	4.0	28.0
100419827	0.0	0.0
56111	271.0	100.0
10715	3.0	76.0
56112	193.0	460.0
56113	295.0	74.0
83732	1127.0	2035.0
10718	14.0	1.0
10717	805.0	965.0
56114	35.0	275.0
388125	53.0	112.0
401629	0.0	0.0
317781	864.0	731.0
388122	2.0	0.0
83719	2667.0	1646.0
56120	6.0	2.0
56121	456.0	79.0
114876	9319.0	3047.0
388121	300.0	517.0
83716	4989.0	9920.0
83715	97.0	1159.0
114879	1770.0	2486.0
100420829	0.0	0.0
10723	3094.0	2390.0
56126	247.0	423.0
83723	0.0	72.0
126859	6.0	11.0
56127	205.0	266.0
10725	4712.0	3394.0
56128	55.0	325.0
56129	340.0	94.0
10724	17277.0	7616.0
114880	347.0	93.0
56122	543.0	818.0
388115	661.0	134.0
401613	1.0	2.0
114881	316.0	487.0
10726	3965.0	6724.0
56123	290.0	909.0
401612	248.0	159.0
114882	7894.0	8954.0
56124	236.0	123.0
10728	13611.0	34298.0
114883	5513.0	5567.0
56125	417.0	454.0
643766	1.0	0.0
10721	58.0	1755.0
10720	218.0	17.0
100420830	1.0	0.0
136259	133.0	4.0
100420834	0.0	0.0
317751	281.0	12.0
124274	1.0	0.0
388152	8.0	22.0
317754	0.0	1.0
317753	1.0	2.0
317749	775.0	1335.0
342705	0.0	0.0
151888	33.0	9.0
151887	93528.0	21662.0
136263	8.0	1.0
100420841	0.0	0.0
101929145	279.0	596.0
100420843	0.0	0.0
100293090	254.0	71.0
148254	389.0	426.0
317762	500.0	2874.0
317761	21.0	1.0
100419854	0.0	0.0
317760	13.0	21.0
317767	1.0	1.0
100271715	34.0	26.0
148252	243.0	1464.0
100271722	324.0	179.0
199834	0.0	0.0
388135	239.0	705.0
101929152	4.0	1.0
100420854	0.0	1.0
222950	54.0	17.0
100419867	0.0	0.0
148266	510.0	1076.0
100419868	2.0	1.0
148268	575.0	1030.0
100419866	4.0	0.0
100420859	0.0	0.0
124245	1487.0	2726.0
317729	1.0	1.0
136288	2.0	17.0
199800	114.0	3.0
101930150	0.0	1.0
163882	1750.0	2307.0
388165	166.0	25.0
100419873	0.0	1.0
100271700	35.0	65.0
100271703	0.0	0.0
100271702	1.0	22.0
100420875	1.0	1.0
100420877	0.0	1.0
388199	2.0	0.0
22794	8383.0	8662.0
22795	2467.0	1238.0
22796	1707.0	3388.0
22797	327.0	289.0
22798	13.0	11.0
317705	0.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	2.0	5.0
100420881	0.0	0.0
388181	0.0	2.0
100419893	0.0	2.0
222967	3.0	1.0
219333	2851.0	4441.0
136227	1.0	612.0
222962	6255.0	593.0
148213	177.0	1355.0
388182	71.0	5.0
100419895	0.0	4.0
317716	0.0	0.0
148203	150.0	472.0
317719	26.0	6.0
148206	214.0	378.0
163859	1467.0	2579.0
101929110	6.0	5.0
101929111	0.0	0.0
219348	1531.0	17.0
219347	240.0	3339.0
100420898	3.0	2.0
148223	586.0	820.0
10799	176.0	1230.0
136242	7.0	1.0
10791	1934.0	459.0
10794	94.0	145.0
10793	262.0	1770.0
10795	1740.0	3272.0
10798	0.0	0.0
10797	1452.0	21863.0
101929121	0.0	0.0
101929120	0.0	0.0
101929127	57.0	0.0
317701	0.0	0.0
220323	5223.0	1424.0
148231	0.0	0.0
148229	84.0	242.0
151877	9.0	16.0
151871	0.0	0.0
93035	236.0	10.0
161176	14347.0	1036.0
56097	8.0	26.0
56098	12.0	8.0
56099	814.0	186.0
93034	8.0	130.0
283927	444.0	6.0
220359	8.0	17.0
653073	0.0	1.0
653075	5.0	0.0
256302	5404.0	482.0
105373144	0.0	9.0
81050	0.0	0.0
199786	7.0	8.0
256309	47.0	34.0
100420792	0.0	0.0
95681	653.0	461.0
283914	0.0	0.0
81047	0.0	0.0
197131	3213.0	8309.0
197135	46.0	22.0
653061	6.0	0.0
93058	573.0	392.0
161198	3301.0	232.0
283902	1.0	0.0
220382	26.0	28.0
81078	1.0	0.0
81079	0.0	0.0
81075	0.0	0.0
81076	0.0	0.0
100114903	0.0	0.0
199777	593.0	1832.0
81061	0.0	0.0
653082	174.0	72.0
81090	0.0	0.0
100271649	0.0	0.0
199746	222.0	420.0
100271655	7.0	1.0
81099	0.0	0.0
100271650	3.0	1.0
199745	236.0	792.0
148170	249.0	106.0
256364	2907.0	1573.0
163786	297.0	1410.0
220388	55.0	34.0
100271639	0.0	0.0
163782	1748.0	392.0
100271646	17.0	5.0
283953	0.0	4.0
256355	78.0	7.0
100271644	1.0	0.0
283951	301.0	1724.0
256356	1367.0	5376.0
100271643	0.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	8.0	25.0
148189	490.0	721.0
93099	377.0	1555.0
100271627	4.0	3.0
283948	76.0	17.0
256329	35.0	43.0
100271634	0.0	0.0
100271636	0.0	1.0
100271630	0.0	0.0
100271633	1.0	0.0
100271632	2.0	3.0
199720	5.0	34.0
93082	39.0	45.0
161145	345.0	460.0
100271617	0.0	0.0
100271616	0.0	1.0
161142	7.0	3.0
100271619	0.0	0.0
148198	31.0	396.0
100271618	1.0	1.0
100271624	0.0	0.0
100271623	2.0	2.0
283933	160.0	53.0
100271625	0.0	0.0
93081	307.0	1136.0
100271620	1.0	0.0
283932	109.0	234.0
100271622	0.0	0.0
100271621	0.0	0.0
199731	548.0	429.0
100124332	0.0	1.0
643664	1.0	2.0
256394	44.0	7.0
83637	3208.0	4614.0
83636	5796.0	1302.0
401565	9.0	2.0
401563	22.0	9.0
401562	16.0	8.0
401561	8.0	1.0
283999	0.0	0.0
283994	0.0	1.0
643668	3.0	10.0
283991	1228.0	2537.0
340198	19.0	0.0
643669	6.0	3.0
340192	0.0	2.0
643680	58.0	3.0
197196	4.0	8.0
56033	0.0	1176.0
401551	3.0	6.0
83657	31.0	46.0
83656	0.0	1.0
83659	2.0	3.0
283989	423.0	3574.0
83658	4436.0	6449.0
401548	1685.0	3783.0
56034	3492.0	9112.0
283987	1672.0	7183.0
256369	0.0	10.0
401546	207.0	1645.0
83655	0.0	0.0
283985	1.0	15.0
283982	0.0	0.0
283981	30.0	17.0
643677	6.0	10.0
83650	1.0	0.0
197187	133.0	127.0
449520	1.0	1.0
401541	176.0	488.0
401540	0.0	0.0
83639	2.0	1.0
83638	1719.0	2226.0
256380	12.0	2.0
449518	0.0	0.0
83648	50.0	189.0
401537	4.0	6.0
83647	0.0	0.0
83641	6862.0	4943.0
401535	6.0	5.0
83643	9531.0	830.0
401533	1.0	1.0
643689	9.0	31.0
283971	0.0	0.0
83640	405.0	587.0
283970	3.0	11.0
114826	1212.0	903.0
114827	40.0	325.0
378706	0.0	1.0
378707	0.0	0.0
378708	92.0	214.0
339184	0.0	1.0
339186	0.0	0.0
56052	718.0	1613.0
114821	100.0	8.0
114822	153.0	341.0
114823	6778.0	1159.0
114824	1.0	12.0
114825	947.0	1503.0
643699	148.0	22.0
340168	0.0	0.0
114815	92.0	4.0
114817	0.0	0.0
114818	1201.0	66.0
114819	151.0	41.0
339175	841.0	1353.0
56063	317.0	276.0
653017	0.0	0.0
56061	3296.0	10994.0
56062	173.0	24.0
114814	104.0	120.0
83667	976.0	976.0
83666	2945.0	5916.0
83660	14989.0	2095.0
340156	86.0	38.0
83661	1.0	3.0
114804	3938.0	1437.0
114805	209.0	63.0
340152	42.0	102.0
339168	0.0	2.0
114800	240.0	7.0
114801	311.0	1007.0
93010	170.0	209.0
114803	2001.0	1544.0
83697	1.0	0.0
81034	1324.0	2825.0
81035	8793.0	2361.0
83696	2183.0	1897.0
83699	4892.0	184.0
81037	5211.0	10524.0
83698	67.0	13.0
401588	95.0	173.0
83693	1474.0	2759.0
81030	26.0	43.0
83692	9092.0	2170.0
81031	2006.0	13082.0
83695	518.0	1922.0
81033	0.0	6.0
83694	177.0	688.0
340146	0.0	13.0
83690	1067.0	185.0
81027	14.0	15.0
81029	407.0	359.0
653042	0.0	0.0
653045	0.0	9.0
81025	2.0	2.0
401577	204.0	274.0
22877	5566.0	6534.0
22878	3620.0	4703.0
22879	2963.0	3219.0
22870	2412.0	9179.0
22871	326.0	4.0
22872	13739.0	19345.0
22873	1033.0	1305.0
22874	1412.0	11203.0
22875	2605.0	182.0
22876	1276.0	1361.0
10899	4566.0	4914.0
10898	1387.0	1254.0
10891	303.0	20.0
136540	0.0	0.0
10890	8855.0	25970.0
10893	176.0	87.0
10892	1962.0	1844.0
136541	0.0	0.0
10895	2.0	3.0
342426	0.0	0.0
10894	10123.0	69.0
10897	1678.0	3784.0
10896	12.0	12.0
22888	822.0	464.0
22889	1732.0	1357.0
22880	1970.0	4134.0
124540	2317.0	10621.0
22881	660.0	208.0
22882	2721.0	3358.0
22883	8286.0	18113.0
22884	1341.0	1553.0
22885	6006.0	5660.0
22887	4861.0	4081.0
342419	0.0	9.0
124538	0.0	0.0
124535	0.0	0.0
148523	279.0	310.0
283598	0.0	0.0
283596	108.0	653.0
283592	0.0	15.0
22856	2268.0	6113.0
161514	0.0	0.0
731424	16.0	7.0
22858	2652.0	4991.0
22859	3760.0	8952.0
22850	1458.0	2609.0
22852	653.0	1859.0
22853	1465.0	2343.0
22854	106.0	18.0
10877	1.0	28.0
10876	1.0	1.0
100419909	0.0	1.0
10879	0.0	0.0
10878	48.0	15.0
148534	1548.0	3097.0
104169670	4.0	0.0
104169671	2.0	0.0
100419903	7.0	22.0
283587	4.0	5.0
10871	76.0	112.0
10870	127.0	51.0
10873	1457.0	81.0
10875	7744.0	648.0
10874	2.0	4.0
22866	717.0	8.0
22868	2152.0	2351.0
22869	1376.0	800.0
100309464	0.0	0.0
161502	10.0	6.0
100420901	0.0	0.0
22861	2705.0	567.0
22862	5540.0	5511.0
22863	2335.0	4018.0
22864	2357.0	2854.0
22865	12.0	1.0
10888	6.0	5.0
56203	16.0	2.0
643609	0.0	0.0
56204	5283.0	4489.0
10887	66.0	0.0
124512	898.0	2093.0
148545	8.0	2.0
283579	1.0	0.0
283578	2482.0	2474.0
10880	1.0	0.0
283576	4.0	1.0
10882	6.0	110.0
10881	0.0	0.0
10884	2078.0	3247.0
283571	34.0	3.0
10886	24.0	14.0
10885	2354.0	8808.0
22834	2376.0	11228.0
22835	646.0	1792.0
22836	10757.0	17691.0
22837	11210.0	2636.0
101929059	13.0	3.0
22838	1469.0	2329.0
22839	4170.0	8421.0
100420910	2.0	3.0
100420916	0.0	0.0
22832	739.0	551.0
124590	0.0	361.0
10855	155.0	358.0
10857	11808.0	31898.0
10856	1770.0	3823.0
10859	169.0	146.0
10858	289.0	19.0
100126793	14.0	11.0
10850	0.0	0.0
643617	0.0	3.0
643615	9.0	4.0
100126791	50.0	85.0
22844	156.0	4.0
22845	1008.0	1829.0
22846	1559.0	989.0
22847	2271.0	1522.0
22848	4430.0	6514.0
22849	486.0	293.0
112597	351.0	1198.0
100420920	3.0	1.0
100420921	0.0	2.0
100420924	0.0	0.0
124583	2462.0	15624.0
100420926	0.0	22.0
22841	2340.0	1587.0
100420927	0.0	0.0
100419930	0.0	0.0
22843	11.0	15.0
10866	1360.0	849.0
100420919	0.0	0.0
10865	836.0	740.0
10868	1275.0	1152.0
10867	3813.0	3650.0
10869	4035.0	5824.0
10861	113.0	348.0
101929074	23.0	37.0
10864	0.0	0.0
101929071	0.0	0.0
10863	179.0	295.0
22813	0.0	1.0
22814	0.0	4.0
643641	989.0	518.0
22815	0.0	0.0
22816	0.0	0.0
22818	6698.0	10553.0
10829	2.0	1.0
100419945	0.0	0.0
83849	112.0	200.0
83855	161.0	850.0
10833	0.0	1.0
83854	8.0	23.0
83857	11293.0	217.0
10835	2.0	1.0
83856	258.0	279.0
10834	11.0	0.0
83851	18.0	2.0
10837	2.0	1.0
100419948	0.0	14.0
83850	49.0	718.0
10836	0.0	0.0
100419949	0.0	0.0
83853	14.0	23.0
10838	1685.0	1335.0
83852	1088.0	884.0
124565	6018.0	7541.0
100419947	0.0	4.0
22808	20587.0	3694.0
22809	1228.0	4015.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	1.0	91.0
22822	1472.0	1782.0
22823	1059.0	3590.0
22824	676.0	226.0
101929086	2.0	8.0
22826	6015.0	6092.0
22827	3976.0	11223.0
643653	1.0	0.0
22828	2612.0	3557.0
22829	2.0	12.0
112574	3735.0	3884.0
100419955	0.0	0.0
56241	974.0	15475.0
100420946	0.0	0.0
56242	618.0	707.0
22820	8887.0	43316.0
22821	4967.0	2589.0
100419950	0.0	0.0
10844	3410.0	3628.0
83844	0.0	1.0
10846	707.0	285.0
10845	2997.0	2677.0
10848	703.0	2014.0
56243	5850.0	15124.0
10847	7394.0	16752.0
56244	1.0	0.0
56245	38.0	3.0
10849	130.0	385.0
56246	945.0	2.0
643646	59.0	58.0
10840	10422.0	15.0
10842	8.0	0.0
101929093	0.0	0.0
10841	5.0	21.0
643648	0.0	2.0
101929010	0.0	1.0
100420950	2.0	2.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	0.0	1.0
100419963	1.0	0.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	2.0	1.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	1.0
100419971	0.0	0.0
100419972	3.0	1.0
100271601	0.0	0.0
100419979	0.0	1.0
100420972	0.0	0.0
100420975	0.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	1.0	1.0
391436	1.0	0.0
161582	29.0	29.0
124599	43.0	8.0
101929052	0.0	0.0
391485	0.0	11.0
222611	0.0	0.0
100187716	0.0	0.0
391490	0.0	0.0
391496	0.0	0.0
22899	3615.0	146.0
391462	0.0	0.0
22891	77.0	153.0
22893	1414.0	2090.0
22894	4019.0	5322.0
22895	6.0	20.0
148581	2.0	0.0
22897	1047.0	1114.0
22898	1589.0	858.0
22890	2567.0	3777.0
391470	1.0	0.0
391472	0.0	0.0
391475	0.0	1.0
101929008	24.0	29.0
222659	2.0	6.0
440894	29.0	254.0
222658	9621.0	10306.0
102724035	0.0	0.0
100271575	0.0	0.0
100271577	0.0	3.0
100271571	0.0	0.0
81175	2.0	7.0
81176	2.0	12.0
100271570	0.0	0.0
93145	3447.0	733.0
440888	0.0	0.0
222642	0.0	2.0
222643	28.0	16.0
401289	24.0	0.0
401288	62.0	61.0
401285	0.0	0.0
81166	0.0	0.0
100271564	11.0	4.0
81168	0.0	0.0
100271566	4.0	10.0
81169	0.0	0.0
81162	0.0	1.0
81163	0.0	0.0
100271563	1.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	0.0	1.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	1.0	2.0
100271551	0.0	0.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	0.0	0.0
81194	0.0	0.0
450232	1.0	1.0
401260	0.0	0.0
220001	242.0	84.0
222662	2.0	32.0
401265	2518.0	109.0
222663	145.0	2201.0
220002	2332.0	6024.0
93166	286.0	371.0
401264	726.0	545.0
220004	96.0	31.0
100271539	0.0	0.0
401262	15.0	1.0
93164	355.0	1337.0
100271547	0.0	0.0
100271549	0.0	2.0
81188	0.0	0.0
100271543	0.0	0.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	22.0	6.0
81185	1.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1419.0	1569.0
440854	9.0	20.0
222698	181.0	30.0
222696	49.0	16.0
161497	8.0	0.0
100271529	4.0	2.0
222699	15.0	88.0
100271536	0.0	0.0
100271538	1.0	4.0
100271537	0.0	0.0
93190	0.0	0.0
283601	0.0	0.0
100271531	0.0	0.0
283600	0.0	0.0
220042	62.0	1367.0
93183	1079.0	2263.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	1777.0	3626.0
100271525	0.0	0.0
100271526	10.0	12.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	11.0	0.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	0.0	1.0
100271516	0.0	0.0
100271510	0.0	2.0
220064	564.0	676.0
220047	0.0	1.0
100271503	0.0	0.0
10808	3545.0	14416.0
56130	139.0	291.0
10807	1211.0	1731.0
56131	467.0	150.0
56132	259.0	70.0
10809	1074.0	2438.0
220081	12.0	3.0
83756	17.0	43.0
10811	146.0	61.0
56137	10.0	389.0
10810	5314.0	642.0
83755	0.0	0.0
56138	26.0	236.0
83758	144.0	288.0
10813	1195.0	2241.0
56139	66.0	159.0
401207	236.0	34.0
220082	2.0	3.0
83757	0.0	0.0
83752	7044.0	9034.0
56133	323.0	830.0
10815	160.0	36.0
10814	0.0	0.0
56134	60.0	79.0
10817	312.0	150.0
56135	82.0	163.0
10816	0.0	5.0
283643	86.0	552.0
56136	26.0	3.0
643535	1.0	7.0
643536	0.0	0.0
22800	2293.0	1335.0
22801	3828.0	5067.0
643550	2.0	5.0
22802	52.0	0.0
22803	5505.0	5378.0
440804	2.0	0.0
22806	247.0	213.0
22807	477.0	1329.0
10819	37.0	139.0
56140	2.0	8.0
10818	3026.0	4310.0
56141	15.0	14.0
56142	28.0	20.0
56143	8.0	67.0
83737	4687.0	10897.0
220070	0.0	0.0
10822	1.0	0.0
283638	2187.0	4009.0
83744	324.0	484.0
10821	25.0	0.0
10824	1.0	2.0
83746	1733.0	2654.0
10823	0.0	0.0
83741	0.0	0.0
283635	1965.0	4089.0
10826	8149.0	1148.0
220074	597.0	472.0
56144	21.0	76.0
10825	646.0	965.0
56145	95.0	38.0
83740	0.0	0.0
83743	1376.0	2237.0
56146	16.0	18.0
10828	0.0	3.0
10827	1540.0	1394.0
83742	2906.0	8773.0
56147	20.0	37.0
283631	1.0	1.0
10820	62.0	0.0
440836	465.0	221.0
643563	0.0	0.0
56154	3.0	0.0
81109	0.0	1.0
283629	98.0	13.0
56159	3.0	22.0
81115	0.0	0.0
81116	0.0	0.0
56155	27.0	95.0
283624	1520.0	172.0
102724097	15.0	139.0
256006	32.0	77.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	4.0	2.0
81114	0.0	0.0
81110	0.0	0.0
440829	0.0	17.0
440823	63.0	222.0
440822	0.0	1.0
56163	38.0	34.0
56164	13.0	7.0
256021	51.0	36.0
56165	70.0	13.0
83759	771.0	1472.0
56160	1026.0	720.0
10800	670.0	63.0
283617	0.0	0.0
81104	0.0	0.0
10802	2651.0	5889.0
10801	7611.0	26802.0
10804	0.0	93.0
10803	3.0	12.0
56167	0.0	0.0
10806	1232.0	1182.0
56168	0.0	0.0
56169	10.0	115.0
643582	0.0	0.0
643586	1.0	13.0
256076	0.0	15.0
401253	0.0	0.0
56171	82.0	62.0
401251	5.0	6.0
56172	4565.0	5186.0
401250	2.0	0.0
81137	0.0	0.0
81138	0.0	0.0
83795	0.0	0.0
102724076	0.0	0.0
102724077	9.0	9.0
283688	1.0	0.0
401247	1.0	25.0
81136	0.0	0.0
283687	161.0	139.0
283685	0.0	0.0
93109	568.0	1120.0
283682	16.0	4.0
100126825	0.0	0.0
93107	0.0	1.0
643596	6.0	15.0
56180	484.0	1206.0
93100	1290.0	2015.0
401242	0.0	3.0
256085	0.0	0.0
56181	4181.0	2281.0
81126	0.0	0.0
81127	0.0	0.0
83787	1931.0	2410.0
283677	1.0	1.0
401237	193.0	567.0
83786	1470.0	972.0
401236	34.0	0.0
283673	56.0	12.0
93134	1923.0	1751.0
401233	0.0	0.0
401232	129.0	207.0
256051	473.0	636.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	35.0	6.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	1.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	987.0	1473.0
283659	259.0	185.0
100271587	0.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	1.0	0.0
283651	31.0	55.0
100271585	0.0	0.0
100271584	0.0	5.0
100271581	0.0	0.0
22998	14281.0	39755.0
22999	33.0	1.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	8872.0	4112.0
100151671	0.0	0.0
100151672	0.0	2.0
22992	6292.0	14943.0
22993	1989.0	2762.0
100151674	1.0	0.0
22994	312.0	1689.0
83903	19.0	410.0
22995	390.0	435.0
83902	0.0	1.0
22996	753.0	5873.0
22997	110.0	2.0
100151670	0.0	0.0
100151686	1.0	1.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	1.0	0.0
100151683	3.0	6.0
100151684	2.0	9.0
100151685	0.0	0.0
100151681	2.0	0.0
56302	2.0	38.0
83901	0.0	0.0
342538	13.0	2.0
83900	0.0	0.0
56300	0.0	0.0
56301	5912.0	0.0
124411	821.0	1532.0
22976	761.0	1572.0
22977	60.0	33.0
22978	1442.0	1404.0
22979	111.0	521.0
22970	32.0	29.0
22971	650.0	487.0
22974	252.0	9395.0
83932	495.0	1589.0
10998	205.0	31.0
83931	4947.0	2175.0
342527	74.0	72.0
148418	39.0	25.0
83933	163.0	61.0
124404	1.0	0.0
10999	1049.0	1022.0
124401	392.0	533.0
124402	422.0	2408.0
83930	1392.0	1268.0
56311	3.0	3.0
10990	2177.0	30.0
100126693	0.0	28.0
10992	12860.0	17941.0
606500	0.0	0.0
10991	610.0	921.0
10994	2901.0	11579.0
10993	36.0	141.0
22987	21.0	6.0
22989	16.0	23.0
22980	5407.0	5235.0
22981	407.0	371.0
22982	5453.0	3040.0
22983	9.0	254.0
22984	1998.0	3877.0
22985	6206.0	11729.0
22986	12.0	7.0
58986	1385.0	3233.0
148423	801.0	1536.0
58985	33.0	32.0
342510	53.0	257.0
283694	0.0	0.0
283693	19.0	4.0
283692	4.0	5.0
22954	1190.0	1444.0
22955	3698.0	1596.0
112487	1183.0	3035.0
22950	1588.0	5338.0
391524	0.0	1.0
22952	8.0	3.0
22953	0.0	3.0
391526	0.0	0.0
10975	3078.0	1699.0
83953	1.0	4.0
10978	587.0	868.0
83955	17.0	16.0
10979	20711.0	8983.0
112495	1620.0	3573.0
10970	3672.0	11170.0
56339	1531.0	1467.0
10972	18890.0	33006.0
10971	13298.0	63857.0
10974	0.0	0.0
10973	2430.0	26010.0
401409	7.0	74.0
112479	1044.0	2531.0
112476	121.0	143.0
391530	0.0	0.0
83939	7104.0	10233.0
56341	1.0	1.0
391533	1.0	1.0
124460	184.0	248.0
83935	510.0	73.0
83938	613.0	109.0
391538	0.0	10.0
83937	3683.0	791.0
10987	2961.0	4578.0
83943	899.0	432.0
83942	0.0	0.0
10989	5576.0	13077.0
10988	4993.0	8177.0
56342	60.0	129.0
124454	1247.0	3357.0
56344	0.0	0.0
83941	1486.0	2822.0
83940	1328.0	1790.0
643503	0.0	0.0
10981	1283.0	2139.0
112483	2853.0	913.0
10980	4388.0	5731.0
10983	31764.0	27673.0
10982	3329.0	1416.0
643507	3.0	3.0
10985	8023.0	14427.0
10984	445.0	364.0
22932	462.0	158.0
22933	4446.0	4543.0
22934	954.0	1721.0
22936	5123.0	5237.0
22937	4157.0	2422.0
22938	3667.0	6118.0
112464	1542.0	389.0
22930	6177.0	14089.0
22931	5959.0	11026.0
81309	0.0	0.0
391504	4.0	1.0
10954	1021.0	6010.0
10953	937.0	5486.0
10956	16033.0	17350.0
81315	0.0	0.0
10955	20390.0	33111.0
391508	0.0	3.0
81316	0.0	0.0
10957	6023.0	9765.0
124446	4360.0	4145.0
81310	0.0	0.0
10959	15235.0	35259.0
22929	2919.0	4048.0
10950	796.0	669.0
10952	2838.0	4186.0
10951	3241.0	9760.0
22943	22.0	298.0
22944	679.0	1259.0
22945	0.0	0.0
22947	0.0	0.0
22948	6970.0	32103.0
22949	3140.0	804.0
83957	1.0	0.0
22941	683.0	946.0
83959	201.0	860.0
10965	3682.0	2394.0
391518	1.0	0.0
10964	2770.0	654.0
81304	0.0	0.0
10966	925.0	652.0
10969	1685.0	3495.0
81300	0.0	0.0
10961	4819.0	11338.0
10960	4754.0	6658.0
643529	70.0	24.0
10963	4448.0	16177.0
10962	184.0	496.0
148479	2029.0	2482.0
197407	280.0	635.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	1.0	1.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	1148.0	1834.0
391548	2.0	0.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	2.0	5.0
391552	2.0	0.0
474383	0.0	1.0
474382	0.0	0.0
222701	1.0	0.0
767569	0.0	0.0
391559	17.0	5.0
767577	0.0	0.0
767579	1.0	0.0
767578	1.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	2.0	11.0
207107	46.0	39.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	4.0	0.0
474345	4.0	0.0
474344	5737.0	342.0
474343	101.0	55.0
246717	2.0	3.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	3.0	37.0
161406	22.0	11.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	1.0	0.0
100151640	7.0	6.0
100151641	0.0	0.0
246715	0.0	2.0
767557	3.0	7.0
606553	0.0	0.0
606551	35.0	10.0
474354	7.0	1.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	0.0	0.0
161436	47.0	118.0
100151655	0.0	0.0
391584	0.0	2.0
100151656	0.0	0.0
100151650	0.0	0.0
