id	9151bbcc-ecef-40fc-8834-e24ff848e1a2	5891f699-0097-48dd-b35a-0f8999af21c8
403271	0.0	0.0
26998	2.0	0.0
403272	0.0	1.0
102466659	0.0	0.0
26999	1427.0	1473.0
403273	0.0	0.0
102466658	4.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	2.0	2.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2545.0	2447.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	1.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	15.0	0.0
106481471	0.0	0.0
85329	679.0	2266.0
106481472	0.0	0.0
106481477	0.0	1.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	1124.0	27117.0
106481470	0.0	1.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	1156.0	778.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	2.0	0.0
106481437	0.0	0.0
26974	512.0	322.0
153657	59.0	11.0
106481438	0.0	9.0
106481435	0.0	0.0
26973	1275.0	933.0
165631	178.0	233.0
106481436	0.0	2.0
26978	14.0	2.0
126075	843.0	911.0
106481439	0.0	0.0
403250	0.0	0.0
126074	246.0	212.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1032.0	1090.0
106481444	18.0	7.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	1691.0	2555.0
85354	0.0	0.0
85352	144.0	244.0
403241	3.0	3.0
344462	0.0	2.0
403244	0.0	0.0
403245	0.0	0.0
153642	471.0	510.0
153643	22.0	38.0
403247	0.0	0.0
403248	0.0	0.0
26985	3645.0	3735.0
106481448	0.0	0.0
26986	111476.0	45699.0
126069	287.0	180.0
106481449	0.0	0.0
126068	1152.0	717.0
106481446	0.0	0.0
26983	0.0	0.0
26984	930.0	721.0
106481447	0.0	0.0
106481451	6.0	0.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	573.0	60.0
106481455	0.0	0.0
85349	69.0	4.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	1.0	1.0
85347	0.0	0.0
26980	2.0	1.0
106481454	0.0	0.0
403238	0.0	0.0
85344	5.0	35.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	2.0	17.0
85340	0.0	0.0
100873394	0.0	2.0
100873393	6.0	2.0
100873392	5.0	7.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	1.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	3495.0	2203.0
100873390	1.0	0.0
728556	34.0	48.0
106481419	2.0	0.0
100128817	0.0	0.0
728558	162.0	145.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	550.0	423.0
106481423	0.0	0.0
106481420	1.0	0.0
106481421	0.0	0.0
100873399	0.0	1.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	2.0	0.0
100873380	0.0	1.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	232.0	247.0
100873384	0.0	0.0
285601	2.0	12.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	1.0	1.0
63910	327.0	427.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	538.0	447.0
222008	11.0	0.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	3157.0	2151.0
63904	0.0	0.0
106481430	0.0	1.0
163071	55.0	20.0
63906	637.0	803.0
106481433	0.0	0.0
63908	830.0	528.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	9.0	0.0
285613	64.0	110.0
63920	691.0	247.0
63923	2904.0	1370.0
63922	455.0	894.0
728577	131.0	32.0
63925	2640.0	1505.0
63924	2038.0	7400.0
63916	3275.0	2716.0
63917	3431.0	2496.0
106481400	0.0	0.0
106481401	1.0	0.0
728562	7.0	1.0
728564	4.0	2.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1826.0	1210.0
106481402	1.0	0.0
63931	1790.0	1557.0
106481403	0.0	1.0
63934	1257.0	231.0
728567	8.0	4.0
106481408	0.0	0.0
163088	9.0	3.0
63933	2200.0	1429.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	4042.0	2339.0
163087	1268.0	618.0
728568	478.0	518.0
106481407	9.0	12.0
3704	1443.0	1655.0
3705	2686.0	6803.0
63926	748.0	1294.0
3706	7.0	80.0
63929	1398.0	1192.0
3707	2862.0	3221.0
63928	4.0	2.0
3708	13296.0	2899.0
106481411	0.0	0.0
3709	11786.0	3020.0
106481412	0.0	0.0
106481410	1.0	0.0
3700	76.0	22.0
3702	279.0	556.0
3703	11238.0	7561.0
645506	0.0	0.0
151050	1318.0	760.0
645520	0.0	0.0
63941	989.0	2596.0
63940	975.0	1156.0
63943	268.0	379.0
728517	0.0	0.0
163033	395.0	249.0
258010	1782.0	1010.0
63947	0.0	0.0
63946	2.0	0.0
728513	0.0	0.0
100033803	0.0	0.0
3716	16492.0	21559.0
100033804	0.0	0.0
3717	1074.0	1287.0
100033805	0.0	0.0
3718	747.0	925.0
63939	1687.0	1176.0
100033806	0.0	0.0
100190799	2.0	3.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	131.0	65.0
3710	5841.0	4884.0
3712	5369.0	4696.0
3713	0.0	1.0
3714	3857.0	1724.0
63950	1.0	0.0
728505	1.0	1.0
63951	32.0	83.0
100033807	0.0	0.0
728501	53.0	21.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	1210.0	3608.0
100033814	0.0	0.0
3727	3387.0	3352.0
63948	0.0	0.0
100033815	0.0	0.0
222052	3.0	5.0
3728	24286.0	18827.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1981.0	1559.0
151056	471.0	137.0
3725	5193.0	6176.0
645528	6.0	5.0
728532	21.0	26.0
163059	446.0	249.0
728538	2.0	11.0
728537	427.0	124.0
63967	45.0	509.0
3737	27.0	17.0
3738	179.0	177.0
3739	3.0	10.0
645538	0.0	0.0
3730	931.0	1360.0
3732	4671.0	1807.0
3734	0.0	0.0
3735	9816.0	4867.0
3736	165.0	106.0
63970	299.0	6.0
3750	340.0	289.0
63971	7138.0	8581.0
63974	0.0	0.0
163049	2922.0	2195.0
63973	175.0	0.0
63976	103.0	140.0
222068	5559.0	5589.0
63978	1.0	0.0
63977	1084.0	614.0
63979	869.0	790.0
728524	0.0	0.0
3748	724.0	191.0
163051	45.0	12.0
3749	4059.0	553.0
163050	50.0	38.0
3741	13.0	44.0
645548	10.0	31.0
3743	5.0	2.0
3744	0.0	0.0
3745	495.0	384.0
3746	24.0	5.0
3747	385.0	1.0
285671	683.0	375.0
285672	1715.0	1655.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	21.0	11.0
285676	143.0	39.0
3761	0.0	0.0
100128657	0.0	0.0
285679	0.0	4.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	1514.0	311.0
283008	0.0	1.0
3751	117.0	562.0
100873435	0.0	0.0
3752	1567.0	2256.0
100873434	0.0	0.0
3753	81.0	27.0
100873433	0.0	0.0
3754	36.0	18.0
100873432	0.0	0.0
3755	117.0	7.0
100873439	0.0	0.0
3756	8.0	658.0
100873438	0.0	0.0
3757	65.0	49.0
100873437	0.0	0.0
3758	2.0	6.0
100873436	0.0	0.0
100873420	3.0	1.0
3770	195.0	54.0
3772	41.0	120.0
100861458	0.0	0.0
100861453	28.0	2.0
100861455	0.0	0.0
1107	13319.0	8040.0
1106	9469.0	6155.0
1105	3258.0	3055.0
1104	1486.0	1880.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1641.0	891.0
1101	1663.0	1361.0
3762	245.0	395.0
100873424	0.0	0.0
3763	16.0	10.0
100128640	235.0	70.0
100873423	0.0	0.0
3764	682.0	1133.0
100873422	2.0	0.0
3765	7.0	4.0
100873421	0.0	0.0
3766	33.0	82.0
100873428	0.0	0.0
3767	248.0	291.0
100873427	0.0	0.0
3768	59.0	152.0
1109	0.0	1.0
100873426	0.0	0.0
1108	14889.0	18846.0
3769	23.0	7.0
100873425	0.0	0.0
100128637	0.0	0.0
100128639	0.0	0.0
3780	27.0	12.0
100873453	0.0	0.0
3781	90.0	34.0
100873452	0.0	0.0
3782	457.0	387.0
100873451	0.0	0.0
3783	3735.0	481.0
100873450	0.0	0.0
1121	1803.0	1931.0
100861468	0.0	0.0
1120	454.0	142.0
100861469	0.0	0.0
1118	196.0	390.0
1117	1653.0	299.0
1116	6660.0	287.0
1114	7.0	11.0
1113	38.0	5.0
1112	5112.0	6944.0
1111	361.0	431.0
3773	292.0	32.0
100873457	3.0	0.0
100873456	0.0	0.0
3775	371.0	2306.0
100873455	0.0	0.0
3776	1249.0	122.0
100873454	0.0	0.0
3777	287.0	104.0
3778	2922.0	635.0
3779	4331.0	159.0
100873459	0.0	1.0
1119	3403.0	1039.0
100128627	5.0	2.0
100128626	0.0	0.0
3790	1635.0	1252.0
100128628	4.0	5.0
3791	3438.0	7098.0
100873442	0.0	0.0
3792	85.0	25.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	5.0	6.0
1131	339.0	84.0
1130	2982.0	2478.0
100861476	0.0	0.0
1129	0.0	1.0
1128	1160.0	6.0
1124	209.0	329.0
1123	720.0	624.0
1122	1596.0	1589.0
100861470	0.0	0.0
3784	651.0	339.0
100873446	0.0	0.0
3785	2.0	11.0
100873445	0.0	0.0
3786	220.0	153.0
100873444	0.0	0.0
3787	97.0	7.0
100873443	0.0	0.0
3788	8.0	90.0
100873449	19.0	8.0
100873448	0.0	0.0
100873447	1.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	221.0	34.0
100128618	0.0	0.0
728597	2.0	2.0
100128617	0.0	1.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	118.0	12.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	3.0	2.0
285634	0.0	4.0
1142	0.0	0.0
1141	197.0	112.0
285636	2363.0	2682.0
1140	668.0	305.0
728599	5.0	2.0
1139	30.0	9.0
1138	75.0	106.0
1137	6.0	5.0
100861485	0.0	0.0
1136	9.0	12.0
1135	2.0	2.0
1134	4.0	67.0
1133	15.0	16.0
3795	345.0	669.0
100873479	6.0	3.0
3796	1759.0	2521.0
100873478	1.0	0.0
3797	1183.0	2416.0
100873477	16.0	1.0
3798	367.0	7.0
100873476	0.0	0.0
3799	10591.0	12350.0
100873460	0.0	0.0
728586	33.0	12.0
285641	0.0	1.0
100873464	4.0	2.0
100873463	0.0	0.0
100873462	5.0	1.0
285643	0.0	3.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	2373.0	4244.0
1153	27872.0	17879.0
1152	791.0	2049.0
285647	19.0	20.0
728589	17.0	8.0
728588	3.0	2.0
1149	480.0	3613.0
1147	1520.0	2269.0
1146	3.0	4.0
1145	106.0	66.0
1144	3.0	2.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	2.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	243.0	693.0
1163	1121.0	1806.0
285659	0.0	0.0
1161	499.0	501.0
1160	218.0	205.0
1159	286.0	74.0
1158	1.0	9.0
1157	0.0	0.0
1155	1655.0	2242.0
550643	1306.0	1759.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	1920.0	2624.0
1175	2152.0	4121.0
285668	11.0	4.0
1174	1243.0	2017.0
1173	13087.0	15608.0
550631	153.0	84.0
100873489	0.0	0.0
283014	11.0	6.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	77.0	43.0
1186	3253.0	5222.0
1185	2468.0	1347.0
1184	536.0	691.0
1183	293.0	459.0
1182	7295.0	6753.0
1181	338.0	696.0
440375	40.0	43.0
1180	64.0	9.0
1179	1.0	0.0
1178	0.0	0.0
283089	15.0	2.0
85495	0.0	0.0
85480	236.0	61.0
283080	0.0	0.0
1198	3524.0	2569.0
1197	0.0	2.0
1196	2904.0	2429.0
1195	9760.0	3085.0
440366	3.0	4.0
1193	1008.0	1295.0
1192	8790.0	11884.0
1191	35250.0	36660.0
1188	48.0	7.0
283078	68.0	187.0
85486	6.0	3.0
128615	0.0	0.0
85481	0.0	1.0
128611	138.0	212.0
440396	61.0	57.0
128609	0.0	0.0
128602	0.0	6.0
440387	1.0	0.0
128674	1.0	0.0
128676	0.0	0.0
114026	0.0	0.0
100861402	1.0	1.0
126014	121.0	234.0
440335	768.0	4004.0
100128690	0.0	0.0
114034	578.0	695.0
126006	70.0	46.0
114036	22.0	47.0
100128696	0.0	0.0
100128688	1.0	0.0
126003	48.0	39.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	1.0
105180391	0.0	0.0
100128682	0.0	1.0
100128678	1.0	0.0
100861429	0.0	0.0
128653	3.0	1.0
200728	200.0	98.0
440356	3.0	60.0
440354	44.0	52.0
440352	1.0	3.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	2.0	4.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	5.0	4.0
100873410	0.0	0.0
100873417	1.0	1.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	253.0	41.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	276.0	251.0
200734	3914.0	3642.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	4.0	2.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	1.0	1.0
100873402	0.0	0.0
100873401	3.0	4.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	4072.0	3912.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	3.0	3.0
165530	239.0	53.0
85409	260.0	554.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	8.0	0.0
106481383	3.0	2.0
85417	37.0	81.0
106481384	0.0	0.0
103106903	4.0	1.0
85414	655.0	531.0
106481389	0.0	0.0
85415	2556.0	324.0
106481387	0.0	0.0
85413	27.0	0.0
106481388	10.0	3.0
645436	0.0	1.0
106481381	0.0	0.0
106481382	0.0	0.0
10	14.0	10.0
106481380	0.0	0.0
11	0.0	1.0
403341	1364.0	1005.0
12	281.0	1007.0
13	25.0	207.0
14	5028.0	6852.0
15	8.0	11.0
16	5726.0	5140.0
645455	15.0	11.0
18	2240.0	13391.0
19	2410.0	6151.0
128580	5.0	8.0
85407	108.0	579.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1380.0	1546.0
106481395	0.0	0.0
85403	1463.0	3282.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	5256.0	3805.0
106481390	0.0	0.0
21	2497.0	5140.0
106481391	0.0	0.0
22	1718.0	1344.0
153571	576.0	69.0
153572	5209.0	238.0
23	3889.0	4934.0
24	250.0	65.0
25	6353.0	6081.0
26	20.0	80.0
27	2203.0	3332.0
28	1485.0	102.0
29	5796.0	4329.0
153579	1433.0	2509.0
728615	0.0	0.0
728614	0.0	0.0
200765	454.0	259.0
106481358	0.0	1.0
106481359	0.0	0.0
728611	7.0	14.0
102466518	0.0	0.0
102466516	5.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	1.0	0.0
85438	1.0	0.0
106481361	0.0	0.0
85439	1072.0	471.0
106481362	0.0	0.0
106481367	1.0	0.0
85437	2335.0	2161.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	296.0	154.0
106481366	0.0	0.0
30	1950.0	2258.0
106481360	0.0	0.0
31	7196.0	12616.0
32	4626.0	10547.0
33	105.0	278.0
34	2759.0	3619.0
35	998.0	1329.0
153562	1317.0	1277.0
36	6294.0	8065.0
37	12862.0	7120.0
38	2899.0	3542.0
440307	12.0	9.0
39	1558.0	461.0
165545	4.0	378.0
106481369	0.0	0.0
728606	118.0	26.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	2.0	0.0
106481378	2.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	1.0	1.0
40	11.0	3.0
106481370	0.0	0.0
41	1266.0	126.0
106481371	0.0	0.0
43	118.0	67.0
645486	1.0	0.0
47	9081.0	20100.0
48	3504.0	8191.0
