id	6fd3a29c-c757-42ed-82ae-f597ae2a4f13	de85d8f5-101f-44b1-8d71-fb6949a709a5
101929184	0.0	2.0
10732	2420.0	1328.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	21.0	11.0
124221	33.0	38.0
124222	65.0	570.0
114897	676.0	1914.0
114898	155.0	37.0
124220	5.0	9.0
114899	163.0	98.0
391777	25.0	18.0
10745	565.0	939.0
56104	77.0	25.0
83700	1052.0	1348.0
401638	2.0	0.0
10744	0.0	0.0
56105	100.0	454.0
10747	65.0	168.0
401637	0.0	0.0
56106	283.0	1085.0
10746	6139.0	9106.0
56107	182.0	202.0
10749	17269.0	17222.0
56100	390.0	441.0
401634	0.0	0.0
10748	94.0	150.0
56101	512.0	713.0
56102	67.0	34.0
56103	67.0	56.0
643744	14.0	14.0
10741	4673.0	9317.0
56108	254.0	45.0
10740	26.0	12.0
643749	373.0	369.0
56109	193.0	256.0
10743	3594.0	9154.0
342732	5.0	2.0
10742	1958.0	1474.0
101929198	4.0	27.0
101929196	4.0	3.0
100420811	10.0	3.0
114884	397.0	508.0
317774	1.0	0.0
114885	1453.0	1872.0
401630	2.0	0.0
317772	5.0	2.0
100419821	1.0	0.0
56110	68.0	45.0
317778	0.0	0.0
83729	5.0	4.0
317775	0.0	0.0
83734	594.0	873.0
10712	1473.0	732.0
83733	47.0	63.0
10714	1020.0	1616.0
126868	8.0	1.0
317769	0.0	0.0
100419829	0.0	0.0
10713	2645.0	5207.0
317768	0.0	0.0
10716	3.0	3.0
100419827	0.0	0.0
56111	77.0	130.0
10715	60.0	48.0
56112	145.0	929.0
56113	412.0	528.0
83732	1020.0	1191.0
10718	14.0	14.0
10717	959.0	1044.0
56114	37.0	40.0
388125	7.0	191.0
401629	0.0	0.0
317781	2210.0	3190.0
388122	1.0	0.0
83719	2186.0	3967.0
56120	3.0	20.0
56121	218.0	416.0
114876	2704.0	1381.0
388121	169.0	41.0
83716	1104.0	416.0
83715	12.0	1536.0
114879	1297.0	2689.0
100420829	1.0	0.0
10723	3217.0	4928.0
56126	60.0	85.0
83723	4.0	2.0
126859	52.0	49.0
56127	57.0	45.0
10725	5207.0	10064.0
56128	8.0	6.0
56129	95.0	55.0
10724	8150.0	22869.0
114880	340.0	85.0
56122	118.0	147.0
388115	4212.0	595.0
401613	0.0	4.0
114881	1126.0	1900.0
10726	6857.0	8619.0
56123	100.0	84.0
401612	179.0	192.0
114882	3082.0	6657.0
56124	57.0	43.0
10728	15565.0	25472.0
114883	5907.0	7353.0
56125	227.0	323.0
643766	0.0	0.0
10721	9.0	48.0
10720	63.0	0.0
100420830	0.0	0.0
136259	2.0	1.0
100420834	0.0	0.0
317751	9.0	11.0
124274	0.0	0.0
388152	67.0	96.0
317754	0.0	0.0
317753	1.0	0.0
317749	486.0	489.0
342705	4.0	0.0
151888	6.0	12.0
151887	7576.0	11105.0
136263	0.0	0.0
100420841	0.0	0.0
101929145	239.0	446.0
100420843	5.0	0.0
100293090	62.0	31.0
148254	677.0	470.0
317762	2337.0	3781.0
317761	1.0	0.0
100419854	0.0	0.0
317760	25.0	23.0
317767	3.0	0.0
100271715	85.0	46.0
148252	27.0	36.0
100271722	291.0	695.0
199834	0.0	0.0
388135	92.0	20.0
101929152	0.0	0.0
100420854	0.0	0.0
222950	47.0	60.0
100419867	0.0	0.0
148266	789.0	728.0
100419868	7.0	4.0
148268	847.0	844.0
100419866	3.0	0.0
100420859	0.0	0.0
124245	2799.0	4071.0
317729	0.0	0.0
136288	19.0	11.0
199800	11.0	31.0
101930150	0.0	0.0
163882	3729.0	3324.0
388165	61.0	188.0
100419873	0.0	0.0
100271700	44.0	80.0
100271703	0.0	0.0
100271702	25.0	0.0
100420875	1.0	0.0
100420877	1.0	3.0
388199	1.0	3.0
22794	11269.0	15341.0
22795	4853.0	16260.0
22796	1891.0	2472.0
22797	16.0	218.0
22798	25.0	13.0
317705	0.0	1.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	1.0	0.0
138881	1.0	4.0
100420881	0.0	0.0
388181	1.0	2.0
100419893	3.0	3.0
222967	2.0	4.0
219333	2574.0	3661.0
136227	4.0	22.0
222962	1428.0	319.0
148213	398.0	707.0
388182	22.0	12.0
100419895	0.0	0.0
317716	0.0	0.0
148203	323.0	427.0
317719	45.0	13.0
148206	1468.0	4569.0
163859	2339.0	3254.0
101929110	0.0	1.0
101929111	0.0	1.0
219348	371.0	152.0
219347	194.0	274.0
100420898	4.0	2.0
148223	2522.0	2487.0
10799	151.0	187.0
136242	7.0	4.0
10791	554.0	3004.0
10794	147.0	131.0
10793	1050.0	898.0
10795	2516.0	3078.0
10798	0.0	0.0
10797	370.0	1058.0
101929121	2.0	0.0
101929120	0.0	0.0
101929127	3.0	4.0
317701	0.0	0.0
220323	741.0	1535.0
148231	0.0	0.0
148229	119.0	68.0
151877	11.0	16.0
151871	0.0	0.0
93035	15408.0	56.0
161176	1416.0	737.0
56097	5.0	4.0
56098	12.0	5.0
56099	433.0	795.0
93034	23.0	17.0
283927	250.0	207.0
220359	24.0	11.0
653073	1.0	0.0
653075	9.0	7.0
256302	3412.0	2639.0
105373144	0.0	0.0
81050	0.0	0.0
199786	4.0	12.0
256309	477.0	175.0
100420792	0.0	0.0
95681	764.0	1385.0
283914	0.0	0.0
81047	0.0	0.0
197131	2747.0	3798.0
197135	28.0	22.0
653061	12.0	4.0
93058	635.0	747.0
161198	802.0	3139.0
283902	2.0	2.0
220382	219.0	24.0
81078	0.0	0.0
81079	0.0	0.0
81075	1.0	13.0
81076	0.0	1.0
100114903	2.0	0.0
199777	2100.0	3725.0
81061	0.0	0.0
653082	273.0	230.0
81090	0.0	0.0
100271649	0.0	0.0
199746	588.0	667.0
100271655	2.0	3.0
81099	1.0	0.0
100271650	21.0	32.0
199745	395.0	446.0
148170	76.0	814.0
256364	2439.0	5210.0
163786	244.0	278.0
220388	21.0	18.0
100271639	0.0	0.0
163782	26.0	9.0
100271646	6.0	28.0
283953	0.0	6.0
256355	34.0	46.0
100271644	0.0	0.0
283951	574.0	565.0
256356	1436.0	1330.0
100271643	0.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	0.0	2.0
148189	706.0	556.0
93099	5551.0	6655.0
100271627	4.0	7.0
283948	14.0	237.0
256329	250.0	143.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	0.0	2.0
100271633	1.0	0.0
100271632	2.0	2.0
199720	88.0	224.0
93082	2.0	3.0
161145	2588.0	657.0
100271617	0.0	0.0
100271616	2.0	1.0
161142	12.0	8.0
100271619	0.0	1.0
148198	105.0	128.0
100271618	0.0	0.0
100271624	0.0	0.0
100271623	1.0	0.0
283933	205.0	147.0
100271625	0.0	0.0
93081	311.0	241.0
100271620	0.0	3.0
283932	119.0	229.0
100271622	4.0	4.0
100271621	0.0	1.0
199731	597.0	740.0
100124332	0.0	1.0
643664	4.0	4.0
256394	0.0	0.0
83637	7050.0	10350.0
83636	1345.0	1966.0
401565	1.0	3.0
401563	19.0	50.0
401562	0.0	48.0
401561	0.0	0.0
283999	0.0	0.0
283994	0.0	0.0
643668	3.0	1.0
283991	1746.0	2507.0
340198	3.0	1.0
643669	7.0	34.0
340192	2.0	0.0
643680	3.0	6.0
197196	1.0	1.0
56033	5.0	12.0
401551	40.0	12.0
83657	105.0	17.0
83656	21.0	2.0
83659	20.0	1.0
283989	1191.0	2172.0
83658	5759.0	7071.0
401548	943.0	2917.0
56034	1630.0	6228.0
283987	1943.0	2436.0
256369	1.0	1.0
401546	8.0	7.0
83655	0.0	0.0
283985	2.0	3.0
283982	0.0	0.0
283981	21.0	24.0
643677	8.0	3.0
83650	0.0	5.0
197187	153.0	185.0
449520	15.0	11.0
401541	107.0	163.0
401540	0.0	1.0
83639	0.0	0.0
83638	3015.0	3883.0
256380	12.0	14.0
449518	0.0	0.0
83648	11262.0	3008.0
401537	3.0	6.0
83647	0.0	0.0
83641	1081.0	667.0
401535	4.0	3.0
83643	729.0	924.0
401533	1.0	3.0
643689	4.0	6.0
283971	1.0	1.0
83640	613.0	703.0
283970	4.0	7.0
114826	991.0	1149.0
114827	333.0	186.0
378706	1.0	4.0
378707	0.0	0.0
378708	287.0	179.0
339184	0.0	0.0
339186	2.0	0.0
56052	1483.0	1877.0
114821	494.0	273.0
114822	2297.0	5660.0
114823	5617.0	16768.0
114824	3.0	1.0
114825	1177.0	1720.0
643699	588.0	189.0
340168	4.0	0.0
114815	107.0	3.0
114817	0.0	0.0
114818	77.0	222.0
114819	257.0	424.0
339175	909.0	1194.0
56063	647.0	1413.0
653017	0.0	0.0
56061	4808.0	11652.0
56062	172.0	31.0
114814	87.0	112.0
83667	504.0	401.0
83666	1680.0	7016.0
83660	4561.0	1914.0
340156	215.0	108.0
83661	0.0	2.0
114804	466.0	124.0
114805	2.0	1.0
340152	32.0	474.0
339168	0.0	0.0
114800	1047.0	174.0
114801	62.0	83.0
93010	165.0	4098.0
114803	1609.0	3086.0
83697	4.0	26.0
81034	1166.0	1308.0
81035	860.0	259.0
83696	4025.0	5119.0
83699	14498.0	53133.0
81037	10236.0	14024.0
83698	16.0	2.0
401588	510.0	557.0
83693	5369.0	1756.0
81030	8.0	14.0
83692	4239.0	4627.0
81031	4468.0	5864.0
83695	1771.0	3419.0
81033	1.0	5.0
83694	263.0	98.0
340146	2.0	0.0
83690	1632.0	613.0
81027	24.0	18.0
81029	144.0	105.0
653042	0.0	0.0
653045	1.0	0.0
81025	3.0	1.0
401577	95.0	195.0
22877	11992.0	17900.0
22878	3173.0	6349.0
22879	5126.0	5724.0
22870	4600.0	8460.0
22871	114.0	0.0
22872	14445.0	13820.0
22873	168.0	130.0
22874	285.0	1747.0
22875	2349.0	2826.0
22876	2426.0	6215.0
10899	7520.0	7456.0
10898	1362.0	1331.0
10891	2596.0	70.0
136540	0.0	0.0
10890	9623.0	12547.0
10893	142.0	53.0
10892	1310.0	2957.0
136541	0.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	1413.0	28.0
10897	4112.0	4006.0
10896	10.0	20.0
22888	1226.0	1491.0
22889	1556.0	3130.0
22880	2239.0	3096.0
124540	8584.0	18277.0
22881	684.0	2039.0
22882	3711.0	8293.0
22883	18557.0	20462.0
22884	2564.0	2482.0
22885	424.0	369.0
22887	4418.0	5911.0
342419	2.0	0.0
124538	0.0	0.0
124535	3.0	2.0
148523	515.0	2004.0
283598	0.0	0.0
283596	350.0	495.0
283592	34.0	25.0
22856	1446.0	2470.0
161514	0.0	0.0
731424	0.0	1.0
22858	1404.0	1920.0
22859	6158.0	9260.0
22850	2228.0	2522.0
22852	450.0	841.0
22853	3127.0	4627.0
22854	4.0	8.0
10877	0.0	0.0
10876	0.0	0.0
100419909	0.0	0.0
10879	1.0	1.0
10878	10.0	7.0
148534	1109.0	3950.0
104169670	2.0	1.0
104169671	0.0	0.0
100419903	6.0	9.0
283587	2.0	7.0
10871	55.0	81.0
10870	54.0	104.0
10873	258.0	1203.0
10875	1442.0	580.0
10874	8.0	4047.0
22866	67.0	115.0
22868	1828.0	2234.0
22869	1047.0	1390.0
100309464	1.0	0.0
161502	6.0	6.0
100420901	0.0	0.0
22861	2722.0	4617.0
22862	10793.0	13171.0
22863	2210.0	2875.0
22864	2781.0	5261.0
22865	5.0	9.0
10888	486.0	136.0
56203	5.0	14.0
643609	0.0	0.0
56204	3872.0	4814.0
10887	0.0	5.0
124512	1744.0	1782.0
148545	1.0	20.0
283579	3.0	5.0
283578	5102.0	5591.0
10880	0.0	0.0
283576	19.0	2.0
10882	20.0	244.0
10881	0.0	1.0
10884	2484.0	3252.0
283571	12.0	56.0
10886	13.0	28.0
10885	1829.0	2641.0
22834	2677.0	2570.0
22835	975.0	1136.0
22836	2043.0	7552.0
22837	3527.0	4830.0
101929059	10.0	6.0
22838	3542.0	5954.0
22839	4723.0	12572.0
100420910	2.0	4.0
100420916	0.0	0.0
22832	859.0	1238.0
124590	0.0	3.0
10855	109.0	244.0
10857	10483.0	13957.0
10856	4499.0	5225.0
10859	15.0	162.0
10858	129.0	110.0
100126793	41.0	22.0
10850	0.0	0.0
643617	9.0	5.0
643615	1.0	21.0
100126791	8.0	16.0
22844	49.0	6.0
22845	1053.0	1639.0
22846	387.0	1833.0
22847	3540.0	4009.0
22848	10896.0	7797.0
22849	1636.0	1646.0
112597	81.0	265.0
100420920	0.0	0.0
100420921	0.0	0.0
100420924	0.0	0.0
124583	3180.0	5738.0
100420926	0.0	0.0
22841	3075.0	2552.0
100420927	0.0	0.0
100419930	0.0	0.0
22843	14.0	94.0
10866	264.0	659.0
100420919	0.0	0.0
10865	340.0	743.0
10868	5914.0	5127.0
10867	3514.0	9004.0
10869	6157.0	7739.0
10861	183.0	270.0
101929074	393.0	176.0
10864	0.0	0.0
101929071	0.0	0.0
10863	40.0	177.0
22813	1.0	2.0
22814	1.0	2.0
643641	2175.0	1670.0
22815	0.0	0.0
22816	0.0	0.0
22818	13094.0	14509.0
10829	5.0	3.0
100419945	0.0	0.0
83849	14.0	39.0
83855	490.0	1022.0
10833	2.0	2.0
83854	9.0	20.0
83857	468.0	1635.0
10835	7.0	0.0
83856	386.0	638.0
10834	0.0	0.0
83851	26.0	4.0
10837	0.0	0.0
100419948	0.0	0.0
83850	1731.0	4106.0
10836	0.0	1.0
100419949	1.0	0.0
83853	38.0	12.0
10838	1340.0	1776.0
83852	1766.0	1717.0
124565	15187.0	15643.0
100419947	0.0	1.0
22808	3732.0	4935.0
22809	1456.0	2317.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	0.0	9.0
22822	9812.0	12107.0
22823	1300.0	2604.0
22824	633.0	853.0
101929086	0.0	0.0
22826	6016.0	8483.0
22827	6638.0	12040.0
643653	0.0	0.0
22828	3809.0	5398.0
22829	0.0	0.0
112574	3295.0	6102.0
100419955	0.0	0.0
56241	821.0	1893.0
100420946	0.0	0.0
56242	1237.0	1872.0
22820	13029.0	15935.0
22821	1194.0	4153.0
100419950	5.0	1.0
10844	5599.0	7789.0
83844	0.0	1.0
10846	1110.0	5178.0
10845	2886.0	6026.0
10848	1785.0	4134.0
56243	11197.0	34939.0
10847	10593.0	16561.0
56244	2.0	3.0
56245	8.0	26.0
10849	189.0	355.0
56246	0.0	2.0
643646	74.0	77.0
10840	414.0	50.0
10842	0.0	2.0
101929093	0.0	0.0
10841	18.0	4.0
643648	0.0	0.0
101929010	0.0	0.0
100420950	0.0	0.0
100420952	0.0	0.0
100419964	0.0	1.0
100419962	0.0	0.0
100271605	0.0	0.0
100419963	0.0	3.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	1.0	0.0
101929026	0.0	0.0
101929025	11.0	13.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	1.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	1.0	0.0
100271601	1.0	0.0
100419979	0.0	0.0
100420972	0.0	0.0
100420975	0.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	1.0	0.0
391436	0.0	0.0
161582	212.0	191.0
124599	2.0	17.0
101929052	0.0	0.0
391485	0.0	0.0
222611	0.0	2.0
100187716	0.0	0.0
391490	0.0	0.0
391496	1.0	0.0
22899	429.0	2117.0
391462	0.0	0.0
22891	75.0	29.0
22893	4904.0	11840.0
22894	3093.0	4871.0
22895	1.0	8.0
148581	0.0	0.0
22897	2154.0	3429.0
22898	1828.0	1788.0
22890	2896.0	4059.0
391470	0.0	0.0
391472	0.0	1.0
391475	1.0	0.0
101929008	58.0	47.0
222659	2.0	4.0
440894	67.0	123.0
222658	2591.0	4555.0
102724035	0.0	0.0
100271575	0.0	3.0
100271577	2.0	5.0
100271571	0.0	0.0
81175	19.0	18.0
81176	7.0	5.0
100271570	0.0	1.0
93145	1587.0	138.0
440888	0.0	0.0
222642	0.0	0.0
222643	36.0	241.0
401289	1.0	7.0
401288	4.0	5.0
401285	12.0	0.0
81166	0.0	0.0
100271564	8.0	12.0
81168	0.0	0.0
100271566	3.0	3.0
81169	0.0	0.0
81162	1.0	11.0
81163	0.0	0.0
100271563	0.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	1.0	2.0
100271551	0.0	0.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	0.0	0.0
81194	0.0	0.0
450232	2.0	1.0
401260	0.0	0.0
220001	57.0	66.0
222662	0.0	0.0
401265	136.0	36.0
222663	11836.0	3175.0
220002	2559.0	2484.0
93166	288.0	69.0
401264	973.0	805.0
220004	78.0	114.0
100271539	0.0	0.0
401262	13.0	45.0
93164	626.0	653.0
100271547	0.0	0.0
100271549	0.0	4.0
81188	0.0	0.0
100271543	0.0	0.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	1.0	6.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1572.0	2174.0
440854	1.0	6.0
222698	110.0	97.0
222696	95.0	147.0
161497	1.0	2.0
100271529	4.0	5.0
222699	25.0	19.0
100271536	0.0	0.0
100271538	8.0	9.0
100271537	0.0	0.0
93190	32.0	0.0
283601	0.0	0.0
100271531	18.0	10.0
283600	9.0	6.0
220042	18.0	56.0
93183	1389.0	1680.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	3759.0	8089.0
100271525	0.0	0.0
100271526	11.0	9.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	2.0	32.0
100271523	0.0	0.0
100271522	1.0	0.0
100271507	0.0	0.0
100271506	0.0	0.0
100271516	0.0	0.0
100271510	2.0	0.0
220064	1062.0	1093.0
220047	0.0	0.0
100271503	0.0	0.0
10808	5510.0	7912.0
56130	24.0	46.0
10807	1527.0	2140.0
56131	102.0	206.0
56132	34.0	59.0
10809	3709.0	5028.0
220081	12.0	26.0
83756	38.0	88.0
10811	838.0	1774.0
56137	56.0	17.0
10810	4233.0	1290.0
83755	0.0	0.0
56138	38.0	24.0
83758	50.0	97.0
10813	1352.0	1990.0
56139	562.0	1029.0
401207	267.0	307.0
220082	2.0	3.0
83757	0.0	0.0
83752	7231.0	16738.0
56133	44.0	14.0
10815	31.0	54.0
10814	15.0	1.0
56134	14.0	81.0
10817	647.0	715.0
56135	30.0	74.0
10816	0.0	0.0
283643	418.0	377.0
56136	19.0	42.0
643535	2.0	0.0
643536	0.0	0.0
22800	2386.0	1834.0
22801	137.0	260.0
643550	3.0	2.0
22802	1.0	1.0
22803	6438.0	9504.0
440804	3.0	7.0
22806	104.0	6389.0
22807	3673.0	16032.0
10819	69.0	155.0
56140	6.0	6.0
10818	2803.0	3594.0
56141	5.0	5.0
56142	21.0	3.0
56143	3.0	3.0
83737	4282.0	6616.0
220070	1.0	0.0
10822	0.0	0.0
283638	3938.0	14541.0
83744	458.0	477.0
10821	2.0	4.0
10824	1.0	0.0
83746	2598.0	2943.0
10823	0.0	0.0
83741	0.0	0.0
283635	3132.0	4479.0
10826	5508.0	3543.0
220074	1160.0	1015.0
56144	26.0	8.0
10825	945.0	1448.0
56145	31.0	62.0
83740	0.0	0.0
83743	2726.0	2953.0
56146	0.0	4.0
10828	4.0	6.0
10827	1371.0	1705.0
83742	971.0	1259.0
56147	2.0	3.0
283631	0.0	2.0
10820	0.0	3.0
440836	423.0	230.0
643563	6.0	1.0
56154	1.0	0.0
81109	0.0	0.0
283629	134.0	170.0
56159	0.0	1.0
81115	0.0	0.0
81116	0.0	2.0
56155	23.0	15.0
283624	690.0	1165.0
102724097	8.0	33.0
256006	21.0	91.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	3.0	2.0
81114	0.0	0.0
81110	0.0	0.0
440829	1.0	1.0
440823	37.0	113.0
440822	0.0	0.0
56163	3.0	0.0
56164	23.0	23.0
256021	2.0	3.0
56165	0.0	3.0
83759	1280.0	1599.0
56160	3031.0	1812.0
10800	50.0	206.0
283617	0.0	0.0
81104	0.0	0.0
10802	2617.0	4353.0
10801	9908.0	36669.0
10804	379.0	38.0
10803	1.0	0.0
56167	2.0	0.0
10806	2752.0	3424.0
56168	0.0	1.0
56169	8.0	10.0
643582	0.0	0.0
643586	3.0	3.0
256076	0.0	2.0
401253	51.0	31.0
56171	857.0	661.0
401251	4.0	7.0
56172	4229.0	25183.0
401250	0.0	0.0
81137	0.0	0.0
81138	0.0	0.0
83795	51.0	1.0
102724076	0.0	0.0
102724077	4.0	7.0
283688	0.0	0.0
401247	1.0	1.0
81136	0.0	0.0
283687	275.0	321.0
283685	0.0	0.0
93109	507.0	1386.0
283682	0.0	1.0
100126825	0.0	0.0
93107	2.0	0.0
643596	26.0	151.0
56180	602.0	943.0
93100	1022.0	1785.0
401242	1.0	0.0
256085	1.0	0.0
56181	4177.0	5102.0
81126	0.0	0.0
81127	0.0	0.0
83787	1984.0	3276.0
283677	1.0	4.0
401237	14.0	26.0
83786	1904.0	3368.0
401236	0.0	1.0
283673	2.0	12.0
93134	2543.0	2579.0
401233	0.0	0.0
401232	184.0	318.0
256051	787.0	1076.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	1.0	0.0
283663	32.0	44.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	1.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	1096.0	1845.0
283659	4999.0	1988.0
100271587	2.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	0.0	0.0
283651	54.0	27.0
100271585	1.0	0.0
100271584	3.0	0.0
100271581	0.0	0.0
22998	10919.0	15848.0
22999	8.0	3.0
100151676	1.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	4182.0	8245.0
100151671	0.0	0.0
100151672	3.0	1.0
22992	7561.0	14790.0
22993	2579.0	4115.0
100151674	1.0	1.0
22994	835.0	1299.0
83903	9.0	16.0
22995	336.0	322.0
83902	0.0	0.0
22996	364.0	1701.0
22997	280.0	113.0
100151670	0.0	1.0
100151686	0.0	0.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	10.0	0.0
100151684	4.0	0.0
100151685	0.0	0.0
100151681	0.0	4.0
56302	3.0	0.0
83901	0.0	0.0
342538	18.0	11.0
83900	0.0	0.0
56300	0.0	0.0
56301	12.0	399.0
124411	1139.0	1809.0
22976	1070.0	1260.0
22977	37.0	35.0
22978	6350.0	9563.0
22979	578.0	2180.0
22970	59.0	26.0
22971	2814.0	813.0
22974	96.0	355.0
83932	848.0	680.0
10998	539.0	378.0
83931	5317.0	8972.0
342527	5.0	5.0
148418	670.0	876.0
83933	218.0	312.0
124404	1.0	1.0
10999	2639.0	1351.0
124401	1316.0	1417.0
124402	1851.0	2476.0
83930	2736.0	2944.0
56311	33.0	21.0
10990	27.0	55.0
100126693	2.0	1.0
10992	17970.0	26524.0
606500	0.0	0.0
10991	254.0	463.0
10994	9835.0	7325.0
10993	14.0	114.0
22987	13.0	21.0
22989	77.0	3.0
22980	10654.0	12650.0
22981	2349.0	2383.0
22982	1839.0	1156.0
22983	8.0	14.0
22984	2235.0	4447.0
22985	9659.0	17623.0
22986	1.0	0.0
58986	4401.0	8745.0
148423	747.0	872.0
58985	1018.0	39.0
342510	14.0	12.0
283694	0.0	0.0
283693	36.0	31.0
283692	5.0	2.0
22954	889.0	1479.0
22955	4176.0	5360.0
112487	855.0	803.0
22950	1899.0	2652.0
391524	2.0	0.0
22952	1.0	6.0
22953	1.0	0.0
391526	2.0	0.0
10975	3292.0	2655.0
83953	1.0	1.0
10978	769.0	702.0
83955	49.0	18.0
10979	3929.0	5920.0
112495	1543.0	2138.0
10970	4074.0	3487.0
56339	2201.0	3617.0
10972	27412.0	31285.0
10971	12178.0	17569.0
10974	0.0	0.0
10973	1666.0	4077.0
401409	152.0	214.0
112479	581.0	1052.0
112476	88.0	124.0
391530	0.0	0.0
83939	9199.0	8826.0
56341	18.0	2.0
391533	0.0	5.0
124460	11.0	83.0
83935	582.0	2311.0
83938	774.0	981.0
391538	1.0	1.0
83937	5332.0	6244.0
10987	2539.0	3574.0
83943	1108.0	1291.0
83942	0.0	0.0
10989	4245.0	6007.0
10988	4405.0	6850.0
56342	208.0	357.0
124454	1885.0	2835.0
56344	0.0	0.0
83941	2021.0	2692.0
83940	1377.0	2431.0
643503	1.0	0.0
10981	347.0	594.0
112483	5646.0	3434.0
10980	5271.0	6611.0
10983	60290.0	80264.0
10982	2738.0	2181.0
643507	1.0	2.0
10985	9344.0	13252.0
10984	277.0	602.0
22932	271.0	331.0
22933	3922.0	4354.0
22934	947.0	1562.0
22936	4117.0	3128.0
22937	5822.0	12468.0
22938	3660.0	5127.0
112464	357.0	234.0
22930	5747.0	9452.0
22931	7448.0	11065.0
81309	0.0	0.0
391504	1.0	1.0
10954	3175.0	1052.0
10953	1712.0	5661.0
10956	21542.0	25605.0
81315	0.0	0.0
10955	12774.0	20986.0
391508	0.0	57.0
81316	0.0	0.0
10957	6884.0	7732.0
124446	5753.0	6506.0
81310	0.0	0.0
10959	20442.0	22077.0
22929	5773.0	6449.0
10950	2228.0	2677.0
10952	4617.0	3923.0
10951	5447.0	5205.0
22943	3.0	0.0
22944	821.0	1114.0
22945	0.0	0.0
22947	0.0	0.0
22948	7567.0	7128.0
22949	1774.0	4012.0
83957	0.0	1.0
22941	3810.0	1259.0
83959	4873.0	1728.0
10965	647.0	1367.0
391518	0.0	0.0
10964	891.0	656.0
81304	0.0	0.0
10966	1757.0	1534.0
10969	3390.0	4141.0
81300	0.0	0.0
10961	11619.0	9060.0
10960	14778.0	16056.0
643529	621.0	543.0
10963	6151.0	10100.0
10962	199.0	1324.0
148479	1782.0	2598.0
197407	780.0	1421.0
391576	1.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	2369.0	2592.0
391548	0.0	0.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	1.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	1.0	3.0
391552	1.0	0.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	0.0
767569	0.0	0.0
391559	1.0	1.0
767577	0.0	0.0
767579	0.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	2.0	4.0
207107	1.0	4.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	0.0	0.0
474345	1.0	2.0
474344	636.0	1764.0
474343	159.0	178.0
246717	1.0	1.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	6.0	2.0
161406	20.0	152.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	0.0	0.0
100151640	7.0	5.0
100151641	0.0	0.0
246715	0.0	1.0
767557	55.0	23.0
606553	0.0	0.0
606551	19.0	17.0
474354	1.0	0.0
100151657	0.0	0.0
100151658	0.0	1.0
100151654	2.0	0.0
161436	120.0	353.0
100151655	0.0	0.0
391584	0.0	1.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	49.0	101.0
100151652	0.0	0.0
100151668	2.0	0.0
391592	0.0	0.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	2680.0	4534.0
100151667	0.0	0.0
391598	6.0	0.0
100151661	1.0	1.0
100151663	0.0	0.0
474338	12.0	9.0
474337	0.0	0.0
197370	3251.0	3716.0
