id	91710332-c9b9-4ebc-9834-45866dd3873b	cbe2a33b-fbcb-4532-bf7e-e3be0e51f0a5
100873436	0.0	0.0
100873420	0.0	0.0
3770	91.0	117.0
3772	8673.0	21178.0
100861458	0.0	0.0
100861453	14.0	18.0
100861455	0.0	0.0
1107	15524.0	15283.0
1106	7781.0	9349.0
1105	2507.0	2852.0
1104	635.0	2330.0
100873429	0.0	0.0
1103	0.0	4.0
1102	2648.0	2011.0
1101	37.0	104.0
3762	368.0	493.0
100873424	0.0	0.0
3763	1.0	26.0
100128640	134.0	144.0
100873423	0.0	0.0
3764	543.0	464.0
100873422	0.0	0.0
3765	2.0	1.0
100873421	1.0	1.0
3766	78.0	27.0
100873428	0.0	0.0
3767	329.0	655.0
100873427	0.0	0.0
3768	130.0	86.0
1109	0.0	0.0
100873426	0.0	1.0
1108	22409.0	30042.0
3769	620.0	7.0
100873425	0.0	1.0
100128637	1.0	0.0
100128639	0.0	1.0
3780	5.0	7.0
100873453	0.0	0.0
3781	24.0	53.0
100873452	0.0	0.0
3782	647.0	752.0
100873451	0.0	0.0
3783	47.0	3173.0
100873450	0.0	0.0
1121	1875.0	2125.0
100861468	0.0	0.0
1120	133.0	466.0
100861469	0.0	0.0
1118	886.0	28.0
1117	574.0	420.0
1116	676.0	8889.0
1114	230.0	13.0
1113	2.0	1.0
1112	2056.0	2307.0
1111	195.0	306.0
3773	23161.0	8330.0
100873457	0.0	5.0
100873456	0.0	1.0
3775	803.0	1157.0
100873455	0.0	0.0
3776	679.0	774.0
100873454	0.0	0.0
3777	750.0	913.0
3778	68.0	92.0
3779	40.0	77.0
100873459	0.0	0.0
1119	1948.0	2181.0
100128627	2.0	5.0
100128626	1.0	171.0
3790	185.0	693.0
100128628	8.0	7.0
3791	8458.0	3910.0
100873442	0.0	0.0
3792	22.0	23.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	6.0	9.0
1131	175.0	687.0
1130	1704.0	4462.0
100861476	1.0	0.0
1129	1.0	0.0
1128	10.0	0.0
1124	566.0	4329.0
1123	411.0	640.0
1122	945.0	1040.0
100861470	0.0	0.0
3784	12768.0	5412.0
100873446	0.0	0.0
3785	0.0	1.0
100873445	0.0	0.0
3786	70.0	3631.0
100873444	0.0	0.0
3787	297.0	53.0
100873443	0.0	0.0
3788	3.0	3.0
100873449	3.0	7.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	129.0	707.0
100128618	1.0	0.0
728597	3.0	0.0
100128617	3.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	45.0	4.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	23.0	38.0
285634	11.0	3.0
1142	0.0	0.0
1141	15.0	15.0
285636	2680.0	2688.0
1140	1749.0	1785.0
728599	2.0	0.0
1139	217.0	102.0
1138	14.0	28.0
1137	411.0	80.0
100861485	0.0	0.0
1136	2.0	3.0
1135	1.0	1.0
1134	10.0	1.0
1133	20.0	14.0
3795	213.0	104.0
100873479	2.0	11.0
3796	1123.0	1228.0
100873478	0.0	0.0
3797	1209.0	3754.0
100873477	0.0	6.0
3798	967.0	819.0
100873476	0.0	0.0
3799	11904.0	9315.0
100873460	0.0	0.0
728586	18.0	19.0
285641	0.0	0.0
100873464	2.0	3.0
100873463	0.0	0.0
100873462	1.0	0.0
285643	1.0	0.0
100128603	1.0	0.0
100873461	0.0	0.0
1154	4324.0	5143.0
1153	24165.0	25768.0
1152	16729.0	3774.0
285647	67.0	23.0
728589	8.0	4.0
728588	0.0	0.0
1149	1.0	0.0
1147	1611.0	1203.0
1146	2.0	0.0
1145	15.0	57.0
1144	0.0	3.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	3.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	1.0
100873494	0.0	0.0
1164	73.0	1660.0
1163	387.0	711.0
285659	0.0	0.0
1161	391.0	337.0
1160	117.0	307.0
1159	39.0	38.0
1158	1.0	0.0
1157	0.0	0.0
1155	2001.0	3855.0
550643	2325.0	2509.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2098.0	2753.0
1175	1868.0	2069.0
285668	8.0	1.0
1174	1444.0	2675.0
1173	16632.0	20761.0
550631	448.0	395.0
100873489	0.0	0.0
283014	11.0	7.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	1.0	0.0
1187	330.0	161.0
1186	4004.0	7077.0
1185	987.0	1444.0
1184	582.0	199.0
1183	2935.0	1761.0
1182	6075.0	4418.0
1181	373.0	462.0
440375	91.0	44.0
1180	1.0	13.0
1179	0.0	1.0
1178	0.0	0.0
283089	34.0	14.0
85495	0.0	0.0
85480	52.0	13.0
283080	1.0	1.0
1198	2653.0	3645.0
1197	3.0	1.0
1196	1345.0	2959.0
1195	3406.0	8017.0
440366	0.0	0.0
1193	1741.0	851.0
1192	9579.0	14977.0
1191	108594.0	590258.0
1188	1783.0	482.0
283078	22.0	414.0
85486	7.0	6.0
128615	0.0	0.0
85481	0.0	0.0
128611	25.0	1.0
440396	46.0	43.0
128609	0.0	0.0
128602	0.0	0.0
440387	2.0	0.0
128674	0.0	0.0
128676	0.0	0.0
114026	0.0	0.0
100861402	1.0	4.0
126014	80.0	71.0
440335	2.0	4.0
100128690	0.0	0.0
114034	1221.0	1059.0
126006	20.0	120.0
114036	226.0	125.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	69.0	66.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	0.0	0.0
100128678	1.0	1.0
100861429	0.0	0.0
128653	0.0	0.0
200728	290.0	473.0
440356	1.0	0.0
440354	25.0	73.0
440352	2.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	1.0	0.0
128646	0.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	5.0	0.0
100873410	0.0	0.0
100873417	2.0	0.0
100873416	0.0	0.0
100873415	1.0	0.0
100873414	0.0	0.0
440348	63.0	135.0
100861435	2.0	0.0
100861436	0.0	0.0
440345	76.0	151.0
200734	3114.0	9810.0
100861431	0.0	1.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	2.0	0.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	15.0	13.0
100873402	0.0	0.0
100873401	0.0	1.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	3841.0	3487.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	1.0	0.0
645443	8.0	3.0
165530	2.0	14.0
85409	9.0	1.0
106481385	1.0	0.0
106481386	1.0	0.0
85416	0.0	1.0
106481383	1.0	0.0
85417	60.0	23.0
106481384	0.0	0.0
103106903	2.0	5.0
85414	37.0	163.0
106481389	0.0	0.0
85415	808.0	548.0
106481387	0.0	0.0
85413	0.0	3.0
106481388	2.0	6.0
645436	0.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	1.0	3.0
106481380	0.0	0.0
11	0.0	0.0
403341	1202.0	963.0
12	1.0	0.0
13	13.0	4.0
14	7917.0	6321.0
15	8.0	2.0
16	15525.0	7416.0
645455	44.0	13.0
18	14610.0	9632.0
19	2110.0	5508.0
128580	7.0	5.0
85407	51.0	81.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	2092.0	1646.0
106481395	0.0	2.0
85403	2463.0	2061.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	20996.0	20089.0
106481390	0.0	0.0
21	10408.0	9637.0
106481391	0.0	0.0
22	856.0	1145.0
153571	493.0	15.0
153572	321.0	12.0
23	4739.0	3683.0
24	73.0	88.0
25	22529.0	10632.0
26	17.0	12.0
27	1726.0	2134.0
28	2816.0	4455.0
29	2440.0	6493.0
153579	809.0	272.0
728615	1.0	1.0
728614	0.0	0.0
200765	286.0	348.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	14.0	37.0
102466518	1.0	0.0
102466516	22.0	4.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	1815.0	856.0
106481362	0.0	1.0
106481367	0.0	2.0
85437	1639.0	1732.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	167.0	318.0
106481366	0.0	0.0
30	3795.0	3491.0
106481360	1.0	0.0
31	2550.0	2867.0
32	3735.0	1363.0
33	1142.0	234.0
34	3377.0	2181.0
35	1750.0	1082.0
153562	5092.0	5438.0
36	2675.0	1065.0
37	12162.0	18504.0
38	2564.0	1481.0
440307	12.0	8.0
39	821.0	670.0
165545	1.0	4.0
106481369	0.0	0.0
728606	33.0	109.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	2.0
106481378	0.0	1.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	6.0	45.0
106481370	0.0	0.0
41	58.0	55.0
106481371	0.0	0.0
