id	a156c548-8258-4327-9b21-5015c682215b	7cd30f34-de43-428b-972e-e24f89a8cc60
1017	1321.0	1040.0
1016	1.0	0.0
1015	15.0	12.0
1014	13940.0	58.0
1013	4.0	53.0
1012	389.0	645.0
116730	14.0	31.0
3674	426.0	134.0
100873358	0.0	0.0
3675	22560.0	77941.0
100873357	0.0	1.0
3676	771.0	116.0
100128731	6388.0	10909.0
100873356	0.0	0.0
3678	4125.0	2511.0
3679	1155.0	1723.0
100873359	0.0	0.0
728464	84.0	2.0
728463	33.0	22.0
100128725	0.0	0.0
3690	6101.0	1463.0
3691	2116.0	4673.0
100873343	1.0	1.0
3692	5564.0	10883.0
3693	4693.0	4835.0
285521	1224.0	951.0
100873342	0.0	0.0
3694	1833.0	1314.0
100873341	0.0	0.0
3695	456.0	716.0
100873340	0.0	0.0
100128723	0.0	0.0
1033	26.0	76.0
1032	293.0	490.0
285525	6.0	5.0
1031	501.0	872.0
285527	3781.0	1368.0
1030	82.0	427.0
728468	0.0	0.0
440288	140.0	72.0
1029	40.0	245.0
440295	511.0	118.0
1028	1116.0	638.0
1027	9388.0	5361.0
1026	7002.0	15686.0
1025	3917.0	6348.0
1024	754.0	505.0
3685	17683.0	14726.0
100873347	0.0	0.0
100873346	0.0	0.0
3687	799.0	2377.0
100873345	2.0	0.0
3688	13561.0	5106.0
100873344	1.0	0.0
3689	3517.0	9235.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	0.0	0.0
100873371	3.0	0.0
100873370	0.0	0.0
728498	115.0	15.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	0.0
728492	39.0	14.0
100873375	0.0	0.0
100128710	0.0	0.0
285533	29.0	30.0
100873374	0.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	2.0	3.0
1043	988.0	3122.0
1041	13.0	0.0
1040	8526.0	4099.0
1039	9534.0	2669.0
1038	1.0	0.0
1036	328.0	350.0
3696	1374.0	1426.0
3697	0.0	1.0
100873379	0.0	0.0
3698	20.0	8.0
100873378	4.0	0.0
3699	64.0	7.0
100873377	0.0	0.0
728486	20.0	5.0
100873361	0.0	0.0
105373869	0.0	4.0
100873360	0.0	0.0
285540	419.0	122.0
100128705	2.0	1.0
100873365	1.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	2.0	6.0
100873362	0.0	0.0
100128701	5.0	3.0
1054	2893.0	1384.0
285547	0.0	0.0
1053	8.0	21.0
285548	2.0	1.0
1052	6455.0	5416.0
1051	5573.0	4981.0
728489	17.0	9.0
1050	1682.0	549.0
100128707	0.0	0.0
1048	204.0	1.0
1047	20.0	13.0
1046	0.0	0.0
1045	0.0	2.0
100873369	24.0	0.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	13.0	2.0
1066	1051.0	406.0
1063	181.0	230.0
1062	108.0	90.0
1061	6.0	2.0
1060	3278.0	1248.0
440253	751.0	163.0
1059	5654.0	11268.0
1058	13.0	52.0
1057	0.0	1.0
85379	14958.0	6345.0
114112	904.0	493.0
1056	41.0	16.0
85377	2878.0	1543.0
85378	5550.0	2973.0
128745	0.0	0.0
85376	69.0	83.0
440248	475.0	126.0
1075	4887.0	23026.0
1074	12.0	2.0
1073	3542.0	1714.0
1072	27965.0	51437.0
1071	419.0	137.0
440243	0.0	0.0
1070	1457.0	1010.0
1069	7320.0	5555.0
1068	0.0	0.0
85369	2895.0	2056.0
85366	20.0	29.0
85364	3051.0	2368.0
85365	4296.0	3302.0
85363	2445.0	1394.0
85360	881.0	405.0
1080	114.0	24.0
85391	13.0	7.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	2.0	1.0
153733	650.0	315.0
1087	1.0	0.0
1086	0.0	0.0
440279	351.0	30.0
1085	0.0	0.0
1084	0.0	3.0
440278	415.0	111.0
1082	0.0	0.0
403294	0.0	0.0
440275	5845.0	2701.0
1081	0.0	0.0
85397	2822.0	6.0
85395	564.0	990.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	1.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	0.0
440270	7571.0	5570.0
1089	5.0	8.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	43.0	54.0
285598	450.0	182.0
126133	2341.0	2323.0
128790	1.0	0.0
126129	95.0	119.0
126123	8.0	11.0
442862	0.0	0.0
126119	1702.0	2531.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	1.0	0.0
442895	1.0	0.0
114131	0.0	0.0
442896	0.0	0.0
114132	95.0	5.0
442897	0.0	0.0
442898	1.0	0.0
114134	387.0	434.0
442899	0.0	0.0
100128790	0.0	0.0
128760	16.0	13.0
100128788	116.0	43.0
100128787	0.0	1.0
440225	0.0	0.0
440224	0.0	1.0
442890	0.0	0.0
442891	4.0	0.0
442892	0.0	0.0
128756	0.0	1.0
100128782	596.0	430.0
100128781	6.0	1.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	3.0	1.0
403234	0.0	0.0
403235	1.0	0.0
403236	0.0	0.0
63982	212.0	70.0
102466616	0.0	0.0
126052	1.0	0.0
151009	192.0	125.0
403227	0.0	0.0
403228	0.0	0.0
138046	3.0	1.0
645558	0.0	0.0
403229	0.0	0.0
645573	3.0	1.0
645572	0.0	0.0
645571	49.0	4.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	977.0	1836.0
107131122	0.0	0.0
138050	9488.0	6182.0
403219	1.0	0.0
151011	6023.0	2390.0
645587	7.0	0.0
165679	29.0	6.0
126037	40.0	50.0
114049	5686.0	8210.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	719.0	341.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	4100.0	2134.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	301.0	180.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	23.0	344.0
645598	0.0	0.0
163007	3.0	6.0
114038	0.0	0.0
645591	0.0	0.0
106481495	0.0	0.0
114041	290.0	5.0
106481496	0.0	0.0
114042	5.0	5.0
106481493	0.0	0.0
114043	238.0	4.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	360.0	79.0
126017	810.0	390.0
106481497	2.0	0.0
106481498	0.0	0.0
85303	0.0	0.0
85300	8.0	0.0
85301	2885.0	138.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	1.0	0.0
403275	1.0	0.0
102466656	0.0	0.0
403276	0.0	2.0
403277	0.0	0.0
403278	0.0	0.0
26996	408.0	239.0
106481459	0.0	0.0
26994	10456.0	7317.0
106481457	12.0	0.0
26995	2697.0	2942.0
106481458	0.0	0.0
403271	0.0	0.0
26998	0.0	2.0
403272	0.0	0.0
102466659	0.0	0.0
26999	2948.0	2602.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	2.0	1.0
106481460	7.0	4.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	4283.0	3760.0
106481467	0.0	0.0
106481464	1.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	1.0	1.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	10.0	67.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	19.0	16.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	750.0	313.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	5.0	10.0
106481437	0.0	0.0
26974	631.0	255.0
153657	202.0	35.0
106481438	1.0	0.0
106481435	0.0	0.0
26973	2009.0	699.0
165631	279.0	114.0
106481436	2.0	0.0
26978	9.0	12.0
126075	1604.0	2530.0
106481439	0.0	0.0
403250	0.0	0.0
126074	372.0	395.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	3809.0	6273.0
106481444	52.0	5.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	3268.0	1118.0
85354	0.0	0.0
85352	41.0	8.0
403241	7.0	0.0
344462	2.0	8.0
403244	0.0	0.0
403245	0.0	0.0
153642	1181.0	213.0
153643	313.0	42.0
403247	0.0	0.0
403248	0.0	0.0
26985	3912.0	2048.0
106481448	0.0	0.0
26986	37273.0	45949.0
126069	201.0	54.0
106481449	0.0	0.0
126068	1910.0	633.0
106481446	0.0	0.0
26983	1.0	0.0
26984	1394.0	1224.0
106481447	1.0	0.0
106481451	1.0	2.0
106481452	1.0	0.0
106481450	1.0	0.0
114088	63.0	4.0
106481455	0.0	0.0
85349	429.0	52.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	0.0	1.0
106481454	0.0	0.0
403238	0.0	0.0
85344	66.0	0.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	1.0	0.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	2.0	0.0
100873392	1.0	4.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	1.0	0.0
106481415	0.0	0.0
106481416	2.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	4390.0	3351.0
100873390	0.0	0.0
728556	51.0	25.0
106481419	0.0	0.0
100128817	0.0	1.0
728558	202.0	64.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	571.0	251.0
106481423	1.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	2.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	370.0	72.0
100873384	0.0	0.0
285601	6.0	26.0
106481426	0.0	0.0
106481427	0.0	1.0
222005	1.0	2.0
63910	192.0	437.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	1332.0	279.0
222008	6.0	0.0
106481428	1.0	0.0
106481429	0.0	0.0
63905	4986.0	6188.0
63904	0.0	0.0
106481430	0.0	0.0
163071	622.0	776.0
63906	1201.0	1630.0
106481433	0.0	0.0
63908	1708.0	546.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	10.0	0.0
285613	154.0	59.0
63920	870.0	473.0
63923	124.0	12.0
63922	683.0	792.0
728577	63.0	3.0
63925	2568.0	1689.0
63924	3.0	2.0
63916	3390.0	3572.0
63917	6351.0	4649.0
106481400	0.0	0.0
106481401	0.0	1.0
728562	1.0	3.0
728564	8.0	20.0
285622	1.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1757.0	1763.0
106481402	1.0	0.0
63931	3139.0	1575.0
106481403	1.0	0.0
63934	1705.0	943.0
728567	3.0	10.0
106481408	0.0	0.0
163088	8.0	6.0
63933	4840.0	2676.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	6680.0	5255.0
163087	1408.0	550.0
728568	583.0	580.0
106481407	13.0	3.0
3704	3442.0	6601.0
3705	4410.0	8591.0
63926	1742.0	432.0
3706	17.0	29.0
63929	1649.0	722.0
3707	2927.0	2773.0
63928	2.0	0.0
3708	18965.0	558.0
106481411	0.0	0.0
3709	3369.0	2261.0
106481412	0.0	0.0
106481410	2.0	0.0
3700	42.0	14.0
3702	520.0	130.0
3703	15881.0	9086.0
645506	0.0	1.0
151050	2681.0	764.0
645520	0.0	0.0
63941	2035.0	1650.0
63940	785.0	1106.0
63943	1069.0	1247.0
728517	0.0	0.0
163033	1368.0	1668.0
258010	5893.0	5118.0
63947	1.0	0.0
63946	0.0	0.0
728513	24.0	2.0
100033803	0.0	0.0
3716	11461.0	8291.0
100033804	0.0	0.0
3717	1432.0	343.0
100033805	0.0	0.0
3718	684.0	1442.0
63939	1818.0	943.0
100033806	0.0	0.0
100190799	4.0	1.0
100033800	0.0	0.0
100033801	1.0	0.0
100033802	0.0	0.0
344405	234.0	141.0
3710	13408.0	11220.0
3712	18000.0	11757.0
3713	0.0	80.0
3714	826.0	1597.0
63950	0.0	0.0
728505	1.0	0.0
63951	999.0	740.0
100033807	0.0	0.0
728501	35.0	123.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	68558.0	54187.0
100033814	0.0	0.0
3727	49182.0	21055.0
63948	55.0	3.0
100033815	0.0	0.0
222052	0.0	0.0
3728	31277.0	38808.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1600.0	635.0
151056	921.0	108.0
3725	308921.0	35641.0
645528	2.0	1.0
728532	54.0	28.0
163059	781.0	489.0
728538	1.0	0.0
728537	491.0	98.0
63967	31.0	34.0
3737	194.0	5.0
3738	125.0	23.0
3739	3.0	0.0
645538	0.0	0.0
3730	3080.0	2179.0
3732	4310.0	5335.0
3734	0.0	0.0
3735	7767.0	9399.0
3736	645.0	0.0
63970	13.0	0.0
3750	222.0	144.0
63971	9235.0	4509.0
63974	0.0	0.0
163049	5250.0	1997.0
63973	1.0	1.0
63976	6452.0	1081.0
222068	20914.0	16137.0
63978	0.0	0.0
63977	761.0	404.0
63979	701.0	430.0
728524	0.0	0.0
3748	2699.0	1018.0
163051	114.0	96.0
3749	714.0	368.0
163050	113.0	24.0
3741	44.0	57.0
645548	4.0	10.0
3743	1.0	0.0
3744	0.0	3.0
3745	70.0	2.0
3746	19.0	2.0
3747	0.0	0.0
285671	3578.0	1156.0
285672	2385.0	1650.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	1.0	3.0
285676	140.0	118.0
3761	1.0	0.0
100128657	0.0	0.0
285679	0.0	2.0
100861449	1.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	242.0	1639.0
283008	1.0	1.0
3751	56.0	4.0
100873435	0.0	0.0
3752	192.0	14.0
100873434	0.0	0.0
3753	9.0	10.0
100873433	1.0	0.0
3754	12.0	14.0
100873432	0.0	0.0
3755	7.0	6.0
100873439	0.0	0.0
3756	31.0	18.0
100873438	0.0	0.0
3757	52.0	5.0
100873437	0.0	0.0
3758	298.0	94.0
100873436	0.0	0.0
100873420	0.0	0.0
3770	171.0	86.0
3772	26789.0	17104.0
100861458	0.0	0.0
100861453	46.0	2.0
100861455	0.0	0.0
1107	16641.0	5907.0
1106	14622.0	5133.0
1105	3099.0	1287.0
1104	954.0	1503.0
100873429	0.0	0.0
1103	0.0	0.0
1102	4648.0	1756.0
1101	445.0	20.0
3762	787.0	2329.0
100873424	0.0	0.0
3763	4.0	2.0
100128640	370.0	192.0
100873423	0.0	0.0
3764	849.0	238.0
100873422	0.0	0.0
3765	6.0	2.0
100873421	5.0	1.0
3766	79.0	19.0
100873428	0.0	0.0
3767	403.0	1006.0
100873427	0.0	0.0
3768	431.0	414.0
1109	0.0	1.0
100873426	0.0	0.0
1108	20610.0	32625.0
3769	1530.0	9.0
100873425	0.0	0.0
100128637	1.0	1.0
100128639	0.0	0.0
3780	10.0	15.0
100873453	0.0	0.0
3781	23.0	32.0
100873452	0.0	0.0
3782	885.0	391.0
100873451	0.0	0.0
3783	219.0	7896.0
100873450	0.0	0.0
1121	2903.0	1262.0
100861468	0.0	0.0
1120	449.0	557.0
100861469	0.0	0.0
1118	627.0	16826.0
1117	798.0	3578.0
1116	1055.0	67858.0
1114	732.0	451.0
1113	599.0	0.0
1112	3403.0	1328.0
1111	372.0	454.0
3773	38055.0	19726.0
100873457	3.0	0.0
100873456	0.0	0.0
3775	1146.0	1883.0
100873455	0.0	0.0
3776	4063.0	20.0
100873454	0.0	0.0
3777	1872.0	106.0
3778	208.0	107.0
3779	108.0	172.0
100873459	0.0	0.0
1119	5729.0	1998.0
100128627	2.0	2.0
100128626	0.0	0.0
3790	467.0	927.0
100128628	9.0	7.0
3791	6288.0	2315.0
100873442	0.0	0.0
3792	66.0	16.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	7.0	2.0
1131	189.0	89.0
1130	2773.0	2408.0
100861476	1.0	1.0
1129	2.0	1.0
1128	18.0	1.0
1124	1715.0	1293.0
1123	674.0	510.0
1122	1605.0	555.0
100861470	0.0	0.0
3784	21825.0	9785.0
100873446	0.0	0.0
3785	7.0	1.0
100873445	0.0	0.0
3786	107.0	1550.0
100873444	0.0	0.0
3787	36.0	2.0
100873443	0.0	0.0
3788	9.0	0.0
100873449	28.0	0.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	356.0	378.0
100128618	0.0	1.0
728597	4.0	0.0
100128617	2.0	7.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	58.0	19.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	19.0	12.0
285634	6.0	1.0
1142	1.0	1.0
1141	12.0	3.0
285636	4117.0	1624.0
1140	1637.0	1772.0
728599	7.0	4.0
1139	271.0	13.0
1138	10.0	19.0
1137	261.0	0.0
100861485	0.0	0.0
1136	28.0	17.0
1135	8.0	1.0
1134	6.0	1.0
1133	19.0	3.0
3795	300.0	299.0
100873479	13.0	14.0
3796	1429.0	533.0
100873478	0.0	0.0
3797	1049.0	239.0
100873477	8.0	0.0
3798	584.0	71.0
100873476	0.0	0.0
3799	11004.0	6721.0
100873460	0.0	0.0
728586	24.0	11.0
285641	1.0	1.0
100873464	13.0	0.0
100873463	0.0	0.0
100873462	4.0	0.0
285643	2.0	0.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1528.0	2910.0
1153	53157.0	43777.0
1152	29136.0	10948.0
285647	130.0	6.0
728589	17.0	1.0
728588	0.0	0.0
1149	6.0	1.0
1147	1891.0	970.0
1146	5.0	0.0
1145	51.0	52.0
1144	1.0	2.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	1.0	0.0
100873492	0.0	0.0
100873491	1.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	1.0	0.0
100873494	0.0	0.0
1164	227.0	1210.0
1163	567.0	1028.0
285659	0.0	0.0
1161	694.0	303.0
1160	256.0	251.0
1159	178.0	105.0
1158	3.0	12.0
1157	0.0	0.0
1155	3003.0	5099.0
550643	2876.0	4029.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	3079.0	3555.0
1175	2352.0	5313.0
285668	16.0	1.0
1174	2016.0	3932.0
1173	18987.0	29900.0
550631	561.0	346.0
100873489	0.0	0.0
283014	30.0	9.0
100873488	0.0	0.0
100873487	0.0	1.0
283093	0.0	0.0
283092	0.0	0.0
1187	2003.0	41.0
1186	5221.0	5923.0
1185	2990.0	1036.0
1184	1178.0	230.0
1183	3639.0	931.0
1182	7717.0	2874.0
1181	590.0	430.0
440375	69.0	23.0
1180	11.0	7.0
1179	1.0	0.0
1178	1.0	3.0
283089	59.0	8.0
85495	0.0	0.0
85480	159.0	46.0
283080	0.0	0.0
1198	5495.0	3328.0
1197	1.0	0.0
1196	3859.0	2327.0
1195	12902.0	3773.0
440366	3.0	0.0
1193	4660.0	3030.0
1192	12703.0	39744.0
1191	227720.0	699559.0
1188	2778.0	175.0
283078	53.0	83.0
85486	5.0	7.0
128615	0.0	0.0
85481	1.0	1.0
128611	292.0	31.0
440396	89.0	44.0
128609	0.0	0.0
128602	0.0	0.0
440387	7.0	4.0
128674	9.0	0.0
128676	2.0	0.0
114026	0.0	0.0
100861402	3.0	11.0
126014	149.0	747.0
440335	9.0	3.0
100128690	0.0	0.0
114034	1500.0	1652.0
126006	180.0	94.0
114036	417.0	277.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	300.0	54.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	1.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	7.0	2.0
100128678	4.0	0.0
100861429	0.0	0.0
128653	0.0	0.0
200728	612.0	736.0
440356	7.0	5.0
440354	86.0	58.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	1.0
100873413	2.0	2.0
128646	1.0	1.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	21.0	7.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	196.0	241.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	136.0	4.0
200734	4490.0	2779.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	7.0	0.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	3.0	0.0
100873402	0.0	0.0
100873401	2.0	0.0
100873400	1.0	0.0
100128665	0.0	0.0
128637	5385.0	3738.0
100873406	0.0	0.0
100873405	1.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	7.0	7.0
165530	56.0	119.0
85409	25.0	25.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	1.0	0.0
106481383	6.0	0.0
85417	88.0	25.0
106481384	0.0	0.0
103106903	7.0	5.0
85414	194.0	76.0
106481389	0.0	0.0
85415	1239.0	455.0
106481387	0.0	0.0
85413	3.0	3.0
106481388	14.0	0.0
645436	0.0	1.0
106481381	0.0	0.0
106481382	0.0	0.0
10	0.0	2.0
106481380	0.0	0.0
11	0.0	0.0
403341	1643.0	923.0
12	3.0	0.0
13	27.0	0.0
14	9803.0	10878.0
15	33.0	2.0
16	14620.0	9142.0
645455	25.0	0.0
18	15843.0	4640.0
19	2304.0	1420.0
128580	11.0	22.0
85407	83.0	39.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	2589.0	803.0
106481395	0.0	0.0
85403	2479.0	1421.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	1.0
106481393	0.0	0.0
20	16851.0	13061.0
106481390	0.0	0.0
21	9893.0	7065.0
106481391	0.0	0.0
22	1455.0	1311.0
153571	743.0	659.0
153572	460.0	740.0
23	5549.0	4141.0
24	119.0	143.0
25	11937.0	6944.0
26	43.0	73.0
27	2220.0	1227.0
28	11552.0	4712.0
29	2966.0	7314.0
153579	1026.0	174.0
728615	3.0	0.0
728614	0.0	0.0
200765	502.0	225.0
106481358	0.0	1.0
106481359	0.0	0.0
728611	77.0	125.0
102466518	1.0	0.0
102466516	33.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	2295.0	641.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	4095.0	4424.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	555.0	360.0
106481366	0.0	0.0
30	4458.0	6371.0
106481360	0.0	0.0
31	2787.0	1465.0
32	7245.0	789.0
33	2622.0	919.0
34	5192.0	2086.0
35	2861.0	2604.0
153562	5630.0	2836.0
36	3981.0	860.0
37	24833.0	29709.0
38	5486.0	4519.0
440307	13.0	7.0
39	1020.0	1121.0
165545	8.0	5.0
106481369	0.0	0.0
728606	56.0	5.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	1.0
106481378	4.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	2.0	0.0
40	1.0	0.0
106481370	0.0	0.0
41	43.0	24.0
106481371	0.0	0.0
43	139.0	35.0
645486	1.0	0.0
47	7222.0	4044.0
48	4710.0	6973.0
49	12.0	6.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	3.0	1.0
106481341	0.0	0.0
106481342	4.0	2.0
106481340	1.0	0.0
85458	3440.0	967.0
