id	bf78a3d4-5bd8-47fd-8dbd-c46834a86eab	5826cb77-039f-4dbb-954a-6e024f3d35c6
3667	16696.0	19669.0
100873329	0.0	0.0
285590	1796.0	1233.0
100873328	0.0	0.0
3669	1993.0	421.0
100873327	0.0	0.0
1009	1069.0	83.0
100873326	0.0	0.0
100873350	0.0	0.0
116729	3.0	6.0
728477	19.0	13.0
3680	14564.0	6482.0
3681	29.0	3.0
100128733	0.0	0.0
100873354	0.0	0.0
3682	996.0	1255.0
100873353	0.0	0.0
3683	3522.0	374.0
100873352	0.0	0.0
128710	1448.0	1569.0
3684	1398.0	142.0
100873351	0.0	0.0
285512	325.0	315.0
1022	1278.0	2182.0
285513	1634.0	258.0
1021	1917.0	927.0
1020	770.0	1061.0
440299	0.0	1.0
1019	4015.0	8299.0
128709	0.0	1.0
1018	32.0	65.0
1017	1236.0	2041.0
1016	1.0	526.0
1015	14.0	5.0
1014	13945.0	12.0
1013	5.0	4.0
1012	299.0	6375.0
116730	3.0	20.0
3674	256.0	64.0
100873358	0.0	0.0
3675	23363.0	13606.0
100873357	2.0	0.0
3676	1362.0	201.0
100128731	5820.0	9366.0
100873356	0.0	0.0
3678	2884.0	5973.0
3679	926.0	2206.0
100873359	0.0	0.0
728464	59.0	26.0
728463	24.0	46.0
100128725	0.0	0.0
3690	5111.0	245.0
3691	3296.0	1087.0
100873343	1.0	0.0
3692	4914.0	7979.0
3693	5536.0	11308.0
285521	1246.0	2683.0
100873342	0.0	0.0
3694	1460.0	201.0
100873341	0.0	0.0
3695	509.0	534.0
100873340	0.0	0.0
100128723	1.0	0.0
1033	69.0	71.0
1032	235.0	288.0
285525	8.0	14.0
1031	619.0	3532.0
285527	4247.0	5718.0
1030	133.0	314.0
728468	0.0	0.0
440288	134.0	296.0
1029	45.0	107.0
440295	148.0	232.0
1028	745.0	558.0
1027	6983.0	3701.0
1026	1571.0	35917.0
1025	3637.0	8947.0
1024	985.0	2343.0
3685	19802.0	32269.0
100873347	0.0	0.0
100873346	0.0	0.0
3687	1563.0	116.0
100873345	1.0	0.0
3688	15923.0	30986.0
100873344	0.0	0.0
3689	7854.0	956.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	0.0	0.0
100873371	5.0	1.0
100873370	0.0	0.0
728498	117.0	131.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	0.0
728492	33.0	27.0
100873375	0.0	1.0
100128710	1.0	2.0
285533	44.0	36.0
100873374	2.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	10.0	1.0
1043	2399.0	101.0
1041	5.0	1.0
1040	6728.0	2648.0
1039	7028.0	5764.0
1038	1.0	4.0
1036	355.0	36.0
3696	1827.0	49.0
3697	2.0	1.0
100873379	0.0	0.0
3698	35.0	42.0
100873378	1.0	6.0
3699	79.0	203.0
100873377	0.0	0.0
728486	18.0	0.0
100873361	0.0	0.0
105373869	3.0	8.0
100873360	0.0	0.0
285540	319.0	429.0
100128705	2.0	3.0
100873365	0.0	1.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	0.0	3.0
100873362	0.0	0.0
100128701	2.0	5.0
1054	2302.0	6641.0
285547	0.0	0.0
1053	7.0	1.0
285548	3.0	1.0
1052	2917.0	13086.0
1051	2803.0	3123.0
728489	9.0	9.0
1050	1027.0	887.0
100128707	0.0	1.0
1048	815.0	0.0
1047	28.0	254.0
1046	0.0	0.0
1045	2.0	0.0
100873369	14.0	2.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	3.0	10.0
1066	1180.0	167.0
1063	553.0	1242.0
1062	258.0	280.0
1061	6.0	12.0
1060	3347.0	4285.0
440253	437.0	1297.0
1059	6186.0	11180.0
1058	48.0	69.0
1057	1.0	3.0
85379	14666.0	14982.0
114112	963.0	1559.0
1056	31.0	208.0
85377	3269.0	8375.0
85378	5061.0	8749.0
128745	0.0	0.0
85376	50.0	82.0
440248	632.0	925.0
1075	6518.0	19353.0
1074	15.0	29.0
1073	3028.0	9017.0
1072	29143.0	54907.0
1071	199.0	501.0
440243	0.0	0.0
1070	857.0	1246.0
1069	4917.0	8991.0
1068	1.0	0.0
85369	2609.0	5230.0
85366	67.0	42.0
85364	2127.0	7669.0
85365	3927.0	4882.0
85363	2341.0	3829.0
85360	705.0	3429.0
1080	47.0	2.0
85391	23.0	5.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	0.0	2.0
153733	492.0	648.0
1087	4.0	1.0
1086	0.0	0.0
440279	222.0	481.0
1085	2.0	1.0
1084	12.0	4.0
440278	335.0	351.0
1082	0.0	0.0
403294	2.0	1.0
440275	6403.0	13168.0
1081	0.0	0.0
85397	2258.0	40.0
85395	419.0	558.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	1.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	0.0
440270	6538.0	31590.0
1089	18.0	4.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	147.0	342.0
285598	503.0	990.0
126133	2283.0	3247.0
128790	0.0	0.0
126129	124.0	89.0
126123	24.0	4.0
442862	0.0	0.0
126119	1457.0	1225.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	1.0	0.0
442893	0.0	0.0
442894	2.0	0.0
442895	0.0	1.0
114131	0.0	0.0
442896	1.0	1.0
114132	135.0	35.0
442897	0.0	0.0
442898	3.0	1.0
114134	453.0	1517.0
442899	0.0	0.0
100128790	0.0	0.0
128760	10.0	18.0
100128788	136.0	261.0
100128787	0.0	0.0
440225	0.0	0.0
440224	3.0	0.0
442890	0.0	0.0
442891	11.0	1.0
442892	1.0	3.0
128756	0.0	1.0
100128782	610.0	655.0
100128781	2.0	4.0
403230	0.0	0.0
403231	0.0	1.0
403232	0.0	0.0
645560	2.0	7.0
403234	0.0	0.0
403235	4.0	0.0
403236	0.0	0.0
63982	510.0	197.0
102466616	0.0	0.0
126052	0.0	0.0
151009	113.0	112.0
403227	0.0	7.0
403228	0.0	0.0
138046	17.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	0.0
645572	0.0	0.0
645571	6.0	21.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	802.0	208.0
107131122	1.0	0.0
138050	10765.0	21587.0
403219	0.0	4.0
151011	5137.0	7204.0
645587	3.0	3.0
165679	13.0	25.0
126037	25.0	36.0
114049	5088.0	8443.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	1422.0	786.0
100033821	2.0	1.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	1.0
85313	3164.0	5673.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	350.0	415.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	32.0	25.0
645598	0.0	1.0
163007	2.0	0.0
114038	3.0	0.0
645591	1.0	3.0
106481495	2.0	0.0
114041	274.0	3.0
106481496	0.0	0.0
114042	3.0	71.0
106481493	0.0	0.0
114043	139.0	4.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	396.0	364.0
126017	940.0	1418.0
106481497	0.0	0.0
106481498	0.0	0.0
85303	0.0	0.0
85300	15.0	0.0
85301	2329.0	1049.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	2.0	2.0
403275	0.0	0.0
102466656	0.0	18.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	908.0	344.0
106481459	0.0	0.0
26994	10830.0	15985.0
106481457	9.0	9.0
26995	2637.0	3977.0
106481458	0.0	0.0
403271	0.0	0.0
26998	0.0	21.0
403272	0.0	0.0
102466659	0.0	0.0
26999	4478.0	7953.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	1.0	47.0
106481460	4.0	1.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2936.0	6325.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	1.0
104310351	0.0	1.0
403263	0.0	0.0
403264	0.0	0.0
403265	1.0	0.0
403266	0.0	1.0
138009	1.0	4.0
106481468	0.0	0.0
106481469	0.0	1.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	1.0
106481471	0.0	0.0
85329	10.0	15.0
106481472	0.0	0.0
106481477	0.0	1.0
106481478	0.0	1.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	25.0	2247.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	3.0
403254	0.0	0.0
126070	970.0	1155.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	2.0	4.0
106481437	0.0	0.0
26974	688.0	569.0
153657	126.0	183.0
106481438	1.0	0.0
106481435	0.0	0.0
26973	1717.0	2897.0
165631	678.0	139.0
106481436	0.0	0.0
26978	12.0	12.0
126075	1278.0	2161.0
106481439	0.0	0.0
403250	0.0	0.0
126074	312.0	511.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	1.0
85359	3070.0	6656.0
106481444	23.0	35.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	2293.0	3980.0
85354	0.0	0.0
85352	161.0	13.0
403241	11.0	22.0
344462	1.0	0.0
403244	0.0	0.0
403245	0.0	0.0
153642	1197.0	1412.0
153643	53.0	766.0
403247	0.0	0.0
403248	0.0	0.0
26985	4319.0	8753.0
106481448	0.0	0.0
26986	52772.0	80715.0
126069	173.0	321.0
106481449	0.0	0.0
126068	2038.0	3316.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1290.0	2837.0
106481447	0.0	0.0
106481451	2.0	6.0
106481452	0.0	0.0
106481450	1.0	1.0
114088	95.0	119.0
106481455	0.0	0.0
85349	112.0	3.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	1.0
85347	0.0	0.0
26980	3.0	7.0
106481454	0.0	0.0
403238	0.0	0.0
85344	41.0	3.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	1.0	0.0
85340	0.0	0.0
100873394	1.0	0.0
100873393	5.0	0.0
100873392	3.0	2.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	1.0	18.0
106481415	0.0	0.0
106481416	1.0	1.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	4011.0	3478.0
100873390	2.0	0.0
728556	59.0	140.0
106481419	0.0	2.0
100128817	1.0	1.0
728558	190.0	355.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	526.0	926.0
106481423	0.0	0.0
106481420	0.0	1.0
106481421	0.0	0.0
100873399	1.0	2.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	7.0	11.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	1.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	364.0	503.0
100873384	0.0	0.0
285601	13.0	11.0
106481426	0.0	0.0
106481427	2.0	3.0
222005	1.0	1.0
63910	301.0	323.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	1430.0	1865.0
222008	10.0	3.0
106481428	1.0	0.0
106481429	0.0	0.0
63905	4915.0	10554.0
63904	0.0	0.0
106481430	0.0	3.0
163071	630.0	1352.0
63906	995.0	2017.0
106481433	0.0	0.0
63908	1428.0	2275.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	15.0	1.0
285613	115.0	115.0
63920	978.0	998.0
63923	84.0	165.0
63922	543.0	1522.0
728577	57.0	434.0
63925	2712.0	4941.0
63924	42.0	1.0
63916	4100.0	9759.0
63917	5811.0	8823.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	2.0	5.0
728564	2.0	3.0
285622	1.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	2003.0	2906.0
106481402	0.0	0.0
63931	2847.0	3914.0
106481403	1.0	1.0
63934	1633.0	4502.0
728567	1.0	2.0
106481408	0.0	2.0
163088	6.0	9.0
63933	5118.0	6171.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	5956.0	10558.0
163087	1628.0	1822.0
728568	730.0	1227.0
106481407	10.0	19.0
3704	2586.0	3988.0
3705	4217.0	7029.0
63926	1736.0	3453.0
3706	18.0	11.0
63929	1745.0	1725.0
3707	3654.0	5926.0
63928	0.0	2.0
3708	26880.0	30736.0
106481411	0.0	1.0
3709	4164.0	10829.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	46.0	34.0
3702	975.0	18.0
3703	17223.0	24280.0
645506	0.0	1.0
151050	2737.0	3656.0
645520	0.0	0.0
63941	2005.0	2374.0
63940	1884.0	3301.0
63943	718.0	615.0
728517	0.0	0.0
163033	790.0	1627.0
258010	5687.0	5421.0
63947	0.0	1.0
63946	0.0	1.0
728513	0.0	0.0
100033803	0.0	0.0
3716	16337.0	15375.0
100033804	0.0	0.0
3717	1642.0	1646.0
100033805	0.0	0.0
3718	1682.0	344.0
63939	1899.0	2814.0
100033806	0.0	0.0
100190799	5.0	6.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	236.0	390.0
3710	19484.0	2596.0
3712	20947.0	53219.0
3713	42.0	1.0
3714	1045.0	3018.0
63950	11.0	17.0
728505	0.0	1.0
63951	531.0	1649.0
100033807	0.0	0.0
728501	24.0	22.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	6954.0	9125.0
100033814	0.0	0.0
3727	6975.0	20639.0
63948	6.0	1.0
100033815	0.0	0.0
222052	6.0	0.0
3728	22427.0	28518.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1674.0	5092.0
151056	404.0	95.0
3725	24638.0	32467.0
645528	5.0	5.0
728532	39.0	53.0
163059	681.0	966.0
728538	0.0	0.0
728537	350.0	485.0
63967	134.0	161.0
3737	138.0	3.0
3738	171.0	25.0
3739	2.0	16.0
645538	0.0	0.0
3730	3414.0	4512.0
3732	4631.0	1005.0
3734	102.0	267.0
3735	8151.0	10173.0
3736	278.0	1.0
63970	1.0	1.0
3750	250.0	187.0
63971	9842.0	22038.0
63974	0.0	0.0
163049	5123.0	5676.0
63973	1.0	0.0
63976	7376.0	7297.0
222068	22410.0	35672.0
63978	0.0	1.0
63977	1064.0	1105.0
63979	699.0	904.0
728524	0.0	0.0
3748	5090.0	9354.0
163051	74.0	149.0
3749	939.0	429.0
163050	114.0	179.0
3741	66.0	51.0
645548	6.0	11.0
3743	1.0	0.0
3744	2.0	0.0
3745	97.0	43.0
3746	39.0	8.0
3747	0.0	0.0
285671	2876.0	1362.0
285672	2194.0	3410.0
100873431	0.0	0.0
100873430	0.0	1.0
3760	1.0	37.0
285676	159.0	246.0
3761	3.0	10.0
100128657	0.0	0.0
285679	2.0	3.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	304.0	1207.0
283008	28.0	79.0
3751	56.0	1.0
100873435	0.0	0.0
3752	312.0	11.0
100873434	0.0	0.0
3753	25.0	12.0
100873433	0.0	0.0
3754	13.0	12.0
100873432	0.0	0.0
3755	15.0	14.0
100873439	0.0	0.0
3756	16.0	21.0
100873438	0.0	0.0
3757	101.0	136.0
100873437	0.0	0.0
3758	212.0	61.0
100873436	0.0	0.0
100873420	1.0	7.0
3770	130.0	131.0
3772	21971.0	9925.0
100861458	0.0	0.0
100861453	39.0	43.0
100861455	0.0	1.0
1107	23061.0	50777.0
1106	13521.0	20345.0
1105	2910.0	5274.0
1104	1474.0	2887.0
100873429	0.0	0.0
1103	0.0	0.0
1102	5050.0	9671.0
1101	494.0	172.0
3762	596.0	214.0
100873424	0.0	0.0
3763	9.0	3.0
100128640	253.0	104.0
100873423	0.0	0.0
3764	719.0	312.0
100873422	0.0	0.0
3765	3.0	8.0
100873421	3.0	0.0
3766	157.0	484.0
100873428	0.0	0.0
3767	527.0	1608.0
100873427	0.0	0.0
3768	334.0	66.0
1109	0.0	1.0
100873426	1.0	1.0
1108	27898.0	62561.0
3769	369.0	19.0
100873425	1.0	0.0
100128637	1.0	0.0
100128639	0.0	0.0
3780	14.0	13.0
100873453	0.0	0.0
3781	24.0	58.0
100873452	0.0	0.0
3782	775.0	1429.0
100873451	0.0	0.0
3783	424.0	25.0
100873450	0.0	0.0
1121	2522.0	4373.0
100861468	0.0	0.0
1120	357.0	656.0
100861469	0.0	0.0
1118	1032.0	10.0
1117	1099.0	19.0
1116	1195.0	22.0
1114	2201.0	82.0
1113	1742.0	0.0
1112	4714.0	4152.0
1111	393.0	778.0
3773	44351.0	73760.0
100873457	1.0	2.0
100873456	0.0	1.0
3775	872.0	1458.0
100873455	0.0	0.0
3776	1771.0	444.0
100873454	0.0	0.0
3777	1742.0	2404.0
3778	703.0	748.0
3779	199.0	143.0
100873459	0.0	0.0
1119	3609.0	5029.0
100128627	1.0	0.0
100128626	0.0	0.0
3790	158.0	231.0
100128628	4.0	5.0
3791	7289.0	16288.0
100873442	0.0	0.0
3792	77.0	107.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	8.0	21.0
1131	244.0	285.0
1130	3587.0	4622.0
100861476	0.0	0.0
1129	4.0	1.0
1128	11.0	9.0
1124	1277.0	4981.0
1123	572.0	534.0
1122	1394.0	1659.0
100861470	0.0	0.0
3784	21754.0	15767.0
100873446	0.0	0.0
3785	2.0	1.0
100873445	0.0	0.0
3786	247.0	98.0
100873444	0.0	0.0
3787	51.0	68.0
100873443	0.0	0.0
3788	6.0	1.0
100873449	23.0	32.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	256.0	249.0
100128618	0.0	1.0
728597	9.0	53.0
100128617	0.0	6.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	56.0	14.0
100873473	0.0	0.0
100873472	0.0	1.0
1143	34.0	11.0
285634	9.0	4.0
1142	2.0	471.0
1141	17.0	7.0
285636	3689.0	6735.0
1140	1802.0	1803.0
728599	5.0	3.0
1139	125.0	800.0
1138	9.0	2.0
1137	335.0	2.0
100861485	0.0	0.0
1136	59.0	1.0
1135	4.0	15.0
1134	15.0	5.0
1133	7.0	6.0
3795	223.0	97.0
100873479	12.0	17.0
3796	2133.0	2456.0
100873478	0.0	1.0
3797	1227.0	426.0
100873477	5.0	7.0
3798	361.0	392.0
100873476	0.0	0.0
3799	11853.0	20145.0
100873460	0.0	0.0
728586	27.0	80.0
285641	2.0	0.0
100873464	9.0	13.0
100873463	0.0	0.0
100873462	1.0	2.0
285643	0.0	0.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	4407.0	6447.0
1153	40500.0	70337.0
1152	16299.0	8103.0
285647	92.0	90.0
728589	15.0	16.0
728588	0.0	0.0
1149	14.0	3.0
1147	1893.0	3030.0
1146	4.0	9.0
1145	32.0	125.0
1144	1.0	1.0
100873468	0.0	0.0
100873467	1.0	0.0
100873466	0.0	0.0
100873465	1.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	396.0	1509.0
1163	566.0	931.0
285659	0.0	0.0
1161	719.0	1601.0
1160	383.0	1098.0
1159	203.0	33.0
1158	10.0	5.0
1157	1.0	0.0
1155	2571.0	3223.0
550643	2587.0	6928.0
283025	0.0	1.0
100873499	0.0	0.0
100873498	1.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	1.0	1.0
100873483	0.0	0.0
1176	2688.0	4728.0
1175	2373.0	4549.0
285668	5.0	5.0
1174	1987.0	5426.0
1173	19306.0	40230.0
550631	363.0	1715.0
100873489	0.0	0.0
283014	27.0	21.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	1198.0	111.0
1186	5659.0	15575.0
1185	2462.0	5485.0
1184	1145.0	1732.0
1183	2530.0	1641.0
1182	8197.0	12514.0
1181	613.0	1003.0
440375	100.0	282.0
1180	7.0	1.0
1179	1.0	2.0
1178	2.0	0.0
283089	52.0	86.0
85495	0.0	0.0
85480	100.0	29.0
283080	0.0	0.0
1198	4467.0	9693.0
1197	3.0	6.0
1196	2942.0	5107.0
1195	6976.0	10168.0
440366	0.0	3.0
1193	4848.0	8868.0
1192	12243.0	19075.0
1191	260409.0	16409.0
1188	1511.0	307.0
283078	116.0	36.0
85486	4.0	11.0
128615	0.0	0.0
85481	0.0	0.0
128611	611.0	21.0
440396	90.0	104.0
128609	0.0	1.0
128602	0.0	26.0
440387	0.0	0.0
128674	12.0	0.0
128676	0.0	1.0
114026	0.0	1.0
100861402	1.0	6.0
126014	182.0	14.0
440335	29.0	56.0
100128690	0.0	0.0
114034	1042.0	2287.0
126006	111.0	102.0
114036	245.0	125.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	67.0	153.0
100861412	0.0	1.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	1.0	0.0
105180391	0.0	0.0
100128682	5.0	8.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	0.0	0.0
200728	456.0	571.0
440356	9.0	9.0
440354	58.0	109.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	2.0	0.0
100873412	1.0	0.0
100873411	0.0	0.0
100128675	22.0	1.0
100873410	0.0	0.0
100873417	1.0	0.0
100873416	1.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	166.0	213.0
100861435	0.0	1.0
100861436	0.0	0.0
440345	206.0	243.0
200734	4377.0	11219.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	9.0	9.0
100873408	2.0	0.0
100873407	0.0	0.0
100861430	28.0	182.0
100873402	0.0	0.0
100873401	7.0	2.0
100873400	0.0	1.0
100128665	1.0	0.0
128637	4842.0	9327.0
100873406	0.0	0.0
100873405	1.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	1.0
645443	7.0	10.0
165530	20.0	9.0
85409	34.0	25.0
106481385	0.0	1.0
106481386	2.0	0.0
85416	0.0	1.0
106481383	8.0	5.0
85417	58.0	91.0
106481384	0.0	0.0
103106903	5.0	7.0
85414	169.0	60.0
106481389	0.0	0.0
85415	1158.0	730.0
106481387	1.0	0.0
85413	7.0	2.0
106481388	13.0	11.0
645436	1.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	1.0	10.0
106481380	0.0	0.0
11	0.0	0.0
403341	1482.0	3519.0
12	1.0	0.0
13	1.0	13.0
14	10792.0	14776.0
15	28.0	15.0
16	15034.0	32945.0
645455	30.0	75.0
18	11344.0	39861.0
19	4496.0	8696.0
128580	6.0	5.0
85407	140.0	58.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	2422.0	4288.0
106481395	1.0	0.0
85403	2022.0	3231.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	1.0
106481393	0.0	0.0
20	14209.0	9785.0
106481390	0.0	0.0
21	9781.0	28231.0
106481391	0.0	0.0
22	1832.0	4047.0
153571	332.0	122.0
153572	147.0	119.0
23	5815.0	13141.0
24	142.0	133.0
25	12991.0	23758.0
26	88.0	14861.0
27	2250.0	3491.0
28	8411.0	513.0
29	4525.0	12542.0
153579	957.0	2522.0
728615	1.0	1.0
728614	0.0	0.0
200765	439.0	643.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	55.0	31.0
102466518	0.0	0.0
102466516	49.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	2.0
106481361	0.0	0.0
85439	2830.0	490.0
106481362	0.0	0.0
106481367	1.0	1.0
85437	3124.0	4410.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	394.0	536.0
106481366	0.0	0.0
30	3898.0	7319.0
106481360	0.0	0.0
31	3571.0	5350.0
32	4694.0	5950.0
33	2013.0	807.0
34	4358.0	4412.0
35	2187.0	2354.0
153562	6948.0	28298.0
36	3932.0	3305.0
37	17633.0	27590.0
38	5770.0	3291.0
440307	17.0	31.0
39	977.0	1516.0
165545	5.0	5.0
106481369	0.0	0.0
728606	139.0	514.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	1.0
106481379	0.0	0.0
106481376	1.0	1.0
106481377	0.0	0.0
403315	1.0	0.0
40	2.0	5.0
106481370	0.0	0.0
41	76.0	209.0
106481371	0.0	0.0
43	112.0	73.0
645486	1.0	0.0
47	8279.0	12785.0
48	6503.0	6659.0
49	13.0	28.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	4.0	1.0
