id	e9a2c588-ffce-42f6-9ba2-45a859fef61f	d5111826-39cb-46aa-bc9a-e00d6e8ede38
8425	35613.0	46384.0
643037	2.0	0.0
163589	247.0	121.0
643034	0.0	0.0
440525	90.0	69.0
391059	383.0	142.0
645691	17.0	22.0
163590	3197.0	3888.0
8417	5262.0	5538.0
8418	2576.0	2227.0
8416	3730.0	1800.0
8419	16.0	7.0
8431	10.0	0.0
8435	13.0	23.0
8436	17850.0	3225.0
8433	0.0	2.0
8434	1037.0	520.0
391026	0.0	1.0
440556	3157.0	1127.0
440560	0.0	0.0
8428	4482.0	3151.0
8427	2073.0	1534.0
103157000	0.0	0.0
8443	2789.0	2469.0
8440	4060.0	4960.0
8446	1131.0	1373.0
8447	441.0	173.0
8444	609.0	309.0
8445	1791.0	1725.0
391037	1.0	6.0
391039	3.0	2.0
643050	0.0	0.0
285905	6.0	5.0
285908	1787.0	1460.0
8439	2331.0	2615.0
8437	3896.0	3437.0
8438	43.0	90.0
8453	1826.0	1568.0
8454	4096.0	3887.0
8451	5591.0	4438.0
8452	5075.0	3680.0
8458	1071.0	751.0
8455	10419.0	4825.0
8456	126.0	30.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	4410.0	3863.0
106481583	0.0	0.0
106481584	1.0	2.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	12.0	10.0
8449	2769.0	2855.0
106481580	0.0	2.0
8464	714.0	688.0
8462	1537.0	723.0
8463	641.0	766.0
8468	4.0	4.0
391099	0.0	0.0
8467	7602.0	6978.0
342184	1924.0	676.0
246312	0.0	1.0
106481589	0.0	0.0
8460	1597.0	458.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	9.0	5.0
106481599	0.0	0.0
106481596	0.0	0.0
106481597	0.0	0.0
8459	7949.0	3630.0
106481590	0.0	0.0
106481591	0.0	0.0
8476	3320.0	2476.0
8473	14318.0	27767.0
440519	60.0	32.0
440518	1.0	0.0
8479	2659.0	1595.0
440515	2399.0	1699.0
8477	38.0	72.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	0.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	570.0	9.0
8470	29956.0	5031.0
106481561	4.0	3.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	4.0	5.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	0.0	0.0
8487	377.0	322.0
8484	6.0	0.0
391075	0.0	0.0
440508	1.0	2.0
391077	1.0	0.0
391076	0.0	0.0
8488	3.0	4.0
440503	470.0	404.0
8489	2.0	7.0
106481569	0.0	0.0
106481567	1.0	0.0
106481568	0.0	0.0
8482	35.0	124.0
8483	90.0	132.0
8480	1799.0	1312.0
8481	2588.0	3476.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	1.0	1.0
106481574	0.0	1.0
106481575	0.0	0.0
391081	49.0	5.0
8497	116.0	214.0
728431	168.0	296.0
8498	4391.0	5078.0
728430	18.0	8.0
100128934	1.0	0.0
8495	8296.0	4950.0
8496	7042.0	5238.0
91012	2361.0	3084.0
100128936	88.0	110.0
728432	0.0	0.0
100128930	1.0	1.0
8499	28.0	16.0
106481536	0.0	0.0
8490	18784.0	27052.0
106481537	0.0	0.0
285954	42.0	5.0
285955	24.0	30.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	885.0	991.0
54075	0.0	0.0
101669766	248.0	238.0
728434	0.0	0.0
91010	4740.0	3667.0
285958	687.0	362.0
101669767	0.0	0.0
8491	4312.0	2873.0
106481538	0.0	0.0
8492	70.0	137.0
54072	4.0	0.0
106481539	0.0	0.0
101669762	440.0	612.0
106481540	0.0	0.0
101669763	0.0	0.0
101669764	0.0	0.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	1.0	0.0
81695	15.0	2.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	82.0	28.0
100271056	0.0	0.0
100271050	8.0	8.0
100271053	0.0	0.0
93664	1809.0	873.0
100128923	1.0	3.0
93663	2842.0	4457.0
285961	27.0	38.0
93668	0.0	1.0
285962	249.0	128.0
106481547	0.0	0.0
54082	64.0	51.0
106481548	0.0	0.0
285965	11.0	7.0
285966	73.0	63.0
106481545	4.0	5.0
106481546	10.0	1.0
93661	0.0	0.0
100128927	1788.0	1513.0
54084	237.0	109.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	13291.0	12736.0
106481551	2.0	2.0
54089	8.0	10.0
81689	2272.0	1509.0
54088	5.0	20.0
106481554	0.0	1.0
100271047	0.0	0.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	0.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	1.0	1.0
100128912	0.0	0.0
91039	2119.0	3315.0
342132	683.0	566.0
285971	1145.0	816.0
285972	2.0	5.0
285973	32.0	467.0
100128911	0.0	0.0
728450	1.0	0.0
54093	1594.0	1360.0
106481514	1.0	0.0
106481515	0.0	0.0
106481512	1.0	0.0
54090	0.0	0.0
106481513	20.0	19.0
54097	473.0	74.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	91.0	204.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	5.0	10.0
54098	0.0	0.0
246330	794.0	713.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	46.0	185.0
100271033	18.0	5.0
645619	0.0	1.0
100271031	2.0	7.0
344787	89.0	324.0
100128902	0.0	0.0
728441	118.0	638.0
100128903	0.0	0.0
222389	4172.0	2398.0
106481525	3.0	7.0
106481526	4.0	4.0
285987	15.0	11.0
106481523	0.0	0.0
285989	1278.0	989.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	133.0	138.0
106481527	1.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	1.0	2.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	706.0	506.0
91056	1121.0	1251.0
645641	1.0	0.0
91050	1735.0	959.0
100271015	0.0	1.0
106481500	0.0	0.0
645638	25.0	81.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	15.0	13.0
106481503	0.0	0.0
106481504	9.0	4.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	5.0	2.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	1.0	2.0
283316	56.0	27.0
106481510	0.0	1.0
106481511	0.0	0.0
100271003	6.0	7.0
283314	251.0	383.0
100271006	1.0	0.0
283310	100.0	11.0
344758	4.0	0.0
100271001	0.0	0.0
344752	4.0	0.0
728411	547.0	387.0
728410	0.0	0.0
643003	4.0	4.0
643001	0.0	0.0
728419	0.0	0.0
728418	1.0	0.0
91074	0.0	0.0
728409	1.0	0.0
283303	0.0	0.0
344741	1.0	0.0
728400	0.0	0.0
645676	182.0	123.0
285941	2.0	0.0
728405	0.0	0.0
285943	31.0	30.0
728407	228.0	152.0
728402	0.0	0.0
728403	0.0	0.0
643008	1526.0	2732.0
645668	1.0	0.0
100506658	3978.0	3262.0
100506655	22.0	8.0
81849	6.0	2410.0
56890	1163.0	667.0
56891	0.0	0.0
100506650	0.0	0.0
81846	4732.0	1906.0
81847	4138.0	4458.0
81848	1395.0	2918.0
56896	1.0	0.0
56897	3845.0	3743.0
81853	5599.0	4078.0
56898	4915.0	6423.0
81855	1417.0	4166.0
56899	1265.0	152.0
56892	776.0	13387.0
56893	1693.0	1921.0
121275	32.0	26.0
121278	2.0	0.0
56894	8719.0	5489.0
81850	0.0	0.0
145249	2.0	0.0
56895	1489.0	296.0
81851	0.0	0.0
649137	4.0	0.0
81839	3701.0	1044.0
121274	2415.0	1629.0
121273	28.0	16.0
145264	0.0	0.0
121270	0.0	0.0
145258	28.0	6.0
121268	34.0	56.0
81844	9111.0	6699.0
145259	5.0	8.0
133283	376.0	487.0
375593	31.0	37.0
100506649	136.0	160.0
100506673	0.0	0.0
121260	1069.0	1939.0
145270	253.0	46.0
100506671	2.0	0.0
81875	2372.0	1471.0
81876	10142.0	8857.0
81870	0.0	0.0
81871	0.0	0.0
121256	53.0	465.0
81872	0.0	0.0
81873	1227.0	2633.0
387597	57.0	18.0
100506668	832.0	527.0
160897	976.0	685.0
649159	0.0	0.0
145282	809.0	487.0
387590	2716.0	3139.0
81856	771.0	582.0
81857	4551.0	3862.0
100506660	31.0	28.0
81858	2903.0	3864.0
135886	2.0	1.0
147872	1.0	13.0
81889	1176.0	1838.0
145200	27.0	31.0
81892	1009.0	1822.0
81893	2.0	3.0
81894	1900.0	1769.0
81890	3559.0	2969.0
135892	72.0	1.0
649179	0.0	0.0
100506600	110.0	80.0
613126	71.0	22.0
81887	2832.0	2858.0
81888	1007.0	1425.0
145216	15.0	8.0
338591	1.0	0.0
649186	16.0	8.0
338596	37.0	31.0
338599	0.0	0.0
169200	3373.0	1812.0
145226	107.0	71.0
100506637	415.0	166.0
160857	614.0	482.0
160851	721.0	4355.0
91227	20.0	2.0
157206	31.0	7.0
100506622	2.0	1.0
100856809	0.0	0.0
338588	0.0	2.0
145241	2.0	0.0
91219	5.0	11.0
650172	0.0	0.0
102724678	131.0	23.0
338579	0.0	0.0
326591	501.0	336.0
255738	3.0	1.0
338567	0.0	0.0
102724668	39.0	50.0
255743	44872.0	34253.0
56829	3051.0	2667.0
326586	0.0	0.0
102724655	0.0	0.0
554250	0.0	0.0
554251	416.0	345.0
338557	5.0	14.0
56832	1.0	1.0
56833	148.0	299.0
56834	2422.0	1775.0
554235	64.0	54.0
554236	14.0	17.0
56849	143.0	31.0
255725	2.0	0.0
56848	2311.0	1185.0
56852	662.0	885.0
56853	37.0	454.0
102724631	0.0	0.0
56850	3513.0	4542.0
56851	2685.0	3070.0
100820829	110.0	75.0
101243555	1.0	0.0
196872	279.0	104.0
8501	2049.0	358.0
8502	10580.0	14320.0
8500	4401.0	3286.0
253128	90.0	12.0
664701	3051.0	671.0
255783	591.0	768.0
54207	2.0	8.0
54206	32845.0	13736.0
54205	3194.0	2646.0
664709	24.0	19.0
54209	46.0	354.0
196883	1071.0	1382.0
8512	54.0	143.0
8513	12.0	0.0
8510	0.0	8.0
8511	0.0	4.0
54210	20.0	322.0
81831	922.0	153.0
81832	81.0	288.0
81833	0.0	0.0
54212	0.0	0.0
170261	50.0	26236.0
8505	1098.0	849.0
8506	324.0	1200.0
8503	2350.0	2280.0
8504	1546.0	963.0
8509	133.0	199.0
8507	381.0	543.0
255758	289.0	359.0
8508	4627.0	3429.0
8520	2024.0	1887.0
8521	0.0	2.0
169270	827.0	580.0
8522	488.0	408.0
102724605	0.0	0.0
554282	0.0	2.0
56886	4635.0	3454.0
54221	45.0	30.0
56888	3215.0	2911.0
554279	1.0	1.0
664722	4.0	4.0
56882	4443.0	6504.0
664721	14.0	261.0
255762	11.0	5.0
56884	0.0	1.0
8516	656.0	451.0
8517	358.0	268.0
8514	482.0	1007.0
8515	375.0	643.0
56889	15948.0	12137.0
8518	3660.0	2811.0
8519	997.0	1428.0
8530	74.0	92.0
326624	69.0	63.0
8531	4083.0	13037.0
326625	2509.0	1944.0
8534	3502.0	1591.0
326628	0.0	0.0
8535	1041.0	2049.0
326627	0.0	0.0
8532	183.0	253.0
8533	1916.0	1755.0
8527	3113.0	4901.0
8528	189.0	305.0
8525	1578.0	2436.0
8526	1182.0	818.0
8529	0.0	0.0
8541	409.0	302.0
326613	1.0	0.0
8542	900.0	6037.0
326615	0.0	0.0
8540	2292.0	1590.0
326614	2.0	1.0
8545	7492.0	5331.0
326617	0.0	0.0
8546	5932.0	3996.0
326616	5.0	6.0
8543	2521.0	4084.0
8544	1091.0	314.0
253175	0.0	0.0
554300	0.0	0.0
8538	35.0	49.0
8539	6177.0	4408.0
8536	319.0	325.0
8537	28.0	22.0
8552	125.0	272.0
8553	2484.0	16573.0
8550	2487.0	2218.0
326603	15.0	9.0
8551	0.0	0.0
8556	982.0	862.0
326606	1.0	1.0
8557	87.0	137.0
8554	5598.0	2617.0
8555	5463.0	1522.0
326607	26.0	4.0
326609	1.0	6.0
255798	0.0	0.0
8549	11.0	2.0
8547	90.0	180.0
8548	1670.0	1367.0
101409261	18.0	29.0
326611	2.0	0.0
8563	829.0	2011.0
8564	26.0	63.0
8562	3608.0	3189.0
8567	3586.0	2839.0
8568	1237.0	1815.0
8565	2970.0	3796.0
8566	8054.0	10701.0
253152	361.0	693.0
8560	3953.0	7561.0
100132031	1.0	2.0
100132036	0.0	0.0
253143	2418.0	1836.0
8558	4904.0	6554.0
8559	704.0	598.0
8574	2760.0	1872.0
8575	1607.0	2029.0
8572	205.0	8080.0
8573	1835.0	1011.0
8578	2528.0	2551.0
8576	2327.0	2026.0
8577	16.0	13.0
554354	3.0	1.0
8570	8898.0	8885.0
123811	3045.0	1720.0
8569	1323.0	1840.0
8585	2.0	1.0
8586	3.0	4.0
101928770	0.0	2.0
8583	0.0	0.0
101928773	3.0	1.0
8587	4.0	3.0
8588	0.0	0.0
101928776	0.0	1.0
8581	0.0	270.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	0.0
101409258	36.0	39.0
101409257	19.0	8.0
101409254	0.0	0.0
101409253	0.0	0.0
123803	551.0	835.0
8596	0.0	0.0
101928781	3.0	5.0
8594	0.0	0.0
8595	0.0	0.0
101928784	43.0	24.0
8590	0.0	0.0
8591	0.0	0.0
100132066	0.0	1.0
100421113	1.0	0.0
100421114	3.0	2.0
101928790	0.0	0.0
101928795	1.0	0.0
253190	223.0	212.0
100132073	6.0	2.0
100132074	493.0	514.0
100132079	0.0	0.0
554313	0.0	1.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	64.0	23.0
100421125	0.0	0.0
91133	1139.0	247.0
100421129	1.0	0.0
91137	3155.0	2282.0
101928720	0.0	2.0
375519	7.0	1.0
100856810	0.0	0.0
100421136	10.0	7.0
100421137	3.0	1.0
101928734	0.0	0.0
91120	1192.0	1343.0
101928736	103.0	131.0
147837	511.0	431.0
100421131	7.0	1.0
100421133	0.0	0.0
91156	8333.0	80296.0
100421146	0.0	0.0
160824	1.0	1.0
100421148	4.0	1.0
101928744	2.0	0.0
91151	375.0	320.0
147841	32.0	130.0
100421143	0.0	0.0
91149	4.0	1.0
101928752	0.0	0.0
91147	1518.0	818.0
387509	141.0	789.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	661.0	455.0
100506574	0.0	3.0
399520	1.0	224.0
100421178	0.0	0.0
100506564	0.0	1.0
121227	13156.0	5037.0
387521	939.0	2291.0
387522	0.0	0.0
100421172	45.0	26.0
100421175	1.0	0.0
100421177	0.0	0.0
100506599	362.0	310.0
100856877	0.0	0.0
100421189	0.0	0.0
100856878	1.0	2.0
121214	1.0	1.0
387559	1.0	0.0
123876	20.0	1.0
123872	1216.0	121.0
100421180	0.0	0.0
147808	541.0	678.0
100421185	0.0	0.0
147804	260.0	219.0
123879	566.0	1196.0
147807	1030.0	1265.0
100421188	0.0	0.0
375567	24.0	1.0
399512	498.0	845.0
399511	196.0	56.0
91181	10.0	14.0
448990	25.0	28.0
101928715	2.0	1.0
100506581	49.0	37.0
100856881	0.0	1.0
100506775	5.0	6.0
100506779	94.0	32.0
160762	0.0	1.0
93953	172.0	296.0
104326057	0.0	0.0
399687	3514.0	2213.0
104326058	0.0	0.0
100506776	72.0	65.0
348094	988.0	622.0
160760	1731.0	1916.0
348093	888.0	730.0
387695	0.0	0.0
104326055	86.0	19.0
93948	54.0	3.0
399693	1134.0	1247.0
104326053	0.0	0.0
399694	80.0	862.0
104326054	0.0	0.0
104326051	2.0	0.0
104326052	3.0	5.0
133150	0.0	0.0
399697	0.0	0.0
100506765	0.0	0.0
387694	68.0	6.0
102724706	0.0	0.0
54361	237.0	134.0
54360	92.0	25.0
54363	0.0	0.0
387684	1.0	0.0
147798	9585.0	7523.0
159770	0.0	1.0
100506769	0.0	0.0
93973	1884.0	1174.0
399668	1041.0	1731.0
100506795	939.0	33.0
399669	117.0	246.0
399664	429.0	1385.0
399666	0.0	0.0
93974	7108.0	7972.0
399665	7149.0	6179.0
100506791	3.0	1.0
81993	2.0	9.0
399671	119.0	50.0
399670	0.0	0.0
160777	5.0	7.0
91300	1795.0	4374.0
100506783	4.0	7.0
91304	7103.0	10550.0
100506787	1.0	1.0
100293948	1.0	1.0
204219	17.0	2.0
121130	0.0	1.0
145165	20.0	9.0
54386	6559.0	6612.0
123787	0.0	1.0
652670	0.0	1.0
121129	0.0	0.0
100506733	3.0	4.0
147746	10.0	24.0
255812	886.0	755.0
147741	4.0	25.0
147744	0.0	1.0
100506737	6.0	0.0
100506736	66.0	39.0
160728	7157.0	166.0
100506724	0.0	0.0
100506723	6.0	3.0
93986	2319.0	456.0
100506721	0.0	1.0
100913183	27.0	16.0
100913182	2.0	1.0
91319	587.0	493.0
93979	0.0	1.0
91316	91.0	684.0
133121	30.0	8.0
93978	1.0	4.0
100506753	403.0	331.0
91355	1056.0	3435.0
91353	4.0	10.0
100506757	86.0	14.0
100506755	38.0	34.0
91351	1541.0	1573.0
100506759	0.0	2.0
107080641	0.0	0.0
100506742	32.0	49.0
348021	0.0	0.0
107080653	0.0	0.0
255809	27.0	18.0
100506749	3.0	5.0
107080654	2.0	3.0
107080655	0.0	0.0
107080652	2.0	2.0
348013	375.0	836.0
338692	1027.0	2218.0
338699	1581.0	1286.0
107080628	0.0	0.0
107080629	1.0	0.0
56931	1276.0	1329.0
723779	0.0	0.0
723778	0.0	0.0
107080624	1.0	0.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	1499.0	3061.0
196792	48.0	68.0
107080620	9.0	6.0
56938	51.0	258.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	3.0	1.0
56935	1331.0	1021.0
56936	0.0	1.0
56940	1982.0	2358.0
107080639	3.0	7.0
56941	1999.0	3981.0
56942	605.0	864.0
56943	3009.0	2287.0
107080636	6.0	0.0
107080637	2.0	3.0
56948	941.0	1139.0
56949	4953.0	4402.0
107080632	0.0	0.0
56944	575.0	262.0
56945	1510.0	1460.0
56946	1869.0	1059.0
56947	3274.0	3296.0
107080630	2.0	5.0
100506713	414.0	295.0
100506712	1.0	0.0
100506710	6736.0	5457.0
338674	0.0	0.0
338675	0.0	0.0
56951	4252.0	3400.0
56952	368.0	90.0
56953	151.0	118.0
102724774	6.0	1.0
56954	2649.0	3418.0
56950	2516.0	2069.0
100506715	1.0	0.0
100506714	167.0	248.0
56955	0.0	0.0
56956	1.0	0.0
56957	2772.0	2600.0
8600	1.0	114.0
8601	68.0	49.0
723790	0.0	0.0
338661	1.0	0.0
338662	0.0	0.0
338657	857.0	2161.0
56963	290.0	85.0
56964	318.0	74.0
56965	4246.0	4926.0
56961	1.0	0.0
56967	481.0	163.0
56969	0.0	1.0
8611	2193.0	3909.0
8612	994.0	2824.0
81926	1456.0	2242.0
145173	1069.0	962.0
81928	795.0	769.0
338651	20.0	51.0
81929	1521.0	2124.0
338653	6.0	2.0
81930	131.0	239.0
56975	1179.0	4587.0
81931	712.0	390.0
81932	2798.0	2713.0
56970	3586.0	4526.0
56971	424.0	601.0
8604	2783.0	2099.0
8605	463.0	235.0
8602	2507.0	2515.0
8603	2801.0	2461.0
8608	16.0	29.0
56977	2428.0	1127.0
8609	1879.0	2251.0
56978	25.0	29.0
56979	2.0	0.0
8607	1639.0	1580.0
8622	18821.0	7362.0
8623	3786.0	3659.0
8620	0.0	0.0
8621	5179.0	4583.0
338645	1.0	1.0
56984	2232.0	3222.0
56985	772.0	432.0
56986	2113.0	1275.0
338637	0.0	0.0
56987	7937.0	3871.0
102724742	0.0	0.0
56980	1011.0	613.0
56981	3482.0	1436.0
56983	949.0	1215.0
8615	6910.0	4801.0
54329	13.0	29.0
54328	68.0	440.0
8613	83141.0	35639.0
8614	368.0	803.0
8618	29.0	1.0
8630	1786.0	2364.0
8633	7252.0	3832.0
8634	1452.0	1554.0
8631	62.0	56.0
8632	304.0	636.0
56990	8825.0	5031.0
169166	5.0	0.0
554175	0.0	0.0
54332	1652.0	693.0
56995	2894.0	2787.0
255877	843.0	1033.0
664616	0.0	0.0
56996	2297.0	2282.0
54331	429.0	365.0
56997	2859.0	2424.0
664614	0.0	0.0
56998	3143.0	2474.0
664613	0.0	0.0
664612	0.0	0.0
56992	24.0	123.0
56993	2531.0	2917.0
56994	4030.0	9028.0
8626	43.0	114.0
8624	1198.0	1792.0
8625	3220.0	2754.0
56999	497.0	3464.0
664617	0.0	0.0
8629	2797.0	1250.0
8641	205.0	98.0
8644	408.0	379.0
8645	1780.0	2025.0
8642	1274.0	1203.0
8643	575.0	264.0
652624	4.0	3.0
196743	251.0	931.0
54346	0.0	0.0
54345	102.0	416.0
54344	1094.0	1959.0
8637	602.0	637.0
8638	50.0	132.0
8635	4039.0	2588.0
8636	1569.0	2326.0
8639	2344.0	1323.0
196740	11591.0	4801.0
8651	252.0	768.0
8650	5716.0	4171.0
8655	3951.0	6396.0
101928685	6.0	3.0
8653	5995.0	4909.0
8654	2321.0	18865.0
101928684	0.0	0.0
101928689	49.0	19.0
101928687	0.0	1.0
8648	3135.0	2180.0
8649	4370.0	2721.0
8646	208.0	174.0
8647	1.0	2.0
8662	6448.0	6860.0
8663	459.0	367.0
6001	1384.0	2231.0
8660	3182.0	5640.0
8661	16355.0	13441.0
6000	2.0	0.0
6003	2.0	2.0
8666	6242.0	9300.0
8667	11078.0	10621.0
6002	2244.0	2482.0
8664	10249.0	13958.0
6005	2.0	0.0
6004	10894.0	2507.0
8665	8153.0	9101.0
101928698	0.0	0.0
8659	1054.0	398.0
8658	4821.0	3816.0
8673	4236.0	7633.0
6010	1.0	1.0
8674	1939.0	2302.0
8671	11673.0	416.0
8672	9866.0	5910.0
6011	467.0	109.0
8677	1436.0	1769.0
6014	0.0	1.0
6013	7.0	5.0
8678	2831.0	2473.0
8675	5240.0	8108.0
6016	1070.0	1405.0
8676	809.0	218.0
6015	4632.0	5281.0
253260	4030.0	2397.0
338707	19.0	2.0
6007	53.0	68.0
6006	56.0	18.0
8668	8228.0	10661.0
6009	3601.0	3833.0
8669	2994.0	2618.0
6008	3.0	3.0
8685	89.0	1008.0
8682	6779.0	12593.0
6023	0.0	0.0
8683	4340.0	4322.0
8688	0.0	0.0
8689	0.0	0.0
8686	0.0	0.0
8687	0.0	0.0
253272	3.0	3.0
8681	1361.0	1265.0
253264	204.0	15.0
6018	1611.0	1061.0
6017	0.0	0.0
6019	13.0	31.0
6031	3.0	0.0
6034	0.0	0.0
8693	67.0	7.0
8694	2199.0	1990.0
6033	0.0	0.0
6036	1.0	6.0
6035	1946.0	2729.0
8697	1983.0	1630.0
6038	119.0	104.0
8698	76.0	138.0
6037	0.0	2.0
101928646	2.0	1.0
554234	0.0	0.0
8692	2434.0	6981.0
6030	4.0	3.0
8690	1557.0	1353.0
554225	31.0	12.0
554226	17.0	0.0
6029	0.0	0.0
170082	469.0	267.0
6043	0.0	0.0
6045	949.0	1164.0
6044	0.0	0.0
6047	3577.0	3163.0
6046	28942.0	15345.0
6049	1994.0	1366.0
100421217	0.0	0.0
6048	3041.0	3493.0
100421219	0.0	0.0
101928656	1.0	3.0
6041	1947.0	1523.0
554213	0.0	0.0
554214	0.0	0.0
56904	5587.0	9328.0
56905	1678.0	2139.0
6039	59.0	133.0
56906	389.0	341.0
56907	1148.0	1036.0
56900	5762.0	2884.0
56901	812.0	1474.0
56902	782.0	933.0
56903	23.0	2.0
100421222	0.0	0.0
375612	1.0	0.0
375611	96.0	65.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	3.0	0.0
6059	2603.0	2467.0
554210	15.0	35.0
100528062	272.0	239.0
554212	0.0	0.0
6050	10450.0	10424.0
100528064	7.0	5.0
375616	52.0	3611.0
6051	4506.0	5067.0
56910	11143.0	5638.0
554202	15.0	91.0
554203	1177.0	1356.0
56915	716.0	863.0
56916	2829.0	2148.0
56917	127.0	120.0
56918	0.0	0.0
56911	305.0	430.0
56912	2311.0	1722.0
56913	2094.0	1096.0
100421220	0.0	0.0
56914	3.0	4.0
375601	0.0	1.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1693.0	1049.0
6069	0.0	0.0
375607	79.0	21.0
554201	5.0	10.0
6060	1.0	0.0
56920	1111.0	2146.0
56926	2277.0	3563.0
56927	5919.0	6166.0
56928	3312.0	3868.0
56929	2572.0	1530.0
56922	2720.0	1811.0
56923	34.0	4.0
56924	145.0	32.0
56925	945.0	678.0
100421232	0.0	0.0
6076	1.0	0.0
100421245	1.0	0.0
6075	0.0	0.0
6078	0.0	2.0
6079	0.0	1.0
101928601	576.0	66.0
6070	8.0	7.0
91252	2476.0	4770.0
6071	2.0	4.0
6074	0.0	0.0
101928603	9.0	2.0
101928604	0.0	2.0
101928607	8.0	21.0
387612	0.0	0.0
147700	20.0	217.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	0.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	1.0	0.0
123722	92.0	12.0
387601	0.0	0.0
123720	1346.0	1596.0
147710	3.0	1.0
147711	17.0	6.0
147719	0.0	0.0
6098	1.0	2.0
6097	9268.0	3795.0
6092	11.0	9.0
6091	1373.0	881.0
6094	156.0	282.0
100528020	0.0	0.0
6093	3645.0	3162.0
100528021	3.0	4.0
6096	371.0	6.0
6095	3399.0	2217.0
91272	3486.0	2449.0
147727	7324.0	2964.0
387638	0.0	3.0
100528030	21.0	8.0
101928638	1.0	2.0
100528032	17.0	5.0
100421271	1.0	0.0
100506697	5.0	4.0
100506696	126.0	223.0
91298	1250.0	837.0
100528007	0.0	1.0
123775	655.0	250.0
91289	6283.0	5229.0
399656	3.0	0.0
100506686	907.0	431.0
100506685	5.0	4.0
100528016	2.0	0.0
100528017	0.0	0.0
100528018	0.0	0.0
100528019	2.0	1.0
100506681	10.0	6.0
91283	1200.0	1256.0
100506680	1.0	0.0
387646	419.0	109.0
387647	0.0	0.0
387644	80.0	35.0
387640	608.0	316.0
100421295	125.0	78.0
387680	2809.0	2419.0
375686	5.0	8.0
123745	3.0	0.0
100506898	96.0	21.0
100506897	0.0	1.0
390992	0.0	0.0
54471	2906.0	1663.0
54470	927.0	1651.0
390996	10.0	4.0
390999	0.0	0.0
54475	1272.0	903.0
387338	2079.0	1343.0
54474	0.0	1.0
54472	5767.0	4713.0
389997	0.0	0.0
54478	10.0	33.0
54477	3303.0	2882.0
387332	4.0	1.0
54476	4406.0	3326.0
91404	1140.0	1586.0
91405	7.0	5.0
91408	2619.0	2748.0
91409	454.0	352.0
375346	169.0	143.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	389.0	159.0
389990	0.0	0.0
102724827	301.0	284.0
54482	1346.0	1140.0
102724820	59.0	41.0
100506881	264.0	69.0
54480	1843.0	5680.0
387328	5.0	2.0
387325	7.0	7.0
145497	3.0	2.0
400866	0.0	0.0
387323	1.0	2.0
387321	2.0	3.0
54487	2494.0	2660.0
387322	0.0	0.0
375350	2.0	1.0
723809	4.0	1.0
338391	32.0	8.0
91433	570.0	604.0
338396	0.0	0.0
387363	0.0	0.0
387364	0.0	0.0
338398	1.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	652.0	1145.0
54491	481.0	556.0
54490	0.0	0.0
54497	3452.0	2497.0
54496	1804.0	1412.0
448835	0.0	0.0
