id	5570e579-2b63-4083-9465-3213cbf8af4c	70129edf-3380-48eb-8a5c-1230a92ec6c9
440278	254.0	173.0
1082	0.0	0.0
403294	1.0	0.0
440275	4866.0	3852.0
1081	0.0	1.0
85397	3438.0	14.0
85395	309.0	467.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	1.0
440270	2273.0	4232.0
1089	1.0	1.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	35.0	2.0
285598	544.0	414.0
126133	1431.0	1765.0
128790	3.0	0.0
126129	92.0	115.0
126123	6.0	1.0
442862	0.0	0.0
126119	858.0	923.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	1.0
128774	0.0	0.0
442893	0.0	1.0
442894	0.0	0.0
442895	0.0	0.0
114131	0.0	0.0
442896	0.0	0.0
114132	76.0	18.0
442897	0.0	0.0
442898	1.0	1.0
114134	560.0	995.0
442899	0.0	0.0
100128790	0.0	0.0
128760	4.0	9.0
100128788	51.0	52.0
100128787	0.0	0.0
440225	0.0	0.0
440224	1.0	0.0
442890	0.0	0.0
442891	1.0	5.0
442892	0.0	0.0
128756	0.0	0.0
100128782	446.0	403.0
100128781	5.0	1.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	0.0	7.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	119.0	145.0
102466616	0.0	0.0
126052	0.0	2.0
151009	130.0	130.0
403227	0.0	0.0
403228	0.0	0.0
138046	0.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	4.0
645572	0.0	0.0
645571	8.0	2.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	746.0	1408.0
107131122	1.0	0.0
138050	7826.0	8894.0
403219	0.0	0.0
151011	5057.0	3532.0
645587	1.0	0.0
165679	3.0	5.0
126037	12.0	47.0
114049	4396.0	7405.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	1.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	483.0	510.0
100033821	1.0	1.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	3667.0	3478.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	180.0	146.0
100033820	0.0	0.0
106481480	1.0	2.0
106481481	0.0	0.0
138065	15.0	177.0
645598	0.0	1.0
163007	6.0	5.0
114038	0.0	0.0
645591	0.0	1.0
106481495	0.0	1.0
114041	57.0	0.0
106481496	0.0	0.0
114042	5.0	16.0
106481493	0.0	0.0
114043	55.0	4.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	184.0	163.0
126017	517.0	535.0
106481497	0.0	0.0
106481498	0.0	0.0
85303	0.0	0.0
85300	0.0	0.0
85301	3906.0	734.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	698.0	249.0
106481459	0.0	0.0
26994	11528.0	12554.0
106481457	3.0	3.0
26995	2222.0	2697.0
106481458	0.0	0.0
403271	0.0	0.0
26998	1.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	2839.0	2473.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	0.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2693.0	3809.0
106481467	0.0	0.0
106481464	0.0	1.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	1.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	1.0	6.0
106481472	0.0	0.0
106481477	4.0	2.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	11.0	226.0
106481470	2.0	1.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	495.0	455.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	3.0	13.0
106481437	0.0	0.0
26974	333.0	439.0
153657	93.0	18.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	1796.0	1495.0
165631	67.0	51.0
106481436	3.0	0.0
26978	9.0	20.0
126075	758.0	1279.0
106481439	0.0	0.0
403250	0.0	0.0
126074	226.0	329.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	2011.0	3887.0
106481444	14.0	5.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	1461.0	2024.0
85354	0.0	0.0
85352	83.0	5.0
403241	3.0	0.0
344462	3.0	1.0
403244	0.0	0.0
403245	0.0	0.0
153642	1061.0	595.0
153643	119.0	88.0
403247	0.0	0.0
403248	0.0	0.0
26985	3667.0	2994.0
106481448	0.0	0.0
26986	38717.0	73730.0
126069	77.0	68.0
106481449	0.0	0.0
126068	798.0	1657.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1129.0	1202.0
106481447	0.0	0.0
106481451	2.0	4.0
106481452	0.0	0.0
106481450	1.0	0.0
114088	67.0	28.0
106481455	0.0	0.0
85349	616.0	45.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	3.0	2.0
106481454	0.0	0.0
403238	0.0	0.0
85344	129.0	9.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	0.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	1.0	0.0
100873392	0.0	2.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	1.0
63901	2707.0	7302.0
100873390	1.0	2.0
728556	34.0	44.0
106481419	0.0	2.0
100128817	0.0	0.0
728558	176.0	147.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	567.0	661.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	3.0	14.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	376.0	200.0
100873384	0.0	0.0
285601	5.0	39.0
106481426	0.0	0.0
106481427	1.0	0.0
222005	1.0	1.0
63910	56.0	531.0
106481424	0.0	2.0
106481425	0.0	0.0
285605	1471.0	547.0
222008	60.0	0.0
106481428	0.0	0.0
106481429	1.0	0.0
63905	4406.0	5717.0
63904	0.0	0.0
106481430	0.0	0.0
163071	533.0	720.0
63906	668.0	1200.0
106481433	0.0	0.0
63908	1261.0	1243.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	2.0	11.0
285613	62.0	105.0
63920	719.0	678.0
63923	292.0	104.0
63922	365.0	703.0
728577	53.0	11.0
63925	1508.0	2436.0
63924	6.0	3.0
63916	2592.0	4413.0
63917	5525.0	4898.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	3.0	3.0
728564	1.0	1.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1775.0	1991.0
106481402	0.0	0.0
63931	2440.0	2071.0
106481403	0.0	0.0
63934	1072.0	1326.0
728567	2.0	5.0
106481408	0.0	0.0
163088	6.0	6.0
63933	3937.0	3406.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	4645.0	5220.0
163087	922.0	949.0
728568	566.0	527.0
106481407	10.0	10.0
3704	2349.0	3805.0
3705	4091.0	7729.0
63926	1455.0	714.0
3706	25.0	67.0
63929	1300.0	1008.0
3707	1961.0	6139.0
63928	0.0	0.0
3708	17802.0	970.0
106481411	0.0	0.0
3709	3003.0	3594.0
106481412	0.0	0.0
106481410	1.0	0.0
3700	25.0	12.0
3702	293.0	67.0
3703	12093.0	10521.0
645506	0.0	1.0
151050	2564.0	2004.0
645520	0.0	0.0
63941	1738.0	1811.0
63940	425.0	966.0
63943	768.0	965.0
728517	0.0	0.0
163033	639.0	1384.0
258010	5933.0	5829.0
63947	0.0	0.0
63946	0.0	0.0
728513	9.0	0.0
100033803	0.0	0.0
3716	10913.0	11875.0
100033804	0.0	0.0
3717	1107.0	624.0
100033805	0.0	0.0
3718	211.0	1004.0
63939	1217.0	1566.0
100033806	0.0	0.0
100190799	3.0	3.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	99.0	138.0
3710	13918.0	12340.0
3712	15603.0	11114.0
3713	0.0	16.0
3714	618.0	2058.0
63950	1.0	0.0
728505	0.0	0.0
63951	600.0	607.0
100033807	0.0	0.0
728501	26.0	31.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	39996.0	20658.0
100033814	0.0	0.0
3727	60045.0	12588.0
63948	16.0	0.0
100033815	0.0	0.0
222052	0.0	1.0
3728	22906.0	25531.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1103.0	1157.0
151056	509.0	289.0
3725	177703.0	42527.0
645528	2.0	1.0
728532	25.0	48.0
163059	574.0	625.0
728538	0.0	2.0
728537	190.0	221.0
63967	37.0	37.0
3737	155.0	10.0
3738	63.0	29.0
3739	3.0	0.0
645538	0.0	0.0
3730	2656.0	3503.0
3732	3166.0	5282.0
3734	1.0	3.0
3735	6178.0	8830.0
3736	325.0	0.0
63970	1.0	5.0
3750	185.0	244.0
63971	7547.0	4975.0
63974	0.0	0.0
163049	3925.0	2837.0
63973	0.0	0.0
63976	4449.0	1889.0
222068	18095.0	19864.0
63978	0.0	0.0
63977	578.0	634.0
63979	589.0	649.0
728524	0.0	0.0
3748	2280.0	1904.0
163051	51.0	134.0
3749	498.0	655.0
163050	67.0	42.0
3741	78.0	18.0
645548	8.0	28.0
3743	1.0	0.0
3744	0.0	16.0
3745	51.0	19.0
3746	13.0	6.0
3747	0.0	0.0
285671	3217.0	2048.0
285672	1934.0	2063.0
100873431	1.0	0.0
100873430	0.0	0.0
3760	4.0	3.0
285676	129.0	203.0
3761	0.0	4.0
100128657	0.0	0.0
285679	1.0	0.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	131.0	3207.0
283008	0.0	0.0
3751	89.0	7.0
100873435	0.0	0.0
3752	252.0	32.0
100873434	0.0	0.0
3753	27.0	15.0
100873433	0.0	0.0
3754	16.0	8.0
100873432	0.0	0.0
3755	4.0	2.0
100873439	0.0	0.0
3756	13.0	7.0
100873438	0.0	0.0
3757	22.0	5.0
100873437	0.0	0.0
3758	106.0	7.0
100873436	0.0	0.0
100873420	3.0	0.0
3770	157.0	98.0
3772	18107.0	16645.0
100861458	0.0	0.0
100861453	27.0	24.0
100861455	0.0	0.0
1107	15375.0	7319.0
1106	12023.0	9178.0
1105	2520.0	2880.0
1104	1014.0	1863.0
100873429	0.0	0.0
1103	0.0	0.0
1102	3584.0	2562.0
1101	222.0	139.0
3762	211.0	1903.0
100873424	0.0	0.0
3763	0.0	2.0
100128640	213.0	191.0
100873423	0.0	0.0
3764	873.0	442.0
100873422	0.0	0.0
3765	4.0	3.0
100873421	3.0	0.0
3766	55.0	70.0
100873428	0.0	0.0
3767	198.0	654.0
100873427	0.0	0.0
3768	731.0	387.0
1109	0.0	0.0
100873426	1.0	1.0
1108	21140.0	34432.0
3769	580.0	268.0
100873425	0.0	0.0
100128637	1.0	9.0
100128639	0.0	1.0
3780	9.0	14.0
100873453	0.0	0.0
3781	46.0	60.0
100873452	0.0	0.0
3782	415.0	1015.0
100873451	0.0	0.0
3783	83.0	1796.0
100873450	0.0	0.0
1121	2751.0	1868.0
100861468	0.0	0.0
1120	157.0	406.0
100861469	0.0	0.0
1118	935.0	7665.0
1117	583.0	895.0
1116	1485.0	30443.0
1114	77.0	343.0
1113	0.0	2.0
1112	3127.0	2101.0
1111	301.0	487.0
3773	27690.0	50563.0
100873457	1.0	0.0
100873456	0.0	0.0
3775	797.0	1414.0
100873455	0.0	0.0
3776	1716.0	323.0
100873454	0.0	0.0
3777	860.0	519.0
3778	472.0	347.0
3779	108.0	99.0
100873459	0.0	0.0
1119	3846.0	2780.0
100128627	0.0	0.0
100128626	0.0	0.0
3790	151.0	228.0
100128628	10.0	8.0
3791	4150.0	10203.0
100873442	0.0	0.0
3792	12.0	21.0
100873441	1.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	4.0	4.0
1131	97.0	272.0
1130	2551.0	3386.0
100861476	0.0	0.0
1129	8.0	0.0
1128	6.0	4.0
1124	1150.0	2821.0
1123	364.0	447.0
1122	1332.0	742.0
100861470	0.0	0.0
3784	12193.0	7289.0
100873446	0.0	0.0
3785	0.0	0.0
100873445	0.0	0.0
3786	55.0	1638.0
100873444	0.0	0.0
3787	21.0	7.0
100873443	0.0	0.0
3788	13.0	2.0
100873449	5.0	5.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	213.0	405.0
100128618	1.0	2.0
728597	3.0	0.0
100128617	13.0	3.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	57.0	9.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	15.0	259.0
285634	4.0	4.0
1142	0.0	0.0
1141	16.0	7.0
285636	2730.0	2794.0
1140	1529.0	3277.0
728599	4.0	0.0
1139	80.0	11.0
1138	11.0	11.0
1137	611.0	385.0
100861485	0.0	0.0
1136	12.0	22.0
1135	1.0	5.0
1134	5.0	15.0
1133	8.0	3.0
3795	126.0	252.0
100873479	4.0	10.0
3796	1557.0	698.0
100873478	0.0	0.0
3797	1377.0	612.0
100873477	5.0	10.0
3798	335.0	73.0
100873476	0.0	0.0
3799	11683.0	8712.0
100873460	0.0	0.0
728586	13.0	30.0
285641	0.0	0.0
100873464	3.0	8.0
100873463	0.0	0.0
100873462	1.0	0.0
285643	0.0	0.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	896.0	1356.0
1153	29431.0	48302.0
1152	13659.0	4605.0
285647	44.0	19.0
728589	16.0	7.0
728588	0.0	0.0
1149	5.0	0.0
1147	1877.0	1158.0
1146	4.0	1.0
1145	25.0	89.0
1144	3.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	424.0	971.0
1163	615.0	840.0
285659	0.0	0.0
1161	531.0	393.0
1160	281.0	205.0
1159	77.0	73.0
1158	7.0	20.0
1157	0.0	0.0
1155	2039.0	3450.0
550643	2142.0	3221.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	1.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2774.0	4082.0
1175	1831.0	3040.0
285668	6.0	6.0
1174	1466.0	3009.0
1173	14377.0	25975.0
550631	374.0	457.0
100873489	0.0	0.0
283014	22.0	18.0
100873488	0.0	0.0
100873487	0.0	1.0
283093	0.0	0.0
283092	0.0	0.0
1187	569.0	58.0
1186	3502.0	5008.0
1185	1745.0	1542.0
1184	815.0	385.0
1183	2126.0	1277.0
1182	6687.0	4876.0
1181	426.0	459.0
440375	67.0	41.0
1180	5.0	0.0
1179	0.0	0.0
1178	6.0	0.0
283089	18.0	12.0
85495	0.0	0.0
85480	148.0	126.0
283080	0.0	0.0
1198	3342.0	3818.0
1197	0.0	2.0
1196	1863.0	2941.0
1195	10670.0	7350.0
440366	0.0	2.0
1193	3615.0	1666.0
1192	9559.0	23720.0
1191	239012.0	628281.0
1188	1059.0	353.0
283078	115.0	307.0
85486	2.0	16.0
128615	0.0	0.0
85481	0.0	0.0
128611	109.0	16.0
440396	44.0	71.0
128609	0.0	0.0
128602	2.0	1.0
440387	0.0	0.0
128674	2.0	1.0
128676	0.0	0.0
114026	0.0	0.0
100861402	0.0	3.0
126014	77.0	587.0
440335	7.0	4.0
100128690	0.0	0.0
114034	1043.0	1471.0
126006	35.0	102.0
114036	317.0	434.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	57.0	49.0
100861412	1.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	0.0	1.0
100128678	1.0	1.0
100861429	0.0	0.0
128653	0.0	0.0
200728	422.0	446.0
440356	9.0	3.0
440354	71.0	81.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	0.0	1.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	7.0	22.0
100873410	0.0	0.0
100873417	1.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	203.0	323.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	141.0	115.0
200734	3419.0	5779.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	4.0	3.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	8.0	1.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	4238.0	5284.0
100873406	0.0	0.0
100873405	1.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	1.0	0.0
645443	5.0	8.0
165530	13.0	3.0
85409	16.0	28.0
106481385	1.0	0.0
106481386	0.0	1.0
85416	0.0	0.0
106481383	4.0	1.0
85417	48.0	45.0
106481384	0.0	0.0
103106903	1.0	4.0
85414	211.0	143.0
106481389	0.0	0.0
85415	1098.0	479.0
106481387	0.0	0.0
85413	0.0	4.0
106481388	10.0	3.0
645436	1.0	1.0
106481381	0.0	0.0
106481382	0.0	0.0
10	5.0	1.0
106481380	0.0	0.0
11	0.0	0.0
403341	767.0	1379.0
12	3.0	0.0
13	14.0	0.0
14	8177.0	9963.0
15	17.0	2.0
16	11963.0	9125.0
645455	10.0	12.0
18	10021.0	7568.0
19	3004.0	5995.0
128580	5.0	12.0
85407	120.0	31.0
106481396	0.0	0.0
106481397	0.0	1.0
106481394	0.0	0.0
85406	1763.0	1391.0
106481395	0.0	0.0
85403	1909.0	2202.0
106481398	1.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	1.0	1.0
106481393	0.0	0.0
20	8744.0	13836.0
106481390	0.0	0.0
21	5933.0	6086.0
106481391	0.0	0.0
22	1419.0	1470.0
153571	138.0	805.0
153572	152.0	1126.0
23	4447.0	3415.0
24	107.0	241.0
25	10428.0	10455.0
26	5.0	51.0
27	2172.0	1765.0
28	5599.0	3762.0
29	2234.0	7062.0
153579	392.0	824.0
728615	0.0	0.0
728614	0.0	0.0
200765	466.0	444.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	43.0	54.0
102466518	1.0	0.0
102466516	1.0	2.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	1647.0	1686.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2839.0	3083.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	251.0	230.0
106481366	0.0	0.0
30	2429.0	4234.0
106481360	0.0	0.0
31	2929.0	1960.0
32	4181.0	1037.0
33	2124.0	1187.0
34	5101.0	2808.0
35	1914.0	1579.0
153562	5615.0	3006.0
36	3509.0	1577.0
37	18562.0	27538.0
38	4687.0	2523.0
440307	9.0	11.0
39	862.0	776.0
165545	5.0	0.0
106481369	0.0	0.0
728606	35.0	8.0
106481374	0.0	1.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	1.0	1.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	0.0	3.0
106481370	0.0	0.0
41	92.0	60.0
106481371	1.0	0.0
43	243.0	68.0
645486	0.0	0.0
47	7240.0	6253.0
48	5212.0	7277.0
49	9.0	24.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
