id	b21dbcdd-4d95-423f-a52f-efbe521cf23e	dfdfe4e3-a086-465d-ad7e-37e0c80dc327
100873352	0.0	0.0
128710	415.0	765.0
3684	54.0	342.0
100873351	0.0	0.0
285512	67.0	78.0
1022	1094.0	2822.0
285513	105.0	452.0
1021	357.0	456.0
1020	633.0	1740.0
440299	0.0	0.0
1019	1942.0	5653.0
128709	0.0	0.0
1018	22.0	30.0
1017	648.0	1719.0
1016	0.0	0.0
1015	0.0	9.0
1014	10070.0	109.0
1013	1.0	28.0
1012	141.0	1721.0
116730	30.0	18.0
3674	171.0	99.0
100873358	0.0	0.0
3675	7002.0	56593.0
100873357	0.0	0.0
3676	21.0	160.0
100128731	7011.0	9263.0
100873356	0.0	0.0
3678	902.0	4814.0
3679	411.0	4768.0
100873359	0.0	0.0
728464	9.0	7.0
728463	0.0	10.0
100128725	0.0	0.0
3690	735.0	1661.0
3691	587.0	2738.0
100873343	0.0	0.0
3692	5211.0	7348.0
3693	3622.0	6928.0
285521	555.0	1066.0
100873342	0.0	0.0
3694	483.0	627.0
100873341	0.0	1.0
3695	26.0	373.0
100873340	3.0	0.0
100128723	0.0	1.0
1033	18.0	106.0
1032	200.0	444.0
285525	8.0	2.0
1031	267.0	1546.0
285527	985.0	1885.0
1030	30.0	1564.0
728468	0.0	2.0
440288	52.0	97.0
1029	3.0	346.0
440295	128.0	124.0
1028	770.0	513.0
1027	2862.0	5961.0
1026	3937.0	13206.0
1025	2047.0	5437.0
1024	381.0	734.0
3685	5297.0	17648.0
100873347	1.0	0.0
100873346	0.0	0.0
3687	50.0	327.0
100873345	0.0	0.0
3688	3512.0	16606.0
100873344	0.0	0.0
3689	328.0	1151.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	0.0	0.0
100873371	0.0	3.0
100873370	0.0	0.0
728498	16.0	27.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	1.0	0.0
728492	20.0	40.0
100873375	0.0	0.0
100128710	0.0	1.0
285533	12.0	15.0
100873374	0.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	1.0	3.0
1043	151.0	716.0
1041	1.0	18.0
1040	3558.0	4736.0
1039	3428.0	2391.0
1038	0.0	1.0
1036	99.0	27.0
3696	502.0	1539.0
3697	0.0	4.0
100873379	0.0	0.0
3698	6.0	14.0
100873378	0.0	2.0
3699	61.0	103.0
100873377	0.0	0.0
728486	3.0	4.0
100873361	0.0	0.0
105373869	0.0	9.0
100873360	1.0	0.0
285540	164.0	200.0
100128705	0.0	1.0
100873365	1.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	5.0	1.0
100873362	0.0	0.0
100128701	2.0	3.0
1054	1380.0	6745.0
285547	0.0	0.0
1053	0.0	3.0
285548	0.0	0.0
1052	5001.0	4684.0
1051	3952.0	4162.0
728489	4.0	23.0
1050	325.0	647.0
100128707	0.0	0.0
1048	0.0	0.0
1047	7.0	37.0
1046	0.0	0.0
1045	0.0	0.0
100873369	0.0	1.0
100873368	0.0	0.0
100873367	1.0	0.0
100873366	0.0	0.0
105373877	0.0	1.0
1066	145.0	68.0
1063	34.0	783.0
1062	23.0	168.0
1061	0.0	1.0
1060	1119.0	1713.0
440253	207.0	234.0
1059	3581.0	8000.0
1058	2.0	74.0
1057	1.0	0.0
85379	3335.0	3673.0
114112	373.0	534.0
1056	13.0	12.0
85377	1202.0	2047.0
85378	1810.0	3639.0
128745	0.0	1.0
85376	2.0	70.0
440248	150.0	240.0
1075	2209.0	18675.0
1074	6.0	10.0
1073	1944.0	3481.0
1072	23134.0	45859.0
1071	106.0	861.0
440243	0.0	0.0
1070	957.0	1194.0
1069	5419.0	5109.0
1068	0.0	0.0
85369	934.0	2049.0
85366	17.0	25.0
85364	1447.0	2106.0
85365	2344.0	3735.0
85363	1122.0	2538.0
85360	366.0	613.0
1080	12.0	40.0
85391	4.0	2.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	0.0	0.0
153733	253.0	296.0
1087	0.0	0.0
1086	0.0	0.0
440279	71.0	42.0
1085	1.0	0.0
1084	0.0	1.0
440278	168.0	304.0
1082	0.0	0.0
403294	0.0	0.0
440275	1396.0	2949.0
1081	1.0	0.0
85397	494.0	16.0
85395	396.0	780.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	0.0
440270	3866.0	11470.0
1089	1.0	5.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	15.0	78.0
285598	140.0	197.0
126133	1659.0	2094.0
128790	0.0	0.0
126129	21.0	104.0
126123	9.0	8.0
442862	0.0	0.0
126119	2274.0	1271.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	1.0
114131	1.0	1.0
442896	0.0	0.0
114132	30.0	4.0
442897	0.0	0.0
442898	2.0	1.0
114134	126.0	1259.0
442899	0.0	0.0
100128790	0.0	0.0
128760	6.0	6.0
100128788	68.0	81.0
100128787	0.0	0.0
440225	0.0	0.0
440224	0.0	1.0
442890	0.0	0.0
442891	0.0	2.0
442892	0.0	0.0
128756	1.0	0.0
100128782	263.0	297.0
100128781	1.0	0.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	1.0	0.0
403234	0.0	0.0
403235	3.0	2.0
403236	0.0	0.0
63982	54.0	71.0
102466616	0.0	0.0
126052	1.0	1.0
151009	76.0	110.0
403227	0.0	0.0
403228	0.0	0.0
138046	0.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	3.0	0.0
645572	0.0	0.0
645571	17.0	2.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	818.0	1025.0
107131122	0.0	0.0
138050	3684.0	9704.0
403219	0.0	0.0
151011	1525.0	3959.0
645587	0.0	0.0
165679	9.0	9.0
126037	32.0	34.0
114049	4378.0	7379.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	2.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	187.0	236.0
100033821	0.0	1.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1998.0	3545.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	36.0	88.0
100033820	0.0	0.0
106481480	2.0	1.0
106481481	0.0	0.0
138065	6.0	324.0
645598	0.0	0.0
163007	0.0	0.0
114038	0.0	12.0
645591	1.0	0.0
106481495	0.0	1.0
114041	2.0	2.0
106481496	0.0	0.0
114042	14.0	4.0
106481493	0.0	0.0
114043	9.0	3.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	59.0	151.0
126017	290.0	442.0
106481497	0.0	0.0
106481498	0.0	0.0
85303	0.0	0.0
85300	2.0	2.0
85301	851.0	446.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	420.0	442.0
106481459	0.0	0.0
26994	5560.0	13603.0
106481457	0.0	7.0
26995	1555.0	2939.0
106481458	0.0	0.0
403271	0.0	0.0
26998	0.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	377.0	3212.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	3.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2090.0	3152.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	5.0	1.0
106481472	0.0	0.0
106481477	2.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	2.0	323.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	168.0	425.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	10.0	25.0
106481437	0.0	0.0
26974	190.0	332.0
153657	39.0	13.0
106481438	1.0	0.0
106481435	0.0	0.0
26973	753.0	1407.0
165631	10.0	40.0
106481436	0.0	0.0
26978	7.0	3.0
126075	1216.0	1768.0
106481439	0.0	0.0
403250	0.0	0.0
126074	207.0	360.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	2783.0	6582.0
106481444	5.0	7.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	744.0	3554.0
85354	0.0	0.0
85352	6.0	26.0
403241	5.0	5.0
344462	3.0	3.0
403244	0.0	0.0
403245	0.0	0.0
153642	380.0	437.0
153643	149.0	39.0
403247	0.0	0.0
403248	0.0	0.0
26985	1732.0	3394.0
106481448	0.0	0.0
26986	13281.0	58115.0
126069	58.0	53.0
106481449	0.0	0.0
126068	344.0	997.0
106481446	0.0	0.0
26983	0.0	0.0
26984	782.0	1095.0
106481447	0.0	0.0
106481451	0.0	5.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	23.0	16.0
106481455	0.0	0.0
85349	109.0	43.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	1.0
85347	0.0	0.0
26980	1.0	4.0
106481454	0.0	0.0
403238	0.0	0.0
85344	32.0	7.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	0.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	1.0
100873392	0.0	1.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	1.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	1025.0	4867.0
100873390	0.0	0.0
728556	6.0	68.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	54.0	128.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	221.0	544.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	1.0	2.0
100873380	0.0	0.0
100128804	0.0	1.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	63.0	203.0
100873384	0.0	0.0
285601	4.0	19.0
106481426	0.0	0.0
106481427	1.0	0.0
222005	2.0	1.0
63910	117.0	440.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	361.0	684.0
222008	1.0	4.0
106481428	1.0	1.0
106481429	0.0	0.0
63905	4065.0	5970.0
63904	0.0	0.0
106481430	0.0	0.0
163071	284.0	481.0
63906	580.0	1294.0
106481433	0.0	0.0
63908	606.0	1174.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	1.0	3.0
285613	42.0	196.0
63920	310.0	512.0
63923	67.0	569.0
63922	372.0	902.0
728577	15.0	29.0
63925	1036.0	2063.0
63924	25.0	0.0
63916	1179.0	4689.0
63917	2812.0	4893.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	6.0	4.0
728564	10.0	10.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1130.0	1957.0
106481402	0.0	0.0
63931	1680.0	2197.0
106481403	0.0	0.0
63934	375.0	1409.0
728567	2.0	3.0
106481408	0.0	0.0
163088	3.0	8.0
63933	2301.0	6465.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	2783.0	5260.0
163087	445.0	640.0
728568	603.0	813.0
106481407	10.0	6.0
3704	3296.0	4620.0
3705	2877.0	15487.0
63926	572.0	433.0
3706	14.0	88.0
63929	801.0	1019.0
3707	957.0	5188.0
63928	0.0	1.0
3708	5612.0	1613.0
106481411	0.0	0.0
3709	643.0	2719.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	19.0	6.0
3702	24.0	79.0
3703	8626.0	13638.0
645506	0.0	2.0
151050	731.0	1825.0
645520	0.0	0.0
63941	1372.0	2028.0
63940	127.0	476.0
63943	799.0	870.0
728517	0.0	0.0
163033	711.0	1563.0
258010	2681.0	7036.0
63947	1.0	0.0
63946	0.0	0.0
728513	1.0	0.0
100033803	0.0	0.0
3716	3297.0	12894.0
100033804	0.0	0.0
3717	277.0	669.0
100033805	0.0	0.0
3718	63.0	257.0
63939	396.0	1102.0
100033806	0.0	0.0
100190799	0.0	7.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	72.0	117.0
3710	2408.0	25001.0
3712	6930.0	10313.0
3713	0.0	2.0
3714	426.0	2251.0
63950	0.0	2.0
728505	0.0	0.0
63951	210.0	486.0
100033807	0.0	0.0
728501	47.0	65.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	21983.0	20765.0
100033814	0.0	0.0
3727	65026.0	27242.0
63948	0.0	0.0
100033815	0.0	0.0
222052	0.0	0.0
3728	16559.0	25620.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	422.0	869.0
151056	116.0	116.0
3725	85580.0	60090.0
645528	0.0	0.0
728532	19.0	36.0
163059	363.0	439.0
728538	2.0	0.0
728537	115.0	176.0
63967	5.0	111.0
3737	3.0	3.0
3738	3.0	46.0
3739	0.0	2.0
645538	0.0	0.0
3730	924.0	4609.0
3732	1626.0	7402.0
3734	9.0	22.0
3735	4519.0	8723.0
3736	34.0	5.0
63970	8.0	1.0
3750	53.0	172.0
63971	2410.0	3528.0
63974	0.0	0.0
163049	1550.0	1966.0
63973	0.0	2.0
63976	1762.0	1189.0
222068	9222.0	18307.0
63978	0.0	0.0
63977	221.0	407.0
63979	152.0	574.0
728524	0.0	0.0
3748	439.0	1448.0
163051	70.0	85.0
3749	198.0	538.0
163050	16.0	55.0
3741	31.0	92.0
645548	6.0	22.0
3743	1.0	2.0
3744	0.0	0.0
3745	31.0	19.0
3746	5.0	7.0
3747	0.0	1.0
285671	985.0	1209.0
285672	1480.0	1741.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	2.0	0.0
285676	29.0	133.0
3761	4.0	5.0
100128657	0.0	0.0
285679	1.0	5.0
100861449	1.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	54.0	247.0
283008	23.0	16.0
3751	18.0	4.0
100873435	0.0	0.0
3752	69.0	67.0
100873434	0.0	0.0
3753	4.0	2.0
100873433	0.0	0.0
3754	20.0	5.0
100873432	0.0	0.0
3755	5.0	3.0
100873439	0.0	0.0
3756	3.0	15.0
100873438	0.0	0.0
3757	4.0	3.0
100873437	0.0	0.0
3758	198.0	13.0
100873436	0.0	0.0
100873420	0.0	0.0
3770	75.0	56.0
3772	11376.0	29136.0
100861458	0.0	0.0
100861453	9.0	21.0
100861455	0.0	0.0
1107	6141.0	5383.0
1106	4179.0	5115.0
1105	845.0	2428.0
1104	523.0	1652.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1545.0	1323.0
1101	29.0	7.0
3762	130.0	34.0
100873424	0.0	0.0
3763	2.0	4.0
100128640	101.0	172.0
100873423	0.0	0.0
3764	279.0	867.0
100873422	0.0	0.0
3765	2.0	0.0
100873421	0.0	0.0
3766	14.0	31.0
100873428	0.0	0.0
3767	538.0	1753.0
100873427	0.0	0.0
3768	195.0	68.0
1109	0.0	0.0
100873426	1.0	0.0
1108	9098.0	34160.0
3769	149.0	15.0
100873425	0.0	0.0
100128637	2.0	0.0
100128639	0.0	0.0
3780	18.0	9.0
100873453	0.0	0.0
3781	20.0	27.0
100873452	0.0	0.0
3782	120.0	897.0
100873451	0.0	0.0
3783	22.0	311.0
100873450	0.0	0.0
1121	639.0	1679.0
100861468	0.0	0.0
1120	458.0	552.0
100861469	0.0	0.0
1118	45.0	113.0
1117	724.0	1461.0
1116	39.0	26228.0
1114	59.0	645.0
1113	0.0	4.0
1112	869.0	2275.0
1111	271.0	730.0
3773	18287.0	61080.0
100873457	0.0	1.0
100873456	0.0	0.0
3775	627.0	2886.0
100873455	0.0	0.0
3776	967.0	36.0
100873454	0.0	0.0
3777	472.0	518.0
3778	28.0	253.0
3779	34.0	235.0
100873459	0.0	0.0
1119	2572.0	2552.0
100128627	1.0	1.0
100128626	0.0	0.0
3790	136.0	495.0
100128628	1.0	7.0
3791	992.0	6017.0
100873442	0.0	0.0
3792	17.0	14.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	2.0	3.0
1131	36.0	373.0
1130	782.0	4347.0
100861476	1.0	0.0
1129	0.0	1.0
1128	8.0	5.0
1124	250.0	813.0
1123	181.0	649.0
1122	452.0	1121.0
100861470	0.0	0.0
3784	15493.0	13772.0
100873446	0.0	0.0
3785	4.0	0.0
100873445	0.0	0.0
3786	21.0	899.0
100873444	0.0	0.0
3787	1.0	12.0
100873443	0.0	0.0
3788	1.0	2.0
100873449	1.0	2.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	247.0	843.0
100128618	0.0	1.0
728597	2.0	2.0
100128617	3.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	28.0	30.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	6.0	281.0
285634	1.0	3.0
1142	0.0	0.0
1141	12.0	2.0
285636	1204.0	2629.0
1140	1040.0	3090.0
728599	1.0	3.0
1139	30.0	22.0
1138	4.0	17.0
1137	238.0	139.0
100861485	0.0	0.0
1136	0.0	23.0
1135	1.0	1.0
1134	0.0	2.0
1133	2.0	7.0
3795	41.0	250.0
100873479	6.0	6.0
3796	313.0	792.0
100873478	0.0	0.0
3797	218.0	629.0
100873477	0.0	3.0
3798	17.0	1.0
100873476	0.0	0.0
3799	3630.0	11627.0
100873460	0.0	0.0
728586	6.0	29.0
285641	0.0	1.0
100873464	0.0	2.0
100873463	3.0	0.0
100873462	0.0	0.0
285643	0.0	0.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	971.0	1911.0
1153	28508.0	42099.0
1152	31206.0	4713.0
285647	11.0	23.0
728589	4.0	10.0
728588	1.0	0.0
1149	8.0	1.0
1147	886.0	1703.0
1146	0.0	0.0
1145	24.0	125.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	4.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	1.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	1.0	0.0
100873494	0.0	0.0
1164	360.0	2313.0
1163	445.0	1398.0
285659	0.0	0.0
1161	301.0	482.0
1160	319.0	685.0
1159	142.0	120.0
1158	35.0	3.0
1157	0.0	0.0
1155	3106.0	3770.0
550643	2222.0	3641.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	2.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2282.0	5186.0
1175	2311.0	4162.0
285668	7.0	1.0
1174	1557.0	3956.0
1173	10714.0	29354.0
550631	412.0	435.0
100873489	0.0	0.0
283014	30.0	8.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	619.0	38.0
1186	1807.0	9997.0
1185	704.0	1317.0
1184	283.0	432.0
1183	867.0	2359.0
1182	2474.0	6126.0
1181	270.0	740.0
440375	3.0	46.0
1180	6.0	15.0
1179	1.0	0.0
1178	0.0	1.0
283089	24.0	10.0
85495	0.0	0.0
85480	80.0	684.0
283080	0.0	0.0
1198	2460.0	3893.0
1197	3.0	2.0
1196	1540.0	2872.0
1195	5661.0	7652.0
440366	1.0	0.0
1193	2626.0	3830.0
1192	11189.0	27683.0
1191	103000.0	235973.0
1188	1157.0	217.0
283078	24.0	2716.0
85486	5.0	7.0
128615	0.0	0.0
85481	0.0	0.0
128611	18.0	11.0
440396	33.0	53.0
128609	1.0	0.0
128602	0.0	0.0
440387	2.0	1.0
128674	0.0	0.0
128676	0.0	0.0
114026	0.0	0.0
100861402	2.0	14.0
126014	8.0	78.0
440335	13.0	6.0
100128690	0.0	0.0
114034	798.0	1578.0
126006	112.0	132.0
114036	248.0	317.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	231.0	33.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	1.0	0.0
100128678	0.0	3.0
100861429	0.0	0.0
128653	0.0	0.0
200728	171.0	753.0
440356	5.0	11.0
440354	58.0	62.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	0.0	0.0
100873412	1.0	0.0
100873411	0.0	0.0
100128675	4.0	8.0
100873410	0.0	0.0
100873417	0.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	421.0	416.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	11.0	65.0
200734	1234.0	5483.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	0.0	0.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	1.0	0.0
100873402	0.0	0.0
100873401	0.0	1.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	2074.0	5261.0
100873406	0.0	0.0
100873405	0.0	1.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	6.0	3.0
165530	4.0	15.0
85409	11.0	13.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	0.0	1.0
106481383	0.0	0.0
85417	15.0	84.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	68.0	28.0
106481389	0.0	0.0
85415	548.0	717.0
106481387	1.0	0.0
85413	0.0	2.0
106481388	0.0	0.0
645436	1.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	3.0	0.0
106481380	0.0	0.0
11	0.0	0.0
403341	343.0	731.0
12	0.0	6.0
13	72.0	4.0
14	5381.0	11072.0
15	5.0	3.0
16	9461.0	23525.0
645455	2.0	13.0
18	2635.0	5137.0
19	654.0	2059.0
128580	1.0	9.0
85407	5.0	40.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	493.0	1410.0
106481395	0.0	0.0
85403	821.0	2523.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	5097.0	15722.0
106481390	0.0	0.0
21	2783.0	3762.0
106481391	0.0	0.0
22	653.0	1763.0
153571	594.0	640.0
153572	265.0	1133.0
23	2650.0	4260.0
24	16.0	76.0
25	3452.0	10577.0
26	3.0	43.0
27	527.0	1286.0
28	2132.0	2843.0
29	934.0	5534.0
153579	320.0	1807.0
728615	0.0	0.0
728614	0.0	0.0
200765	237.0	319.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	26.0	145.0
102466518	0.0	1.0
102466516	3.0	1.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	1600.0	405.0
106481362	0.0	0.0
106481367	0.0	1.0
85437	3020.0	6021.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	221.0	276.0
106481366	0.0	0.0
30	2527.0	6044.0
106481360	0.0	0.0
31	1105.0	3128.0
32	2120.0	1264.0
33	943.0	2843.0
34	2220.0	3819.0
35	2192.0	2439.0
153562	2791.0	2872.0
36	1001.0	2144.0
37	13894.0	30904.0
38	5909.0	5636.0
440307	10.0	16.0
39	461.0	1036.0
165545	2.0	4.0
106481369	0.0	0.0
728606	177.0	479.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	1.0	1.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	1.0	1.0
40	2.0	2.0
106481370	0.0	0.0
41	29.0	271.0
106481371	0.0	0.0
43	36.0	59.0
645486	0.0	0.0
47	3108.0	8098.0
48	1973.0	24498.0
49	2.0	10.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	2.0
106481341	0.0	0.0
106481342	0.0	7.0
106481340	0.0	0.0
85458	883.0	1291.0
106481345	0.0	0.0
85459	333.0	752.0
106481346	0.0	0.0
85456	4269.0	16410.0
442910	0.0	7.0
