id	e32c7fe0-81ce-4cc8-880b-79d5cafa3dc1	73451252-7198-4187-93b0-16a76843c8c0
574457	0.0	0.0
574458	0.0	0.0
574459	0.0	0.0
100873284	0.0	0.0
100873283	0.0	0.0
100873282	0.0	0.0
100873281	0.0	0.0
100873288	0.0	0.0
100873287	0.0	0.0
100873286	0.0	0.0
100287845	1.0	0.0
100873285	0.0	0.0
285501	1.0	0.0
574470	0.0	0.0
100873280	0.0	0.0
574472	0.0	0.0
574473	0.0	0.0
574474	0.0	0.0
1404	3.0	55.0
574464	0.0	0.0
574465	0.0	0.0
574466	0.0	1.0
1401	2.0	0.0
574467	0.0	0.0
1400	699.0	1240.0
574468	0.0	0.0
574469	0.0	0.0
105371130	20.0	25.0
1409	0.0	0.0
100873289	0.0	0.0
1408	5062.0	3011.0
1407	1761.0	1160.0
1406	7.0	5.0
151171	4.0	5.0
346950	14.0	26.0
728873	6.0	6.0
163154	94.0	289.0
1415	23.0	43.0
1414	15.0	13.0
1413	2.0	3.0
1412	0.0	0.0
1411	1.0	6.0
1410	14046.0	3444.0
1419	0.0	0.0
1418	0.0	0.0
1417	55.0	65.0
1416	594.0	1186.0
100287826	0.0	0.0
100287822	0.0	1.0
1424	0.0	0.0
1423	0.0	0.0
1421	0.0	0.0
1420	0.0	0.0
574406	67.0	15.0
574407	140.0	179.0
574408	0.0	0.0
574409	0.0	0.0
151176	307.0	1033.0
1429	2962.0	3299.0
1428	19.0	14.0
1427	104.0	205.0
151194	1044.0	1011.0
100287817	0.0	0.0
100287814	8.0	9.0
1440	21.0	4.0
163175	273.0	141.0
1437	2.0	131.0
163183	652.0	1318.0
1436	2487.0	3164.0
574410	0.0	0.0
1435	3064.0	3432.0
574411	0.0	0.0
1434	3226.0	3363.0
574412	0.0	0.0
574413	0.0	0.0
1432	4119.0	3290.0
574414	2.0	2.0
1431	5292.0	5170.0
1430	25.0	18.0
151188	902.0	936.0
1439	2365.0	859.0
1438	430.0	557.0
728882	49.0	20.0
728888	44.0	51.0
728887	0.0	1.0
1448	1.0	0.0
1447	0.0	0.0
1446	3.0	0.0
1445	4354.0	4239.0
1444	0.0	0.0
1443	1.0	0.0
1442	0.0	0.0
1441	555.0	719.0
151195	1494.0	1396.0
100873790	3.0	1.0
100873793	0.0	0.0
100873792	5.0	8.0
100873791	0.0	0.0
1462	3152.0	8080.0
100885776	364.0	151.0
100885777	5.0	1.0
1460	1934.0	4209.0
100885775	20.0	10.0
100885778	3.0	1.0
100885779	0.0	0.0
1459	2607.0	3751.0
200197	41.0	117.0
1457	4352.0	3800.0
1456	1518.0	1393.0
1455	3385.0	3885.0
1454	4849.0	10457.0
1453	10199.0	11799.0
1452	5162.0	3273.0
100873798	0.0	0.0
100873797	0.0	0.0
100131953	1.0	3.0
100873796	2.0	0.0
100873795	0.0	0.0
100873799	0.0	0.0
100873783	4.0	4.0
100873782	0.0	0.0
100873781	0.0	0.0
100873780	0.0	0.0
1473	2.0	135.0
1472	22.0	141.0
1471	18477.0	32984.0
1470	0.0	438.0
1469	1.0	352.0
1468	347.0	716.0
1466	1809.0	1087.0
1465	18394.0	19708.0
1464	515.0	1436.0
100131961	5.0	1.0
1463	38.0	9.0
100873787	0.0	0.0
100131964	4.0	1.0
100873786	1.0	2.0
100873785	0.0	0.0
100873784	5.0	3.0
100873788	0.0	0.0
100885798	0.0	0.0
100885799	0.0	0.0
1482	2.0	0.0
100885796	0.0	1.0
100885797	0.0	0.0
1481	0.0	0.0
1480	0.0	0.0
1479	1985.0	2350.0
1478	793.0	801.0
1477	1571.0	1533.0
552900	0.0	0.0
1476	4477.0	11704.0
100131971	0.0	0.0
100885795	0.0	0.0
1475	246.0	193.0
100118954	12.0	18.0
1474	560.0	6557.0
285103	0.0	0.0
1495	22742.0	29978.0
1493	768.0	202.0
1491	413.0	171.0
1490	30677.0	11965.0
100885789	33.0	5.0
100885780	0.0	0.0
1489	687.0	1525.0
100131980	0.0	0.0
1488	6306.0	6062.0
100131981	0.0	0.0
1487	6065.0	11069.0
1486	1452.0	1404.0
100885781	0.0	0.0
100131983	0.0	0.0
1485	0.0	0.0
100885782	0.0	0.0
100287798	0.0	0.0
442485	0.0	0.0
1499	22013.0	30878.0
442479	6.0	3.0
1497	899.0	1119.0
1496	19.0	6.0
100131995	0.0	0.0
100131997	11.0	5.0
100131998	329.0	205.0
100287785	0.0	0.0
442465	0.0	0.0
100287778	0.0	13.0
100287768	0.0	0.0
100287765	121.0	67.0
442486	0.0	0.0
285154	40.0	93.0
101059920	0.0	0.0
10251	218.0	176.0
10250	6336.0	5995.0
118945	9.0	5.0
106660612	262.0	303.0
106660611	11.0	1.0
101059926	1.0	0.0
131920	0.0	0.0
106660610	0.0	2.0
645161	3.0	10.0
645160	48.0	55.0
100873718	0.0	0.0
100873717	0.0	0.0
106660609	6.0	0.0
100873716	1.0	3.0
100873715	0.0	0.0
100033447	0.0	0.0
100033448	0.0	0.0
106660605	25.0	8.0
100033449	0.0	0.0
100873719	1.0	0.0
10253	1437.0	1081.0
100033443	0.0	0.0
100873710	0.0	0.0
10252	6347.0	2572.0
100033444	0.0	0.0
100033445	0.0	0.0
10255	11.0	11.0
10254	3168.0	2352.0
100033446	0.0	0.0
10257	1207.0	290.0
100873714	0.0	0.0
10256	1817.0	3707.0
100033440	0.0	0.0
100128372	10.0	9.0
100873713	5.0	0.0
100033441	1.0	0.0
100873712	1.0	0.0
143903	2446.0	576.0
100033442	0.0	0.0
100873711	1.0	1.0
10260	2423.0	1799.0
10262	3590.0	6837.0
10261	550.0	1016.0
118932	146.0	254.0
106660620	0.0	0.0
101059938	0.0	0.0
645173	3.0	4.0
100873707	1.0	0.0
100873706	1.0	1.0
100873705	0.0	0.0
106660619	0.0	0.0
100873704	1.0	0.0
100033458	0.0	0.0
442425	0.0	0.0
106660616	2.0	2.0
100873709	3.0	1.0
100873708	1.0	1.0
106660614	0.0	0.0
100033454	0.0	0.0
10263	6169.0	10831.0
100033455	0.0	0.0
442429	0.0	0.0
10266	1222.0	1721.0
100033456	0.0	0.0
100128368	0.0	0.0
10265	7.0	23.0
10268	2605.0	1343.0
100873703	0.0	0.0
100033450	0.0	0.0
10267	60.0	386.0
285172	1933.0	1033.0
100033451	0.0	0.0
100873702	0.0	0.0
100873701	0.0	0.0
10269	3454.0	2705.0
100033453	0.0	0.0
100873700	0.0	0.0
285175	106.0	21.0
118924	1797.0	1903.0
101059905	0.0	0.0
10239	2231.0	1968.0
100033429	1.0	0.0
106481088	0.0	0.0
10238	6951.0	5934.0
442454	4.0	9.0
106481089	3.0	4.0
100873739	0.0	0.0
100873738	0.0	0.0
442455	0.0	0.0
106481086	16.0	5.0
100873737	0.0	0.0
106481087	1.0	0.0
100033425	4.0	0.0
100033426	10.0	1.0
100033427	1.0	0.0
442459	0.0	0.0
100033428	1.0	0.0
10231	2896.0	677.0
100033421	0.0	0.0
100873732	1.0	1.0
106481080	0.0	0.0
10230	458.0	542.0
100033422	0.0	0.0
100873731	0.0	0.0
106481081	0.0	0.0
10233	824.0	809.0
285180	103.0	106.0
100873730	0.0	0.0
100033423	0.0	0.0
10232	9.0	147.0
100033424	0.0	0.0
10235	2018.0	376.0
100873736	7.0	0.0
106481084	0.0	0.0
10234	268.0	308.0
100873735	1.0	1.0
106481085	0.0	1.0
10237	3705.0	3579.0
100873734	0.0	1.0
106481082	4.0	1.0
10236	8224.0	6508.0
100873733	0.0	0.0
100033420	4.0	1.0
106481083	1.0	0.0
285189	2.0	2.0
10240	1780.0	1194.0
645191	113.0	22.0
101059914	0.0	0.0
101059918	392.0	92.0
100873729	0.0	0.0
442442	0.0	0.0
106481099	0.0	0.0
10249	1.0	0.0
100873728	0.0	0.0
442444	3.0	2.0
100873727	0.0	0.0
106481097	0.0	0.0
100873726	0.0	0.0
106481098	0.0	0.0
442446	2.0	0.0
100033436	0.0	0.0
100033437	0.0	0.0
442447	1.0	0.0
100033438	0.0	0.0
100033439	4.0	2.0
10242	10.0	9.0
100873721	0.0	1.0
106481091	0.0	1.0
100033432	0.0	0.0
10241	7092.0	4136.0
285190	6.0	3.0
100873720	0.0	0.0
106481092	1.0	0.0
100033433	1.0	0.0
10244	854.0	871.0
100033434	3.0	1.0
10243	1138.0	952.0
100033435	27.0	10.0
106481090	0.0	0.0
10246	0.0	0.0
285193	326.0	347.0
100873725	3.0	1.0
106481095	0.0	0.0
10245	1589.0	1689.0
100873724	0.0	0.0
100131902	0.0	0.0
106481096	1.0	0.0
285194	0.0	0.0
10248	775.0	1422.0
285195	575.0	349.0
100033430	1.0	1.0
100873723	0.0	0.0
106481093	0.0	0.0
10247	583.0	498.0
100128341	0.0	2.0
100873722	0.0	0.0
106481094	0.0	1.0
100033431	0.0	0.0
100873750	0.0	0.0
100128337	5.0	1.0
128312	7.0	132.0
100128339	0.0	0.0
100128338	379.0	621.0
116328	34.0	17.0
118987	2385.0	1225.0
10217	1942.0	1467.0
106481066	0.0	1.0
10216	102.0	36.0
106481067	3.0	1.0
10219	138.0	72.0
106481064	0.0	0.0
10218	2.0	4.0
100873759	3.0	3.0
106481065	0.0	3.0
106481068	0.0	0.0
106481069	1.0	0.0
100873754	0.0	1.0
100873753	0.0	0.0
10211	9968.0	15195.0
100873752	0.0	0.0
10210	2486.0	1795.0
100873751	0.0	0.0
10213	2335.0	3396.0
128308	1174.0	2339.0
100873758	0.0	0.0
106481062	2.0	0.0
10212	1988.0	2677.0
100873757	0.0	3.0
100131913	2.0	2.0
106481063	0.0	0.0
100873756	0.0	0.0
10215	1.0	1.0
106481060	0.0	0.0
10214	1.0	5.0
100873755	1.0	0.0
106481061	0.0	0.0
101059973	0.0	1.0
285126	1.0	1.0
100128327	57.0	7.0
10228	2614.0	2962.0
106481077	0.0	1.0
10227	3120.0	7048.0
106481078	0.0	0.0
100873749	0.0	0.0
106481075	0.0	1.0
118980	1668.0	771.0
10229	1824.0	1246.0
100873748	0.0	1.0
106481076	0.0	0.0
106481079	16.0	17.0
10220	1034.0	955.0
100873743	0.0	0.0
100873742	4.0	0.0
106481070	0.0	0.0
100873741	5.0	15.0
100131921	0.0	0.0
100128324	0.0	0.0
10221	15652.0	13168.0
100873740	0.0	0.0
10224	177.0	237.0
100873747	12.0	21.0
106481073	3.0	2.0
10223	63.0	32.0
100873746	0.0	0.0
100131924	0.0	0.0
106481074	0.0	2.0
10226	3593.0	4080.0
100873745	0.0	0.0
106481071	0.0	0.0
10225	1264.0	633.0
106481072	0.0	1.0
100873744	0.0	0.0
100033460	0.0	0.0
100873772	2.0	0.0
100873771	0.0	0.0
100873770	0.0	0.0
106481039	0.0	0.0
131909	9.0	4.0
106481044	0.0	0.0
106481045	4.0	0.0
106481042	1.0	0.0
106481043	1.0	0.0
106481048	0.0	0.0
106481049	0.0	0.0
442415	0.0	0.0
106481046	0.0	0.0
442416	3.0	1.0
106481047	0.0	0.0
100873776	0.0	0.0
100873775	0.0	0.0
100873774	0.0	0.0
100131932	1.0	0.0
100128312	0.0	0.0
106481040	0.0	0.0
100131934	12.0	9.0
100873779	0.0	1.0
106481041	0.0	0.0
100131935	0.0	0.0
100873778	0.0	0.0
285141	20.0	16.0
100873777	0.0	0.0
100128307	0.0	1.0
101059953	1.0	0.0
100873760	0.0	0.0
285148	1486.0	2126.0
10206	1301.0	1813.0
106481055	1.0	0.0
10205	2551.0	29806.0
106481056	0.0	0.0
10208	1812.0	1444.0
106481053	3.0	0.0
10207	4414.0	4055.0
106481054	3.0	3.0
106481059	0.0	0.0
10209	26873.0	24721.0
106481057	1.0	0.0
442405	0.0	0.0
106481058	0.0	0.0
100131940	2.0	4.0
100873765	1.0	1.0
442406	0.0	0.0
100873764	0.0	0.0
10200	549.0	673.0
100128302	0.0	0.0
100873763	0.0	0.0
100873762	1.0	0.0
10202	2.0	63.0
100873769	0.0	0.0
106481051	0.0	0.0
10201	891.0	811.0
100873768	0.0	0.0
106481052	0.0	1.0
10204	2669.0	5449.0
100873767	0.0	0.0
100131947	0.0	0.0
10203	2263.0	2415.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	35.0	8.0
319099	9.0	6.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	1458.0	1432.0
728957	0.0	0.0
106481018	0.0	0.0
728953	8.0	18.0
106481022	0.0	0.0
106481023	0.0	0.0
116254	5524.0	5160.0
106481020	0.0	0.0
106481021	0.0	0.0
58158	0.0	0.0
106481026	0.0	0.0
116255	1.0	3.0
58157	0.0	0.0
106481027	1.0	1.0
106481024	0.0	0.0
106481025	0.0	0.0
128229	11.0	19.0
167838	98.0	40.0
319093	10.0	12.0
131890	9.0	6.0
116238	216.0	602.0
728945	0.0	0.0
728947	8.0	14.0
106481028	1.0	0.0
106481029	0.0	0.0
58160	4.0	1.0
106481033	0.0	0.0
143872	802.0	662.0
106481034	5.0	5.0
106481031	1.0	1.0
106481032	0.0	0.0
728938	8.0	6.0
106481037	0.0	0.0
106481038	0.0	0.0
106481035	0.0	0.0
106481036	0.0	0.0
143879	517.0	343.0
167826	0.0	0.0
128218	2248.0	2210.0
106481030	1.0	2.0
10190	1229.0	1168.0
728970	0.0	0.0
10194	2804.0	1327.0
10193	3126.0	2827.0
645104	0.0	0.0
10196	1377.0	793.0
101059988	0.0	0.0
10195	1327.0	2354.0
728978	3.0	224.0
153218	15.0	17.0
116228	686.0	558.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	0.0	1.0
106481005	0.0	0.0
143884	1347.0	777.0
116236	1263.0	1080.0
106481002	0.0	0.0
106481003	0.0	0.0
10198	1028.0	337.0
10197	5062.0	4079.0
143888	2052.0	1644.0
10199	2144.0	2917.0
128209	1.0	3.0
346689	472.0	528.0
319087	1.0	1.0
344022	0.0	1.0
319089	0.0	1.0
153201	1.0	0.0
319085	2.0	0.0
106481008	3.0	0.0
106481009	1.0	0.0
58189	97.0	51.0
106481006	0.0	3.0
106481007	0.0	0.0
728963	6.0	17.0
728962	0.0	0.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	431.0	636.0
106481010	0.0	0.0
106481015	1.0	0.0
106481016	0.0	0.0
116225	604.0	846.0
106481013	2.0	0.0
116224	2121.0	1423.0
106481014	7.0	5.0
344018	0.0	0.0
645108	0.0	0.0
58190	8800.0	12839.0
346673	1.0	0.0
10170	96.0	80.0
645121	58.0	66.0
58191	2321.0	4288.0
645120	0.0	0.0
10172	285.0	352.0
10171	492.0	432.0
645126	28.0	42.0
10174	4659.0	6464.0
728911	0.0	0.0
728913	182.0	237.0
128272	1675.0	2953.0
100033407	6.0	6.0
100033409	1.0	0.0
10175	2925.0	2576.0
10178	222.0	9803.0
10179	1335.0	955.0
10181	6314.0	8606.0
10180	7248.0	9557.0
645136	0.0	0.0
10184	1497.0	1517.0
116285	73.0	147.0
100033418	2.0	0.0
202861	1.0	0.0
100033419	0.0	1.0
100033414	7.0	0.0
100033415	2.0	1.0
100033416	34.0	10.0
100033417	0.0	0.0
10187	0.0	0.0
10186	2645.0	2951.0
10189	1963.0	2693.0
645129	3.0	1.0
10188	2709.0	3109.0
100033413	14.0	1.0
645145	0.0	0.0
346653	166.0	129.0
645142	1.0	0.0
10150	4734.0	2349.0
10152	5353.0	5579.0
10151	4.0	4.0
200205	744.0	360.0
728933	0.0	0.0
202865	1.0	0.0
728931	5.0	5.0
100873817	0.0	1.0
100873816	0.0	0.0
100128390	0.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	969.0	1050.0
728929	0.0	0.0
100873818	0.0	0.0
10154	1528.0	4739.0
10153	2808.0	2102.0
10156	55.0	69.0
10155	11757.0	17512.0
10158	138.0	5678.0
100873813	0.0	0.0
10157	1069.0	489.0
100873812	0.0	0.0
100873811	0.0	1.0
10159	13937.0	12491.0
131870	5043.0	2773.0
10161	1506.0	3133.0
10160	6301.0	7710.0
10163	9533.0	7343.0
131873	43.0	12.0
645158	65.0	27.0
10162	1200.0	417.0
728921	2.0	2.0
128240	2956.0	3925.0
728920	3.0	0.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	2.0	1.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	2.0	9.0
100873807	0.0	0.0
10165	1397.0	1093.0
10164	41.0	3.0
128239	237.0	269.0
10166	6816.0	448.0
10169	16443.0	27791.0
100873802	1.0	0.0
100128384	0.0	0.0
10168	1482.0	1256.0
100873801	0.0	0.0
100128385	19.0	11.0
100287755	7.0	6.0
165257	9.0	134.0
200232	15.0	7.0
100287745	11.0	8.0
1503	577.0	588.0
1501	22.0	7.0
1500	23703.0	21946.0
1509	21593.0	43138.0
1508	181603.0	376969.0
1506	4.0	8.0
1504	2.0	0.0
1514	5644.0	5570.0
1513	2166.0	1966.0
1512	5683.0	11334.0
1511	29.0	7.0
1510	1856.0	2465.0
346606	4.0	0.0
1519	4537.0	3412.0
1518	0.0	0.0
1517	21.0	12.0
1515	156.0	119.0
100287725	2.0	0.0
100287722	28.0	57.0
1525	3848.0	3804.0
1524	454.0	696.0
1523	11422.0	10522.0
1522	10748.0	12748.0
1521	676.0	1168.0
1520	6731.0	12522.0
200261	0.0	2.0
1528	1169.0	801.0
1527	0.0	0.0
100287718	4.0	0.0
728992	12.0	27.0
100287715	0.0	0.0
728990	0.0	0.0
165215	244.0	179.0
728996	0.0	0.0
1536	2731.0	2646.0
1535	8427.0	18288.0
1534	7786.0	5315.0
1539	1.0	0.0
1538	0.0	0.0
1537	3570.0	4110.0
100287708	0.0	0.0
153222	4974.0	3112.0
1550	0.0	0.0
1545	1170.0	2529.0
1544	94.0	57.0
1543	4.0	1.0
1540	6747.0	3762.0
1549	4.0	2.0
1548	9.0	6.0
1558	71.0	96.0
1557	0.0	0.0
1556	14.0	32.0
200298	39.0	40.0
1555	0.0	1.0
1553	0.0	0.0
1551	22.0	25.0
1559	5.0	0.0
153241	2169.0	1245.0
1572	0.0	1.0
1571	132.0	185.0
1568	27.0	38.0
1565	102.0	183.0
1564	57.0	88.0
1562	1.0	0.0
100131828	3.0	1.0
1583	26.0	7.0
1582	27.0	4.0
1581	3.0	1.0
1580	725.0	630.0
1579	2.0	0.0
1577	53.0	41.0
1576	2.0	5.0
1573	32.0	76.0
285203	791.0	1173.0
1594	1096.0	153.0
285205	12.0	3.0
1593	1759.0	1174.0
1592	4.0	11.0
1591	879.0	506.0
1590	43.0	143.0
10307	1227.0	2495.0
1589	36.0	68.0
1588	37.0	11.0
10309	494.0	766.0
1587	0.0	1.0
1586	170.0	31.0
10308	820.0	1184.0
1585	0.0	0.0
1584	0.0	0.0
100131842	1.0	2.0
10301	326.0	262.0
100131846	0.0	0.0
10300	1387.0	1388.0
10302	1204.0	1355.0
100287692	0.0	0.0
1596	1.0	0.0
1595	391.0	139.0
100131855	0.0	0.0
285220	74.0	22.0
285224	0.0	0.0
101180898	2.0	0.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	69.0	90.0
100131874	0.0	0.0
100131879	0.0	0.0
442590	16.0	21.0
100131881	0.0	0.0
100131893	0.0	0.0
100131897	51.0	4.0
100131899	0.0	0.0
100287647	1.0	1.0
10370	13063.0	4661.0
10371	592.0	303.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	1.0	0.0
100873836	0.0	0.0
100873831	0.0	1.0
100873830	0.0	0.0
10376	6156.0	5648.0
100128252	1727.0	1723.0
100873835	0.0	0.0
285282	2381.0	1200.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	0.0
100873832	0.0	0.0
10379	378.0	1091.0
285286	61.0	8.0
10381	15.0	296.0
10380	1838.0	1646.0
10383	10251.0	23168.0
10382	22.0	14.0
118813	2309.0	2358.0
102466906	0.0	0.0
118812	701.0	644.0
100885800	1.0	1.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	5.0	1.0
100873829	5.0	4.0
10385	1533.0	1489.0
100873820	0.0	0.0
10384	2823.0	2018.0
10389	170.0	80.0
100873824	5.0	9.0
10388	239.0	178.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	4.0	2.0
645065	0.0	0.0
100128237	1.0	0.0
10350	420.0	105.0
102466918	0.0	0.0
442582	460.0	296.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	169.0	121.0
10352	810.0	705.0
100873853	1.0	0.0
10351	1599.0	241.0
100873852	0.0	1.0
10354	882.0	798.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	7.0	2.0
790952	0.0	4.0
100873857	0.0	0.0
10355	2.0	1.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	22.0	38.0
790955	585.0	1061.0
100873854	0.0	0.0
131831	14.0	10.0
100128227	5.0	7.0
10361	1086.0	1785.0
10360	449.0	671.0
645073	0.0	0.0
442572	7.0	4.0
100873849	0.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	1602.0	1272.0
100873842	0.0	1.0
10362	2934.0	5205.0
100873841	0.0	0.0
10365	6990.0	816.0
100873840	0.0	0.0
10367	2391.0	2772.0
100873846	0.0	0.0
100873845	0.0	1.0
10369	0.0	0.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	16.0	9.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	1093.0	1034.0
100128217	0.0	0.0
503838	9.0	12.0
503837	0.0	0.0
503834	0.0	2.0
645084	5.0	1.0
503835	0.0	0.0
503841	0.0	0.0
10338	1.0	0.0
10337	3.0	1.0
503840	0.0	0.0
100885850	6.0	2.0
116211	7.0	20.0
100873875	0.0	0.0
10330	1294.0	2590.0
100873874	0.0	0.0
10332	0.0	1.0
100873873	0.0	0.0
10331	35.0	2675.0
100873872	1.0	0.0
100873879	1.0	1.0
10333	384.0	183.0
100873878	0.0	0.0
10336	3052.0	5410.0
100873877	0.0	4.0
10335	552.0	403.0
285242	2.0	0.0
100885848	25.0	30.0
100873860	0.0	0.0
118856	12.0	8.0
645094	3.0	25.0
10349	245.0	78.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	4.0	1.0
10340	1.0	1.0
10343	52.0	20.0
100128203	1.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	5588.0	6975.0
100873861	0.0	0.0
100131801	849.0	1944.0
10345	3.0	0.0
10344	6.0	18.0
100873867	1.0	0.0
10347	2784.0	3386.0
100873866	0.0	0.0
10346	4426.0	8863.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	1.0
100873891	0.0	1.0
100873890	10.0	2.0
10316	76.0	16.0
10318	7352.0	9679.0
10317	585.0	100.0
10319	242.0	154.0
100873897	0.0	0.0
100131810	0.0	0.0
100873896	2.0	3.0
100873895	1.0	0.0
100873894	42.0	46.0
10312	3781.0	8739.0
10311	2815.0	1659.0
100131814	280.0	190.0
10314	3018.0	1970.0
100873899	3.0	1.0
10313	15797.0	11429.0
100131816	1.0	3.0
100873898	0.0	0.0
285266	379.0	311.0
285267	494.0	247.0
100873882	6.0	4.0
285268	1594.0	1441.0
100873881	0.0	0.0
100873880	0.0	1.0
202915	58.0	1152.0
100885864	0.0	0.0
100885866	154.0	67.0
102466967	0.0	0.0
10327	5585.0	10206.0
10326	77.0	52.0
10329	1281.0	923.0
10328	1156.0	1370.0
442523	29.0	1.0
442524	147.0	160.0
442525	0.0	2.0
100873886	0.0	6.0
100873885	0.0	0.0
10321	2.0	0.0
100873884	0.0	0.0
10320	2758.0	837.0
100873883	0.0	0.0
100131823	2.0	0.0
10322	1411.0	1705.0
100873889	0.0	0.0
100131825	184.0	14.0
10325	1339.0	1000.0
100873888	1.0	2.0
100131827	468.0	408.0
100873887	1.0	4.0
10324	58.0	47.0
344178	0.0	0.0
102466972	0.0	0.0
116135	0.0	3.0
102466985	0.0	0.0
344167	0.0	0.0
102466984	0.0	0.0
128102	6.0	4.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	1829.0	1245.0
116123	0.0	0.0
102466995	1.0	4.0
116113	7146.0	10971.0
83259	16.0	2.0
116115	660.0	749.0
344148	190.0	77.0
128153	257.0	129.0
645001	2.0	2.0
10291	10279.0	8038.0
645000	7.0	5.0
10290	263.0	292.0
10293	155.0	165.0
10295	1918.0	3084.0
10294	4118.0	4306.0
100128292	41.0	44.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	4.0	2.0
116179	0.0	0.0
100873919	0.0	0.0
100873918	0.0	0.0
100873917	0.0	0.0
10297	196.0	122.0
10296	3424.0	4050.0
100128299	3.0	6.0
10299	8757.0	9057.0
10298	3539.0	4476.0
100873912	26.0	35.0
100873911	0.0	0.0
116173	7.0	1.0
100873910	1.0	0.0
645015	5.0	7.0
200315	42.0	103.0
200316	593.0	710.0
200312	954.0	1592.0
100873904	1.0	1.0
100873902	16.0	9.0
100873909	0.0	1.0
100873907	8.0	6.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	46.0	34.0
100873900	0.0	0.0
645024	3.0	0.0
100775107	32.0	13.0
10270	2702.0	2321.0
645027	7.0	77.0
10273	2451.0	2641.0
100775104	33.0	24.0
10272	947.0	3543.0
100008586	0.0	0.0
116149	20.0	32.0
100873938	0.0	0.0
100873937	1.0	1.0
116154	8.0	205.0
100873935	0.0	0.0
116159	1269.0	1086.0
100873939	2.0	3.0
100873930	23.0	21.0
10274	2956.0	1168.0
10277	4583.0	2667.0
10276	4115.0	6902.0
10279	2105.0	1910.0
100873934	3.0	16.0
10278	1199.0	1594.0
100873933	1.0	0.0
116151	3329.0	5776.0
100873932	1.0	1.0
116150	3117.0	2041.0
100128275	3.0	1.0
10280	2012.0	2983.0
10282	1233.0	1215.0
10281	0.0	0.0
10284	6639.0	8651.0
647696	1.0	0.0
10283	1319.0	1336.0
116138	4615.0	5116.0
645030	11.0	6.0
1602	19.0	19.0
1601	2945.0	2108.0
100873926	0.0	0.0
1600	47.0	18.0
100128260	1.0	1.0
116143	111.0	108.0
100873924	7.0	0.0
100873929	1.0	3.0
100873928	3.0	3.0
10286	2238.0	1721.0
10285	1801.0	1762.0
1609	1583.0	1718.0
100128266	1.0	0.0
1608	155.0	299.0
10288	339.0	512.0
1607	14.0	11.0
10287	765.0	1017.0
1606	2176.0	2485.0
100873923	22.0	12.0
10289	2446.0	2455.0
1605	6887.0	6663.0
100128262	25.0	6.0
100873922	2.0	0.0
1604	3001.0	17666.0
100873921	2.0	0.0
1603	6089.0	5582.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	2.0	0.0
319133	37.0	39.0
319134	5.0	4.0
100287635	1.0	1.0
319130	9.0	10.0
319139	0.0	0.0
319135	2.0	2.0
100287630	0.0	0.0
319136	2.0	0.0
552891	0.0	1.0
319138	6.0	6.0
1613	2013.0	3197.0
200350	10.0	3.0
1612	1961.0	1964.0
1611	13564.0	14809.0
165140	94.0	135.0
1610	3.0	2.0
552889	8987.0	6949.0
1618	8.0	0.0
1617	0.0	0.0
1616	3297.0	3892.0
1615	5111.0	4817.0
319142	0.0	0.0
319143	10.0	6.0
319144	1.0	0.0
319145	0.0	1.0
100287625	0.0	1.0
1624	0.0	1.0
1623	0.0	0.0
1622	3744.0	5570.0
1621	115.0	93.0
1620	31.0	193.0
1629	2399.0	1485.0
552879	0.0	0.0
1628	1841.0	4139.0
1627	3685.0	8785.0
319111	3.0	2.0
128178	496.0	218.0
319112	5.0	3.0
100287616	549.0	832.0
393046	1.0	0.0
319117	0.0	1.0
319118	1.0	0.0
319114	9.0	6.0
1635	6892.0	5712.0
200373	324.0	73.0
1634	22101.0	6664.0
1633	1887.0	1100.0
1632	3929.0	6139.0
552860	25.0	34.0
1630	12.0	40.0
1639	8232.0	6770.0
1638	53.0	20.0
1636	1829.0	1699.0
