id	78b598c7-f670-4cbc-8c75-ac29bde3bcf4	c62a4599-e1a7-41af-9820-a961c6473f34
100873365	1.0	1.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	2.0	1.0
100873362	0.0	0.0
100128701	1.0	3.0
1054	2732.0	1858.0
285547	0.0	0.0
1053	4.0	9.0
285548	5.0	2.0
1052	2506.0	2675.0
1051	3528.0	2912.0
728489	23.0	16.0
1050	1180.0	438.0
100128707	1.0	0.0
1048	9.0	0.0
1047	6.0	10.0
1046	2.0	0.0
1045	0.0	0.0
100873369	10.0	5.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	3.0	4.0
1066	525.0	14.0
1063	165.0	570.0
1062	65.0	137.0
1061	6.0	3.0
1060	2517.0	1970.0
440253	453.0	227.0
1059	5426.0	6285.0
1058	15.0	44.0
1057	2.0	2.0
85379	7287.0	7023.0
114112	788.0	485.0
1056	42.0	55.0
85377	2142.0	2841.0
85378	4375.0	5612.0
128745	1.0	1.0
85376	22.0	22.0
440248	612.0	535.0
1075	3794.0	11939.0
1074	9.0	11.0
1073	3110.0	1197.0
1072	24883.0	36048.0
1071	229.0	354.0
440243	1.0	0.0
1070	1108.0	865.0
1069	6325.0	4074.0
1068	0.0	0.0
85369	2319.0	2643.0
85366	35.0	14.0
85364	2424.0	1990.0
85365	3210.0	2786.0
85363	2230.0	2901.0
85360	910.0	922.0
1080	45.0	46.0
85391	37.0	5.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	0.0	4.0
153733	566.0	349.0
1087	0.0	0.0
1086	0.0	0.0
440279	243.0	188.0
1085	0.0	1.0
1084	2.0	4.0
440278	274.0	200.0
1082	0.0	0.0
403294	0.0	1.0
440275	4985.0	3805.0
1081	0.0	1.0
85397	464.0	11.0
85395	415.0	372.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	1.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	0.0
440270	2745.0	3990.0
1089	3.0	2.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	8.0	3.0
285598	463.0	635.0
126133	2068.0	1520.0
128790	1.0	0.0
126129	137.0	194.0
126123	32.0	40.0
442862	0.0	0.0
126119	2324.0	655.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	1.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	2.0	1.0
114131	0.0	0.0
442896	0.0	0.0
114132	42.0	19.0
442897	0.0	0.0
442898	1.0	6.0
114134	295.0	457.0
442899	0.0	0.0
100128790	0.0	0.0
128760	5.0	8.0
100128788	106.0	45.0
100128787	0.0	0.0
440225	0.0	0.0
440224	2.0	0.0
442890	0.0	0.0
442891	2.0	12.0
442892	0.0	1.0
128756	0.0	0.0
100128782	549.0	294.0
100128781	2.0	0.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	3.0	1.0
403234	0.0	1.0
403235	0.0	0.0
403236	0.0	0.0
63982	173.0	59.0
102466616	0.0	0.0
126052	0.0	0.0
151009	154.0	108.0
403227	0.0	0.0
403228	0.0	0.0
138046	1.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	1.0	0.0
645572	0.0	0.0
645571	17.0	2.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	891.0	874.0
107131122	0.0	0.0
138050	7142.0	9061.0
403219	0.0	0.0
151011	4415.0	3982.0
645587	2.0	1.0
165679	31.0	2.0
126037	25.0	33.0
114049	4539.0	4549.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	1.0	0.0
106481483	0.0	0.0
85315	487.0	517.0
100033821	2.0	1.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	2746.0	2642.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	241.0	246.0
100033820	0.0	0.0
106481480	0.0	1.0
106481481	0.0	0.0
138065	19.0	238.0
645598	0.0	0.0
163007	1.0	3.0
114038	0.0	3.0
645591	0.0	0.0
106481495	0.0	1.0
114041	295.0	3.0
106481496	0.0	0.0
114042	11.0	4.0
106481493	0.0	0.0
114043	85.0	25.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	232.0	213.0
126017	664.0	532.0
106481497	1.0	2.0
106481498	0.0	0.0
85303	0.0	0.0
85300	0.0	1.0
85301	2085.0	1146.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	374.0	172.0
106481459	0.0	0.0
26994	8891.0	8372.0
106481457	6.0	5.0
26995	2457.0	2131.0
106481458	0.0	0.0
403271	0.0	0.0
26998	0.0	4.0
403272	0.0	0.0
102466659	1.0	0.0
26999	1722.0	2818.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	4.0	0.0
106481460	4.0	2.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	3302.0	3538.0
106481467	0.0	0.0
106481464	0.0	1.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	5.0	10.0
106481472	1.0	0.0
106481477	0.0	0.0
106481478	1.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	22.0	28.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	566.0	482.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	7.0	3.0
106481437	0.0	0.0
26974	634.0	401.0
153657	106.0	52.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	1458.0	1446.0
165631	47.0	70.0
106481436	0.0	1.0
26978	3.0	9.0
126075	1260.0	1012.0
106481439	0.0	0.0
403250	0.0	0.0
126074	356.0	279.0
403251	0.0	0.0
106481440	0.0	1.0
106481441	0.0	0.0
85359	3968.0	3381.0
106481444	25.0	10.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	2199.0	4896.0
85354	0.0	0.0
85352	131.0	44.0
403241	3.0	1.0
344462	0.0	2.0
403244	0.0	0.0
403245	0.0	0.0
153642	956.0	446.0
153643	209.0	49.0
403247	0.0	0.0
403248	0.0	0.0
26985	2759.0	2847.0
106481448	0.0	0.0
26986	33473.0	43536.0
126069	150.0	88.0
106481449	0.0	0.0
126068	1511.0	1195.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1093.0	1026.0
106481447	0.0	0.0
106481451	3.0	6.0
106481452	1.0	0.0
106481450	0.0	0.0
114088	66.0	23.0
106481455	1.0	0.0
85349	176.0	62.0
106481456	0.0	1.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	2.0	1.0
106481454	0.0	0.0
403238	0.0	1.0
85344	63.0	6.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	2.0	0.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	2.0	0.0
100873392	4.0	3.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	1.0	0.0
100128811	3.0	0.0
106481415	0.0	1.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	3070.0	5571.0
100873390	0.0	0.0
728556	45.0	48.0
106481419	2.0	0.0
100128817	0.0	0.0
728558	134.0	141.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	438.0	478.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	1.0	25.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	214.0	176.0
100873384	0.0	0.0
285601	7.0	7.0
106481426	1.0	0.0
106481427	1.0	1.0
222005	0.0	2.0
63910	196.0	1044.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	793.0	514.0
222008	8.0	0.0
106481428	0.0	1.0
106481429	0.0	0.0
63905	5039.0	3846.0
63904	0.0	0.0
106481430	1.0	0.0
163071	584.0	505.0
63906	1099.0	1087.0
106481433	0.0	0.0
63908	1264.0	921.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	10.0	8.0
285613	102.0	91.0
63920	1045.0	506.0
63923	59.0	112.0
63922	664.0	861.0
728577	21.0	18.0
63925	1979.0	2004.0
63924	9.0	0.0
63916	3049.0	4142.0
63917	5733.0	4669.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	0.0	1.0
728564	5.0	3.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1756.0	1861.0
106481402	1.0	0.0
63931	2490.0	1573.0
106481403	2.0	1.0
63934	1281.0	1254.0
728567	4.0	2.0
106481408	0.0	2.0
163088	7.0	5.0
63933	3966.0	2642.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	5096.0	4404.0
163087	1043.0	699.0
728568	475.0	338.0
106481407	9.0	6.0
3704	4045.0	3688.0
3705	4583.0	6036.0
63926	1112.0	549.0
3706	26.0	19.0
63929	1053.0	808.0
3707	1970.0	4655.0
63928	6.0	4.0
3708	12597.0	3009.0
106481411	0.0	0.0
3709	2244.0	2666.0
106481412	0.0	0.0
106481410	0.0	1.0
3700	43.0	20.0
3702	112.0	56.0
3703	12863.0	9924.0
645506	0.0	0.0
151050	2191.0	1731.0
645520	0.0	0.0
63941	2182.0	1440.0
63940	363.0	1063.0
63943	862.0	645.0
728517	0.0	0.0
163033	973.0	967.0
258010	3656.0	3307.0
63947	0.0	0.0
63946	0.0	1.0
728513	0.0	0.0
100033803	0.0	0.0
3716	9077.0	11863.0
100033804	0.0	0.0
3717	775.0	575.0
100033805	0.0	0.0
3718	204.0	2160.0
63939	1487.0	1224.0
100033806	0.0	0.0
100190799	2.0	8.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	167.0	116.0
3710	11082.0	14675.0
3712	19623.0	8579.0
3713	7.0	146.0
3714	636.0	2363.0
63950	1.0	1.0
728505	1.0	0.0
63951	549.0	291.0
100033807	0.0	0.0
728501	27.0	29.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	45509.0	28969.0
100033814	0.0	0.0
3727	24492.0	12936.0
63948	201.0	96.0
100033815	0.0	0.0
222052	1.0	0.0
3728	23031.0	29414.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1032.0	1353.0
151056	534.0	162.0
3725	159699.0	37832.0
645528	0.0	0.0
728532	35.0	32.0
163059	577.0	486.0
728538	1.0	1.0
728537	322.0	329.0
63967	21.0	126.0
3737	57.0	3.0
3738	25.0	30.0
3739	2.0	0.0
645538	0.0	0.0
3730	1995.0	2983.0
3732	2581.0	3832.0
3734	63.0	90.0
3735	6944.0	6357.0
3736	265.0	0.0
63970	5.0	3.0
3750	159.0	325.0
63971	7148.0	6456.0
63974	0.0	0.0
163049	4221.0	2245.0
63973	1.0	1.0
63976	3841.0	1759.0
222068	17205.0	13026.0
63978	0.0	0.0
63977	570.0	623.0
63979	473.0	511.0
728524	0.0	0.0
3748	3379.0	2381.0
163051	69.0	50.0
3749	572.0	1064.0
163050	60.0	65.0
3741	48.0	49.0
645548	3.0	17.0
3743	1.0	2.0
3744	0.0	2.0
3745	73.0	47.0
3746	4.0	9.0
3747	1.0	0.0
285671	2481.0	1299.0
285672	1888.0	1614.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	3.0	12.0
285676	81.0	132.0
3761	5.0	0.0
100128657	0.0	0.0
285679	2.0	5.0
100861449	1.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	142.0	2949.0
283008	0.0	1.0
3751	38.0	6.0
100873435	0.0	1.0
3752	184.0	17.0
100873434	0.0	0.0
3753	13.0	6.0
100873433	0.0	0.0
3754	10.0	33.0
100873432	0.0	0.0
3755	9.0	10.0
100873439	0.0	0.0
3756	16.0	15.0
100873438	0.0	0.0
3757	5.0	32.0
100873437	0.0	0.0
3758	7.0	6.0
100873436	0.0	0.0
100873420	0.0	2.0
3770	127.0	97.0
3772	21283.0	14057.0
100861458	0.0	0.0
100861453	26.0	24.0
100861455	0.0	0.0
1107	14149.0	8019.0
1106	9878.0	11969.0
1105	1835.0	2521.0
1104	1352.0	2056.0
100873429	0.0	0.0
1103	0.0	0.0
1102	4444.0	2370.0
1101	271.0	143.0
3762	159.0	422.0
100873424	0.0	0.0
3763	0.0	2.0
100128640	192.0	167.0
100873423	0.0	0.0
3764	592.0	482.0
100873422	0.0	0.0
3765	3.0	0.0
100873421	0.0	0.0
3766	36.0	40.0
100873428	0.0	0.0
3767	757.0	681.0
100873427	0.0	0.0
3768	225.0	193.0
1109	0.0	0.0
100873426	3.0	3.0
1108	15225.0	32213.0
3769	728.0	193.0
100873425	1.0	0.0
100128637	1.0	0.0
100128639	0.0	0.0
3780	10.0	30.0
100873453	0.0	0.0
3781	9.0	72.0
100873452	0.0	0.0
3782	472.0	1026.0
100873451	0.0	0.0
3783	72.0	2144.0
100873450	0.0	0.0
1121	1556.0	1593.0
100861468	0.0	0.0
1120	401.0	465.0
100861469	0.0	0.0
1118	1002.0	2541.0
1117	885.0	1687.0
1116	1021.0	6034.0
1114	159.0	527.0
1113	1.0	0.0
1112	2795.0	2524.0
1111	287.0	478.0
3773	20289.0	36246.0
100873457	2.0	1.0
100873456	0.0	0.0
3775	843.0	1365.0
100873455	0.0	0.0
3776	3431.0	512.0
100873454	0.0	0.0
3777	1415.0	939.0
3778	203.0	166.0
3779	75.0	358.0
100873459	0.0	0.0
1119	4061.0	2354.0
100128627	0.0	2.0
100128626	0.0	0.0
3790	306.0	707.0
100128628	3.0	5.0
3791	3091.0	9783.0
100873442	0.0	0.0
3792	31.0	9.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	6.0	9.0
1131	116.0	544.0
1130	2141.0	4527.0
100861476	1.0	1.0
1129	0.0	0.0
1128	20.0	4.0
1124	1318.0	2896.0
1123	442.0	638.0
1122	1155.0	1136.0
100861470	0.0	0.0
3784	15585.0	5020.0
100873446	0.0	0.0
3785	14.0	13.0
100873445	0.0	0.0
3786	143.0	3585.0
100873444	0.0	0.0
3787	24.0	34.0
100873443	0.0	0.0
3788	4.0	4.0
100873449	10.0	6.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	1.0
283050	641.0	220.0
100128618	1.0	0.0
728597	14.0	0.0
100128617	6.0	1.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	52.0	36.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	11.0	106.0
285634	1.0	4.0
1142	0.0	0.0
1141	8.0	7.0
285636	3383.0	2419.0
1140	1689.0	1725.0
728599	3.0	0.0
1139	111.0	43.0
1138	11.0	18.0
1137	201.0	76.0
100861485	0.0	0.0
1136	9.0	7.0
1135	6.0	1.0
1134	13.0	15.0
1133	6.0	4.0
3795	191.0	186.0
100873479	18.0	8.0
3796	878.0	1032.0
100873478	0.0	0.0
3797	1268.0	1445.0
100873477	6.0	6.0
3798	372.0	57.0
100873476	0.0	0.0
3799	8168.0	8841.0
100873460	1.0	0.0
728586	21.0	21.0
285641	1.0	4.0
100873464	9.0	4.0
100873463	0.0	0.0
100873462	2.0	2.0
285643	3.0	0.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	1492.0	1500.0
1153	41163.0	35543.0
1152	12225.0	4490.0
285647	41.0	19.0
728589	9.0	13.0
728588	0.0	0.0
1149	20.0	0.0
1147	1478.0	1239.0
1146	1.0	0.0
1145	41.0	89.0
1144	1.0	0.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	1.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	1.0	0.0
100873495	1.0	0.0
100873494	0.0	0.0
1164	465.0	831.0
1163	492.0	572.0
285659	0.0	0.0
1161	462.0	362.0
1160	467.0	354.0
1159	136.0	19.0
1158	4.0	4.0
1157	0.0	0.0
1155	3568.0	3151.0
550643	2663.0	2625.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	3217.0	2848.0
1175	2559.0	2575.0
285668	4.0	1.0
1174	2356.0	3278.0
1173	17042.0	20588.0
550631	460.0	451.0
100873489	0.0	0.0
283014	19.0	25.0
100873488	0.0	0.0
100873487	0.0	1.0
283093	0.0	0.0
283092	0.0	0.0
1187	1402.0	43.0
1186	4646.0	5506.0
1185	2096.0	1693.0
1184	956.0	380.0
1183	2506.0	1281.0
1182	6306.0	4986.0
1181	564.0	409.0
440375	33.0	83.0
1180	8.0	9.0
1179	0.0	1.0
1178	0.0	0.0
283089	45.0	19.0
85495	0.0	0.0
85480	72.0	39.0
283080	0.0	1.0
1198	4307.0	3943.0
1197	3.0	0.0
1196	3011.0	3128.0
1195	9856.0	9655.0
440366	1.0	1.0
1193	5091.0	2381.0
1192	14042.0	20225.0
1191	262770.0	634513.0
1188	3004.0	253.0
283078	77.0	248.0
85486	4.0	5.0
128615	0.0	0.0
85481	0.0	0.0
128611	94.0	28.0
440396	75.0	62.0
128609	0.0	0.0
128602	0.0	0.0
440387	3.0	3.0
128674	0.0	3.0
128676	1.0	1.0
114026	0.0	1.0
100861402	1.0	1.0
126014	68.0	240.0
440335	6.0	65.0
100128690	0.0	0.0
114034	1098.0	1616.0
126006	149.0	92.0
114036	319.0	213.0
100128696	0.0	0.0
100128688	1.0	0.0
126003	83.0	51.0
100861412	1.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	3.0	0.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	0.0	0.0
200728	550.0	429.0
440356	8.0	5.0
440354	70.0	81.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	0.0	2.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	13.0	22.0
100873410	0.0	0.0
100873417	2.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	143.0	147.0
100861435	1.0	0.0
100861436	0.0	0.0
440345	91.0	64.0
200734	3504.0	4780.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	5.0	5.0
100873408	1.0	0.0
100873407	0.0	0.0
100861430	10.0	4.0
100873402	0.0	0.0
100873401	1.0	1.0
100873400	0.0	0.0
100128665	0.0	1.0
128637	4302.0	4331.0
100873406	0.0	0.0
100873405	9.0	2.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	1.0	0.0
645443	3.0	1.0
165530	19.0	13.0
85409	19.0	7.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	0.0	0.0
106481383	4.0	3.0
85417	46.0	33.0
106481384	0.0	0.0
103106903	5.0	1.0
85414	176.0	127.0
106481389	0.0	0.0
85415	682.0	691.0
106481387	0.0	0.0
85413	6.0	10.0
106481388	3.0	3.0
645436	0.0	0.0
106481381	0.0	0.0
106481382	0.0	0.0
10	2.0	2.0
106481380	0.0	0.0
11	0.0	0.0
403341	1380.0	1454.0
12	2.0	1.0
13	9.0	2.0
14	9798.0	7716.0
15	21.0	9.0
16	17506.0	9950.0
645455	10.0	13.0
18	11732.0	6436.0
19	2109.0	4465.0
128580	3.0	3.0
85407	168.0	74.0
106481396	0.0	0.0
106481397	1.0	0.0
106481394	0.0	0.0
85406	1745.0	1671.0
106481395	2.0	0.0
85403	1855.0	1855.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	1.0	1.0
106481393	0.0	0.0
20	10245.0	13097.0
106481390	0.0	0.0
21	8136.0	6163.0
106481391	0.0	1.0
22	1321.0	1412.0
153571	676.0	712.0
153572	396.0	1501.0
23	4151.0	3859.0
24	121.0	295.0
25	10480.0	10198.0
26	22.0	292.0
27	1617.0	1971.0
28	4780.0	3053.0
29	2718.0	6239.0
153579	391.0	750.0
728615	1.0	1.0
728614	0.0	0.0
200765	539.0	393.0
106481358	1.0	0.0
106481359	1.0	0.0
728611	46.0	32.0
102466518	0.0	2.0
102466516	17.0	8.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	2639.0	1328.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	3692.0	2531.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	347.0	325.0
106481366	0.0	0.0
30	4991.0	3720.0
106481360	0.0	0.0
31	2280.0	1927.0
32	4700.0	1191.0
33	2117.0	1145.0
34	3257.0	2072.0
35	3374.0	1474.0
153562	4348.0	2624.0
36	2598.0	1161.0
37	21347.0	26933.0
38	4663.0	1766.0
440307	10.0	7.0
39	697.0	583.0
165545	6.0	1.0
106481369	0.0	0.0
728606	313.0	334.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	1.0	1.0
106481378	1.0	2.0
106481379	0.0	0.0
106481376	1.0	1.0
106481377	0.0	0.0
403315	1.0	0.0
40	0.0	6.0
106481370	0.0	0.0
41	68.0	57.0
106481371	0.0	0.0
43	59.0	53.0
645486	1.0	0.0
47	6356.0	6681.0
48	4066.0	4846.0
49	7.0	32.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
