id	ae1ca60a-1b87-418f-94dd-e1b707352941	87eea66b-23f3-46ca-a0d6-7724b3d0da3d
100128701	3.0	6.0
1054	4115.0	2125.0
285547	0.0	0.0
1053	3.0	9.0
285548	0.0	0.0
1052	1977.0	3397.0
1051	3772.0	2519.0
728489	10.0	3.0
1050	1367.0	927.0
100128707	0.0	0.0
1048	38.0	0.0
1047	20.0	6.0
1046	0.0	0.0
1045	0.0	0.0
100873369	3.0	1.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	8.0	1.0
1066	931.0	168.0
1063	155.0	280.0
1062	85.0	63.0
1061	1.0	5.0
1060	3593.0	1487.0
440253	426.0	254.0
1059	10585.0	6646.0
1058	5.0	51.0
1057	1.0	0.0
85379	16447.0	5133.0
114112	1095.0	641.0
1056	21.0	12.0
85377	5137.0	2369.0
85378	3800.0	2145.0
128745	0.0	0.0
85376	63.0	22.0
440248	568.0	350.0
1075	4591.0	4939.0
1074	9.0	11.0
1073	3855.0	3922.0
1072	30624.0	38377.0
1071	405.0	408.0
440243	0.0	0.0
1070	1422.0	1116.0
1069	7997.0	8610.0
1068	0.0	0.0
85369	3335.0	1949.0
85366	33.0	81.0
85364	4308.0	2453.0
85365	7067.0	5686.0
85363	2451.0	1955.0
85360	981.0	615.0
1080	35.0	54.0
85391	1.0	5.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	3.0	0.0
153733	619.0	284.0
1087	1.0	2.0
1086	0.0	0.0
440279	226.0	14.0
1085	3.0	0.0
1084	6.0	9.0
440278	559.0	330.0
1082	0.0	0.0
403294	0.0	0.0
440275	7565.0	5522.0
1081	0.0	0.0
85397	4265.0	193.0
85395	825.0	564.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	0.0
440270	2437.0	6741.0
1089	1.0	5.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	33.0	23.0
285598	402.0	206.0
126133	2705.0	1238.0
128790	2.0	0.0
126129	158.0	196.0
126123	9.0	14.0
442862	0.0	0.0
126119	1557.0	1792.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	1.0	0.0
442895	0.0	0.0
114131	0.0	0.0
442896	0.0	0.0
114132	126.0	16.0
442897	0.0	0.0
442898	1.0	1.0
114134	674.0	708.0
442899	0.0	0.0
100128790	0.0	0.0
128760	7.0	19.0
100128788	98.0	78.0
100128787	0.0	0.0
440225	0.0	0.0
440224	1.0	0.0
442890	0.0	0.0
442891	7.0	1.0
442892	1.0	0.0
128756	1.0	2.0
100128782	720.0	598.0
100128781	7.0	4.0
403230	0.0	0.0
403231	0.0	1.0
403232	0.0	0.0
645560	2.0	11.0
403234	0.0	0.0
403235	1.0	0.0
403236	0.0	0.0
63982	174.0	71.0
102466616	0.0	0.0
126052	0.0	0.0
151009	211.0	89.0
403227	0.0	3.0
403228	0.0	0.0
138046	1.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	1.0	2.0
645572	0.0	0.0
645571	22.0	14.0
403223	0.0	1.0
403224	0.0	0.0
403226	0.0	0.0
200634	1203.0	2183.0
107131122	0.0	1.0
138050	14758.0	8183.0
403219	1.0	0.0
151011	5039.0	3945.0
645587	0.0	0.0
165679	7.0	7.0
126037	24.0	66.0
114049	7406.0	9149.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	1.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	538.0	909.0
100033821	1.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	5095.0	3403.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	490.0	264.0
100033820	0.0	0.0
106481480	3.0	0.0
106481481	0.0	0.0
138065	41.0	31.0
645598	0.0	1.0
163007	8.0	6.0
114038	0.0	0.0
645591	0.0	3.0
106481495	1.0	0.0
114041	67.0	5.0
106481496	0.0	0.0
114042	12.0	13.0
106481493	0.0	0.0
114043	88.0	25.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	281.0	139.0
126017	1472.0	661.0
106481497	1.0	1.0
106481498	0.0	0.0
85303	0.0	0.0
85300	5.0	1.0
85301	1089.0	386.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	1.0	1.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	884.0	968.0
106481459	0.0	0.0
26994	15763.0	14210.0
106481457	7.0	4.0
26995	4425.0	3749.0
106481458	0.0	0.0
403271	0.0	0.0
26998	2.0	14.0
403272	1.0	0.0
102466659	0.0	0.0
26999	3862.0	4405.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	4.0	1.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	4094.0	2582.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	1.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	2.0	8.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	29.0	81.0
106481470	1.0	1.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	1400.0	936.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	4.0	12.0
106481437	0.0	0.0
26974	972.0	406.0
153657	103.0	93.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	1957.0	1172.0
165631	27.0	223.0
106481436	0.0	0.0
26978	7.0	13.0
126075	1608.0	2409.0
106481439	0.0	0.0
403250	0.0	0.0
126074	479.0	475.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	1.0
85359	4639.0	6421.0
106481444	12.0	10.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	2431.0	2446.0
85354	0.0	0.0
85352	22.0	41.0
403241	6.0	7.0
344462	4.0	7.0
403244	0.0	0.0
403245	0.0	0.0
153642	1437.0	712.0
153643	167.0	206.0
403247	0.0	0.0
403248	0.0	0.0
26985	6563.0	2516.0
106481448	0.0	0.0
26986	61401.0	37029.0
126069	216.0	112.0
106481449	0.0	0.0
126068	2348.0	1441.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1816.0	2050.0
106481447	1.0	0.0
106481451	4.0	2.0
106481452	1.0	0.0
106481450	0.0	0.0
114088	102.0	23.0
106481455	1.0	1.0
85349	159.0	84.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	1.0	2.0
106481454	0.0	0.0
403238	0.0	0.0
85344	81.0	4.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	1.0	0.0
85340	0.0	0.0
100873394	1.0	0.0
100873393	1.0	0.0
100873392	4.0	3.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	1.0	1.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	1.0	0.0
63901	3213.0	2472.0
100873390	0.0	0.0
728556	45.0	102.0
106481419	2.0	0.0
100128817	1.0	1.0
728558	255.0	173.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	878.0	621.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	1.0	0.0
100873383	0.0	2.0
100873382	0.0	0.0
100873381	3.0	4.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	314.0	182.0
100873384	0.0	0.0
285601	2.0	16.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	0.0	3.0
63910	115.0	227.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	1583.0	809.0
222008	9.0	0.0
106481428	1.0	0.0
106481429	0.0	0.0
63905	8535.0	10633.0
63904	0.0	0.0
106481430	2.0	3.0
163071	1911.0	361.0
63906	1677.0	1257.0
106481433	0.0	0.0
63908	1804.0	821.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	1.0
285613	113.0	210.0
63920	1221.0	912.0
63923	492.0	116.0
63922	542.0	378.0
728577	28.0	23.0
63925	2638.0	1411.0
63924	2.0	2.0
63916	5485.0	4256.0
63917	8393.0	7424.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	5.0	6.0
728564	6.0	11.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	3874.0	2847.0
106481402	0.0	0.0
63931	4089.0	2852.0
106481403	0.0	0.0
63934	3031.0	2052.0
728567	3.0	13.0
106481408	0.0	1.0
163088	13.0	10.0
63933	9749.0	4861.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	8888.0	4916.0
163087	2525.0	1317.0
728568	1389.0	859.0
106481407	15.0	11.0
3704	3749.0	5478.0
3705	10726.0	4440.0
63926	1987.0	920.0
3706	48.0	23.0
63929	2486.0	933.0
3707	4642.0	2670.0
63928	0.0	1.0
3708	32646.0	8135.0
106481411	0.0	0.0
3709	3907.0	5047.0
106481412	0.0	0.0
106481410	0.0	1.0
3700	13.0	12.0
3702	57.0	27.0
3703	27596.0	12994.0
645506	1.0	0.0
151050	3021.0	1637.0
645520	0.0	0.0
63941	2548.0	2394.0
63940	258.0	625.0
63943	1429.0	964.0
728517	0.0	0.0
163033	996.0	623.0
258010	7195.0	6778.0
63947	0.0	0.0
63946	0.0	0.0
728513	1.0	11.0
100033803	0.0	0.0
3716	17824.0	10144.0
100033804	0.0	0.0
3717	1034.0	487.0
100033805	0.0	0.0
3718	376.0	301.0
63939	2111.0	2087.0
100033806	0.0	0.0
100190799	2.0	1.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	183.0	124.0
3710	25146.0	9151.0
3712	28107.0	14268.0
3713	2.0	25.0
3714	1031.0	1073.0
63950	4.0	3.0
728505	0.0	0.0
63951	774.0	601.0
100033807	0.0	0.0
728501	62.0	98.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	10938.0	15169.0
100033814	0.0	0.0
3727	8414.0	7112.0
63948	26.0	1.0
100033815	0.0	0.0
222052	1.0	1.0
3728	54872.0	14239.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1588.0	844.0
151056	329.0	94.0
3725	18422.0	9428.0
645528	0.0	1.0
728532	38.0	65.0
163059	1074.0	763.0
728538	0.0	1.0
728537	168.0	239.0
63967	19.0	98.0
3737	86.0	68.0
3738	44.0	15.0
3739	0.0	1.0
645538	0.0	1.0
3730	3696.0	4142.0
3732	6158.0	3198.0
3734	1.0	2.0
3735	11723.0	7848.0
3736	96.0	1.0
63970	3.0	1.0
3750	195.0	178.0
63971	10833.0	4638.0
63974	0.0	0.0
163049	6480.0	3054.0
63973	1.0	53.0
63976	8781.0	1246.0
222068	33122.0	29539.0
63978	0.0	0.0
63977	978.0	409.0
63979	803.0	342.0
728524	0.0	0.0
3748	1306.0	2613.0
163051	136.0	107.0
3749	1194.0	1152.0
163050	196.0	87.0
3741	341.0	15.0
645548	14.0	22.0
3743	0.0	0.0
3744	0.0	0.0
3745	103.0	17.0
3746	15.0	15.0
3747	0.0	1.0
285671	3461.0	1429.0
285672	3127.0	2534.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	12.0	14.0
285676	288.0	191.0
3761	1.0	2.0
100128657	0.0	0.0
285679	2.0	1.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	360.0	1677.0
283008	0.0	0.0
3751	71.0	3.0
100873435	0.0	0.0
3752	328.0	18.0
100873434	0.0	0.0
3753	3.0	9.0
100873433	1.0	0.0
3754	3.0	36.0
100873432	0.0	0.0
3755	2.0	3.0
100873439	0.0	0.0
3756	10.0	4.0
100873438	0.0	0.0
3757	16.0	9.0
100873437	0.0	0.0
3758	396.0	210.0
100873436	0.0	0.0
100873420	3.0	1.0
3770	205.0	95.0
3772	27198.0	24506.0
100861458	0.0	0.0
100861453	34.0	19.0
100861455	0.0	0.0
1107	23709.0	5442.0
1106	17197.0	5147.0
1105	3648.0	1926.0
1104	1395.0	1527.0
100873429	0.0	0.0
1103	0.0	135.0
1102	6666.0	3654.0
1101	106.0	35.0
3762	1145.0	1080.0
100873424	0.0	0.0
3763	2.0	0.0
100128640	288.0	88.0
100873423	0.0	0.0
3764	979.0	654.0
100873422	0.0	0.0
3765	2.0	3.0
100873421	0.0	1.0
3766	86.0	351.0
100873428	0.0	0.0
3767	1389.0	1099.0
100873427	0.0	0.0
3768	1299.0	181.0
1109	1.0	1.0
100873426	5.0	0.0
1108	50951.0	21843.0
3769	453.0	193.0
100873425	0.0	0.0
100128637	1.0	3.0
100128639	0.0	1.0
3780	13.0	9.0
100873453	0.0	0.0
3781	40.0	51.0
100873452	0.0	0.0
3782	686.0	1029.0
100873451	0.0	0.0
3783	161.0	337.0
100873450	0.0	0.0
1121	3337.0	1972.0
100861468	0.0	6.0
1120	215.0	498.0
100861469	0.0	0.0
1118	440.0	12152.0
1117	404.0	1606.0
1116	1243.0	5429.0
1114	287.0	62.0
1113	106.0	1.0
1112	3872.0	1382.0
1111	424.0	556.0
3773	99319.0	91645.0
100873457	1.0	1.0
100873456	0.0	0.0
3775	1869.0	2130.0
100873455	0.0	0.0
3776	1348.0	483.0
100873454	0.0	0.0
3777	1282.0	3965.0
3778	221.0	529.0
3779	83.0	96.0
100873459	1.0	0.0
1119	3692.0	2324.0
100128627	0.0	1.0
100128626	7.0	3.0
3790	395.0	730.0
100128628	9.0	6.0
3791	11517.0	6038.0
100873442	0.0	0.0
3792	34.0	19.0
100873441	0.0	1.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	8.0	7.0
1131	306.0	465.0
1130	2687.0	2490.0
100861476	0.0	0.0
1129	6.0	0.0
1128	10.0	9.0
1124	1270.0	3700.0
1123	567.0	708.0
1122	1692.0	714.0
100861470	0.0	0.0
3784	26479.0	7818.0
100873446	0.0	0.0
3785	10.0	21.0
100873445	0.0	0.0
3786	373.0	588.0
100873444	0.0	0.0
3787	63.0	5.0
100873443	0.0	0.0
3788	4.0	1.0
100873449	13.0	3.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	243.0	216.0
100128618	2.0	3.0
728597	1.0	2.0
100128617	1.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	67.0	8.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	41.0	42.0
285634	9.0	6.0
1142	0.0	0.0
1141	18.0	3.0
285636	4309.0	2023.0
1140	3546.0	3547.0
728599	3.0	7.0
1139	119.0	98.0
1138	11.0	19.0
1137	483.0	11.0
100861485	0.0	0.0
1136	21.0	10.0
1135	6.0	0.0
1134	5.0	53.0
1133	8.0	3.0
3795	325.0	247.0
100873479	8.0	4.0
3796	2189.0	1183.0
100873478	0.0	0.0
3797	974.0	705.0
100873477	1.0	0.0
3798	161.0	302.0
100873476	0.0	0.0
3799	16391.0	9084.0
100873460	0.0	0.0
728586	20.0	47.0
285641	3.0	0.0
100873464	7.0	4.0
100873463	0.0	0.0
100873462	1.0	1.0
285643	1.0	1.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	6116.0	4186.0
1153	58999.0	32232.0
1152	33597.0	13337.0
285647	127.0	24.0
728589	8.0	11.0
728588	0.0	0.0
1149	1.0	0.0
1147	2999.0	1885.0
1146	1.0	0.0
1145	29.0	32.0
1144	0.0	7.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	239.0	5375.0
1163	906.0	880.0
285659	0.0	1.0
1161	858.0	509.0
1160	725.0	1556.0
1159	165.0	91.0
1158	1.0	11.0
1157	0.0	0.0
1155	3280.0	5043.0
550643	3814.0	5463.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	1.0	0.0
100873482	1.0	1.0
100873481	1.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	3389.0	3004.0
1175	3164.0	4645.0
285668	7.0	3.0
1174	2837.0	6626.0
1173	28346.0	26291.0
550631	482.0	713.0
100873489	0.0	0.0
283014	34.0	13.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	980.0	842.0
1186	8270.0	5989.0
1185	3006.0	1333.0
1184	1093.0	361.0
1183	3633.0	1910.0
1182	11291.0	5255.0
1181	553.0	347.0
440375	80.0	44.0
1180	11.0	4.0
1179	1.0	1.0
1178	0.0	0.0
283089	52.0	20.0
85495	0.0	0.0
85480	273.0	125.0
283080	1.0	2.0
1198	4932.0	3742.0
1197	0.0	2.0
1196	3071.0	2085.0
1195	6396.0	5807.0
440366	1.0	2.0
1193	6865.0	8694.0
1192	17507.0	33672.0
1191	288641.0	302347.0
1188	4324.0	952.0
283078	98.0	39.0
85486	2.0	9.0
128615	0.0	0.0
85481	0.0	0.0
128611	70.0	12.0
440396	96.0	39.0
128609	0.0	0.0
128602	2.0	3.0
440387	7.0	1.0
128674	0.0	0.0
128676	3.0	2.0
114026	0.0	0.0
100861402	1.0	4.0
126014	36.0	353.0
440335	17.0	2350.0
100128690	0.0	0.0
114034	2062.0	1640.0
126006	45.0	89.0
114036	537.0	305.0
100128696	0.0	0.0
100128688	1.0	0.0
126003	81.0	63.0
100861412	1.0	0.0
105180390	1.0	0.0
100128685	0.0	0.0
100128681	1.0	0.0
105180391	0.0	0.0
100128682	7.0	5.0
100128678	1.0	5.0
100861429	0.0	0.0
128653	0.0	0.0
200728	472.0	958.0
440356	8.0	1.0
440354	93.0	66.0
440352	0.0	1.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	0.0	1.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	2.0	14.0
100873410	0.0	0.0
100873417	2.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	31.0	19.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	92.0	45.0
200734	6111.0	3969.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	6.0	7.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	1.0	2.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	8021.0	4171.0
100873406	0.0	0.0
100873405	3.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	1.0	2.0
645443	10.0	10.0
165530	3.0	7.0
85409	28.0	24.0
106481385	1.0	0.0
106481386	0.0	0.0
85416	0.0	0.0
106481383	1.0	1.0
85417	105.0	20.0
106481384	0.0	0.0
103106903	1.0	2.0
85414	101.0	86.0
106481389	0.0	0.0
85415	1603.0	554.0
106481387	0.0	0.0
85413	3.0	2.0
106481388	3.0	1.0
645436	0.0	2.0
106481381	2.0	0.0
106481382	0.0	0.0
10	3.0	7.0
106481380	0.0	0.0
11	0.0	0.0
403341	1741.0	789.0
12	1.0	0.0
13	4.0	1.0
14	15397.0	11454.0
15	6.0	9.0
16	24897.0	8201.0
645455	22.0	12.0
18	16670.0	11526.0
19	5000.0	4689.0
128580	4.0	24.0
85407	108.0	81.0
106481396	0.0	0.0
106481397	1.0	0.0
106481394	0.0	0.0
85406	3700.0	1895.0
106481395	0.0	0.0
85403	3361.0	2099.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	19638.0	6829.0
106481390	0.0	0.0
21	14490.0	7316.0
106481391	0.0	0.0
22	2389.0	1808.0
153571	183.0	14.0
153572	143.0	22.0
23	9535.0	3736.0
24	102.0	163.0
25	21786.0	7256.0
26	131.0	115.0
27	2655.0	1059.0
28	4494.0	3019.0
29	2911.0	3830.0
153579	1200.0	1206.0
728615	0.0	0.0
728614	0.0	0.0
200765	665.0	416.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	55.0	55.0
102466518	0.0	1.0
102466516	25.0	10.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	2509.0	1031.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	4993.0	5087.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	389.0	427.0
106481366	0.0	0.0
30	4674.0	7959.0
106481360	0.0	0.0
31	4284.0	2180.0
32	8400.0	1667.0
33	2257.0	1114.0
34	6145.0	2998.0
35	3976.0	3493.0
153562	9973.0	7546.0
36	4826.0	2146.0
37	25743.0	27086.0
38	13787.0	9566.0
440307	19.0	13.0
39	1230.0	1518.0
165545	0.0	7.0
106481369	0.0	0.0
728606	209.0	492.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	1.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	2.0	1.0
40	6.0	135.0
106481370	0.0	0.0
41	51.0	78.0
106481371	0.0	0.0
43	134.0	67.0
645486	0.0	0.0
47	11486.0	6065.0
48	11996.0	11196.0
49	11.0	8.0
