id	0751ff85-93a8-4d4b-a7bd-e1dc9abc07ea	68111fdd-653e-4185-ba74-6ae3cb221508
106481477	0.0	0.0
106481478	2.0	1.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	17.0	52.0
106481470	1.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	795.0	579.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	3.0	10.0
106481437	0.0	0.0
26974	508.0	334.0
153657	89.0	23.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	2377.0	1953.0
165631	2594.0	884.0
106481436	0.0	1.0
26978	13.0	6.0
126075	1317.0	1158.0
106481439	0.0	0.0
403250	0.0	0.0
126074	333.0	241.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	2583.0	2096.0
106481444	10.0	9.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	2747.0	1731.0
85354	0.0	0.0
85352	154.0	120.0
403241	5.0	0.0
344462	9.0	4.0
403244	0.0	0.0
403245	0.0	0.0
153642	776.0	543.0
153643	35.0	27.0
403247	0.0	0.0
403248	0.0	0.0
26985	3603.0	3478.0
106481448	0.0	0.0
26986	71625.0	58754.0
126069	163.0	104.0
106481449	0.0	0.0
126068	1547.0	922.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1044.0	1040.0
106481447	0.0	0.0
106481451	3.0	5.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	79.0	49.0
106481455	0.0	0.0
85349	116.0	31.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	2.0	2.0
106481454	2.0	1.0
403238	0.0	0.0
85344	18.0	6.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	0.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	3.0	1.0
100873392	1.0	0.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	1.0	0.0
100128811	0.0	0.0
106481415	0.0	1.0
106481416	1.0	1.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	5422.0	7702.0
100873390	0.0	0.0
728556	60.0	47.0
106481419	1.0	0.0
100128817	0.0	0.0
728558	168.0	127.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	666.0	499.0
106481423	0.0	0.0
106481420	0.0	1.0
106481421	0.0	0.0
100873399	0.0	1.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	9.0	13.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	225.0	205.0
100873384	0.0	0.0
285601	14.0	17.0
106481426	0.0	1.0
106481427	0.0	0.0
222005	1.0	1.0
63910	1435.0	822.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	780.0	531.0
222008	1.0	0.0
106481428	0.0	0.0
106481429	1.0	0.0
63905	3544.0	3166.0
63904	0.0	0.0
106481430	0.0	1.0
163071	421.0	617.0
63906	1012.0	943.0
106481433	0.0	0.0
63908	1323.0	988.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	7.0	14.0
285613	255.0	96.0
63920	694.0	589.0
63923	102.0	79.0
63922	802.0	505.0
728577	25.0	7.0
63925	3159.0	1845.0
63924	10.0	25.0
63916	3781.0	4386.0
63917	4010.0	4445.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	4.0	6.0
728564	2.0	4.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1728.0	1605.0
106481402	1.0	0.0
63931	2110.0	1417.0
106481403	0.0	0.0
63934	870.0	986.0
728567	1.0	2.0
106481408	0.0	0.0
163088	8.0	6.0
63933	3459.0	2977.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	5548.0	3859.0
163087	1384.0	781.0
728568	465.0	412.0
106481407	8.0	6.0
3704	2604.0	2520.0
3705	3832.0	4361.0
63926	929.0	610.0
3706	23.0	12.0
63929	1352.0	905.0
3707	5994.0	3881.0
63928	0.0	2.0
3708	11415.0	2796.0
106481411	0.0	0.0
3709	4032.0	3626.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	92.0	29.0
3702	3124.0	1396.0
3703	11055.0	9880.0
645506	0.0	0.0
151050	1990.0	1914.0
645520	0.0	0.0
63941	1639.0	949.0
63940	6650.0	3176.0
63943	624.0	523.0
728517	0.0	0.0
163033	483.0	565.0
258010	4367.0	4038.0
63947	0.0	0.0
63946	0.0	0.0
728513	21.0	1.0
100033803	0.0	0.0
3716	17623.0	14282.0
100033804	0.0	0.0
3717	2451.0	1568.0
100033805	0.0	0.0
3718	7054.0	3099.0
63939	1738.0	1490.0
100033806	0.0	0.0
100190799	4.0	3.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	175.0	119.0
3710	14453.0	26662.0
3712	12698.0	9233.0
3713	2.0	156.0
3714	1032.0	1155.0
63950	3.0	1.0
728505	0.0	1.0
63951	351.0	319.0
100033807	0.0	0.0
728501	61.0	53.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	9741.0	5630.0
100033814	0.0	0.0
3727	5735.0	5208.0
63948	3.0	0.0
100033815	0.0	0.0
222052	7.0	1.0
3728	17193.0	22985.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	2296.0	1414.0
151056	414.0	386.0
3725	23628.0	7001.0
645528	12.0	5.0
728532	29.0	55.0
163059	413.0	339.0
728538	0.0	0.0
728537	353.0	233.0
63967	222.0	228.0
3737	347.0	72.0
3738	605.0	324.0
3739	0.0	1.0
645538	0.0	0.0
3730	1961.0	3815.0
3732	4972.0	3571.0
3734	1.0	0.0
3735	8362.0	7920.0
3736	163.0	13.0
63970	7.0	2.0
3750	305.0	330.0
63971	5961.0	5203.0
63974	0.0	0.0
163049	4088.0	2859.0
63973	0.0	0.0
63976	3390.0	908.0
222068	14452.0	10535.0
63978	0.0	0.0
63977	1320.0	777.0
63979	950.0	762.0
728524	0.0	0.0
3748	2632.0	1855.0
163051	64.0	46.0
3749	1024.0	547.0
163050	104.0	44.0
3741	126.0	58.0
645548	4.0	10.0
3743	1.0	1.0
3744	0.0	0.0
3745	37.0	34.0
3746	15.0	3.0
3747	0.0	0.0
285671	1675.0	1118.0
285672	1951.0	1596.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	4.0	3.0
285676	81.0	158.0
3761	3.0	0.0
100128657	0.0	0.0
285679	3.0	1.0
100861449	1.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	349.0	2932.0
283008	1.0	0.0
3751	59.0	48.0
100873435	0.0	0.0
3752	249.0	94.0
100873434	0.0	0.0
3753	14.0	29.0
100873433	0.0	0.0
3754	13.0	5.0
100873432	0.0	0.0
3755	127.0	56.0
100873439	0.0	0.0
3756	4.0	14.0
100873438	0.0	0.0
3757	88.0	26.0
100873437	0.0	0.0
3758	82.0	27.0
100873436	0.0	0.0
100873420	1.0	0.0
3770	122.0	73.0
3772	17120.0	19851.0
100861458	0.0	0.0
100861453	32.0	18.0
100861455	0.0	0.0
1107	18594.0	10995.0
1106	13267.0	10377.0
1105	3912.0	3223.0
1104	2046.0	1911.0
100873429	0.0	0.0
1103	0.0	1.0
1102	3421.0	2238.0
1101	257.0	80.0
3762	548.0	530.0
100873424	0.0	0.0
3763	9.0	49.0
100128640	189.0	108.0
100873423	0.0	0.0
3764	794.0	522.0
100873422	0.0	0.0
3765	3.0	1.0
100873421	0.0	2.0
3766	293.0	81.0
100873428	0.0	0.0
3767	274.0	396.0
100873427	0.0	0.0
3768	482.0	246.0
1109	5.0	1.0
100873426	1.0	0.0
1108	18441.0	27864.0
3769	117.0	9.0
100873425	0.0	0.0
100128637	1.0	0.0
100128639	0.0	0.0
3780	37.0	22.0
100873453	0.0	0.0
3781	17.0	31.0
100873452	0.0	0.0
3782	903.0	771.0
100873451	0.0	0.0
3783	1148.0	3499.0
100873450	0.0	0.0
1121	2078.0	1862.0
100861468	0.0	0.0
1120	545.0	327.0
100861469	1.0	0.0
1118	202.0	2728.0
1117	1787.0	2671.0
1116	960.0	39193.0
1114	183.0	2434.0
1113	0.0	2.0
1112	5619.0	4255.0
1111	403.0	463.0
3773	15498.0	22214.0
100873457	0.0	1.0
100873456	0.0	0.0
3775	780.0	1393.0
100873455	0.0	0.0
3776	2030.0	275.0
100873454	0.0	0.0
3777	947.0	320.0
3778	968.0	712.0
3779	330.0	341.0
100873459	1.0	0.0
1119	2548.0	1998.0
100128627	1.0	2.0
100128626	0.0	0.0
3790	195.0	748.0
100128628	12.0	7.0
3791	5628.0	5304.0
100873442	0.0	0.0
3792	397.0	114.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	5.0	5.0
1131	266.0	103.0
1130	4983.0	6153.0
100861476	1.0	1.0
1129	1.0	0.0
1128	14.0	2.0
1124	1434.0	1805.0
1123	1144.0	923.0
1122	1090.0	999.0
100861470	0.0	0.0
3784	9085.0	3874.0
100873446	0.0	0.0
3785	9.0	2.0
100873445	0.0	0.0
3786	149.0	3496.0
100873444	0.0	0.0
3787	12.0	19.0
100873443	0.0	0.0
3788	18.0	4.0
100873449	26.0	12.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	183.0	281.0
100128618	1.0	0.0
728597	2.0	1.0
100128617	1.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	33.0	23.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	24.0	13.0
285634	2.0	6.0
1142	2.0	2.0
1141	9.0	9.0
285636	2892.0	2743.0
1140	1512.0	1567.0
728599	3.0	0.0
1139	34.0	16.0
1138	17.0	20.0
1137	291.0	36.0
100861485	0.0	0.0
1136	36.0	13.0
1135	3.0	1.0
1134	20.0	18.0
1133	26.0	10.0
3795	402.0	243.0
100873479	10.0	23.0
3796	2131.0	1807.0
100873478	0.0	0.0
3797	1052.0	838.0
100873477	5.0	4.0
3798	186.0	92.0
100873476	0.0	0.0
3799	9736.0	10870.0
100873460	0.0	0.0
728586	9.0	17.0
285641	1.0	3.0
100873464	12.0	13.0
100873463	0.0	0.0
100873462	1.0	5.0
285643	0.0	1.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	4611.0	3142.0
1153	34105.0	21799.0
1152	5461.0	2842.0
285647	44.0	38.0
728589	16.0	13.0
728588	3.0	1.0
1149	6.0	1.0
1147	1630.0	1498.0
1146	10.0	2.0
1145	92.0	100.0
1144	0.0	2.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	1.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	550.0	1253.0
1163	702.0	630.0
285659	0.0	0.0
1161	536.0	358.0
1160	311.0	212.0
1159	111.0	68.0
1158	8.0	20.0
1157	0.0	0.0
1155	2454.0	2596.0
550643	1938.0	1988.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2567.0	3884.0
1175	2167.0	2143.0
285668	20.0	6.0
1174	1443.0	2457.0
1173	16902.0	21701.0
550631	333.0	206.0
100873489	0.0	0.0
283014	19.0	7.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	1.0
283092	0.0	0.0
1187	605.0	60.0
1186	5417.0	5529.0
1185	2532.0	1789.0
1184	744.0	538.0
1183	1641.0	1141.0
1182	5548.0	5567.0
1181	417.0	319.0
440375	76.0	57.0
1180	14.0	5.0
1179	0.0	0.0
1178	0.0	1.0
283089	31.0	13.0
85495	0.0	0.0
85480	109.0	66.0
283080	0.0	0.0
1198	5212.0	3605.0
1197	1.0	0.0
1196	4088.0	2996.0
1195	12213.0	9379.0
440366	2.0	3.0
1193	4129.0	3806.0
1192	13569.0	20569.0
1191	185570.0	329322.0
1188	1257.0	114.0
283078	107.0	119.0
85486	6.0	8.0
128615	0.0	0.0
85481	0.0	0.0
128611	1364.0	569.0
440396	67.0	53.0
128609	0.0	0.0
128602	0.0	0.0
440387	2.0	2.0
128674	27.0	8.0
128676	1.0	0.0
114026	0.0	0.0
100861402	2.0	0.0
126014	305.0	671.0
440335	5.0	6.0
100128690	0.0	0.0
114034	1199.0	1220.0
126006	95.0	43.0
114036	202.0	49.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	125.0	71.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	4.0	2.0
100128678	2.0	2.0
100861429	0.0	0.0
128653	0.0	0.0
200728	322.0	484.0
440356	7.0	3.0
440354	147.0	96.0
440352	3.0	2.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	10.0	11.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	5.0	20.0
100873410	1.0	0.0
100873417	1.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	188.0	150.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	210.0	118.0
200734	3586.0	3833.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	3.0	1.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	4.0	9.0
100873402	0.0	0.0
100873401	0.0	1.0
100873400	0.0	0.0
100128665	1.0	0.0
128637	4582.0	4008.0
100873406	0.0	0.0
100873405	2.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	12.0	3.0
165530	372.0	113.0
85409	102.0	255.0
106481385	0.0	3.0
106481386	2.0	0.0
85416	1.0	0.0
106481383	4.0	1.0
85417	29.0	15.0
106481384	0.0	0.0
103106903	3.0	0.0
85414	410.0	235.0
106481389	0.0	0.0
85415	808.0	672.0
106481387	0.0	0.0
85413	8.0	36.0
106481388	6.0	9.0
645436	0.0	2.0
106481381	0.0	0.0
106481382	0.0	0.0
10	1.0	0.0
106481380	0.0	0.0
11	0.0	0.0
403341	1495.0	1326.0
12	6.0	4.0
13	26.0	2.0
14	8441.0	7027.0
15	71.0	17.0
16	11516.0	9514.0
645455	41.0	28.0
18	7933.0	7269.0
19	3395.0	3043.0
128580	9.0	9.0
85407	227.0	91.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	2081.0	1784.0
106481395	1.0	0.0
85403	1711.0	1898.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	8665.0	7532.0
106481390	0.0	0.0
21	7750.0	8024.0
106481391	0.0	0.0
22	1519.0	1392.0
153571	76.0	154.0
153572	68.0	375.0
23	5471.0	4690.0
24	83.0	132.0
25	9632.0	8878.0
26	243.0	172.0
27	1873.0	2515.0
28	5231.0	4621.0
29	6140.0	10076.0
153579	1226.0	358.0
728615	1.0	0.0
728614	0.0	0.0
200765	450.0	267.0
106481358	1.0	1.0
106481359	0.0	0.0
728611	66.0	35.0
102466518	0.0	1.0
102466516	77.0	5.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	1241.0	1061.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2881.0	2816.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	556.0	372.0
106481366	0.0	0.0
30	3779.0	3889.0
106481360	0.0	0.0
31	2343.0	2439.0
32	4895.0	1562.0
33	1649.0	1033.0
34	3801.0	2611.0
35	1946.0	1272.0
153562	3116.0	2682.0
36	2667.0	1316.0
37	17165.0	17216.0
38	4123.0	3430.0
440307	16.0	11.0
39	955.0	848.0
165545	24.0	16.0
106481369	0.0	0.0
728606	96.0	75.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	1.0	2.0
106481379	0.0	0.0
106481376	1.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	3.0	3.0
106481370	0.0	0.0
41	91.0	72.0
106481371	0.0	0.0
43	464.0	125.0
645486	0.0	0.0
47	7913.0	7337.0
48	3955.0	5598.0
49	5.0	7.0
