id	118c17b3-6e4c-482c-9956-ead43ccb1929	c86209ed-c881-4677-b688-87651503fec0
100131629	0.0	0.0
100873689	0.0	3.0
442361	0.0	1.0
58513	2568.0	2351.0
58516	2076.0	1819.0
58510	0.0	0.0
58512	81.0	122.0
58511	66.0	6.0
58517	9501.0	8773.0
105371564	9.0	11.0
100131638	1.0	1.0
58525	3058.0	2588.0
58524	589.0	3.0
10505	772.0	745.0
58527	1818.0	1432.0
58526	2038.0	2115.0
10507	3607.0	2173.0
100131641	0.0	0.0
10509	7557.0	6662.0
58529	239.0	628.0
58528	4377.0	3539.0
10501	325.0	791.0
10500	391.0	376.0
58530	3.0	5.0
442384	0.0	0.0
58538	7.0	10.0
58531	0.0	1.0
58533	3749.0	3600.0
100131656	3.0	1.0
100287404	0.0	0.0
100131661	2.0	1.0
503694	0.0	0.0
503693	355.0	250.0
493913	0.0	0.0
493911	533.0	263.0
751599	0.0	1.0
285033	270.0	204.0
100128017	0.0	14.0
442320	0.0	0.0
116412	414.0	622.0
442317	0.0	0.0
442318	0.0	0.0
442319	137.0	20.0
493901	0.0	0.0
100128015	0.0	0.0
100128010	26.0	24.0
493900	224.0	74.0
100128012	3.0	1.0
100128011	0.0	3.0
285045	4.0	2.0
442304	0.0	0.0
442308	0.0	1.0
285051	1.0	3.0
10590	52.0	32.0
10592	1071.0	768.0
10591	1327.0	1925.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	1.0
100873616	3.0	3.0
10594	21391.0	19789.0
100873611	0.0	0.0
10595	14.0	7.0
10598	3998.0	4807.0
100873615	0.0	0.0
100873614	0.0	0.0
100873613	0.0	0.0
10599	2.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	2.0	0.0
100873606	0.0	0.0
100873605	0.0	0.0
442325	29.0	24.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	1.0
100873603	1.0	0.0
100873602	0.0	0.0
100873601	1.0	0.0
128434	176.0	573.0
10570	38.0	12.0
116447	2335.0	2509.0
116449	13.0	6.0
116448	2.0	0.0
10579	6957.0	5211.0
100873639	0.0	0.0
100873638	2.0	10.0
10572	4180.0	5824.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	8783.0	9387.0
100873631	0.0	0.0
10573	2873.0	3770.0
100873630	1.0	0.0
10576	5483.0	4154.0
100873637	0.0	3.0
10575	7538.0	6945.0
100873636	0.0	0.0
10578	178.0	71.0
100873635	1.0	0.0
10577	19680.0	236923.0
100873634	0.0	0.0
10581	2294.0	1359.0
10580	1546.0	467.0
116437	73.0	2.0
100873629	2.0	1.0
116441	935.0	1203.0
100873628	1.0	0.0
100873627	0.0	0.0
116443	142.0	31.0
116442	260.0	398.0
116444	114.0	84.0
128414	92.0	77.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	2517.0	2457.0
100873620	0.0	0.0
10584	123.0	48.0
10587	1621.0	1928.0
100873626	0.0	0.0
10586	353.0	175.0
100873625	0.0	0.0
10589	6594.0	9407.0
100873624	0.0	0.0
10588	494.0	612.0
100873623	0.0	0.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	104.0	80.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	1.0	0.0
10558	5204.0	3354.0
10557	865.0	927.0
10559	947.0	1018.0
10550	7972.0	8448.0
100873655	0.0	0.0
100873654	0.0	0.0
10552	6244.0	5566.0
100873653	0.0	0.0
10551	510.0	6119.0
100873652	1.0	0.0
10554	5950.0	5048.0
100873659	0.0	0.0
10553	3061.0	3082.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1304.0	987.0
100873657	0.0	0.0
10555	3949.0	7103.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	2.0	7.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	134.0	32.0
100873640	0.0	0.0
102466728	0.0	0.0
102466727	2.0	0.0
102466726	0.0	0.0
102466725	0.0	0.0
102466724	6.0	6.0
10569	5152.0	3640.0
100287482	69.0	88.0
100287483	1.0	3.0
10568	4458.0	37527.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	1503.0	929.0
100873644	0.0	0.0
10560	4396.0	1018.0
100873643	0.0	0.0
10563	14.0	1.0
100873642	0.0	0.0
10562	29.0	8.0
100873641	0.0	0.0
10565	5936.0	4378.0
100873648	0.0	1.0
10564	7899.0	5819.0
100873647	0.0	0.0
10567	5446.0	5344.0
100873646	1.0	0.0
10566	322.0	209.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	1.0	0.0
102466731	2.0	1.0
116369	39.0	263.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	1.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	55.0	12.0
574036	403.0	43.0
574038	0.0	0.0
83479	1857.0	1064.0
116379	6.0	0.0
100128092	5.0	0.0
83478	6227.0	5293.0
83473	1418.0	1095.0
83475	773.0	994.0
100128098	4.0	0.0
102466745	0.0	0.0
102466744	0.0	0.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	2033.0	2282.0
102466741	0.0	1.0
102466740	0.0	0.0
128346	512.0	215.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	909.0	852.0
100128083	1.0	1.0
83468	3452.0	1593.0
100128081	15.0	12.0
83461	148.0	239.0
128338	2667.0	2484.0
83464	4876.0	4927.0
83463	177.0	390.0
83460	313.0	412.0
100189028	16.0	14.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	0.0	3.0
102466750	1.0	0.0
153339	5130.0	3983.0
116349	459.0	560.0
102466759	0.0	0.0
102466758	0.0	1.0
102466757	0.0	0.0
100128071	384.0	435.0
346562	0.0	0.0
647415	2.0	1.0
128322	0.0	0.0
1809	6934.0	22075.0
116337	0.0	1.0
153328	8.0	13.0
1800	50.0	9.0
100128061	0.0	0.0
100128060	14.0	25.0
100128062	0.0	0.0
1808	2035.0	1243.0
83483	22044.0	55706.0
1807	1.0	1.0
1806	2323.0	2369.0
1805	9056.0	57.0
83480	727.0	722.0
1804	7833.0	162.0
1803	271.0	3700.0
1802	904.0	720.0
83482	6.0	8.0
1801	2124.0	2110.0
83481	234.0	60.0
131965	755.0	532.0
1811	8.0	13.0
1810	3565.0	2802.0
143941	86.0	103.0
1819	1913.0	2482.0
1818	0.0	0.0
1817	0.0	0.0
1816	0.0	0.0
1815	122.0	52.0
100128054	6.0	29.0
1814	1.0	0.0
285084	1.0	0.0
1813	2.0	2.0
1812	56.0	3.0
100128055	2.0	1.0
647436	11.0	8.0
128387	1061.0	857.0
131973	1.0	1.0
1822	22486.0	18564.0
1821	12.0	0.0
1820	416.0	679.0
100128041	0.0	0.0
1829	11196.0	8638.0
1828	1.0	0.0
1827	24585.0	2171.0
285093	12.0	0.0
1826	8.0	5.0
100128043	0.0	0.0
1825	33.0	15.0
100128042	0.0	0.0
1824	1095.0	397.0
1823	0.0	0.0
100128044	0.0	1.0
407977	1.0	4.0
407975	127.0	59.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	2.0	0.0
1832	21909.0	18655.0
1831	49969.0	8825.0
1830	10.0	0.0
574016	0.0	0.0
100128036	0.0	0.0
1839	5727.0	558.0
1838	2810.0	3004.0
346528	19.0	1.0
1837	2124.0	7217.0
1836	1093.0	739.0
346525	0.0	0.0
1834	0.0	1.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	782.0	16.0
1843	140567.0	8352.0
1842	1831.0	303.0
1841	879.0	1274.0
1840	706.0	487.0
574028	3.0	0.0
574029	4.0	0.0
100128025	145.0	147.0
1849	908.0	996.0
346517	0.0	0.0
1848	9208.0	6010.0
1847	4055.0	1744.0
100128020	0.0	0.0
1846	491.0	3616.0
100128023	3.0	2.0
1845	5921.0	4258.0
153396	1694.0	1134.0
1855	4198.0	5974.0
1854	5403.0	3492.0
100131671	2.0	0.0
1852	0.0	0.0
1850	1083.0	317.0
100131678	4.0	0.0
1859	6538.0	6088.0
1857	6613.0	6214.0
1856	3091.0	3148.0
724068	0.0	0.0
724067	0.0	0.0
202781	1214.0	1347.0
1861	2875.0	2755.0
100131688	0.0	0.0
1869	94.0	453.0
724094	2.0	0.0
1880	4368.0	86.0
1877	2398.0	3610.0
100131691	289.0	257.0
1876	771.0	667.0
1875	667.0	798.0
83417	0.0	0.0
100131693	11.0	4.0
100327036	1.0	0.0
83416	8.0	0.0
200132	38.0	14.0
1874	3110.0	3203.0
1872	10.0	0.0
1871	1628.0	1679.0
1870	48.0	75.0
1879	805.0	468.0
724087	25.0	21.0
1891	8302.0	15887.0
1890	2515.0	877.0
83401	9.0	3.0
1889	11337.0	21091.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	4097.0	5317.0
58472	2055.0	2846.0
200149	0.0	1.0
58475	619.0	237.0
724038	0.0	0.0
83439	3049.0	2102.0
1896	1460.0	3121.0
58477	2617.0	3062.0
58476	9576.0	3755.0
1894	519.0	445.0
1893	785.0	213074.0
1892	7548.0	7390.0
58478	2556.0	3044.0
200150	80.0	3.0
724022	0.0	0.0
58484	79.0	59.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1390.0	885.0
724024	0.0	0.0
58486	4146.0	4063.0
58485	3687.0	6177.0
724023	0.0	0.0
58480	8153.0	4744.0
724029	12.0	7.0
200159	11.0	1.0
724028	0.0	0.0
724027	0.0	0.0
58488	945.0	1395.0
58487	5922.0	5624.0
200162	318.0	45.0
58489	764.0	3703.0
58495	601.0	604.0
724059	0.0	0.0
58494	1626.0	1132.0
58497	5746.0	3844.0
58496	170.0	138.0
58491	494.0	329.0
58490	3241.0	1875.0
58493	1856.0	1524.0
58492	323.0	218.0
58499	2184.0	2102.0
58498	4.0	0.0
200172	21.0	6.0
83451	3000.0	3715.0
83450	1593.0	1058.0
83452	1093.0	511.0
153364	902.0	600.0
83448	1817.0	1070.0
200186	3434.0	3651.0
83447	1.0	0.0
200185	1115.0	1699.0
83449	53.0	28.0
83444	364.0	478.0
83443	3929.0	4286.0
83446	0.0	0.0
83445	3.0	2.0
83440	3234.0	3148.0
83442	5372.0	7437.0
114984	1792.0	1858.0
114987	1091.0	596.0
391603	0.0	0.0
10657	10372.0	10015.0
126969	772.0	386.0
10656	340.0	201.0
10659	2738.0	523.0
10658	7674.0	8305.0
114990	2720.0	3938.0
114991	3055.0	2119.0
10651	2151.0	1936.0
10650	144.0	1018.0
10653	49559.0	73767.0
10652	4269.0	3869.0
342667	9.0	12.0
10655	5.0	0.0
643812	0.0	0.0
342666	27.0	13.0
10654	3130.0	3828.0
136306	113.0	168.0
126961	0.0	0.0
10668	1320.0	1274.0
10667	1509.0	1607.0
643827	16.0	1.0
10669	70.0	7.0
10660	1.0	1.0
10661	1.0	9.0
731220	14.0	59.0
138971	1.0	0.0
10664	4089.0	3157.0
10663	505.0	44.0
10666	270.0	32.0
731223	104.0	19.0
10665	1.0	3.0
136319	17298.0	10249.0
163933	32.0	8.0
317691	0.0	0.0
339005	206.0	183.0
10635	137.0	160.0
10634	1348.0	935.0
10637	8.0	6.0
10636	1829.0	957.0
10638	0.0	0.0
114971	1164.0	1835.0
10631	1270.0	1190.0
643836	2441.0	1675.0
10630	446.0	152.0
643837	698.0	929.0
10633	49.0	30.0
643834	2.0	1.0
10632	7794.0	13037.0
100124394	0.0	0.0
10645	3268.0	2470.0
10648	0.0	0.0
10647	14.0	0.0
148304	429.0	142.0
114960	0.0	4.0
10640	4045.0	2660.0
136332	88.0	28.0
10642	5.0	1.0
643847	4.0	1.0
10641	1336.0	1761.0
10644	1121.0	3880.0
10643	186.0	27.0
317671	176.0	155.0
643862	1.0	0.0
391642	1.0	1.0
10609	2797.0	4045.0
391647	3.0	9.0
10613	3483.0	3364.0
10612	726.0	793.0
10615	1612.0	758.0
10614	4020.0	4608.0
10617	2939.0	2558.0
401525	0.0	0.0
10616	4876.0	6221.0
10618	30597.0	21874.0
643854	5.0	7.0
643853	184.0	46.0
643859	0.0	0.0
10611	5951.0	3491.0
10610	5582.0	1614.0
643872	2.0	6.0
643873	237.0	177.0
643870	8.0	11.0
317684	0.0	1.0
391655	0.0	0.0
391657	0.0	0.0
391656	0.0	2.0
317687	1.0	1.0
10623	1356.0	1036.0
10626	837.0	666.0
10625	8286.0	6922.0
10628	52252.0	44301.0
10627	13489.0	14862.0
10629	1467.0	2361.0
342618	2.0	2.0
643865	0.0	0.0
643866	390.0	424.0
10620	413.0	518.0
10622	219.0	205.0
10621	1122.0	785.0
101954275	1.0	1.0
101954276	23.0	0.0
643880	0.0	0.0
101954273	1.0	0.0
643884	1.0	0.0
101954277	43.0	7.0
101954278	28.0	21.0
102464817	0.0	0.0
653203	0.0	5.0
391622	0.0	0.0
388011	348.0	173.0
83606	3827.0	2855.0
101954271	0.0	0.0
83605	1685.0	2477.0
101954272	5.0	0.0
83608	728.0	1118.0
83607	2109.0	1114.0
151903	2343.0	3781.0
401507	0.0	0.0
317649	2986.0	3666.0
391627	0.0	0.0
401505	1045.0	918.0
388007	0.0	0.0
317648	1654.0	1821.0
100419709	9.0	9.0
100419705	0.0	0.0
643875	0.0	1.0
401509	118.0	39.0
401508	0.0	0.0
101954264	18.0	3.0
138948	100.0	44.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	19.0	3.0
102464827	0.0	0.0
391630	16.0	23.0
102464828	0.0	0.0
317662	2363.0	2056.0
100419711	1.0	1.0
102464825	0.0	0.0
56000	4.0	9.0
391632	0.0	8.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	87.0	40.0
102464824	0.0	0.0
56005	3695.0	6944.0
10602	2020.0	1959.0
56006	1335.0	1640.0
83604	4467.0	2443.0
10603	393.0	620.0
10606	3623.0	2262.0
100419717	0.0	0.0
56001	0.0	0.0
10605	3372.0	2677.0
10608	7648.0	10085.0
10607	2438.0	2835.0
10600	4595.0	3465.0
101929254	0.0	2.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	1.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	2799.0	2241.0
102464832	0.0	0.0
100271849	22.0	30.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	163.0	116.0
112398	1287.0	1498.0
100419735	0.0	0.0
391697	1.0	0.0
391696	0.0	0.0
100419733	0.0	0.0
388021	3.0	14.0
100419734	1.0	0.0
391698	0.0	1.0
100419731	0.0	0.0
100271836	256.0	129.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	1.0	1.0
388015	0.0	0.0
101954204	0.0	0.0
199953	1168.0	774.0
161357	6.0	1.0
100420734	0.0	0.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	0.0	1.0
731275	62.0	26.0
199920	343.0	169.0
222826	11.0	0.0
101929286	1.0	1.0
391670	1.0	2.0
391672	7.0	7.0
161342	7.0	1.0
148398	198.0	24.0
100419758	374.0	420.0
100419751	2.0	0.0
124359	281.0	248.0
101929293	25.0	44.0
100420752	1.0	1.0
100420754	0.0	0.0
10691	1005.0	1082.0
10690	4.0	1.0
101929212	33.0	114.0
101929218	0.0	0.0
388076	0.0	0.0
388077	0.0	0.0
100419764	0.0	0.0
199900	0.0	0.0
151963	273.0	477.0
10693	291.0	233.0
10692	15.0	7.0
10695	3444.0	6794.0
10694	6033.0	7985.0
10699	32.0	20.0
101929221	1.0	0.0
100420763	0.0	0.0
101929225	3.0	2.0
101929222	0.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	1607.0	1277.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	37.0	33.0
101929238	0.0	1.0
220213	2062.0	2650.0
10678	2168.0	1555.0
151987	3748.0	3174.0
10671	2341.0	2117.0
10670	6611.0	5542.0
10673	588.0	63.0
10672	3343.0	2133.0
10675	50.0	162.0
10677	766.0	405.0
100419793	0.0	4.0
100420784	0.0	0.0
100420786	0.0	0.0
101929247	0.0	3.0
100420787	7.0	0.0
101929244	1.0	0.0
220202	1.0	31.0
222865	56.0	54.0
10682	1501.0	1491.0
10681	2763.0	2167.0
10683	16.0	14.0
10686	60.0	2575.0
136371	1.0	0.0
643803	0.0	0.0
10687	265.0	18.0
100419682	0.0	0.0
100420678	104.0	95.0
222894	0.0	0.0
100419687	2.0	3.0
283807	199.0	364.0
653194	0.0	0.0
83598	31.0	11.0
83597	34.0	3.0
653199	128.0	38.0
83594	1907.0	2353.0
83593	1640.0	2117.0
83596	586.0	744.0
83595	254.0	105.0
83590	2920.0	4373.0
653190	13.0	252.0
653192	0.0	0.0
83592	538.0	78.0
83591	440.0	424.0
1909	768.0	626.0
100420689	3.0	1.0
1908	1922.0	3048.0
161291	16082.0	20884.0
653188	7.0	10.0
653189	77.0	45.0
1907	22.0	19.0
1906	321.0	69.0
197258	2209.0	2317.0
1903	861.0	834.0
197259	409.0	425.0
1902	2122.0	295.0
1901	2676.0	1949.0
100420681	0.0	1.0
197257	1998.0	2410.0
449491	0.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	2229.0	1982.0
1917	24.0	3.0
1915	328091.0	325932.0
1912	7715.0	8517.0
1911	1885.0	1093.0
101929202	0.0	7.0
101929203	4.0	4.0
199899	0.0	0.0
148281	6.0	2.0
219287	4.0	0.0
161253	26.0	68.0
219285	2364.0	1356.0
283849	486.0	735.0
283848	856.0	1565.0
1932	0.0	2.0
283847	8.0	9.0
256227	12.0	2.0
256223	0.0	0.0
1939	5174.0	5446.0
1938	146562.0	147424.0
1937	28.0	59.0
1936	7966.0	10342.0
1934	6.0	7.0
1933	10616.0	10648.0
161247	29.0	64.0
219293	1243.0	2268.0
1943	1.0	0.0
1942	4605.0	2782.0
256236	190.0	29.0
1949	65.0	49.0
199870	1266.0	1001.0
1948	2778.0	1773.0
1947	1693.0	2600.0
1946	228.0	22.0
1945	550.0	611.0
1944	64.0	198.0
161271	0.0	0.0
1954	5780.0	4984.0
1953	1927.0	536.0
1952	12057.0	5385.0
1951	218.0	213.0
1950	311.0	130.0
283820	1012.0	615.0
1959	40631.0	312.0
1958	244162.0	22437.0
1956	9352.0	3254.0
1955	5425.0	8447.0
1965	3770.0	3339.0
1964	6182.0	4447.0
199857	898.0	1050.0
1962	1269.0	675.0
1961	30.0	1.0
1960	6902.0	39.0
220296	3.0	0.0
1969	3034.0	1996.0
1968	11777.0	9612.0
1967	2674.0	2627.0
114904	676.0	436.0
114905	1264.0	91.0
114907	1635.0	969.0
114908	32914.0	18368.0
340094	1.0	0.0
643783	212.0	147.0
114900	85.0	15.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	33676.0	27333.0
1974	35342.0	51152.0
1973	788.0	266.0
283888	44.0	99.0
401447	0.0	0.0
653113	219.0	212.0
1979	8505.0	6433.0
1978	343.0	347.0
1977	2381.0	1893.0
643790	8.0	9.0
1990	0.0	0.0
256281	1874.0	3158.0
1987	0.0	1.0
1986	3.0	5.0
1984	12004.0	22700.0
1983	14420.0	15764.0
1982	62305.0	52342.0
283876	64.0	59.0
1981	18815.0	15756.0
1980	6.0	10.0
283871	1170.0	2433.0
283870	393.0	1002.0
105375616	0.0	0.0
340075	9.0	1.0
340073	1.0	1.0
653125	79.0	51.0
401431	1502.0	308.0
83528	2.0	1.0
1998	2621.0	2068.0
1997	9452.0	4862.0
283869	14.0	34.0
1996	10.0	1.0
401428	38.0	35.0
83538	482.0	490.0
1995	5.0	0.0
401427	156.0	41.0
283867	0.0	0.0
1994	4565.0	5114.0
1993	29.0	10.0
1992	4464.0	4141.0
1991	21.0	0.0
283860	5.0	3.0
83530	3.0	2.0
340069	2.0	3.0
1999	706.0	402.0
105375606	0.0	0.0
340061	2114.0	4931.0
653115	34.0	54.0
653121	954.0	805.0
653122	80.0	61.0
283854	0.0	0.0
653123	0.0	0.0
401491	469.0	564.0
100124412	0.0	0.0
653147	9.0	6.0
401498	8.0	1003.0
653149	0.0	0.0
401497	0.0	0.0
401494	1712.0	621.0
401492	10.0	181.0
83550	4.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	4775.0	5035.0
83539	4.0	1.0
83547	2788.0	6903.0
83546	4.0	2.0
653140	62.0	10.0
83549	2931.0	3770.0
83548	2980.0	2404.0
83543	23931.0	4275.0
653145	22.0	1.0
83544	2462.0	1389.0
83541	491.0	1085.0
83540	41.0	115.0
126917	1775.0	3142.0
340037	11.0	14.0
114926	3382.0	3519.0
114928	3187.0	1663.0
339044	2.0	0.0
256297	3.0	1.0
401474	2079.0	3292.0
653174	0.0	0.0
653175	1.0	0.0
340024	0.0	0.0
114915	1697.0	1862.0
401466	1467.0	1756.0
653162	44.0	78.0
653163	0.0	0.0
283899	3272.0	3036.0
653166	1.0	0.0
283897	144.0	8.0
339145	0.0	0.0
391723	0.0	1.0
391722	5.0	7.0
10778	2652.0	1988.0
10777	2.0	0.0
10772	8225.0	6365.0
340120	3.0	0.0
10771	15924.0	11111.0
10773	905.0	695.0
10776	11943.0	9374.0
10775	1917.0	1765.0
10788	8271.0	2210.0
391739	0.0	0.0
10781	1401.0	1398.0
10780	614.0	387.0
10783	1106.0	263.0
10782	4294.0	2476.0
10785	398.0	500.0
10787	14274.0	10822.0
10786	1.0	0.0
102606463	167.0	114.0
731308	1.0	0.0
339122	402.0	261.0
339123	4491.0	5196.0
102606462	1.0	0.0
391701	0.0	2.0
391703	2.0	0.0
151827	230.0	276.0
126826	0.0	0.0
643719	62.0	96.0
10755	4558.0	7119.0
151825	0.0	0.0
10758	2343.0	3241.0
126823	1323.0	1333.0
126820	84.0	78.0
10750	54.0	144.0
10752	145.0	3.0
10751	0.0	0.0
10753	16.0	2.0
643714	1.0	0.0
138864	0.0	1.0
391712	142.0	73.0
391714	1.0	0.0
114836	240.0	8.0
10767	2645.0	1590.0
10766	19100.0	8625.0
151835	5.0	4.0
10769	1403.0	1790.0
391718	0.0	0.0
10768	12352.0	11259.0
126811	1.0	0.0
643723	48.0	12.0
10761	1.0	2.0
10763	2070.0	1811.0
10762	2762.0	1483.0
10765	4796.0	3054.0
101929179	0.0	0.0
388112	0.0	3.0
339105	80.0	61.0
83707	1766.0	3521.0
83706	1354.0	215.0
10734	93.0	93.0
10733	174.0	248.0
83714	837.0	673.0
10736	21.0	4.0
401648	4.0	2.0
643739	1.0	0.0
10735	10371.0	6981.0
401647	106.0	130.0
10738	0.0	0.0
401646	0.0	0.0
10737	17.0	18.0
10739	18.0	0.0
376132	0.0	0.0
10730	9347.0	6526.0
101929184	4.0	1.0
10732	2446.0	1082.0
138804	0.0	1.0
138805	0.0	1.0
138802	0.0	0.0
138803	1.0	0.0
643751	9.0	6.0
124221	60.0	26.0
124222	208.0	376.0
114897	1861.0	1465.0
114898	355.0	79.0
124220	11.0	1.0
114899	235.0	101.0
391777	19.0	7.0
10745	681.0	583.0
56104	239.0	8.0
83700	1472.0	869.0
401638	1.0	0.0
10744	5.0	1.0
56105	144.0	75.0
10747	118.0	96.0
401637	1.0	14.0
56106	332.0	64.0
10746	6464.0	3560.0
56107	289.0	22.0
10749	11599.0	15048.0
56100	503.0	159.0
401634	0.0	0.0
10748	116.0	114.0
56101	771.0	347.0
56102	143.0	10.0
56103	159.0	42.0
643744	9.0	7.0
10741	3545.0	3647.0
56108	338.0	203.0
10740	22.0	6.0
643749	404.0	245.0
56109	303.0	92.0
10743	4598.0	7030.0
342732	3.0	2.0
10742	2295.0	2096.0
101929198	11.0	24.0
101929196	13.0	0.0
100420811	0.0	3.0
114884	706.0	1026.0
317774	0.0	0.0
114885	1761.0	755.0
401630	0.0	0.0
317772	6.0	1.0
100419821	1.0	0.0
56110	135.0	18.0
317778	0.0	0.0
83729	18.0	15.0
317775	3.0	0.0
83734	623.0	1162.0
10712	1324.0	800.0
83733	42.0	44.0
10714	1151.0	1049.0
126868	14.0	9.0
317769	0.0	0.0
100419829	0.0	0.0
10713	2547.0	3073.0
317768	0.0	0.0
10716	4.0	0.0
100419827	0.0	0.0
56111	135.0	49.0
10715	55.0	106.0
56112	199.0	97.0
56113	451.0	230.0
83732	1204.0	812.0
10718	73.0	9.0
10717	1489.0	1133.0
56114	57.0	35.0
388125	145.0	9.0
401629	0.0	0.0
317781	2027.0	2018.0
388122	0.0	0.0
83719	3541.0	6043.0
56120	17.0	3.0
56121	393.0	121.0
114876	4201.0	1637.0
388121	373.0	17.0
83716	2999.0	570.0
83715	15.0	3.0
114879	1859.0	1918.0
100420829	1.0	0.0
10723	4139.0	2775.0
56126	125.0	40.0
83723	0.0	9.0
126859	59.0	32.0
56127	117.0	8.0
10725	6794.0	2741.0
56128	33.0	3.0
56129	190.0	38.0
10724	12490.0	12938.0
114880	321.0	84.0
56122	225.0	148.0
388115	3649.0	3849.0
401613	0.0	2.0
114881	1309.0	1738.0
10726	6096.0	8267.0
56123	279.0	121.0
401612	265.0	140.0
114882	3580.0	1593.0
56124	94.0	23.0
10728	14613.0	12295.0
114883	8214.0	8341.0
56125	190.0	87.0
643766	0.0	0.0
10721	46.0	64.0
10720	170.0	8.0
100420830	4.0	5.0
136259	0.0	0.0
100420834	0.0	0.0
317751	16.0	13.0
124274	0.0	0.0
388152	108.0	59.0
317754	0.0	1.0
317753	1.0	0.0
317749	555.0	828.0
342705	2.0	1.0
151888	62.0	2.0
151887	25856.0	10041.0
136263	1.0	0.0
100420841	0.0	1.0
101929145	589.0	345.0
100420843	1.0	0.0
100293090	3144.0	2557.0
148254	449.0	287.0
317762	2043.0	2202.0
317761	10.0	0.0
100419854	0.0	0.0
317760	34.0	42.0
317767	7.0	4.0
100271715	145.0	55.0
148252	77.0	10.0
100271722	370.0	417.0
199834	0.0	0.0
388135	154.0	48.0
101929152	0.0	0.0
100420854	0.0	1.0
222950	95.0	26.0
100419867	2.0	0.0
148266	792.0	472.0
100419868	3.0	4.0
148268	617.0	403.0
100419866	9.0	0.0
100420859	0.0	0.0
124245	2961.0	3154.0
317729	0.0	0.0
136288	24.0	14.0
199800	54.0	22.0
101930150	0.0	0.0
163882	2627.0	1669.0
388165	240.0	150.0
100419873	0.0	0.0
100271700	79.0	57.0
100271703	1.0	0.0
100271702	65.0	8.0
100420875	1.0	0.0
100420877	0.0	1.0
388199	2.0	14.0
22794	10597.0	9321.0
22795	8519.0	5872.0
22796	1956.0	1450.0
22797	350.0	25.0
22798	51.0	16.0
317705	2.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	1.0	0.0
138883	0.0	0.0
138881	10.0	2.0
100420881	0.0	0.0
388181	0.0	0.0
100419893	1.0	0.0
222967	7.0	0.0
219333	2990.0	1738.0
136227	8.0	4.0
222962	740.0	346.0
148213	374.0	339.0
388182	31.0	36.0
100419895	0.0	0.0
317716	0.0	1.0
148203	436.0	340.0
317719	37.0	12.0
148206	1523.0	522.0
163859	3022.0	1288.0
101929110	2.0	2.0
101929111	1.0	0.0
219348	1145.0	271.0
219347	240.0	181.0
100420898	1.0	1.0
148223	2073.0	2727.0
10799	171.0	165.0
136242	7.0	1.0
10791	1121.0	2119.0
10794	223.0	44.0
10793	1077.0	475.0
10795	2237.0	1472.0
10798	0.0	0.0
10797	763.0	450.0
