id	118933b6-86c7-4668-9973-424ece352a60	8d8c6603-58cf-4402-81f5-1eb8d5bb2e87
728464	32.0	99.0
728463	36.0	27.0
100128725	0.0	1.0
3690	61.0	119.0
3691	1850.0	7104.0
100873343	0.0	4.0
3692	4990.0	6817.0
3693	4402.0	6200.0
285521	1295.0	1432.0
100873342	0.0	0.0
3694	13263.0	9037.0
100873341	0.0	0.0
3695	266.0	208.0
100873340	0.0	0.0
100128723	0.0	0.0
1033	123.0	1214.0
1032	656.0	715.0
285525	3.0	4.0
1031	968.0	3322.0
285527	2915.0	3863.0
1030	2116.0	1751.0
728468	0.0	0.0
440288	142.0	227.0
1029	224.0	3080.0
440295	95.0	460.0
1028	2025.0	7187.0
1027	6702.0	21244.0
1026	6632.0	6550.0
1025	2700.0	5567.0
1024	587.0	1759.0
3685	6222.0	9005.0
100873347	0.0	0.0
100873346	0.0	0.0
3687	2919.0	1012.0
100873345	0.0	0.0
3688	19810.0	46712.0
100873344	0.0	0.0
3689	12892.0	3595.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	2.0	1.0
100873371	2.0	0.0
100873370	0.0	1.0
728498	14.0	33.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	8.0
728492	25.0	31.0
100873375	0.0	0.0
100128710	0.0	0.0
285533	162.0	108.0
100873374	0.0	0.0
728495	1.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	21.0	26.0
1043	29048.0	521.0
1041	0.0	1.0
1040	1828.0	2479.0
1039	1794.0	1927.0
1038	0.0	1.0
1036	633.0	33.0
3696	675.0	4647.0
3697	11.0	1.0
100873379	0.0	0.0
3698	78.0	1.0
100873378	0.0	4.0
3699	229.0	63.0
100873377	1.0	0.0
728486	38.0	52.0
100873361	1.0	3.0
105373869	9.0	134.0
100873360	0.0	0.0
285540	144.0	320.0
100128705	1.0	7.0
100873365	0.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	0.0	0.0
100873362	0.0	0.0
100128701	1.0	4.0
1054	1877.0	2966.0
285547	0.0	0.0
1053	28.0	3.0
285548	0.0	2.0
1052	7574.0	454.0
1051	5646.0	3819.0
728489	12.0	26.0
1050	3128.0	977.0
100128707	0.0	0.0
1048	1803.0	9.0
1047	80.0	5388.0
1046	0.0	0.0
1045	0.0	0.0
100873369	1.0	33.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	2.0	1.0
1066	8048.0	291.0
1063	199.0	27565.0
1062	88.0	2614.0
1061	3.0	8.0
1060	973.0	1874.0
440253	92.0	84.0
1059	4077.0	12694.0
1058	33.0	1217.0
1057	0.0	1.0
85379	2078.0	6308.0
114112	474.0	1805.0
1056	30.0	1024.0
85377	1063.0	3600.0
85378	1510.0	1401.0
128745	0.0	1.0
85376	21.0	4.0
440248	323.0	662.0
1075	28769.0	35338.0
1074	5.0	33.0
1073	5403.0	1904.0
1072	39143.0	60929.0
1071	124.0	66.0
440243	1.0	0.0
1070	1825.0	1023.0
1069	4219.0	5534.0
1068	0.0	0.0
85369	1443.0	3883.0
85366	15.0	102.0
85364	1380.0	4272.0
85365	2352.0	2045.0
85363	1204.0	1815.0
85360	1156.0	339.0
1080	2542.0	21.0
85391	4.0	11.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	110.0	1.0
153733	509.0	1394.0
1087	6.0	1.0
1086	0.0	0.0
440279	3.0	1.0
1085	0.0	9.0
1084	92.0	3.0
440278	41.0	295.0
1082	0.0	0.0
403294	0.0	4.0
440275	1675.0	2629.0
1081	0.0	0.0
85397	10.0	15.0
85395	495.0	1004.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	1.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	3.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	1.0
440270	591.0	814.0
1089	143.0	13.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	15.0	11.0
285598	234.0	161.0
126133	1437.0	3380.0
128790	1.0	11.0
126129	177.0	148.0
126123	9.0	19.0
442862	0.0	0.0
126119	1330.0	453.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	1.0
114131	38.0	21.0
442896	0.0	0.0
114132	311.0	22.0
442897	0.0	0.0
442898	2.0	4.0
114134	1150.0	1070.0
442899	0.0	0.0
100128790	0.0	0.0
128760	4.0	10.0
100128788	19.0	288.0
100128787	0.0	0.0
440225	0.0	0.0
440224	0.0	4.0
442890	0.0	0.0
442891	0.0	11.0
442892	0.0	0.0
128756	0.0	0.0
100128782	275.0	283.0
100128781	0.0	3.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	4.0	2.0
403234	0.0	1.0
403235	0.0	0.0
403236	0.0	0.0
63982	28.0	13.0
102466616	0.0	0.0
126052	0.0	0.0
151009	14.0	13.0
403227	0.0	0.0
403228	0.0	0.0
138046	0.0	77.0
645558	0.0	0.0
403229	0.0	3.0
645573	1.0	3.0
645572	0.0	0.0
645571	21.0	5.0
403223	0.0	1.0
403224	0.0	0.0
403226	0.0	0.0
200634	1479.0	2341.0
107131122	0.0	3.0
138050	3268.0	7259.0
403219	0.0	1.0
151011	8868.0	3933.0
645587	0.0	2.0
165679	46.0	2138.0
126037	18.0	23.0
114049	4101.0	7992.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	5.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	1103.0	1597.0
100033821	0.0	1.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1743.0	3968.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	101.0	139.0
100033820	0.0	0.0
106481480	1.0	0.0
106481481	0.0	0.0
138065	25.0	5388.0
645598	0.0	0.0
163007	3.0	2.0
114038	1.0	4.0
645591	13.0	0.0
106481495	2.0	1.0
114041	3.0	237.0
106481496	0.0	0.0
114042	2.0	0.0
106481493	0.0	0.0
114043	15.0	51.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	85.0	675.0
126017	378.0	1301.0
106481497	0.0	2.0
106481498	0.0	0.0
85303	0.0	0.0
85300	2.0	5.0
85301	572.0	2222.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1835.0	1032.0
106481459	0.0	0.0
26994	8812.0	8766.0
106481457	5.0	3.0
26995	2273.0	4631.0
106481458	0.0	0.0
403271	0.0	0.0
26998	1.0	10.0
403272	0.0	0.0
102466659	0.0	0.0
26999	2239.0	7932.0
403273	0.0	0.0
102466658	0.0	2.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	1.0	3.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1111.0	3105.0
106481467	0.0	0.0
106481464	4.0	2.0
106481465	0.0	0.0
104310351	27.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	1.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	8.0
106481471	0.0	0.0
85329	35.0	14.0
106481472	0.0	0.0
106481477	0.0	2.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	8.0	37.0
106481470	0.0	0.0
403252	1.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	780.0	2171.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	5.0	5.0
106481437	0.0	0.0
26974	131.0	1419.0
153657	27.0	184.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	741.0	7572.0
165631	318.0	78.0
106481436	0.0	0.0
26978	7.0	27.0
126075	918.0	420.0
106481439	0.0	0.0
403250	0.0	0.0
126074	231.0	134.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	1.0
85359	3394.0	1885.0
106481444	4.0	9.0
106481445	1.0	1.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	2043.0	1105.0
85354	0.0	0.0
85352	37.0	14.0
403241	0.0	0.0
344462	0.0	2.0
403244	0.0	0.0
403245	0.0	0.0
153642	562.0	433.0
153643	347.0	4.0
403247	0.0	0.0
403248	0.0	0.0
26985	2215.0	7753.0
106481448	0.0	0.0
26986	32226.0	80052.0
126069	178.0	142.0
106481449	0.0	0.0
126068	794.0	281.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1263.0	1709.0
106481447	0.0	0.0
106481451	1.0	9.0
106481452	0.0	0.0
106481450	0.0	1.0
114088	28.0	413.0
106481455	0.0	1.0
85349	46.0	46.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	4.0	2.0
106481454	0.0	0.0
403238	0.0	0.0
85344	0.0	0.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	0.0
85340	0.0	0.0
100873394	0.0	1.0
100873393	0.0	0.0
100873392	1.0	2.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	2.0
106481416	1.0	1.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	1725.0	7150.0
100873390	0.0	0.0
728556	48.0	99.0
106481419	2.0	0.0
100128817	0.0	0.0
728558	68.0	158.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	419.0	1074.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	1.0
100873380	0.0	0.0
100128804	0.0	1.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	170.0	119.0
100873384	0.0	0.0
285601	17.0	7.0
106481426	0.0	0.0
106481427	0.0	1.0
222005	0.0	1.0
63910	223.0	224.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	441.0	301.0
222008	7.0	5.0
106481428	0.0	0.0
106481429	0.0	1.0
63905	4252.0	6386.0
63904	0.0	1.0
106481430	3.0	1.0
163071	69.0	60.0
63906	875.0	1041.0
106481433	0.0	1.0
63908	493.0	1701.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	3.0
100873389	0.0	0.0
100873388	2.0	2.0
285613	79.0	183.0
63920	575.0	1089.0
63923	39.0	57.0
63922	219.0	4107.0
728577	94.0	19.0
63925	889.0	4167.0
63924	7.0	2.0
63916	2138.0	6533.0
63917	2816.0	3070.0
106481400	0.0	2.0
106481401	0.0	0.0
728562	3.0	3.0
728564	6.0	27.0
285622	0.0	1.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1256.0	2456.0
106481402	0.0	0.0
63931	2020.0	2814.0
106481403	0.0	0.0
63934	136.0	1844.0
728567	3.0	1.0
106481408	0.0	0.0
163088	2.0	2.0
63933	1955.0	5452.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	2932.0	8152.0
163087	811.0	1033.0
728568	448.0	922.0
106481407	5.0	22.0
3704	2557.0	5616.0
3705	3272.0	3835.0
63926	383.0	2508.0
3706	23.0	38.0
63929	601.0	2918.0
3707	2187.0	5274.0
63928	1.0	2.0
3708	2556.0	782.0
106481411	0.0	0.0
3709	1290.0	4694.0
106481412	0.0	0.0
106481410	1.0	0.0
3700	20.0	95.0
3702	408.0	108.0
3703	4696.0	9052.0
645506	0.0	1.0
151050	926.0	2927.0
645520	0.0	0.0
63941	1914.0	1816.0
63940	3428.0	1420.0
63943	327.0	864.0
728517	0.0	0.0
163033	371.0	778.0
258010	1995.0	3768.0
63947	0.0	0.0
63946	0.0	0.0
728513	2.0	0.0
100033803	0.0	0.0
3716	6416.0	15772.0
100033804	0.0	0.0
3717	1354.0	857.0
100033805	0.0	0.0
3718	470.0	508.0
63939	1245.0	2862.0
100033806	0.0	0.0
100190799	3.0	10.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	114.0	199.0
3710	5071.0	27821.0
3712	3674.0	5350.0
3713	2.0	181.0
3714	1328.0	1739.0
63950	5.0	6.0
728505	0.0	5.0
63951	348.0	7.0
100033807	0.0	0.0
728501	42.0	8.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	42814.0	1903.0
100033814	0.0	0.0
3727	10134.0	4017.0
63948	0.0	1.0
100033815	0.0	0.0
222052	0.0	1.0
3728	6843.0	43394.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	792.0	8413.0
151056	181.0	102.0
3725	32477.0	37017.0
645528	5.0	0.0
728532	20.0	54.0
163059	449.0	381.0
728538	1.0	0.0
728537	107.0	848.0
63967	27.0	2870.0
3737	17.0	2.0
3738	512.0	40.0
3739	189.0	6.0
645538	0.0	0.0
3730	12962.0	895.0
3732	3956.0	3053.0
3734	1.0	1.0
3735	5460.0	20195.0
3736	7.0	0.0
63970	4.0	7.0
3750	94.0	632.0
63971	2892.0	6208.0
63974	0.0	0.0
163049	1661.0	1912.0
63973	5.0	550.0
63976	664.0	11.0
222068	5365.0	11385.0
63978	0.0	0.0
63977	266.0	2375.0
63979	414.0	2561.0
728524	0.0	0.0
3748	256.0	458.0
163051	22.0	41.0
3749	493.0	775.0
163050	52.0	56.0
3741	63.0	7.0
645548	8.0	45.0
3743	0.0	5.0
3744	16.0	0.0
3745	52.0	7.0
3746	0.0	19.0
3747	0.0	1.0
285671	650.0	468.0
285672	2875.0	2549.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	40.0	5.0
285676	63.0	234.0
3761	0.0	105.0
100128657	0.0	0.0
285679	0.0	6.0
100861449	0.0	2.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	289.0	625.0
283008	0.0	1.0
3751	52.0	74.0
100873435	0.0	0.0
3752	418.0	10879.0
100873434	0.0	0.0
3753	56.0	11.0
100873433	0.0	0.0
3754	24.0	10.0
100873432	0.0	0.0
3755	24.0	36.0
100873439	0.0	0.0
3756	5.0	36.0
100873438	0.0	0.0
3757	220.0	8557.0
100873437	0.0	0.0
3758	6.0	11.0
100873436	0.0	0.0
100873420	1.0	0.0
3770	30.0	345.0
3772	6777.0	104.0
100861458	0.0	0.0
100861453	14.0	71.0
100861455	0.0	0.0
1107	4662.0	24945.0
1106	2416.0	11570.0
1105	1309.0	2843.0
1104	1360.0	5935.0
100873429	0.0	0.0
1103	0.0	1.0
1102	1018.0	900.0
1101	51.0	364.0
3762	1057.0	148.0
100873424	0.0	0.0
3763	4.0	31.0
100128640	41.0	486.0
100873423	0.0	0.0
3764	4342.0	445.0
100873422	0.0	0.0
3765	0.0	12.0
100873421	0.0	4.0
3766	3.0	80.0
100873428	0.0	0.0
3767	86.0	852.0
100873427	0.0	0.0
3768	106.0	33.0
1109	6.0	6.0
100873426	1.0	1.0
1108	5196.0	40743.0
3769	2.0	3.0
100873425	1.0	0.0
100128637	1.0	2.0
100128639	0.0	0.0
3780	13.0	12.0
100873453	0.0	0.0
3781	121.0	75.0
100873452	0.0	0.0
3782	328.0	568.0
100873451	0.0	0.0
3783	283.0	3231.0
100873450	0.0	0.0
1121	1690.0	2241.0
100861468	0.0	5.0
1120	180.0	108.0
100861469	0.0	0.0
1118	1930.0	548.0
1117	7643.0	63.0
1116	8017.0	3931.0
1114	22.0	32.0
1113	14.0	18.0
1112	2603.0	6888.0
1111	269.0	3617.0
3773	57.0	12.0
100873457	2.0	3.0
100873456	2.0	0.0
3775	640.0	923.0
100873455	0.0	0.0
3776	13.0	141.0
100873454	0.0	0.0
3777	2079.0	242.0
3778	796.0	909.0
3779	431.0	1020.0
100873459	0.0	0.0
1119	1130.0	1857.0
100128627	0.0	0.0
100128626	0.0	18.0
3790	2892.0	5383.0
100128628	4.0	12.0
3791	4071.0	1836.0
100873442	0.0	2.0
3792	17.0	153.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	33.0	6.0
1131	291.0	859.0
1130	1847.0	992.0
100861476	0.0	2.0
1129	34.0	433.0
1128	244.0	242.0
1124	440.0	894.0
1123	1956.0	2142.0
1122	591.0	7171.0
100861470	0.0	0.0
3784	2350.0	1748.0
100873446	1.0	0.0
3785	3.0	4.0
100873445	0.0	0.0
3786	304.0	184.0
100873444	0.0	0.0
3787	28.0	22.0
100873443	0.0	0.0
3788	28.0	9.0
100873449	0.0	3.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	54.0	249.0
100128618	1.0	1.0
728597	2.0	0.0
100128617	1.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	15.0	322.0
100873473	0.0	0.0
100873472	1.0	0.0
1143	5.0	24.0
285634	1.0	8.0
1142	0.0	4.0
1141	8.0	201.0
285636	993.0	7456.0
1140	585.0	482.0
728599	3.0	23.0
1139	14.0	67.0
1138	31.0	722.0
1137	19.0	2.0
100861485	0.0	0.0
1136	37.0	79.0
1135	29.0	0.0
1134	38.0	36.0
1133	0.0	39.0
3795	322.0	431.0
100873479	3.0	1.0
3796	809.0	6901.0
100873478	0.0	0.0
3797	286.0	4698.0
100873477	2.0	11.0
3798	11.0	68.0
100873476	0.0	0.0
3799	7649.0	10977.0
100873460	0.0	0.0
728586	12.0	13.0
285641	1.0	0.0
100873464	0.0	18.0
100873463	0.0	0.0
100873462	1.0	2.0
285643	0.0	10.0
100128603	3.0	0.0
100873461	0.0	0.0
1154	2320.0	1095.0
1153	13586.0	7201.0
1152	5673.0	14180.0
285647	7.0	41.0
728589	9.0	18.0
728588	1.0	0.0
1149	0.0	0.0
1147	1566.0	1824.0
1146	1.0	12.0
1145	45.0	25.0
1144	1.0	2.0
100873468	0.0	0.0
100873467	3.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	1.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	2280.0	4361.0
1163	1031.0	4516.0
285659	0.0	0.0
1161	424.0	967.0
1160	105.0	47.0
1159	10.0	140.0
1158	16.0	52.0
1157	0.0	2.0
1155	4580.0	6459.0
550643	2033.0	1797.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	1.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2307.0	2083.0
1175	5017.0	5938.0
285668	32.0	5.0
1174	3075.0	5046.0
1173	13385.0	41930.0
550631	170.0	429.0
100873489	0.0	0.0
283014	16.0	6.0
100873488	0.0	0.0
100873487	0.0	1.0
283093	0.0	0.0
283092	0.0	0.0
1187	9.0	48.0
1186	1698.0	6145.0
1185	1020.0	2124.0
1184	584.0	1002.0
1183	714.0	483.0
1182	2542.0	7142.0
1181	115.0	2430.0
440375	29.0	20.0
1180	3.0	84.0
1179	0.0	0.0
1178	7.0	0.0
283089	24.0	15.0
85495	0.0	0.0
85480	128.0	81.0
283080	1.0	0.0
1198	2183.0	5096.0
1197	2.0	2.0
1196	1479.0	7132.0
1195	4981.0	6753.0
440366	0.0	1.0
1193	5084.0	352.0
1192	28214.0	23359.0
1191	25984.0	2305.0
1188	105.0	79.0
283078	97.0	16.0
85486	11.0	5.0
128615	0.0	0.0
85481	2.0	1.0
128611	114.0	31.0
440396	32.0	237.0
128609	0.0	0.0
128602	1175.0	2.0
440387	1.0	1.0
128674	0.0	1.0
128676	0.0	1.0
114026	0.0	0.0
100861402	3.0	3.0
126014	2609.0	192.0
440335	1838.0	1524.0
100128690	0.0	1.0
114034	692.0	3273.0
126006	35.0	41.0
114036	56.0	90.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	36.0	45.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	0.0	0.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	0.0	4.0
200728	296.0	479.0
440356	5.0	11.0
440354	62.0	131.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	1.0
100873413	0.0	0.0
128646	27.0	1.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	11.0	1.0
100873410	0.0	0.0
100873417	5.0	1.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	1.0	29.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	58.0	245.0
200734	1507.0	1540.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	3.0	4.0
100873408	0.0	0.0
100873407	0.0	1.0
100861430	28.0	8.0
100873402	0.0	0.0
100873401	1.0	1.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	2479.0	5420.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	6.0	14.0
165530	47.0	84.0
85409	1083.0	108.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	0.0	1.0
106481383	0.0	1.0
85417	17.0	13.0
106481384	0.0	1.0
103106903	3.0	2.0
85414	845.0	675.0
106481389	0.0	0.0
85415	607.0	4246.0
106481387	0.0	1.0
85413	14.0	10.0
106481388	2.0	5.0
645436	0.0	1.0
106481381	1.0	0.0
106481382	0.0	0.0
10	16.0	15.0
106481380	0.0	0.0
11	0.0	0.0
403341	568.0	1564.0
12	16.0	2.0
13	1193.0	2.0
14	4885.0	16084.0
15	6.0	5.0
16	4782.0	12493.0
645455	8.0	34.0
18	521.0	892.0
19	2180.0	3787.0
128580	7.0	2.0
85407	840.0	751.0
106481396	0.0	0.0
106481397	0.0	1.0
106481394	0.0	0.0
85406	959.0	2319.0
106481395	0.0	0.0
85403	1058.0	2630.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	5.0
106481393	0.0	0.0
20	1210.0	2187.0
106481390	0.0	0.0
21	29697.0	176.0
106481391	0.0	0.0
22	1228.0	1850.0
153571	1105.0	124.0
153572	2544.0	444.0
23	2048.0	13915.0
24	92.0	10.0
25	2101.0	11325.0
26	72.0	695.0
27	761.0	3840.0
28	1231.0	2014.0
29	4841.0	7192.0
153579	2542.0	64.0
728615	1.0	3.0
728614	0.0	0.0
200765	208.0	1524.0
106481358	0.0	1.0
106481359	0.0	0.0
728611	24.0	47.0
102466518	0.0	1.0
102466516	2.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	1.0	1.0
85438	0.0	0.0
106481361	0.0	0.0
85439	402.0	876.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2687.0	3857.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	310.0	552.0
106481366	0.0	0.0
30	3668.0	1583.0
106481360	0.0	0.0
31	2870.0	10381.0
32	1368.0	4509.0
33	1062.0	15.0
34	4139.0	5159.0
35	2507.0	1180.0
153562	1130.0	1566.0
36	2451.0	5296.0
37	10109.0	11879.0
38	4723.0	3549.0
440307	8.0	23.0
39	2853.0	8636.0
165545	3.0	52.0
106481369	0.0	0.0
728606	1.0	115.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	7.0
106481373	0.0	0.0
106481378	2.0	8.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	1.0	0.0
40	10.0	10.0
106481370	0.0	0.0
41	72.0	341.0
106481371	0.0	0.0
43	156.0	93.0
645486	0.0	0.0
47	5608.0	18680.0
48	4432.0	6981.0
49	10.0	7.0
106481338	0.0	0.0
106481339	0.0	1.0
106481336	0.0	0.0
106481337	2.0	1.0
106481341	0.0	0.0
106481342	4.0	382.0
