id	fa77c95f-1ec9-439f-81bd-7ec7a62ecbe0	59e3ac5c-e962-4ce6-90fd-a9466e06c8c6
3683	5117.0	2743.0
100873352	0.0	1.0
128710	291.0	765.0
3684	3877.0	1100.0
100873351	0.0	0.0
285512	108.0	86.0
1022	509.0	1130.0
285513	1312.0	1225.0
1021	2094.0	5219.0
1020	455.0	791.0
440299	0.0	0.0
1019	1843.0	5006.0
128709	0.0	0.0
1018	11.0	31.0
1017	1005.0	2894.0
1016	2.0	0.0
1015	9.0	31.0
1014	24.0	2.0
1013	31.0	29.0
1012	2580.0	698.0
116730	2.0	3.0
3674	150.0	194.0
100873358	0.0	0.0
3675	19764.0	13323.0
100873357	0.0	0.0
3676	2329.0	1279.0
100128731	4042.0	5503.0
100873356	0.0	0.0
3678	6231.0	7592.0
3679	1500.0	684.0
100873359	0.0	0.0
728464	87.0	41.0
728463	67.0	13.0
100128725	0.0	0.0
3690	219.0	121.0
3691	4746.0	36453.0
100873343	0.0	1.0
3692	2681.0	5729.0
3693	7668.0	9702.0
285521	761.0	1059.0
100873342	0.0	0.0
3694	4449.0	9700.0
100873341	0.0	1.0
3695	561.0	557.0
100873340	0.0	0.0
100128723	0.0	1.0
1033	39.0	1065.0
1032	571.0	671.0
285525	0.0	1.0
1031	611.0	2976.0
285527	3157.0	2552.0
1030	2815.0	393.0
728468	0.0	0.0
440288	77.0	221.0
1029	91.0	55.0
440295	100.0	220.0
1028	1632.0	431.0
1027	4063.0	2476.0
1026	6288.0	4995.0
1025	2914.0	4446.0
1024	457.0	875.0
3685	6161.0	10213.0
100873347	1.0	0.0
100873346	0.0	0.0
3687	4684.0	3011.0
100873345	0.0	0.0
3688	18117.0	18437.0
100873344	1.0	0.0
3689	15692.0	9992.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	1.0	0.0
100873371	1.0	4.0
100873370	0.0	0.0
728498	17.0	9.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	0.0
728492	27.0	62.0
100873375	0.0	0.0
100128710	0.0	0.0
285533	71.0	52.0
100873374	0.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	17.0	12.0
1043	5973.0	1300.0
1041	2.0	1.0
1040	950.0	1172.0
1039	1877.0	1381.0
1038	2.0	1.0
1036	1001.0	106.0
3696	573.0	3969.0
3697	12.0	68.0
100873379	0.0	0.0
3698	145.0	124.0
100873378	1.0	0.0
3699	344.0	196.0
100873377	0.0	0.0
728486	32.0	7.0
100873361	0.0	0.0
105373869	9.0	73.0
100873360	1.0	0.0
285540	131.0	72.0
100128705	1.0	0.0
100873365	0.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	1.0	0.0
100873362	0.0	0.0
100128701	1.0	1.0
1054	1778.0	2724.0
285547	0.0	0.0
1053	19.0	2.0
285548	0.0	6.0
1052	4887.0	6646.0
1051	2768.0	3927.0
728489	11.0	10.0
1050	2100.0	924.0
100128707	0.0	0.0
1048	8741.0	510.0
1047	43.0	380.0
1046	0.0	0.0
1045	0.0	0.0
100873369	0.0	1.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	2.0	0.0
1066	8867.0	883.0
1063	232.0	6409.0
1062	99.0	2091.0
1061	5.0	7.0
1060	1151.0	1879.0
440253	131.0	128.0
1059	4463.0	7703.0
1058	13.0	781.0
1057	0.0	1.0
85379	4728.0	4482.0
114112	403.0	772.0
1056	9.0	56.0
85377	2040.0	5960.0
85378	2722.0	2027.0
128745	1.0	1.0
85376	12.0	13.0
440248	490.0	341.0
1075	11406.0	24359.0
1074	17.0	34.0
1073	3095.0	971.0
1072	29410.0	46060.0
1071	699.0	84.0
440243	0.0	21.0
1070	647.0	544.0
1069	1815.0	2269.0
1068	0.0	0.0
85369	1622.0	1989.0
85366	30.0	23.0
85364	1049.0	994.0
85365	1373.0	1617.0
85363	1659.0	1506.0
85360	1465.0	535.0
1080	1146.0	352.0
85391	6.0	3.0
403296	0.0	0.0
403297	0.0	1.0
85390	0.0	0.0
403299	0.0	0.0
1088	5.0	1.0
153733	478.0	182.0
1087	4.0	10.0
1086	0.0	0.0
440279	2.0	2.0
1085	0.0	0.0
1084	55.0	170.0
440278	49.0	91.0
1082	0.0	0.0
403294	0.0	0.0
440275	2608.0	2314.0
1081	0.0	2.0
85397	11.0	3.0
85395	345.0	495.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	10.0	3.0
440270	733.0	420.0
1089	97.0	81.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	1.0
285596	59.0	38.0
285598	461.0	340.0
126133	1604.0	3379.0
128790	0.0	1.0
126129	230.0	175.0
126123	0.0	1.0
442862	0.0	0.0
126119	852.0	1177.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	1.0	0.0
114131	27.0	19.0
442896	0.0	0.0
114132	91.0	61.0
442897	0.0	0.0
442898	0.0	0.0
114134	790.0	323.0
442899	0.0	0.0
100128790	0.0	0.0
128760	4.0	0.0
100128788	12.0	49.0
100128787	0.0	0.0
440225	0.0	0.0
440224	0.0	14.0
442890	0.0	0.0
442891	0.0	4.0
442892	0.0	0.0
128756	0.0	1.0
100128782	211.0	128.0
100128781	0.0	1.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	0.0	1.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	125.0	23.0
102466616	0.0	0.0
126052	0.0	0.0
151009	31.0	48.0
403227	0.0	2.0
403228	0.0	0.0
138046	0.0	2.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	0.0
645572	0.0	0.0
645571	7.0	4.0
403223	0.0	1.0
403224	0.0	0.0
403226	0.0	0.0
200634	531.0	3405.0
107131122	0.0	0.0
138050	4377.0	12043.0
403219	0.0	0.0
151011	5705.0	4098.0
645587	3.0	4.0
165679	23.0	6.0
126037	20.0	18.0
114049	2437.0	3661.0
106481479	0.0	1.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	1475.0	1036.0
100033821	1.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1281.0	1624.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	72.0	56.0
100033820	0.0	0.0
106481480	1.0	0.0
106481481	0.0	0.0
138065	3.0	62.0
645598	0.0	0.0
163007	4.0	11.0
114038	0.0	3.0
645591	19.0	0.0
106481495	0.0	0.0
114041	3.0	23.0
106481496	0.0	0.0
114042	0.0	1.0
106481493	0.0	0.0
114043	52.0	10.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	106.0	203.0
126017	236.0	1042.0
106481497	0.0	1.0
106481498	0.0	0.0
85303	1.0	0.0
85300	0.0	1.0
85301	1309.0	3653.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	614.0	247.0
106481459	0.0	0.0
26994	6114.0	6990.0
106481457	0.0	1.0
26995	921.0	2199.0
106481458	0.0	0.0
403271	0.0	0.0
26998	7.0	6.0
403272	0.0	0.0
102466659	0.0	0.0
26999	3693.0	1660.0
403273	0.0	0.0
102466658	0.0	5.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	0.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1855.0	1804.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	6.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	30.0	29.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	1.0	0.0
106481476	0.0	0.0
85320	6.0	98.0
106481470	1.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	369.0	1506.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	3.0	7.0
106481437	0.0	0.0
26974	55.0	37.0
153657	17.0	38.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	820.0	1648.0
165631	737.0	222.0
106481436	0.0	0.0
26978	7.0	11.0
126075	631.0	335.0
106481439	0.0	0.0
403250	0.0	0.0
126074	147.0	171.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1363.0	2171.0
106481444	3.0	1.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	5337.0	1743.0
85354	0.0	0.0
85352	218.0	279.0
403241	0.0	0.0
344462	1.0	1.0
403244	0.0	0.0
403245	0.0	0.0
153642	417.0	300.0
153643	54.0	28.0
403247	0.0	0.0
403248	0.0	0.0
26985	2160.0	2213.0
106481448	0.0	0.0
26986	39659.0	109907.0
126069	99.0	68.0
106481449	0.0	0.0
126068	357.0	201.0
106481446	0.0	0.0
26983	0.0	1.0
26984	603.0	915.0
106481447	0.0	0.0
106481451	2.0	2.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	32.0	20.0
106481455	0.0	0.0
85349	33.0	11.0
106481456	0.0	0.0
26982	0.0	1.0
106481453	1.0	0.0
85347	0.0	0.0
26980	0.0	5.0
106481454	0.0	0.0
403238	0.0	0.0
85344	4.0	1.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	1.0	0.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	0.0
100873392	3.0	4.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	1.0	1.0
106481413	1.0	0.0
106481414	0.0	0.0
63901	2100.0	3349.0
100873390	0.0	0.0
728556	36.0	143.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	77.0	128.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	274.0	336.0
106481423	0.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	96.0	108.0
100873384	0.0	0.0
285601	21.0	12.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	0.0	3.0
63910	408.0	499.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	338.0	500.0
222008	0.0	0.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	1797.0	3020.0
63904	0.0	0.0
106481430	1.0	1.0
163071	27.0	132.0
63906	628.0	817.0
106481433	0.0	0.0
63908	689.0	931.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	1.0	0.0
285613	71.0	130.0
63920	231.0	262.0
63923	95.0	15.0
63922	350.0	2034.0
728577	99.0	44.0
63925	1462.0	2305.0
63924	6.0	1.0
63916	2401.0	2505.0
63917	3217.0	5492.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	0.0	1.0
728564	4.0	4.0
285622	0.0	1.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	932.0	1426.0
106481402	0.0	0.0
63931	1143.0	1074.0
106481403	2.0	1.0
63934	167.0	36.0
728567	1.0	0.0
106481408	0.0	0.0
163088	4.0	6.0
63933	1722.0	2441.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3026.0	2502.0
163087	536.0	507.0
728568	177.0	249.0
106481407	10.0	3.0
3704	1173.0	2229.0
3705	3894.0	3722.0
63926	250.0	979.0
3706	9.0	56.0
63929	606.0	1707.0
3707	5233.0	3101.0
63928	2.0	1.0
3708	4184.0	1844.0
106481411	0.0	0.0
3709	2193.0	1962.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	19.0	21.0
3702	678.0	697.0
3703	5047.0	11434.0
645506	0.0	0.0
151050	1133.0	500.0
645520	0.0	0.0
63941	1468.0	869.0
63940	3124.0	1986.0
63943	195.0	509.0
728517	0.0	0.0
163033	338.0	369.0
258010	1374.0	693.0
63947	0.0	0.0
63946	0.0	3.0
728513	2.0	2.0
100033803	0.0	0.0
3716	12919.0	9742.0
100033804	0.0	0.0
3717	1820.0	1052.0
100033805	0.0	0.0
3718	1612.0	2411.0
63939	831.0	722.0
100033806	0.0	0.0
100190799	7.0	4.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	89.0	120.0
3710	8009.0	10041.0
3712	3485.0	2462.0
3713	11.0	453.0
3714	1998.0	4742.0
63950	0.0	34.0
728505	1.0	1.0
63951	188.0	17.0
100033807	0.0	0.0
728501	20.0	10.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	19503.0	18804.0
100033814	0.0	0.0
3727	12925.0	6718.0
63948	0.0	0.0
100033815	0.0	0.0
222052	2.0	1.0
3728	11293.0	69208.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1276.0	5410.0
151056	210.0	235.0
3725	47962.0	15611.0
645528	6.0	2.0
728532	17.0	21.0
163059	154.0	235.0
728538	0.0	0.0
728537	93.0	63.0
63967	46.0	917.0
3737	34.0	19.0
3738	285.0	181.0
3739	84.0	5.0
645538	0.0	0.0
3730	10895.0	993.0
3732	6951.0	18981.0
3734	0.0	0.0
3735	4653.0	8003.0
3736	9.0	5.0
63970	2.0	1311.0
3750	325.0	232.0
63971	4684.0	2478.0
63974	0.0	0.0
163049	1213.0	1465.0
63973	2.0	0.0
63976	933.0	131.0
222068	4537.0	5286.0
63978	1.0	0.0
63977	450.0	903.0
63979	291.0	1380.0
728524	0.0	0.0
3748	342.0	570.0
163051	21.0	10.0
3749	661.0	1172.0
163050	36.0	45.0
3741	194.0	66.0
645548	0.0	9.0
3743	0.0	9.0
3744	3.0	0.0
3745	159.0	12.0
3746	4.0	2.0
3747	0.0	0.0
285671	668.0	185.0
285672	1343.0	1726.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	57.0	1.0
285676	65.0	16.0
3761	4.0	1.0
100128657	0.0	0.0
285679	1.0	1.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	203.0	3571.0
283008	0.0	0.0
3751	23.0	106.0
100873435	0.0	0.0
3752	404.0	350.0
100873434	0.0	0.0
3753	47.0	17.0
100873433	0.0	0.0
3754	33.0	6.0
100873432	0.0	0.0
3755	19.0	51.0
100873439	0.0	0.0
3756	6.0	55.0
100873438	0.0	0.0
3757	304.0	156.0
100873437	0.0	0.0
3758	19.0	7.0
100873436	0.0	0.0
100873420	1.0	2.0
3770	36.0	112.0
3772	3823.0	2125.0
100861458	0.0	1.0
100861453	24.0	51.0
100861455	0.0	0.0
1107	10928.0	11495.0
1106	6267.0	4890.0
1105	1830.0	1475.0
1104	989.0	4874.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1067.0	1287.0
1101	39.0	15.0
3762	1778.0	194.0
100873424	0.0	0.0
3763	3.0	3.0
100128640	52.0	57.0
100873423	0.0	0.0
3764	1196.0	1154.0
100873422	0.0	0.0
3765	5.0	0.0
100873421	0.0	0.0
3766	87.0	37.0
100873428	0.0	0.0
3767	89.0	50.0
100873427	0.0	0.0
3768	259.0	69.0
1109	1.0	16.0
100873426	0.0	0.0
1108	9426.0	14100.0
3769	0.0	2.0
100873425	0.0	2.0
100128637	1.0	0.0
100128639	0.0	0.0
3780	21.0	13.0
100873453	0.0	0.0
3781	177.0	19.0
100873452	0.0	0.0
3782	1072.0	478.0
100873451	0.0	0.0
3783	817.0	350.0
100873450	0.0	0.0
1121	1469.0	1149.0
100861468	0.0	1.0
1120	220.0	224.0
100861469	0.0	0.0
1118	23723.0	716.0
1117	664.0	146.0
1116	1572.0	5289.0
1114	29.0	18.0
1113	5.0	2.0
1112	6193.0	7348.0
1111	143.0	1783.0
3773	86.0	90.0
100873457	0.0	0.0
100873456	0.0	0.0
3775	392.0	1182.0
100873455	0.0	0.0
3776	12.0	33.0
100873454	0.0	0.0
3777	3797.0	126.0
3778	3656.0	265.0
3779	534.0	263.0
100873459	0.0	0.0
1119	1088.0	645.0
100128627	0.0	0.0
100128626	0.0	0.0
3790	2153.0	4270.0
100128628	5.0	6.0
3791	7385.0	1433.0
100873442	0.0	0.0
3792	113.0	29.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	14.0	17.0
1131	109.0	785.0
1130	2367.0	1384.0
100861476	0.0	0.0
1129	96.0	1.0
1128	263.0	2.0
1124	537.0	194.0
1123	1819.0	735.0
1122	1006.0	1011.0
100861470	0.0	0.0
3784	2594.0	1508.0
100873446	1.0	0.0
3785	1.0	0.0
100873445	0.0	0.0
3786	200.0	179.0
100873444	0.0	0.0
3787	92.0	550.0
100873443	0.0	0.0
3788	24.0	5.0
100873449	0.0	2.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	111.0	40.0
100128618	0.0	0.0
728597	6.0	1.0
100128617	2.0	1.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	13.0	4.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	59.0	233.0
285634	4.0	2.0
1142	1.0	2.0
1141	4.0	23.0
285636	1369.0	2381.0
1140	501.0	345.0
728599	1.0	4.0
1139	10.0	50.0
1138	16.0	65.0
1137	13.0	0.0
100861485	0.0	0.0
1136	94.0	3.0
1135	26.0	1.0
1134	42.0	10.0
1133	6.0	3.0
3795	298.0	530.0
100873479	4.0	13.0
3796	1010.0	2158.0
100873478	0.0	0.0
3797	670.0	1127.0
100873477	0.0	3.0
3798	48.0	19.0
100873476	0.0	0.0
3799	10228.0	8936.0
100873460	0.0	0.0
728586	6.0	49.0
285641	4.0	2.0
100873464	0.0	6.0
100873463	0.0	1.0
100873462	1.0	1.0
285643	0.0	1.0
100128603	0.0	2.0
100873461	0.0	0.0
1154	1577.0	1058.0
1153	12710.0	8920.0
1152	4161.0	444.0
285647	12.0	20.0
728589	5.0	21.0
728588	2.0	0.0
1149	0.0	0.0
1147	1132.0	1847.0
1146	1.0	3.0
1145	42.0	29.0
1144	0.0	2.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	1.0	0.0
100873469	0.0	0.0
100873493	0.0	1.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	324.0	1728.0
1163	371.0	1791.0
285659	0.0	0.0
1161	347.0	663.0
1160	106.0	62.0
1159	13.0	49.0
1158	5.0	10.0
1157	0.0	0.0
1155	2347.0	2397.0
550643	1254.0	1754.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2099.0	2472.0
1175	2224.0	4251.0
285668	13.0	2.0
1174	1000.0	1816.0
1173	13647.0	43292.0
550631	92.0	113.0
100873489	0.0	0.0
283014	2.0	1.0
100873488	0.0	0.0
100873487	0.0	1.0
283093	0.0	0.0
283092	0.0	0.0
1187	9.0	16.0
1186	3055.0	4482.0
1185	1525.0	939.0
1184	567.0	1220.0
1183	708.0	568.0
1182	3675.0	5502.0
1181	241.0	510.0
440375	38.0	46.0
1180	7.0	49.0
1179	0.0	1.0
1178	2.0	8.0
283089	25.0	2.0
85495	0.0	0.0
85480	114.0	536.0
283080	0.0	0.0
1198	2411.0	2667.0
1197	0.0	0.0
1196	1631.0	2049.0
1195	4495.0	2215.0
440366	0.0	3.0
1193	3184.0	1205.0
1192	11845.0	18336.0
1191	42673.0	11018.0
1188	41.0	14.0
283078	154.0	27.0
85486	1.0	2.0
128615	0.0	0.0
85481	0.0	0.0
128611	267.0	145.0
440396	44.0	51.0
128609	0.0	0.0
128602	104.0	150.0
440387	0.0	0.0
128674	3.0	1.0
128676	1.0	0.0
114026	0.0	0.0
100861402	0.0	0.0
126014	1043.0	262.0
440335	331.0	80.0
100128690	0.0	0.0
114034	528.0	814.0
126006	28.0	42.0
114036	47.0	24.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	41.0	27.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	1.0	0.0
105180391	0.0	0.0
100128682	0.0	3.0
100128678	0.0	1.0
100861429	0.0	0.0
128653	0.0	0.0
200728	137.0	369.0
440356	1.0	23.0
440354	82.0	53.0
440352	1.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	10.0	3.0
100873412	1.0	0.0
100873411	0.0	0.0
100128675	5.0	3.0
100873410	0.0	0.0
100873417	0.0	2.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	61.0	85.0
100861435	0.0	1.0
100861436	0.0	0.0
440345	33.0	16.0
200734	3049.0	3270.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	2.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	19.0	51.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	3415.0	2436.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	1.0	0.0
645443	0.0	3.0
165530	28.0	0.0
85409	1492.0	348.0
106481385	0.0	0.0
106481386	1.0	3.0
85416	67.0	81.0
106481383	0.0	2.0
85417	48.0	18.0
106481384	0.0	0.0
103106903	1.0	0.0
85414	875.0	962.0
106481389	0.0	0.0
85415	335.0	191.0
106481387	0.0	0.0
85413	7.0	30.0
106481388	1.0	2.0
645436	0.0	0.0
106481381	1.0	0.0
106481382	0.0	0.0
10	16.0	3.0
106481380	0.0	0.0
11	0.0	0.0
403341	684.0	558.0
12	45.0	35.0
13	731.0	274.0
14	3911.0	6511.0
15	7.0	9.0
16	5914.0	9148.0
645455	15.0	7.0
18	659.0	350.0
19	4606.0	6551.0
128580	1.0	2.0
85407	1462.0	90.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1173.0	1980.0
106481395	0.0	0.0
85403	1150.0	940.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	1.0
106481393	0.0	0.0
20	3171.0	2645.0
106481390	0.0	0.0
21	28919.0	3844.0
106481391	0.0	0.0
22	903.0	940.0
153571	677.0	50.0
153572	2255.0	189.0
23	3398.0	7404.0
24	75.0	106.0
25	5734.0	7175.0
26	95.0	106.0
27	1320.0	1449.0
28	1848.0	5840.0
29	6713.0	4786.0
153579	2600.0	66.0
728615	0.0	1.0
728614	0.0	0.0
200765	214.0	344.0
106481358	0.0	1.0
106481359	0.0	0.0
728611	24.0	25.0
102466518	0.0	1.0
102466516	2.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	694.0	2096.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	1610.0	2891.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	283.0	117.0
106481366	0.0	0.0
30	2220.0	1447.0
106481360	0.0	0.0
31	3503.0	6940.0
32	2462.0	551.0
33	998.0	41.0
34	2071.0	2375.0
35	1352.0	1177.0
153562	1200.0	1939.0
36	2002.0	1700.0
37	9179.0	8109.0
38	2894.0	1692.0
440307	9.0	25.0
39	958.0	3384.0
165545	4.0	544.0
106481369	0.0	0.0
728606	1.0	1.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	20.0	15.0
106481370	0.0	0.0
41	100.0	506.0
106481371	0.0	0.0
43	327.0	142.0
645486	0.0	0.0
47	6965.0	7265.0
48	2609.0	2178.0
49	16.0	4.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	1.0	0.0
106481341	0.0	0.0
106481342	0.0	9.0
106481340	0.0	0.0
85458	2130.0	783.0
