id	5774022a-7bf2-4fdd-a4a5-f9aa33c2174d	8cc54da6-dadc-48b1-9dd0-535cf2ac58b1
126129	353.0	173.0
126123	2.0	0.0
442862	0.0	0.0
126119	1184.0	1562.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	760.0	13.0
442896	0.0	0.0
114132	391.0	35.0
442897	0.0	0.0
442898	1.0	0.0
114134	826.0	872.0
442899	0.0	0.0
100128790	0.0	0.0
128760	3.0	4.0
100128788	25.0	121.0
100128787	0.0	1.0
440225	0.0	0.0
440224	0.0	2.0
442890	0.0	0.0
442891	0.0	1.0
442892	0.0	1.0
128756	1.0	0.0
100128782	309.0	511.0
100128781	0.0	1.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	1.0	2.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	85.0	29.0
102466616	0.0	0.0
126052	0.0	1.0
151009	74.0	46.0
403227	0.0	0.0
403228	0.0	0.0
138046	0.0	1.0
645558	0.0	0.0
403229	0.0	2.0
645573	1.0	0.0
645572	0.0	0.0
645571	8.0	72.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	1181.0	3306.0
107131122	0.0	1.0
138050	5913.0	7088.0
403219	0.0	3.0
151011	6762.0	6664.0
645587	1.0	11.0
165679	13.0	1442.0
126037	39.0	25.0
114049	3762.0	7865.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	1204.0	1009.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1616.0	2254.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	148.0	132.0
100033820	0.0	0.0
106481480	0.0	1.0
106481481	0.0	0.0
138065	5.0	30.0
645598	0.0	0.0
163007	4.0	2.0
114038	0.0	0.0
645591	23.0	0.0
106481495	0.0	0.0
114041	2.0	23.0
106481496	0.0	0.0
114042	4.0	1.0
106481493	0.0	0.0
114043	48.0	20.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	98.0	160.0
126017	402.0	534.0
106481497	2.0	1.0
106481498	0.0	0.0
85303	0.0	0.0
85300	1.0	1.0
85301	731.0	1107.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1715.0	2073.0
106481459	0.0	0.0
26994	9377.0	7217.0
106481457	2.0	3.0
26995	1924.0	7840.0
106481458	0.0	0.0
403271	0.0	0.0
26998	2.0	13736.0
403272	0.0	0.0
102466659	0.0	0.0
26999	5235.0	653.0
403273	0.0	0.0
102466658	0.0	2.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	1.0	12.0
106481460	5.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2223.0	1917.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	1.0
104310351	6.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	1.0	2.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	66.0	6.0
106481472	0.0	0.0
106481477	2.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	3.0	74.0
106481470	0.0	1.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	549.0	2254.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	4.0	6.0
106481437	0.0	0.0
26974	57.0	38.0
153657	26.0	39.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	510.0	1999.0
165631	241.0	42.0
106481436	0.0	0.0
26978	28.0	13.0
126075	1130.0	592.0
106481439	0.0	0.0
403250	0.0	0.0
126074	239.0	366.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	3031.0	5696.0
106481444	1.0	1.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	1.0
85358	3976.0	1147.0
85354	0.0	0.0
85352	90.0	50.0
403241	3.0	0.0
344462	3.0	0.0
403244	0.0	0.0
403245	0.0	0.0
153642	417.0	409.0
153643	51.0	408.0
403247	0.0	0.0
403248	0.0	0.0
26985	2743.0	5183.0
106481448	0.0	0.0
26986	50869.0	143373.0
126069	96.0	23.0
106481449	0.0	0.0
126068	415.0	157.0
106481446	0.0	0.0
26983	0.0	0.0
26984	992.0	3175.0
106481447	0.0	0.0
106481451	2.0	0.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	33.0	66.0
106481455	0.0	0.0
85349	69.0	6.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	3.0	4.0
106481454	0.0	0.0
403238	0.0	0.0
85344	1.0	0.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	0.0
85340	0.0	0.0
100873394	0.0	1.0
100873393	0.0	0.0
100873392	2.0	2.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	2435.0	3421.0
100873390	0.0	0.0
728556	60.0	269.0
106481419	1.0	0.0
100128817	0.0	0.0
728558	95.0	181.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	1.0	0.0
163081	342.0	538.0
106481423	0.0	0.0
106481420	1.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	1.0	0.0
100873382	0.0	0.0
100873381	0.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	156.0	108.0
100873384	0.0	0.0
285601	17.0	49.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	3.0	4.0
63910	151.0	115.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	414.0	796.0
222008	2.0	2.0
106481428	0.0	0.0
106481429	0.0	1.0
63905	4215.0	9157.0
63904	0.0	0.0
106481430	2.0	0.0
163071	89.0	12.0
63906	1216.0	711.0
106481433	0.0	0.0
63908	708.0	852.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	3.0	0.0
285613	63.0	275.0
63920	215.0	388.0
63923	55.0	22.0
63922	206.0	2202.0
728577	297.0	110.0
63925	1336.0	1308.0
63924	3.0	6.0
63916	3318.0	2510.0
63917	4879.0	3529.0
106481400	0.0	1.0
106481401	0.0	0.0
728562	4.0	4.0
728564	2.0	40.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1646.0	2655.0
106481402	0.0	0.0
63931	1628.0	2370.0
106481403	0.0	3.0
63934	130.0	15.0
728567	1.0	0.0
106481408	0.0	3.0
163088	4.0	0.0
63933	2890.0	3012.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	5432.0	4306.0
163087	689.0	549.0
728568	309.0	1049.0
106481407	12.0	24.0
3704	2348.0	4285.0
3705	6521.0	2784.0
63926	591.0	2622.0
3706	4.0	387.0
63929	881.0	2831.0
3707	5775.0	3707.0
63928	4.0	3232.0
3708	3672.0	840.0
106481411	0.0	0.0
3709	2456.0	850.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	29.0	7.0
3702	614.0	171.0
3703	6757.0	15250.0
645506	0.0	0.0
151050	1094.0	441.0
645520	0.0	0.0
63941	3562.0	1795.0
63940	3745.0	715.0
63943	353.0	536.0
728517	0.0	0.0
163033	532.0	319.0
258010	2174.0	564.0
63947	0.0	0.0
63946	0.0	0.0
728513	4.0	7.0
100033803	0.0	0.0
3716	17652.0	3401.0
100033804	0.0	0.0
3717	1343.0	837.0
100033805	0.0	0.0
3718	1071.0	437.0
63939	1074.0	1735.0
100033806	0.0	0.0
100190799	6.0	4.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	173.0	155.0
3710	17879.0	6007.0
3712	8711.0	6918.0
3713	9.0	10949.0
3714	2241.0	2850.0
63950	0.0	388.0
728505	0.0	0.0
63951	324.0	302.0
100033807	0.0	0.0
728501	75.0	48.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	45512.0	18617.0
100033814	0.0	0.0
3727	23136.0	5809.0
63948	0.0	0.0
100033815	0.0	0.0
222052	0.0	0.0
3728	20632.0	163950.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1397.0	3643.0
151056	216.0	449.0
3725	40657.0	4976.0
645528	4.0	0.0
728532	31.0	33.0
163059	274.0	173.0
728538	0.0	1.0
728537	100.0	64.0
63967	38.0	1156.0
3737	11.0	94.0
3738	373.0	13.0
3739	336.0	0.0
645538	0.0	0.0
3730	7211.0	5244.0
3732	10524.0	13290.0
3734	16.0	1.0
3735	7022.0	17228.0
3736	1.0	44.0
63970	3.0	1615.0
3750	261.0	87.0
63971	5597.0	2633.0
63974	0.0	0.0
163049	1885.0	2458.0
63973	0.0	0.0
63976	1821.0	16.0
222068	7124.0	9766.0
63978	0.0	0.0
63977	383.0	394.0
63979	384.0	2849.0
728524	0.0	0.0
3748	788.0	614.0
163051	22.0	7.0
3749	1119.0	415.0
163050	39.0	72.0
3741	40.0	8.0
645548	5.0	8.0
3743	2.0	1.0
3744	5.0	2.0
3745	65.0	15.0
3746	1.0	17.0
3747	0.0	1.0
285671	753.0	144.0
285672	2287.0	1664.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	9.0	0.0
285676	75.0	5.0
3761	5.0	5.0
100128657	0.0	4.0
285679	0.0	3.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	1245.0	1368.0
283008	33.0	5.0
3751	44.0	91.0
100873435	1.0	0.0
3752	887.0	377.0
100873434	0.0	0.0
3753	33.0	109.0
100873433	0.0	0.0
3754	22.0	16.0
100873432	0.0	0.0
3755	12.0	1618.0
100873439	0.0	0.0
3756	10.0	173.0
100873438	0.0	0.0
3757	291.0	177.0
100873437	0.0	0.0
3758	16.0	10.0
100873436	0.0	0.0
100873420	1.0	0.0
3770	65.0	224.0
3772	14808.0	1978.0
100861458	2.0	0.0
100861453	29.0	133.0
100861455	0.0	0.0
1107	15298.0	5258.0
1106	6610.0	2684.0
1105	1929.0	1679.0
1104	1342.0	5367.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1057.0	981.0
1101	20.0	70.0
3762	3745.0	158.0
100873424	0.0	0.0
3763	27.0	5.0
100128640	88.0	67.0
100873423	0.0	0.0
3764	3112.0	115.0
100873422	0.0	1.0
3765	0.0	5.0
100873421	1.0	5.0
3766	6.0	16.0
100873428	0.0	0.0
3767	434.0	193.0
100873427	0.0	0.0
3768	214.0	2.0
1109	1.0	7.0
100873426	1.0	0.0
1108	15341.0	12519.0
3769	2.0	0.0
100873425	0.0	1.0
100128637	0.0	2.0
100128639	0.0	0.0
3780	16.0	14.0
100873453	0.0	0.0
3781	136.0	11.0
100873452	0.0	0.0
3782	2037.0	178.0
100873451	0.0	0.0
3783	234.0	220.0
100873450	0.0	0.0
1121	1426.0	1918.0
100861468	0.0	1.0
1120	191.0	168.0
100861469	0.0	0.0
1118	3442.0	695.0
1117	2714.0	177.0
1116	8544.0	1055.0
1114	14.0	190.0
1113	2.0	6.0
1112	6004.0	4835.0
1111	238.0	3744.0
3773	12.0	387.0
100873457	0.0	0.0
100873456	0.0	0.0
3775	839.0	5798.0
100873455	0.0	0.0
3776	3.0	400.0
100873454	0.0	0.0
3777	4531.0	57.0
3778	514.0	1282.0
3779	219.0	101.0
100873459	0.0	0.0
1119	2697.0	1026.0
100128627	1.0	1.0
100128626	0.0	0.0
3790	4309.0	8005.0
100128628	7.0	19.0
3791	11461.0	804.0
100873442	0.0	0.0
3792	6.0	249.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	13.0	20.0
1131	442.0	1283.0
1130	2093.0	830.0
100861476	0.0	0.0
1129	184.0	1.0
1128	682.0	52.0
1124	697.0	204.0
1123	2247.0	486.0
1122	934.0	836.0
100861470	0.0	0.0
3784	5857.0	1865.0
100873446	0.0	0.0
3785	2.0	0.0
100873445	0.0	2.0
3786	731.0	21.0
100873444	0.0	0.0
3787	160.0	16.0
100873443	0.0	0.0
3788	12.0	32.0
100873449	0.0	2.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	97.0	41.0
100128618	0.0	0.0
728597	2.0	0.0
100128617	11.0	11.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	3.0	100.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	16.0	913.0
285634	1.0	4.0
1142	0.0	0.0
1141	14.0	141.0
285636	2069.0	2484.0
1140	496.0	205.0
728599	1.0	1.0
1139	12.0	340.0
1138	28.0	540.0
1137	2.0	1.0
100861485	0.0	0.0
1136	16.0	207.0
1135	67.0	2.0
1134	11.0	7.0
1133	8.0	17.0
3795	463.0	357.0
100873479	5.0	5.0
3796	870.0	2040.0
100873478	0.0	0.0
3797	1356.0	969.0
100873477	1.0	0.0
3798	8.0	6.0
100873476	0.0	0.0
3799	13284.0	11081.0
100873460	0.0	0.0
728586	18.0	31.0
285641	2.0	3.0
100873464	1.0	0.0
100873463	0.0	0.0
100873462	2.0	1.0
285643	1.0	4.0
100128603	1.0	0.0
100873461	0.0	0.0
1154	4210.0	727.0
1153	26575.0	10649.0
1152	9299.0	10917.0
285647	10.0	45.0
728589	4.0	11.0
728588	0.0	0.0
1149	3.0	8.0
1147	1665.0	3430.0
1146	1.0	3.0
1145	60.0	19.0
1144	1.0	1.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	1.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	1000.0	5764.0
1163	452.0	5859.0
285659	0.0	0.0
1161	240.0	502.0
1160	109.0	16.0
1159	7.0	1689.0
1158	4.0	11.0
1157	0.0	0.0
1155	3781.0	5181.0
550643	1933.0	3102.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2132.0	2745.0
1175	4234.0	12343.0
285668	3.0	2.0
1174	2010.0	6053.0
1173	24421.0	110302.0
550631	153.0	171.0
100873489	0.0	0.0
283014	5.0	7.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	6.0	5.0
1186	4350.0	4749.0
1185	2123.0	315.0
1184	936.0	1701.0
1183	1403.0	516.0
1182	4580.0	4767.0
1181	308.0	2311.0
440375	54.0	58.0
1180	2.0	34.0
1179	0.0	0.0
1178	6.0	10.0
283089	25.0	9.0
85495	0.0	0.0
85480	197.0	205.0
283080	1.0	4.0
1198	3362.0	2968.0
1197	0.0	1.0
1196	1662.0	1359.0
1195	3439.0	2233.0
440366	0.0	0.0
1193	4149.0	1164.0
1192	21176.0	30202.0
1191	42805.0	13849.0
1188	89.0	15.0
283078	31.0	176.0
85486	6.0	16.0
128615	0.0	0.0
85481	0.0	0.0
128611	176.0	26.0
440396	41.0	72.0
128609	0.0	0.0
128602	51.0	1682.0
440387	9.0	0.0
128674	0.0	0.0
128676	1.0	0.0
114026	0.0	0.0
100861402	1.0	6.0
126014	1438.0	112.0
440335	890.0	890.0
100128690	0.0	0.0
114034	1011.0	1137.0
126006	25.0	7.0
114036	69.0	13.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	52.0	83.0
100861412	0.0	0.0
105180390	1.0	2.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	1.0	1.0
100128678	0.0	21.0
100861429	0.0	0.0
128653	0.0	1.0
200728	230.0	590.0
440356	2.0	42.0
440354	57.0	124.0
440352	2.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	12.0	6.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	2.0	22.0
100873410	0.0	0.0
100873417	3.0	1.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	74.0	75.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	51.0	68.0
200734	3447.0	3241.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	3.0	3.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	38.0	11.0
100873402	0.0	0.0
100873401	1.0	0.0
100873400	1.0	0.0
100128665	0.0	0.0
128637	4453.0	4291.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	1.0
645443	5.0	3.0
165530	76.0	12.0
85409	1089.0	266.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	0.0	413.0
106481383	0.0	3.0
85417	58.0	46.0
106481384	0.0	0.0
103106903	2.0	0.0
85414	1499.0	437.0
106481389	0.0	0.0
85415	696.0	708.0
106481387	0.0	0.0
85413	10.0	44.0
106481388	0.0	1.0
645436	0.0	0.0
106481381	1.0	0.0
106481382	0.0	0.0
10	13.0	10.0
106481380	0.0	0.0
11	0.0	1.0
403341	860.0	1108.0
12	12.0	18.0
13	559.0	2000.0
14	7287.0	10539.0
15	2.0	9.0
16	8688.0	21238.0
645455	7.0	4.0
18	734.0	2281.0
19	4254.0	5523.0
128580	11.0	9.0
85407	1592.0	90.0
106481396	0.0	0.0
106481397	1.0	0.0
106481394	0.0	0.0
85406	1684.0	2184.0
106481395	0.0	0.0
85403	2296.0	2138.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	2673.0	874.0
106481390	0.0	0.0
21	148367.0	116.0
106481391	0.0	0.0
22	1122.0	2002.0
153571	1391.0	203.0
153572	5052.0	368.0
23	5790.0	6206.0
24	224.0	74.0
25	6360.0	4363.0
26	50.0	116.0
27	1776.0	1161.0
28	3464.0	2131.0
29	10486.0	2695.0
153579	2957.0	76.0
728615	0.0	0.0
728614	0.0	0.0
200765	240.0	735.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	46.0	24.0
102466518	1.0	0.0
102466516	3.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	1.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	1142.0	1539.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2287.0	5290.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	395.0	90.0
106481366	0.0	0.0
30	4729.0	2442.0
106481360	0.0	0.0
31	8346.0	8180.0
32	2065.0	355.0
33	1412.0	56.0
34	2743.0	1330.0
35	2607.0	1118.0
153562	2495.0	1995.0
36	2827.0	1887.0
37	13210.0	7964.0
38	5656.0	3437.0
440307	8.0	11.0
39	2286.0	6204.0
165545	4.0	826.0
106481369	0.0	0.0
728606	2.0	11.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	1.0	0.0
106481378	1.0	1.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	10.0	3.0
106481370	0.0	0.0
41	81.0	1360.0
106481371	0.0	0.0
43	251.0	21.0
645486	0.0	0.0
47	9282.0	15567.0
48	3945.0	2246.0
49	64.0	13.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	3.0	8.0
