id	631f56be-6fde-4e67-8ce1-83f01325d489	47190c04-2d8f-4b9b-b0a7-b3ae9b6c26b2
1070	1075.0	571.0
1069	4200.0	3057.0
1068	0.0	0.0
85369	4441.0	1565.0
85366	30.0	14.0
85364	2949.0	1487.0
85365	4715.0	2167.0
85363	3223.0	640.0
85360	3073.0	1055.0
1080	6612.0	26.0
85391	15.0	46.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	499.0	14.0
153733	558.0	177.0
1087	20.0	235.0
1086	0.0	0.0
440279	12.0	0.0
1085	0.0	0.0
1084	380.0	2.0
440278	226.0	131.0
1082	0.0	0.0
403294	0.0	0.0
440275	8157.0	4844.0
1081	5.0	1.0
85397	19.0	3.0
85395	815.0	501.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	1.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	1.0	0.0
440270	4195.0	1908.0
1089	289.0	14.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	63.0	413.0
285598	1201.0	1744.0
126133	6585.0	2858.0
128790	0.0	0.0
126129	420.0	659.0
126123	11.0	3.0
442862	0.0	0.0
126119	2384.0	938.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	3.0	0.0
128774	0.0	0.0
442893	1.0	0.0
442894	0.0	0.0
442895	0.0	1.0
114131	32.0	0.0
442896	0.0	0.0
114132	1083.0	6.0
442897	0.0	0.0
442898	13.0	1.0
114134	1206.0	416.0
442899	0.0	0.0
100128790	0.0	0.0
128760	9.0	4.0
100128788	117.0	85.0
100128787	1.0	0.0
440225	0.0	0.0
440224	0.0	0.0
442890	0.0	0.0
442891	2.0	1.0
442892	2.0	1.0
128756	0.0	0.0
100128782	355.0	150.0
100128781	8.0	1.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	6.0	0.0
403234	0.0	0.0
403235	2.0	1.0
403236	0.0	0.0
63982	55.0	10.0
102466616	0.0	0.0
126052	0.0	0.0
151009	68.0	65.0
403227	0.0	0.0
403228	0.0	0.0
138046	0.0	1.0
645558	0.0	0.0
403229	0.0	3.0
645573	3.0	0.0
645572	0.0	0.0
645571	28.0	4.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	1538.0	358.0
107131122	0.0	1.0
138050	14339.0	3595.0
403219	1.0	0.0
151011	6786.0	6306.0
645587	3.0	0.0
165679	60.0	2822.0
126037	65.0	9.0
114049	6866.0	5454.0
106481479	2.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	1.0	0.0
106481482	0.0	0.0
106481483	1.0	0.0
85315	2223.0	350.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	3941.0	1395.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	363.0	181.0
100033820	0.0	0.0
106481480	2.0	1.0
106481481	0.0	0.0
138065	36.0	14.0
645598	1.0	0.0
163007	17.0	2.0
114038	8.0	2.0
645591	86.0	0.0
106481495	2.0	1.0
114041	8.0	121.0
106481496	0.0	0.0
114042	9.0	1.0
106481493	0.0	0.0
114043	244.0	108.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	475.0	304.0
126017	607.0	244.0
106481497	6.0	6.0
106481498	0.0	0.0
85303	0.0	0.0
85300	3.0	2.0
85301	4762.0	4137.0
106481491	1.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	3.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	2166.0	346.0
106481459	0.0	0.0
26994	11101.0	3776.0
106481457	9.0	11.0
26995	2662.0	2561.0
106481458	0.0	0.0
403271	0.0	0.0
26998	10.0	1026.0
403272	0.0	0.0
102466659	1.0	0.0
26999	8887.0	313.0
403273	0.0	0.0
102466658	0.0	1.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	2.0	2.0
106481460	6.0	4.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	6066.0	2495.0
106481467	0.0	0.0
106481464	1.0	1.0
106481465	1.0	0.0
104310351	1.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	1.0	0.0
138009	0.0	1.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	1.0	0.0
106481471	0.0	0.0
85329	111.0	1.0
106481472	0.0	0.0
106481477	5.0	0.0
106481478	1.0	1.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	9.0	17.0
106481470	3.0	1.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	1451.0	579.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	11.0	4.0
106481437	0.0	0.0
26974	104.0	38.0
153657	57.0	35.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	2787.0	3491.0
165631	2275.0	57.0
106481436	1.0	1.0
26978	54.0	16.0
126075	2185.0	360.0
106481439	0.0	0.0
403250	0.0	0.0
126074	307.0	141.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	3566.0	2593.0
106481444	13.0	2.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	10152.0	1590.0
85354	0.0	0.0
85352	213.0	119.0
403241	0.0	0.0
344462	7.0	1.0
403244	0.0	0.0
403245	0.0	0.0
153642	692.0	223.0
153643	270.0	4.0
403247	0.0	0.0
403248	0.0	0.0
26985	5791.0	2487.0
106481448	0.0	0.0
26986	111369.0	97487.0
126069	207.0	17.0
106481449	0.0	0.0
126068	521.0	150.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1508.0	1240.0
106481447	1.0	0.0
106481451	4.0	0.0
106481452	4.0	1.0
106481450	3.0	1.0
114088	80.0	1489.0
106481455	0.0	1.0
85349	708.0	3.0
106481456	5.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	18.0	5.0
106481454	5.0	3.0
403238	0.0	0.0
85344	1.0	0.0
403239	0.0	0.0
85345	0.0	0.0
85343	1.0	0.0
344454	2.0	0.0
85340	0.0	1.0
100873394	0.0	1.0
100873393	2.0	2.0
100873392	6.0	6.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	3.0	0.0
63901	5763.0	1733.0
100873390	0.0	1.0
728556	108.0	89.0
106481419	1.0	0.0
100128817	0.0	0.0
728558	235.0	69.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	642.0	381.0
106481423	0.0	1.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	3.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	2.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	384.0	57.0
100873384	0.0	0.0
285601	123.0	3.0
106481426	1.0	0.0
106481427	3.0	0.0
222005	5.0	3.0
63910	3145.0	517.0
106481424	2.0	0.0
106481425	0.0	0.0
285605	894.0	301.0
222008	0.0	0.0
106481428	0.0	1.0
106481429	1.0	0.0
63905	5021.0	2987.0
63904	0.0	0.0
106481430	6.0	3.0
163071	41.0	156.0
63906	1649.0	426.0
106481433	0.0	0.0
63908	1373.0	1227.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	4.0	10.0
285613	291.0	258.0
63920	388.0	231.0
63923	161.0	168.0
63922	1287.0	2480.0
728577	37.0	1.0
63925	5201.0	1599.0
63924	12.0	2.0
63916	7600.0	2539.0
63917	6623.0	3023.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	5.0	1.0
728564	0.0	13.0
285622	1.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	2376.0	1805.0
106481402	0.0	1.0
63931	2220.0	1225.0
106481403	2.0	0.0
63934	234.0	117.0
728567	3.0	0.0
106481408	0.0	1.0
163088	6.0	5.0
63933	3900.0	1541.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	7053.0	3350.0
163087	971.0	406.0
728568	446.0	475.0
106481407	23.0	16.0
3704	3285.0	2013.0
3705	14646.0	4258.0
63926	1258.0	708.0
3706	45.0	229.0
63929	1979.0	1670.0
3707	10696.0	8704.0
63928	94.0	982.0
3708	8137.0	352.0
106481411	1.0	1.0
3709	6382.0	1722.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	207.0	22.0
3702	3457.0	27.0
3703	14672.0	9256.0
645506	0.0	0.0
151050	2914.0	436.0
645520	0.0	0.0
63941	5321.0	1328.0
63940	11176.0	357.0
63943	473.0	215.0
728517	2.0	0.0
163033	958.0	458.0
258010	2305.0	299.0
63947	0.0	0.0
63946	2.0	0.0
728513	13.0	9.0
100033803	0.0	0.0
3716	25933.0	5704.0
100033804	0.0	0.0
3717	2865.0	497.0
100033805	0.0	0.0
3718	5124.0	680.0
63939	1165.0	1586.0
100033806	0.0	0.0
100190799	26.0	6.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	160.0	47.0
3710	23292.0	13391.0
3712	9814.0	3960.0
3713	76.0	2822.0
3714	4156.0	6953.0
63950	7.0	103.0
728505	0.0	0.0
63951	232.0	0.0
100033807	0.0	0.0
728501	58.0	25.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	127553.0	7908.0
100033814	0.0	0.0
3727	50366.0	2849.0
63948	1.0	0.0
100033815	0.0	0.0
222052	10.0	0.0
3728	26111.0	83211.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	3718.0	3275.0
151056	768.0	322.0
3725	117191.0	2329.0
645528	10.0	0.0
728532	79.0	16.0
163059	334.0	72.0
728538	7.0	2.0
728537	378.0	79.0
63967	173.0	602.0
3737	72.0	1.0
3738	2072.0	7.0
3739	68.0	227.0
645538	0.0	0.0
3730	7055.0	1092.0
3732	14031.0	4816.0
3734	90.0	0.0
3735	11022.0	4632.0
3736	9.0	5.0
63970	34.0	41.0
3750	772.0	282.0
63971	8241.0	4198.0
63974	0.0	0.0
163049	3129.0	1353.0
63973	0.0	0.0
63976	2533.0	84.0
222068	11124.0	5407.0
63978	0.0	0.0
63977	1527.0	820.0
63979	728.0	1897.0
728524	0.0	0.0
3748	2003.0	763.0
163051	37.0	14.0
3749	2003.0	374.0
163050	92.0	42.0
3741	584.0	1.0
645548	13.0	21.0
3743	12.0	41.0
3744	43.0	0.0
3745	157.0	3.0
3746	10.0	4.0
3747	1.0	2.0
285671	814.0	157.0
285672	2338.0	1325.0
100873431	2.0	0.0
100873430	8.0	0.0
3760	11.0	0.0
285676	103.0	17.0
3761	2.0	5.0
100128657	0.0	2.0
285679	4.0	4.0
100861449	3.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	1707.0	692.0
283008	1.0	0.0
3751	340.0	188.0
100873435	1.0	0.0
3752	1586.0	358.0
100873434	0.0	0.0
3753	760.0	11.0
100873433	0.0	0.0
3754	35.0	77.0
100873432	0.0	0.0
3755	23.0	290.0
100873439	0.0	0.0
3756	18.0	142.0
100873438	0.0	0.0
3757	675.0	227.0
100873437	0.0	0.0
3758	39.0	9.0
100873436	0.0	0.0
100873420	10.0	2.0
3770	205.0	189.0
3772	12016.0	1171.0
100861458	2.0	1.0
100861453	86.0	60.0
100861455	0.0	0.0
1107	25785.0	18548.0
1106	17781.0	5941.0
1105	6461.0	2071.0
1104	2621.0	2348.0
100873429	0.0	0.0
1103	1.0	0.0
1102	2895.0	540.0
1101	211.0	55.0
3762	4761.0	59.0
100873424	0.0	0.0
3763	18.0	25.0
100128640	126.0	91.0
100873423	0.0	0.0
3764	3479.0	289.0
100873422	0.0	0.0
3765	4.0	2.0
100873421	1.0	2.0
3766	60.0	13.0
100873428	0.0	0.0
3767	418.0	63.0
100873427	0.0	0.0
3768	702.0	70.0
1109	7.0	47.0
100873426	4.0	2.0
1108	28655.0	16784.0
3769	22.0	1.0
100873425	8.0	1.0
100128637	5.0	1.0
100128639	2.0	0.0
3780	21.0	102.0
100873453	0.0	0.0
3781	84.0	12.0
100873452	0.0	0.0
3782	2197.0	815.0
100873451	0.0	0.0
3783	1091.0	293.0
100873450	0.0	0.0
1121	2324.0	1532.0
100861468	0.0	0.0
1120	846.0	437.0
100861469	1.0	0.0
1118	13308.0	810.0
1117	18793.0	44.0
1116	11032.0	1361.0
1114	20.0	340.0
1113	37.0	610.0
1112	10143.0	5078.0
1111	380.0	1564.0
3773	39.0	3.0
100873457	12.0	0.0
100873456	1.0	0.0
3775	2638.0	4778.0
100873455	0.0	0.0
3776	41.0	180.0
100873454	0.0	0.0
3777	8429.0	23.0
3778	3491.0	198.0
3779	977.0	81.0
100873459	0.0	1.0
1119	3535.0	728.0
100128627	1.0	4.0
100128626	1.0	0.0
3790	3819.0	1362.0
100128628	31.0	12.0
3791	8372.0	686.0
100873442	0.0	0.0
3792	183.0	7.0
100873441	0.0	1.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	32.0	19.0
1131	342.0	803.0
1130	4784.0	2019.0
100861476	2.0	1.0
1129	71.0	3.0
1128	136.0	4.0
1124	1328.0	86.0
1123	2142.0	1496.0
1122	1446.0	575.0
100861470	0.0	0.0
3784	11384.0	177.0
100873446	0.0	0.0
3785	2.0	7.0
100873445	0.0	0.0
3786	1880.0	487.0
100873444	0.0	0.0
3787	157.0	9.0
100873443	0.0	0.0
3788	148.0	3.0
100873449	5.0	4.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	409.0	35.0
100128618	5.0	0.0
728597	0.0	2.0
100128617	52.0	2.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	25.0	53.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	8.0	249.0
285634	15.0	6.0
1142	0.0	0.0
1141	25.0	87.0
285636	3412.0	4524.0
1140	769.0	236.0
728599	5.0	0.0
1139	39.0	7.0
1138	58.0	227.0
1137	6.0	6.0
100861485	0.0	0.0
1136	154.0	44.0
1135	62.0	3.0
1134	422.0	27.0
1133	32.0	22.0
3795	676.0	294.0
100873479	17.0	2.0
3796	2097.0	1601.0
100873478	0.0	0.0
3797	1501.0	3387.0
100873477	1.0	5.0
3798	57.0	159.0
100873476	0.0	0.0
3799	18248.0	10372.0
100873460	0.0	0.0
728586	28.0	8.0
285641	9.0	1.0
100873464	15.0	4.0
100873463	7.0	0.0
100873462	9.0	2.0
285643	2.0	8.0
100128603	5.0	0.0
100873461	0.0	0.0
1154	12566.0	325.0
1153	31887.0	8133.0
1152	7605.0	2689.0
285647	43.0	31.0
728589	57.0	22.0
728588	0.0	0.0
1149	2.0	8.0
1147	3392.0	1317.0
1146	7.0	5.0
1145	116.0	28.0
1144	5.0	1.0
100873468	0.0	0.0
100873467	7.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	1.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	2.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	5.0	0.0
100873494	0.0	0.0
1164	946.0	2491.0
1163	780.0	2312.0
285659	0.0	0.0
1161	616.0	294.0
1160	368.0	19.0
1159	33.0	479.0
1158	33.0	7.0
1157	0.0	0.0
1155	5210.0	2484.0
550643	2856.0	1844.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	1.0	0.0
100873482	1.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	2.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	3795.0	1382.0
1175	8522.0	3328.0
285668	52.0	0.0
1174	2642.0	2640.0
1173	39613.0	23545.0
550631	487.0	139.0
100873489	0.0	0.0
283014	22.0	1.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	60.0	16.0
1186	10744.0	4482.0
1185	4733.0	1218.0
1184	1847.0	1187.0
1183	2603.0	104.0
1182	7460.0	4860.0
1181	657.0	947.0
440375	113.0	42.0
1180	7.0	8.0
1179	1.0	0.0
1178	108.0	10.0
283089	33.0	9.0
85495	0.0	0.0
85480	112.0	97.0
283080	0.0	0.0
1198	7800.0	3355.0
1197	9.0	0.0
1196	5333.0	3350.0
1195	12925.0	2152.0
440366	2.0	3.0
1193	4603.0	115.0
1192	38880.0	9813.0
1191	37639.0	5528.0
1188	62.0	13.0
283078	84.0	46.0
85486	31.0	3.0
128615	0.0	0.0
85481	0.0	0.0
128611	993.0	7.0
440396	158.0	155.0
128609	0.0	0.0
128602	1193.0	2.0
440387	8.0	0.0
128674	1.0	0.0
128676	8.0	0.0
114026	0.0	0.0
100861402	6.0	0.0
126014	6412.0	86.0
440335	804.0	26.0
100128690	0.0	0.0
114034	1470.0	248.0
126006	125.0	43.0
114036	85.0	8.0
100128696	0.0	0.0
100128688	1.0	6.0
126003	110.0	62.0
100861412	0.0	0.0
105180390	8.0	1.0
100128685	0.0	0.0
100128681	0.0	1.0
105180391	0.0	0.0
100128682	7.0	2.0
100128678	6.0	2.0
100861429	0.0	0.0
128653	2.0	4.0
200728	243.0	877.0
440356	12.0	71.0
440354	212.0	81.0
440352	13.0	0.0
100873419	0.0	0.0
100873418	0.0	1.0
100873413	0.0	0.0
128646	83.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	23.0	13.0
100873410	0.0	0.0
100873417	10.0	7.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	405.0	37.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	463.0	210.0
200734	8139.0	3582.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	7.0	2.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	67.0	3.0
100873402	0.0	0.0
100873401	2.0	3.0
100873400	2.0	0.0
100128665	0.0	0.0
128637	7476.0	4579.0
100873406	0.0	0.0
100873405	3.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	31.0	1.0
165530	125.0	33.0
85409	7629.0	1324.0
106481385	2.0	0.0
106481386	0.0	4.0
85416	6.0	264.0
106481383	12.0	10.0
85417	79.0	28.0
106481384	0.0	0.0
103106903	2.0	0.0
85414	2302.0	384.0
106481389	0.0	0.0
85415	959.0	255.0
106481387	0.0	0.0
85413	47.0	5.0
106481388	2.0	1.0
645436	2.0	0.0
106481381	24.0	0.0
106481382	0.0	0.0
10	6.0	0.0
106481380	0.0	0.0
11	0.0	0.0
403341	2313.0	1203.0
12	218.0	11.0
13	95.0	1241.0
14	11814.0	4625.0
15	64.0	26.0
16	13870.0	7603.0
645455	28.0	13.0
18	1942.0	431.0
19	7505.0	6086.0
128580	6.0	4.0
85407	1759.0	148.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	3030.0	1101.0
106481395	0.0	0.0
85403	4673.0	1460.0
106481398	0.0	0.0
106481399	0.0	1.0
403339	0.0	0.0
106481392	1.0	0.0
106481393	0.0	1.0
20	8137.0	4744.0
106481390	0.0	0.0
21	140386.0	715.0
106481391	0.0	0.0
22	2011.0	1406.0
153571	1244.0	370.0
153572	2941.0	799.0
23	10789.0	4215.0
24	277.0	780.0
25	18538.0	7242.0
26	161.0	113.0
27	7109.0	2716.0
28	3559.0	244.0
29	28094.0	6684.0
153579	8302.0	9.0
728615	6.0	1.0
728614	0.0	0.0
200765	272.0	280.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	84.0	15.0
102466518	8.0	0.0
102466516	13.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	1.0	0.0
85439	1049.0	5710.0
106481362	0.0	0.0
106481367	1.0	0.0
85437	2895.0	3611.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	823.0	330.0
106481366	0.0	0.0
30	7003.0	1688.0
106481360	0.0	0.0
31	11088.0	7940.0
32	6454.0	470.0
33	2073.0	16.0
34	3902.0	1320.0
35	4034.0	725.0
153562	1980.0	1002.0
36	4652.0	778.0
37	40256.0	13178.0
38	5270.0	1697.0
440307	50.0	16.0
39	3131.0	2558.0
165545	68.0	199.0
106481369	0.0	0.0
728606	1.0	0.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	7.0	0.0
106481378	2.0	4.0
106481379	0.0	0.0
106481376	2.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	19.0	1.0
106481370	0.0	0.0
41	384.0	770.0
106481371	0.0	0.0
43	428.0	84.0
645486	0.0	0.0
47	16012.0	15036.0
48	10561.0	2334.0
49	50.0	9.0
106481338	0.0	0.0
106481339	1.0	2.0
106481336	0.0	0.0
106481337	0.0	1.0
