id	da7e58d4-34e4-4809-95d1-becd983d1da4	b2a41a93-9530-49b8-964d-d58df94fef9f
283807	24.0	28.0
653194	0.0	0.0
83598	2.0	0.0
83597	1.0	3.0
653199	33.0	15.0
83594	1109.0	535.0
83593	4168.0	3152.0
83596	268.0	452.0
83595	2031.0	714.0
83590	779.0	956.0
653190	144.0	36.0
653192	0.0	0.0
83592	60.0	54.0
83591	461.0	594.0
1909	3805.0	835.0
100420689	0.0	1.0
1908	184.0	3.0
161291	3703.0	6927.0
653188	0.0	0.0
653189	32.0	181.0
1907	94.0	79.0
1906	3525.0	3017.0
197258	773.0	452.0
1903	1250.0	717.0
197259	1076.0	475.0
1902	1524.0	363.0
1901	6377.0	1370.0
100420681	0.0	0.0
197257	394.0	87.0
449491	1.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	14624.0	2440.0
1917	42.0	64.0
1915	262632.0	474786.0
1912	5068.0	5194.0
1911	528.0	797.0
101929202	2.0	0.0
101929203	7.0	5.0
199899	0.0	18.0
148281	0.0	25.0
219287	0.0	7.0
161253	15.0	36.0
219285	3617.0	1610.0
283849	270.0	129.0
283848	176.0	77.0
1932	2.0	11.0
283847	2.0	6.0
256227	21.0	199.0
256223	0.0	0.0
1939	2673.0	2400.0
1938	74134.0	160445.0
1937	5.0	26.0
1936	3592.0	4127.0
1934	6.0	31.0
1933	10602.0	32318.0
161247	14.0	17.0
219293	445.0	114.0
1943	0.0	17.0
1942	8550.0	5313.0
256236	739.0	313.0
1949	256.0	572.0
199870	953.0	1413.0
1948	9859.0	6946.0
1947	2860.0	4067.0
1946	1106.0	469.0
1945	216.0	670.0
1944	27.0	204.0
161271	0.0	0.0
1954	1680.0	2906.0
1953	1818.0	696.0
1952	929.0	4668.0
1951	77.0	343.0
1950	108.0	280.0
283820	566.0	1978.0
1959	1273.0	794.0
1958	19143.0	23665.0
1956	8795.0	14939.0
1955	6209.0	3674.0
1965	3224.0	7908.0
1964	5285.0	5066.0
199857	450.0	346.0
1962	811.0	5531.0
1961	7.0	12.0
1960	4778.0	374.0
220296	5.0	0.0
1969	1903.0	2667.0
1968	9691.0	19076.0
1967	2227.0	3152.0
114904	327.0	1020.0
114905	1551.0	203.0
114907	956.0	3225.0
114908	16740.0	31371.0
340094	0.0	0.0
643783	103.0	89.0
114900	12.0	8.0
653108	0.0	0.0
401450	0.0	4.0
114902	0.0	0.0
1975	20657.0	25710.0
1974	23586.0	107217.0
1973	393.0	495.0
283888	1.0	2.0
401447	0.0	4.0
653113	59.0	137.0
1979	14027.0	12449.0
1978	548.0	2626.0
1977	1433.0	1713.0
643790	4.0	10.0
1990	0.0	0.0
256281	539.0	545.0
1987	0.0	2.0
1986	1.0	6.0
1984	8605.0	23122.0
1983	13913.0	24907.0
1982	58515.0	96589.0
283876	129.0	59.0
1981	12012.0	58492.0
1980	18.0	21.0
283871	508.0	635.0
283870	74.0	57.0
105375616	0.0	0.0
340075	312.0	120.0
340073	0.0	1.0
653125	6.0	1.0
401431	39.0	60.0
83528	3.0	8.0
1998	2299.0	2477.0
1997	5163.0	5893.0
283869	1.0	30.0
1996	8.0	19.0
401428	0.0	0.0
83538	136.0	58.0
1995	1.0	9.0
401427	9.0	7.0
283867	27.0	11.0
1994	2951.0	7456.0
1993	17.0	13.0
1992	7880.0	5367.0
1991	7.0	2.0
283860	2.0	13.0
83530	8.0	20.0
340069	2.0	0.0
1999	3183.0	8536.0
105375606	1.0	3.0
340061	5820.0	3114.0
653115	31.0	124.0
653121	832.0	1256.0
653122	65.0	129.0
283854	0.0	1.0
653123	0.0	0.0
401491	48.0	31.0
100124412	0.0	0.0
653147	100.0	41.0
401498	1.0	15.0
653149	0.0	0.0
401497	0.0	0.0
401494	3519.0	667.0
401492	23.0	13.0
83550	0.0	1.0
83552	0.0	0.0
83551	0.0	0.0
114932	3312.0	2706.0
83539	125.0	1048.0
83547	687.0	192.0
83546	0.0	1.0
653140	7.0	6.0
83549	1240.0	1080.0
83548	1853.0	1388.0
83543	1604.0	2589.0
653145	1345.0	4579.0
83544	1534.0	766.0
83541	671.0	1747.0
83540	37.0	1627.0
126917	780.0	1703.0
340037	3.0	25.0
114926	1323.0	2031.0
114928	909.0	724.0
339044	0.0	1.0
256297	1.0	0.0
401474	1618.0	1841.0
653174	0.0	0.0
653175	1.0	2.0
340024	0.0	0.0
114915	773.0	458.0
401466	844.0	1127.0
653162	32.0	30.0
653163	0.0	1.0
283899	1154.0	847.0
653166	0.0	0.0
283897	560.0	250.0
339145	91.0	23.0
391723	58.0	1.0
391722	4.0	2.0
10778	1659.0	1475.0
10777	1.0	1.0
10772	4907.0	6281.0
340120	1.0	266.0
10771	7324.0	4687.0
10773	945.0	1171.0
10776	12636.0	12761.0
10775	1020.0	1056.0
10788	1486.0	715.0
391739	0.0	4.0
10781	2181.0	2558.0
10780	502.0	645.0
10783	2195.0	1680.0
10782	1387.0	647.0
10785	204.0	383.0
10787	10230.0	31989.0
10786	14.0	3.0
102606463	5.0	3.0
731308	0.0	1.0
339122	46.0	40.0
339123	1560.0	1166.0
102606462	8.0	11.0
391701	0.0	0.0
391703	0.0	0.0
151827	134.0	63.0
126826	4.0	0.0
643719	16.0	24.0
10755	2131.0	4574.0
151825	0.0	1.0
10758	1832.0	2510.0
126823	113.0	25.0
126820	50.0	38.0
10750	78.0	34.0
10752	567.0	314.0
10751	0.0	0.0
10753	1055.0	321.0
643714	0.0	0.0
138864	1.0	0.0
391712	31.0	9.0
391714	0.0	0.0
114836	332.0	184.0
10767	2103.0	7904.0
10766	5279.0	5437.0
151835	7.0	6.0
10769	3312.0	2658.0
391718	0.0	0.0
10768	7988.0	9269.0
126811	0.0	0.0
643723	6.0	11.0
10761	0.0	0.0
10763	3226.0	1002.0
10762	2877.0	5571.0
10765	3387.0	11099.0
101929179	0.0	1.0
388112	1.0	0.0
339105	24.0	34.0
83707	434.0	1122.0
83706	1730.0	789.0
10734	111.0	185.0
10733	105.0	1282.0
83714	212.0	102.0
10736	55.0	60.0
401648	1.0	4.0
643739	0.0	1.0
10735	7569.0	12816.0
401647	154.0	334.0
10738	4.0	2.0
401646	0.0	0.0
10737	10.0	54.0
10739	2.0	10.0
376132	0.0	0.0
10730	7211.0	19211.0
101929184	17.0	3.0
10732	501.0	826.0
138804	0.0	0.0
138805	0.0	3.0
138802	0.0	0.0
138803	0.0	2.0
643751	35.0	18.0
124221	35.0	14.0
124222	256.0	903.0
114897	1906.0	385.0
114898	218.0	36.0
124220	37.0	20.0
114899	448.0	288.0
391777	17.0	35.0
10745	748.0	802.0
56104	68.0	17.0
83700	2282.0	807.0
401638	1.0	1.0
10744	2.0	0.0
56105	84.0	12.0
10747	127.0	38.0
401637	0.0	5.0
56106	274.0	71.0
10746	4626.0	7738.0
56107	174.0	55.0
10749	11289.0	4710.0
56100	174.0	34.0
401634	0.0	0.0
10748	111.0	91.0
56101	300.0	54.0
56102	43.0	11.0
56103	141.0	25.0
643744	3.0	3.0
10741	1893.0	1843.0
56108	77.0	17.0
10740	13.0	15.0
643749	116.0	142.0
56109	226.0	57.0
10743	1437.0	1371.0
342732	2.0	4.0
10742	2309.0	479.0
101929198	16.0	23.0
101929196	1.0	7.0
100420811	0.0	0.0
114884	1045.0	771.0
317774	0.0	0.0
114885	2579.0	2673.0
401630	0.0	0.0
317772	1.0	2.0
100419821	0.0	1.0
56110	134.0	24.0
317778	0.0	0.0
83729	11.0	33.0
317775	0.0	5.0
83734	362.0	454.0
10712	1023.0	2972.0
83733	68.0	66.0
10714	1137.0	2152.0
126868	25.0	92.0
317769	0.0	0.0
100419829	0.0	0.0
10713	2297.0	9881.0
317768	0.0	0.0
10716	1.0	2.0
100419827	0.0	0.0
56111	109.0	25.0
10715	2.0	14.0
56112	85.0	13.0
56113	198.0	37.0
83732	904.0	1960.0
10718	78.0	29.0
10717	725.0	806.0
56114	31.0	22.0
388125	73.0	19.0
401629	0.0	0.0
317781	942.0	842.0
388122	1.0	1.0
83719	3136.0	1429.0
56120	4.0	2.0
56121	384.0	121.0
114876	3211.0	3543.0
388121	637.0	147.0
83716	5891.0	1239.0
83715	11.0	331.0
114879	897.0	1371.0
100420829	0.0	0.0
10723	2671.0	5384.0
56126	145.0	146.0
83723	0.0	5.0
126859	4.0	5.0
56127	118.0	92.0
10725	3796.0	2235.0
56128	58.0	25.0
56129	215.0	52.0
10724	9408.0	12926.0
114880	479.0	404.0
56122	278.0	2709.0
388115	1261.0	253.0
401613	3.0	0.0
114881	735.0	378.0
10726	2525.0	2818.0
56123	113.0	48.0
401612	149.0	103.0
114882	5274.0	6431.0
56124	169.0	52.0
10728	12711.0	25740.0
114883	7188.0	7784.0
56125	124.0	167.0
643766	0.0	0.0
10721	26.0	1762.0
10720	0.0	1.0
100420830	1.0	0.0
136259	16.0	47.0
100420834	0.0	0.0
317751	15.0	20.0
124274	0.0	1.0
388152	48.0	39.0
317754	0.0	0.0
317753	0.0	0.0
317749	504.0	771.0
342705	0.0	1.0
151888	43.0	27.0
151887	18110.0	6659.0
136263	1.0	0.0
100420841	0.0	0.0
101929145	393.0	430.0
100420843	0.0	6.0
100293090	91.0	104.0
148254	391.0	442.0
317762	1772.0	2140.0
317761	2.0	6.0
100419854	0.0	0.0
317760	13.0	71.0
317767	3.0	0.0
100271715	51.0	15.0
148252	194.0	901.0
100271722	191.0	245.0
199834	0.0	0.0
388135	415.0	180.0
101929152	33.0	16.0
100420854	0.0	0.0
222950	30.0	50.0
100419867	1.0	2.0
148266	352.0	563.0
100419868	1.0	1.0
148268	506.0	619.0
100419866	3.0	1.0
100420859	0.0	0.0
124245	1431.0	1774.0
317729	3.0	1.0
136288	27.0	16.0
199800	60.0	41.0
101930150	0.0	0.0
163882	2166.0	2233.0
388165	81.0	73.0
100419873	0.0	0.0
100271700	68.0	127.0
100271703	0.0	0.0
100271702	12.0	0.0
100420875	0.0	1.0
100420877	0.0	0.0
388199	0.0	0.0
22794	5984.0	13297.0
22795	686.0	445.0
22796	1418.0	1871.0
22797	1133.0	683.0
22798	30.0	13.0
317705	0.0	2.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	4.0	10.0
100420881	0.0	0.0
388181	1.0	1.0
100419893	2.0	1.0
222967	8.0	11.0
219333	5078.0	2797.0
136227	20.0	247.0
222962	84.0	751.0
148213	254.0	296.0
388182	39.0	107.0
100419895	0.0	0.0
317716	0.0	0.0
148203	276.0	105.0
317719	10.0	5.0
148206	570.0	2125.0
163859	1660.0	2121.0
101929110	1.0	92.0
101929111	0.0	1.0
219348	892.0	112.0
219347	60.0	215.0
100420898	4.0	3.0
148223	666.0	891.0
10799	95.0	469.0
136242	3.0	5.0
10791	2243.0	691.0
10794	85.0	108.0
10793	269.0	482.0
10795	1467.0	370.0
10798	0.0	0.0
10797	922.0	11545.0
101929121	0.0	0.0
101929120	0.0	1.0
101929127	9.0	1.0
317701	0.0	0.0
220323	598.0	472.0
148231	0.0	0.0
148229	132.0	247.0
151877	5.0	24.0
151871	0.0	4.0
93035	4764.0	39.0
161176	1647.0	237.0
56097	21.0	3.0
56098	16.0	17.0
56099	801.0	124.0
93034	16.0	15.0
283927	194.0	188.0
220359	14.0	27.0
653073	1.0	0.0
653075	1.0	0.0
256302	2125.0	794.0
105373144	0.0	55.0
81050	0.0	0.0
199786	38.0	127.0
256309	50.0	126.0
100420792	0.0	0.0
95681	504.0	735.0
283914	0.0	0.0
81047	0.0	0.0
197131	2361.0	1790.0
197135	89.0	56.0
653061	1.0	1.0
93058	349.0	289.0
161198	5785.0	1567.0
283902	6.0	1.0
220382	4.0	139.0
81078	0.0	1.0
81079	0.0	0.0
81075	0.0	3.0
81076	0.0	0.0
100114903	0.0	1.0
199777	684.0	133.0
81061	0.0	0.0
653082	285.0	138.0
81090	0.0	0.0
100271649	0.0	0.0
199746	278.0	202.0
100271655	5.0	41.0
81099	0.0	0.0
100271650	5.0	3.0
199745	206.0	426.0
148170	112.0	33.0
256364	1481.0	1474.0
163786	221.0	1088.0
220388	46.0	7.0
100271639	0.0	0.0
163782	403.0	83.0
100271646	4.0	12.0
283953	0.0	4.0
256355	18.0	11.0
100271644	1.0	0.0
283951	230.0	226.0
256356	1387.0	1648.0
100271643	1.0	3.0
100271640	0.0	1.0
81081	0.0	0.0
161159	0.0	4.0
148189	389.0	229.0
93099	1582.0	2400.0
100271627	2.0	3.0
283948	49.0	14.0
256329	91.0	99.0
100271634	0.0	0.0
100271636	1.0	1.0
100271630	2.0	0.0
100271633	0.0	0.0
100271632	4.0	0.0
199720	9.0	19.0
93082	16.0	18.0
161145	357.0	120.0
100271617	0.0	0.0
100271616	1.0	3.0
161142	3.0	3.0
100271619	0.0	0.0
148198	7.0	1.0
100271618	1.0	0.0
100271624	0.0	0.0
100271623	1.0	0.0
283933	35.0	93.0
100271625	0.0	0.0
93081	222.0	515.0
100271620	2.0	3.0
283932	140.0	111.0
100271622	0.0	1.0
100271621	0.0	0.0
199731	264.0	1122.0
100124332	1.0	2.0
643664	0.0	3.0
256394	1.0	8.0
83637	3933.0	3569.0
83636	1043.0	1146.0
401565	1.0	2.0
401563	33.0	14.0
401562	31.0	8.0
401561	7.0	367.0
283999	0.0	0.0
283994	1.0	5.0
643668	1.0	3.0
283991	1089.0	2873.0
340198	1.0	1.0
643669	6.0	5.0
340192	0.0	0.0
643680	13.0	17.0
197196	1.0	0.0
56033	1.0	451.0
401551	77.0	25.0
83657	51.0	18.0
83656	6.0	4.0
83659	177.0	87.0
283989	817.0	1401.0
83658	4773.0	3206.0
401548	7037.0	3212.0
56034	2000.0	1390.0
283987	1534.0	1276.0
256369	1.0	0.0
401546	1488.0	407.0
83655	0.0	0.0
283985	0.0	118.0
283982	0.0	0.0
283981	32.0	12.0
643677	3.0	5.0
83650	6.0	2.0
197187	127.0	47.0
449520	2.0	2.0
401541	185.0	657.0
401540	0.0	3.0
83639	0.0	28.0
83638	1546.0	1907.0
256380	119.0	43.0
449518	0.0	0.0
83648	2644.0	170.0
401537	2.0	5.0
83647	0.0	0.0
83641	7454.0	3272.0
401535	10.0	2.0
83643	1139.0	8567.0
401533	1.0	1.0
643689	2.0	16.0
283971	2.0	1.0
83640	359.0	624.0
283970	5.0	4.0
114826	773.0	983.0
114827	217.0	115.0
378706	0.0	10.0
378707	0.0	0.0
378708	118.0	118.0
339184	1.0	0.0
339186	1.0	1.0
56052	694.0	588.0
114821	214.0	53.0
114822	219.0	252.0
114823	4803.0	2347.0
114824	5.0	1.0
114825	1460.0	1562.0
643699	171.0	42.0
340168	0.0	0.0
114815	13.0	80.0
114817	0.0	0.0
114818	754.0	360.0
114819	129.0	79.0
339175	765.0	1477.0
56063	371.0	453.0
653017	0.0	0.0
56061	2309.0	6252.0
56062	356.0	60.0
114814	63.0	75.0
83667	822.0	1734.0
83666	4976.0	10127.0
83660	1054.0	896.0
340156	140.0	112.0
83661	230.0	79.0
114804	121.0	107.0
114805	846.0	905.0
340152	51.0	80.0
339168	2.0	0.0
114800	380.0	47.0
114801	548.0	280.0
93010	2794.0	604.0
114803	1752.0	2255.0
83697	7.0	12.0
81034	1393.0	1891.0
81035	7277.0	1755.0
83696	1626.0	1521.0
83699	3360.0	2110.0
81037	6506.0	16055.0
83698	15.0	15.0
401588	189.0	116.0
83693	1487.0	1731.0
81030	75.0	65.0
83692	3915.0	3296.0
81031	877.0	1391.0
83695	796.0	8014.0
81033	72.0	11.0
83694	71.0	83.0
340146	1.0	1.0
83690	436.0	677.0
81027	125.0	11.0
81029	217.0	372.0
653042	0.0	0.0
653045	0.0	0.0
81025	2.0	2.0
401577	110.0	210.0
22877	5670.0	5241.0
22878	2995.0	2585.0
22879	3065.0	2197.0
22870	2440.0	3092.0
22871	123.0	365.0
22872	10413.0	10943.0
22873	889.0	302.0
22874	1313.0	584.0
22875	3653.0	950.0
22876	1107.0	1875.0
10899	3926.0	5721.0
10898	680.0	3566.0
10891	631.0	607.0
136540	0.0	0.0
10890	6708.0	19295.0
10893	1676.0	181.0
10892	2014.0	1819.0
136541	0.0	0.0
10895	3.0	0.0
342426	0.0	4.0
10894	3579.0	682.0
10897	1542.0	3213.0
10896	9.0	13.0
22888	716.0	1304.0
22889	1375.0	3176.0
22880	1393.0	6424.0
124540	2075.0	4770.0
22881	1072.0	1025.0
22882	2253.0	3148.0
22883	8368.0	15620.0
22884	1784.0	1401.0
22885	2869.0	736.0
22887	3928.0	6667.0
342419	0.0	0.0
124538	2.0	0.0
124535	8.0	3.0
148523	75.0	373.0
283598	0.0	0.0
283596	94.0	211.0
283592	88.0	6.0
22856	3026.0	3254.0
161514	0.0	1.0
731424	77.0	10.0
22858	1923.0	3893.0
22859	1587.0	5458.0
22850	1597.0	1694.0
22852	515.0	1145.0
22853	3731.0	6315.0
22854	1085.0	44.0
10877	0.0	2.0
10876	2.0	1.0
100419909	0.0	0.0
10879	0.0	0.0
10878	24.0	119.0
148534	1960.0	727.0
104169670	2.0	1.0
104169671	0.0	12.0
100419903	1.0	4.0
283587	25.0	5.0
10871	399.0	98.0
10870	387.0	183.0
10873	509.0	172.0
10875	3326.0	1468.0
10874	24.0	730.0
22866	549.0	78.0
22868	1609.0	5261.0
22869	807.0	867.0
100309464	0.0	0.0
161502	48.0	20.0
100420901	0.0	0.0
22861	1936.0	1997.0
22862	6118.0	3807.0
22863	1457.0	2010.0
22864	2415.0	3213.0
22865	23.0	6.0
10888	10.0	118.0
56203	57.0	11.0
643609	0.0	0.0
56204	2856.0	2002.0
10887	0.0	10.0
124512	706.0	1174.0
148545	0.0	0.0
283579	2.0	0.0
283578	1923.0	2199.0
10880	0.0	0.0
283576	0.0	54.0
10882	20.0	20.0
10881	0.0	0.0
10884	1599.0	3267.0
283571	21.0	25.0
10886	10.0	1.0
10885	1363.0	5288.0
22834	2738.0	4652.0
22835	697.0	1216.0
22836	5348.0	7803.0
22837	6143.0	4456.0
101929059	3.0	4.0
22838	2288.0	5907.0
22839	4170.0	5038.0
100420910	0.0	1.0
100420916	0.0	0.0
22832	770.0	688.0
124590	1.0	242.0
10855	823.0	2343.0
10857	6941.0	11731.0
10856	1370.0	2099.0
10859	1148.0	669.0
10858	55.0	43.0
100126793	22.0	16.0
10850	0.0	0.0
643617	2.0	6.0
643615	0.0	0.0
100126791	7.0	14.0
22844	48.0	9.0
22845	801.0	1370.0
22846	1603.0	995.0
22847	1510.0	2860.0
22848	3003.0	7833.0
22849	754.0	666.0
112597	157.0	244.0
100420920	0.0	2.0
100420921	0.0	1.0
100420924	0.0	0.0
124583	2299.0	4220.0
100420926	0.0	0.0
22841	2312.0	1022.0
100420927	0.0	2.0
100419930	0.0	0.0
22843	29.0	64.0
10866	1861.0	5535.0
100420919	0.0	0.0
10865	887.0	876.0
10868	1055.0	983.0
10867	3254.0	2019.0
10869	2950.0	3018.0
10861	48.0	41.0
101929074	40.0	122.0
10864	0.0	1.0
101929071	0.0	0.0
10863	141.0	192.0
22813	1.0	0.0
22814	0.0	2.0
643641	715.0	314.0
22815	0.0	0.0
22816	0.0	0.0
22818	7684.0	9128.0
10829	0.0	5.0
100419945	0.0	8.0
83849	214.0	37.0
83855	312.0	744.0
10833	0.0	0.0
83854	16.0	8.0
83857	2497.0	7224.0
10835	2.0	7.0
83856	376.0	291.0
10834	0.0	0.0
83851	11.0	24.0
10837	1.0	0.0
100419948	2.0	0.0
83850	2054.0	405.0
10836	0.0	2.0
100419949	0.0	0.0
83853	80.0	31.0
10838	1191.0	1780.0
83852	1413.0	868.0
124565	3903.0	5081.0
100419947	0.0	1.0
22808	1903.0	1184.0
22809	821.0	1172.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	1.0	6.0
22822	4124.0	3020.0
22823	1302.0	1864.0
22824	272.0	3993.0
101929086	30.0	2.0
22826	4517.0	5846.0
22827	2922.0	4440.0
643653	0.0	0.0
22828	2609.0	4167.0
22829	1.0	0.0
112574	2108.0	2190.0
100419955	0.0	0.0
56241	28110.0	4225.0
100420946	0.0	0.0
56242	526.0	285.0
22820	8511.0	17676.0
22821	1314.0	739.0
100419950	0.0	0.0
10844	2678.0	4349.0
83844	0.0	0.0
10846	426.0	689.0
10845	2498.0	4198.0
10848	1698.0	5138.0
56243	4167.0	10645.0
10847	7911.0	8192.0
56244	2.0	10.0
56245	564.0	2.0
10849	138.0	322.0
56246	5.0	1.0
643646	37.0	33.0
10840	136.0	30.0
10842	18.0	0.0
101929093	0.0	0.0
10841	2.0	4.0
643648	0.0	0.0
101929010	0.0	0.0
100420950	2.0	1.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	1.0	0.0
100271605	0.0	0.0
100419963	1.0	0.0
100271613	1.0	1.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	0.0	0.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	2.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	0.0	1.0
100271601	0.0	0.0
100419979	1.0	0.0
100420972	0.0	0.0
100420975	0.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	1.0
100419996	0.0	8.0
391436	0.0	0.0
161582	101.0	28.0
124599	115.0	71.0
101929052	0.0	0.0
391485	0.0	0.0
222611	0.0	19.0
100187716	0.0	0.0
391490	0.0	0.0
391496	1.0	0.0
22899	3068.0	544.0
391462	0.0	1.0
22891	436.0	127.0
22893	1664.0	1551.0
22894	2911.0	3914.0
22895	38.0	59.0
148581	0.0	4.0
22897	1080.0	1428.0
22898	8603.0	1012.0
22890	2573.0	3565.0
391470	0.0	0.0
391472	0.0	0.0
391475	2.0	4.0
101929008	24.0	38.0
222659	2.0	10.0
440894	51.0	142.0
222658	5225.0	8749.0
102724035	1.0	1.0
100271575	2.0	4.0
100271577	1.0	1.0
100271571	0.0	0.0
81175	4.0	6.0
81176	6.0	7.0
100271570	2.0	1.0
93145	500.0	4205.0
440888	0.0	0.0
222642	2.0	7.0
222643	49.0	185.0
401289	20.0	6.0
401288	28.0	32.0
401285	0.0	2.0
81166	0.0	0.0
100271564	7.0	5.0
81168	0.0	0.0
100271566	3.0	5.0
81169	0.0	0.0
81162	0.0	0.0
81163	0.0	0.0
100271563	1.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	2.0	2.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	3.0	3.0
100271551	0.0	1.0
81198	0.0	0.0
81191	5.0	4.0
81192	0.0	0.0
81193	0.0	6.0
81194	0.0	0.0
450232	0.0	2.0
401260	0.0	0.0
220001	22.0	49.0
222662	0.0	2.0
401265	171.0	116.0
222663	130.0	548.0
220002	1890.0	3058.0
93166	1089.0	412.0
401264	429.0	448.0
220004	121.0	117.0
100271539	0.0	0.0
401262	3.0	8.0
93164	230.0	546.0
100271547	0.0	0.0
100271549	2.0	2.0
81188	0.0	0.0
100271543	0.0	1.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	48.0	28.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	1.0
207063	773.0	873.0
440854	21.0	38.0
222698	61.0	15.0
222696	61.0	124.0
161497	0.0	46.0
100271529	3.0	6.0
222699	11.0	154.0
100271536	0.0	0.0
100271538	4.0	7.0
100271537	0.0	1.0
93190	37.0	11.0
283601	0.0	1.0
100271531	11.0	14.0
283600	0.0	6.0
220042	251.0	1690.0
93183	913.0	1197.0
100271518	1.0	0.0
100271517	0.0	0.0
93185	1282.0	1346.0
100271525	0.0	0.0
100271526	20.0	4.0
100271521	0.0	1.0
100271520	0.0	0.0
220032	1.0	7.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	1.0	4.0
100271516	0.0	0.0
100271510	3.0	2.0
220064	597.0	854.0
220047	0.0	0.0
100271503	1.0	0.0
10808	4245.0	8384.0
56130	64.0	23.0
10807	996.0	2035.0
56131	408.0	718.0
56132	83.0	22.0
10809	2307.0	2436.0
220081	9.0	10.0
83756	24.0	14.0
10811	147.0	173.0
56137	193.0	29.0
10810	2217.0	767.0
83755	0.0	0.0
56138	90.0	21.0
83758	136.0	162.0
10813	813.0	1712.0
56139	279.0	71.0
401207	244.0	153.0
220082	0.0	24.0
83757	0.0	0.0
83752	4126.0	4920.0
56133	303.0	69.0
10815	86.0	37.0
10814	9.0	9.0
56134	270.0	133.0
10817	222.0	278.0
56135	130.0	290.0
10816	0.0	0.0
283643	92.0	114.0
56136	21.0	4.0
643535	2.0	1.0
643536	0.0	0.0
22800	1833.0	3114.0
22801	170.0	1070.0
643550	1.0	6.0
22802	3.0	671.0
22803	4668.0	10304.0
440804	2.0	6.0
22806	852.0	471.0
22807	716.0	907.0
10819	59.0	204.0
56140	1.0	2.0
10818	2031.0	2350.0
56141	8.0	11.0
56142	16.0	116.0
56143	10.0	3.0
83737	3829.0	4281.0
220070	0.0	0.0
10822	35.0	6.0
283638	1613.0	2109.0
83744	235.0	336.0
10821	3.0	2.0
10824	4.0	33.0
83746	1567.0	1815.0
10823	0.0	0.0
83741	0.0	0.0
283635	4869.0	3617.0
10826	6465.0	1434.0
220074	441.0	450.0
56144	35.0	22.0
10825	667.0	1183.0
56145	93.0	31.0
83740	0.0	0.0
83743	1157.0	1009.0
56146	16.0	14.0
10828	2.0	6.0
10827	1227.0	864.0
83742	3766.0	7502.0
56147	12.0	15.0
283631	1.0	2.0
10820	3.0	0.0
440836	461.0	290.0
643563	0.0	1.0
56154	5.0	2.0
81109	0.0	0.0
283629	98.0	61.0
56159	0.0	305.0
81115	0.0	1.0
81116	0.0	0.0
56155	97.0	33.0
283624	740.0	216.0
102724097	27.0	10.0
256006	17.0	23.0
56156	0.0	2.0
81113	0.0	0.0
56157	0.0	0.0
56158	4.0	1.0
81114	0.0	0.0
81110	0.0	0.0
440829	0.0	15.0
440823	260.0	256.0
440822	0.0	1.0
56163	2.0	53.0
56164	68.0	237.0
256021	30.0	104.0
56165	4.0	6.0
83759	686.0	867.0
56160	987.0	1184.0
10800	722.0	255.0
283617	0.0	0.0
81104	0.0	0.0
10802	1925.0	1825.0
10801	7736.0	13300.0
10804	3.0	3403.0
10803	11.0	2.0
56167	1.0	0.0
10806	2296.0	1287.0
56168	0.0	0.0
56169	30.0	875.0
643582	0.0	0.0
643586	3.0	17.0
256076	461.0	97.0
401253	4.0	3.0
56171	145.0	88.0
401251	8.0	5.0
56172	3014.0	12693.0
401250	0.0	1.0
81137	0.0	0.0
81138	0.0	0.0
83795	3.0	2.0
102724076	0.0	1.0
102724077	9.0	22.0
283688	0.0	0.0
401247	6.0	97.0
81136	0.0	0.0
283687	165.0	180.0
283685	0.0	1.0
93109	531.0	4823.0
283682	18.0	118.0
100126825	0.0	0.0
93107	0.0	0.0
643596	5.0	10.0
56180	612.0	1211.0
93100	812.0	381.0
401242	0.0	2.0
256085	0.0	0.0
56181	2506.0	2009.0
81126	0.0	0.0
81127	0.0	0.0
83787	1369.0	4524.0
283677	0.0	6.0
401237	316.0	123.0
83786	1453.0	3145.0
401236	51.0	24.0
283673	8.0	8.0
93134	1724.0	3238.0
401233	0.0	0.0
401232	115.0	199.0
256051	542.0	114.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	98.0	44.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	0.0	1.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	646.0	630.0
283659	723.0	137.0
100271587	0.0	0.0
100271589	0.0	0.0
81140	0.0	5.0
100271583	0.0	0.0
283652	4.0	0.0
283651	68.0	56.0
100271585	0.0	0.0
100271584	0.0	1.0
100271581	0.0	0.0
22998	31734.0	3703.0
