id	71550bf2-086d-46ac-aee3-958bbac2d2ab	bc5be208-5934-40dd-81df-567599ea2a51
100873381	0.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	1.0
285600	291.0	74.0
100873384	0.0	0.0
285601	12.0	5.0
106481426	0.0	0.0
106481427	1.0	0.0
222005	2.0	3.0
63910	139.0	631.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	623.0	549.0
222008	3.0	8.0
106481428	0.0	0.0
106481429	0.0	1.0
63905	3590.0	3284.0
63904	0.0	0.0
106481430	1.0	0.0
163071	52.0	798.0
63906	909.0	1400.0
106481433	0.0	0.0
63908	781.0	1032.0
106481434	0.0	0.0
106481431	1.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	4.0	1.0
285613	86.0	49.0
63920	337.0	202.0
63923	79.0	8.0
63922	209.0	2204.0
728577	42.0	9.0
63925	1219.0	3086.0
63924	1.0	36.0
63916	4510.0	2967.0
63917	3191.0	2334.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	1.0	17.0
728564	6.0	33.0
285622	1.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1523.0	2344.0
106481402	1.0	0.0
63931	1946.0	1518.0
106481403	0.0	1.0
63934	217.0	622.0
728567	6.0	7.0
106481408	0.0	0.0
163088	1.0	8.0
63933	2483.0	3445.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	4698.0	4376.0
163087	728.0	507.0
728568	448.0	617.0
106481407	13.0	10.0
3704	1333.0	4099.0
3705	5748.0	9768.0
63926	606.0	1239.0
3706	31.0	841.0
63929	860.0	1590.0
3707	6537.0	2776.0
63928	78.0	2.0
3708	9386.0	3313.0
106481411	0.0	0.0
3709	3589.0	1237.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	26.0	15.0
3702	2122.0	396.0
3703	8676.0	35647.0
645506	1.0	0.0
151050	1777.0	850.0
645520	0.0	0.0
63941	1332.0	2435.0
63940	4442.0	1668.0
63943	290.0	461.0
728517	0.0	0.0
163033	310.0	1433.0
258010	2048.0	2014.0
63947	0.0	0.0
63946	0.0	4.0
728513	0.0	0.0
100033803	0.0	0.0
3716	21976.0	11466.0
100033804	0.0	0.0
3717	3114.0	805.0
100033805	0.0	0.0
3718	1425.0	1483.0
63939	1171.0	1013.0
100033806	0.0	0.0
100190799	3.0	12.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	88.0	69.0
3710	8772.0	18381.0
3712	4555.0	4116.0
3713	26.0	38.0
3714	1895.0	4537.0
63950	2.0	324.0
728505	1.0	0.0
63951	248.0	58.0
100033807	0.0	0.0
728501	79.0	53.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	24923.0	30422.0
100033814	0.0	0.0
3727	15828.0	9645.0
63948	0.0	0.0
100033815	0.0	0.0
222052	1.0	0.0
3728	15128.0	59460.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1193.0	2232.0
151056	481.0	190.0
3725	34394.0	36083.0
645528	0.0	5.0
728532	56.0	37.0
163059	209.0	243.0
728538	0.0	6.0
728537	73.0	81.0
63967	93.0	1294.0
3737	16.0	3.0
3738	390.0	82.0
3739	269.0	4.0
645538	0.0	0.0
3730	6114.0	456.0
3732	12139.0	6290.0
3734	29.0	4.0
3735	7845.0	14088.0
3736	46.0	0.0
63970	24.0	6.0
3750	539.0	252.0
63971	7204.0	4493.0
63974	0.0	0.0
163049	2250.0	1348.0
63973	0.0	1.0
63976	1287.0	283.0
222068	6187.0	7554.0
63978	0.0	1.0
63977	458.0	1195.0
63979	590.0	901.0
728524	0.0	0.0
3748	289.0	1389.0
163051	14.0	8.0
3749	1168.0	1489.0
163050	87.0	57.0
3741	917.0	15.0
645548	4.0	25.0
3743	0.0	0.0
3744	0.0	2.0
3745	234.0	6.0
3746	3.0	1.0
3747	0.0	1.0
285671	1192.0	246.0
285672	2906.0	2632.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	50.0	1.0
285676	103.0	48.0
3761	2.0	1.0
100128657	0.0	0.0
285679	4.0	2.0
100861449	0.0	1.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	601.0	482.0
283008	0.0	0.0
3751	77.0	155.0
100873435	0.0	0.0
3752	812.0	435.0
100873434	0.0	0.0
3753	218.0	29.0
100873433	0.0	1.0
3754	27.0	21.0
100873432	0.0	0.0
3755	15.0	48.0
100873439	0.0	0.0
3756	7.0	6.0
100873438	0.0	0.0
3757	287.0	108.0
100873437	0.0	0.0
3758	10.0	1.0
100873436	0.0	0.0
100873420	2.0	0.0
3770	36.0	610.0
3772	5142.0	1651.0
100861458	0.0	2.0
100861453	35.0	92.0
100861455	0.0	1.0
1107	12811.0	19757.0
1106	5585.0	7325.0
1105	2656.0	3607.0
1104	1337.0	11740.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1682.0	463.0
1101	43.0	41.0
3762	1013.0	223.0
100873424	0.0	0.0
3763	7.0	9.0
100128640	62.0	33.0
100873423	0.0	0.0
3764	2367.0	724.0
100873422	0.0	2.0
3765	0.0	0.0
100873421	0.0	1.0
3766	13.0	48.0
100873428	0.0	0.0
3767	228.0	79.0
100873427	0.0	0.0
3768	420.0	293.0
1109	2.0	400.0
100873426	2.0	3.0
1108	15703.0	19186.0
3769	3.0	6.0
100873425	0.0	0.0
100128637	0.0	1.0
100128639	0.0	0.0
3780	16.0	18.0
100873453	0.0	0.0
3781	197.0	132.0
100873452	0.0	0.0
3782	1556.0	223.0
100873451	0.0	0.0
3783	219.0	5712.0
100873450	0.0	0.0
1121	2252.0	1293.0
100861468	0.0	0.0
1120	96.0	220.0
100861469	0.0	1.0
1118	1028.0	210.0
1117	2800.0	741.0
1116	2496.0	8030.0
1114	17.0	68.0
1113	20.0	48.0
1112	10297.0	3340.0
1111	198.0	2534.0
3773	228.0	696.0
100873457	0.0	1.0
100873456	2.0	0.0
3775	703.0	3325.0
100873455	0.0	0.0
3776	22.0	6.0
100873454	0.0	0.0
3777	5986.0	1138.0
3778	2214.0	395.0
3779	1540.0	353.0
100873459	0.0	0.0
1119	978.0	3031.0
100128627	1.0	1.0
100128626	0.0	0.0
3790	4048.0	693.0
100128628	12.0	22.0
3791	19062.0	3129.0
100873442	0.0	0.0
3792	14.0	21.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	23.0	2.0
1131	558.0	727.0
1130	3448.0	1126.0
100861476	0.0	0.0
1129	312.0	8.0
1128	1731.0	12.0
1124	869.0	154.0
1123	3508.0	1210.0
1122	894.0	5237.0
100861470	0.0	0.0
3784	2675.0	1078.0
100873446	0.0	0.0
3785	2.0	4.0
100873445	0.0	0.0
3786	519.0	396.0
100873444	0.0	0.0
3787	82.0	16.0
100873443	0.0	0.0
3788	16.0	28.0
100873449	2.0	3.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	51.0	70.0
100128618	0.0	0.0
728597	4.0	0.0
100128617	0.0	50.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	11.0	73.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	1.0	26.0
285634	2.0	7.0
1142	1.0	2.0
1141	9.0	7.0
285636	2062.0	3474.0
1140	574.0	678.0
728599	2.0	0.0
1139	28.0	7.0
1138	24.0	171.0
1137	25.0	18.0
100861485	0.0	0.0
1136	6.0	15.0
1135	32.0	3.0
1134	15.0	7.0
1133	6.0	6.0
3795	524.0	467.0
100873479	12.0	15.0
3796	2143.0	2284.0
100873478	0.0	0.0
3797	1177.0	706.0
100873477	0.0	2.0
3798	35.0	19.0
100873476	0.0	0.0
3799	18811.0	22314.0
100873460	0.0	0.0
728586	16.0	4.0
285641	0.0	6.0
100873464	0.0	1.0
100873463	0.0	0.0
100873462	0.0	3.0
285643	8.0	2.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	2478.0	1419.0
1153	10173.0	4680.0
1152	8293.0	4225.0
285647	15.0	43.0
728589	13.0	50.0
728588	1.0	8.0
1149	2.0	8.0
1147	1917.0	2186.0
1146	1.0	6.0
1145	38.0	29.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	3.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	1.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	1.0	0.0
100873494	0.0	0.0
1164	483.0	5931.0
1163	631.0	3074.0
285659	0.0	0.0
1161	416.0	507.0
1160	150.0	73.0
1159	20.0	704.0
1158	7.0	23.0
1157	0.0	0.0
1155	3895.0	4473.0
550643	1806.0	2412.0
283025	0.0	4.0
100873499	1.0	0.0
100873498	0.0	1.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2586.0	4774.0
1175	2898.0	14937.0
285668	1.0	0.0
1174	1542.0	6798.0
1173	23782.0	22795.0
550631	253.0	119.0
100873489	0.0	0.0
283014	2.0	7.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	10.0	6.0
1186	2914.0	3741.0
1185	1551.0	1457.0
1184	736.0	1004.0
1183	1515.0	262.0
1182	5988.0	4542.0
1181	153.0	262.0
440375	77.0	48.0
1180	13.0	28.0
1179	0.0	0.0
1178	10.0	0.0
283089	5.0	3.0
85495	0.0	0.0
85480	176.0	64.0
283080	0.0	2.0
1198	2698.0	6375.0
1197	2.0	5.0
1196	1418.0	3888.0
1195	2375.0	8198.0
440366	2.0	0.0
1193	6020.0	921.0
1192	25606.0	45243.0
1191	58972.0	9534.0
1188	33.0	8.0
283078	184.0	28.0
85486	6.0	53.0
128615	0.0	0.0
85481	1.0	0.0
128611	471.0	69.0
440396	43.0	126.0
128609	1.0	0.0
128602	2785.0	0.0
440387	0.0	0.0
128674	0.0	0.0
128676	0.0	2.0
114026	1.0	0.0
100861402	1.0	2.0
126014	1080.0	615.0
440335	319.0	2532.0
100128690	0.0	0.0
114034	708.0	904.0
126006	5.0	20.0
114036	88.0	30.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	55.0	77.0
100861412	0.0	1.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	1.0	1.0
105180391	0.0	0.0
100128682	0.0	4.0
100128678	0.0	1.0
100861429	1.0	0.0
128653	0.0	41.0
200728	252.0	237.0
440356	2.0	6.0
440354	49.0	80.0
440352	0.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	7.0	20.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	2.0	1.0
100873410	0.0	0.0
100873417	2.0	3.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	32.0	353.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	22.0	81.0
200734	4323.0	3323.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	0.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	19.0	24.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	4922.0	4619.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	4.0	5.0
165530	64.0	2.0
85409	1892.0	325.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	2.0	350.0
106481383	0.0	1.0
85417	64.0	26.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	552.0	760.0
106481389	0.0	0.0
85415	1031.0	6984.0
106481387	0.0	0.0
85413	6.0	6.0
106481388	3.0	1.0
645436	0.0	2.0
106481381	1.0	0.0
106481382	0.0	0.0
10	31.0	16.0
106481380	0.0	0.0
11	0.0	1.0
403341	734.0	1235.0
12	23.0	49.0
13	508.0	42.0
14	6210.0	15741.0
15	2.0	7.0
16	9802.0	13420.0
645455	38.0	10.0
18	1057.0	210.0
19	3916.0	3555.0
128580	9.0	25.0
85407	2996.0	236.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1846.0	2648.0
106481395	0.0	0.0
85403	1939.0	3666.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	4124.0	1746.0
106481390	0.0	0.0
21	33504.0	11102.0
106481391	0.0	0.0
22	1277.0	2607.0
153571	676.0	351.0
153572	2082.0	1644.0
23	5480.0	10145.0
24	78.0	255.0
25	6911.0	8651.0
26	99.0	2270.0
27	2186.0	5221.0
28	818.0	1004.0
29	9399.0	2988.0
153579	7559.0	447.0
728615	0.0	2.0
728614	0.0	0.0
200765	144.0	514.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	25.0	34.0
102466518	0.0	0.0
102466516	2.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	1.0	0.0
85438	0.0	0.0
106481361	1.0	0.0
85439	697.0	1090.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2714.0	3464.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	152.0	184.0
106481366	0.0	0.0
30	3680.0	6941.0
106481360	0.0	0.0
31	4761.0	10980.0
32	3087.0	221.0
33	1011.0	131.0
34	3508.0	2713.0
35	1861.0	2359.0
153562	3087.0	1580.0
36	2617.0	1695.0
37	11356.0	31762.0
38	5581.0	5195.0
440307	12.0	8.0
39	2300.0	2602.0
165545	3.0	189.0
106481369	0.0	0.0
728606	0.0	1.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	1.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	7.0	11.0
106481370	0.0	0.0
41	188.0	454.0
106481371	0.0	0.0
43	247.0	124.0
645486	0.0	1.0
