id	fb6c4eb2-06bf-44ce-9b90-a669c793ae8b	bb8f37b8-3ebf-4b05-8cf3-214b2c0ef735
1052	7655.0	3013.0
1051	7523.0	5207.0
728489	3.0	9.0
1050	1769.0	167.0
100128707	0.0	0.0
1048	2273.0	190.0
1047	42.0	44.0
1046	0.0	0.0
1045	0.0	0.0
100873369	2.0	0.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	0.0	0.0
1066	16635.0	344.0
1063	75.0	10955.0
1062	86.0	1925.0
1061	11.0	0.0
1060	1962.0	758.0
440253	92.0	89.0
1059	4379.0	5790.0
1058	14.0	1647.0
1057	3.0	14.0
85379	6436.0	12712.0
114112	738.0	617.0
1056	25.0	1123.0
85377	1510.0	7990.0
85378	2712.0	1258.0
128745	0.0	0.0
85376	16.0	39.0
440248	475.0	423.0
1075	25033.0	17435.0
1074	19.0	3.0
1073	4390.0	1152.0
1072	43588.0	47119.0
1071	28.0	23.0
440243	0.0	0.0
1070	1257.0	857.0
1069	3044.0	4623.0
1068	0.0	0.0
85369	2183.0	1774.0
85366	2.0	13.0
85364	1811.0	2320.0
85365	3300.0	2011.0
85363	2399.0	2227.0
85360	734.0	403.0
1080	4303.0	363.0
85391	3.0	3.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	153.0	1.0
153733	534.0	324.0
1087	7.0	8.0
1086	0.0	0.0
440279	1.0	5.0
1085	0.0	0.0
1084	61.0	28.0
440278	86.0	183.0
1082	0.0	3.0
403294	0.0	0.0
440275	4306.0	6247.0
1081	0.0	5.0
85397	1.0	0.0
85395	294.0	424.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	2.0	0.0
403284	0.0	0.0
1092	6.0	0.0
440270	2207.0	1157.0
1089	188.0	23.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	36.0	5.0
285598	416.0	517.0
126133	1070.0	965.0
128790	0.0	0.0
126129	52.0	83.0
126123	7.0	2.0
442862	0.0	0.0
126119	635.0	488.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	20.0	1.0
442896	5.0	0.0
114132	690.0	82.0
442897	0.0	0.0
442898	2.0	3.0
114134	2344.0	450.0
442899	0.0	0.0
100128790	0.0	0.0
128760	7.0	3.0
100128788	26.0	16.0
100128787	0.0	0.0
440225	0.0	0.0
440224	3.0	2.0
442890	0.0	0.0
442891	0.0	2.0
442892	2.0	3.0
128756	0.0	0.0
100128782	198.0	102.0
100128781	0.0	1.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	2.0	2.0
403234	0.0	0.0
403235	2.0	0.0
403236	0.0	0.0
63982	60.0	81.0
102466616	0.0	0.0
126052	2.0	0.0
151009	58.0	86.0
403227	0.0	7.0
403228	0.0	0.0
138046	2.0	1.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	0.0
645572	0.0	0.0
645571	9.0	3.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	1472.0	3545.0
107131122	0.0	0.0
138050	7577.0	2826.0
403219	0.0	1.0
151011	5882.0	5226.0
645587	0.0	1.0
165679	12.0	1013.0
126037	25.0	20.0
114049	4077.0	6907.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	1.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	2.0
85315	1795.0	74.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	2308.0	3183.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	185.0	184.0
100033820	0.0	0.0
106481480	2.0	0.0
106481481	0.0	0.0
138065	4.0	124.0
645598	0.0	0.0
163007	13.0	4.0
114038	1.0	9.0
645591	11.0	0.0
106481495	1.0	0.0
114041	0.0	4.0
106481496	0.0	0.0
114042	1.0	1.0
106481493	0.0	0.0
114043	37.0	3.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	220.0	207.0
126017	531.0	899.0
106481497	0.0	1.0
106481498	0.0	0.0
85303	0.0	0.0
85300	0.0	1.0
85301	685.0	2265.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	1.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	2944.0	393.0
106481459	0.0	0.0
26994	8771.0	6291.0
106481457	2.0	5.0
26995	1692.0	1908.0
106481458	0.0	0.0
403271	0.0	0.0
26998	6.0	0.0
403272	0.0	0.0
102466659	0.0	0.0
26999	4633.0	716.0
403273	0.0	0.0
102466658	0.0	11.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	11.0	2.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1629.0	2427.0
106481467	0.0	0.0
106481464	4.0	1.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	28.0	0.0
106481472	0.0	0.0
106481477	3.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	9.0	18.0
106481470	5.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	1027.0	1143.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	2.0	3.0
106481437	0.0	0.0
26974	112.0	183.0
153657	31.0	24.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	1348.0	1752.0
165631	1173.0	78.0
106481436	2.0	1.0
26978	37.0	24.0
126075	886.0	285.0
106481439	0.0	0.0
403250	0.0	0.0
126074	176.0	126.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1312.0	2019.0
106481444	8.0	0.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	1726.0	1937.0
85354	0.0	0.0
85352	28.0	143.0
403241	0.0	0.0
344462	0.0	4.0
403244	0.0	0.0
403245	0.0	0.0
153642	645.0	331.0
153643	46.0	19.0
403247	0.0	0.0
403248	0.0	0.0
26985	3885.0	3051.0
106481448	0.0	0.0
26986	68603.0	122177.0
126069	138.0	46.0
106481449	0.0	0.0
126068	565.0	110.0
106481446	0.0	0.0
26983	0.0	0.0
26984	956.0	1271.0
106481447	0.0	0.0
106481451	1.0	2.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	10.0	23.0
106481455	0.0	0.0
85349	119.0	55.0
106481456	0.0	1.0
26982	0.0	0.0
106481453	0.0	4.0
85347	0.0	0.0
26980	4.0	7.0
106481454	0.0	2.0
403238	0.0	0.0
85344	0.0	5.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	0.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	1.0
100873392	1.0	7.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	3696.0	2419.0
100873390	0.0	0.0
728556	28.0	98.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	130.0	86.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	351.0	598.0
106481423	0.0	0.0
106481420	3.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	1.0	0.0
100873380	1.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	155.0	125.0
100873384	0.0	0.0
285601	16.0	0.0
106481426	0.0	0.0
106481427	0.0	1.0
222005	3.0	2.0
63910	387.0	1459.0
106481424	0.0	2.0
106481425	0.0	0.0
285605	671.0	537.0
222008	0.0	0.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	3010.0	4381.0
63904	0.0	0.0
106481430	4.0	1.0
163071	66.0	159.0
63906	823.0	913.0
106481433	0.0	2.0
63908	933.0	769.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	0.0
285613	26.0	74.0
63920	236.0	230.0
63923	27.0	28.0
63922	145.0	1763.0
728577	18.0	55.0
63925	1477.0	1708.0
63924	1.0	6.0
63916	3002.0	2747.0
63917	5210.0	3273.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	3.0	0.0
728564	3.0	4.0
285622	2.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1484.0	1806.0
106481402	0.0	0.0
63931	1875.0	1316.0
106481403	0.0	1.0
63934	86.0	13.0
728567	1.0	1.0
106481408	0.0	0.0
163088	4.0	7.0
63933	3324.0	5063.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3955.0	3039.0
163087	759.0	568.0
728568	468.0	536.0
106481407	13.0	1.0
3704	2346.0	4072.0
3705	8357.0	3955.0
63926	733.0	1785.0
3706	9.0	343.0
63929	1287.0	2099.0
3707	4034.0	1782.0
63928	1.0	19.0
3708	2583.0	3219.0
106481411	0.0	1.0
3709	5230.0	900.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	49.0	4.0
3702	425.0	26.0
3703	8356.0	11536.0
645506	0.0	0.0
151050	2653.0	1258.0
645520	0.0	0.0
63941	4045.0	1476.0
63940	3893.0	376.0
63943	264.0	478.0
728517	0.0	0.0
163033	419.0	322.0
258010	2267.0	989.0
63947	0.0	0.0
63946	0.0	2.0
728513	0.0	0.0
100033803	0.0	0.0
3716	22475.0	12903.0
100033804	0.0	0.0
3717	2212.0	1120.0
100033805	0.0	0.0
3718	315.0	578.0
63939	1421.0	3723.0
100033806	0.0	0.0
100190799	7.0	4.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	100.0	74.0
3710	16541.0	19081.0
3712	9060.0	5736.0
3713	37.0	1095.0
3714	1000.0	7814.0
63950	0.0	29.0
728505	0.0	0.0
63951	302.0	110.0
100033807	0.0	0.0
728501	31.0	11.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	11297.0	22849.0
100033814	0.0	0.0
3727	22761.0	4888.0
63948	0.0	0.0
100033815	0.0	0.0
222052	0.0	1.0
3728	13918.0	77552.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1518.0	2221.0
151056	82.0	224.0
3725	21677.0	11376.0
645528	17.0	0.0
728532	13.0	28.0
163059	325.0	123.0
728538	1.0	10.0
728537	317.0	40.0
63967	10.0	1546.0
3737	17.0	3.0
3738	613.0	28.0
3739	108.0	0.0
645538	0.0	0.0
3730	9370.0	5970.0
3732	4005.0	5902.0
3734	52.0	4.0
3735	7822.0	10774.0
3736	0.0	1.0
63970	3.0	478.0
3750	117.0	83.0
63971	5217.0	9371.0
63974	0.0	0.0
163049	2492.0	1461.0
63973	0.0	0.0
63976	1783.0	148.0
222068	7853.0	6128.0
63978	0.0	2.0
63977	544.0	679.0
63979	289.0	2285.0
728524	0.0	0.0
3748	675.0	223.0
163051	34.0	3.0
3749	397.0	256.0
163050	50.0	29.0
3741	141.0	1.0
645548	10.0	20.0
3743	1.0	2.0
3744	11.0	0.0
3745	48.0	13.0
3746	3.0	2.0
3747	0.0	0.0
285671	828.0	218.0
285672	3067.0	1471.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	5.0	0.0
285676	40.0	76.0
3761	0.0	0.0
100128657	0.0	0.0
285679	1.0	2.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	639.0	2732.0
283008	12.0	4.0
3751	19.0	34.0
100873435	0.0	0.0
3752	822.0	110.0
100873434	0.0	0.0
3753	353.0	30.0
100873433	2.0	0.0
3754	8.0	0.0
100873432	0.0	0.0
3755	9.0	13.0
100873439	0.0	0.0
3756	7.0	2.0
100873438	0.0	0.0
3757	101.0	2386.0
100873437	0.0	0.0
3758	12.0	2.0
100873436	0.0	0.0
100873420	5.0	7.0
3770	101.0	206.0
3772	12399.0	3257.0
100861458	0.0	1.0
100861453	49.0	44.0
100861455	0.0	0.0
1107	10198.0	13860.0
1106	8328.0	7980.0
1105	3162.0	1994.0
1104	1394.0	7586.0
100873429	0.0	0.0
1103	1.0	0.0
1102	1071.0	899.0
1101	85.0	47.0
3762	436.0	285.0
100873424	0.0	0.0
3763	14.0	5.0
100128640	99.0	36.0
100873423	0.0	0.0
3764	2784.0	323.0
100873422	0.0	7.0
3765	2.0	0.0
100873421	0.0	4.0
3766	8.0	0.0
100873428	0.0	0.0
3767	244.0	62.0
100873427	0.0	0.0
3768	102.0	163.0
1109	12.0	7.0
100873426	2.0	0.0
1108	12140.0	25178.0
3769	5.0	4.0
100873425	0.0	0.0
100128637	3.0	0.0
100128639	0.0	0.0
3780	4.0	8.0
100873453	0.0	0.0
3781	55.0	8.0
100873452	0.0	0.0
3782	436.0	143.0
100873451	0.0	0.0
3783	173.0	2220.0
100873450	0.0	0.0
1121	1619.0	1697.0
100861468	0.0	4.0
1120	225.0	108.0
100861469	0.0	0.0
1118	2414.0	28.0
1117	1935.0	160.0
1116	4161.0	9273.0
1114	8.0	215.0
1113	0.0	10.0
1112	5657.0	5637.0
1111	185.0	2920.0
3773	3.0	26.0
100873457	2.0	0.0
100873456	0.0	1.0
3775	1218.0	3215.0
100873455	0.0	0.0
3776	1.0	23.0
100873454	0.0	0.0
3777	2081.0	217.0
3778	1249.0	42.0
3779	269.0	26.0
100873459	0.0	0.0
1119	3139.0	1326.0
100128627	4.0	2.0
100128626	1.0	0.0
3790	3547.0	1635.0
100128628	17.0	2.0
3791	1769.0	902.0
100873442	0.0	0.0
3792	149.0	8.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	5.0	2.0
1131	436.0	388.0
1130	3610.0	1496.0
100861476	0.0	1.0
1129	301.0	0.0
1128	240.0	1.0
1124	424.0	201.0
1123	437.0	785.0
1122	1286.0	1884.0
100861470	0.0	0.0
3784	4849.0	2134.0
100873446	0.0	0.0
3785	6.0	11.0
100873445	0.0	0.0
3786	539.0	482.0
100873444	0.0	0.0
3787	710.0	75.0
100873443	0.0	0.0
3788	78.0	8.0
100873449	1.0	2.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	1.0
100873470	0.0	0.0
283050	67.0	30.0
100128618	0.0	0.0
728597	1.0	0.0
100128617	2.0	0.0
100873475	1.0	0.0
100873474	0.0	0.0
728591	25.0	104.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	0.0	4.0
285634	0.0	7.0
1142	0.0	0.0
1141	6.0	7.0
285636	3169.0	3501.0
1140	373.0	1349.0
728599	3.0	0.0
1139	3.0	33.0
1138	16.0	449.0
1137	2.0	18.0
100861485	0.0	0.0
1136	15.0	16.0
1135	44.0	0.0
1134	28.0	8.0
1133	8.0	10.0
3795	181.0	139.0
100873479	22.0	26.0
3796	831.0	2217.0
100873478	0.0	0.0
3797	204.0	4485.0
100873477	7.0	0.0
3798	10.0	13.0
100873476	0.0	0.0
3799	14395.0	23360.0
100873460	0.0	0.0
728586	29.0	4.0
285641	16.0	0.0
100873464	1.0	2.0
100873463	2.0	0.0
100873462	2.0	2.0
285643	1.0	5.0
100128603	6.0	0.0
100873461	0.0	0.0
1154	4170.0	1108.0
1153	20239.0	4667.0
1152	5620.0	14353.0
285647	12.0	17.0
728589	21.0	68.0
728588	4.0	0.0
1149	0.0	6.0
1147	2238.0	2858.0
1146	0.0	11.0
1145	31.0	47.0
1144	0.0	7.0
100873468	0.0	0.0
100873467	6.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	1.0	0.0
100873495	0.0	1.0
100873494	0.0	0.0
1164	1425.0	3528.0
1163	625.0	4557.0
285659	0.0	0.0
1161	373.0	374.0
1160	163.0	68.0
1159	9.0	895.0
1158	0.0	355.0
1157	0.0	0.0
1155	2275.0	2810.0
550643	2073.0	1546.0
283025	1.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	4.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2421.0	3448.0
1175	3691.0	3236.0
285668	25.0	2.0
1174	2202.0	2738.0
1173	16052.0	20851.0
550631	97.0	82.0
100873489	0.0	0.0
283014	11.0	10.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	12.0	18.0
1186	3834.0	4161.0
1185	3014.0	992.0
1184	1616.0	889.0
1183	1359.0	121.0
1182	5831.0	3415.0
1181	207.0	529.0
440375	28.0	32.0
1180	3.0	5.0
1179	1.0	0.0
1178	4.0	7.0
283089	22.0	8.0
85495	0.0	0.0
85480	70.0	372.0
283080	0.0	1.0
1198	3605.0	3857.0
1197	0.0	1.0
1196	1851.0	1477.0
1195	6316.0	3770.0
440366	1.0	2.0
1193	4104.0	461.0
1192	19348.0	31278.0
1191	15924.0	28692.0
1188	25.0	10.0
283078	43.0	16.0
85486	16.0	5.0
128615	0.0	0.0
85481	0.0	0.0
128611	127.0	10.0
440396	53.0	81.0
128609	0.0	0.0
128602	95.0	26.0
440387	4.0	30.0
128674	0.0	0.0
128676	13.0	0.0
114026	0.0	1.0
100861402	6.0	2.0
126014	5234.0	135.0
440335	1113.0	275.0
100128690	0.0	0.0
114034	921.0	562.0
126006	39.0	17.0
114036	24.0	14.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	38.0	44.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	0.0	3.0
100128678	1.0	0.0
100861429	0.0	0.0
128653	0.0	2.0
200728	152.0	262.0
440356	7.0	129.0
440354	47.0	115.0
440352	0.0	8.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	23.0	2.0
100873412	2.0	0.0
100873411	0.0	0.0
100128675	5.0	1.0
100873410	0.0	0.0
100873417	1.0	1.0
100873416	1.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	168.0	50.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	165.0	117.0
200734	3702.0	4580.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	3.0	0.0
100873408	0.0	0.0
100873407	2.0	0.0
100861430	55.0	6.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	3.0
128637	5100.0	3963.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	1.0
645443	7.0	1.0
165530	29.0	3.0
85409	1086.0	1348.0
106481385	0.0	1.0
106481386	1.0	0.0
85416	3.0	349.0
106481383	5.0	3.0
85417	61.0	11.0
106481384	0.0	0.0
103106903	0.0	2.0
85414	308.0	285.0
106481389	0.0	0.0
85415	631.0	1909.0
106481387	0.0	0.0
85413	17.0	0.0
106481388	2.0	2.0
645436	2.0	1.0
106481381	2.0	0.0
106481382	0.0	0.0
10	2.0	2.0
106481380	0.0	0.0
11	0.0	0.0
403341	1419.0	735.0
12	77.0	383.0
13	1081.0	939.0
14	5283.0	9820.0
15	6.0	0.0
16	9311.0	9460.0
645455	24.0	21.0
18	1727.0	2296.0
19	5591.0	1940.0
128580	3.0	3.0
85407	703.0	108.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1377.0	1439.0
106481395	4.0	0.0
85403	4083.0	1853.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	4.0	1.0
106481393	0.0	0.0
20	2065.0	2052.0
106481390	0.0	0.0
21	106679.0	7403.0
106481391	0.0	0.0
22	1518.0	1752.0
153571	1098.0	544.0
153572	4704.0	2209.0
23	4395.0	12506.0
24	132.0	124.0
25	5648.0	3942.0
26	3.0	56.0
27	3048.0	3604.0
28	2190.0	261.0
29	9170.0	6337.0
153579	2216.0	34.0
728615	0.0	0.0
728614	0.0	0.0
200765	158.0	498.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	37.0	69.0
102466518	0.0	0.0
102466516	16.0	8.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	317.0	2944.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2496.0	4041.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	565.0	147.0
106481366	0.0	0.0
30	3066.0	1315.0
106481360	0.0	0.0
31	14590.0	10004.0
32	2657.0	206.0
33	4896.0	85.0
34	3017.0	3826.0
35	1272.0	559.0
153562	2342.0	1458.0
36	4751.0	1976.0
37	11451.0	11575.0
38	5457.0	2181.0
440307	9.0	4.0
39	3782.0	1365.0
165545	5.0	282.0
106481369	0.0	0.0
728606	2.0	4.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	1.0	0.0
106481378	0.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	0.0	11.0
106481370	0.0	0.0
41	26.0	146.0
106481371	0.0	0.0
43	142.0	167.0
645486	0.0	0.0
47	9273.0	12547.0
48	4559.0	2239.0
49	14.0	18.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	4.0	5.0
106481340	0.0	0.0
