id	cde3831b-6eaf-4404-8357-f700f77f94e3	b918773c-1920-42aa-8493-22344ea5ac49
100873340	0.0	0.0
100128723	0.0	0.0
1033	63.0	619.0
1032	525.0	1150.0
285525	1.0	4.0
1031	888.0	961.0
285527	4762.0	1929.0
1030	4759.0	4209.0
728468	0.0	0.0
440288	121.0	125.0
1029	211.0	5176.0
440295	137.0	213.0
1028	2884.0	552.0
1027	4913.0	1928.0
1026	9718.0	15809.0
1025	3809.0	2677.0
1024	677.0	2057.0
3685	7714.0	10658.0
100873347	0.0	0.0
100873346	0.0	0.0
3687	3854.0	788.0
100873345	0.0	0.0
3688	31477.0	24764.0
100873344	0.0	0.0
3689	23358.0	3686.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	3.0	0.0
100873371	1.0	0.0
100873370	1.0	0.0
728498	12.0	7.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	1.0	0.0
728492	51.0	42.0
100873375	0.0	0.0
100128710	1.0	2.0
285533	140.0	232.0
100873374	1.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	14.0	26.0
1043	9390.0	458.0
1041	4.0	0.0
1040	4180.0	1803.0
1039	1840.0	1461.0
1038	6.0	0.0
1036	939.0	37.0
3696	1189.0	6488.0
3697	12.0	0.0
100873379	0.0	0.0
3698	356.0	7.0
100873378	2.0	4.0
3699	334.0	16.0
100873377	0.0	0.0
728486	61.0	4.0
100873361	0.0	0.0
105373869	3.0	66.0
100873360	0.0	0.0
285540	145.0	46.0
100128705	2.0	1.0
100873365	0.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	0.0	3.0
100873362	0.0	0.0
100128701	3.0	1.0
1054	2931.0	4426.0
285547	0.0	1.0
1053	17.0	0.0
285548	1.0	52.0
1052	7199.0	7369.0
1051	5646.0	1592.0
728489	10.0	15.0
1050	2709.0	1581.0
100128707	0.0	0.0
1048	298.0	15.0
1047	166.0	150.0
1046	0.0	1.0
1045	0.0	289.0
100873369	1.0	1.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	1.0	2.0
1066	20373.0	730.0
1063	371.0	4494.0
1062	177.0	827.0
1061	2.0	1.0
1060	1583.0	786.0
440253	120.0	122.0
1059	7901.0	14616.0
1058	35.0	751.0
1057	2.0	2.0
85379	7959.0	5662.0
114112	709.0	1015.0
1056	31.0	4355.0
85377	3309.0	12629.0
85378	2754.0	1617.0
128745	0.0	2.0
85376	51.0	74.0
440248	415.0	183.0
1075	28271.0	6265.0
1074	6.0	3.0
1073	3503.0	653.0
1072	48367.0	33796.0
1071	316.0	52.0
440243	0.0	1.0
1070	1041.0	728.0
1069	5836.0	3509.0
1068	0.0	0.0
85369	2346.0	1190.0
85366	36.0	16.0
85364	1917.0	1856.0
85365	2703.0	2206.0
85363	2549.0	857.0
85360	2134.0	1534.0
1080	2098.0	9.0
85391	6.0	7.0
403296	0.0	0.0
403297	1.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	292.0	0.0
153733	623.0	926.0
1087	7.0	1.0
1086	0.0	0.0
440279	3.0	1.0
1085	2.0	0.0
1084	56.0	2.0
440278	160.0	345.0
1082	0.0	0.0
403294	0.0	0.0
440275	4213.0	4844.0
1081	2.0	0.0
85397	9.0	38.0
85395	470.0	584.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	2.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	0.0
440270	487.0	307.0
1089	210.0	13.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	29.0	41.0
285598	612.0	2558.0
126133	2278.0	1635.0
128790	1.0	1.0
126129	231.0	214.0
126123	7.0	0.0
442862	0.0	0.0
126119	1189.0	1038.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	0.0	0.0
442895	0.0	0.0
114131	281.0	1.0
442896	0.0	0.0
114132	425.0	11.0
442897	0.0	0.0
442898	2.0	0.0
114134	1028.0	297.0
442899	0.0	0.0
100128790	0.0	0.0
128760	3.0	2.0
100128788	40.0	80.0
100128787	0.0	0.0
440225	0.0	0.0
440224	1.0	1.0
442890	0.0	0.0
442891	0.0	1.0
442892	1.0	1.0
128756	1.0	0.0
100128782	242.0	155.0
100128781	2.0	1.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	3.0	2.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	200.0	6.0
102466616	0.0	0.0
126052	0.0	0.0
151009	76.0	54.0
403227	1.0	0.0
403228	0.0	0.0
138046	2.0	1.0
645558	0.0	1.0
403229	0.0	0.0
645573	3.0	0.0
645572	0.0	0.0
645571	7.0	18.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	917.0	5658.0
107131122	0.0	0.0
138050	6911.0	2710.0
403219	0.0	8.0
151011	6749.0	5878.0
645587	1.0	5.0
165679	26.0	71.0
126037	18.0	18.0
114049	3863.0	11120.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	1538.0	498.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1738.0	1434.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	97.0	98.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	6.0	1.0
645598	0.0	1.0
163007	8.0	1.0
114038	0.0	0.0
645591	23.0	0.0
106481495	1.0	0.0
114041	54.0	18.0
106481496	0.0	0.0
114042	0.0	0.0
106481493	0.0	0.0
114043	26.0	785.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	155.0	147.0
126017	447.0	323.0
106481497	1.0	0.0
106481498	0.0	0.0
85303	0.0	0.0
85300	4.0	4.0
85301	849.0	1515.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1369.0	2843.0
106481459	0.0	0.0
26994	8095.0	4825.0
106481457	1.0	0.0
26995	1699.0	1545.0
106481458	0.0	0.0
403271	0.0	0.0
26998	1.0	67.0
403272	1.0	0.0
102466659	0.0	0.0
26999	5116.0	1797.0
403273	0.0	0.0
102466658	0.0	4.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	1.0
106481460	0.0	2.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2074.0	2473.0
106481467	0.0	0.0
106481464	1.0	0.0
106481465	0.0	0.0
104310351	5.0	2.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	39.0	2.0
106481472	0.0	0.0
106481477	0.0	2.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	8.0	21.0
106481470	1.0	2.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	1279.0	524.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	3.0	7.0
106481437	0.0	0.0
26974	97.0	14.0
153657	62.0	57.0
106481438	1.0	0.0
106481435	0.0	0.0
26973	980.0	1270.0
165631	356.0	49.0
106481436	0.0	0.0
26978	9.0	18.0
126075	919.0	483.0
106481439	0.0	0.0
403250	0.0	0.0
126074	234.0	155.0
403251	0.0	1.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	2161.0	4608.0
106481444	2.0	3.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	4240.0	2199.0
85354	0.0	0.0
85352	375.0	72.0
403241	0.0	0.0
344462	0.0	0.0
403244	0.0	0.0
403245	0.0	0.0
153642	524.0	487.0
153643	922.0	2.0
403247	0.0	0.0
403248	0.0	0.0
26985	3631.0	4759.0
106481448	0.0	0.0
26986	52850.0	113229.0
126069	106.0	11.0
106481449	0.0	0.0
126068	769.0	178.0
106481446	0.0	0.0
26983	0.0	0.0
26984	947.0	1234.0
106481447	0.0	0.0
106481451	0.0	1.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	56.0	258.0
106481455	0.0	0.0
85349	69.0	3.0
106481456	1.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	2.0	3.0
106481454	0.0	0.0
403238	0.0	0.0
85344	3.0	0.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	1.0	0.0
85340	0.0	1.0
100873394	0.0	0.0
100873393	0.0	0.0
100873392	1.0	1.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	1.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	2504.0	759.0
100873390	0.0	2.0
728556	53.0	80.0
106481419	0.0	1.0
100128817	0.0	0.0
728558	144.0	346.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	1.0	0.0
163081	394.0	955.0
106481423	2.0	1.0
106481420	1.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	0.0	9.0
100873380	0.0	0.0
100128804	0.0	8.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	247.0	66.0
100873384	0.0	0.0
285601	14.0	73.0
106481426	0.0	0.0
106481427	1.0	2.0
222005	1.0	0.0
63910	253.0	1394.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	576.0	248.0
222008	8.0	2.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	3531.0	6677.0
63904	0.0	0.0
106481430	1.0	0.0
163071	93.0	54.0
63906	983.0	744.0
106481433	0.0	0.0
63908	727.0	635.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	3.0	3.0
285613	86.0	467.0
63920	301.0	545.0
63923	99.0	66.0
63922	344.0	1115.0
728577	202.0	50.0
63925	1564.0	1131.0
63924	11.0	0.0
63916	3404.0	2456.0
63917	4169.0	6508.0
106481400	0.0	4.0
106481401	0.0	0.0
728562	2.0	0.0
728564	2.0	53.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1498.0	2174.0
106481402	1.0	0.0
63931	1806.0	1499.0
106481403	1.0	3.0
63934	213.0	252.0
728567	2.0	4.0
106481408	0.0	0.0
163088	6.0	10.0
63933	2325.0	2778.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	4556.0	3285.0
163087	720.0	848.0
728568	358.0	1150.0
106481407	13.0	13.0
3704	1860.0	3339.0
3705	6668.0	2961.0
63926	615.0	2054.0
3706	20.0	348.0
63929	1227.0	2084.0
3707	5572.0	4499.0
63928	2.0	290.0
3708	6143.0	434.0
106481411	0.0	0.0
3709	3823.0	1210.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	12.0	1.0
3702	881.0	17.0
3703	9060.0	11606.0
645506	0.0	0.0
151050	1561.0	355.0
645520	0.0	0.0
63941	1953.0	4029.0
63940	3841.0	519.0
63943	334.0	541.0
728517	0.0	0.0
163033	546.0	497.0
258010	1947.0	458.0
63947	0.0	0.0
63946	0.0	0.0
728513	8.0	31.0
100033803	0.0	0.0
3716	18537.0	8584.0
100033804	0.0	0.0
3717	2262.0	465.0
100033805	0.0	0.0
3718	1148.0	350.0
63939	1196.0	1027.0
100033806	0.0	0.0
100190799	3.0	1.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	71.0	81.0
3710	15306.0	15989.0
3712	7285.0	2531.0
3713	87.0	109.0
3714	2162.0	6658.0
63950	6.0	819.0
728505	1.0	1.0
63951	336.0	222.0
100033807	0.0	0.0
728501	32.0	26.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	20339.0	8496.0
100033814	0.0	0.0
3727	9553.0	6677.0
63948	0.0	0.0
100033815	0.0	0.0
222052	2.0	1.0
3728	16087.0	66293.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1600.0	2958.0
151056	328.0	267.0
3725	31046.0	6000.0
645528	4.0	0.0
728532	30.0	7.0
163059	280.0	193.0
728538	0.0	3.0
728537	121.0	25.0
63967	130.0	467.0
3737	19.0	8.0
3738	565.0	19.0
3739	260.0	3.0
645538	0.0	0.0
3730	15349.0	2386.0
3732	10153.0	10187.0
3734	0.0	0.0
3735	7426.0	7247.0
3736	10.0	3.0
63970	27.0	1058.0
3750	265.0	241.0
63971	7012.0	7592.0
63974	0.0	0.0
163049	2203.0	2314.0
63973	0.0	3.0
63976	1401.0	388.0
222068	6712.0	15283.0
63978	0.0	1.0
63977	614.0	412.0
63979	515.0	2362.0
728524	0.0	0.0
3748	923.0	208.0
163051	28.0	19.0
3749	991.0	1945.0
163050	66.0	40.0
3741	186.0	12.0
645548	23.0	17.0
3743	1.0	28.0
3744	5.0	0.0
3745	227.0	10.0
3746	3.0	31.0
3747	0.0	0.0
285671	920.0	310.0
285672	2399.0	1192.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	7.0	0.0
285676	113.0	201.0
3761	0.0	77.0
100128657	0.0	0.0
285679	2.0	29.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	1112.0	2263.0
283008	1.0	1.0
3751	55.0	132.0
100873435	0.0	0.0
3752	716.0	1742.0
100873434	0.0	0.0
3753	231.0	16.0
100873433	0.0	0.0
3754	31.0	34.0
100873432	0.0	0.0
3755	14.0	1614.0
100873439	0.0	0.0
3756	7.0	387.0
100873438	0.0	0.0
3757	334.0	6078.0
100873437	0.0	0.0
3758	13.0	3.0
100873436	0.0	0.0
100873420	2.0	14.0
3770	56.0	172.0
3772	6631.0	5078.0
100861458	0.0	0.0
100861453	18.0	51.0
100861455	0.0	0.0
1107	14297.0	9612.0
1106	7543.0	3330.0
1105	2530.0	1841.0
1104	1482.0	2929.0
100873429	0.0	0.0
1103	12.0	328.0
1102	1406.0	902.0
1101	88.0	10.0
3762	1071.0	339.0
100873424	0.0	0.0
3763	23.0	48.0
100128640	75.0	160.0
100873423	0.0	0.0
3764	1962.0	856.0
100873422	0.0	0.0
3765	2.0	15.0
100873421	0.0	0.0
3766	29.0	61.0
100873428	0.0	0.0
3767	300.0	71.0
100873427	0.0	0.0
3768	222.0	590.0
1109	3.0	2.0
100873426	0.0	0.0
1108	15006.0	16829.0
3769	1.0	1.0
100873425	0.0	0.0
100128637	0.0	0.0
100128639	0.0	0.0
3780	24.0	77.0
100873453	0.0	0.0
3781	417.0	17.0
100873452	1.0	0.0
3782	1801.0	155.0
100873451	0.0	0.0
3783	749.0	169.0
100873450	0.0	0.0
1121	1902.0	1275.0
100861468	0.0	0.0
1120	157.0	119.0
100861469	0.0	0.0
1118	1797.0	1193.0
1117	2689.0	24.0
1116	4963.0	1170.0
1114	46.0	425.0
1113	56.0	26.0
1112	6670.0	3060.0
1111	276.0	997.0
3773	222.0	6650.0
100873457	0.0	0.0
100873456	0.0	0.0
3775	592.0	2127.0
100873455	0.0	0.0
3776	45.0	7.0
100873454	0.0	0.0
3777	6758.0	33.0
3778	1745.0	448.0
3779	602.0	131.0
100873459	0.0	0.0
1119	1535.0	1733.0
100128627	1.0	2.0
100128626	0.0	0.0
3790	2944.0	2710.0
100128628	4.0	17.0
3791	9996.0	15069.0
100873442	0.0	0.0
3792	54.0	26.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	28.0	316.0
1131	608.0	768.0
1130	4135.0	1837.0
100861476	0.0	3.0
1129	361.0	0.0
1128	387.0	5.0
1124	729.0	416.0
1123	2114.0	915.0
1122	1151.0	2100.0
100861470	0.0	0.0
3784	3812.0	646.0
100873446	0.0	0.0
3785	21.0	156.0
100873445	0.0	0.0
3786	331.0	129.0
100873444	0.0	0.0
3787	163.0	101.0
100873443	0.0	0.0
3788	56.0	6.0
100873449	2.0	1.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	1.0	0.0
283050	70.0	65.0
100128618	1.0	0.0
728597	5.0	1.0
100128617	2.0	0.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	24.0	402.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	2.0	487.0
285634	4.0	11.0
1142	0.0	0.0
1141	13.0	261.0
285636	2015.0	6993.0
1140	639.0	672.0
728599	0.0	2.0
1139	15.0	71.0
1138	12.0	407.0
1137	35.0	19.0
100861485	0.0	0.0
1136	30.0	43.0
1135	40.0	0.0
1134	82.0	75.0
1133	13.0	6.0
3795	267.0	603.0
100873479	4.0	7.0
3796	1577.0	1452.0
100873478	0.0	0.0
3797	939.0	2179.0
100873477	2.0	1.0
3798	35.0	234.0
100873476	0.0	0.0
3799	15218.0	10028.0
100873460	0.0	0.0
728586	22.0	12.0
285641	1.0	2.0
100873464	2.0	2.0
100873463	0.0	0.0
100873462	0.0	0.0
285643	1.0	0.0
100128603	2.0	0.0
100873461	0.0	0.0
1154	3970.0	480.0
1153	18652.0	6860.0
1152	11338.0	6744.0
285647	9.0	22.0
728589	12.0	46.0
728588	0.0	0.0
1149	0.0	0.0
1147	1803.0	2366.0
1146	4.0	5.0
1145	35.0	162.0
1144	1.0	12.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	755.0	1687.0
1163	611.0	1794.0
285659	0.0	0.0
1161	430.0	336.0
1160	120.0	54.0
1159	54.0	1574.0
1158	10.0	4.0
1157	0.0	0.0
1155	3337.0	12948.0
550643	1857.0	838.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2441.0	2804.0
1175	3935.0	3433.0
285668	15.0	0.0
1174	1857.0	4379.0
1173	22002.0	107982.0
550631	277.0	567.0
100873489	0.0	0.0
283014	7.0	13.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	20.0	19.0
1186	4357.0	4543.0
1185	1889.0	567.0
1184	1140.0	544.0
1183	1319.0	1961.0
1182	5546.0	4294.0
1181	199.0	5070.0
440375	87.0	43.0
1180	2.0	54.0
1179	1.0	0.0
1178	38.0	0.0
283089	11.0	6.0
85495	0.0	0.0
85480	105.0	74.0
283080	0.0	0.0
1198	2894.0	1422.0
1197	2.0	0.0
1196	1825.0	1893.0
1195	2840.0	1088.0
440366	2.0	6.0
1193	3798.0	153.0
1192	19395.0	18132.0
1191	67058.0	10015.0
1188	50.0	51.0
283078	201.0	165.0
85486	3.0	4.0
128615	0.0	0.0
85481	0.0	0.0
128611	326.0	8.0
440396	40.0	66.0
128609	0.0	0.0
128602	3140.0	3.0
440387	4.0	3.0
128674	2.0	8.0
128676	0.0	0.0
114026	0.0	0.0
100861402	0.0	1.0
126014	2907.0	287.0
440335	738.0	622.0
100128690	0.0	0.0
114034	718.0	563.0
126006	30.0	15.0
114036	39.0	23.0
100128696	0.0	1.0
100128688	0.0	6.0
126003	34.0	29.0
100861412	1.0	0.0
105180390	0.0	0.0
100128685	0.0	3.0
100128681	2.0	0.0
105180391	0.0	0.0
100128682	0.0	2.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	0.0	0.0
200728	235.0	831.0
440356	0.0	86.0
440354	73.0	64.0
440352	1.0	1.0
100873419	0.0	0.0
100873418	1.0	1.0
100873413	0.0	0.0
128646	19.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	5.0	179.0
100873410	0.0	0.0
100873417	1.0	5.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	3.0	6.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	95.0	42.0
200734	4035.0	1729.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	1.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	13.0	25.0
100873402	0.0	0.0
100873401	1.0	0.0
100873400	2.0	0.0
100128665	0.0	0.0
128637	4781.0	4544.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	5.0	2.0
165530	54.0	4.0
85409	2606.0	884.0
106481385	0.0	0.0
106481386	0.0	0.0
85416	9.0	887.0
106481383	1.0	1.0
85417	93.0	8.0
106481384	0.0	0.0
103106903	1.0	1.0
85414	1174.0	2118.0
106481389	0.0	0.0
85415	1379.0	350.0
106481387	0.0	0.0
85413	19.0	109.0
106481388	0.0	2.0
645436	1.0	2.0
106481381	4.0	0.0
106481382	0.0	0.0
10	16.0	2.0
106481380	0.0	0.0
11	0.0	0.0
403341	1415.0	682.0
12	31.0	2.0
13	610.0	224.0
14	6021.0	8197.0
15	13.0	32.0
16	9217.0	9579.0
645455	39.0	5.0
18	1164.0	342.0
19	4954.0	6323.0
128580	7.0	4.0
85407	1844.0	259.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1757.0	2382.0
106481395	0.0	0.0
85403	2097.0	1644.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	1.0	0.0
106481393	0.0	0.0
20	4080.0	8517.0
106481390	0.0	0.0
21	75635.0	4679.0
106481391	0.0	0.0
22	1253.0	725.0
153571	1095.0	1855.0
153572	3388.0	3787.0
23	4777.0	6596.0
24	271.0	16.0
25	6591.0	5749.0
26	127.0	98.0
27	2286.0	1764.0
28	1648.0	697.0
29	10530.0	5707.0
153579	2426.0	62.0
728615	0.0	0.0
728614	0.0	0.0
200765	145.0	220.0
106481358	0.0	1.0
106481359	0.0	0.0
728611	23.0	30.0
102466518	0.0	0.0
102466516	18.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	1.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	1174.0	3625.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2440.0	4218.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	538.0	445.0
106481366	0.0	0.0
30	3461.0	1709.0
106481360	0.0	0.0
31	6361.0	7948.0
32	2834.0	513.0
33	1364.0	121.0
34	3027.0	2572.0
35	2069.0	1582.0
153562	2089.0	1481.0
36	2666.0	1655.0
37	13035.0	9213.0
38	4295.0	4059.0
440307	7.0	3.0
39	1621.0	2199.0
165545	10.0	1103.0
106481369	0.0	0.0
728606	0.0	2.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	1.0
106481378	0.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	23.0	3.0
106481370	0.0	0.0
41	119.0	1739.0
106481371	0.0	0.0
43	279.0	230.0
645486	0.0	0.0
47	10461.0	12565.0
48	5305.0	3137.0
49	31.0	19.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	5.0	3.0
106481340	0.0	0.0
