id	80dfa38c-5905-4a58-bb0c-246dccc2bbc7	f69a97ec-c6c0-4450-83f1-3280f31ad447
1855	5554.0	16341.0
1854	1971.0	2598.0
100131671	4.0	3.0
1852	1.0	253.0
1850	3584.0	329.0
100131678	0.0	0.0
1859	7618.0	3662.0
1857	7705.0	12435.0
1856	2013.0	3811.0
724068	0.0	0.0
724067	0.0	0.0
202781	313.0	91.0
1861	3634.0	2596.0
100131688	0.0	0.0
1869	436.0	1024.0
724094	1.0	1.0
1880	5421.0	1120.0
1877	2185.0	1757.0
100131691	89.0	36.0
1876	1102.0	767.0
1875	577.0	154.0
83417	0.0	0.0
100131693	13.0	15.0
100327036	2.0	0.0
83416	33.0	4.0
200132	199.0	10.0
1874	6458.0	6098.0
1872	8.0	4.0
1871	2088.0	1586.0
1870	133.0	1234.0
1879	976.0	366.0
724087	14.0	6.0
1891	10171.0	8365.0
1890	15163.0	39666.0
83401	70.0	8.0
1889	33954.0	21116.0
724033	0.0	0.0
724032	0.0	0.0
724031	2.0	0.0
724030	0.0	0.0
58473	2246.0	219.0
58472	6889.0	11038.0
200149	0.0	0.0
58475	13301.0	562.0
724038	0.0	0.0
83439	4398.0	1594.0
1896	462.0	130.0
58477	3843.0	6245.0
58476	11461.0	4021.0
1894	1206.0	3310.0
1893	2481.0	19945.0
1892	5294.0	9343.0
58478	2263.0	2223.0
200150	81.0	9.0
724022	0.0	0.0
58484	1100.0	67.0
724026	4.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1503.0	2157.0
724024	0.0	0.0
58486	2171.0	2415.0
58485	5523.0	8009.0
724023	0.0	0.0
58480	6534.0	335.0
724029	0.0	1.0
200159	8.0	1.0
724028	0.0	0.0
724027	4.0	0.0
58488	1582.0	940.0
58487	3845.0	2344.0
200162	12.0	171.0
58489	3211.0	6507.0
58495	232.0	66.0
724059	0.0	0.0
58494	4854.0	579.0
58497	1604.0	1920.0
58496	277.0	109.0
58491	932.0	852.0
58490	3397.0	3962.0
58493	1858.0	1478.0
58492	252.0	216.0
58499	1660.0	3368.0
58498	0.0	0.0
200172	106.0	20.0
83451	1413.0	918.0
83450	415.0	166.0
83452	1152.0	532.0
153364	264.0	323.0
83448	826.0	523.0
200186	5301.0	4187.0
83447	2.0	0.0
200185	950.0	832.0
83449	45.0	93.0
83444	225.0	256.0
83443	4795.0	6820.0
83446	0.0	0.0
83445	13.0	3.0
83440	7534.0	3964.0
83442	25765.0	77034.0
114984	1433.0	1593.0
114987	179.0	312.0
391603	0.0	0.0
10657	11465.0	14622.0
126969	1251.0	548.0
10656	835.0	376.0
10659	16138.0	771.0
10658	10982.0	41116.0
114990	6529.0	2490.0
114991	1239.0	1956.0
10651	1288.0	2636.0
10650	116.0	124.0
10653	17172.0	41900.0
10652	7244.0	29084.0
342667	32.0	8.0
10655	147.0	95.0
643812	0.0	0.0
342666	6.0	6.0
10654	2863.0	5655.0
136306	20.0	2.0
126961	0.0	0.0
10668	921.0	390.0
10667	1490.0	1385.0
643827	79.0	33.0
10669	52.0	30.0
10660	20.0	1.0
10661	6.0	1.0
731220	31.0	89.0
138971	0.0	0.0
10664	4481.0	4745.0
10663	1868.0	415.0
10666	572.0	75.0
731223	20.0	14.0
10665	6.0	0.0
136319	16623.0	17939.0
163933	225.0	12.0
317691	0.0	0.0
339005	151.0	82.0
10635	127.0	632.0
10634	4367.0	5386.0
10637	2.0	1.0
10636	1162.0	1472.0
10638	0.0	0.0
114971	1710.0	7114.0
10631	16637.0	69058.0
643836	926.0	855.0
10630	6166.0	8346.0
643837	1607.0	709.0
10633	110.0	8.0
643834	0.0	1.0
10632	7991.0	6802.0
100124394	0.0	0.0
10645	6234.0	6874.0
10648	0.0	0.0
10647	0.0	1.0
148304	172.0	2094.0
114960	0.0	0.0
10640	5210.0	9226.0
136332	16.0	9.0
10642	4.0	4.0
643847	0.0	0.0
10641	776.0	1290.0
10644	1741.0	13334.0
10643	49.0	261.0
317671	50.0	87.0
643862	0.0	0.0
391642	0.0	0.0
10609	518.0	2544.0
391647	3.0	0.0
10613	3752.0	7370.0
10612	1429.0	1236.0
10615	452.0	2258.0
10614	4106.0	5266.0
10617	2194.0	3275.0
401525	0.0	0.0
10616	7925.0	9927.0
10618	38859.0	17899.0
643854	4.0	4.0
643853	259.0	227.0
643859	1.0	0.0
10611	11030.0	6693.0
10610	3084.0	9278.0
643872	1.0	0.0
643873	169.0	330.0
643870	6.0	14.0
317684	6.0	3.0
391655	0.0	2.0
391657	1.0	1.0
391656	5.0	8.0
317687	2.0	0.0
10623	2117.0	1587.0
10626	1980.0	10424.0
10625	22062.0	19553.0
10628	51753.0	7244.0
10627	31995.0	18068.0
10629	619.0	850.0
342618	7.0	3.0
643865	0.0	2.0
643866	233.0	172.0
10620	1014.0	2182.0
10622	131.0	587.0
10621	652.0	492.0
101954275	1.0	0.0
101954276	0.0	0.0
643880	0.0	0.0
101954273	1.0	2.0
643884	1.0	0.0
101954277	5.0	0.0
101954278	5.0	1.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	57.0	117.0
83606	11600.0	6510.0
101954271	0.0	0.0
83605	4579.0	10381.0
101954272	3.0	1.0
83608	694.0	874.0
83607	3850.0	2644.0
151903	2847.0	3397.0
401507	0.0	0.0
317649	3441.0	2290.0
391627	0.0	0.0
401505	1403.0	1134.0
388007	0.0	0.0
317648	976.0	3874.0
100419709	2.0	12.0
100419705	1.0	0.0
643875	0.0	0.0
401509	22.0	19.0
401508	0.0	0.0
101954264	5.0	0.0
138948	149.0	52.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	4.0	0.0
102464827	0.0	0.0
391630	1.0	0.0
102464828	0.0	0.0
317662	1827.0	1586.0
100419711	1.0	1.0
102464825	0.0	0.0
56000	579.0	8.0
391632	0.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	41.0	75.0
102464824	1.0	0.0
56005	6553.0	7938.0
10602	4378.0	6476.0
56006	2306.0	1768.0
83604	4079.0	591.0
10603	1234.0	356.0
10606	3539.0	9350.0
100419717	0.0	0.0
56001	0.0	0.0
10605	2872.0	3265.0
10608	7522.0	5999.0
10607	3678.0	5790.0
10600	4161.0	2856.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	1.0	1.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	3098.0	3821.0
102464832	0.0	0.0
100271849	21.0	16.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	1.0	107.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	1964.0	38626.0
112398	3231.0	1154.0
100419735	0.0	0.0
391697	0.0	0.0
391696	1.0	1.0
100419733	1.0	3.0
388021	2.0	2.0
100419734	0.0	1.0
391698	0.0	2.0
100419731	0.0	0.0
100271836	142.0	121.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	3767.0
388015	6.0	0.0
101954204	0.0	0.0
199953	1483.0	1402.0
161357	3.0	0.0
100420734	4.0	5.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	12.0	2.0
731275	40.0	27.0
199920	126.0	1.0
222826	4.0	4.0
101929286	0.0	0.0
391670	0.0	2.0
391672	0.0	2.0
161342	3.0	199.0
148398	422.0	37.0
100419758	38.0	10.0
100419751	1.0	2.0
124359	994.0	1667.0
101929293	6.0	7.0
100420752	0.0	1.0
100420754	0.0	0.0
10691	1599.0	2258.0
10690	0.0	0.0
101929212	39.0	10.0
101929218	0.0	0.0
388076	0.0	0.0
388077	1.0	0.0
100419764	0.0	0.0
199900	0.0	0.0
151963	2092.0	915.0
10693	142.0	61.0
10692	14.0	0.0
10695	6469.0	3405.0
10694	9744.0	11199.0
10699	393.0	182.0
101929221	0.0	0.0
100420763	0.0	0.0
101929225	0.0	0.0
101929222	5.0	1.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	453.0	452.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	61.0	5.0
101929238	0.0	0.0
220213	10211.0	1484.0
10678	3667.0	2588.0
151987	4425.0	6047.0
10671	2087.0	1760.0
10670	7200.0	6229.0
10673	1540.0	345.0
10672	12707.0	7483.0
10675	424.0	52.0
10677	637.0	219.0
100419793	0.0	0.0
100420784	3.0	0.0
100420786	0.0	0.0
101929247	0.0	0.0
100420787	0.0	0.0
101929244	1.0	0.0
220202	0.0	0.0
222865	1769.0	88.0
10682	2777.0	6823.0
10681	1542.0	2355.0
10683	1.0	3.0
10686	25.0	40.0
136371	0.0	0.0
643803	0.0	0.0
10687	2048.0	171.0
100419682	0.0	0.0
100420678	76.0	116.0
222894	0.0	0.0
100419687	2.0	0.0
283807	25.0	47.0
653194	0.0	0.0
83598	0.0	0.0
83597	0.0	0.0
653199	51.0	46.0
83594	645.0	483.0
83593	10308.0	4365.0
83596	648.0	1984.0
83595	16684.0	104.0
83590	2424.0	2340.0
653190	83.0	1.0
653192	0.0	0.0
83592	132.0	13.0
83591	2993.0	264.0
1909	2920.0	2112.0
100420689	0.0	0.0
1908	5.0	1.0
161291	5400.0	7517.0
653188	6.0	4.0
653189	45.0	68.0
1907	513.0	64.0
1906	16024.0	987.0
197258	1930.0	841.0
1903	2142.0	1364.0
197259	3521.0	1391.0
1902	2730.0	1244.0
1901	20750.0	593.0
100420681	0.0	1.0
197257	759.0	1242.0
449491	0.0	0.0
100420695	1.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	9519.0	54.0
1917	41.0	27.0
1915	455278.0	577307.0
1912	16452.0	12224.0
1911	1174.0	582.0
101929202	0.0	0.0
101929203	4.0	0.0
199899	0.0	9.0
148281	5.0	4.0
219287	0.0	0.0
161253	61.0	10.0
219285	4791.0	2078.0
283849	1492.0	320.0
283848	256.0	48.0
1932	0.0	1.0
283847	0.0	1.0
256227	17.0	256.0
256223	0.0	0.0
1939	3741.0	2741.0
1938	204567.0	289237.0
1937	25.0	46.0
1936	8938.0	8835.0
1934	5.0	10.0
1933	16617.0	32533.0
161247	42.0	16.0
219293	747.0	336.0
1943	0.0	2.0
1942	10151.0	11797.0
256236	2567.0	221.0
1949	86.0	311.0
199870	1268.0	683.0
1948	7092.0	10363.0
1947	3747.0	23089.0
1946	1754.0	3068.0
1945	242.0	1386.0
1944	61.0	1350.0
161271	0.0	0.0
1954	4094.0	4934.0
1953	7145.0	2795.0
1952	998.0	24321.0
1951	156.0	2323.0
1950	156.0	7.0
283820	1442.0	991.0
1959	7209.0	412.0
1958	78140.0	29239.0
1956	11399.0	55154.0
1955	5937.0	3309.0
1965	7539.0	9411.0
1964	4807.0	4040.0
199857	601.0	667.0
1962	622.0	1022.0
1961	25.0	137.0
1960	3434.0	808.0
220296	1.0	0.0
1969	18621.0	42941.0
1968	9298.0	17051.0
1967	3014.0	6011.0
114904	444.0	5878.0
114905	990.0	120.0
114907	728.0	3052.0
114908	16327.0	14659.0
340094	0.0	0.0
643783	98.0	66.0
114900	12.0	5.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	24588.0	42331.0
1974	20952.0	18701.0
1973	1677.0	648.0
283888	20.0	3.0
401447	0.0	0.0
653113	99.0	94.0
1979	14836.0	13383.0
1978	1267.0	7252.0
1977	3584.0	2425.0
643790	17.0	26.0
1990	0.0	1.0
256281	1448.0	1037.0
1987	2.0	3.0
1986	1.0	8.0
1984	27262.0	63950.0
1983	18338.0	21616.0
1982	93653.0	220037.0
283876	123.0	75.0
1981	43288.0	83170.0
1980	118.0	13.0
283871	1131.0	1040.0
283870	147.0	41.0
105375616	0.0	0.0
340075	594.0	2293.0
340073	0.0	0.0
653125	13.0	3.0
401431	36.0	13.0
83528	1.0	2.0
1998	3085.0	1825.0
1997	9130.0	8246.0
283869	6.0	277.0
1996	10.0	11.0
401428	32.0	10.0
83538	152.0	25.0
1995	9.0	3.0
401427	40.0	8.0
283867	22.0	0.0
1994	6498.0	4343.0
1993	18.0	8.0
1992	43028.0	72475.0
1991	48.0	0.0
283860	5.0	0.0
83530	41.0	13.0
340069	3.0	0.0
1999	30734.0	22470.0
105375606	4.0	0.0
340061	17835.0	6208.0
653115	85.0	84.0
653121	799.0	445.0
653122	78.0	127.0
283854	0.0	0.0
653123	0.0	0.0
401491	40.0	31.0
100124412	0.0	0.0
653147	63.0	10.0
401498	0.0	3.0
653149	1.0	13.0
401497	0.0	0.0
401494	3031.0	1497.0
401492	5.0	24.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	3947.0	2787.0
83539	8.0	0.0
83547	1773.0	634.0
83546	0.0	19.0
653140	21.0	3.0
83549	2149.0	1768.0
83548	2178.0	3033.0
83543	2094.0	346.0
653145	1219.0	16932.0
83544	1736.0	618.0
83541	1505.0	2550.0
83540	48.0	575.0
126917	2757.0	4277.0
340037	28.0	11.0
114926	1350.0	818.0
114928	858.0	402.0
339044	1.0	1.0
256297	0.0	0.0
401474	1585.0	23.0
653174	0.0	0.0
653175	1.0	1.0
340024	1.0	0.0
114915	819.0	634.0
401466	1044.0	1014.0
653162	38.0	28.0
653163	0.0	0.0
283899	2435.0	1896.0
653166	0.0	0.0
283897	1409.0	101.0
339145	13.0	1.0
391723	40.0	0.0
391722	1.0	3.0
10778	1579.0	1585.0
10777	4.0	0.0
10772	6303.0	5036.0
340120	2.0	4.0
10771	7944.0	3482.0
10773	807.0	617.0
10776	17056.0	14084.0
10775	1607.0	2157.0
10788	4128.0	557.0
391739	0.0	2.0
10781	1960.0	727.0
10780	574.0	476.0
10783	5840.0	3163.0
10782	3274.0	2661.0
10785	760.0	836.0
10787	13560.0	21873.0
10786	7.0	0.0
102606463	2.0	2.0
731308	0.0	2.0
339122	356.0	375.0
339123	4185.0	3409.0
102606462	8.0	3.0
391701	0.0	0.0
391703	2.0	1.0
151827	114.0	247.0
126826	2.0	0.0
643719	53.0	22.0
10755	9892.0	24029.0
151825	0.0	0.0
10758	5082.0	11794.0
126823	214.0	56.0
126820	45.0	93.0
10750	157.0	85.0
10752	840.0	76.0
10751	0.0	0.0
10753	919.0	1.0
643714	0.0	0.0
138864	0.0	0.0
391712	26.0	3.0
391714	1.0	0.0
114836	389.0	252.0
10767	2675.0	3208.0
10766	9623.0	5022.0
151835	34.0	1.0
10769	4710.0	4276.0
391718	0.0	0.0
10768	13132.0	9956.0
126811	0.0	19.0
643723	4.0	2.0
10761	0.0	56.0
10763	13555.0	8869.0
10762	4091.0	4921.0
10765	6320.0	23555.0
101929179	0.0	0.0
388112	1.0	1.0
339105	67.0	106.0
83707	1004.0	2745.0
83706	9453.0	1710.0
10734	128.0	54.0
10733	122.0	651.0
83714	221.0	97.0
10736	6.0	29.0
401648	1.0	0.0
643739	0.0	0.0
10735	7119.0	9275.0
401647	313.0	5475.0
10738	2.0	1.0
401646	0.0	0.0
10737	17.0	1.0
10739	5.0	2.0
376132	0.0	0.0
10730	11139.0	15364.0
101929184	17.0	0.0
10732	558.0	1417.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	19.0	32.0
124221	21.0	8.0
124222	423.0	1939.0
114897	10706.0	5011.0
114898	292.0	150.0
124220	51.0	33.0
114899	237.0	48.0
391777	9.0	11.0
10745	1316.0	698.0
56104	94.0	38.0
83700	5141.0	1001.0
401638	1.0	0.0
10744	7.0	0.0
56105	127.0	76.0
10747	140.0	12.0
401637	0.0	0.0
56106	348.0	442.0
10746	6956.0	4997.0
56107	276.0	185.0
10749	28637.0	18013.0
56100	315.0	1959.0
401634	0.0	0.0
10748	100.0	15.0
56101	495.0	2047.0
56102	52.0	75.0
56103	331.0	1331.0
643744	9.0	9.0
10741	1904.0	1207.0
56108	119.0	66.0
10740	18.0	10.0
643749	236.0	87.0
56109	304.0	193.0
10743	6208.0	6151.0
342732	13.0	1.0
10742	3995.0	357.0
101929198	64.0	0.0
101929196	1.0	1.0
100420811	0.0	0.0
114884	2290.0	4663.0
317774	3.0	0.0
114885	3732.0	2241.0
401630	0.0	0.0
317772	1.0	3.0
100419821	2.0	1.0
56110	153.0	140.0
317778	0.0	0.0
83729	8.0	61.0
317775	0.0	0.0
83734	414.0	672.0
10712	1867.0	4016.0
83733	82.0	78.0
10714	1896.0	1075.0
126868	8.0	165.0
317769	0.0	0.0
100419829	0.0	2.0
10713	3385.0	3800.0
317768	0.0	0.0
10716	4.0	0.0
100419827	0.0	0.0
56111	189.0	77.0
10715	10.0	6.0
56112	53.0	21.0
56113	241.0	47.0
83732	2278.0	2906.0
10718	155.0	2.0
10717	1153.0	1019.0
56114	31.0	419.0
388125	3796.0	8.0
401629	4.0	1.0
317781	2242.0	1825.0
388122	1.0	2.0
83719	3428.0	1867.0
56120	12.0	30.0
56121	410.0	108.0
114876	3691.0	2098.0
388121	745.0	673.0
83716	46898.0	6966.0
83715	20.0	3483.0
114879	3569.0	3398.0
100420829	0.0	2.0
10723	10851.0	1849.0
56126	196.0	341.0
83723	3.0	21.0
126859	11.0	2.0
56127	106.0	420.0
10725	5571.0	3684.0
56128	91.0	266.0
56129	335.0	116.0
10724	8459.0	11943.0
114880	633.0	391.0
56122	325.0	2136.0
388115	1696.0	3161.0
401613	1694.0	2.0
114881	713.0	332.0
10726	7886.0	8896.0
56123	205.0	1004.0
401612	213.0	127.0
114882	5403.0	6256.0
56124	217.0	570.0
10728	15912.0	29978.0
114883	6353.0	5486.0
56125	219.0	739.0
643766	0.0	0.0
10721	24.0	532.0
10720	0.0	0.0
100420830	2.0	0.0
136259	28.0	2.0
100420834	0.0	0.0
317751	15.0	5.0
124274	0.0	0.0
388152	223.0	74.0
317754	0.0	0.0
317753	0.0	0.0
317749	1134.0	1260.0
342705	3.0	2.0
151888	42.0	19.0
151887	14171.0	8184.0
136263	1.0	1.0
100420841	0.0	0.0
101929145	348.0	191.0
100420843	0.0	0.0
100293090	87.0	63.0
148254	492.0	294.0
317762	4362.0	6420.0
317761	1.0	0.0
100419854	0.0	0.0
317760	11.0	5.0
317767	7.0	0.0
100271715	31.0	8.0
148252	87.0	70.0
100271722	175.0	59.0
199834	0.0	0.0
388135	458.0	65.0
101929152	12.0	5.0
100420854	0.0	0.0
222950	16.0	125.0
100419867	0.0	0.0
148266	353.0	189.0
100419868	1.0	0.0
148268	476.0	258.0
100419866	0.0	0.0
100420859	0.0	0.0
124245	4355.0	3848.0
317729	2.0	1.0
136288	26.0	40.0
199800	230.0	73.0
101930150	0.0	0.0
163882	3391.0	1276.0
388165	118.0	107.0
100419873	0.0	0.0
100271700	364.0	154.0
100271703	0.0	0.0
100271702	2.0	0.0
100420875	0.0	0.0
100420877	0.0	2.0
388199	0.0	1.0
22794	8793.0	6061.0
22795	1070.0	2779.0
22796	1425.0	1678.0
22797	1265.0	159.0
22798	22.0	12.0
317705	4.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	2.0	0.0
138883	2.0	0.0
138881	12.0	0.0
100420881	0.0	0.0
388181	0.0	1.0
100419893	5.0	14.0
222967	7.0	3.0
219333	6824.0	2731.0
136227	84.0	13.0
222962	109.0	150.0
148213	73.0	191.0
388182	24.0	14.0
100419895	0.0	0.0
317716	0.0	1.0
148203	171.0	209.0
317719	6.0	1.0
148206	459.0	417.0
163859	4722.0	2491.0
101929110	5.0	3.0
101929111	2.0	0.0
219348	2171.0	87.0
219347	44.0	212.0
100420898	3.0	3.0
148223	1366.0	1597.0
10799	238.0	503.0
136242	1.0	0.0
10791	4750.0	917.0
10794	295.0	285.0
10793	142.0	329.0
10795	1401.0	2329.0
10798	0.0	0.0
10797	5130.0	3042.0
101929121	0.0	0.0
101929120	1.0	1.0
101929127	68.0	0.0
317701	1.0	0.0
220323	3259.0	4022.0
148231	0.0	0.0
148229	328.0	541.0
151877	25.0	1.0
151871	0.0	0.0
93035	928.0	0.0
161176	3482.0	909.0
56097	56.0	380.0
56098	22.0	38.0
56099	951.0	252.0
93034	32.0	61.0
283927	154.0	101.0
220359	27.0	9.0
653073	0.0	0.0
653075	4.0	1.0
256302	2269.0	2003.0
105373144	1.0	0.0
81050	0.0	0.0
199786	69.0	6.0
256309	49.0	7.0
100420792	0.0	0.0
95681	607.0	644.0
283914	0.0	0.0
81047	0.0	0.0
197131	4020.0	1776.0
197135	169.0	36.0
653061	6.0	3.0
93058	482.0	244.0
161198	6298.0	945.0
283902	5.0	0.0
220382	3.0	3.0
81078	0.0	0.0
81079	0.0	0.0
81075	0.0	0.0
81076	0.0	0.0
100114903	0.0	0.0
199777	270.0	156.0
81061	0.0	0.0
653082	1501.0	1.0
81090	0.0	0.0
100271649	0.0	0.0
199746	583.0	207.0
100271655	7.0	5.0
81099	0.0	0.0
100271650	12.0	3.0
199745	222.0	386.0
148170	595.0	279.0
256364	5042.0	5004.0
163786	126.0	549.0
220388	21.0	22.0
100271639	0.0	0.0
163782	285.0	638.0
100271646	6.0	5.0
283953	1.0	2.0
256355	38.0	154.0
100271644	2.0	1.0
283951	850.0	639.0
256356	1356.0	1573.0
100271643	0.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	5.0	4.0
148189	348.0	315.0
93099	2632.0	47510.0
100271627	8.0	3.0
283948	53.0	19.0
256329	230.0	116.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	1.0	0.0
100271633	0.0	0.0
100271632	18.0	4.0
199720	46.0	63.0
93082	157.0	71.0
161145	356.0	452.0
100271617	0.0	0.0
100271616	0.0	1.0
161142	9.0	7.0
100271619	0.0	0.0
148198	2.0	0.0
100271618	3.0	0.0
100271624	2.0	0.0
100271623	0.0	1.0
283933	43.0	59.0
100271625	1.0	0.0
93081	326.0	448.0
100271620	1.0	1.0
283932	156.0	76.0
100271622	3.0	2.0
100271621	0.0	0.0
199731	865.0	932.0
100124332	0.0	4.0
643664	2.0	1.0
256394	2.0	6.0
83637	11563.0	19490.0
83636	1861.0	1342.0
401565	11.0	1.0
401563	49.0	17.0
401562	75.0	9.0
401561	14.0	58.0
283999	1.0	0.0
283994	3.0	0.0
643668	1.0	1.0
283991	3136.0	11518.0
340198	8.0	3.0
643669	12.0	5.0
340192	0.0	0.0
643680	29.0	11.0
197196	1.0	0.0
56033	4.0	4.0
401551	9.0	1.0
83657	14.0	13.0
83656	2.0	1.0
83659	28.0	5.0
283989	1761.0	2190.0
83658	7595.0	6409.0
401548	12560.0	2010.0
56034	1980.0	2018.0
283987	3481.0	292.0
256369	0.0	0.0
401546	444.0	11.0
83655	0.0	0.0
283985	1.0	43.0
283982	13.0	0.0
283981	53.0	20.0
643677	11.0	3.0
83650	6.0	1.0
197187	96.0	74.0
449520	4.0	7.0
401541	316.0	406.0
401540	0.0	0.0
83639	1.0	21.0
83638	3397.0	2684.0
256380	158.0	57.0
449518	0.0	0.0
83648	2009.0	378.0
401537	5.0	23.0
83647	0.0	0.0
83641	13588.0	1615.0
401535	4.0	2.0
83643	2448.0	2406.0
401533	1.0	1.0
643689	7.0	11.0
283971	1.0	0.0
83640	623.0	1224.0
283970	6.0	3.0
114826	1057.0	1507.0
114827	473.0	118.0
378706	1.0	1.0
378707	0.0	0.0
378708	88.0	104.0
339184	0.0	0.0
339186	4.0	0.0
56052	1184.0	1464.0
114821	140.0	178.0
114822	513.0	156.0
114823	12874.0	5855.0
114824	4.0	1.0
114825	1010.0	1196.0
643699	64.0	22.0
340168	0.0	0.0
114815	6.0	0.0
114817	0.0	1.0
114818	2334.0	775.0
114819	170.0	122.0
339175	1087.0	947.0
56063	735.0	767.0
653017	0.0	0.0
56061	3103.0	6118.0
56062	309.0	179.0
114814	43.0	71.0
83667	2417.0	5649.0
83666	8672.0	8879.0
83660	1123.0	1116.0
340156	175.0	85.0
83661	15.0	1.0
114804	404.0	124.0
114805	433.0	21.0
340152	186.0	127.0
339168	1.0	4.0
114800	918.0	6.0
114801	1234.0	218.0
93010	9994.0	1451.0
114803	1979.0	1463.0
83697	13.0	15.0
81034	3057.0	1229.0
81035	10350.0	2258.0
83696	3517.0	2210.0
83699	2648.0	321.0
81037	12249.0	8105.0
83698	17.0	12.0
401588	561.0	95.0
83693	1488.0	1354.0
81030	250.0	112.0
83692	7629.0	4013.0
81031	942.0	1265.0
83695	1225.0	2345.0
81033	90.0	1.0
83694	149.0	16.0
340146	1.0	0.0
83690	305.0	135.0
81027	291.0	4.0
81029	197.0	1018.0
653042	0.0	0.0
653045	0.0	0.0
81025	0.0	5.0
401577	485.0	414.0
22877	13636.0	10514.0
22878	3336.0	3397.0
22879	6149.0	4575.0
22870	8889.0	12452.0
22871	200.0	0.0
22872	16037.0	19575.0
22873	844.0	421.0
22874	902.0	927.0
22875	5831.0	165.0
22876	1656.0	1346.0
10899	7552.0	6159.0
10898	1309.0	1604.0
10891	1066.0	103.0
136540	0.0	0.0
10890	14490.0	40148.0
10893	1713.0	115.0
10892	4515.0	6716.0
136541	0.0	0.0
10895	2.0	0.0
342426	0.0	0.0
10894	5690.0	203.0
10897	3954.0	12727.0
10896	36.0	10.0
22888	1291.0	899.0
22889	1996.0	1796.0
22880	2962.0	3844.0
124540	2230.0	2221.0
22881	1443.0	431.0
22882	7985.0	2083.0
22883	15066.0	61086.0
22884	2655.0	1630.0
22885	4140.0	4748.0
22887	5193.0	4490.0
342419	2.0	6.0
124538	0.0	0.0
124535	10.0	0.0
148523	110.0	245.0
283598	0.0	0.0
283596	211.0	92.0
283592	5.0	0.0
22856	19861.0	6560.0
161514	1.0	0.0
731424	1032.0	11.0
22858	1665.0	2601.0
22859	3534.0	2397.0
22850	3635.0	4094.0
22852	359.0	373.0
22853	3920.0	3726.0
22854	325.0	300.0
10877	1.0	0.0
10876	2.0	0.0
100419909	0.0	0.0
10879	0.0	0.0
10878	28.0	11.0
148534	769.0	6.0
104169670	0.0	0.0
104169671	0.0	0.0
100419903	12.0	5.0
283587	14.0	6.0
10871	3144.0	179.0
10870	967.0	207.0
10873	1113.0	389.0
10875	4512.0	1369.0
10874	5.0	595.0
22866	494.0	0.0
22868	2757.0	3021.0
22869	571.0	398.0
100309464	0.0	0.0
161502	45.0	17.0
100420901	0.0	0.0
22861	4238.0	2478.0
22862	7268.0	3434.0
22863	1324.0	2840.0
22864	3250.0	3841.0
22865	15.0	0.0
10888	11.0	3.0
56203	36.0	3.0
643609	0.0	0.0
56204	2081.0	3071.0
10887	3.0	1.0
124512	982.0	1038.0
148545	0.0	17.0
283579	3.0	2.0
283578	2087.0	2196.0
10880	5.0	1.0
283576	9.0	2.0
10882	5.0	22.0
10881	0.0	0.0
10884	1871.0	2033.0
283571	17.0	8.0
10886	2.0	0.0
10885	3205.0	4247.0
22834	2192.0	1661.0
22835	437.0	261.0
22836	3546.0	3235.0
22837	6256.0	2676.0
101929059	5.0	1.0
22838	4389.0	6051.0
22839	9456.0	14106.0
100420910	6.0	3.0
100420916	1.0	0.0
22832	458.0	526.0
124590	0.0	248.0
10855	733.0	389.0
10857	8447.0	7347.0
10856	4339.0	8215.0
10859	2017.0	323.0
10858	118.0	38.0
100126793	38.0	18.0
10850	0.0	0.0
643617	2.0	9.0
643615	1.0	4.0
100126791	22.0	12.0
22844	20.0	25.0
22845	1549.0	1461.0
22846	4474.0	1486.0
22847	1174.0	1454.0
22848	4659.0	4416.0
22849	640.0	303.0
112597	1351.0	1427.0
100420920	3.0	1.0
100420921	0.0	0.0
100420924	0.0	0.0
124583	6664.0	9089.0
100420926	1.0	1.0
22841	2389.0	1043.0
100420927	0.0	0.0
100419930	0.0	0.0
22843	38.0	7.0
10866	5098.0	5637.0
100420919	0.0	0.0
10865	16814.0	1693.0
10868	2620.0	2212.0
10867	10017.0	10215.0
10869	4661.0	7331.0
10861	167.0	64.0
