id	edafd326-8c3c-4ae5-8617-e1592db868eb	f2b50fcc-e5ec-4328-a932-2c06476760cf
138050	7949.0	9794.0
403219	0.0	0.0
151011	6752.0	6630.0
645587	10.0	0.0
165679	27.0	66.0
126037	11.0	33.0
114049	4415.0	4874.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	1.0
106481482	0.0	0.0
106481483	1.0	0.0
85315	2504.0	40.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	2775.0	1090.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	83.0	183.0
100033820	0.0	0.0
106481480	2.0	0.0
106481481	0.0	0.0
138065	54.0	41.0
645598	0.0	0.0
163007	9.0	7.0
114038	7.0	3.0
645591	35.0	0.0
106481495	0.0	0.0
114041	6.0	0.0
106481496	0.0	0.0
114042	2.0	0.0
106481493	0.0	0.0
114043	105.0	132.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	278.0	113.0
126017	461.0	801.0
106481497	0.0	1.0
106481498	0.0	0.0
85303	1.0	0.0
85300	4.0	27.0
85301	1612.0	4602.0
106481491	1.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	1.0	0.0
403275	0.0	0.0
102466656	1.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1333.0	771.0
106481459	0.0	0.0
26994	8355.0	3683.0
106481457	5.0	1.0
26995	1735.0	2620.0
106481458	0.0	0.0
403271	0.0	0.0
26998	0.0	1.0
403272	0.0	0.0
102466659	0.0	0.0
26999	4640.0	555.0
403273	0.0	0.0
102466658	4.0	2.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	2.0
106481460	4.0	3.0
106481461	0.0	0.0
104310350	1.0	0.0
106481466	0.0	0.0
26993	2245.0	1747.0
106481467	0.0	0.0
106481464	1.0	0.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	1.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	51.0	3.0
106481472	0.0	0.0
106481477	4.0	4.0
106481478	0.0	1.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	14.0	40.0
106481470	2.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	3796.0	911.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	6.0	6.0
106481437	0.0	0.0
26974	77.0	16.0
153657	188.0	26.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	1285.0	1639.0
165631	572.0	17.0
106481436	1.0	1.0
26978	33.0	27.0
126075	1027.0	591.0
106481439	0.0	0.0
403250	0.0	0.0
126074	160.0	285.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1720.0	5027.0
106481444	23.0	1.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	5978.0	807.0
85354	0.0	0.0
85352	216.0	66.0
403241	1.0	0.0
344462	0.0	1.0
403244	0.0	0.0
403245	0.0	0.0
153642	482.0	435.0
153643	2626.0	50.0
403247	0.0	0.0
403248	0.0	0.0
26985	3756.0	2695.0
106481448	0.0	0.0
26986	57225.0	138848.0
126069	134.0	24.0
106481449	0.0	0.0
126068	585.0	99.0
106481446	0.0	0.0
26983	0.0	0.0
26984	968.0	1460.0
106481447	0.0	0.0
106481451	6.0	1.0
106481452	0.0	0.0
106481450	1.0	0.0
114088	65.0	620.0
106481455	0.0	3.0
85349	124.0	28.0
106481456	0.0	1.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	7.0	6.0
106481454	2.0	0.0
403238	0.0	0.0
85344	9.0	3.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	0.0
85340	0.0	0.0
100873394	0.0	2.0
100873393	1.0	0.0
100873392	3.0	7.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	2.0
106481413	0.0	0.0
106481414	1.0	0.0
63901	4067.0	2476.0
100873390	0.0	0.0
728556	49.0	120.0
106481419	1.0	0.0
100128817	0.0	0.0
728558	149.0	88.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	423.0	1000.0
106481423	0.0	1.0
106481420	3.0	0.0
106481421	0.0	0.0
100873399	0.0	2.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	4.0	1.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	404.0	59.0
100873384	0.0	0.0
285601	67.0	32.0
106481426	0.0	0.0
106481427	0.0	2.0
222005	0.0	4.0
63910	385.0	1621.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	543.0	178.0
222008	3.0	2.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	3429.0	4431.0
63904	0.0	0.0
106481430	1.0	0.0
163071	46.0	99.0
63906	919.0	859.0
106481433	0.0	0.0
63908	1040.0	919.0
106481434	0.0	0.0
106481431	0.0	1.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	4.0	0.0
285613	85.0	208.0
63920	254.0	879.0
63923	143.0	11.0
63922	397.0	1404.0
728577	163.0	552.0
63925	2133.0	1911.0
63924	7.0	4.0
63916	4099.0	2718.0
63917	3812.0	1866.0
106481400	1.0	0.0
106481401	0.0	0.0
728562	0.0	2.0
728564	2.0	24.0
285622	3.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1482.0	2062.0
106481402	0.0	0.0
63931	1596.0	1073.0
106481403	0.0	3.0
63934	212.0	14.0
728567	0.0	2.0
106481408	0.0	0.0
163088	4.0	4.0
63933	2754.0	4829.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	4288.0	3033.0
163087	810.0	1058.0
728568	255.0	473.0
106481407	15.0	18.0
3704	2318.0	5920.0
3705	6540.0	5206.0
63926	903.0	807.0
3706	24.0	319.0
63929	1537.0	1881.0
3707	5597.0	1110.0
63928	82.0	519.0
3708	6303.0	330.0
106481411	1.0	1.0
3709	3935.0	2130.0
106481412	0.0	0.0
106481410	1.0	0.0
3700	54.0	9.0
3702	2791.0	23.0
3703	7829.0	10686.0
645506	0.0	0.0
151050	2545.0	739.0
645520	0.0	0.0
63941	1582.0	2656.0
63940	3981.0	692.0
63943	299.0	1183.0
728517	0.0	0.0
163033	446.0	974.0
258010	1990.0	396.0
63947	0.0	0.0
63946	0.0	3.0
728513	0.0	0.0
100033803	0.0	0.0
3716	19319.0	8232.0
100033804	0.0	0.0
3717	2494.0	672.0
100033805	0.0	0.0
3718	1226.0	3040.0
63939	1425.0	1779.0
100033806	0.0	0.0
100190799	13.0	3.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	129.0	109.0
3710	13451.0	15402.0
3712	7113.0	3497.0
3713	13.0	1395.0
3714	1640.0	11154.0
63950	52.0	1322.0
728505	1.0	0.0
63951	286.0	312.0
100033807	0.0	0.0
728501	20.0	26.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	7339.0	29866.0
100033814	0.0	0.0
3727	16292.0	5410.0
63948	0.0	0.0
100033815	0.0	0.0
222052	1.0	0.0
3728	14645.0	87460.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1645.0	3821.0
151056	476.0	179.0
3725	13673.0	9190.0
645528	7.0	0.0
728532	16.0	17.0
163059	266.0	83.0
728538	0.0	24.0
728537	305.0	106.0
63967	67.0	356.0
3737	29.0	0.0
3738	561.0	10.0
3739	69.0	0.0
645538	0.0	0.0
3730	10509.0	716.0
3732	10182.0	28390.0
3734	42.0	69.0
3735	7315.0	8942.0
3736	513.0	5.0
63970	228.0	19.0
3750	236.0	742.0
63971	7406.0	3678.0
63974	0.0	0.0
163049	2321.0	2131.0
63973	0.0	33.0
63976	1384.0	15.0
222068	6570.0	12230.0
63978	0.0	0.0
63977	633.0	696.0
63979	622.0	1086.0
728524	0.0	0.0
3748	1035.0	1746.0
163051	34.0	10.0
3749	1963.0	862.0
163050	67.0	24.0
3741	201.0	5.0
645548	7.0	4.0
3743	2.0	149.0
3744	7.0	1.0
3745	766.0	15.0
3746	13.0	34.0
3747	0.0	1.0
285671	816.0	38.0
285672	1963.0	1528.0
100873431	0.0	0.0
100873430	1.0	0.0
3760	14.0	1.0
285676	107.0	54.0
3761	3.0	36.0
100128657	0.0	0.0
285679	2.0	3.0
100861449	0.0	0.0
100861443	0.0	1.0
100861445	0.0	0.0
3759	1233.0	438.0
283008	3.0	5.0
3751	33.0	51.0
100873435	0.0	0.0
3752	626.0	943.0
100873434	0.0	0.0
3753	705.0	33.0
100873433	0.0	0.0
3754	16.0	61.0
100873432	0.0	0.0
3755	41.0	815.0
100873439	0.0	0.0
3756	8.0	2.0
100873438	0.0	0.0
3757	341.0	421.0
100873437	0.0	0.0
3758	28.0	5.0
100873436	0.0	0.0
100873420	5.0	0.0
3770	81.0	137.0
3772	5288.0	2182.0
100861458	0.0	0.0
100861453	36.0	13.0
100861455	0.0	0.0
1107	14084.0	9459.0
1106	10146.0	4517.0
1105	3753.0	1482.0
1104	1107.0	3066.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1524.0	772.0
1101	241.0	38.0
3762	1728.0	69.0
100873424	0.0	0.0
3763	48.0	32.0
100128640	59.0	59.0
100873423	0.0	0.0
3764	1905.0	320.0
100873422	0.0	0.0
3765	3.0	0.0
100873421	0.0	2.0
3766	18.0	10.0
100873428	0.0	0.0
3767	281.0	34.0
100873427	0.0	0.0
3768	218.0	182.0
1109	5.0	0.0
100873426	1.0	4.0
1108	16306.0	19775.0
3769	6.0	29.0
100873425	0.0	0.0
100128637	1.0	0.0
100128639	0.0	0.0
3780	12.0	30.0
100873453	0.0	0.0
3781	94.0	11.0
100873452	0.0	0.0
3782	1947.0	68.0
100873451	0.0	0.0
3783	327.0	6342.0
100873450	0.0	0.0
1121	1860.0	793.0
100861468	1.0	3.0
1120	267.0	219.0
100861469	0.0	0.0
1118	14590.0	39.0
1117	6717.0	161.0
1116	3520.0	11854.0
1114	96.0	1263.0
1113	124.0	271.0
1112	8667.0	2355.0
1111	223.0	2779.0
3773	493.0	94.0
100873457	0.0	1.0
100873456	0.0	0.0
3775	1757.0	1920.0
100873455	0.0	0.0
3776	11.0	47.0
100873454	0.0	0.0
3777	8435.0	530.0
3778	2702.0	47.0
3779	645.0	73.0
100873459	0.0	0.0
1119	2717.0	1645.0
100128627	0.0	2.0
100128626	0.0	0.0
3790	3198.0	1558.0
100128628	10.0	20.0
3791	4250.0	366.0
100873442	0.0	0.0
3792	102.0	4.0
100873441	0.0	1.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	28.0	42.0
1131	235.0	995.0
1130	3186.0	1148.0
100861476	0.0	0.0
1129	123.0	0.0
1128	62.0	6.0
1124	1086.0	51.0
1123	1547.0	747.0
1122	1174.0	1872.0
100861470	0.0	0.0
3784	3949.0	232.0
100873446	0.0	0.0
3785	0.0	9.0
100873445	0.0	0.0
3786	736.0	51.0
100873444	0.0	0.0
3787	112.0	1494.0
100873443	0.0	2.0
3788	40.0	25.0
100873449	8.0	1.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	1.0
283050	76.0	165.0
100128618	1.0	1.0
728597	2.0	0.0
100128617	0.0	3.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	9.0	2.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	1.0	375.0
285634	6.0	2.0
1142	1.0	0.0
1141	17.0	144.0
285636	2619.0	4397.0
1140	443.0	1065.0
728599	11.0	1.0
1139	20.0	2.0
1138	33.0	414.0
1137	12.0	3.0
100861485	0.0	0.0
1136	23.0	51.0
1135	22.0	28.0
1134	154.0	22.0
1133	34.0	19.0
3795	186.0	202.0
100873479	8.0	9.0
3796	2174.0	4941.0
100873478	1.0	0.0
3797	816.0	1913.0
100873477	4.0	2.0
3798	47.0	21.0
100873476	0.0	0.0
3799	15982.0	9215.0
100873460	0.0	0.0
728586	16.0	36.0
285641	1.0	1.0
100873464	3.0	4.0
100873463	0.0	0.0
100873462	1.0	2.0
285643	0.0	0.0
100128603	1.0	0.0
100873461	0.0	0.0
1154	2503.0	1058.0
1153	25910.0	7557.0
1152	10476.0	6325.0
285647	34.0	9.0
728589	15.0	23.0
728588	44.0	0.0
1149	0.0	3.0
1147	2143.0	1405.0
1146	3.0	31.0
1145	118.0	32.0
1144	0.0	12.0
100873468	0.0	0.0
100873467	2.0	1.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	1.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	1.0	1.0
100873494	0.0	0.0
1164	420.0	2576.0
1163	478.0	2831.0
285659	0.0	0.0
1161	445.0	465.0
1160	107.0	32.0
1159	64.0	439.0
1158	19.0	34.0
1157	0.0	0.0
1155	3260.0	12738.0
550643	1948.0	2197.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	1.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2560.0	3261.0
1175	3324.0	7344.0
285668	20.0	0.0
1174	1620.0	2276.0
1173	18684.0	24651.0
550631	623.0	258.0
100873489	0.0	0.0
283014	3.0	15.0
100873488	1.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	46.0	51.0
1186	4056.0	2994.0
1185	2386.0	1250.0
1184	1270.0	1329.0
1183	1464.0	1325.0
1182	6328.0	4532.0
1181	303.0	476.0
440375	85.0	38.0
1180	14.0	26.0
1179	0.0	0.0
1178	24.0	9.0
283089	29.0	0.0
85495	0.0	0.0
85480	102.0	174.0
283080	2.0	0.0
1198	3568.0	1941.0
1197	2.0	1.0
1196	2174.0	1924.0
1195	6239.0	3453.0
440366	4.0	0.0
1193	2988.0	73.0
1192	21963.0	38768.0
1191	58358.0	51762.0
1188	143.0	34.0
283078	381.0	35.0
85486	3.0	19.0
128615	0.0	0.0
85481	2.0	10.0
128611	712.0	6.0
440396	75.0	66.0
128609	0.0	0.0
128602	9694.0	196.0
440387	4.0	1.0
128674	3.0	0.0
128676	1.0	0.0
114026	0.0	0.0
100861402	4.0	2.0
126014	3296.0	75.0
440335	1285.0	138.0
100128690	0.0	0.0
114034	1013.0	642.0
126006	34.0	67.0
114036	26.0	22.0
100128696	0.0	0.0
100128688	0.0	3.0
126003	20.0	66.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	1.0	0.0
105180391	0.0	0.0
100128682	1.0	0.0
100128678	0.0	1.0
100861429	0.0	0.0
128653	0.0	1.0
200728	331.0	476.0
440356	4.0	119.0
440354	122.0	212.0
440352	4.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	35.0	1.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	2.0	35.0
100873410	0.0	0.0
100873417	0.0	6.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	133.0	123.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	159.0	77.0
200734	6007.0	2275.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	4.0	1.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	36.0	16.0
100873402	0.0	0.0
100873401	3.0	0.0
100873400	2.0	0.0
100128665	0.0	0.0
128637	4690.0	2199.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	4.0	2.0
165530	107.0	86.0
85409	1911.0	375.0
106481385	0.0	1.0
106481386	2.0	1.0
85416	0.0	215.0
106481383	5.0	2.0
85417	121.0	238.0
106481384	0.0	0.0
103106903	1.0	0.0
85414	576.0	422.0
106481389	0.0	0.0
85415	2270.0	3789.0
106481387	0.0	0.0
85413	209.0	35.0
106481388	5.0	1.0
645436	0.0	0.0
106481381	1.0	0.0
106481382	0.0	0.0
10	13.0	1.0
106481380	0.0	0.0
11	0.0	0.0
403341	1599.0	852.0
12	91.0	502.0
13	296.0	74.0
14	5932.0	11504.0
15	20.0	12.0
16	7983.0	8987.0
645455	19.0	7.0
18	1956.0	369.0
19	6925.0	6140.0
128580	2.0	4.0
85407	1443.0	46.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1896.0	1671.0
106481395	0.0	0.0
85403	2811.0	1219.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	1.0	3.0
106481393	0.0	0.0
20	4827.0	6937.0
106481390	0.0	0.0
21	68154.0	748.0
106481391	0.0	0.0
22	1267.0	693.0
153571	677.0	2848.0
153572	2597.0	6852.0
23	5605.0	9296.0
24	263.0	164.0
25	8056.0	4464.0
26	49.0	210.0
27	3350.0	2028.0
28	1408.0	773.0
29	12131.0	3570.0
153579	6377.0	26.0
728615	0.0	0.0
728614	0.0	1.0
200765	165.0	458.0
106481358	0.0	1.0
106481359	0.0	0.0
728611	35.0	28.0
102466518	0.0	0.0
102466516	18.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	1.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	797.0	4728.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2470.0	3273.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	320.0	155.0
106481366	0.0	0.0
30	3752.0	2308.0
106481360	0.0	0.0
31	6750.0	6345.0
32	4358.0	233.0
33	1976.0	57.0
34	3831.0	1424.0
35	1530.0	1213.0
153562	1945.0	972.0
36	3318.0	964.0
37	15424.0	12603.0
38	4088.0	1674.0
440307	22.0	8.0
39	1639.0	2618.0
165545	37.0	1331.0
106481369	0.0	0.0
728606	4.0	2.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	5.0	2.0
106481379	0.0	0.0
106481376	0.0	1.0
106481377	0.0	0.0
403315	0.0	0.0
40	9.0	2.0
106481370	0.0	0.0
41	498.0	410.0
106481371	0.0	0.0
43	329.0	351.0
645486	0.0	0.0
47	9900.0	4502.0
48	5375.0	1524.0
49	57.0	4.0
106481338	0.0	0.0
106481339	1.0	1.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
106481342	6.0	3.0
