id	95aa5fa8-2945-4ffa-a38f-ee4a6326babb	3a238e45-6725-42d4-9ccb-378c0a198080
728468	0.0	0.0
440288	178.0	170.0
1029	171.0	7426.0
440295	104.0	88.0
1028	977.0	253.0
1027	4313.0	6097.0
1026	29455.0	9856.0
1025	3817.0	4630.0
1024	1002.0	1104.0
3685	11633.0	21001.0
100873347	0.0	1.0
100873346	0.0	0.0
3687	8830.0	11754.0
100873345	0.0	0.0
3688	21358.0	36445.0
100873344	0.0	0.0
3689	20625.0	38026.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	0.0	2.0
100873371	5.0	1.0
100873370	0.0	0.0
728498	21.0	17.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	0.0
728492	38.0	17.0
100873375	0.0	0.0
100128710	0.0	3.0
285533	152.0	97.0
100873374	0.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	34.0	43.0
1043	10707.0	3304.0
1041	5.0	10.0
1040	1959.0	2143.0
1039	1710.0	2673.0
1038	2.0	6.0
1036	417.0	14.0
3696	290.0	1301.0
3697	9.0	4.0
100873379	0.0	0.0
3698	34.0	11.0
100873378	0.0	0.0
3699	147.0	88.0
100873377	0.0	0.0
728486	69.0	36.0
100873361	0.0	0.0
105373869	187.0	280.0
100873360	2.0	1.0
285540	97.0	129.0
100128705	2.0	1.0
100873365	0.0	1.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	3.0	0.0
100873362	0.0	0.0
100128701	0.0	0.0
1054	2176.0	2727.0
285547	0.0	0.0
1053	32.0	16.0
285548	0.0	1.0
1052	10193.0	8854.0
1051	7583.0	6983.0
728489	18.0	46.0
1050	3656.0	633.0
100128707	0.0	0.0
1048	838.0	4744.0
1047	116.0	708.0
1046	0.0	0.0
1045	2.0	0.0
100873369	3.0	2.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	0.0	1.0
1066	9374.0	775.0
1063	770.0	8191.0
1062	384.0	2031.0
1061	3.0	1.0
1060	1101.0	1154.0
440253	59.0	39.0
1059	5292.0	9063.0
1058	207.0	621.0
1057	2.0	1.0
85379	2941.0	6632.0
114112	709.0	557.0
1056	21.0	14.0
85377	2317.0	8038.0
85378	2416.0	4410.0
128745	0.0	0.0
85376	13.0	57.0
440248	393.0	242.0
1075	31479.0	28066.0
1074	9.0	36.0
1073	3087.0	4322.0
1072	61907.0	114725.0
1071	434.0	154.0
440243	0.0	1.0
1070	1123.0	673.0
1069	3666.0	1825.0
1068	0.0	0.0
85369	2032.0	2679.0
85366	18.0	20.0
85364	1235.0	1617.0
85365	3703.0	1777.0
85363	2181.0	2068.0
85360	1171.0	1352.0
1080	2608.0	26.0
85391	3.0	24.0
403296	0.0	0.0
403297	1.0	4.0
85390	0.0	0.0
403299	0.0	0.0
1088	0.0	3.0
153733	572.0	731.0
1087	8.0	11.0
1086	0.0	0.0
440279	9.0	6.0
1085	0.0	0.0
1084	89.0	113.0
440278	105.0	179.0
1082	0.0	1.0
403294	0.0	0.0
440275	3654.0	6297.0
1081	0.0	0.0
85397	7.0	4.0
85395	569.0	1555.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	2.0
403288	0.0	0.0
403289	0.0	0.0
1098	1.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	8.0	5.0
440270	502.0	527.0
1089	433.0	104.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	106.0	8.0
285598	323.0	445.0
126133	2409.0	2240.0
128790	0.0	0.0
126129	187.0	266.0
126123	5.0	2.0
442862	0.0	0.0
126119	1413.0	1385.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	1.0
442894	0.0	0.0
442895	0.0	0.0
114131	27.0	0.0
442896	0.0	0.0
114132	100.0	48.0
442897	0.0	0.0
442898	2.0	0.0
114134	1341.0	530.0
442899	0.0	0.0
100128790	0.0	0.0
128760	5.0	3.0
100128788	61.0	17.0
100128787	0.0	0.0
440225	0.0	0.0
440224	0.0	0.0
442890	0.0	0.0
442891	0.0	0.0
442892	0.0	0.0
128756	0.0	0.0
100128782	306.0	167.0
100128781	2.0	1.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	2.0	1.0
403234	0.0	0.0
403235	0.0	1.0
403236	0.0	0.0
63982	28.0	52.0
102466616	0.0	0.0
126052	0.0	0.0
151009	37.0	128.0
403227	0.0	0.0
403228	0.0	0.0
138046	0.0	2.0
645558	0.0	0.0
403229	0.0	0.0
645573	0.0	0.0
645572	0.0	0.0
645571	16.0	9.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	1206.0	2804.0
107131122	3.0	0.0
138050	5565.0	4949.0
403219	0.0	0.0
151011	5763.0	6584.0
645587	0.0	1.0
165679	10.0	675.0
126037	11.0	28.0
114049	4050.0	5051.0
106481479	1.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	2.0
106481483	0.0	1.0
85315	968.0	1399.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1855.0	1947.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	115.0	272.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	6.0	3.0
645598	0.0	0.0
163007	1.0	8.0
114038	7.0	8.0
645591	1.0	0.0
106481495	2.0	1.0
114041	3.0	0.0
106481496	0.0	0.0
114042	1.0	1.0
106481493	0.0	0.0
114043	35.0	6.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	119.0	581.0
126017	430.0	957.0
106481497	0.0	2.0
106481498	0.0	0.0
85303	0.0	0.0
85300	2.0	2.0
85301	1879.0	2376.0
106481491	1.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	1.0
403275	0.0	0.0
102466656	1.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1658.0	670.0
106481459	0.0	0.0
26994	7014.0	6894.0
106481457	3.0	2.0
26995	2629.0	2941.0
106481458	0.0	0.0
403271	0.0	2.0
26998	4.0	0.0
403272	1.0	0.0
102466659	0.0	0.0
26999	3791.0	1645.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	1.0	0.0
106481460	7.0	0.0
106481461	0.0	0.0
104310350	0.0	1.0
106481466	0.0	0.0
26993	1671.0	2947.0
106481467	0.0	0.0
106481464	0.0	1.0
106481465	0.0	0.0
104310351	0.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	1.0	0.0
85329	35.0	15.0
106481472	0.0	0.0
106481477	4.0	2.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	1.0
85320	7.0	14.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	786.0	633.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	3.0	3.0
106481437	0.0	0.0
26974	67.0	28.0
153657	36.0	40.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	1065.0	2812.0
165631	665.0	424.0
106481436	0.0	1.0
26978	20.0	24.0
126075	1148.0	787.0
106481439	0.0	0.0
403250	0.0	0.0
126074	315.0	227.0
403251	0.0	0.0
106481440	0.0	1.0
106481441	0.0	0.0
85359	2589.0	2168.0
106481444	7.0	2.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	2463.0	2034.0
85354	0.0	1.0
85352	133.0	596.0
403241	0.0	2.0
344462	4.0	12.0
403244	0.0	0.0
403245	0.0	0.0
153642	377.0	489.0
153643	360.0	12.0
403247	0.0	0.0
403248	0.0	0.0
26985	3606.0	5203.0
106481448	0.0	0.0
26986	58567.0	422705.0
126069	124.0	54.0
106481449	0.0	0.0
126068	355.0	390.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1238.0	865.0
106481447	0.0	0.0
106481451	1.0	6.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	50.0	953.0
106481455	0.0	0.0
85349	235.0	267.0
106481456	0.0	2.0
26982	0.0	0.0
106481453	0.0	2.0
85347	0.0	0.0
26980	2.0	15.0
106481454	1.0	4.0
403238	0.0	0.0
85344	4.0	6.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	1.0	3.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	3.0
100873392	3.0	2.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	1.0	2.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	3179.0	4152.0
100873390	0.0	0.0
728556	82.0	92.0
106481419	0.0	1.0
100128817	1.0	0.0
728558	106.0	150.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	314.0	625.0
106481423	0.0	1.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	1.0	2.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	2.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	2.0	0.0
100128801	0.0	0.0
285600	141.0	164.0
100873384	0.0	0.0
285601	74.0	46.0
106481426	0.0	0.0
106481427	0.0	2.0
222005	2.0	1.0
63910	857.0	1022.0
106481424	0.0	1.0
106481425	0.0	0.0
285605	466.0	306.0
222008	0.0	0.0
106481428	0.0	0.0
106481429	0.0	1.0
63905	3773.0	4399.0
63904	0.0	0.0
106481430	0.0	0.0
163071	30.0	547.0
63906	887.0	1163.0
106481433	0.0	0.0
63908	667.0	792.0
106481434	0.0	0.0
106481431	1.0	1.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	3.0	0.0
285613	154.0	206.0
63920	221.0	278.0
63923	29.0	45.0
63922	391.0	2466.0
728577	76.0	31.0
63925	1465.0	2978.0
63924	5.0	3.0
63916	2781.0	4085.0
63917	4062.0	4539.0
106481400	0.0	0.0
106481401	0.0	0.0
728562	6.0	5.0
728564	4.0	5.0
285622	1.0	1.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1409.0	1346.0
106481402	0.0	0.0
63931	1655.0	1409.0
106481403	0.0	0.0
63934	147.0	100.0
728567	4.0	3.0
106481408	0.0	0.0
163088	1.0	2.0
63933	2726.0	2673.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	2883.0	4859.0
163087	499.0	758.0
728568	401.0	423.0
106481407	17.0	10.0
3704	3383.0	5846.0
3705	4482.0	6213.0
63926	621.0	1352.0
3706	27.0	724.0
63929	1060.0	1998.0
3707	2664.0	2168.0
63928	0.0	0.0
3708	3009.0	2780.0
106481411	1.0	0.0
3709	3315.0	2967.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	41.0	23.0
3702	1016.0	791.0
3703	7208.0	18859.0
645506	0.0	0.0
151050	1036.0	740.0
645520	0.0	0.0
63941	2961.0	1765.0
63940	4696.0	5393.0
63943	320.0	462.0
728517	0.0	0.0
163033	481.0	1078.0
258010	1572.0	1994.0
63947	0.0	0.0
63946	2.0	1.0
728513	4.0	2.0
100033803	0.0	0.0
3716	11650.0	14920.0
100033804	0.0	0.0
3717	1923.0	2418.0
100033805	0.0	0.0
3718	2338.0	2978.0
63939	1247.0	1719.0
100033806	0.0	0.0
100190799	2.0	12.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	84.0	77.0
3710	6129.0	37967.0
3712	5764.0	2936.0
3713	24.0	492.0
3714	1359.0	5332.0
63950	1.0	6.0
728505	0.0	1.0
63951	237.0	596.0
100033807	0.0	0.0
728501	28.0	20.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	28224.0	14203.0
100033814	0.0	0.0
3727	12932.0	7381.0
63948	0.0	0.0
100033815	0.0	0.0
222052	1.0	1.0
3728	8792.0	25648.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1177.0	3636.0
151056	833.0	761.0
3725	15221.0	16815.0
645528	15.0	3.0
728532	24.0	22.0
163059	323.0	267.0
728538	1.0	0.0
728537	146.0	135.0
63967	164.0	1581.0
3737	18.0	8.0
3738	287.0	165.0
3739	19.0	0.0
645538	0.0	0.0
3730	4753.0	1591.0
3732	6797.0	4816.0
3734	26.0	5.0
3735	7516.0	15121.0
3736	3.0	0.0
63970	11.0	8.0
3750	249.0	214.0
63971	3532.0	6007.0
63974	0.0	0.0
163049	1713.0	1861.0
63973	0.0	0.0
63976	658.0	83.0
222068	5935.0	8879.0
63978	0.0	0.0
63977	373.0	990.0
63979	562.0	1855.0
728524	0.0	0.0
3748	687.0	805.0
163051	15.0	15.0
3749	573.0	270.0
163050	62.0	52.0
3741	68.0	10.0
645548	5.0	9.0
3743	0.0	2.0
3744	8.0	0.0
3745	36.0	9.0
3746	7.0	3.0
3747	0.0	0.0
285671	539.0	135.0
285672	2374.0	2768.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	4.0	0.0
285676	56.0	27.0
3761	0.0	3.0
100128657	0.0	0.0
285679	0.0	1.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	725.0	630.0
283008	5.0	8.0
3751	58.0	323.0
100873435	0.0	0.0
3752	1049.0	238.0
100873434	0.0	0.0
3753	175.0	39.0
100873433	0.0	0.0
3754	16.0	33.0
100873432	0.0	0.0
3755	31.0	32.0
100873439	0.0	0.0
3756	5.0	52.0
100873438	0.0	0.0
3757	179.0	32.0
100873437	0.0	0.0
3758	33.0	12.0
100873436	0.0	0.0
100873420	1.0	0.0
3770	63.0	112.0
3772	9462.0	582.0
100861458	0.0	0.0
100861453	24.0	15.0
100861455	0.0	0.0
1107	7408.0	23573.0
1106	4709.0	10532.0
1105	2063.0	3523.0
1104	2026.0	6368.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1790.0	693.0
1101	43.0	49.0
3762	2723.0	746.0
100873424	0.0	0.0
3763	1.0	6.0
100128640	73.0	55.0
100873423	0.0	0.0
3764	2009.0	525.0
100873422	0.0	0.0
3765	0.0	0.0
100873421	1.0	8.0
3766	11.0	32.0
100873428	0.0	0.0
3767	130.0	131.0
100873427	0.0	0.0
3768	174.0	62.0
1109	6.0	0.0
100873426	0.0	3.0
1108	9567.0	29457.0
3769	5.0	3.0
100873425	0.0	0.0
100128637	0.0	0.0
100128639	0.0	0.0
3780	8.0	35.0
100873453	0.0	0.0
3781	94.0	40.0
100873452	0.0	0.0
3782	253.0	352.0
100873451	0.0	0.0
3783	461.0	13103.0
100873450	0.0	0.0
1121	1631.0	1738.0
100861468	0.0	1.0
1120	317.0	363.0
100861469	0.0	0.0
1118	2229.0	9246.0
1117	5527.0	143.0
1116	5024.0	12029.0
1114	14.0	61.0
1113	2.0	2.0
1112	3698.0	6100.0
1111	424.0	3268.0
3773	61.0	2.0
100873457	0.0	2.0
100873456	0.0	0.0
3775	956.0	1152.0
100873455	0.0	0.0
3776	10.0	475.0
100873454	0.0	0.0
3777	1887.0	142.0
3778	2179.0	4488.0
3779	358.0	505.0
100873459	0.0	0.0
1119	1616.0	1176.0
100128627	1.0	1.0
100128626	0.0	0.0
3790	2161.0	3958.0
100128628	12.0	10.0
3791	3304.0	18168.0
100873442	0.0	0.0
3792	45.0	55.0
100873441	0.0	2.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	12.0	6.0
1131	119.0	2.0
1130	1735.0	3294.0
100861476	0.0	2.0
1129	52.0	0.0
1128	147.0	0.0
1124	752.0	367.0
1123	1857.0	1442.0
1122	540.0	4160.0
100861470	0.0	0.0
3784	3963.0	754.0
100873446	0.0	0.0
3785	1.0	2.0
100873445	0.0	0.0
3786	1284.0	9104.0
100873444	0.0	0.0
3787	77.0	7.0
100873443	0.0	0.0
3788	35.0	17.0
100873449	0.0	5.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	1.0
283050	299.0	308.0
100128618	2.0	0.0
728597	3.0	0.0
100128617	2.0	1.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	60.0	281.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	3.0	30.0
285634	1.0	4.0
1142	0.0	0.0
1141	10.0	8.0
285636	1918.0	5798.0
1140	674.0	2294.0
728599	4.0	0.0
1139	14.0	7.0
1138	17.0	231.0
1137	2.0	1.0
100861485	0.0	0.0
1136	23.0	61.0
1135	8.0	0.0
1134	16.0	297.0
1133	8.0	10.0
3795	273.0	324.0
100873479	3.0	13.0
3796	1191.0	2816.0
100873478	0.0	0.0
3797	579.0	1659.0
100873477	2.0	3.0
3798	26.0	94.0
100873476	0.0	0.0
3799	10496.0	18352.0
100873460	0.0	0.0
728586	20.0	6.0
285641	3.0	0.0
100873464	0.0	4.0
100873463	0.0	0.0
100873462	0.0	3.0
285643	1.0	2.0
100128603	0.0	0.0
100873461	0.0	0.0
1154	4083.0	2359.0
1153	12800.0	10383.0
1152	4524.0	17722.0
285647	15.0	10.0
728589	4.0	27.0
728588	20.0	0.0
1149	0.0	0.0
1147	2296.0	3188.0
1146	2.0	2.0
1145	111.0	63.0
1144	1.0	5.0
100873468	0.0	0.0
100873467	1.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	1.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	1.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	2.0	1.0
100873494	0.0	0.0
1164	3190.0	2038.0
1163	661.0	2566.0
285659	0.0	0.0
1161	473.0	495.0
1160	75.0	45.0
1159	46.0	1.0
1158	48.0	373.0
1157	0.0	0.0
1155	4210.0	5155.0
550643	2330.0	2087.0
283025	0.0	2.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	3135.0	3819.0
1175	8085.0	7731.0
285668	11.0	0.0
1174	3102.0	6255.0
1173	21558.0	35411.0
550631	171.0	132.0
100873489	0.0	0.0
283014	13.0	14.0
100873488	0.0	0.0
100873487	0.0	4.0
283093	0.0	0.0
283092	0.0	0.0
1187	25.0	10.0
1186	3875.0	7362.0
1185	1271.0	2188.0
1184	931.0	625.0
1183	560.0	521.0
1182	3701.0	6462.0
1181	246.0	551.0
440375	64.0	96.0
1180	23.0	5.0
1179	0.0	1.0
1178	35.0	9.0
283089	6.0	3.0
85495	0.0	0.0
85480	71.0	8.0
283080	0.0	0.0
1198	2650.0	3156.0
1197	0.0	1.0
1196	1776.0	3118.0
1195	4040.0	3213.0
440366	2.0	1.0
1193	5964.0	1716.0
1192	31369.0	48941.0
1191	32926.0	1401.0
1188	99.0	10.0
283078	68.0	111.0
85486	6.0	2.0
128615	0.0	0.0
85481	4.0	0.0
128611	222.0	210.0
440396	29.0	51.0
128609	0.0	0.0
128602	1106.0	1.0
440387	5.0	4.0
128674	0.0	1.0
128676	4.0	1.0
114026	0.0	0.0
100861402	0.0	1.0
126014	2816.0	2159.0
440335	966.0	482.0
100128690	0.0	0.0
114034	719.0	708.0
126006	23.0	29.0
114036	42.0	41.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	51.0	78.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	0.0	0.0
100128678	0.0	0.0
100861429	0.0	0.0
128653	1.0	118.0
200728	289.0	161.0
440356	7.0	10.0
440354	67.0	104.0
440352	1.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	38.0	9.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	12.0	3.0
100873410	0.0	0.0
100873417	2.0	7.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	128.0	124.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	103.0	158.0
200734	2203.0	6714.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	0.0	3.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	17.0	1.0
100873402	0.0	0.0
100873401	2.0	0.0
100873400	2.0	0.0
100128665	0.0	0.0
128637	3537.0	3434.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	8.0	6.0
165530	59.0	5.0
85409	1718.0	708.0
106481385	1.0	0.0
106481386	1.0	0.0
85416	0.0	0.0
106481383	2.0	8.0
85417	23.0	93.0
106481384	0.0	0.0
103106903	2.0	0.0
85414	620.0	947.0
106481389	0.0	0.0
85415	606.0	3763.0
106481387	0.0	0.0
85413	31.0	16.0
106481388	2.0	10.0
645436	0.0	1.0
106481381	0.0	0.0
106481382	0.0	0.0
10	11.0	2.0
106481380	0.0	0.0
11	0.0	0.0
403341	693.0	893.0
12	191.0	0.0
13	579.0	16.0
14	5587.0	6528.0
15	17.0	93.0
16	5018.0	16663.0
645455	11.0	30.0
18	1333.0	347.0
19	6807.0	7441.0
128580	6.0	0.0
85407	569.0	92.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1197.0	2299.0
106481395	0.0	0.0
85403	2376.0	3679.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	5.0	2.0
106481393	0.0	0.0
20	1866.0	3915.0
106481390	0.0	0.0
21	68932.0	9649.0
106481391	0.0	0.0
22	1458.0	1370.0
153571	1203.0	12.0
153572	2348.0	34.0
23	3897.0	11391.0
24	294.0	7178.0
25	4726.0	9264.0
26	378.0	287.0
27	2061.0	6425.0
28	1053.0	211.0
29	7983.0	17331.0
153579	1931.0	16.0
728615	0.0	0.0
728614	0.0	0.0
200765	281.0	272.0
106481358	0.0	1.0
106481359	0.0	0.0
728611	29.0	24.0
102466518	0.0	1.0
102466516	1.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	574.0	616.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	3179.0	3064.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	461.0	871.0
106481366	0.0	0.0
30	4831.0	3012.0
106481360	0.0	0.0
31	5323.0	13004.0
32	893.0	415.0
33	1223.0	13.0
34	3815.0	2959.0
35	2280.0	489.0
153562	1396.0	1091.0
36	6811.0	912.0
37	15436.0	17044.0
38	4356.0	3804.0
440307	14.0	12.0
39	2340.0	1665.0
165545	8.0	15.0
106481369	0.0	0.0
728606	2.0	1.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	1.0
106481378	0.0	1.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	8.0	9.0
106481370	0.0	1.0
41	213.0	1185.0
106481371	0.0	0.0
43	264.0	71.0
645486	0.0	1.0
47	8383.0	22900.0
48	2862.0	5461.0
49	28.0	8.0
106481338	0.0	0.0
106481339	2.0	0.0
106481336	0.0	0.0
106481337	0.0	0.0
106481341	0.0	0.0
