id	cf655a50-5d76-4625-a3d1-12643de2c2b3	88cf0020-b8b7-4d6e-a5e9-313ee7dcf479
1027	6781.0	2876.0
1026	13472.0	13126.0
1025	3107.0	4138.0
1024	601.0	1110.0
3685	8572.0	42271.0
100873347	0.0	1.0
100873346	0.0	0.0
3687	2456.0	1770.0
100873345	0.0	1.0
3688	28569.0	36018.0
100873344	0.0	0.0
3689	8226.0	6678.0
100873349	0.0	0.0
100873348	0.0	0.0
100873372	1.0	0.0
100873371	0.0	0.0
100873370	0.0	0.0
728498	11.0	0.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	0.0
728492	45.0	36.0
100873375	0.0	0.0
100128710	2.0	1.0
285533	135.0	240.0
100873374	0.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	3.0	370.0
1043	9188.0	870.0
1041	0.0	40.0
1040	2777.0	4477.0
1039	2412.0	1456.0
1038	5.0	2.0
1036	1069.0	47.0
3696	529.0	15639.0
3697	3.0	1.0
100873379	0.0	0.0
3698	30.0	48.0
100873378	0.0	0.0
3699	384.0	60.0
100873377	0.0	0.0
728486	35.0	8.0
100873361	0.0	1.0
105373869	15.0	167.0
100873360	0.0	0.0
285540	180.0	71.0
100128705	2.0	0.0
100873365	0.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	1.0	3.0
100873362	0.0	0.0
100128701	0.0	3.0
1054	3534.0	5417.0
285547	0.0	0.0
1053	8.0	10.0
285548	0.0	35.0
1052	9727.0	2711.0
1051	7191.0	5209.0
728489	4.0	11.0
1050	1603.0	942.0
100128707	1.0	0.0
1048	2392.0	271.0
1047	86.0	268.0
1046	0.0	1.0
1045	0.0	1.0
100873369	1.0	4.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	4.0	0.0
1066	12298.0	112847.0
1063	111.0	6000.0
1062	37.0	2606.0
1061	2.0	3.0
1060	1192.0	1241.0
440253	77.0	107.0
1059	5134.0	6437.0
1058	12.0	431.0
1057	0.0	0.0
85379	5923.0	10315.0
114112	581.0	668.0
1056	8.0	87.0
85377	2321.0	11399.0
85378	1185.0	1624.0
128745	0.0	3.0
85376	7.0	11.0
440248	133.0	315.0
1075	12856.0	33931.0
1074	8.0	5.0
1073	6273.0	886.0
1072	43251.0	41005.0
1071	391.0	57.0
440243	0.0	0.0
1070	1087.0	641.0
1069	3369.0	3660.0
1068	0.0	0.0
85369	1810.0	1431.0
85366	0.0	19.0
85364	1720.0	1280.0
85365	2905.0	3063.0
85363	2107.0	1083.0
85360	1538.0	861.0
1080	4038.0	903.0
85391	1.0	1.0
403296	0.0	0.0
403297	0.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	10.0	0.0
153733	533.0	444.0
1087	6.0	26.0
1086	0.0	0.0
440279	14.0	14.0
1085	0.0	4.0
1084	70.0	39.0
440278	132.0	240.0
1082	0.0	13.0
403294	0.0	0.0
440275	3992.0	6004.0
1081	0.0	1.0
85397	3.0	1.0
85395	218.0	305.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	0.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	0.0	1.0
440270	221.0	539.0
1089	206.0	26.0
85388	0.0	0.0
85389	0.0	0.0
128718	0.0	0.0
285596	19.0	109.0
285598	303.0	965.0
126133	973.0	1211.0
128790	0.0	0.0
126129	129.0	601.0
126123	10.0	4.0
442862	0.0	0.0
126119	607.0	765.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	1.0
442894	0.0	0.0
442895	0.0	0.0
114131	14.0	1.0
442896	0.0	1.0
114132	148.0	17.0
442897	0.0	0.0
442898	0.0	0.0
114134	1176.0	721.0
442899	0.0	0.0
100128790	0.0	0.0
128760	9.0	4.0
100128788	14.0	50.0
100128787	0.0	0.0
440225	0.0	0.0
440224	0.0	3.0
442890	0.0	0.0
442891	0.0	0.0
442892	0.0	1.0
128756	0.0	1.0
100128782	179.0	143.0
100128781	2.0	1.0
403230	0.0	0.0
403231	1.0	0.0
403232	0.0	1.0
645560	3.0	3.0
403234	0.0	0.0
403235	0.0	0.0
403236	0.0	0.0
63982	107.0	114.0
102466616	0.0	0.0
126052	0.0	0.0
151009	23.0	21.0
403227	0.0	4.0
403228	0.0	0.0
138046	0.0	0.0
645558	0.0	0.0
403229	0.0	2.0
645573	3.0	2.0
645572	0.0	0.0
645571	7.0	3.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	890.0	1477.0
107131122	0.0	0.0
138050	6043.0	9517.0
403219	0.0	0.0
151011	8219.0	7903.0
645587	0.0	0.0
165679	9.0	725.0
126037	21.0	22.0
114049	3199.0	4588.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	1.0
106481484	0.0	0.0
106481485	0.0	1.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	1930.0	872.0
100033821	0.0	0.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1981.0	1631.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	135.0	145.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	1.0	23.0
645598	0.0	0.0
163007	2.0	0.0
114038	0.0	0.0
645591	5.0	0.0
106481495	0.0	0.0
114041	1.0	107.0
106481496	0.0	0.0
114042	0.0	2.0
106481493	0.0	0.0
114043	15.0	2.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	85.0	292.0
126017	371.0	389.0
106481497	3.0	4.0
106481498	0.0	0.0
85303	0.0	0.0
85300	0.0	0.0
85301	405.0	3555.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1702.0	825.0
106481459	0.0	0.0
26994	10995.0	8959.0
106481457	0.0	3.0
26995	1329.0	2270.0
106481458	0.0	0.0
403271	0.0	1.0
26998	0.0	1794.0
403272	0.0	0.0
102466659	0.0	0.0
26999	4087.0	1855.0
403273	0.0	0.0
102466658	0.0	0.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	2.0	1.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1071.0	1181.0
106481467	0.0	0.0
106481464	0.0	0.0
106481465	0.0	0.0
104310351	2.0	0.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	33.0	7.0
106481472	0.0	0.0
106481477	2.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	8.0	54.0
106481470	0.0	0.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	446.0	549.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	5.0	5.0
106481437	0.0	0.0
26974	71.0	17.0
153657	30.0	35.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	949.0	2036.0
165631	141.0	169.0
106481436	0.0	0.0
26978	10.0	28.0
126075	559.0	370.0
106481439	0.0	0.0
403250	0.0	0.0
126074	192.0	129.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	1117.0	2045.0
106481444	0.0	5.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	3858.0	1240.0
85354	0.0	0.0
85352	26.0	453.0
403241	0.0	0.0
344462	0.0	1.0
403244	0.0	0.0
403245	0.0	0.0
153642	496.0	509.0
153643	149.0	12.0
403247	0.0	0.0
403248	0.0	0.0
26985	3779.0	6372.0
106481448	0.0	0.0
26986	39658.0	86698.0
126069	76.0	16.0
106481449	0.0	0.0
126068	505.0	175.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1056.0	1538.0
106481447	0.0	0.0
106481451	0.0	1.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	32.0	661.0
106481455	0.0	0.0
85349	43.0	10.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	0.0
26980	3.0	4.0
106481454	0.0	0.0
403238	0.0	0.0
85344	0.0	0.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	0.0
85340	0.0	0.0
100873394	0.0	0.0
100873393	0.0	1.0
100873392	0.0	2.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	0.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	2579.0	1298.0
100873390	0.0	0.0
728556	40.0	105.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	75.0	88.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	395.0	435.0
106481423	0.0	0.0
106481420	1.0	0.0
106481421	0.0	0.0
100873399	2.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	2.0	17.0
100873380	0.0	0.0
100128804	0.0	7.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	126.0	113.0
100873384	0.0	0.0
285601	13.0	24.0
106481426	0.0	0.0
106481427	0.0	2.0
222005	2.0	9.0
63910	160.0	586.0
106481424	0.0	1.0
106481425	0.0	0.0
285605	535.0	767.0
222008	0.0	0.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	3274.0	4092.0
63904	0.0	0.0
106481430	0.0	0.0
163071	21.0	76.0
63906	615.0	517.0
106481433	0.0	0.0
63908	557.0	895.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	0.0	6.0
285613	25.0	165.0
63920	452.0	218.0
63923	55.0	43.0
63922	97.0	466.0
728577	31.0	27.0
63925	749.0	1742.0
63924	2.0	1.0
63916	2743.0	2571.0
63917	3687.0	4141.0
106481400	0.0	1.0
106481401	0.0	0.0
728562	4.0	3.0
728564	5.0	28.0
285622	1.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1293.0	1649.0
106481402	0.0	0.0
63931	2148.0	1458.0
106481403	0.0	0.0
63934	131.0	46.0
728567	12.0	4.0
106481408	0.0	0.0
163088	8.0	1.0
63933	3714.0	2055.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	3482.0	2450.0
163087	576.0	525.0
728568	325.0	346.0
106481407	9.0	14.0
3704	1251.0	2244.0
3705	4318.0	2124.0
63926	642.0	968.0
3706	2.0	105.0
63929	599.0	1833.0
3707	5168.0	6344.0
63928	1.0	250.0
3708	5171.0	1501.0
106481411	0.0	0.0
3709	2935.0	3287.0
106481412	0.0	0.0
106481410	0.0	0.0
3700	6.0	12.0
3702	762.0	264.0
3703	7561.0	10982.0
645506	0.0	2.0
151050	1476.0	748.0
645520	0.0	0.0
63941	1628.0	1089.0
63940	2834.0	1087.0
63943	293.0	264.0
728517	0.0	0.0
163033	298.0	260.0
258010	2385.0	613.0
63947	0.0	0.0
63946	0.0	3.0
728513	0.0	2.0
100033803	0.0	0.0
3716	19225.0	13468.0
100033804	0.0	0.0
3717	2048.0	1182.0
100033805	0.0	0.0
3718	1319.0	1041.0
63939	1308.0	2098.0
100033806	0.0	0.0
100190799	3.0	5.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	120.0	39.0
3710	9519.0	18930.0
3712	3886.0	2678.0
3713	17.0	5216.0
3714	1478.0	2111.0
63950	0.0	7.0
728505	3.0	3.0
63951	362.0	228.0
100033807	0.0	0.0
728501	28.0	21.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	40453.0	14236.0
100033814	0.0	0.0
3727	25725.0	3717.0
63948	0.0	1.0
100033815	0.0	0.0
222052	0.0	2.0
3728	16514.0	92149.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1050.0	1798.0
151056	119.0	211.0
3725	38897.0	14523.0
645528	1.0	1.0
728532	38.0	26.0
163059	246.0	47.0
728538	1.0	2.0
728537	38.0	46.0
63967	35.0	490.0
3737	2.0	10.0
3738	425.0	122.0
3739	69.0	5.0
645538	0.0	0.0
3730	13433.0	985.0
3732	4976.0	6394.0
3734	16.0	41.0
3735	7480.0	9002.0
3736	1.0	1.0
63970	2.0	499.0
3750	226.0	177.0
63971	5867.0	3975.0
63974	0.0	0.0
163049	1744.0	1982.0
63973	0.0	2.0
63976	1210.0	323.0
222068	6030.0	7530.0
63978	0.0	1.0
63977	301.0	868.0
63979	452.0	1453.0
728524	0.0	0.0
3748	342.0	1006.0
163051	23.0	7.0
3749	978.0	613.0
163050	49.0	41.0
3741	197.0	11.0
645548	39.0	20.0
3743	0.0	43.0
3744	4.0	3.0
3745	100.0	3.0
3746	0.0	10.0
3747	2.0	0.0
285671	1142.0	272.0
285672	3291.0	2169.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	13.0	0.0
285676	52.0	29.0
3761	0.0	0.0
100128657	0.0	0.0
285679	0.0	6.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	747.0	1393.0
283008	5.0	4.0
3751	55.0	371.0
100873435	0.0	0.0
3752	558.0	1507.0
100873434	0.0	0.0
3753	23.0	20.0
100873433	0.0	0.0
3754	9.0	16.0
100873432	0.0	0.0
3755	6.0	270.0
100873439	0.0	0.0
3756	2.0	759.0
100873438	0.0	0.0
3757	233.0	103.0
100873437	0.0	0.0
3758	10.0	5.0
100873436	0.0	0.0
100873420	3.0	9.0
3770	33.0	202.0
3772	9057.0	4059.0
100861458	0.0	1.0
100861453	16.0	120.0
100861455	0.0	0.0
1107	5394.0	5138.0
1106	4598.0	4650.0
1105	2247.0	3190.0
1104	785.0	3098.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1125.0	728.0
1101	16.0	3.0
3762	924.0	266.0
100873424	0.0	0.0
3763	9.0	6.0
100128640	70.0	55.0
100873423	0.0	0.0
3764	1630.0	706.0
100873422	0.0	0.0
3765	0.0	1.0
100873421	1.0	1.0
3766	5.0	22.0
100873428	0.0	0.0
3767	105.0	96.0
100873427	0.0	0.0
3768	172.0	79.0
1109	2.0	13.0
100873426	3.0	0.0
1108	12216.0	16108.0
3769	1.0	2.0
100873425	0.0	0.0
100128637	2.0	3.0
100128639	0.0	0.0
3780	20.0	8.0
100873453	0.0	0.0
3781	298.0	42.0
100873452	0.0	0.0
3782	707.0	2095.0
100873451	0.0	0.0
3783	191.0	526.0
100873450	0.0	0.0
1121	1736.0	1787.0
100861468	0.0	1.0
1120	102.0	125.0
100861469	0.0	0.0
1118	9585.0	925.0
1117	7483.0	477.0
1116	2174.0	8453.0
1114	16.0	20.0
1113	11.0	152.0
1112	5422.0	4527.0
1111	167.0	853.0
3773	56.0	373.0
100873457	1.0	1.0
100873456	0.0	0.0
3775	630.0	4981.0
100873455	0.0	0.0
3776	7.0	543.0
100873454	0.0	0.0
3777	3927.0	236.0
3778	480.0	2961.0
3779	323.0	256.0
100873459	0.0	0.0
1119	1647.0	470.0
100128627	1.0	2.0
100128626	0.0	0.0
3790	3707.0	4529.0
100128628	3.0	8.0
3791	12912.0	1982.0
100873442	0.0	0.0
3792	4.0	13.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	4.0	12.0
1131	228.0	4612.0
1130	2281.0	3072.0
100861476	0.0	2.0
1129	158.0	8.0
1128	635.0	1.0
1124	782.0	188.0
1123	2461.0	1112.0
1122	1296.0	3052.0
100861470	0.0	1.0
3784	2720.0	1012.0
100873446	0.0	0.0
3785	3.0	16.0
100873445	0.0	0.0
3786	276.0	383.0
100873444	0.0	0.0
3787	49.0	41.0
100873443	0.0	0.0
3788	7.0	21.0
100873449	0.0	0.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	88.0	105.0
100128618	2.0	1.0
728597	0.0	0.0
100128617	11.0	6.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	11.0	43.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	7.0	264.0
285634	4.0	9.0
1142	3.0	0.0
1141	4.0	64.0
285636	2077.0	3556.0
1140	535.0	169.0
728599	3.0	3.0
1139	6.0	45.0
1138	7.0	196.0
1137	4.0	3.0
100861485	0.0	0.0
1136	26.0	33.0
1135	16.0	0.0
1134	190.0	38.0
1133	8.0	7.0
3795	180.0	220.0
100873479	7.0	1.0
3796	1198.0	2280.0
100873478	0.0	0.0
3797	636.0	2132.0
100873477	0.0	0.0
3798	5.0	119.0
100873476	0.0	0.0
3799	16108.0	14842.0
100873460	0.0	0.0
728586	19.0	12.0
285641	0.0	0.0
100873464	0.0	1.0
100873463	0.0	0.0
100873462	5.0	2.0
285643	4.0	3.0
100128603	3.0	0.0
100873461	0.0	0.0
1154	2359.0	1228.0
1153	12480.0	5057.0
1152	5012.0	1257.0
285647	11.0	27.0
728589	5.0	34.0
728588	0.0	0.0
1149	0.0	32.0
1147	1898.0	2481.0
1146	0.0	2.0
1145	40.0	24.0
1144	0.0	0.0
100873468	0.0	0.0
100873467	0.0	1.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	1239.0	1677.0
1163	539.0	1959.0
285659	0.0	0.0
1161	366.0	411.0
1160	123.0	46.0
1159	21.0	578.0
1158	1.0	4.0
1157	0.0	0.0
1155	2993.0	3096.0
550643	1665.0	2331.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2742.0	3757.0
1175	2972.0	3162.0
285668	9.0	2.0
1174	1460.0	3906.0
1173	16242.0	50763.0
550631	82.0	94.0
100873489	0.0	0.0
283014	9.0	8.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	6.0	6.0
1186	2085.0	3593.0
1185	1222.0	666.0
1184	692.0	1459.0
1183	1352.0	526.0
1182	5179.0	5319.0
1181	159.0	1375.0
440375	38.0	57.0
1180	8.0	55.0
1179	1.0	0.0
1178	5.0	31.0
283089	17.0	6.0
85495	0.0	0.0
85480	150.0	348.0
283080	0.0	3.0
1198	2218.0	2194.0
1197	1.0	3.0
1196	1123.0	2129.0
1195	2819.0	2175.0
440366	0.0	1.0
1193	5401.0	699.0
1192	21613.0	16598.0
1191	25756.0	20683.0
1188	41.0	12.0
283078	55.0	43.0
85486	10.0	9.0
128615	0.0	0.0
85481	0.0	0.0
128611	200.0	76.0
440396	28.0	41.0
128609	0.0	0.0
128602	427.0	11.0
440387	0.0	0.0
128674	2.0	0.0
128676	0.0	0.0
114026	0.0	0.0
100861402	0.0	3.0
126014	1268.0	291.0
440335	691.0	237.0
100128690	0.0	0.0
114034	689.0	560.0
126006	1.0	5.0
114036	99.0	30.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	39.0	17.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	0.0	1.0
100128678	1.0	4.0
100861429	0.0	0.0
128653	0.0	0.0
200728	367.0	607.0
440356	3.0	38.0
440354	26.0	79.0
440352	0.0	1.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	12.0	0.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	2.0	10.0
100873410	0.0	0.0
100873417	6.0	8.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	23.0	60.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	22.0	88.0
200734	4049.0	2938.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	1.0	3.0
100873408	0.0	0.0
100873407	0.0	0.0
100861430	35.0	24.0
100873402	0.0	0.0
100873401	0.0	0.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	4926.0	4526.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	1.0	3.0
645443	11.0	13.0
165530	12.0	4.0
85409	910.0	494.0
106481385	0.0	0.0
106481386	0.0	2.0
85416	0.0	517.0
106481383	5.0	3.0
85417	44.0	42.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	1349.0	570.0
106481389	0.0	0.0
85415	772.0	566.0
106481387	0.0	0.0
85413	8.0	5.0
106481388	0.0	0.0
645436	0.0	3.0
106481381	1.0	1.0
106481382	0.0	0.0
10	18.0	1.0
106481380	0.0	0.0
11	1.0	0.0
403341	958.0	1090.0
12	176.0	82.0
13	334.0	338.0
14	4301.0	6352.0
15	0.0	22.0
16	6561.0	11145.0
645455	17.0	23.0
18	741.0	391.0
19	5647.0	13217.0
128580	7.0	9.0
85407	869.0	299.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1270.0	1717.0
106481395	0.0	1.0
85403	1932.0	2037.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	1712.0	5303.0
106481390	0.0	0.0
21	43093.0	6834.0
106481391	0.0	0.0
22	1132.0	829.0
153571	1078.0	185.0
153572	4159.0	853.0
23	4154.0	5937.0
24	68.0	6118.0
25	4231.0	6833.0
26	201.0	291.0
27	1986.0	3827.0
28	2795.0	3110.0
29	6695.0	4300.0
153579	3103.0	39.0
728615	0.0	1.0
728614	0.0	0.0
200765	168.0	400.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	13.0	8.0
102466518	0.0	0.0
102466516	0.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	758.0	2280.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2518.0	3018.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	181.0	241.0
106481366	0.0	0.0
30	2111.0	1352.0
106481360	0.0	0.0
31	5794.0	12465.0
32	1464.0	474.0
33	970.0	84.0
34	3634.0	2840.0
35	964.0	598.0
153562	3323.0	1677.0
36	4648.0	2363.0
37	6262.0	6568.0
38	5336.0	1605.0
440307	6.0	7.0
39	2125.0	3314.0
165545	0.0	363.0
106481369	0.0	0.0
728606	0.0	1.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	0.0	7.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	7.0	9.0
106481370	0.0	0.0
41	63.0	317.0
106481371	0.0	0.0
43	109.0	45.0
645486	0.0	0.0
47	9830.0	17205.0
48	3695.0	2453.0
49	54.0	7.0
106481338	0.0	0.0
106481339	1.0	2.0
106481336	0.0	0.0
106481337	2.0	0.0
106481341	0.0	0.0
106481342	2.0	5.0
106481340	0.0	0.0
85458	2669.0	988.0
