id	cd961e28-af13-4780-a068-35ff5548a3d2	f043e7c7-a439-422a-9424-4000d943faa9
645579	278.0	155.0
100033820	0.0	0.0
106481480	0.0	0.0
106481481	0.0	0.0
138065	7.0	280.0
645598	1.0	1.0
163007	6.0	18.0
114038	0.0	1.0
645591	9.0	0.0
106481495	0.0	0.0
114041	14.0	30.0
106481496	0.0	0.0
114042	4.0	0.0
106481493	0.0	0.0
114043	34.0	15.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	162.0	160.0
126017	650.0	747.0
106481497	0.0	0.0
106481498	1.0	0.0
85303	0.0	0.0
85300	1.0	0.0
85301	1094.0	1934.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	0.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1492.0	1208.0
106481459	0.0	0.0
26994	11371.0	6647.0
106481457	2.0	4.0
26995	2222.0	3219.0
106481458	0.0	0.0
403271	0.0	0.0
26998	2.0	1438.0
403272	0.0	0.0
102466659	0.0	0.0
26999	6591.0	1337.0
403273	1.0	0.0
102466658	0.0	1.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	0.0	0.0
106481460	0.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	1992.0	2000.0
106481467	0.0	0.0
106481464	0.0	1.0
106481465	0.0	0.0
104310351	4.0	3.0
403263	0.0	0.0
403264	0.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	44.0	9.0
106481472	0.0	0.0
106481477	0.0	0.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	16.0	45.0
106481470	0.0	2.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	1542.0	2915.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	5.0	5.0
106481437	0.0	0.0
26974	200.0	250.0
153657	69.0	65.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	1145.0	1492.0
165631	402.0	191.0
106481436	0.0	0.0
26978	14.0	9.0
126075	844.0	932.0
106481439	0.0	0.0
403250	0.0	0.0
126074	270.0	418.0
403251	0.0	0.0
106481440	0.0	0.0
106481441	0.0	0.0
85359	2197.0	2595.0
106481444	4.0	1.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	4179.0	1583.0
85354	0.0	0.0
85352	511.0	79.0
403241	1.0	0.0
344462	3.0	1.0
403244	0.0	0.0
403245	0.0	0.0
153642	619.0	217.0
153643	600.0	325.0
403247	0.0	0.0
403248	0.0	0.0
26985	5769.0	4175.0
106481448	0.0	0.0
26986	62936.0	127147.0
126069	149.0	66.0
106481449	0.0	0.0
126068	929.0	310.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1040.0	1433.0
106481447	0.0	0.0
106481451	3.0	2.0
106481452	0.0	0.0
106481450	0.0	0.0
114088	68.0	40.0
106481455	0.0	0.0
85349	43.0	59.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	2.0
85347	0.0	0.0
26980	2.0	3.0
106481454	0.0	0.0
403238	0.0	0.0
85344	6.0	3.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	1.0	0.0
85340	0.0	0.0
100873394	0.0	1.0
100873393	1.0	0.0
100873392	3.0	7.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	1.0
106481413	0.0	0.0
106481414	0.0	0.0
63901	3574.0	2046.0
100873390	0.0	0.0
728556	86.0	91.0
106481419	0.0	1.0
100128817	0.0	0.0
728558	114.0	64.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	424.0	334.0
106481423	2.0	0.0
106481420	0.0	0.0
106481421	0.0	0.0
100873399	1.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	3.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	406.0	157.0
100873384	0.0	0.0
285601	17.0	21.0
106481426	0.0	0.0
106481427	0.0	0.0
222005	2.0	1.0
63910	382.0	301.0
106481424	0.0	0.0
106481425	0.0	0.0
285605	935.0	502.0
222008	3.0	0.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	4070.0	5885.0
63904	0.0	0.0
106481430	1.0	0.0
163071	49.0	19.0
63906	1245.0	1108.0
106481433	0.0	0.0
63908	860.0	899.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	2.0	0.0
285613	94.0	102.0
63920	418.0	211.0
63923	280.0	18.0
63922	376.0	1239.0
728577	126.0	249.0
63925	1958.0	2363.0
63924	2.0	2.0
63916	5963.0	3337.0
63917	5250.0	1939.0
106481400	1.0	0.0
106481401	0.0	0.0
728562	1.0	2.0
728564	3.0	6.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1211.0	1183.0
106481402	0.0	0.0
63931	2110.0	1652.0
106481403	1.0	0.0
63934	271.0	241.0
728567	0.0	2.0
106481408	0.0	0.0
163088	7.0	4.0
63933	3621.0	2229.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	5146.0	4553.0
163087	925.0	698.0
728568	426.0	310.0
106481407	11.0	17.0
3704	2291.0	3070.0
3705	9647.0	3388.0
63926	882.0	1504.0
3706	52.0	43.0
63929	1362.0	1804.0
3707	7014.0	5658.0
63928	7.0	698.0
3708	9505.0	1409.0
106481411	1.0	0.0
3709	7390.0	1229.0
106481412	0.0	0.0
106481410	1.0	0.0
3700	28.0	7.0
3702	1009.0	156.0
3703	14099.0	13103.0
645506	0.0	0.0
151050	1885.0	1094.0
645520	0.0	0.0
63941	1919.0	1534.0
63940	4940.0	1822.0
63943	415.0	483.0
728517	0.0	0.0
163033	483.0	552.0
258010	1530.0	574.0
63947	0.0	0.0
63946	0.0	2.0
728513	10.0	1.0
100033803	0.0	0.0
3716	25053.0	11922.0
100033804	0.0	0.0
3717	3842.0	793.0
100033805	0.0	0.0
3718	1732.0	1092.0
63939	1756.0	1945.0
100033806	0.0	0.0
100190799	4.0	0.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	154.0	113.0
3710	25223.0	13400.0
3712	7490.0	5478.0
3713	194.0	6071.0
3714	4085.0	6051.0
63950	2.0	446.0
728505	1.0	0.0
63951	366.0	134.0
100033807	0.0	0.0
728501	34.0	22.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	3570.0	10745.0
100033814	0.0	0.0
3727	8469.0	4919.0
63948	0.0	0.0
100033815	0.0	0.0
222052	1.0	0.0
3728	17357.0	76366.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1993.0	3203.0
151056	435.0	412.0
3725	13414.0	10012.0
645528	6.0	1.0
728532	36.0	34.0
163059	235.0	228.0
728538	0.0	13.0
728537	92.0	64.0
63967	442.0	402.0
3737	37.0	4.0
3738	1365.0	82.0
3739	150.0	11.0
645538	0.0	0.0
3730	18583.0	2763.0
3732	11778.0	13275.0
3734	40.0	6.0
3735	9320.0	9654.0
3736	8.0	8.0
63970	35.0	405.0
3750	437.0	150.0
63971	10106.0	4408.0
63974	0.0	0.0
163049	2595.0	2050.0
63973	0.0	0.0
63976	2124.0	245.0
222068	8338.0	6544.0
63978	0.0	1.0
63977	748.0	812.0
63979	821.0	1155.0
728524	0.0	0.0
3748	1311.0	465.0
163051	24.0	17.0
3749	1234.0	964.0
163050	101.0	72.0
3741	705.0	30.0
645548	14.0	6.0
3743	6.0	14.0
3744	17.0	2.0
3745	177.0	23.0
3746	2.0	19.0
3747	0.0	0.0
285671	1109.0	125.0
285672	2593.0	1355.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	32.0	1.0
285676	112.0	13.0
3761	0.0	4.0
100128657	0.0	0.0
285679	1.0	8.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	953.0	516.0
283008	0.0	0.0
3751	100.0	25.0
100873435	0.0	0.0
3752	1633.0	882.0
100873434	0.0	0.0
3753	237.0	214.0
100873433	0.0	0.0
3754	63.0	56.0
100873432	0.0	0.0
3755	26.0	96.0
100873439	0.0	0.0
3756	13.0	64.0
100873438	0.0	0.0
3757	382.0	324.0
100873437	0.0	0.0
3758	17.0	4.0
100873436	0.0	0.0
100873420	2.0	0.0
3770	61.0	171.0
3772	11501.0	2994.0
100861458	0.0	0.0
100861453	23.0	48.0
100861455	0.0	0.0
1107	23012.0	12699.0
1106	9647.0	6129.0
1105	3641.0	1391.0
1104	2062.0	4844.0
100873429	0.0	0.0
1103	0.0	0.0
1102	1916.0	1307.0
1101	159.0	101.0
3762	3716.0	807.0
100873424	0.0	0.0
3763	43.0	4.0
100128640	120.0	72.0
100873423	0.0	0.0
3764	1460.0	521.0
100873422	0.0	0.0
3765	3.0	3.0
100873421	0.0	0.0
3766	8.0	9.0
100873428	0.0	0.0
3767	322.0	122.0
100873427	0.0	0.0
3768	479.0	79.0
1109	2.0	1.0
100873426	0.0	0.0
1108	25637.0	18723.0
3769	5.0	3.0
100873425	0.0	0.0
100128637	3.0	1.0
100128639	1.0	0.0
3780	32.0	9.0
100873453	0.0	0.0
3781	425.0	111.0
100873452	0.0	0.0
3782	2493.0	191.0
100873451	0.0	0.0
3783	879.0	1267.0
100873450	0.0	0.0
1121	2680.0	1741.0
100861468	0.0	0.0
1120	118.0	297.0
100861469	0.0	0.0
1118	301.0	245.0
1117	9475.0	2094.0
1116	9547.0	9844.0
1114	28.0	166.0
1113	31.0	1.0
1112	10138.0	6677.0
1111	576.0	1553.0
3773	154.0	36.0
100873457	0.0	1.0
100873456	0.0	0.0
3775	1003.0	1703.0
100873455	0.0	0.0
3776	63.0	5.0
100873454	0.0	0.0
3777	6642.0	1393.0
3778	3407.0	742.0
3779	1366.0	221.0
100873459	0.0	0.0
1119	1581.0	1266.0
100128627	1.0	2.0
100128626	6.0	0.0
3790	4920.0	2956.0
100128628	6.0	1.0
3791	10828.0	2385.0
100873442	0.0	0.0
3792	12.0	18.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	251.0	39.0
1131	722.0	78.0
1130	5501.0	1420.0
100861476	0.0	0.0
1129	205.0	12.0
1128	280.0	37.0
1124	970.0	308.0
1123	2415.0	630.0
1122	1932.0	909.0
100861470	0.0	0.0
3784	4427.0	4453.0
100873446	0.0	0.0
3785	0.0	1.0
100873445	0.0	0.0
3786	616.0	395.0
100873444	0.0	0.0
3787	113.0	57.0
100873443	0.0	0.0
3788	159.0	25.0
100873449	5.0	1.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	64.0	65.0
100128618	2.0	0.0
728597	1.0	0.0
100128617	11.0	5.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	21.0	5.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	2.0	38.0
285634	9.0	3.0
1142	0.0	0.0
1141	12.0	19.0
285636	3187.0	2617.0
1140	902.0	821.0
728599	2.0	0.0
1139	14.0	42.0
1138	32.0	48.0
1137	63.0	1.0
100861485	0.0	0.0
1136	38.0	10.0
1135	26.0	3.0
1134	29.0	17.0
1133	10.0	5.0
3795	463.0	165.0
100873479	13.0	10.0
3796	2504.0	1402.0
100873478	0.0	0.0
3797	986.0	602.0
100873477	1.0	0.0
3798	34.0	9.0
100873476	0.0	0.0
3799	22541.0	11503.0
100873460	0.0	0.0
728586	23.0	12.0
285641	0.0	2.0
100873464	2.0	2.0
100873463	0.0	0.0
100873462	3.0	0.0
285643	1.0	6.0
100128603	1.0	0.0
100873461	0.0	0.0
1154	5122.0	1930.0
1153	15158.0	13131.0
1152	10336.0	10942.0
285647	22.0	23.0
728589	22.0	11.0
728588	7.0	6.0
1149	1.0	0.0
1147	2875.0	1828.0
1146	3.0	198.0
1145	76.0	30.0
1144	2.0	1.0
100873468	0.0	0.0
100873467	0.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	0.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	0.0	0.0
100873494	0.0	0.0
1164	958.0	1224.0
1163	983.0	1710.0
285659	0.0	0.0
1161	716.0	362.0
1160	285.0	57.0
1159	57.0	835.0
1158	17.0	18.0
1157	0.0	0.0
1155	4364.0	4067.0
550643	2112.0	2240.0
283025	0.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	0.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	3050.0	1715.0
1175	4314.0	5335.0
285668	30.0	5.0
1174	2226.0	4068.0
1173	30201.0	47939.0
550631	285.0	269.0
100873489	0.0	0.0
283014	8.0	1.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	22.0	8.0
1186	6055.0	4129.0
1185	2788.0	1113.0
1184	1922.0	711.0
1183	1537.0	252.0
1182	8271.0	4523.0
1181	284.0	589.0
440375	103.0	71.0
1180	19.0	156.0
1179	1.0	0.0
1178	55.0	0.0
283089	21.0	8.0
85495	0.0	0.0
85480	137.0	104.0
283080	0.0	0.0
1198	3171.0	2692.0
1197	1.0	2.0
1196	1941.0	2481.0
1195	2697.0	2322.0
440366	0.0	0.0
1193	4269.0	999.0
1192	27828.0	27701.0
1191	55367.0	14552.0
1188	85.0	19.0
283078	203.0	35.0
85486	4.0	10.0
128615	0.0	0.0
85481	1.0	0.0
128611	404.0	42.0
440396	53.0	72.0
128609	0.0	0.0
128602	2173.0	2267.0
440387	2.0	16.0
128674	2.0	0.0
128676	0.0	0.0
114026	0.0	0.0
100861402	1.0	2.0
126014	5388.0	1059.0
440335	802.0	1166.0
100128690	0.0	0.0
114034	931.0	853.0
126006	8.0	29.0
114036	50.0	12.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	57.0	91.0
100861412	1.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	0.0
105180391	0.0	0.0
100128682	0.0	0.0
100128678	6.0	7.0
100861429	0.0	0.0
128653	0.0	0.0
200728	263.0	193.0
440356	0.0	3.0
440354	70.0	87.0
440352	3.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	1.0
128646	31.0	5.0
100873412	0.0	0.0
100873411	0.0	0.0
100128675	4.0	4.0
100873410	0.0	0.0
100873417	5.0	0.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	4.0	5.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	74.0	69.0
200734	5661.0	4817.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	0.0	1.0
100873408	0.0	0.0
100873407	2.0	0.0
100861430	17.0	2.0
100873402	0.0	0.0
100873401	1.0	1.0
100873400	0.0	0.0
100128665	0.0	0.0
128637	6534.0	4086.0
100873406	0.0	0.0
100873405	0.0	0.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	8.0	1.0
165530	75.0	57.0
85409	2661.0	618.0
106481385	1.0	0.0
106481386	0.0	0.0
85416	0.0	159.0
106481383	1.0	1.0
85417	87.0	30.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	968.0	458.0
106481389	0.0	0.0
85415	1067.0	1556.0
106481387	0.0	0.0
85413	20.0	13.0
106481388	2.0	1.0
645436	1.0	0.0
106481381	0.0	2.0
106481382	0.0	0.0
10	29.0	7.0
106481380	0.0	0.0
11	0.0	0.0
403341	1691.0	1087.0
12	35.0	27.0
13	286.0	315.0
14	7751.0	8721.0
15	6.0	3.0
16	13793.0	7846.0
645455	67.0	12.0
18	1710.0	3697.0
19	8739.0	6475.0
128580	3.0	9.0
85407	2533.0	337.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	2498.0	1740.0
106481395	1.0	0.0
85403	3211.0	1325.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	1.0
106481393	0.0	1.0
20	5883.0	3627.0
106481390	0.0	0.0
21	98328.0	22057.0
106481391	0.0	0.0
22	1607.0	1169.0
153571	1024.0	370.0
153572	4265.0	1476.0
23	7458.0	6799.0
24	344.0	335.0
25	9649.0	5434.0
26	198.0	332.0
27	3524.0	1561.0
28	4523.0	6903.0
29	19452.0	8794.0
153579	2531.0	490.0
728615	0.0	0.0
728614	0.0	0.0
200765	198.0	361.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	24.0	19.0
102466518	0.0	0.0
102466516	10.0	2.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	1350.0	2088.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	2501.0	2146.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	251.0	219.0
106481366	0.0	0.0
30	4649.0	2408.0
106481360	0.0	0.0
31	11395.0	5045.0
32	3496.0	646.0
33	1444.0	204.0
34	3421.0	2247.0
35	2416.0	2004.0
153562	2896.0	2634.0
36	4121.0	2094.0
37	17517.0	16054.0
38	5619.0	1843.0
440307	5.0	14.0
39	2367.0	1305.0
165545	18.0	735.0
106481369	0.0	0.0
728606	1.0	0.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	1.0
106481378	0.0	0.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	0.0	0.0
40	17.0	92.0
106481370	0.0	0.0
41	276.0	732.0
106481371	0.0	0.0
43	292.0	97.0
645486	0.0	1.0
47	17574.0	7651.0
48	9225.0	2596.0
49	26.0	13.0
106481338	0.0	0.0
106481339	0.0	0.0
106481336	0.0	0.0
106481337	2.0	0.0
106481341	0.0	0.0
