id	42646557-ce36-4faf-9340-ceb3fc0e969a	6976923e-a954-4ba0-9d1d-f97d7373ba48
728498	35.0	7.0
100873376	0.0	0.0
728493	0.0	0.0
100128711	0.0	0.0
728492	38.0	8.0
100873375	0.0	0.0
100128710	1.0	0.0
285533	186.0	85.0
100873374	0.0	0.0
728495	0.0	0.0
100873373	0.0	0.0
100128712	0.0	0.0
1044	6.0	7.0
1043	7024.0	594.0
1041	2.0	4.0
1040	2525.0	1697.0
1039	1915.0	704.0
1038	5.0	0.0
1036	727.0	47.0
3696	866.0	11938.0
3697	6.0	2.0
100873379	0.0	0.0
3698	121.0	5.0
100873378	0.0	5.0
3699	415.0	25.0
100873377	0.0	0.0
728486	58.0	6.0
100873361	0.0	3.0
105373869	24.0	58.0
100873360	0.0	0.0
285540	142.0	27.0
100128705	1.0	0.0
100873365	0.0	0.0
100873364	0.0	0.0
728481	0.0	0.0
100873363	0.0	0.0
728484	3.0	0.0
100873362	0.0	0.0
100128701	0.0	3.0
1054	2446.0	4782.0
285547	0.0	0.0
1053	12.0	1.0
285548	0.0	17.0
1052	2929.0	1944.0
1051	3746.0	2416.0
728489	10.0	0.0
1050	3155.0	739.0
100128707	0.0	0.0
1048	244.0	3728.0
1047	116.0	66.0
1046	0.0	0.0
1045	0.0	1.0
100873369	11.0	3.0
100873368	0.0	0.0
100873367	0.0	0.0
100873366	0.0	0.0
105373877	1.0	0.0
1066	24841.0	129122.0
1063	675.0	8988.0
1062	194.0	720.0
1061	1.0	0.0
1060	1655.0	652.0
440253	190.0	85.0
1059	6046.0	2576.0
1058	55.0	639.0
1057	4.0	4.0
85379	6408.0	21300.0
114112	572.0	836.0
1056	28.0	251.0
85377	3934.0	8072.0
85378	4018.0	1481.0
128745	0.0	2.0
85376	8.0	17.0
440248	896.0	185.0
1075	18013.0	22766.0
1074	11.0	2.0
1073	3754.0	772.0
1072	44711.0	24069.0
1071	450.0	79.0
440243	0.0	0.0
1070	968.0	522.0
1069	3962.0	1595.0
1068	0.0	0.0
85369	2616.0	1216.0
85366	18.0	2.0
85364	1767.0	769.0
85365	2455.0	1617.0
85363	3054.0	628.0
85360	2815.0	444.0
1080	1709.0	41.0
85391	2.0	2.0
403296	0.0	0.0
403297	3.0	0.0
85390	0.0	0.0
403299	0.0	0.0
1088	6.0	0.0
153733	721.0	333.0
1087	6.0	22.0
1086	0.0	0.0
440279	8.0	5.0
1085	1.0	0.0
1084	113.0	9.0
440278	151.0	127.0
1082	0.0	2.0
403294	0.0	0.0
440275	4658.0	4739.0
1081	0.0	0.0
85397	7.0	1.0
85395	348.0	190.0
403285	0.0	0.0
1091	0.0	0.0
1090	0.0	0.0
403288	0.0	0.0
403289	0.0	0.0
1098	0.0	2.0
1097	0.0	0.0
1096	0.0	0.0
1095	0.0	0.0
403281	0.0	0.0
403282	0.0	0.0
1094	0.0	0.0
1093	0.0	0.0
403283	0.0	0.0
403284	0.0	0.0
1092	4.0	1.0
440270	2514.0	402.0
1089	61.0	7.0
85388	0.0	0.0
85389	0.0	0.0
128718	1.0	0.0
285596	167.0	141.0
285598	941.0	832.0
126133	1578.0	1024.0
128790	1.0	2.0
126129	561.0	108.0
126123	5.0	0.0
442862	0.0	0.0
126119	835.0	579.0
442863	0.0	0.0
442864	0.0	0.0
442865	0.0	0.0
442866	0.0	0.0
442867	0.0	0.0
442868	0.0	0.0
128770	0.0	0.0
128774	0.0	0.0
442893	0.0	0.0
442894	1.0	0.0
442895	1.0	0.0
114131	119.0	0.0
442896	0.0	0.0
114132	160.0	8.0
442897	0.0	0.0
442898	3.0	0.0
114134	1247.0	545.0
442899	0.0	0.0
100128790	0.0	0.0
128760	8.0	2.0
100128788	42.0	36.0
100128787	1.0	0.0
440225	0.0	0.0
440224	0.0	3.0
442890	0.0	0.0
442891	0.0	4.0
442892	2.0	0.0
128756	1.0	0.0
100128782	322.0	149.0
100128781	2.0	1.0
403230	0.0	0.0
403231	0.0	0.0
403232	0.0	0.0
645560	2.0	1.0
403234	0.0	0.0
403235	0.0	1.0
403236	0.0	0.0
63982	238.0	18.0
102466616	0.0	0.0
126052	1.0	1.0
151009	131.0	70.0
403227	0.0	0.0
403228	0.0	1.0
138046	0.0	0.0
645558	0.0	0.0
403229	0.0	0.0
645573	2.0	0.0
645572	0.0	0.0
645571	10.0	2.0
403223	0.0	0.0
403224	0.0	0.0
403226	0.0	0.0
200634	830.0	1410.0
107131122	0.0	0.0
138050	9012.0	4145.0
403219	0.0	0.0
151011	6970.0	10275.0
645587	4.0	2.0
165679	11.0	300.0
126037	26.0	10.0
114049	3822.0	3438.0
106481479	0.0	0.0
100033818	0.0	0.0
100033819	0.0	0.0
85319	0.0	0.0
106481484	0.0	0.0
106481485	0.0	0.0
106481482	0.0	0.0
106481483	0.0	0.0
85315	3142.0	361.0
100033821	0.0	1.0
106481488	0.0	0.0
100033822	0.0	0.0
106481489	0.0	0.0
85313	1588.0	682.0
106481486	0.0	0.0
106481487	0.0	0.0
645579	190.0	204.0
100033820	0.0	0.0
106481480	2.0	0.0
106481481	0.0	0.0
138065	19.0	19.0
645598	1.0	0.0
163007	6.0	2.0
114038	2.0	1.0
645591	57.0	0.0
106481495	2.0	1.0
114041	6.0	0.0
106481496	0.0	0.0
114042	1.0	1.0
106481493	0.0	0.0
114043	29.0	88.0
106481494	0.0	0.0
106481499	0.0	0.0
114044	286.0	102.0
126017	456.0	300.0
106481497	1.0	4.0
106481498	0.0	0.0
85303	0.0	0.0
85300	6.0	0.0
85301	2193.0	172.0
106481491	0.0	0.0
106481492	0.0	0.0
106481490	0.0	0.0
403274	0.0	0.0
102466657	1.0	0.0
403275	0.0	0.0
102466656	0.0	0.0
403276	0.0	0.0
403277	0.0	0.0
403278	0.0	0.0
26996	1665.0	406.0
106481459	0.0	0.0
26994	7973.0	3576.0
106481457	9.0	0.0
26995	1709.0	1384.0
106481458	0.0	0.0
403271	0.0	0.0
26998	1.0	1449.0
403272	0.0	0.0
102466659	0.0	0.0
26999	3451.0	689.0
403273	0.0	0.0
102466658	0.0	1.0
106481462	0.0	0.0
106481463	0.0	0.0
104310353	2.0	5.0
106481460	7.0	0.0
106481461	0.0	0.0
104310350	0.0	0.0
106481466	0.0	0.0
26993	2331.0	1161.0
106481467	0.0	0.0
106481464	4.0	0.0
106481465	0.0	0.0
104310351	2.0	1.0
403263	0.0	0.0
403264	1.0	0.0
403265	0.0	0.0
403266	0.0	0.0
138009	0.0	0.0
106481468	0.0	0.0
106481469	0.0	0.0
403260	0.0	0.0
106481473	0.0	0.0
106481474	0.0	0.0
106481471	0.0	0.0
85329	13.0	4.0
106481472	0.0	0.0
106481477	0.0	1.0
106481478	0.0	0.0
106481475	0.0	0.0
106481476	0.0	0.0
85320	13.0	10.0
106481470	3.0	1.0
403252	0.0	0.0
403253	0.0	0.0
403254	0.0	0.0
126070	1498.0	675.0
403255	0.0	0.0
403256	0.0	0.0
403257	0.0	0.0
344471	6.0	1.0
106481437	0.0	0.0
26974	142.0	37.0
153657	73.0	12.0
106481438	0.0	0.0
106481435	0.0	0.0
26973	1412.0	1395.0
165631	728.0	61.0
106481436	0.0	0.0
26978	28.0	26.0
126075	926.0	213.0
106481439	0.0	0.0
403250	0.0	0.0
126074	269.0	111.0
403251	0.0	0.0
106481440	0.0	1.0
106481441	0.0	0.0
85359	1440.0	1322.0
106481444	18.0	2.0
106481445	0.0	0.0
106481442	0.0	0.0
106481443	0.0	0.0
85358	11867.0	969.0
85354	0.0	0.0
85352	110.0	60.0
403241	0.0	0.0
344462	6.0	4.0
403244	0.0	0.0
403245	0.0	0.0
153642	609.0	111.0
153643	418.0	0.0
403247	0.0	0.0
403248	0.0	0.0
26985	3498.0	2322.0
106481448	0.0	0.0
26986	52440.0	141008.0
126069	197.0	5.0
106481449	0.0	0.0
126068	707.0	184.0
106481446	0.0	0.0
26983	0.0	0.0
26984	1035.0	935.0
106481447	0.0	0.0
106481451	7.0	2.0
106481452	0.0	0.0
106481450	0.0	3.0
114088	32.0	235.0
106481455	0.0	0.0
85349	52.0	2.0
106481456	0.0	0.0
26982	0.0	0.0
106481453	0.0	0.0
85347	0.0	1.0
26980	2.0	5.0
106481454	0.0	1.0
403238	0.0	0.0
85344	8.0	0.0
403239	0.0	0.0
85345	0.0	0.0
85343	0.0	0.0
344454	0.0	0.0
85340	0.0	0.0
100873394	1.0	1.0
100873393	0.0	1.0
100873392	6.0	3.0
100873391	0.0	0.0
100873398	0.0	0.0
100873397	0.0	0.0
100873396	0.0	0.0
100873395	0.0	0.0
100128811	0.0	0.0
106481415	0.0	0.0
106481416	0.0	2.0
106481413	0.0	0.0
106481414	1.0	0.0
63901	4533.0	1306.0
100873390	0.0	0.0
728556	47.0	92.0
106481419	0.0	0.0
100128817	0.0	0.0
728558	128.0	43.0
106481417	0.0	0.0
106481418	0.0	0.0
106481422	0.0	0.0
163081	374.0	387.0
106481423	0.0	0.0
106481420	2.0	0.0
106481421	0.0	0.0
100873399	0.0	0.0
100873383	0.0	0.0
100873382	0.0	0.0
100873381	3.0	0.0
100873380	0.0	0.0
100128804	0.0	0.0
100873387	0.0	0.0
100873386	0.0	0.0
100873385	0.0	0.0
100128801	0.0	0.0
285600	215.0	21.0
100873384	0.0	0.0
285601	27.0	10.0
106481426	0.0	0.0
106481427	2.0	0.0
222005	5.0	3.0
63910	582.0	159.0
106481424	0.0	1.0
106481425	0.0	0.0
285605	520.0	413.0
222008	2.0	0.0
106481428	0.0	0.0
106481429	0.0	0.0
63905	2961.0	2485.0
63904	0.0	0.0
106481430	2.0	1.0
163071	36.0	24.0
63906	906.0	257.0
106481433	1.0	0.0
63908	1046.0	723.0
106481434	0.0	0.0
106481431	0.0	0.0
106481432	0.0	0.0
100873389	0.0	0.0
100873388	2.0	9.0
285613	109.0	101.0
63920	381.0	370.0
63923	144.0	15.0
63922	420.0	374.0
728577	142.0	28.0
63925	1940.0	1275.0
63924	4.0	0.0
63916	3477.0	1955.0
63917	4143.0	2332.0
106481400	0.0	3.0
106481401	0.0	0.0
728562	3.0	4.0
728564	1.0	4.0
285622	0.0	0.0
106481404	0.0	0.0
106481405	0.0	0.0
63932	1593.0	1356.0
106481402	0.0	0.0
63931	1643.0	1055.0
106481403	0.0	0.0
63934	320.0	25.0
728567	3.0	3.0
106481408	0.0	0.0
163088	8.0	3.0
63933	1958.0	2211.0
106481409	0.0	0.0
106481406	0.0	0.0
63935	4146.0	2841.0
163087	883.0	298.0
728568	439.0	426.0
106481407	13.0	24.0
3704	2377.0	1427.0
3705	6784.0	2396.0
63926	511.0	1246.0
3706	16.0	211.0
63929	1305.0	1666.0
3707	10705.0	8872.0
63928	5.0	937.0
3708	6158.0	1320.0
106481411	2.0	1.0
3709	3517.0	1670.0
106481412	0.0	0.0
106481410	1.0	0.0
3700	53.0	20.0
3702	606.0	125.0
3703	8896.0	4951.0
645506	2.0	0.0
151050	2059.0	529.0
645520	0.0	0.0
63941	1630.0	725.0
63940	3273.0	550.0
63943	348.0	139.0
728517	0.0	0.0
163033	460.0	291.0
258010	1855.0	249.0
63947	0.0	0.0
63946	0.0	0.0
728513	0.0	0.0
100033803	0.0	0.0
3716	20712.0	5491.0
100033804	0.0	0.0
3717	2062.0	832.0
100033805	0.0	0.0
3718	1262.0	442.0
63939	1198.0	1299.0
100033806	0.0	0.0
100190799	11.0	6.0
100033800	0.0	0.0
100033801	0.0	0.0
100033802	0.0	0.0
344405	232.0	75.0
3710	13041.0	8729.0
3712	5533.0	3240.0
3713	18.0	4041.0
3714	3805.0	1430.0
63950	4.0	267.0
728505	1.0	0.0
63951	253.0	11.0
100033807	0.0	0.0
728501	18.0	18.0
100033808	0.0	0.0
100033809	0.0	0.0
3726	16033.0	10189.0
100033814	0.0	0.0
3727	7043.0	2793.0
63948	0.0	0.0
100033815	0.0	0.0
222052	2.0	1.0
3728	21504.0	98257.0
100033816	0.0	0.0
100033817	0.0	0.0
100033810	0.0	0.0
100033811	0.0	0.0
100033812	0.0	0.0
100033813	0.0	0.0
3720	1969.0	2665.0
151056	263.0	179.0
3725	13113.0	5475.0
645528	15.0	0.0
728532	40.0	47.0
163059	329.0	185.0
728538	0.0	0.0
728537	413.0	61.0
63967	216.0	505.0
3737	21.0	1.0
3738	427.0	4.0
3739	130.0	13.0
645538	0.0	0.0
3730	10489.0	489.0
3732	4618.0	2669.0
3734	22.0	1.0
3735	6753.0	6895.0
3736	26.0	0.0
63970	40.0	13.0
3750	278.0	82.0
63971	6061.0	4157.0
63974	0.0	0.0
163049	2260.0	1859.0
63973	0.0	1.0
63976	1394.0	83.0
222068	5723.0	5041.0
63978	0.0	2.0
63977	677.0	430.0
63979	765.0	1579.0
728524	0.0	0.0
3748	1064.0	409.0
163051	38.0	11.0
3749	2448.0	526.0
163050	62.0	44.0
3741	582.0	14.0
645548	51.0	6.0
3743	4.0	7.0
3744	1.0	1.0
3745	200.0	12.0
3746	9.0	1.0
3747	0.0	0.0
285671	973.0	188.0
285672	2408.0	1059.0
100873431	0.0	0.0
100873430	0.0	0.0
3760	3.0	5.0
285676	102.0	6.0
3761	0.0	0.0
100128657	0.0	1.0
285679	0.0	1.0
100861449	0.0	0.0
100861443	0.0	0.0
100861445	0.0	0.0
3759	2984.0	1917.0
283008	0.0	0.0
3751	28.0	67.0
100873435	3.0	0.0
3752	903.0	217.0
100873434	0.0	0.0
3753	109.0	3.0
100873433	0.0	0.0
3754	53.0	8.0
100873432	0.0	0.0
3755	17.0	188.0
100873439	0.0	0.0
3756	3.0	262.0
100873438	0.0	0.0
3757	126.0	255.0
100873437	0.0	0.0
3758	14.0	2.0
100873436	0.0	0.0
100873420	1.0	2.0
3770	76.0	140.0
3772	7594.0	604.0
100861458	1.0	0.0
100861453	48.0	249.0
100861455	0.0	0.0
1107	19221.0	8620.0
1106	7411.0	4926.0
1105	2861.0	1641.0
1104	1533.0	1501.0
100873429	0.0	0.0
1103	0.0	176.0
1102	2236.0	532.0
1101	158.0	7.0
3762	1447.0	193.0
100873424	0.0	0.0
3763	14.0	7.0
100128640	103.0	83.0
100873423	0.0	0.0
3764	2228.0	159.0
100873422	0.0	0.0
3765	2.0	1.0
100873421	6.0	0.0
3766	23.0	39.0
100873428	0.0	0.0
3767	184.0	41.0
100873427	0.0	0.0
3768	198.0	9.0
1109	2.0	26.0
100873426	0.0	0.0
1108	16483.0	12420.0
3769	3.0	0.0
100873425	1.0	0.0
100128637	7.0	0.0
100128639	0.0	0.0
3780	10.0	8.0
100873453	0.0	0.0
3781	134.0	5.0
100873452	0.0	0.0
3782	2996.0	258.0
100873451	0.0	0.0
3783	310.0	393.0
100873450	0.0	0.0
1121	1955.0	1054.0
100861468	1.0	0.0
1120	411.0	87.0
100861469	0.0	0.0
1118	3081.0	1059.0
1117	1096.0	450.0
1116	3179.0	2098.0
1114	17.0	31.0
1113	343.0	199.0
1112	7502.0	4943.0
1111	315.0	906.0
3773	320.0	15.0
100873457	0.0	1.0
100873456	0.0	0.0
3775	514.0	3922.0
100873455	0.0	0.0
3776	9.0	66.0
100873454	0.0	0.0
3777	11186.0	96.0
3778	1267.0	1525.0
3779	253.0	199.0
100873459	0.0	1.0
1119	2285.0	441.0
100128627	4.0	1.0
100128626	0.0	0.0
3790	5169.0	5096.0
100128628	6.0	17.0
3791	11112.0	815.0
100873442	0.0	0.0
3792	59.0	3.0
100873441	0.0	0.0
100873440	0.0	0.0
100128625	0.0	0.0
1132	14.0	2.0
1131	1573.0	1837.0
1130	2210.0	1903.0
100861476	0.0	2.0
1129	42.0	23.0
1128	12.0	7.0
1124	658.0	204.0
1123	4076.0	252.0
1122	1753.0	1586.0
100861470	0.0	0.0
3784	4372.0	229.0
100873446	0.0	0.0
3785	1.0	4.0
100873445	0.0	0.0
3786	1246.0	133.0
100873444	0.0	0.0
3787	16.0	3.0
100873443	0.0	0.0
3788	65.0	4.0
100873449	10.0	4.0
100873448	0.0	0.0
100873447	0.0	0.0
100873471	0.0	0.0
100873470	0.0	0.0
283050	109.0	32.0
100128618	0.0	1.0
728597	3.0	0.0
100128617	7.0	3.0
100873475	0.0	0.0
100873474	0.0	0.0
728591	8.0	83.0
100873473	0.0	0.0
100873472	0.0	0.0
1143	4.0	436.0
285634	5.0	2.0
1142	2.0	1.0
1141	14.0	155.0
285636	2303.0	3201.0
1140	571.0	157.0
728599	4.0	1.0
1139	162.0	51.0
1138	71.0	299.0
1137	4.0	1.0
100861485	0.0	1.0
1136	52.0	66.0
1135	11.0	0.0
1134	45.0	17.0
1133	22.0	19.0
3795	325.0	476.0
100873479	4.0	6.0
3796	1670.0	1021.0
100873478	0.0	0.0
3797	1127.0	1445.0
100873477	8.0	0.0
3798	20.0	31.0
100873476	0.0	0.0
3799	16616.0	9787.0
100873460	0.0	0.0
728586	25.0	23.0
285641	2.0	2.0
100873464	6.0	2.0
100873463	1.0	0.0
100873462	3.0	0.0
285643	6.0	10.0
100128603	4.0	0.0
100873461	0.0	0.0
1154	2515.0	270.0
1153	19192.0	4225.0
1152	6928.0	476.0
285647	12.0	30.0
728589	19.0	21.0
728588	0.0	0.0
1149	9.0	5.0
1147	1884.0	1046.0
1146	3.0	1.0
1145	27.0	8.0
1144	1.0	0.0
100873468	0.0	0.0
100873467	1.0	0.0
100873466	0.0	0.0
100873465	0.0	0.0
283033	0.0	0.0
100873469	1.0	0.0
100873493	0.0	0.0
100873492	0.0	0.0
100873491	0.0	0.0
100873490	0.0	0.0
100873497	0.0	0.0
100873496	0.0	0.0
100873495	2.0	0.0
100873494	0.0	0.0
1164	578.0	1608.0
1163	510.0	2205.0
285659	0.0	0.0
1161	503.0	241.0
1160	88.0	20.0
1159	21.0	487.0
1158	13.0	4.0
1157	0.0	0.0
1155	3002.0	1735.0
550643	1702.0	1416.0
283025	1.0	0.0
100873499	0.0	0.0
100873498	0.0	0.0
100873482	0.0	0.0
100873481	0.0	0.0
100873480	0.0	0.0
100873486	0.0	0.0
100873485	0.0	1.0
100873484	0.0	0.0
100873483	0.0	0.0
1176	2756.0	1976.0
1175	3993.0	2838.0
285668	12.0	0.0
1174	1849.0	1742.0
1173	22097.0	27066.0
550631	281.0	62.0
100873489	0.0	0.0
283014	10.0	4.0
100873488	0.0	0.0
100873487	0.0	0.0
283093	0.0	0.0
283092	0.0	0.0
1187	47.0	2.0
1186	4627.0	1547.0
1185	2554.0	305.0
1184	1380.0	1059.0
1183	1443.0	100.0
1182	6435.0	4666.0
1181	301.0	668.0
440375	57.0	22.0
1180	10.0	3.0
1179	0.0	0.0
1178	13.0	18.0
283089	10.0	3.0
85495	0.0	0.0
85480	144.0	124.0
283080	0.0	0.0
1198	3240.0	2192.0
1197	2.0	1.0
1196	2377.0	1279.0
1195	4904.0	1583.0
440366	3.0	2.0
1193	2936.0	635.0
1192	19076.0	9006.0
1191	25303.0	23684.0
1188	58.0	18.0
283078	92.0	105.0
85486	21.0	4.0
128615	0.0	0.0
85481	0.0	0.0
128611	204.0	39.0
440396	56.0	61.0
128609	0.0	0.0
128602	2214.0	0.0
440387	9.0	0.0
128674	2.0	0.0
128676	2.0	0.0
114026	1.0	1.0
100861402	0.0	5.0
126014	1892.0	255.0
440335	493.0	30.0
100128690	0.0	0.0
114034	709.0	208.0
126006	45.0	6.0
114036	115.0	4.0
100128696	0.0	0.0
100128688	0.0	0.0
126003	35.0	30.0
100861412	0.0	0.0
105180390	0.0	0.0
100128685	0.0	0.0
100128681	0.0	1.0
105180391	0.0	0.0
100128682	2.0	0.0
100128678	1.0	0.0
100861429	0.0	0.0
128653	0.0	1.0
200728	306.0	515.0
440356	2.0	3.0
440354	97.0	71.0
440352	1.0	0.0
100873419	0.0	0.0
100873418	0.0	0.0
100873413	0.0	0.0
128646	14.0	3.0
100873412	0.0	0.0
100873411	1.0	0.0
100128675	20.0	8.0
100873410	0.0	0.0
100873417	0.0	4.0
100873416	0.0	0.0
100873415	0.0	0.0
100873414	0.0	0.0
440348	6.0	4.0
100861435	0.0	0.0
100861436	0.0	0.0
440345	183.0	84.0
200734	5087.0	2319.0
100861431	0.0	0.0
100861434	0.0	0.0
100873409	0.0	0.0
440350	3.0	2.0
100873408	0.0	0.0
100873407	2.0	0.0
100861430	25.0	4.0
100873402	0.0	0.0
100873401	1.0	1.0
100873400	0.0	0.0
100128665	1.0	1.0
128637	4572.0	2224.0
100873406	0.0	0.0
100873405	0.0	1.0
100873404	0.0	0.0
100873403	0.0	0.0
645440	0.0	0.0
645443	30.0	7.0
165530	189.0	4.0
85409	1542.0	164.0
106481385	0.0	0.0
106481386	0.0	1.0
85416	0.0	716.0
106481383	5.0	2.0
85417	76.0	14.0
106481384	0.0	0.0
103106903	0.0	0.0
85414	891.0	348.0
106481389	0.0	0.0
85415	1114.0	360.0
106481387	0.0	0.0
85413	5.0	13.0
106481388	3.0	2.0
645436	2.0	2.0
106481381	0.0	2.0
106481382	0.0	0.0
10	20.0	0.0
106481380	0.0	0.0
11	0.0	0.0
403341	1386.0	739.0
12	26.0	3.0
13	472.0	681.0
14	4952.0	4214.0
15	17.0	0.0
16	8805.0	7448.0
645455	27.0	10.0
18	1135.0	199.0
19	6765.0	5581.0
128580	6.0	5.0
85407	1583.0	110.0
106481396	0.0	0.0
106481397	0.0	0.0
106481394	0.0	0.0
85406	1616.0	1242.0
106481395	0.0	0.0
85403	1627.0	1622.0
106481398	0.0	0.0
106481399	0.0	0.0
403339	0.0	0.0
106481392	0.0	0.0
106481393	0.0	0.0
20	3556.0	2969.0
106481390	0.0	0.0
21	42445.0	317.0
106481391	0.0	0.0
22	1449.0	1068.0
153571	430.0	221.0
153572	2559.0	512.0
23	4974.0	3130.0
24	187.0	6461.0
25	6846.0	3409.0
26	45.0	119.0
27	2333.0	3095.0
28	3745.0	612.0
29	8858.0	3742.0
153579	2831.0	28.0
728615	0.0	0.0
728614	0.0	1.0
200765	267.0	286.0
106481358	0.0	0.0
106481359	0.0	0.0
728611	27.0	53.0
102466518	0.0	0.0
102466516	24.0	0.0
102466515	0.0	0.0
106481363	0.0	0.0
106481364	0.0	0.0
85438	0.0	0.0
106481361	0.0	0.0
85439	935.0	2910.0
106481362	0.0	0.0
106481367	0.0	0.0
85437	1955.0	3068.0
106481368	0.0	0.0
106481365	0.0	0.0
728609	609.0	85.0
106481366	0.0	0.0
30	3053.0	915.0
106481360	0.0	0.0
31	5137.0	5312.0
32	3097.0	886.0
33	2048.0	70.0
34	2751.0	979.0
35	1833.0	532.0
153562	1714.0	741.0
36	2666.0	1366.0
37	15275.0	7216.0
38	3585.0	1611.0
440307	12.0	4.0
39	1257.0	1685.0
165545	20.0	277.0
106481369	0.0	0.0
728606	4.0	1.0
106481374	0.0	0.0
106481375	0.0	0.0
106481372	0.0	0.0
106481373	0.0	0.0
106481378	1.0	2.0
106481379	0.0	0.0
106481376	0.0	0.0
106481377	0.0	0.0
403315	1.0	0.0
40	25.0	4.0
106481370	0.0	0.0
41	113.0	304.0
106481371	0.0	0.0
43	202.0	33.0
645486	0.0	0.0
47	10323.0	10183.0
48	4167.0	1628.0
49	67.0	2.0
106481338	0.0	0.0
106481339	1.0	1.0
106481336	0.0	0.0
106481337	2.0	0.0
106481341	0.0	0.0
106481342	18.0	0.0
106481340	0.0	0.0
85458	2455.0	543.0
106481345	2.0	0.0
85459	731.0	588.0
